"Status","Year","Ethnicity","Region_ITL2","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Kent","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Kent","Outside London","G7","5","5","[c]","[c]"
"In post","2021","Asian","Kent","Outside London","HEO","15","15","[c]","[c]"
"In post","2021","Asian","Kent","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Kent","Outside London","SEO","5","5","[c]","[c]"
"In post","2021","Asian","Kent","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Lancashire","Outside London","AA","15","15","[c]","[c]"
"In post","2021","Asian","Lancashire","Outside London","AO","530","455","20730","20710"
"In post","2021","Asian","Lancashire","Outside London","EO","285","265","26960","27570"
"In post","2021","Asian","Lancashire","Outside London","G6","5","5","[c]","[c]"
"In post","2021","Asian","Lancashire","Outside London","G7","10","10","[c]","[c]"
"In post","2021","Asian","Lancashire","Outside London","HEO","55","50","32340","31990"
"In post","2021","Asian","Lancashire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lancashire","Outside London","SEO","35","35","39020","38630"
"In post","2021","Asian","Lancashire","Outside London","Unknown","30","30","25920","23840"
"In post","2021","Asian","Leicestershire, Rutland and Northamptonshire","Outside London","AA","35","30","18030","16930"
"In post","2021","Asian","Leicestershire, Rutland and Northamptonshire","Outside London","AO","505","435","20770","20920"
"In post","2021","Asian","Leicestershire, Rutland and Northamptonshire","Outside London","EO","325","300","26880","27570"
"In post","2021","Asian","Leicestershire, Rutland and Northamptonshire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Leicestershire, Rutland and Northamptonshire","Outside London","G7","25","25","[c]","[c]"
"In post","2021","Asian","Leicestershire, Rutland and Northamptonshire","Outside London","HEO","65","55","32110","31990"
"In post","2021","Asian","Leicestershire, Rutland and Northamptonshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Leicestershire, Rutland and Northamptonshire","Outside London","SEO","40","35","39480","38630"
"In post","2021","Asian","Leicestershire, Rutland and Northamptonshire","Outside London","Unknown","40","40","28840","28200"
"In post","2021","Asian","Lincolnshire","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lincolnshire","Outside London","AO","5","5","[c]","[c]"
"In post","2021","Asian","Lincolnshire","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Asian","Lincolnshire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lincolnshire","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lincolnshire","Outside London","HEO","5","5","[c]","[c]"
"In post","2021","Asian","Lincolnshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lincolnshire","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lincolnshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Merseyside","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Merseyside","Outside London","AO","60","50","21240","21430"
"In post","2021","Asian","Merseyside","Outside London","EO","35","35","26320","25690"
"In post","2021","Asian","Merseyside","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Merseyside","Outside London","G7","20","20","[c]","[c]"
"In post","2021","Asian","Merseyside","Outside London","HEO","20","15","[c]","[c]"
"In post","2021","Asian","Merseyside","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Asian","Merseyside","Outside London","SEO","20","20","[c]","[c]"
"In post","2021","Asian","Merseyside","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Eastern Scotland","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Eastern Scotland","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Eastern Scotland","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Asian","North Eastern Scotland","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Eastern Scotland","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Eastern Scotland","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Eastern Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Eastern Scotland","Outside London","SEO","10","10","[c]","[c]"
"In post","2021","Asian","North Yorkshire","Outside London","AA","5","5","[c]","[c]"
"In post","2021","Asian","North Yorkshire","Outside London","AO","20","20","[c]","[c]"
"In post","2021","Asian","North Yorkshire","Outside London","EO","10","10","[c]","[c]"
"In post","2021","Asian","North Yorkshire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Yorkshire","Outside London","G7","15","15","[c]","[c]"
"In post","2021","Asian","North Yorkshire","Outside London","HEO","15","15","[c]","[c]"
"In post","2021","Asian","North Yorkshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Yorkshire","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Yorkshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northumberland and Tyne and Wear","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northumberland and Tyne and Wear","Outside London","AO","130","115","20630","21010"
"In post","2021","Asian","Northumberland and Tyne and Wear","Outside London","EO","70","65","26420","25560"
"In post","2021","Asian","Northumberland and Tyne and Wear","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northumberland and Tyne and Wear","Outside London","G7","20","20","[c]","[c]"
"In post","2021","Asian","Northumberland and Tyne and Wear","Outside London","HEO","35","35","31740","31810"
"In post","2021","Asian","Northumberland and Tyne and Wear","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northumberland and Tyne and Wear","Outside London","SEO","25","25","[c]","[c]"
"In post","2021","Asian","Northumberland and Tyne and Wear","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Outer London - East and North East","London","AA","10","10","[c]","[c]"
"In post","2021","Asian","Outer London - East and North East","London","AO","185","160","24890","25110"
"In post","2021","Asian","Outer London - East and North East","London","EO","435","395","30770","31060"
"In post","2021","Asian","Outer London - East and North East","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Outer London - East and North East","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Outer London - East and North East","London","HEO","30","30","37400","36760"
"In post","2021","Asian","Outer London - East and North East","London","SEO","10","10","[c]","[c]"
"In post","2021","Asian","Outer London - East and North East","London","Unknown","30","30","[c]","[c]"
"In post","2021","Asian","Outer London - South","London","AA","60","55","22060","22210"
"In post","2021","Asian","Outer London - South","London","AO","385","345","25110","25630"
"In post","2021","Asian","Outer London - South","London","EO","565","525","29640","29370"
"In post","2021","Asian","Outer London - South","London","G6","25","25","[c]","[c]"
"In post","2021","Asian","Outer London - South","London","G7","120","115","59580","59160"
"In post","2021","Asian","Outer London - South","London","HEO","325","310","35850","35220"
"In post","2021","Asian","Outer London - South","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Outer London - South","London","SEO","215","210","43560","42240"
"In post","2021","Asian","Outer London - South","London","Unknown","10","5","[c]","[c]"
"In post","2021","Asian","Outer London - West and North West","London","AA","100","90","22280","22210"
"In post","2021","Asian","Outer London - West and North West","London","AO","550","490","25210","25460"
"In post","2021","Asian","Outer London - West and North West","London","EO","1400","1280","29700","29760"
"In post","2021","Asian","Outer London - West and North West","London","G6","15","15","[c]","[c]"
"In post","2021","Asian","Outer London - West and North West","London","G7","70","65","57280","55960"
"In post","2021","Asian","Outer London - West and North West","London","HEO","320","305","35280","35200"
"In post","2021","Asian","Outer London - West and North West","London","SCS level","10","10","[c]","[c]"
"In post","2021","Asian","Outer London - West and North West","London","SEO","140","135","42890","42410"
"In post","2021","Asian","Outer London - West and North West","London","Unknown","30","30","[c]","[c]"
"In post","2021","Asian","Overseas","Overseas","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Overseas","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Overseas","Overseas","EO","20","20","[c]","[c]"
"In post","2021","Asian","Overseas","Overseas","G6","15","15","[c]","[c]"
"In post","2021","Asian","Overseas","Overseas","G7","25","25","[c]","[c]"
"In post","2021","Asian","Overseas","Overseas","HEO","35","35","35140","34220"
"In post","2021","Asian","Overseas","Overseas","SCS level","5","5","[c]","[c]"
"In post","2021","Asian","Overseas","Overseas","SEO","15","15","[c]","[c]"
"In post","2021","Asian","Overseas","Overseas","Unknown","30","30","[c]","[c]"
"In post","2021","Asian","Shropshire and Staffordshire","Outside London","AA","15","15","[c]","[c]"
"In post","2021","Asian","Shropshire and Staffordshire","Outside London","AO","80","70","22100","21010"
"In post","2021","Asian","Shropshire and Staffordshire","Outside London","EO","90","90","27020","27570"
"In post","2021","Asian","Shropshire and Staffordshire","Outside London","G6","5","5","[c]","[c]"
"In post","2021","Asian","Shropshire and Staffordshire","Outside London","G7","20","20","[c]","[c]"
"In post","2021","Asian","Shropshire and Staffordshire","Outside London","HEO","40","40","34600","33300"
"In post","2021","Asian","Shropshire and Staffordshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Shropshire and Staffordshire","Outside London","SEO","35","35","44040","40580"
"In post","2021","Asian","Shropshire and Staffordshire","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Asian","South Yorkshire","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South Yorkshire","Outside London","AO","165","150","21280","21430"
"In post","2021","Asian","South Yorkshire","Outside London","EO","120","115","25970","25260"
"In post","2021","Asian","South Yorkshire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South Yorkshire","Outside London","G7","25","25","[c]","[c]"
"In post","2021","Asian","South Yorkshire","Outside London","HEO","60","55","31930","30840"
"In post","2021","Asian","South Yorkshire","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Asian","South Yorkshire","Outside London","SEO","30","30","38030","37270"
"In post","2021","Asian","South Yorkshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Southern Scotland","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Southern Scotland","Outside London","AO","20","15","[c]","[c]"
"In post","2021","Asian","Southern Scotland","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Asian","Southern Scotland","Outside London","G6","5","5","[c]","[c]"
"In post","2021","Asian","Southern Scotland","Outside London","G7","10","10","[c]","[c]"
"In post","2021","Asian","Southern Scotland","Outside London","HEO","10","10","[c]","[c]"
