"Status","Year","Age","Function_of_post","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","40-49","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Department of Health and Social Care (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Driver and Vehicle Licensing Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Driver and Vehicle Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Forestry and Land Scotland","Outside London","10","[c]","29820","28120"
"New entrant CS","2021","40-49","Property","Government Property Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Government Property Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","HM Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","HM Revenue and Customs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","HM Revenue and Customs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Maritime and Coastguard Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Ministry of Defence (excl. agencies)","Outside London","40","[c]","32410","33000"
"New entrant CS","2021","40-49","Property","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Ministry of Justice (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Ministry of Justice (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Public Health England","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Scottish Prison Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Valuation Office Agency","Outside London","25","[c]","25340","20880"
"New entrant CS","2021","40-49","Security","Cabinet Office (excl. agencies)","London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Security","Cabinet Office (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Security","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Security","Defence Science and Technology Laboratory","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Security","Department for Education (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Security","Driver and Vehicle Licensing Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Security","Driver and Vehicle Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Security","HM Prison and Probation Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Security","HM Prison and Probation Service","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Security","HM Revenue and Customs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Security","Ministry of Defence (excl. agencies)","London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Security","Ministry of Defence (excl. agencies)","Outside London","100","[c]","26870","23540"
"New entrant CS","2021","40-49","Security","National Crime Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Security","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Security","National Savings and Investments","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Security","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Accountant in Bankruptcy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Charity Commission","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Charity Commission","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Defence Equipment and Support","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Department for Education (excl. agencies)","Outside London","15","[c]","45190","49860"
"New entrant CS","2021","40-49","Unknown","Department for Transport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Department for Work and Pensions (excl. agencies)","London","550","[c]","30790","31060"
"New entrant CS","2021","40-49","Unknown","Department for Work and Pensions (excl. agencies)","Outside London","2605","[c]","26680","27570"
"New entrant CS","2021","40-49","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","65","[c]","31670","27570"
"New entrant CS","2021","40-49","Unknown","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Disclosure Scotland","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Education and Skills Funding Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Education Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Food Standards Scotland","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","HM Revenue and Customs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","HM Revenue and Customs (excl. agencies)","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","HM Revenue and Customs (excl. agencies)","Unknown","60","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Home Office (incl. agencies)","London","130","[c]","47490","41950"
"New entrant CS","2021","40-49","Unknown","Home Office (incl. agencies)","Outside London","205","[c]","29430","24880"
"New entrant CS","2021","40-49","Unknown","Medicines and Healthcare Products Regulatory Agency","London","20","[c]","46730","49350"
"New entrant CS","2021","40-49","Unknown","Medicines and Healthcare Products Regulatory Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Met Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Ministry of Defence (excl. agencies)","London","15","[c]","30010","27200"
"New entrant CS","2021","40-49","Unknown","Ministry of Defence (excl. agencies)","Outside London","295","[c]","32930","26350"
"New entrant CS","2021","40-49","Unknown","Ministry of Defence (excl. agencies)","Overseas","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","National Records of Scotland","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Office of the Scottish Charity Regulator","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Revenue Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Scottish Government (excl. agencies)","Outside London","160","[c]","42740","42190"
"New entrant CS","2021","40-49","Unknown","Scottish Public Pensions Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Social Security Scotland","Outside London","95","[c]","27520","20060"
"New entrant CS","2021","40-49","Unknown","Student Awards Agency for Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Transport Scotland","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","UK Intellectual Property Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Veterinary Medicines Directorate","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Welsh Government (excl. agencies)","Outside London","25","[c]","36320","37410"
"New entrant CS","2021","50-59","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Analysis","Defence Science and Technology Laboratory","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Analysis","Department for Transport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Analysis","Department for Transport (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Analysis","Department of Health and Social Care (excl. agencies)","London","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Analysis","Department of Health and Social Care (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Analysis","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Analysis","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Analysis","HM Revenue and Customs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Analysis","Ministry of Defence (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Analysis","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Analysis","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Analysis","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Analysis","Planning Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Analysis","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Analysis","United Kingdom Statistics Authority","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Analysis","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","Animal and Plant Health Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","Cabinet Office (excl. agencies)","London","40","[c]","92130","74000"
"New entrant CS","2021","50-59","Commercial","Cabinet Office (excl. agencies)","Outside London","10","[c]","86890","80880"
"New entrant CS","2021","50-59","Commercial","Cabinet Office (excl. agencies)","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","Crown Commercial Service","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","Defence Equipment and Support","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","Department for Education (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
