"Status","Year","Age","Function_of_post","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","50-59","Digital, Data & Technology","Ministry of Defence","London","5","5","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Ministry of Defence","Outside London","325","320","34870","33300"
"In post","2021","50-59","Digital, Data & Technology","Ministry of Defence","Overseas","5","5","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","London","20","20","41030","38160"
"In post","2021","50-59","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","Outside London","25","20","38880","40720"
"In post","2021","50-59","Digital, Data & Technology","Ministry of Justice","London","130","130","51990","52850"
"In post","2021","50-59","Digital, Data & Technology","Ministry of Justice","Outside London","100","100","42170","35820"
"In post","2021","50-59","Digital, Data & Technology","National Crime Agency","London","20","20","56400","52650"
"In post","2021","50-59","Digital, Data & Technology","National Crime Agency","Outside London","50","45","42420","45110"
"In post","2021","50-59","Digital, Data & Technology","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Office for Standards in Education","London","10","10","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Office for Standards in Education","Outside London","5","5","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Office of Gas and Electricity Markets","London","10","10","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Other Cabinet Office Agencies","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Other Cabinet Office Agencies","Outside London","15","15","45500","40730"
"In post","2021","50-59","Digital, Data & Technology","Scottish Government","Outside London","75","75","43450","38150"
"In post","2021","50-59","Digital, Data & Technology","The National Archives","London","25","25","43240","43590"
"In post","2021","50-59","Digital, Data & Technology","UK Export Finance","London","5","5","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","United Kingdom Statistics Authority","London","10","10","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","United Kingdom Statistics Authority","Outside London","115","110","46180","49100"
"In post","2021","50-59","Digital, Data & Technology","Water Services Regulation Authority","Outside London","10","10","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Attorney General's Departments","London","20","20","58790","51270"
"In post","2021","50-59","Finance","Attorney General's Departments","Outside London","15","15","34140","32910"
"In post","2021","50-59","Finance","Cabinet Office","London","15","15","56620","56340"
"In post","2021","50-59","Finance","Chancellor's other departments","London","10","10","56670","46160"
"In post","2021","50-59","Finance","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Department for Business, Energy and Industrial Strategy","London","40","40","50780","43940"
"In post","2021","50-59","Finance","Department for Business, Energy and Industrial Strategy","Outside London","35","35","42190","40760"
"In post","2021","50-59","Finance","Department for Digital, Culture, Media and Sport","London","5","5","[c]","[c]"
"In post","2021","50-59","Finance","Department for Education","London","20","20","56230","55340"
"In post","2021","50-59","Finance","Department for Education","Outside London","90","90","44590","42660"
"In post","2021","50-59","Finance","Department for Environment, Food and Rural Affairs","London","20","20","49790","50230"
"In post","2021","50-59","Finance","Department for Environment, Food and Rural Affairs","Outside London","100","100","43280","39060"
"In post","2021","50-59","Finance","Department for International Trade","London","25","25","44860","38540"
"In post","2021","50-59","Finance","Department for Transport","London","25","25","56110","54760"
"In post","2021","50-59","Finance","Department for Transport","Outside London","80","75","36600","33350"
"In post","2021","50-59","Finance","Department for Work and Pensions","Outside London","15","10","49930","43380"
"In post","2021","50-59","Finance","Department of Health and Social Care","London","40","40","50700","43300"
"In post","2021","50-59","Finance","Department of Health and Social Care","Outside London","65","65","44790","39880"
"In post","2021","50-59","Finance","ESTYN","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Food Standards Agency","Outside London","10","10","40190","37910"
"In post","2021","50-59","Finance","Foreign, Commonwealth and Development Office","London","20","20","53430","49070"
"In post","2021","50-59","Finance","Foreign, Commonwealth and Development Office","Outside London","50","50","43830","41640"
"In post","2021","50-59","Finance","HM Land Registry","London","15","15","46760","44900"
"In post","2021","50-59","Finance","HM Land Registry","Outside London","5","5","[c]","[c]"
"In post","2021","50-59","Finance","HM Revenue and Customs","London","115","115","52920","45960"
"In post","2021","50-59","Finance","HM Revenue and Customs","Outside London","845","740","30180","25560"
"In post","2021","50-59","Finance","HM Treasury","London","10","10","50610","49870"
"In post","2021","50-59","Finance","HM Treasury","Outside London","5","5","[c]","[c]"
"In post","2021","50-59","Finance","Ministry of Defence","London","50","50","48920","45200"
"In post","2021","50-59","Finance","Ministry of Defence","Outside London","640","620","39510","33630"
"In post","2021","50-59","Finance","Ministry of Defence","Overseas","15","15","34550","33300"
"In post","2021","50-59","Finance","Ministry of Housing, Communities and Local Government","London","20","20","54320","43750"
"In post","2021","50-59","Finance","Ministry of Housing, Communities and Local Government","Outside London","10","10","42200","36690"
"In post","2021","50-59","Finance","Ministry of Justice","London","120","120","47120","40780"
"In post","2021","50-59","Finance","Ministry of Justice","Outside London","130","125","41550","38890"
"In post","2021","50-59","Finance","National Crime Agency","London","5","5","[c]","[c]"
"In post","2021","50-59","Finance","National Crime Agency","Outside London","10","10","37810","36740"
"In post","2021","50-59","Finance","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Office for Standards in Education","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Other Cabinet Office Agencies","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Other Cabinet Office Agencies","Outside London","10","10","48660","40000"
"In post","2021","50-59","Finance","Scottish Government","Outside London","45","45","39030","37600"
"In post","2021","50-59","Finance","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","UK Export Finance","London","10","10","50660","46020"
"In post","2021","50-59","Finance","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","United Kingdom Statistics Authority","Outside London","10","10","[c]","[c]"
"In post","2021","50-59","Finance","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Grants Management","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Grants Management","Department for Environment, Food and Rural Affairs","Outside London","490","460","27690","25190"
"In post","2021","50-59","Human Resources","Attorney General's Departments","London","40","35","49530","40590"
"In post","2021","50-59","Human Resources","Attorney General's Departments","Outside London","30","30","44350","38180"
"In post","2021","50-59","Human Resources","Cabinet Office","London","120","115","52940","51040"
"In post","2021","50-59","Human Resources","Cabinet Office","Outside London","125","120","36420","32960"
"In post","2021","50-59","Human Resources","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Human Resources","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Human Resources","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Human Resources","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Human Resources","Department for Business, Energy and Industrial Strategy","London","30","30","47780","43500"
"In post","2021","50-59","Human Resources","Department for Business, Energy and Industrial Strategy","Outside London","75","75","40830","39820"
"In post","2021","50-59","Human Resources","Department for Digital, Culture, Media and Sport","London","10","10","68460","54460"
"In post","2021","50-59","Human Resources","Department for Education","London","10","10","[c]","[c]"
"In post","2021","50-59","Human Resources","Department for Education","Outside London","20","20","38460","32300"
"In post","2021","50-59","Human Resources","Department for Environment, Food and Rural Affairs","London","25","25","51900","54650"
"In post","2021","50-59","Human Resources","Department for Environment, Food and Rural Affairs","Outside London","60","55","45870","48370"
"In post","2021","50-59","Human Resources","Department for International Trade","London","20","20","52340","48220"
"In post","2021","50-59","Human Resources","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Human Resources","Department for Transport","London","20","20","49160","50410"
"In post","2021","50-59","Human Resources","Department for Transport","Outside London","85","85","36570","33350"
"In post","2021","50-59","Human Resources","Department for Work and Pensions","Outside London","35","35","42800","44120"
"In post","2021","50-59","Human Resources","Department of Health and Social Care","London","45","45","52660","51590"
"In post","2021","50-59","Human Resources","Department of Health and Social Care","Outside London","15","15","48510","51140"
"In post","2021","50-59","Human Resources","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Human Resources","Food Standards Agency","Outside London","10","10","[c]","[c]"
"In post","2021","50-59","Human Resources","Foreign, Commonwealth and Development Office","London","45","45","54330","52120"
"In post","2021","50-59","Human Resources","Foreign, Commonwealth and Development Office","Outside London","40","35","44230","43730"
"In post","2021","50-59","Human Resources","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Human Resources","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Human Resources","HM Land Registry","Outside London","20","20","39660","33840"
"In post","2021","50-59","Human Resources","HM Revenue and Customs","London","85","85","47790","39800"
"In post","2021","50-59","Human Resources","HM Revenue and Customs","Outside London","500","470","34900","31810"
"In post","2021","50-59","Human Resources","HM Treasury","London","10","10","48670","48780"
"In post","2021","50-59","Human Resources","HM Treasury","Outside London","10","10","37670","34020"
"In post","2021","50-59","Human Resources","Ministry of Defence","London","75","75","47230","42200"
"In post","2021","50-59","Human Resources","Ministry of Defence","Outside London","675","640","31280","26670"
"In post","2021","50-59","Human Resources","Ministry of Defence","Overseas","10","10","[c]","[c]"
"In post","2021","50-59","Human Resources","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Human Resources","Ministry of Housing, Communities and Local Government","London","10","10","[c]","[c]"
"In post","2021","50-59","Human Resources","Ministry of Housing, Communities and Local Government","Outside London","15","15","43290","40720"
"In post","2021","50-59","Human Resources","Ministry of Justice","London","100","100","52980","52850"
"In post","2021","50-59","Human Resources","Ministry of Justice","Outside London","205","200","42350","43250"
"In post","2021","50-59","Human Resources","National Crime Agency","London","15","15","55650","47860"
"In post","2021","50-59","Human Resources","National Crime Agency","Outside London","25","25","40540","39800"
"In post","2021","50-59","Human Resources","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Human Resources","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Human Resources","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Human Resources","Office for Standards in Education","Outside London","5","5","[c]","[c]"
"In post","2021","50-59","Human Resources","Office of Gas and Electricity Markets","London","5","5","[c]","[c]"
"In post","2021","50-59","Human Resources","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Human Resources","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Human Resources","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Human Resources","Other Cabinet Office Agencies","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Human Resources","Other Cabinet Office Agencies","Outside London","10","10","40320","40100"
"In post","2021","50-59","Human Resources","Scotland Office","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Human Resources","Scottish Government","Outside London","60","60","40340","39500"
"In post","2021","50-59","Human Resources","The National Archives","London","5","5","[c]","[c]"
"In post","2021","50-59","Human Resources","UK Export Finance","London","10","10","45350","43000"
"In post","2021","50-59","Human Resources","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Human Resources","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Human Resources","United Kingdom Statistics Authority","Outside London","45","45","36140","31270"
"In post","2021","50-59","Internal Audit","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Internal Audit","Department for Transport","Outside London","5","5","[c]","[c]"
"In post","2021","50-59","Internal Audit","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Internal Audit","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Internal Audit","Foreign, Commonwealth and Development Office","London","5","5","[c]","[c]"
"In post","2021","50-59","Internal Audit","Foreign, Commonwealth and Development Office","Outside London","10","10","44820","42350"
"In post","2021","50-59","Internal Audit","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Internal Audit","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Internal Audit","HM Revenue and Customs","London","5","5","[c]","[c]"
"In post","2021","50-59","Internal Audit","HM Revenue and Customs","Outside London","25","25","44040","40910"
"In post","2021","50-59","Internal Audit","HM Treasury","London","50","45","57710","54130"
"In post","2021","50-59","Internal Audit","HM Treasury","Outside London","95","90","50730","47150"
"In post","2021","50-59","Internal Audit","Ministry of Defence","London","10","10","51380","47290"
"In post","2021","50-59","Internal Audit","Ministry of Defence","Outside London","65","60","38600","36460"
"In post","2021","50-59","Internal Audit","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Internal Audit","Ministry of Justice","London","10","10","55100","52330"
"In post","2021","50-59","Internal Audit","Ministry of Justice","Outside London","20","20","50040","51150"
"In post","2021","50-59","Internal Audit","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Internal Audit","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Legal","Attorney General's Departments","London","950","900","56640","62140"
"In post","2021","50-59","Legal","Attorney General's Departments","Outside London","1630","1505","44130","48080"
"In post","2021","50-59","Legal","Attorney General's Departments","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Legal","Cabinet Office","London","20","20","97040","95620"
"In post","2021","50-59","Legal","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Legal","Competition and Markets Authority","London","20","20","76250","79980"
"In post","2021","50-59","Legal","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Legal","Department for Business, Energy and Industrial Strategy","London","10","10","[c]","[c]"
"In post","2021","50-59","Legal","Department for Business, Energy and Industrial Strategy","Outside London","15","15","53080","56950"
"In post","2021","50-59","Legal","Department for Education","London","10","10","[c]","[c]"
"In post","2021","50-59","Legal","Department for Education","Outside London","10","10","55270","50520"
"In post","2021","50-59","Legal","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Legal","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Legal","Department for Work and Pensions","Outside London","5","5","[c]","[c]"
"In post","2021","50-59","Legal","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Legal","Food Standards Agency","London","5","5","[c]","[c]"
"In post","2021","50-59","Legal","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Legal","Foreign, Commonwealth and Development Office","London","15","10","69100","65080"
"In post","2021","50-59","Legal","Foreign, Commonwealth and Development Office","Outside London","10","5","[c]","[c]"
"In post","2021","50-59","Legal","HM Land Registry","London","15","15","58990","61420"
"In post","2021","50-59","Legal","HM Land Registry","Outside London","80","75","46870","38550"
"In post","2021","50-59","Legal","HM Revenue and Customs","London","110","105","53080","41840"
"In post","2021","50-59","Legal","HM Revenue and Customs","Outside London","250","235","34240","31810"
"In post","2021","50-59","Legal","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Legal","Ministry of Defence","Outside London","10","10","[c]","[c]"
"In post","2021","50-59","Legal","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Legal","Ministry of Justice","London","120","110","53780","52850"
"In post","2021","50-59","Legal","Ministry of Justice","Outside London","380","345","44890","43460"
"In post","2021","50-59","Legal","National Crime Agency","London","5","5","[c]","[c]"
"In post","2021","50-59","Legal","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Legal","Office for Standards in Education","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Legal","Office of Gas and Electricity Markets","London","10","10","[c]","[c]"
"In post","2021","50-59","Legal","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Legal","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Legal","Scottish Government","Outside London","620","565","34500","29350"
"In post","2021","50-59","Legal","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Legal","UK Supreme Court","London","10","10","40230","30400"
"In post","2021","50-59","Legal","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","No function","Attorney General's Departments","London","20","20","37550","33150"
"In post","2021","50-59","No function","Cabinet Office","London","240","235","50840","41180"
"In post","2021","50-59","No function","Cabinet Office","Outside London","25","25","41210","36550"
"In post","2021","50-59","No function","Cabinet Office","Unknown","10","10","[c]","[c]"
"In post","2021","50-59","No function","Chancellor's other departments","London","20","20","64600","48980"
"In post","2021","50-59","No function","Chancellor's other departments","Outside London","15","15","44620","40290"
"In post","2021","50-59","No function","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","No function","Charity Commission","Outside London","5","5","[c]","[c]"
"In post","2021","50-59","No function","Department for Business, Energy and Industrial Strategy","London","680","665","51210","53380"
"In post","2021","50-59","No function","Department for Business, Energy and Industrial Strategy","Outside London","1120","1055","33980","29820"
"In post","2021","50-59","No function","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","No function","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","No function","Department for Digital, Culture, Media and Sport","London","100","100","48150","43950"
"In post","2021","50-59","No function","Department for Education","London","275","270","51590","53420"
"In post","2021","50-59","No function","Department for Education","Outside London","645","625","42510","37100"
"In post","2021","50-59","No function","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","No function","Department for Environment, Food and Rural Affairs","London","340","335","47330","41220"
"In post","2021","50-59","No function","Department for Environment, Food and Rural Affairs","Outside London","865","825","34750","30400"
"In post","2021","50-59","No function","Department for International Trade","London","265","260","49070","41260"
"In post","2021","50-59","No function","Department for International Trade","Outside London","50","50","46410","38810"
"In post","2021","50-59","No function","Department for International Trade","Overseas","25","25","57980","54470"
"In post","2021","50-59","No function","Department for Transport","London","525","510","44250","37350"
"In post","2021","50-59","No function","Department for Transport","Outside London","2780","2585","28930","26700"
"In post","2021","50-59","No function","Department for Transport","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","No function","Department for Work and Pensions","London","45","45","50530","49480"
"In post","2021","50-59","No function","Department for Work and Pensions","Outside London","815","770","45930","45870"
"In post","2021","50-59","No function","Department of Health and Social Care","London","830","780","55880","51680"
"In post","2021","50-59","No function","Department of Health and Social Care","Outside London","1035","955","51520","44500"
"In post","2021","50-59","No function","ESTYN","Outside London","40","40","67700","74730"
"In post","2021","50-59","No function","Food Standards Agency","London","95","90","42990","40960"
"In post","2021","50-59","No function","Food Standards Agency","Outside London","235","235","31310","26750"
"In post","2021","50-59","No function","Foreign, Commonwealth and Development Office","London","460","450","51340","44230"
"In post","2021","50-59","No function","Foreign, Commonwealth and Development Office","Outside London","55","55","33030","27660"
"In post","2021","50-59","No function","Foreign, Commonwealth and Development Office","Overseas","370","370","59200","56800"
"In post","2021","50-59","No function","HM Land Registry","London","85","80","36190","37290"
"In post","2021","50-59","No function","HM Land Registry","Outside London","1945","1740","30050","27130"
"In post","2021","50-59","No function","HM Revenue and Customs","London","1005","965","41870","38750"
"In post","2021","50-59","No function","HM Revenue and Customs","Outside London","8280","7340","28170","21440"
"In post","2021","50-59","No function","HM Treasury","London","95","95","52750","42390"
"In post","2021","50-59","No function","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","No function","Ministry of Defence","Outside London","690","675","44480","46080"
"In post","2021","50-59","No function","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","No function","Ministry of Housing, Communities and Local Government","London","220","220","51190","53130"
"In post","2021","50-59","No function","Ministry of Housing, Communities and Local Government","Outside London","350","330","45620","47660"
"In post","2021","50-59","No function","Ministry of Justice","London","2795","2695","33400","29570"
"In post","2021","50-59","No function","Ministry of Justice","Outside London","16350","15305","29090","27380"
"In post","2021","50-59","No function","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","No function","National Crime Agency","London","310","310","48080","45670"
"In post","2021","50-59","No function","National Crime Agency","Outside London","940","920","40660","39820"
"In post","2021","50-59","No function","National Crime Agency","Overseas","55","55","70110","70320"
"In post","2021","50-59","No function","National Crime Agency","Unknown","45","45","45280","43850"
"In post","2021","50-59","No function","Northern Ireland Office","London","10","10","57090","45730"
"In post","2021","50-59","No function","Northern Ireland Office","Outside London","15","15","42640","37940"
"In post","2021","50-59","No function","Office for Standards in Education","London","120","115","64920","64500"
"In post","2021","50-59","No function","Office for Standards in Education","Outside London","360","350","56270","51360"
"In post","2021","50-59","No function","Office of Gas and Electricity Markets","London","55","55","58720","53510"
"In post","2021","50-59","No function","Office of Gas and Electricity Markets","Outside London","30","30","36720","30950"
"In post","2021","50-59","No function","Office of Qualifications and Examinations Regulation","Outside London","40","40","49920","46660"
"In post","2021","50-59","No function","Office of Rail and Road","London","45","45","64320","63230"
"In post","2021","50-59","No function","Office of Rail and Road","Outside London","35","30","58730","60020"
"In post","2021","50-59","No function","Other Cabinet Office Agencies","London","5","5","[c]","[c]"
"In post","2021","50-59","No function","Other Cabinet Office Agencies","Outside London","45","45","45080","46920"
"In post","2021","50-59","No function","Scottish Government","Outside London","1965","1850","33270","33650"
"In post","2021","50-59","No function","The National Archives","London","85","80","37540","33820"
"In post","2021","50-59","No function","United Kingdom Statistics Authority","London","5","5","[c]","[c]"
"In post","2021","50-59","No function","United Kingdom Statistics Authority","Outside London","765","600","25160","19520"
"In post","2021","50-59","No function","Wales Office","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","No function","Water Services Regulation Authority","London","5","5","[c]","[c]"
"In post","2021","50-59","No function","Water Services Regulation Authority","Outside London","15","15","57610","64000"
"In post","2021","50-59","Project Delivery","Attorney General's Departments","London","15","15","44390","35000"
"In post","2021","50-59","Project Delivery","Cabinet Office","London","50","45","82400","70880"
"In post","2021","50-59","Project Delivery","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Project Delivery","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Project Delivery","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Project Delivery","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Project Delivery","Competition and Markets Authority","London","80","80","69960","61570"
"In post","2021","50-59","Project Delivery","Competition and Markets Authority","Outside London","5","5","[c]","[c]"
"In post","2021","50-59","Project Delivery","Department for Business, Energy and Industrial Strategy","London","30","30","55210","54780"
"In post","2021","50-59","Project Delivery","Department for Business, Energy and Industrial Strategy","Outside London","200","195","44950","41900"
"In post","2021","50-59","Project Delivery","Department for Digital, Culture, Media and Sport","London","30","30","60720","54400"
"In post","2021","50-59","Project Delivery","Department for Digital, Culture, Media and Sport","Outside London","5","5","[c]","[c]"
"In post","2021","50-59","Project Delivery","Department for Education","London","45","45","58040","62870"
"In post","2021","50-59","Project Delivery","Department for Education","Outside London","80","75","49610","50630"
"In post","2021","50-59","Project Delivery","Department for Environment, Food and Rural Affairs","London","25","25","47070","41240"
"In post","2021","50-59","Project Delivery","Department for Environment, Food and Rural Affairs","Outside London","100","95","38080","36200"
"In post","2021","50-59","Project Delivery","Department for International Trade","London","10","10","[c]","[c]"
"In post","2021","50-59","Project Delivery","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Project Delivery","Department for Transport","London","85","80","66860","59540"
"In post","2021","50-59","Project Delivery","Department for Transport","Outside London","60","60","41210","39470"
"In post","2021","50-59","Project Delivery","Department for Work and Pensions","Outside London","25","25","37600","35910"
"In post","2021","50-59","Project Delivery","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Project Delivery","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Project Delivery","ESTYN","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Project Delivery","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Project Delivery","Food Standards Agency","Outside London","5","5","[c]","[c]"
"In post","2021","50-59","Project Delivery","Foreign, Commonwealth and Development Office","London","175","170","59240","60720"
"In post","2021","50-59","Project Delivery","Foreign, Commonwealth and Development Office","Outside London","135","130","44500","42890"
"In post","2021","50-59","Project Delivery","Foreign, Commonwealth and Development Office","Overseas","90","90","66760","70410"
"In post","2021","50-59","Project Delivery","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Project Delivery","HM Land Registry","Outside London","35","35","43090","38550"
"In post","2021","50-59","Project Delivery","HM Revenue and Customs","London","465","450","55220","59160"
"In post","2021","50-59","Project Delivery","HM Revenue and Customs","Outside London","1300","1240","42300","38630"
"In post","2021","50-59","Project Delivery","HM Treasury","London","10","10","[c]","[c]"
"In post","2021","50-59","Project Delivery","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Project Delivery","Ministry of Defence","London","155","155","50870","44580"
"In post","2021","50-59","Project Delivery","Ministry of Defence","Outside London","4800","4710","40720","39870"
"In post","2021","50-59","Project Delivery","Ministry of Defence","Overseas","35","35","42850","41450"
"In post","2021","50-59","Project Delivery","Ministry of Defence","Unknown","10","10","[c]","[c]"
"In post","2021","50-59","Project Delivery","Ministry of Housing, Communities and Local Government","London","15","15","53030","46960"
"In post","2021","50-59","Project Delivery","Ministry of Housing, Communities and Local Government","Outside London","15","15","51570","48200"
"In post","2021","50-59","Project Delivery","Ministry of Justice","London","80","80","50660","52850"
"In post","2021","50-59","Project Delivery","Ministry of Justice","Outside London","70","70","42690","36500"
"In post","2021","50-59","Project Delivery","National Crime Agency","London","5","5","[c]","[c]"
"In post","2021","50-59","Project Delivery","National Crime Agency","Outside London","20","20","46270","45480"
"In post","2021","50-59","Project Delivery","Office for Standards in Education","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Project Delivery","Office for Standards in Education","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Project Delivery","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Project Delivery","Other Cabinet Office Agencies","London","10","10","[c]","[c]"
