"Status","Year","Function_of_post","Region_ITL3","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","Birmingham","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Birmingham","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Birmingham","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Birmingham","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Birmingham","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","Analysis","Birmingham","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2021","Analysis","Bradford","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Bradford","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Bristol, City of","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Bristol, City of","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Bristol, City of","EO","Female","10","10","[c]","[c]"
"In post","2021","Analysis","Bristol, City of","EO","Male","15","15","[c]","[c]"
"In post","2021","Analysis","Bristol, City of","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","Analysis","Bristol, City of","G6/G7","Male","20","20","[c]","[c]"
"In post","2021","Analysis","Bristol, City of","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Bristol, City of","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Bristol, City of","SEO/HEO","Female","55","50","35890","33040"
"In post","2021","Analysis","Bristol, City of","SEO/HEO","Male","40","40","36060","34560"
"In post","2021","Analysis","Buckinghamshire CC","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Buckinghamshire CC","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Buckinghamshire CC","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Buckinghamshire CC","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Buckinghamshire CC","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Buckinghamshire CC","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Cambridgeshire CC","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Cambridgeshire CC","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Cambridgeshire CC","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Cambridgeshire CC","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Cambridgeshire CC","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Cambridgeshire CC","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Camden and City of London","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Camden and City of London","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","Analysis","Camden and City of London","EO","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Camden and City of London","EO","Male","5","5","[c]","[c]"
"In post","2021","Analysis","Camden and City of London","G6/G7","Female","50","40","80340","72830"
"In post","2021","Analysis","Camden and City of London","G6/G7","Male","80","80","87900","83640"
"In post","2021","Analysis","Camden and City of London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Camden and City of London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Camden and City of London","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2021","Analysis","Camden and City of London","SEO/HEO","Male","55","50","41610","41760"
"In post","2021","Analysis","Cardiff and Vale of Glamorgan","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Cardiff and Vale of Glamorgan","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Cardiff and Vale of Glamorgan","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Cardiff and Vale of Glamorgan","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Cardiff and Vale of Glamorgan","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Cardiff and Vale of Glamorgan","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Central Hampshire","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Central Hampshire","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Central Hampshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Central Hampshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Central Hampshire","G6/G7","Female","35","30","47230","46090"
"In post","2021","Analysis","Central Hampshire","G6/G7","Male","130","125","49870","46130"
"In post","2021","Analysis","Central Hampshire","SEO/HEO","Female","55","50","32970","33630"
"In post","2021","Analysis","Central Hampshire","SEO/HEO","Male","125","125","34410","37320"
"In post","2021","Analysis","Central Valleys","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Central Valleys","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Central Valleys","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Central Valleys","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Central Valleys","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Central Valleys","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Cheshire East","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Cheshire East","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","City of Edinburgh","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","City of Edinburgh","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","City of Edinburgh","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","City of Edinburgh","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","City of Edinburgh","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Analysis","City of Edinburgh","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Analysis","City of Edinburgh","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2021","Analysis","City of Edinburgh","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","Analysis","Cornwall and Isles of Scilly","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Cornwall and Isles of Scilly","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Cornwall and Isles of Scilly","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Cornwall and Isles of Scilly","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Coventry","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Coventry","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Coventry","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Coventry","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","Analysis","Croydon","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Croydon","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Croydon","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Croydon","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Analysis","Croydon","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Croydon","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Croydon","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Croydon","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2021","Analysis","Darlington","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Darlington","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Darlington","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Darlington","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","Analysis","Darlington","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","Analysis","Darlington","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","Analysis","Devon CC","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Devon CC","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Devon CC","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Devon CC","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Dorset CC","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Dorset CC","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","Analysis","Dorset CC","EO","Female","15","15","[c]","[c]"
"In post","2021","Analysis","Dorset CC","EO","Male","15","10","[c]","[c]"
"In post","2021","Analysis","Dorset CC","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Dorset CC","G6/G7","Male","15","15","[c]","[c]"
"In post","2021","Analysis","Dorset CC","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2021","Analysis","Dorset CC","SEO/HEO","Male","30","30","32730","30220"
"In post","2021","Analysis","Durham CC","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Durham CC","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Cumbria","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Cumbria","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Cumbria","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Cumbria","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Cumbria","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Cumbria","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","Analysis","East Derbyshire","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Derbyshire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Kent","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Kent","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Merseyside","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Merseyside","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Merseyside","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Merseyside","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Riding of Yorkshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Riding of Yorkshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Sussex CC","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Sussex CC","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Sussex CC","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Sussex CC","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Sussex CC","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Sussex CC","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Flintshire and Wrexham","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Flintshire and Wrexham","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Flintshire and Wrexham","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Flintshire and Wrexham","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Glasgow City","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Glasgow City","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Glasgow City","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Glasgow City","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","Analysis","Glasgow City","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Glasgow City","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Glasgow City","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Glasgow City","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","Analysis","Greater Manchester North East","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Greater Manchester North East","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Greater Manchester North West","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Greater Manchester North West","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Greater Manchester South West","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Greater Manchester South West","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Greater Manchester South West","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Greater Manchester South West","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Hackney and Newham","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Hackney and Newham","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Hackney and Newham","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Hackney and Newham","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Inverness and Nairn and Moray, Badenoch and Strathspey","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Inverness and Nairn and Moray, Badenoch and Strathspey","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Leeds","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Leeds","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Leeds","EO","Female","10","10","[c]","[c]"
"In post","2021","Analysis","Leeds","EO","Male","10","10","[c]","[c]"
"In post","2021","Analysis","Leeds","G6/G7","Female","35","30","53060","51420"
"In post","2021","Analysis","Leeds","G6/G7","Male","30","30","53560","51310"
"In post","2021","Analysis","Leeds","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Leeds","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Leeds","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2021","Analysis","Leeds","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2021","Analysis","Leicester","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Leicester","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Leicestershire CC and Rutland","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Leicestershire CC and Rutland","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lincolnshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lincolnshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lincolnshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lincolnshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lincolnshire","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lincolnshire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Liverpool","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Liverpool","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Liverpool","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Liverpool","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Liverpool","G6/G7","Female","15","10","[c]","[c]"
"In post","2021","Analysis","Liverpool","G6/G7","Male","15","15","[c]","[c]"
"In post","2021","Analysis","Liverpool","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Liverpool","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Liverpool","SEO/HEO","Female","25","20","[c]","[c]"
"In post","2021","Analysis","Liverpool","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2021","Analysis","Manchester","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Manchester","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Manchester","EO","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Manchester","EO","Male","15","15","[c]","[c]"
"In post","2021","Analysis","Manchester","G6/G7","Female","20","20","[c]","[c]"
"In post","2021","Analysis","Manchester","G6/G7","Male","30","30","51970","52580"
"In post","2021","Analysis","Manchester","SEO/HEO","Female","65","65","35040","32060"
"In post","2021","Analysis","Manchester","SEO/HEO","Male","85","80","35060","31940"
"In post","2021","Analysis","Medway","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Medway","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Medway","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Medway","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Merton, Kingston upon Thames and Sutton","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Merton, Kingston upon Thames and Sutton","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Mid Lancashire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Mid Lancashire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Mid Lancashire","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Mid Lancashire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Monmouthshire and Newport","AA/AO","Female","25","25","[c]","[c]"
"In post","2021","Analysis","Monmouthshire and Newport","AA/AO","Male","25","25","[c]","[c]"
"In post","2021","Analysis","Monmouthshire and Newport","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Monmouthshire and Newport","EO","Female","85","75","24240","23520"
"In post","2021","Analysis","Monmouthshire and Newport","EO","Male","50","50","23930","23050"
"In post","2021","Analysis","Monmouthshire and Newport","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Monmouthshire and Newport","G6/G7","Female","100","95","50790","49110"
"In post","2021","Analysis","Monmouthshire and Newport","G6/G7","Male","110","110","53730","51640"
"In post","2021","Analysis","Monmouthshire and Newport","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Monmouthshire and Newport","SCS level","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Monmouthshire and Newport","SCS level","Male","15","15","[c]","[c]"
"In post","2021","Analysis","Monmouthshire and Newport","SEO/HEO","Female","320","305","33550","33020"
"In post","2021","Analysis","Monmouthshire and Newport","SEO/HEO","Male","285","280","33520","33180"
"In post","2021","Analysis","Monmouthshire and Newport","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2021","Analysis","North Northamptonshire","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North Northamptonshire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North Nottinghamshire","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North Nottinghamshire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North Yorkshire CC","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North Yorkshire CC","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North Yorkshire CC","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North Yorkshire CC","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Norwich and East Norfolk","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Norwich and East Norfolk","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Norwich and East Norfolk","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Norwich and East Norfolk","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Norwich and East Norfolk","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Norwich and East Norfolk","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Nottingham","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Nottingham","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Nottingham","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Nottingham","EO","Male","5","5","[c]","[c]"
"In post","2021","Analysis","Nottingham","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Nottingham","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Nottingham","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","Analysis","Nottingham","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","Analysis","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Overseas","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Oxfordshire","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Oxfordshire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Peterborough","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Peterborough","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Plymouth","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Plymouth","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Plymouth","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Plymouth","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Plymouth","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Plymouth","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Portsmouth","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Portsmouth","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Portsmouth","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Portsmouth","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Portsmouth","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Portsmouth","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Sefton","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Sefton","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Sefton","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Sefton","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Sefton","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Sefton","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","Analysis","Sefton","SEO/HEO","Female","10","5","[c]","[c]"
"In post","2021","Analysis","Sefton","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","Analysis","Sheffield","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Sheffield","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Sheffield","EO","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Sheffield","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Sheffield","G6/G7","Female","20","15","[c]","[c]"
"In post","2021","Analysis","Sheffield","G6/G7","Male","30","30","[c]","[c]"
"In post","2021","Analysis","Sheffield","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Sheffield","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Sheffield","SEO/HEO","Female","35","30","38510","41990"
"In post","2021","Analysis","Sheffield","SEO/HEO","Male","35","35","38630","41990"
"In post","2021","Analysis","Somerset","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Somerset","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Somerset","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Somerset","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South and West Derbyshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South and West Derbyshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South and West Derbyshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South and West Derbyshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South and West Derbyshire","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South and West Derbyshire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South Hampshire","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","Analysis","South Hampshire","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South Hampshire","EO","Female","25","25","[c]","[c]"
