"Status","Year","Function_of_post","Organisation","Region_ITL2","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","No function","HM Courts and Tribunals Service","Cheshire","Undeclared","15","15","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","Cheshire","Unknown","5","5","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","Cornwall and Isles of Scilly","Heterosexual / straight","50","40","21750","20100"
"In post","2021","No function","HM Courts and Tribunals Service","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","Cornwall and Isles of Scilly","Undeclared","5","5","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","Cumbria","Heterosexual / straight","60","50","21190","20100"
"In post","2021","No function","HM Courts and Tribunals Service","Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","Cumbria","Undeclared","10","10","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","Derbyshire and Nottinghamshire","Heterosexual / straight","250","220","21090","19570"
"In post","2021","No function","HM Courts and Tribunals Service","Derbyshire and Nottinghamshire","LGBO","15","15","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","Derbyshire and Nottinghamshire","Undeclared","50","45","20020","20100"
"In post","2021","No function","HM Courts and Tribunals Service","Derbyshire and Nottinghamshire","Unknown","40","35","20580","18880"
"In post","2021","No function","HM Courts and Tribunals Service","Devon","Heterosexual / straight","140","115","21210","20100"
"In post","2021","No function","HM Courts and Tribunals Service","Devon","LGBO","5","5","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","Devon","Undeclared","20","15","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","Devon","Unknown","10","10","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","Dorset and Somerset","Heterosexual / straight","160","140","20470","19570"
"In post","2021","No function","HM Courts and Tribunals Service","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","Dorset and Somerset","Undeclared","20","20","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","Dorset and Somerset","Unknown","10","10","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","East Anglia","Heterosexual / straight","350","305","20970","19830"
"In post","2021","No function","HM Courts and Tribunals Service","East Anglia","LGBO","15","15","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","East Anglia","Undeclared","50","45","21620","20100"
"In post","2021","No function","HM Courts and Tribunals Service","East Anglia","Unknown","35","30","20510","18880"
"In post","2021","No function","HM Courts and Tribunals Service","East Wales","Heterosexual / straight","315","285","21740","20100"
"In post","2021","No function","HM Courts and Tribunals Service","East Wales","LGBO","25","25","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","East Wales","Undeclared","35","30","21910","20100"
"In post","2021","No function","HM Courts and Tribunals Service","East Wales","Unknown","65","60","19410","18880"
"In post","2021","No function","HM Courts and Tribunals Service","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","100","80","20720","20100"
"In post","2021","No function","HM Courts and Tribunals Service","East Yorkshire and Northern Lincolnshire","LGBO","5","5","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","East Yorkshire and Northern Lincolnshire","Undeclared","20","20","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","East Yorkshire and Northern Lincolnshire","Unknown","5","5","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","Eastern Scotland","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","Essex","Heterosexual / straight","160","140","21960","20650"
"In post","2021","No function","HM Courts and Tribunals Service","Essex","LGBO","10","10","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","Essex","Undeclared","35","30","20360","20650"
"In post","2021","No function","HM Courts and Tribunals Service","Essex","Unknown","25","25","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","295","270","21540","19930"
"In post","2021","No function","HM Courts and Tribunals Service","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","10","10","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","65","55","21280","20100"
"In post","2021","No function","HM Courts and Tribunals Service","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","55","50","19660","19930"
"In post","2021","No function","HM Courts and Tribunals Service","Greater Manchester","Heterosexual / straight","690","625","22300","20650"
"In post","2021","No function","HM Courts and Tribunals Service","Greater Manchester","LGBO","45","45","21170","19930"
"In post","2021","No function","HM Courts and Tribunals Service","Greater Manchester","Undeclared","130","115","21630","20650"
"In post","2021","No function","HM Courts and Tribunals Service","Greater Manchester","Unknown","115","110","19510","19930"
"In post","2021","No function","HM Courts and Tribunals Service","Hampshire and Isle of Wight","Heterosexual / straight","250","215","22100","20650"
"In post","2021","No function","HM Courts and Tribunals Service","Hampshire and Isle of Wight","LGBO","10","10","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","Hampshire and Isle of Wight","Undeclared","55","50","22680","21180"
"In post","2021","No function","HM Courts and Tribunals Service","Hampshire and Isle of Wight","Unknown","25","25","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","140","120","21320","19570"
"In post","2021","No function","HM Courts and Tribunals Service","Herefordshire, Worcestershire and Warwickshire","LGBO","10","10","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","Herefordshire, Worcestershire and Warwickshire","Undeclared","25","25","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","Herefordshire, Worcestershire and Warwickshire","Unknown","20","20","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","Highlands and Islands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","Highlands and Islands","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","Inner London - East","Heterosexual / straight","390","370","24390","23500"
"In post","2021","No function","HM Courts and Tribunals Service","Inner London - East","LGBO","20","20","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","Inner London - East","Undeclared","75","70","26400","23500"
"In post","2021","No function","HM Courts and Tribunals Service","Inner London - East","Unknown","190","185","22620","22680"
"In post","2021","No function","HM Courts and Tribunals Service","Inner London - West","Heterosexual / straight","1245","1190","27260","23500"
"In post","2021","No function","HM Courts and Tribunals Service","Inner London - West","LGBO","65","65","28240","26410"
"In post","2021","No function","HM Courts and Tribunals Service","Inner London - West","Undeclared","190","180","27200","23910"
"In post","2021","No function","HM Courts and Tribunals Service","Inner London - West","Unknown","345","330","24190","22680"
"In post","2021","No function","HM Courts and Tribunals Service","Kent","Heterosexual / straight","210","185","21410","20100"
"In post","2021","No function","HM Courts and Tribunals Service","Kent","LGBO","10","10","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","Kent","Undeclared","25","20","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","Kent","Unknown","40","35","20020","18880"
"In post","2021","No function","HM Courts and Tribunals Service","Lancashire","Heterosexual / straight","205","180","21670","20100"
"In post","2021","No function","HM Courts and Tribunals Service","Lancashire","LGBO","10","10","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","Lancashire","Undeclared","25","20","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","Lancashire","Unknown","35","30","19030","18880"
"In post","2021","No function","HM Courts and Tribunals Service","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","585","505","20740","19830"
"In post","2021","No function","HM Courts and Tribunals Service","Leicestershire, Rutland and Northamptonshire","LGBO","30","25","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","Leicestershire, Rutland and Northamptonshire","Undeclared","110","100","20640","20010"
"In post","2021","No function","HM Courts and Tribunals Service","Leicestershire, Rutland and Northamptonshire","Unknown","95","85","19210","18880"
"In post","2021","No function","HM Courts and Tribunals Service","Lincolnshire","Heterosexual / straight","70","60","21760","19570"
"In post","2021","No function","HM Courts and Tribunals Service","Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","Lincolnshire","Undeclared","10","5","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","Lincolnshire","Unknown","5","5","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","Merseyside","Heterosexual / straight","350","305","21990","20650"
"In post","2021","No function","HM Courts and Tribunals Service","Merseyside","LGBO","15","15","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","Merseyside","Undeclared","55","50","21380","20650"
"In post","2021","No function","HM Courts and Tribunals Service","Merseyside","Unknown","55","50","20060","19930"
"In post","2021","No function","HM Courts and Tribunals Service","North Eastern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","North Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","North Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","North Yorkshire","Heterosexual / straight","60","50","21710","19570"
"In post","2021","No function","HM Courts and Tribunals Service","North Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","North Yorkshire","Undeclared","15","10","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","Northumberland and Tyne and Wear","Heterosexual / straight","295","255","21380","19830"
"In post","2021","No function","HM Courts and Tribunals Service","Northumberland and Tyne and Wear","LGBO","5","5","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","Northumberland and Tyne and Wear","Undeclared","30","25","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","Northumberland and Tyne and Wear","Unknown","20","15","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","Outer London - East and North East","Heterosexual / straight","170","140","23280","22450"
"In post","2021","No function","HM Courts and Tribunals Service","Outer London - East and North East","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","Outer London - East and North East","Undeclared","35","35","23490","22450"
"In post","2021","No function","HM Courts and Tribunals Service","Outer London - East and North East","Unknown","60","55","21350","21300"
"In post","2021","No function","HM Courts and Tribunals Service","Outer London - South","Heterosexual / straight","270","240","23320","22080"
"In post","2021","No function","HM Courts and Tribunals Service","Outer London - South","LGBO","10","10","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","Outer London - South","Undeclared","50","45","23240","22450"
"In post","2021","No function","HM Courts and Tribunals Service","Outer London - South","Unknown","90","85","21940","21300"
"In post","2021","No function","HM Courts and Tribunals Service","Outer London - West and North West","Heterosexual / straight","260","235","23790","22680"
"In post","2021","No function","HM Courts and Tribunals Service","Outer London - West and North West","LGBO","5","5","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","Outer London - West and North West","Undeclared","50","50","23700","22680"
"In post","2021","No function","HM Courts and Tribunals Service","Outer London - West and North West","Unknown","95","90","22190","21860"
"In post","2021","No function","HM Courts and Tribunals Service","Shropshire and Staffordshire","Heterosexual / straight","455","410","20350","18880"
"In post","2021","No function","HM Courts and Tribunals Service","Shropshire and Staffordshire","LGBO","35","35","19810","18880"
"In post","2021","No function","HM Courts and Tribunals Service","Shropshire and Staffordshire","Undeclared","40","35","19680","19510"
"In post","2021","No function","HM Courts and Tribunals Service","Shropshire and Staffordshire","Unknown","60","55","19670","18880"
"In post","2021","No function","HM Courts and Tribunals Service","South Yorkshire","Heterosexual / straight","210","175","21070","19830"
"In post","2021","No function","HM Courts and Tribunals Service","South Yorkshire","LGBO","5","5","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","South Yorkshire","Undeclared","35","30","20670","20100"
"In post","2021","No function","HM Courts and Tribunals Service","South Yorkshire","Unknown","15","15","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","Southern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","Southern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","Surrey, East and West Sussex","Heterosexual / straight","210","180","22680","20650"
"In post","2021","No function","HM Courts and Tribunals Service","Surrey, East and West Sussex","LGBO","15","15","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","Surrey, East and West Sussex","Undeclared","50","45","23650","21290"
"In post","2021","No function","HM Courts and Tribunals Service","Surrey, East and West Sussex","Unknown","35","30","20960","19930"
"In post","2021","No function","HM Courts and Tribunals Service","Tees Valley and Durham","Heterosexual / straight","185","160","21360","19930"
"In post","2021","No function","HM Courts and Tribunals Service","Tees Valley and Durham","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","Tees Valley and Durham","Undeclared","30","25","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","Tees Valley and Durham","Unknown","20","20","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","West Central Scotland","Heterosexual / straight","130","120","21960","20650"
"In post","2021","No function","HM Courts and Tribunals Service","West Central Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","West Central Scotland","Undeclared","30","25","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","West Central Scotland","Unknown","25","25","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","West Midlands","Heterosexual / straight","735","660","21790","20480"
"In post","2021","No function","HM Courts and Tribunals Service","West Midlands","LGBO","25","25","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","West Midlands","Undeclared","120","105","21740","20650"
"In post","2021","No function","HM Courts and Tribunals Service","West Midlands","Unknown","145","130","21310","19930"
"In post","2021","No function","HM Courts and Tribunals Service","West Wales and The Valleys","Heterosexual / straight","310","275","20630","19830"
"In post","2021","No function","HM Courts and Tribunals Service","West Wales and The Valleys","LGBO","10","10","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","West Wales and The Valleys","Undeclared","25","25","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","West Wales and The Valleys","Unknown","60","55","20130","20100"
"In post","2021","No function","HM Courts and Tribunals Service","West Yorkshire","Heterosexual / straight","455","390","21210","20100"
"In post","2021","No function","HM Courts and Tribunals Service","West Yorkshire","LGBO","30","30","22730","18890"
"In post","2021","No function","HM Courts and Tribunals Service","West Yorkshire","Undeclared","85","70","21490","20100"
"In post","2021","No function","HM Courts and Tribunals Service","West Yorkshire","Unknown","70","65","18860","18880"
"In post","2021","No function","HM Land Registry","Derbyshire and Nottinghamshire","Heterosexual / straight","225","205","29700","27130"
"In post","2021","No function","HM Land Registry","Derbyshire and Nottinghamshire","LGBO","15","15","[c]","[c]"
"In post","2021","No function","HM Land Registry","Derbyshire and Nottinghamshire","Undeclared","45","40","28980","27130"
"In post","2021","No function","HM Land Registry","Derbyshire and Nottinghamshire","Unknown","130","115","27180","27130"
"In post","2021","No function","HM Land Registry","Devon","Heterosexual / straight","200","170","28730","27130"
"In post","2021","No function","HM Land Registry","Devon","LGBO","5","5","[c]","[c]"
"In post","2021","No function","HM Land Registry","Devon","Undeclared","30","25","[c]","[c]"
"In post","2021","No function","HM Land Registry","Devon","Unknown","95","85","24880","22350"
"In post","2021","No function","HM Land Registry","Dorset and Somerset","Heterosexual / straight","135","115","30040","27130"
"In post","2021","No function","HM Land Registry","Dorset and Somerset","LGBO","10","10","[c]","[c]"
"In post","2021","No function","HM Land Registry","Dorset and Somerset","Undeclared","15","15","[c]","[c]"
"In post","2021","No function","HM Land Registry","Dorset and Somerset","Unknown","110","100","25230","22350"
"In post","2021","No function","HM Land Registry","East Anglia","Heterosexual / straight","145","130","30090","27130"
"In post","2021","No function","HM Land Registry","East Anglia","LGBO","5","5","[c]","[c]"
"In post","2021","No function","HM Land Registry","East Anglia","Undeclared","50","45","31280","33840"
"In post","2021","No function","HM Land Registry","East Anglia","Unknown","45","40","24040","22350"
"In post","2021","No function","HM Land Registry","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","190","170","28250","27130"
"In post","2021","No function","HM Land Registry","East Yorkshire and Northern Lincolnshire","LGBO","10","10","[c]","[c]"
"In post","2021","No function","HM Land Registry","East Yorkshire and Northern Lincolnshire","Undeclared","45","40","29750","27130"
"In post","2021","No function","HM Land Registry","East Yorkshire and Northern Lincolnshire","Unknown","65","60","25860","22350"
"In post","2021","No function","HM Land Registry","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","115","95","30300","27130"
"In post","2021","No function","HM Land Registry","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","HM Land Registry","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","45","40","30250","27130"
"In post","2021","No function","HM Land Registry","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","130","115","26420","27130"
"In post","2021","No function","HM Land Registry","Lancashire","Heterosexual / straight","225","205","28640","27130"
"In post","2021","No function","HM Land Registry","Lancashire","LGBO","10","10","[c]","[c]"
"In post","2021","No function","HM Land Registry","Lancashire","Undeclared","25","20","[c]","[c]"
"In post","2021","No function","HM Land Registry","Lancashire","Unknown","115","105","24900","22350"
"In post","2021","No function","HM Land Registry","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","160","150","28310","27130"
"In post","2021","No function","HM Land Registry","Leicestershire, Rutland and Northamptonshire","LGBO","10","10","[c]","[c]"
"In post","2021","No function","HM Land Registry","Leicestershire, Rutland and Northamptonshire","Undeclared","25","20","[c]","[c]"
"In post","2021","No function","HM Land Registry","Leicestershire, Rutland and Northamptonshire","Unknown","90","85","26240","22350"
"In post","2021","No function","HM Land Registry","Merseyside","Heterosexual / straight","190","165","30400","27130"
"In post","2021","No function","HM Land Registry","Merseyside","LGBO","5","5","[c]","[c]"
"In post","2021","No function","HM Land Registry","Merseyside","Undeclared","45","35","30230","27130"
"In post","2021","No function","HM Land Registry","Merseyside","Unknown","180","165","25720","22350"
"In post","2021","No function","HM Land Registry","Outer London - South","Heterosexual / straight","120","110","35980","30600"
"In post","2021","No function","HM Land Registry","Outer London - South","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","HM Land Registry","Outer London - South","Undeclared","35","30","35710","37290"
"In post","2021","No function","HM Land Registry","Outer London - South","Unknown","70","65","32560","30600"
"In post","2021","No function","HM Land Registry","Shropshire and Staffordshire","Heterosexual / straight","170","155","27870","27130"
"In post","2021","No function","HM Land Registry","Shropshire and Staffordshire","LGBO","10","10","[c]","[c]"
"In post","2021","No function","HM Land Registry","Shropshire and Staffordshire","Undeclared","45","40","31030","27130"
"In post","2021","No function","HM Land Registry","Shropshire and Staffordshire","Unknown","80","75","23970","22350"
"In post","2021","No function","HM Land Registry","Tees Valley and Durham","Heterosexual / straight","380","345","27660","27130"
"In post","2021","No function","HM Land Registry","Tees Valley and Durham","LGBO","20","15","[c]","[c]"
"In post","2021","No function","HM Land Registry","Tees Valley and Durham","Undeclared","75","70","28480","27130"
"In post","2021","No function","HM Land Registry","Tees Valley and Durham","Unknown","190","175","25650","22350"
"In post","2021","No function","HM Land Registry","West Midlands","Heterosexual / straight","125","115","29010","27130"
"In post","2021","No function","HM Land Registry","West Midlands","LGBO","5","5","[c]","[c]"
"In post","2021","No function","HM Land Registry","West Midlands","Undeclared","25","20","[c]","[c]"
"In post","2021","No function","HM Land Registry","West Midlands","Unknown","70","60","27410","27130"
"In post","2021","No function","HM Land Registry","West Wales and The Valleys","Heterosexual / straight","390","355","28030","27130"
"In post","2021","No function","HM Land Registry","West Wales and The Valleys","LGBO","10","10","[c]","[c]"
"In post","2021","No function","HM Land Registry","West Wales and The Valleys","Undeclared","60","50","31240","27130"
"In post","2021","No function","HM Land Registry","West Wales and The Valleys","Unknown","210","185","27620","27130"
"In post","2021","No function","HM Prison and Probation Service","Bedfordshire and Hertfordshire","Heterosexual / straight","695","665","30200","30210"
"In post","2021","No function","HM Prison and Probation Service","Bedfordshire and Hertfordshire","LGBO","60","60","29460","30070"
"In post","2021","No function","HM Prison and Probation Service","Bedfordshire and Hertfordshire","Undeclared","60","60","29210","30400"
"In post","2021","No function","HM Prison and Probation Service","Bedfordshire and Hertfordshire","Unknown","170","160","27150","27700"
"In post","2021","No function","HM Prison and Probation Service","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","1435","1370","30710","30400"
"In post","2021","No function","HM Prison and Probation Service","Berkshire, Buckinghamshire and Oxfordshire","LGBO","135","130","29260","30400"
"In post","2021","No function","HM Prison and Probation Service","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","195","185","31180","31420"
"In post","2021","No function","HM Prison and Probation Service","Berkshire, Buckinghamshire and Oxfordshire","Unknown","450","425","29520","29920"
"In post","2021","No function","HM Prison and Probation Service","Cheshire","Heterosexual / straight","655","620","29490","26810"
"In post","2021","No function","HM Prison and Probation Service","Cheshire","LGBO","65","65","27800","26630"
"In post","2021","No function","HM Prison and Probation Service","Cheshire","Undeclared","100","95","31090","31650"
"In post","2021","No function","HM Prison and Probation Service","Cheshire","Unknown","260","240","27230","25790"
"In post","2021","No function","HM Prison and Probation Service","Cornwall and Isles of Scilly","Heterosexual / straight","45","40","29640","28200"
"In post","2021","No function","HM Prison and Probation Service","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","HM Prison and Probation Service","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","HM Prison and Probation Service","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","HM Prison and Probation Service","Cumbria","Heterosexual / straight","205","190","28350","27380"
"In post","2021","No function","HM Prison and Probation Service","Cumbria","LGBO","20","20","[c]","[c]"
"In post","2021","No function","HM Prison and Probation Service","Cumbria","Undeclared","20","20","[c]","[c]"
"In post","2021","No function","HM Prison and Probation Service","Cumbria","Unknown","50","50","26970","26060"
"In post","2021","No function","HM Prison and Probation Service","Derbyshire and Nottinghamshire","Heterosexual / straight","1655","1555","28720","26810"
"In post","2021","No function","HM Prison and Probation Service","Derbyshire and Nottinghamshire","LGBO","115","110","29430","27260"
"In post","2021","No function","HM Prison and Probation Service","Derbyshire and Nottinghamshire","Undeclared","190","175","30340","30190"
"In post","2021","No function","HM Prison and Probation Service","Derbyshire and Nottinghamshire","Unknown","380","345","27250","26580"
"In post","2021","No function","HM Prison and Probation Service","Devon","Heterosexual / straight","820","770","29050","26580"
"In post","2021","No function","HM Prison and Probation Service","Devon","LGBO","50","50","25970","24920"
"In post","2021","No function","HM Prison and Probation Service","Devon","Undeclared","95","90","30480","28800"
"In post","2021","No function","HM Prison and Probation Service","Devon","Unknown","170","145","27510","26630"
"In post","2021","No function","HM Prison and Probation Service","Dorset and Somerset","Heterosexual / straight","765","715","28500","26970"
"In post","2021","No function","HM Prison and Probation Service","Dorset and Somerset","LGBO","60","60","28430","27530"
"In post","2021","No function","HM Prison and Probation Service","Dorset and Somerset","Undeclared","95","90","28760","27680"
"In post","2021","No function","HM Prison and Probation Service","Dorset and Somerset","Unknown","165","150","27010","25790"
"In post","2021","No function","HM Prison and Probation Service","East Anglia","Heterosexual / straight","2595","2465","29360","28220"
"In post","2021","No function","HM Prison and Probation Service","East Anglia","LGBO","135","135","28670","27150"
"In post","2021","No function","HM Prison and Probation Service","East Anglia","Undeclared","285","265","30380","31220"
"In post","2021","No function","HM Prison and Probation Service","East Anglia","Unknown","605","555","28300","28400"
"In post","2021","No function","HM Prison and Probation Service","East Wales","Heterosexual / straight","1325","1270","29090","26300"
"In post","2021","No function","HM Prison and Probation Service","East Wales","LGBO","90","85","27290","24120"
"In post","2021","No function","HM Prison and Probation Service","East Wales","Undeclared","130","125","30410","28140"
"In post","2021","No function","HM Prison and Probation Service","East Wales","Unknown","345","325","27620","24920"
"In post","2021","No function","HM Prison and Probation Service","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","1340","1260","28690","26810"
"In post","2021","No function","HM Prison and Probation Service","East Yorkshire and Northern Lincolnshire","LGBO","75","70","28120","25810"
"In post","2021","No function","HM Prison and Probation Service","East Yorkshire and Northern Lincolnshire","Undeclared","150","140","29770","31650"
"In post","2021","No function","HM Prison and Probation Service","East Yorkshire and Northern Lincolnshire","Unknown","305","280","27530","26300"
"In post","2021","No function","HM Prison and Probation Service","Eastern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","No function","HM Prison and Probation Service","Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","HM Prison and Probation Service","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","HM Prison and Probation Service","Essex","Heterosexual / straight","445","420","29530","30210"
"In post","2021","No function","HM Prison and Probation Service","Essex","LGBO","30","30","31820","31220"
"In post","2021","No function","HM Prison and Probation Service","Essex","Undeclared","30","30","32480","29810"
"In post","2021","No function","HM Prison and Probation Service","Essex","Unknown","120","115","28240","25850"
"In post","2021","No function","HM Prison and Probation Service","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","1130","1060","29480","28080"
"In post","2021","No function","HM Prison and Probation Service","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","75","75","25730","24620"
"In post","2021","No function","HM Prison and Probation Service","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","130","115","29810","28200"
"In post","2021","No function","HM Prison and Probation Service","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","240","225","27230","24920"
"In post","2021","No function","HM Prison and Probation Service","Greater Manchester","Heterosexual / straight","1345","1275","29490","27680"
"In post","2021","No function","HM Prison and Probation Service","Greater Manchester","LGBO","110","110","27350","24040"
"In post","2021","No function","HM Prison and Probation Service","Greater Manchester","Undeclared","160","150","29090","28200"
"In post","2021","No function","HM Prison and Probation Service","Greater Manchester","Unknown","375","345","27710","25950"
"In post","2021","No function","HM Prison and Probation Service","Hampshire and Isle of Wight","Heterosexual / straight","870","820","28500","27380"
"In post","2021","No function","HM Prison and Probation Service","Hampshire and Isle of Wight","LGBO","75","75","27940","26850"
"In post","2021","No function","HM Prison and Probation Service","Hampshire and Isle of Wight","Undeclared","105","100","29720","30140"
"In post","2021","No function","HM Prison and Probation Service","Hampshire and Isle of Wight","Unknown","200","180","29630","31650"
"In post","2021","No function","HM Prison and Probation Service","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","1020","980","28750","26250"
