"Status","Year","Age","Profession_of_post","Region_ITL2","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Finance","Greater Manchester","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Inner London - West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Inner London - West","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","South Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","South Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","West Central Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","West Central Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","West Central Scotland","Unknown","10","5","[c]","[c]"
"In post","2021","16-19","Finance","West Wales and The Valleys","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","West Wales and The Valleys","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Derbyshire and Nottinghamshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Dorset and Somerset","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","East Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","East Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Hampshire and Isle of Wight","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Hampshire and Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Hampshire and Isle of Wight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Inner London - East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Inner London - East","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Inner London - West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Inner London - West","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Lancashire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","International Trade","Inner London - West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","International Trade","Inner London - West","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Knowledge and Information Management","Eastern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Knowledge and Information Management","Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Bedfordshire and Hertfordshire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Bedfordshire and Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Cheshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Cheshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Cumbria","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Derbyshire and Nottinghamshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Derbyshire and Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Derbyshire and Nottinghamshire","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Devon","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Devon","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Dorset and Somerset","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","East Anglia","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Operational Delivery","East Anglia","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","East Anglia","Unknown","10","10","[c]","[c]"
"In post","2021","16-19","Operational Delivery","East Wales","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","16-19","Operational Delivery","East Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","East Wales","Unknown","15","15","[c]","[c]"
"In post","2021","16-19","Operational Delivery","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","East Yorkshire and Northern Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Eastern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Eastern Scotland","Undeclared","5","5","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Eastern Scotland","Unknown","10","10","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Essex","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Essex","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Greater Manchester","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Greater Manchester","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Greater Manchester","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Hampshire and Isle of Wight","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Hampshire and Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Hampshire and Isle of Wight","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Inner London - East","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Inner London - East","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Inner London - East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Inner London - East","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Inner London - West","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Inner London - West","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Kent","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Kent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Kent","Unknown","25","25","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Lancashire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Leicestershire, Rutland and Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Leicestershire, Rutland and Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Lincolnshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Merseyside","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Merseyside","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","Operational Delivery","North Eastern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","North Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","North Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","North Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Northumberland and Tyne and Wear","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Northumberland and Tyne and Wear","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Northumberland and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Outer London - East and North East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Outer London - East and North East","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Outer London - South","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Outer London - South","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Outer London - West and North West","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Outer London - West and North West","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Outer London - West and North West","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Shropshire and Staffordshire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Shropshire and Staffordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","South Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","South Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","South Yorkshire","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Southern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Southern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Surrey, East and West Sussex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Surrey, East and West Sussex","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Surrey, East and West Sussex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Surrey, East and West Sussex","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Tees Valley and Durham","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Tees Valley and Durham","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","West Central Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","West Central Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","West Central Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","West Midlands","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Operational Delivery","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","West Midlands","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","Operational Delivery","West Wales and The Valleys","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","16-19","Operational Delivery","West Wales and The Valleys","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","West Wales and The Valleys","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","West Wales and The Valleys","Unknown","20","15","[c]","[c]"
"In post","2021","16-19","Operational Delivery","West Yorkshire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Operational Delivery","West Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","West Yorkshire","Unknown","10","10","[c]","[c]"
"In post","2021","16-19","Operational Research","Hampshire and Isle of Wight","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Research","Hampshire and Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Research","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","Cornwall and Isles of Scilly","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","Derbyshire and Nottinghamshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","East Anglia","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","East Anglia","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","Eastern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Other","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","10","10","[c]","[c]"
"In post","2021","16-19","Other","Hampshire and Isle of Wight","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","Hampshire and Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","Inner London - West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","Inner London - West","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","Kent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","Outer London - South","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","Outer London - South","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","Shropshire and Staffordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","Shropshire and Staffordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","Surrey, East and West Sussex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","Surrey, East and West Sussex","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
