"Status","Year","Organisation","Region_london","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Female","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Male","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Outside London","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Outside London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Outside London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Outside London","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Outside London","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Outside London","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Outside London","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Outside London","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","London","Female","Heterosexual / straight","35","[c]","50490","46160"
"Leaver CS","2021","Competition and Markets Authority","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","London","Male","Heterosexual / straight","35","[c]","50920","37310"
"Leaver CS","2021","Competition and Markets Authority","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Outside London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Outside London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Outside London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Outside London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Criminal Injuries Compensation Authority","Outside London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Criminal Injuries Compensation Authority","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Criminal Injuries Compensation Authority","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Criminal Injuries Compensation Authority","Outside London","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Criminal Injuries Compensation Authority","Outside London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Criminal Injuries Compensation Authority","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Criminal Injuries Compensation Authority","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Criminal Injuries Compensation Authority","Outside London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Criminal Injuries Compensation Authority","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Criminal Injuries Compensation Authority","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Outside London","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Outside London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Outside London","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Outside London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","Outside London","Female","Heterosexual / straight","40","[c]","27010","22220"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","Outside London","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","Outside London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","Outside London","Male","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","Outside London","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","London","Female","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","London","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","London","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","London","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Outside London","Female","Heterosexual / straight","80","[c]","37630","28430"
"Leaver CS","2021","Crown Prosecution Service","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Outside London","Female","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Outside London","Male","Heterosexual / straight","50","[c]","46350","53060"
"Leaver CS","2021","Crown Prosecution Service","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Outside London","Male","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service Inspectorate","London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service Inspectorate","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service Inspectorate","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service Inspectorate","London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service Inspectorate","London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service Inspectorate","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service Inspectorate","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service Inspectorate","London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service Inspectorate","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service Inspectorate","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service Inspectorate","Outside London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service Inspectorate","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service Inspectorate","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service Inspectorate","Outside London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service Inspectorate","Outside London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service Inspectorate","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service Inspectorate","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service Inspectorate","Outside London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service Inspectorate","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service Inspectorate","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Electronics and Components Agency","Outside London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Electronics and Components Agency","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Electronics and Components Agency","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Electronics and Components Agency","Outside London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Electronics and Components Agency","Outside London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Electronics and Components Agency","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Electronics and Components Agency","Outside London","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Defence Electronics and Components Agency","Outside London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Electronics and Components Agency","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Electronics and Components Agency","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","London","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Outside London","Female","Heterosexual / straight","100","[c]","31950","26950"
"Leaver CS","2021","Defence Equipment and Support","Outside London","Female","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Outside London","Female","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Outside London","Female","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Outside London","Male","Heterosexual / straight","230","[c]","38030","33420"
"Leaver CS","2021","Defence Equipment and Support","Outside London","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Outside London","Male","Undeclared","30","[c]","38310","39700"
"Leaver CS","2021","Defence Equipment and Support","Outside London","Male","Unknown","45","[c]","28900","26500"
"Leaver CS","2021","Defence Equipment and Support","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Overseas","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Outside London","Female","Heterosexual / straight","45","[c]","32350","28650"
"Leaver CS","2021","Defence Science and Technology Laboratory","Outside London","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Outside London","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Outside London","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Outside London","Male","Heterosexual / straight","95","[c]","31660","28650"
"Leaver CS","2021","Defence Science and Technology Laboratory","Outside London","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Outside London","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Outside London","Male","Unknown","30","[c]","31060","26480"
"Leaver CS","2021","Defence Science and Technology Laboratory","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Female","Heterosexual / straight","55","[c]","45340","40380"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Female","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Male","Heterosexual / straight","65","[c]","51710","44450"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Male","Unknown","30","[c]","49860","39650"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","London","Female","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","London","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","London","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","London","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","London","Female","Heterosexual / straight","40","[c]","49750","42130"
"Leaver CS","2021","Department for Education (excl. agencies)","London","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","London","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","London","Female","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","London","Male","Heterosexual / straight","35","[c]","49970","53760"
"Leaver CS","2021","Department for Education (excl. agencies)","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","London","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","London","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","Outside London","Female","Heterosexual / straight","50","[c]","39530","36960"
"Leaver CS","2021","Department for Education (excl. agencies)","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","Outside London","Female","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","Outside London","Male","Heterosexual / straight","50","[c]","39820","38160"
