"Status","Year","Function_of_post","Organisation","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","No function","Driver and Vehicle Standards Agency","Southampton","EO","15","15","27860","26780"
"In post","2021","No function","Driver and Vehicle Standards Agency","Southampton","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Driver and Vehicle Standards Agency","Southend-on-Sea","EO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Driver and Vehicle Standards Agency","Southend-on-Sea","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Driver and Vehicle Standards Agency","Staffordshire CC","AA/AO","60","55","24140","23990"
"In post","2021","No function","Driver and Vehicle Standards Agency","Staffordshire CC","EO","55","50","29890","26780"
"In post","2021","No function","Driver and Vehicle Standards Agency","Staffordshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","No function","Driver and Vehicle Standards Agency","Staffordshire CC","SEO/HEO","10","10","[c]","[c]"
"In post","2021","No function","Driver and Vehicle Standards Agency","Stoke-on-Trent","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Driver and Vehicle Standards Agency","Stoke-on-Trent","EO","15","15","27600","26780"
"In post","2021","No function","Driver and Vehicle Standards Agency","Stoke-on-Trent","SEO/HEO","5","5","[c]","[c]"
"In post","2021","No function","Driver and Vehicle Standards Agency","Suffolk","AA/AO","15","15","26480","26580"
"In post","2021","No function","Driver and Vehicle Standards Agency","Suffolk","EO","35","30","27900","26780"
"In post","2021","No function","Driver and Vehicle Standards Agency","Suffolk","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","No function","Driver and Vehicle Standards Agency","Suffolk","SEO/HEO","10","10","[c]","[c]"
"In post","2021","No function","Driver and Vehicle Standards Agency","Sunderland","EO","5","5","[c]","[c]"
"In post","2021","No function","Driver and Vehicle Standards Agency","Sunderland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Driver and Vehicle Standards Agency","Swansea","AA/AO","140","130","22190","21590"
"In post","2021","No function","Driver and Vehicle Standards Agency","Swansea","EO","35","35","27550","26780"
"In post","2021","No function","Driver and Vehicle Standards Agency","Swansea","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","No function","Driver and Vehicle Standards Agency","Swansea","SEO/HEO","30","25","34960","33410"
"In post","2021","No function","Driver and Vehicle Standards Agency","Swindon","AA/AO","5","5","[c]","[c]"
"In post","2021","No function","Driver and Vehicle Standards Agency","Swindon","EO","10","10","27140","26740"
"In post","2021","No function","Driver and Vehicle Standards Agency","Swindon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Driver and Vehicle Standards Agency","Telford and Wrekin","AA/AO","10","10","[c]","[c]"
"In post","2021","No function","Driver and Vehicle Standards Agency","Telford and Wrekin","EO","5","5","[c]","[c]"
"In post","2021","No function","Driver and Vehicle Standards Agency","Telford and Wrekin","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Driver and Vehicle Standards Agency","Thurrock","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Driver and Vehicle Standards Agency","Thurrock","EO","10","5","[c]","[c]"
"In post","2021","No function","Driver and Vehicle Standards Agency","Thurrock","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Driver and Vehicle Standards Agency","Tyneside","AA/AO","120","105","21940","21590"
"In post","2021","No function","Driver and Vehicle Standards Agency","Tyneside","EO","55","50","27260","26780"
"In post","2021","No function","Driver and Vehicle Standards Agency","Tyneside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","No function","Driver and Vehicle Standards Agency","Tyneside","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","No function","Driver and Vehicle Standards Agency","Tyneside","SEO/HEO","25","25","32880","31860"
"In post","2021","No function","Driver and Vehicle Standards Agency","Wakefield","AA/AO","15","15","25710","26580"
"In post","2021","No function","Driver and Vehicle Standards Agency","Wakefield","EO","30","25","28820","26780"
"In post","2021","No function","Driver and Vehicle Standards Agency","Wakefield","SEO/HEO","5","5","[c]","[c]"
"In post","2021","No function","Driver and Vehicle Standards Agency","Warrington","EO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Driver and Vehicle Standards Agency","Warwickshire","EO","25","25","27140","26700"
"In post","2021","No function","Driver and Vehicle Standards Agency","Warwickshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Driver and Vehicle Standards Agency","West Cumbria","EO","5","5","[c]","[c]"
"In post","2021","No function","Driver and Vehicle Standards Agency","West Essex","EO","5","5","[c]","[c]"
"In post","2021","No function","Driver and Vehicle Standards Agency","West Kent","EO","10","5","[c]","[c]"
"In post","2021","No function","Driver and Vehicle Standards Agency","West Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Driver and Vehicle Standards Agency","West Lothian","AA/AO","15","15","25510","27680"
"In post","2021","No function","Driver and Vehicle Standards Agency","West Lothian","EO","20","20","29550","29590"
"In post","2021","No function","Driver and Vehicle Standards Agency","West Lothian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","No function","Driver and Vehicle Standards Agency","West Lothian","SEO/HEO","10","10","[c]","[c]"
"In post","2021","No function","Driver and Vehicle Standards Agency","West Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Driver and Vehicle Standards Agency","West Northamptonshire","EO","10","10","27950","26780"
"In post","2021","No function","Driver and Vehicle Standards Agency","West Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Driver and Vehicle Standards Agency","West Surrey","AA/AO","15","15","30340","31130"
"In post","2021","No function","Driver and Vehicle Standards Agency","West Surrey","EO","25","25","29820","30700"
"In post","2021","No function","Driver and Vehicle Standards Agency","West Surrey","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","No function","Driver and Vehicle Standards Agency","West Surrey","SEO/HEO","5","5","[c]","[c]"
"In post","2021","No function","Driver and Vehicle Standards Agency","West Sussex (North East)","EO","20","15","27320","26780"
"In post","2021","No function","Driver and Vehicle Standards Agency","West Sussex (North East)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Driver and Vehicle Standards Agency","West Sussex (South West)","AA/AO","10","10","26730","27680"
"In post","2021","No function","Driver and Vehicle Standards Agency","West Sussex (South West)","EO","20","20","28630","26780"
"In post","2021","No function","Driver and Vehicle Standards Agency","West Sussex (South West)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Driver and Vehicle Standards Agency","Wiltshire","EO","20","15","27160","26740"
"In post","2021","No function","Driver and Vehicle Standards Agency","Wiltshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Driver and Vehicle Standards Agency","Wirral","EO","10","10","27220","26780"
"In post","2021","No function","Driver and Vehicle Standards Agency","Wirral","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Driver and Vehicle Standards Agency","Wolverhampton","EO","10","10","26780","26700"
"In post","2021","No function","Driver and Vehicle Standards Agency","Wolverhampton","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","No function","Driver and Vehicle Standards Agency","Worcestershire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Driver and Vehicle Standards Agency","Worcestershire","EO","20","20","28460","26780"
"In post","2021","No function","Driver and Vehicle Standards Agency","Worcestershire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Driver and Vehicle Standards Agency","York","EO","10","10","[c]","[c]"
"In post","2021","No function","Education and Skills Funding Agency","Bristol, City of","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Education and Skills Funding Agency","Bristol, City of","EO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Education and Skills Funding Agency","Bristol, City of","G6/G7","15","15","53030","50630"
"In post","2021","No function","Education and Skills Funding Agency","Bristol, City of","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","No function","Education and Skills Funding Agency","Bristol, City of","SEO/HEO","30","30","34570","36500"
"In post","2021","No function","Education and Skills Funding Agency","Cambridgeshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","No function","Education and Skills Funding Agency","Cambridgeshire CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","No function","Education and Skills Funding Agency","Coventry","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Education and Skills Funding Agency","Coventry","EO","30","30","25570","25000"
"In post","2021","No function","Education and Skills Funding Agency","Coventry","G6/G7","120","120","55440","50630"
"In post","2021","No function","Education and Skills Funding Agency","Coventry","SCS level","10","10","[c]","[c]"
"In post","2021","No function","Education and Skills Funding Agency","Coventry","SEO/HEO","170","165","34390","36500"
"In post","2021","No function","Education and Skills Funding Agency","Croydon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Education and Skills Funding Agency","Darlington","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Education and Skills Funding Agency","Darlington","EO","15","15","25530","26000"
"In post","2021","No function","Education and Skills Funding Agency","Darlington","G6/G7","35","35","53190","50520"
"In post","2021","No function","Education and Skills Funding Agency","Darlington","SEO/HEO","90","85","33480","32040"
"In post","2021","No function","Education and Skills Funding Agency","Leeds","EO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Education and Skills Funding Agency","Leeds","G6/G7","20","20","53960","50630"
"In post","2021","No function","Education and Skills Funding Agency","Leeds","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","No function","Education and Skills Funding Agency","Leeds","SEO/HEO","30","30","34230","32300"
"In post","2021","No function","Education and Skills Funding Agency","Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Education and Skills Funding Agency","Manchester","EO","20","20","25370","25000"
"In post","2021","No function","Education and Skills Funding Agency","Manchester","G6/G7","40","35","53230","50630"
"In post","2021","No function","Education and Skills Funding Agency","Manchester","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","No function","Education and Skills Funding Agency","Manchester","SEO/HEO","80","80","33970","36500"
"In post","2021","No function","Education and Skills Funding Agency","Nottingham","EO","5","5","[c]","[c]"
"In post","2021","No function","Education and Skills Funding Agency","Nottingham","G6/G7","20","20","53460","50630"
"In post","2021","No function","Education and Skills Funding Agency","Nottingham","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","No function","Education and Skills Funding Agency","Nottingham","SEO/HEO","25","25","34420","36780"
"In post","2021","No function","Education and Skills Funding Agency","Sheffield","AA/AO","5","5","[c]","[c]"
"In post","2021","No function","Education and Skills Funding Agency","Sheffield","EO","30","25","25660","26000"
"In post","2021","No function","Education and Skills Funding Agency","Sheffield","G6/G7","50","50","54520","50630"
"In post","2021","No function","Education and Skills Funding Agency","Sheffield","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","No function","Education and Skills Funding Agency","Sheffield","SEO/HEO","115","110","33590","32300"
"In post","2021","No function","Education and Skills Funding Agency","Tyneside","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Education and Skills Funding Agency","Tyneside","EO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Education and Skills Funding Agency","Tyneside","G6/G7","10","10","[c]","[c]"
"In post","2021","No function","Education and Skills Funding Agency","Tyneside","SEO/HEO","20","20","33260","31570"
"In post","2021","No function","Education and Skills Funding Agency","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","No function","Education and Skills Funding Agency","Westminster","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Education and Skills Funding Agency","Westminster","EO","20","20","29300","29500"
"In post","2021","No function","Education and Skills Funding Agency","Westminster","G6/G7","105","100","59560","54750"
"In post","2021","No function","Education and Skills Funding Agency","Westminster","SCS level","15","15","77540","74100"
"In post","2021","No function","Education and Skills Funding Agency","Westminster","SEO/HEO","95","90","38350","40230"
"In post","2021","No function","ESTYN","Cardiff and Vale of Glamorgan","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","No function","ESTYN","Cardiff and Vale of Glamorgan","EO","15","15","28090","28850"
"In post","2021","No function","ESTYN","Cardiff and Vale of Glamorgan","G6/G7","65","60","74270","74730"
"In post","2021","No function","ESTYN","Cardiff and Vale of Glamorgan","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Barking & Dagenham and Havering","EO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Barnsley, Doncaster and Rotherham","EO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","10","10","26300","26750"
"In post","2021","No function","Food Standards Agency","Bedford","EO","5","5","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Belfast","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Belfast","EO","10","10","26520","26750"
"In post","2021","No function","Food Standards Agency","Belfast","G6/G7","10","10","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Belfast","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Belfast","SEO/HEO","40","40","35330","37910"
"In post","2021","No function","Food Standards Agency","Birmingham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Birmingham","EO","5","5","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Birmingham","G6/G7","10","10","53340","52070"
"In post","2021","No function","Food Standards Agency","Birmingham","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Birmingham","SEO/HEO","35","35","36080","37350"
"In post","2021","No function","Food Standards Agency","Bradford","EO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Breckland and South Norfolk","EO","10","10","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Calderdale and Kirklees","EO","5","5","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Cardiff and Vale of Glamorgan","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Cardiff and Vale of Glamorgan","EO","5","5","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Cardiff and Vale of Glamorgan","G6/G7","10","10","54670","52070"
"In post","2021","No function","Food Standards Agency","Cardiff and Vale of Glamorgan","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Cardiff and Vale of Glamorgan","SEO/HEO","60","60","35260","37910"
"In post","2021","No function","Food Standards Agency","Central Bedfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Central Valleys","EO","15","15","26860","26750"
"In post","2021","No function","Food Standards Agency","Cheshire East","EO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Cheshire West and Chester","EO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Cornwall and Isles of Scilly","EO","10","10","26750","26750"
"In post","2021","No function","Food Standards Agency","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Devon CC","EO","5","5","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Dorset CC","EO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Dudley","EO","5","5","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Durham CC","EO","5","5","[c]","[c]"
"In post","2021","No function","Food Standards Agency","East Cumbria","EO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","East Derbyshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","East Lancashire","EO","5","5","[c]","[c]"
"In post","2021","No function","Food Standards Agency","East Riding of Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Essex Haven Gateway","EO","5","5","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Flintshire and Wrexham","EO","5","5","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Gloucestershire","EO","5","5","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Greater Manchester North East","EO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Greater Manchester South East","EO","5","5","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Heart of Essex","EO","10","10","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Heart of Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Herefordshire, County of","EO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Leicestershire CC and Rutland","EO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Lincolnshire","EO","20","15","27210","26750"
"In post","2021","No function","Food Standards Agency","Mid Lancashire","EO","20","20","26820","26750"
"In post","2021","No function","Food Standards Agency","North and North East Lincolnshire","EO","10","10","26750","26750"
"In post","2021","No function","Food Standards Agency","North Hampshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","North Hampshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","North Yorkshire CC","EO","10","10","27760","27710"
"In post","2021","No function","Food Standards Agency","Norwich and East Norfolk","EO","5","5","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Oxfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Powys","EO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Sheffield","EO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Shropshire CC","EO","10","10","26830","26750"
"In post","2021","No function","Food Standards Agency","Somerset","EO","10","10","[c]","[c]"
"In post","2021","No function","Food Standards Agency","South and West Derbyshire","EO","15","10","27180","26750"
"In post","2021","No function","Food Standards Agency","South West Wales","EO","10","10","27430","26750"
"In post","2021","No function","Food Standards Agency","Staffordshire CC","EO","10","10","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Stoke-on-Trent","EO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Suffolk","EO","20","20","26990","26750"
"In post","2021","No function","Food Standards Agency","Telford and Wrekin","EO","5","5","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Tyneside","EO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Wakefield","EO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Warwickshire","EO","5","5","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Warwickshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","West Cumbria","EO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","West Kent","EO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","West Northamptonshire","EO","5","5","[c]","[c]"
"In post","2021","No function","Food Standards Agency","West Surrey","EO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Westminster","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Westminster","EO","35","35","28670","29090"
"In post","2021","No function","Food Standards Agency","Westminster","G6/G7","80","75","56920","56130"
"In post","2021","No function","Food Standards Agency","Westminster","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Westminster","SEO/HEO","205","200","36610","35730"
"In post","2021","No function","Food Standards Agency","Wiltshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Wolverhampton","EO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","York","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","York","EO","20","20","26950","26750"
"In post","2021","No function","Food Standards Agency","York","G6/G7","15","15","54800","52070"
"In post","2021","No function","Food Standards Agency","York","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","York","SEO/HEO","65","65","34840","37350"
"In post","2021","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Milton Keynes","AA/AO","120","120","24800","24750"
"In post","2021","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Milton Keynes","EO","55","55","27810","27260"
"In post","2021","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Milton Keynes","G6/G7","15","15","61360","59280"
"In post","2021","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Milton Keynes","SEO/HEO","35","35","37970","35810"
"In post","2021","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","AA/AO","20","20","23040","23000"
"In post","2021","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","EO","40","40","27780","28150"
"In post","2021","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","G6/G7","590","585","58680","57000"
"In post","2021","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","SCS level","215","215","86250","76110"
"In post","2021","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","SEO/HEO","610","610","35410","34260"
"In post","2021","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Westminster","AA/AO","150","145","27860","28000"
"In post","2021","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Westminster","EO","300","295","31860","30950"
"In post","2021","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Westminster","G6/G7","595","580","61410","59470"
"In post","2021","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Westminster","SCS level","140","140","89170","78440"
"In post","2021","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Westminster","SEO/HEO","790","780","38570","37560"
"In post","2021","No function","Government Actuary's Department","Camden and City of London","EO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Government Legal Department","Westminster","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Government Legal Department","Westminster","EO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Government Legal Department","Westminster","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","No function","Government Property Agency","Bristol, City of","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","No function","Government Property Agency","Westminster","EO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Government Property Agency","Westminster","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Health and Safety Executive","Aberdeen City and Aberdeenshire","AA/AO","10","5","[c]","[c]"
"In post","2021","No function","Health and Safety Executive","Aberdeen City and Aberdeenshire","EO","5","5","[c]","[c]"
"In post","2021","No function","Health and Safety Executive","Aberdeen City and Aberdeenshire","G6/G7","15","15","98260","102850"
"In post","2021","No function","Health and Safety Executive","Aberdeen City and Aberdeenshire","SEO/HEO","75","70","83530","90670"
"In post","2021","No function","Health and Safety Executive","Bedford","AA/AO","5","5","[c]","[c]"
"In post","2021","No function","Health and Safety Executive","Bedford","EO","10","10","[c]","[c]"
"In post","2021","No function","Health and Safety Executive","Bedford","G6/G7","10","10","58850","53430"
"In post","2021","No function","Health and Safety Executive","Bedford","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","No function","Health and Safety Executive","Bedford","SEO/HEO","30","30","43270","45100"
"In post","2021","No function","Health and Safety Executive","Birmingham","AA/AO","10","10","21860","22160"
"In post","2021","No function","Health and Safety Executive","Birmingham","EO","5","5","[c]","[c]"
"In post","2021","No function","Health and Safety Executive","Birmingham","G6/G7","15","15","58100","59460"
"In post","2021","No function","Health and Safety Executive","Birmingham","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","No function","Health and Safety Executive","Birmingham","SEO/HEO","45","45","45820","46320"
"In post","2021","No function","Health and Safety Executive","Bristol, City of","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Health and Safety Executive","Bristol, City of","EO","5","5","[c]","[c]"
"In post","2021","No function","Health and Safety Executive","Bristol, City of","G6/G7","10","10","61170","59390"
"In post","2021","No function","Health and Safety Executive","Bristol, City of","SEO/HEO","30","30","47090","46320"
"In post","2021","No function","Health and Safety Executive","Cardiff and Vale of Glamorgan","AA/AO","20","15","22970","22160"
"In post","2021","No function","Health and Safety Executive","Cardiff and Vale of Glamorgan","EO","10","5","[c]","[c]"
"In post","2021","No function","Health and Safety Executive","Cardiff and Vale of Glamorgan","G6/G7","10","10","62720","59790"
"In post","2021","No function","Health and Safety Executive","Cardiff and Vale of Glamorgan","SEO/HEO","40","35","45740","46320"
"In post","2021","No function","Health and Safety Executive","Cheshire East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Health and Safety Executive","Cheshire East","EO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Health and Safety Executive","Cheshire East","G6/G7","5","5","[c]","[c]"
"In post","2021","No function","Health and Safety Executive","Cheshire East","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","No function","Health and Safety Executive","Cheshire East","SEO/HEO","20","15","42760","44460"
"In post","2021","No function","Health and Safety Executive","City of Edinburgh","AA/AO","5","5","[c]","[c]"
"In post","2021","No function","Health and Safety Executive","City of Edinburgh","EO","5","5","[c]","[c]"
"In post","2021","No function","Health and Safety Executive","City of Edinburgh","G6/G7","5","5","[c]","[c]"
"In post","2021","No function","Health and Safety Executive","City of Edinburgh","SEO/HEO","30","25","47700","46320"
"In post","2021","No function","Health and Safety Executive","East Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Health and Safety Executive","East Cumbria","EO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Health and Safety Executive","East Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","No function","Health and Safety Executive","East Cumbria","SEO/HEO","5","5","[c]","[c]"
"In post","2021","No function","Health and Safety Executive","East Surrey","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Health and Safety Executive","East Surrey","EO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Health and Safety Executive","East Surrey","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","No function","Health and Safety Executive","East Surrey","SEO/HEO","20","20","42830","45870"
"In post","2021","No function","Health and Safety Executive","Flintshire and Wrexham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Health and Safety Executive","Flintshire and Wrexham","EO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Health and Safety Executive","Flintshire and Wrexham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","No function","Health and Safety Executive","Flintshire and Wrexham","SEO/HEO","10","10","44110","46320"
"In post","2021","No function","Health and Safety Executive","Glasgow City","AA/AO","10","5","[c]","[c]"
"In post","2021","No function","Health and Safety Executive","Glasgow City","EO","10","5","[c]","[c]"
"In post","2021","No function","Health and Safety Executive","Glasgow City","G6/G7","10","10","59270","59630"
"In post","2021","No function","Health and Safety Executive","Glasgow City","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","No function","Health and Safety Executive","Glasgow City","SEO/HEO","35","35","45720","45100"
"In post","2021","No function","Health and Safety Executive","Heart of Essex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Health and Safety Executive","Heart of Essex","EO","5","5","[c]","[c]"
"In post","2021","No function","Health and Safety Executive","Heart of Essex","G6/G7","10","10","[c]","[c]"
"In post","2021","No function","Health and Safety Executive","Heart of Essex","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","No function","Health and Safety Executive","Heart of Essex","SEO/HEO","25","20","45900","45100"
"In post","2021","No function","Health and Safety Executive","Inverness and Nairn and Moray, Badenoch and Strathspey","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Health and Safety Executive","Inverness and Nairn and Moray, Badenoch and Strathspey","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Health and Safety Executive","Leeds","AA/AO","10","5","22160","22160"
"In post","2021","No function","Health and Safety Executive","Leeds","EO","10","10","[c]","[c]"
"In post","2021","No function","Health and Safety Executive","Leeds","G6/G7","20","20","59790","58350"
"In post","2021","No function","Health and Safety Executive","Leeds","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","No function","Health and Safety Executive","Leeds","SEO/HEO","55","55","47090","46320"
