"Status","Year","Age","Organisation","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","30-39","Department for Digital, Culture, Media and Sport","HEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Digital, Culture, Media and Sport","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Digital, Culture, Media and Sport","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Education (excl. agencies)","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Education (excl. agencies)","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Education (excl. agencies)","EO","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Education (excl. agencies)","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Education (excl. agencies)","G6","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Education (excl. agencies)","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Education (excl. agencies)","G7","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Education (excl. agencies)","G7","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Education (excl. agencies)","HEO","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Education (excl. agencies)","HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Education (excl. agencies)","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Education (excl. agencies)","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Education (excl. agencies)","SEO","Female","30","[c]","38360","36500"
"New entrant CS","2021","30-39","Department for Education (excl. agencies)","SEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Education (excl. agencies)","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","G6","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","G6","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","G7","Female","30","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","G7","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","HEO","Female","50","[c]","30930","30600"
"New entrant CS","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","HEO","Male","40","[c]","30690","29180"
"New entrant CS","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO","Female","40","[c]","37720","37080"
"New entrant CS","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for International Trade","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for International Trade","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for International Trade","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for International Trade","G6","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for International Trade","G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for International Trade","G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for International Trade","HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for International Trade","HEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for International Trade","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for International Trade","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for International Trade","SEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for International Trade","SEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Transport (excl. agencies)","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Transport (excl. agencies)","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Transport (excl. agencies)","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Transport (excl. agencies)","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Transport (excl. agencies)","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Transport (excl. agencies)","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Transport (excl. agencies)","G7","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Transport (excl. agencies)","G7","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Transport (excl. agencies)","HEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Transport (excl. agencies)","HEO","Male","35","[c]","33510","34710"
"New entrant CS","2021","30-39","Department for Transport (excl. agencies)","SEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Transport (excl. agencies)","SEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Work and Pensions (excl. agencies)","AO","Female","540","[c]","21680","21010"
"New entrant CS","2021","30-39","Department for Work and Pensions (excl. agencies)","AO","Male","530","[c]","21550","21010"
"New entrant CS","2021","30-39","Department for Work and Pensions (excl. agencies)","EO","Female","1700","[c]","28670","27570"
"New entrant CS","2021","30-39","Department for Work and Pensions (excl. agencies)","EO","Male","1100","[c]","28560","27570"
"New entrant CS","2021","30-39","Department for Work and Pensions (excl. agencies)","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Work and Pensions (excl. agencies)","G6","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Work and Pensions (excl. agencies)","G7","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Work and Pensions (excl. agencies)","G7","Male","30","[c]","54870","55000"
"New entrant CS","2021","30-39","Department for Work and Pensions (excl. agencies)","HEO","Female","30","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Work and Pensions (excl. agencies)","HEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Work and Pensions (excl. agencies)","SEO","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Work and Pensions (excl. agencies)","SEO","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department of Health and Social Care (excl. agencies)","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department of Health and Social Care (excl. agencies)","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department of Health and Social Care (excl. agencies)","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department of Health and Social Care (excl. agencies)","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department of Health and Social Care (excl. agencies)","G6","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department of Health and Social Care (excl. agencies)","G6","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department of Health and Social Care (excl. agencies)","G7","Female","35","[c]","52340","53360"
"New entrant CS","2021","30-39","Department of Health and Social Care (excl. agencies)","G7","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department of Health and Social Care (excl. agencies)","HEO","Female","35","[c]","32010","32790"
"New entrant CS","2021","30-39","Department of Health and Social Care (excl. agencies)","HEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department of Health and Social Care (excl. agencies)","SCS level","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department of Health and Social Care (excl. agencies)","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department of Health and Social Care (excl. agencies)","SEO","Female","30","[c]","39060","40650"
"New entrant CS","2021","30-39","Department of Health and Social Care (excl. agencies)","SEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Disclosure Scotland","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Disclosure Scotland","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Disclosure Scotland","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Disclosure Scotland","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Driver and Vehicle Licensing Agency","AA","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Driver and Vehicle Licensing Agency","AA","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Driver and Vehicle Licensing Agency","AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Driver and Vehicle Licensing Agency","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Driver and Vehicle Licensing Agency","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Driver and Vehicle Licensing Agency","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Driver and Vehicle Licensing Agency","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Driver and Vehicle Licensing Agency","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Driver and Vehicle Licensing Agency","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Driver and Vehicle Licensing Agency","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Driver and Vehicle Licensing Agency","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Driver and Vehicle Licensing Agency","HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Driver and Vehicle Licensing Agency","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Driver and Vehicle Licensing Agency","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Driver and Vehicle Standards Agency","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Driver and Vehicle Standards Agency","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Driver and Vehicle Standards Agency","AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Driver and Vehicle Standards Agency","AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Driver and Vehicle Standards Agency","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Driver and Vehicle Standards Agency","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Driver and Vehicle Standards Agency","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Driver and Vehicle Standards Agency","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Driver and Vehicle Standards Agency","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Driver and Vehicle Standards Agency","HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Driver and Vehicle Standards Agency","SEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Driver and Vehicle Standards Agency","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Education and Skills Funding Agency","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Education and Skills Funding Agency","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Education and Skills Funding Agency","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Education and Skills Funding Agency","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Education and Skills Funding Agency","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Education and Skills Funding Agency","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Education and Skills Funding Agency","HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Education and Skills Funding Agency","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Education and Skills Funding Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Education and Skills Funding Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Education and Skills Funding Agency","SEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Education and Skills Funding Agency","SEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Education Scotland","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Education Scotland","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Education Scotland","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Education Scotland","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Education Scotland","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Education Scotland","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Education Scotland","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Education Scotland","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Education Scotland","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Education Scotland","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Food Standards Agency","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Food Standards Agency","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Food Standards Agency","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Food Standards Agency","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Food Standards Agency","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Food Standards Agency","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Food Standards Agency","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Food Standards Agency","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Food Standards Agency","SEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Food Standards Agency","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Food Standards Scotland","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Food Standards Scotland","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Food Standards Scotland","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Food Standards Scotland","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Food Standards Scotland","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Food Standards Scotland","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Food Standards Scotland","HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Food Standards Scotland","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Food Standards Scotland","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Food Standards Scotland","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Forestry and Land Scotland","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Forestry and Land Scotland","AA","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Forestry and Land Scotland","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Forestry and Land Scotland","AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Forestry and Land Scotland","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Forestry and Land Scotland","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Forestry and Land Scotland","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Forestry and Land Scotland","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Forestry and Land Scotland","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Forestry and Land Scotland","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Government Actuary's Department","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Government Actuary's Department","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Government Actuary's Department","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Government Actuary's Department","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Government Actuary's Department","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Government Actuary's Department","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Government Internal Audit Agency","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Government Internal Audit Agency","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Government Internal Audit Agency","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Government Internal Audit Agency","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Government Internal Audit Agency","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Government Internal Audit Agency","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Government Internal Audit Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Government Internal Audit Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Government Internal Audit Agency","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Government Internal Audit Agency","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Government Legal Department","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Government Legal Department","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Government Legal Department","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Government Legal Department","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Government Legal Department","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Government Legal Department","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Government Legal Department","G7","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Government Legal Department","G7","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Government Legal Department","HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Government Legal Department","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Government Property Agency","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Government Property Agency","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Government Property Agency","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Government Property Agency","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Government Property Agency","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Government Property Agency","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Government Property Agency","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Government Property Agency","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Health and Safety Executive","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Health and Safety Executive","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Health and Safety Executive","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Health and Safety Executive","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Health and Safety Executive","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Health and Safety Executive","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Health and Safety Executive","HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Health and Safety Executive","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Health and Safety Executive","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Health and Safety Executive","SEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Courts and Tribunals Service","AA","Female","30","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Courts and Tribunals Service","AA","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Courts and Tribunals Service","AO","Female","145","[c]","20080","19930"
"New entrant CS","2021","30-39","HM Courts and Tribunals Service","AO","Male","75","[c]","20040","19450"
"New entrant CS","2021","30-39","HM Courts and Tribunals Service","EO","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Courts and Tribunals Service","EO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Courts and Tribunals Service","G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Courts and Tribunals Service","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Courts and Tribunals Service","HEO","Female","35","[c]","27760","26960"
"New entrant CS","2021","30-39","HM Courts and Tribunals Service","HEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Courts and Tribunals Service","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Courts and Tribunals Service","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Courts and Tribunals Service","SEO","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Courts and Tribunals Service","SEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Land Registry","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Land Registry","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Land Registry","AO","Female","85","[c]","22560","22350"
"New entrant CS","2021","30-39","HM Land Registry","AO","Male","50","[c]","22570","22350"
"New entrant CS","2021","30-39","HM Land Registry","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Land Registry","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Land Registry","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Land Registry","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Land Registry","G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Land Registry","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Land Registry","HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Land Registry","HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Land Registry","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Land Registry","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Land Registry","SEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Land Registry","SEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Prison and Probation Service","AA","Female","140","[c]","21090","20600"
"New entrant CS","2021","30-39","HM Prison and Probation Service","AA","Male","120","[c]","21180","20600"
"New entrant CS","2021","30-39","HM Prison and Probation Service","AO","Female","240","[c]","24450","22850"
"New entrant CS","2021","30-39","HM Prison and Probation Service","AO","Male","520","[c]","25120","23120"
"New entrant CS","2021","30-39","HM Prison and Probation Service","EO","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Prison and Probation Service","EO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Prison and Probation Service","HEO","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Prison and Probation Service","HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Prison and Probation Service","SEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Prison and Probation Service","SEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Prison and Probation Service","Unknown","Female","255","[c]","23220","22920"
"New entrant CS","2021","30-39","HM Prison and Probation Service","Unknown","Male","75","[c]","23310","22920"
"New entrant CS","2021","30-39","HM Revenue and Customs (excl. agencies)","AO","Female","320","[c]","20250","20140"
"New entrant CS","2021","30-39","HM Revenue and Customs (excl. agencies)","AO","Male","310","[c]","20210","20140"
"New entrant CS","2021","30-39","HM Revenue and Customs (excl. agencies)","EO","Female","115","[c]","25530","25560"
"New entrant CS","2021","30-39","HM Revenue and Customs (excl. agencies)","EO","Male","155","[c]","25790","25560"
"New entrant CS","2021","30-39","HM Revenue and Customs (excl. agencies)","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Revenue and Customs (excl. agencies)","G6","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Revenue and Customs (excl. agencies)","G7","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Revenue and Customs (excl. agencies)","G7","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Revenue and Customs (excl. agencies)","HEO","Female","70","[c]","32510","31810"
"New entrant CS","2021","30-39","HM Revenue and Customs (excl. agencies)","HEO","Male","85","[c]","32570","31810"
"New entrant CS","2021","30-39","HM Revenue and Customs (excl. agencies)","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Revenue and Customs (excl. agencies)","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Revenue and Customs (excl. agencies)","SEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Revenue and Customs (excl. agencies)","SEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Revenue and Customs (excl. agencies)","Unknown","Female","45","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Revenue and Customs (excl. agencies)","Unknown","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Treasury (excl. agencies)","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Treasury (excl. agencies)","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Treasury (excl. agencies)","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Treasury (excl. agencies)","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Treasury (excl. agencies)","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Treasury (excl. agencies)","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Treasury (excl. agencies)","G7","Female","10","[c]","[c]","[c]"
