"Status","Year","Age","Disability","Function_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","50-59","Declared disabled","Digital, Data & Technology","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Digital, Data & Technology","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Digital, Data & Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Digital, Data & Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Finance","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Finance","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Finance","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Finance","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Finance","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Finance","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Finance","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Grants Management","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Grants Management","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Grants Management","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Grants Management","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Grants Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Human Resources","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Human Resources","London","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Human Resources","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Internal Audit","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Internal Audit","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Legal","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Legal","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Legal","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Legal","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Legal","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Legal","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Legal","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Legal","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Legal","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","No function","East Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","No function","East of England","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","No function","London","35","[c]","32010","32650"
"New entrant CS","2021","50-59","Declared disabled","No function","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","No function","North West (England)","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","No function","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","No function","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","No function","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","No function","South East (England)","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","No function","South West (England)","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","No function","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","No function","West Midlands (England)","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","No function","Yorkshire and The Humber","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Project Delivery","South West (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Property","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Property","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Property","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Property","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Property","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Property","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Property","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Property","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Property","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Security","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Security","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Security","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Security","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Security","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Security","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Security","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Security","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Security","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Security","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Security","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Unknown","East Midlands (England)","30","[c]","26070","27570"
"New entrant CS","2021","50-59","Declared disabled","Unknown","East of England","30","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Unknown","London","45","[c]","32190","31060"
"New entrant CS","2021","50-59","Declared disabled","Unknown","North East (England)","25","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Unknown","North West (England)","60","[c]","25600","22950"
"New entrant CS","2021","50-59","Declared disabled","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Unknown","Scotland","50","[c]","26390","27570"
"New entrant CS","2021","50-59","Declared disabled","Unknown","South East (England)","60","[c]","27430","27570"
"New entrant CS","2021","50-59","Declared disabled","Unknown","South West (England)","30","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Unknown","Wales","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Unknown","West Midlands (England)","30","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Unknown","Yorkshire and The Humber","40","[c]","26070","27570"
"New entrant CS","2021","50-59","Declared non-disabled","Analysis","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Analysis","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Analysis","London","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Analysis","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Analysis","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Analysis","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Analysis","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Analysis","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Analysis","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Commercial","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Commercial","London","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Commercial","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Commercial","South East (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Commercial","South West (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Commercial","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Communications","East Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Communications","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Communications","London","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Communications","North East (England)","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Communications","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Communications","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Communications","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Communications","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Counter Fraud","London","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Counter Fraud","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Counter Fraud","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Counter Fraud","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Debt","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Debt","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Debt","North East (England)","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Debt","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Debt","Scotland","20","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Debt","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Debt","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Digital, Data & Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Digital, Data & Technology","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Digital, Data & Technology","London","30","[c]","52560","52670"
"New entrant CS","2021","50-59","Declared non-disabled","Digital, Data & Technology","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Digital, Data & Technology","North West (England)","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Digital, Data & Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Digital, Data & Technology","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Digital, Data & Technology","South East (England)","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Digital, Data & Technology","South West (England)","20","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Digital, Data & Technology","Wales","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Digital, Data & Technology","West Midlands (England)","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Digital, Data & Technology","Yorkshire and The Humber","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Finance","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Finance","London","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Finance","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Finance","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Finance","Scotland","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Finance","South East (England)","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Finance","South West (England)","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Finance","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Grants Management","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Grants Management","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Grants Management","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Grants Management","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Grants Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Human Resources","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Human Resources","London","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Human Resources","North West (England)","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Human Resources","South West (England)","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Human Resources","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Internal Audit","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Internal Audit","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Legal","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Legal","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Legal","London","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Legal","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Legal","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Legal","Scotland","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Legal","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Legal","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Legal","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","No function","East Midlands (England)","70","[c]","27800","21590"
"New entrant CS","2021","50-59","Declared non-disabled","No function","East of England","75","[c]","28650","22850"
"New entrant CS","2021","50-59","Declared non-disabled","No function","London","250","[c]","40620","35590"
"New entrant CS","2021","50-59","Declared non-disabled","No function","North East (England)","30","[c]","27580","20600"
"New entrant CS","2021","50-59","Declared non-disabled","No function","North West (England)","100","[c]","27450","20600"
"New entrant CS","2021","50-59","Declared non-disabled","No function","Northern Ireland","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","No function","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","No function","Scotland","50","[c]","26330","21590"
"New entrant CS","2021","50-59","Declared non-disabled","No function","South East (England)","130","[c]","28470","24620"
"New entrant CS","2021","50-59","Declared non-disabled","No function","South West (England)","105","[c]","31320","24580"
"New entrant CS","2021","50-59","Declared non-disabled","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","No function","Wales","50","[c]","26850","21050"
"New entrant CS","2021","50-59","Declared non-disabled","No function","West Midlands (England)","90","[c]","28100","22850"
"New entrant CS","2021","50-59","Declared non-disabled","No function","Yorkshire and The Humber","70","[c]","33690","29180"
"New entrant CS","2021","50-59","Declared non-disabled","Project Delivery","East Midlands (England)","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Project Delivery","East of England","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Project Delivery","London","25","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Project Delivery","North West (England)","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Project Delivery","Scotland","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Project Delivery","South East (England)","30","[c]","37550","33000"
"New entrant CS","2021","50-59","Declared non-disabled","Project Delivery","South West (England)","75","[c]","42690","41000"
"New entrant CS","2021","50-59","Declared non-disabled","Project Delivery","Wales","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Project Delivery","West Midlands (England)","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Property","East Midlands (England)","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Property","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Property","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Property","North East (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Property","North West (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Property","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Property","Scotland","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Property","South East (England)","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Property","South West (England)","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Property","Wales","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Property","Yorkshire and The Humber","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Security","East Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Security","East of England","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Security","London","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Security","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Security","North West (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Security","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Security","Scotland","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Security","South East (England)","20","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Security","South West (England)","20","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Security","Wales","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Security","West Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Security","Yorkshire and The Humber","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Unknown","East Midlands (England)","150","[c]","26800","27570"
"New entrant CS","2021","50-59","Declared non-disabled","Unknown","East of England","230","[c]","27080","27570"
