"Status","Year","Ethnicity","Region_ITL2","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Chinese","Outer London - West and North West","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","Chinese","Outer London - West and North West","SEO/HEO","Male","10","5","[c]","[c]"
"In post","2021","Chinese","Outer London - West and North West","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outer London - West and North West","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outer London - West and North West","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outer London - West and North West","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Shropshire and Staffordshire","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Shropshire and Staffordshire","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Shropshire and Staffordshire","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Shropshire and Staffordshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Shropshire and Staffordshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Shropshire and Staffordshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Shropshire and Staffordshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Shropshire and Staffordshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Shropshire and Staffordshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Shropshire and Staffordshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Shropshire and Staffordshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Shropshire and Staffordshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Shropshire and Staffordshire","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Shropshire and Staffordshire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Shropshire and Staffordshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Shropshire and Staffordshire","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Shropshire and Staffordshire","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Shropshire and Staffordshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","South Yorkshire","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","South Yorkshire","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","South Yorkshire","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","South Yorkshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","South Yorkshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","South Yorkshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","South Yorkshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","South Yorkshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","South Yorkshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","South Yorkshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","South Yorkshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","South Yorkshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","South Yorkshire","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","Chinese","South Yorkshire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","South Yorkshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","South Yorkshire","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","South Yorkshire","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","South Yorkshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Southern Scotland","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Southern Scotland","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Southern Scotland","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Southern Scotland","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Southern Scotland","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Southern Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Southern Scotland","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Southern Scotland","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Southern Scotland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Southern Scotland","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Southern Scotland","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Southern Scotland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Southern Scotland","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Southern Scotland","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Southern Scotland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Surrey, East and West Sussex","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Surrey, East and West Sussex","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Surrey, East and West Sussex","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Surrey, East and West Sussex","EO","Female","5","5","[c]","[c]"
"In post","2021","Chinese","Surrey, East and West Sussex","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Surrey, East and West Sussex","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Surrey, East and West Sussex","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Surrey, East and West Sussex","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Surrey, East and West Sussex","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Surrey, East and West Sussex","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Surrey, East and West Sussex","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Surrey, East and West Sussex","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Surrey, East and West Sussex","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","Chinese","Surrey, East and West Sussex","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Surrey, East and West Sussex","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Surrey, East and West Sussex","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Surrey, East and West Sussex","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Surrey, East and West Sussex","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Tees Valley and Durham","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Tees Valley and Durham","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Tees Valley and Durham","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Tees Valley and Durham","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Tees Valley and Durham","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Tees Valley and Durham","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Tees Valley and Durham","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Tees Valley and Durham","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Tees Valley and Durham","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Tees Valley and Durham","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Tees Valley and Durham","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Tees Valley and Durham","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Tees Valley and Durham","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Tees Valley and Durham","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Tees Valley and Durham","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Tees Valley and Durham","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Tees Valley and Durham","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Tees Valley and Durham","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Central Scotland","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","Chinese","West Central Scotland","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Central Scotland","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Central Scotland","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Central Scotland","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Central Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Central Scotland","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Central Scotland","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Central Scotland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Central Scotland","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Central Scotland","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Central Scotland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Central Scotland","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Central Scotland","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Central Scotland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Central Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Central Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Central Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Midlands","AA/AO","Female","10","10","[c]","[c]"
"In post","2021","Chinese","West Midlands","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Midlands","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Midlands","EO","Female","10","5","[c]","[c]"
"In post","2021","Chinese","West Midlands","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Midlands","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Midlands","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Midlands","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Midlands","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Midlands","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Midlands","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Midlands","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Midlands","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","Chinese","West Midlands","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","Chinese","West Midlands","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Midlands","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Midlands","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Midlands","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Wales and The Valleys","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Wales and The Valleys","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Wales and The Valleys","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Wales and The Valleys","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Wales and The Valleys","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Wales and The Valleys","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Wales and The Valleys","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Wales and The Valleys","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Wales and The Valleys","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Wales and The Valleys","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Wales and The Valleys","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Wales and The Valleys","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Wales and The Valleys","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Wales and The Valleys","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Wales and The Valleys","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Wales and The Valleys","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Wales and The Valleys","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Wales and The Valleys","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Yorkshire","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","Chinese","West Yorkshire","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Yorkshire","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Yorkshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Yorkshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Yorkshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Yorkshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Yorkshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Yorkshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Yorkshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Yorkshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Yorkshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Yorkshire","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","Chinese","West Yorkshire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Yorkshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Yorkshire","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Yorkshire","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Yorkshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Bedfordshire and Hertfordshire","AA/AO","Female","25","20","[c]","[c]"
"In post","2021","Mixed","Bedfordshire and Hertfordshire","AA/AO","Male","15","15","[c]","[c]"
"In post","2021","Mixed","Bedfordshire and Hertfordshire","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Bedfordshire and Hertfordshire","EO","Female","25","25","[c]","[c]"
"In post","2021","Mixed","Bedfordshire and Hertfordshire","EO","Male","15","15","[c]","[c]"
"In post","2021","Mixed","Bedfordshire and Hertfordshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Bedfordshire and Hertfordshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Bedfordshire and Hertfordshire","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","Mixed","Bedfordshire and Hertfordshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Bedfordshire and Hertfordshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Bedfordshire and Hertfordshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Bedfordshire and Hertfordshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Bedfordshire and Hertfordshire","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2021","Mixed","Bedfordshire and Hertfordshire","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2021","Mixed","Bedfordshire and Hertfordshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Bedfordshire and Hertfordshire","Unknown","Female","10","10","[c]","[c]"
"In post","2021","Mixed","Bedfordshire and Hertfordshire","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Bedfordshire and Hertfordshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Female","25","25","[c]","[c]"
"In post","2021","Mixed","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Male","35","35","26070","24710"
"In post","2021","Mixed","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Berkshire, Buckinghamshire and Oxfordshire","EO","Female","30","30","27630","27570"
"In post","2021","Mixed","Berkshire, Buckinghamshire and Oxfordshire","EO","Male","20","20","[c]","[c]"
"In post","2021","Mixed","Berkshire, Buckinghamshire and Oxfordshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Mixed","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2021","Mixed","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2021","Mixed","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Female","5","5","[c]","[c]"
"In post","2021","Mixed","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Male","5","5","[c]","[c]"
"In post","2021","Mixed","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Cheshire","AA/AO","Female","10","10","[c]","[c]"
"In post","2021","Mixed","Cheshire","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Cheshire","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Cheshire","EO","Female","10","10","[c]","[c]"
"In post","2021","Mixed","Cheshire","EO","Male","10","10","[c]","[c]"
"In post","2021","Mixed","Cheshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Cheshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Cheshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Cheshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Cheshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Cheshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Cheshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Cheshire","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","Mixed","Cheshire","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","Mixed","Cheshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Cheshire","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Cheshire","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Cheshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Cornwall and Isles of Scilly","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Cornwall and Isles of Scilly","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Cornwall and Isles of Scilly","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Cornwall and Isles of Scilly","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Cornwall and Isles of Scilly","EO","Male","5","5","[c]","[c]"
"In post","2021","Mixed","Cornwall and Isles of Scilly","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Cornwall and Isles of Scilly","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Cornwall and Isles of Scilly","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Cornwall and Isles of Scilly","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Cornwall and Isles of Scilly","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Cornwall and Isles of Scilly","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Cornwall and Isles of Scilly","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Cornwall and Isles of Scilly","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Cornwall and Isles of Scilly","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Cornwall and Isles of Scilly","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Cumbria","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","Mixed","Cumbria","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Cumbria","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Cumbria","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Cumbria","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Cumbria","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Cumbria","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Cumbria","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Cumbria","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Cumbria","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Cumbria","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Cumbria","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Cumbria","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Cumbria","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Cumbria","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Cumbria","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Cumbria","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Cumbria","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Derbyshire and Nottinghamshire","AA/AO","Female","45","35","20990","21010"
"In post","2021","Mixed","Derbyshire and Nottinghamshire","AA/AO","Male","25","25","[c]","[c]"
"In post","2021","Mixed","Derbyshire and Nottinghamshire","AA/AO","Unknown","[c]","[c]","[c]","[c]"
