"Status","Year","Age","Disability","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Declared disabled","Project Delivery","Other","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Project Delivery","Policy","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Project Delivery","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Property","Other","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Property","Property","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Security","Security","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","Other","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","Policy","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","Unknown","15","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Analysis","Economics","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Analysis","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Commercial","Commercial","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Commercial","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Communications","Communications","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Communications","Tax","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Counter Fraud","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Debt","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Debt","Tax","15","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Digital, Data & Technology","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Finance","Finance","25","25","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Finance","Other","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Grants Management","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Human Resources","Human Resources","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Legal","Operational Delivery","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Legal","Other","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","No function","Communications","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","No function","Economics","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","No function","Finance","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","No function","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","No function","Operational Delivery","135","125","21330","20600"
"In post","2021","16-19","Declared non-disabled","No function","Other","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","No function","Policy","25","25","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","No function","Science and Engineering","15","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","No function","Tax","35","35","20140","20140"
"In post","2021","16-19","Declared non-disabled","No function","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Project Delivery","Other","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Project Delivery","Policy","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Project Delivery","Project Delivery","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Project Delivery","Science and Engineering","50","50","17790","17780"
"In post","2021","16-19","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Property","Other","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Property","Property","15","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Security","Security","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Operational Delivery","30","25","21760","21430"
"In post","2021","16-19","Declared non-disabled","Unknown","Other","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Policy","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Unknown","210","205","22520","21010"
"In post","2021","16-19","Undeclared","Analysis","Economics","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Digital, Data & Technology","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","No function","Operational Delivery","10","10","[c]","[c]"
"In post","2021","16-19","Undeclared","No function","Other","5","5","[c]","[c]"
"In post","2021","16-19","Undeclared","No function","Policy","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","No function","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Property","Property","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Analysis","Economics","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Analysis","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Commercial","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Commercial","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Communications","Communications","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Communications","Tax","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Counter Fraud","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Debt","Operational Delivery","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Debt","Tax","30","25","[c]","[c]"
"In post","2021","16-19","Unknown","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Digital, Data & Technology","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Finance","Finance","10","5","[c]","[c]"
"In post","2021","16-19","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Legal","Operational Delivery","20","20","[c]","[c]"
"In post","2021","16-19","Unknown","No function","Communications","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","No function","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","No function","Operational Delivery","135","125","20730","20600"
"In post","2021","16-19","Unknown","No function","Other","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","No function","Policy","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","No function","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","No function","Tax","65","60","20140","20140"
"In post","2021","16-19","Unknown","No function","Unknown","20","20","[c]","[c]"
"In post","2021","16-19","Unknown","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Project Delivery","Other","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Project Delivery","Policy","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Project Delivery","Science and Engineering","45","45","16950","16780"
"In post","2021","16-19","Unknown","Property","Operational Delivery","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Property","Other","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Property","Property","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Security","Security","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Security","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Operational Delivery","35","35","21450","21430"
"In post","2021","16-19","Unknown","Unknown","Other","45","45","19330","16470"
"In post","2021","16-19","Unknown","Unknown","Policy","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Unknown","40","40","21690","21010"
"In post","2021","20-29","Declared disabled","Analysis","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Analysis","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Analysis","Economics","30","30","37130","34120"
"In post","2021","20-29","Declared disabled","Analysis","Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Analysis","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Analysis","Operational Delivery","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","Analysis","Operational Research","15","15","[c]","[c]"
"In post","2021","20-29","Declared disabled","Analysis","Other","5","5","[c]","[c]"
"In post","2021","20-29","Declared disabled","Analysis","Policy","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","Analysis","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Analysis","Science and Engineering","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","Analysis","Social Research","20","20","[c]","[c]"
"In post","2021","20-29","Declared disabled","Analysis","Statistics","45","45","35230","34710"
"In post","2021","20-29","Declared disabled","Analysis","Tax","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Commercial","Commercial","30","30","30220","30660"
"In post","2021","20-29","Declared disabled","Commercial","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Commercial","Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Commercial","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Commercial","Other","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Commercial","Policy","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Commercial","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Commercial","Tax","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Commercial","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Declared disabled","Communications","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Communications","Communications","40","40","32000","30710"
"In post","2021","20-29","Declared disabled","Communications","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Communications","Operational Delivery","5","5","[c]","[c]"
"In post","2021","20-29","Declared disabled","Communications","Other","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Communications","Policy","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Communications","Tax","25","25","[c]","[c]"
"In post","2021","20-29","Declared disabled","Communications","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","Counter Fraud","Counter Fraud","5","5","[c]","[c]"
"In post","2021","20-29","Declared disabled","Counter Fraud","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Counter Fraud","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Counter Fraud","Legal","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","Counter Fraud","Operational Delivery","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","Counter Fraud","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Counter Fraud","Other","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Counter Fraud","Policy","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Counter Fraud","Tax","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Debt","Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Debt","Operational Delivery","15","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","Debt","Tax","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Digital, Data & Technology","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Digital, Data & Technology","Digital, Data and Technology","80","80","30870","29540"
"In post","2021","20-29","Declared disabled","Digital, Data & Technology","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Digital, Data & Technology","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Digital, Data & Technology","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Digital, Data & Technology","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Digital, Data & Technology","Policy","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Digital, Data & Technology","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Digital, Data & Technology","Security","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Digital, Data & Technology","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Digital, Data & Technology","Tax","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Digital, Data & Technology","Unknown","25","25","[c]","[c]"
"In post","2021","20-29","Declared disabled","Finance","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Finance","Economics","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Finance","Finance","45","45","32380","30120"
"In post","2021","20-29","Declared disabled","Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Finance","Operational Delivery","5","5","[c]","[c]"
"In post","2021","20-29","Declared disabled","Finance","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Finance","Other","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Finance","Policy","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Finance","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Finance","Tax","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Finance","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Declared disabled","Grants Management","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Human Resources","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Human Resources","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Human Resources","Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Human Resources","Human Resources","85","85","32530","29870"
"In post","2021","20-29","Declared disabled","Human Resources","Operational Delivery","5","5","[c]","[c]"
"In post","2021","20-29","Declared disabled","Human Resources","Other","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Human Resources","Policy","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Human Resources","Property","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Human Resources","Security","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Human Resources","Tax","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Human Resources","Unknown","40","40","29630","27500"
"In post","2021","20-29","Declared disabled","Internal Audit","Internal Audit","5","5","[c]","[c]"
"In post","2021","20-29","Declared disabled","Internal Audit","Other","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Internal Audit","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Legal","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Legal","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Legal","Legal","35","35","36930","34860"
"In post","2021","20-29","Declared disabled","Legal","Operational Delivery","30","30","[c]","[c]"
"In post","2021","20-29","Declared disabled","Legal","Other","5","5","[c]","[c]"
"In post","2021","20-29","Declared disabled","Legal","Policy","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Legal","Tax","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Legal","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Declared disabled","No function","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","No function","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","No function","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","No function","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","No function","Economics","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","No function","Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","No function","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","No function","International Trade","25","25","[c]","[c]"
"In post","2021","20-29","Declared disabled","No function","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","No function","Legal","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","No function","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","No function","Operational Delivery","1180","1155","25260","24000"
"In post","2021","20-29","Declared disabled","No function","Operational Research","10","10","[c]","[c]"
