"Status","Year","Ethnicity","Region_ITL2","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","East Anglia","Suffolk","Outside London","45","45","27780","27570"
"In post","2021","Asian","East Wales","Cardiff and Vale of Glamorgan","Outside London","235","220","29530","25560"
"In post","2021","Asian","East Wales","Flintshire and Wrexham","Outside London","10","10","[c]","[c]"
"In post","2021","Asian","East Wales","Monmouthshire and Newport","Outside London","85","80","33520","29890"
"In post","2021","Asian","East Wales","Powys","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Outside London","10","10","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Outside London","10","10","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Angus and Dundee City","Outside London","35","35","25060","21010"
"In post","2021","Asian","Eastern Scotland","City of Edinburgh","Outside London","125","120","34410","30650"
"In post","2021","Asian","Eastern Scotland","Clackmannanshire and Fife","Outside London","10","10","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","East Lothian and Midlothian","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Falkirk","Outside London","10","10","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Perth and Kinross and Stirling","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","West Lothian","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex","Essex Haven Gateway","Outside London","20","20","[c]","[c]"
"In post","2021","Asian","Essex","Essex Thames Gateway","Outside London","40","35","28140","28000"
"In post","2021","Asian","Essex","Heart of Essex","Outside London","30","30","30610","29290"
"In post","2021","Asian","Essex","Southend-on-Sea","Outside London","40","35","35280","31810"
"In post","2021","Asian","Essex","Thurrock","Outside London","15","15","[c]","[c]"
"In post","2021","Asian","Essex","West Essex","Outside London","65","60","37820","29290"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","360","350","35790","33190"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Outside London","160","150","33640","27620"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","Outside London","30","30","26210","27130"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Outside London","15","15","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Outside London","120","115","36220","33000"
"In post","2021","Asian","Greater Manchester","Greater Manchester North East","Outside London","115","105","27460","27570"
"In post","2021","Asian","Greater Manchester","Greater Manchester North West","Outside London","80","70","24510","24700"
"In post","2021","Asian","Greater Manchester","Greater Manchester South East","Outside London","85","75","24280","21130"
"In post","2021","Asian","Greater Manchester","Greater Manchester South West","Outside London","460","435","28540","25560"
"In post","2021","Asian","Greater Manchester","Manchester","Outside London","625","595","30570","27570"
"In post","2021","Asian","Hampshire and Isle of Wight","Central Hampshire","Outside London","55","55","33840","29670"
"In post","2021","Asian","Hampshire and Isle of Wight","Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","North Hampshire","Outside London","50","50","25970","24090"
"In post","2021","Asian","Hampshire and Isle of Wight","Portsmouth","Outside London","60","55","28510","26930"
"In post","2021","Asian","Hampshire and Isle of Wight","South Hampshire","Outside London","75","65","28740","23780"
"In post","2021","Asian","Hampshire and Isle of Wight","Southampton","Outside London","60","50","34670","27570"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","Warwickshire","Outside London","135","120","25720","23840"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","Worcestershire","Outside London","55","50","27980","25790"
"In post","2021","Asian","Highlands and Islands","Caithness and Sutherland and Ross and Cromarty","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","Inverness and Nairn and Moray, Badenoch and Strathspey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","Na h-Eileanan Siar","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","Orkney Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","Shetland Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Inner London - East","Hackney and Newham","London","695","620","31410","31060"
"In post","2021","Asian","Inner London - East","Haringey and Islington","London","155","145","29000","31060"
"In post","2021","Asian","Inner London - East","Lambeth","London","385","360","41070","34950"
"In post","2021","Asian","Inner London - East","Lewisham and Southwark","London","150","145","31980","30890"
"In post","2021","Asian","Inner London - East","Tower Hamlets","London","1135","1095","40940","35940"
"In post","2021","Asian","Inner London - West","Camden and City of London","London","575","545","33280","29570"
"In post","2021","Asian","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","London","110","105","33010","31060"
"In post","2021","Asian","Inner London - West","Wandsworth","London","90","80","30230","31060"
"In post","2021","Asian","Inner London - West","Westminster","London","5220","5065","42570","38160"
"In post","2021","Asian","Kent","East Kent","Outside London","40","40","27430","26670"
"In post","2021","Asian","Kent","Kent Thames Gateway","Outside London","45","40","29500","29290"
"In post","2021","Asian","Kent","Medway","Outside London","40","40","29570","29290"
"In post","2021","Asian","Kent","Mid Kent","Outside London","25","20","[c]","[c]"
"In post","2021","Asian","Kent","West Kent","Outside London","10","10","[c]","[c]"
"In post","2021","Asian","Lancashire","Blackburn with Darwen","Outside London","130","115","25510","27570"
"In post","2021","Asian","Lancashire","Blackpool","Outside London","85","85","29550","27570"
"In post","2021","Asian","Lancashire","Chorley and West Lancashire","Outside London","20","15","[c]","[c]"
"In post","2021","Asian","Lancashire","East Lancashire","Outside London","70","60","24680","27570"
"In post","2021","Asian","Lancashire","Lancaster and Wyre","Outside London","15","15","[c]","[c]"
"In post","2021","Asian","Lancashire","Mid Lancashire","Outside London","650","580","23710","21010"
"In post","2021","Asian","Leicestershire, Rutland and Northamptonshire","Leicester","Outside London","820","730","24850","21440"
"In post","2021","Asian","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","Outside London","125","110","26330","24890"
"In post","2021","Asian","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","Outside London","20","20","[c]","[c]"
"In post","2021","Asian","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","Outside London","65","60","26570","24440"
"In post","2021","Asian","Lincolnshire","Lincolnshire","Outside London","20","20","[c]","[c]"
"In post","2021","Asian","Merseyside","East Merseyside","Outside London","10","10","[c]","[c]"
"In post","2021","Asian","Merseyside","Liverpool","Outside London","90","85","35400","25040"
"In post","2021","Asian","Merseyside","Sefton","Outside London","55","50","33430","27570"
"In post","2021","Asian","Merseyside","Wirral","Outside London","10","10","[c]","[c]"
"In post","2021","Asian","North Eastern Scotland","Aberdeen City and Aberdeenshire","Outside London","30","25","[c]","[c]"
"In post","2021","Asian","North Yorkshire","North Yorkshire CC","Outside London","30","25","[c]","[c]"
"In post","2021","Asian","North Yorkshire","York","Outside London","45","40","34170","29380"
"In post","2021","Asian","Northern Ireland","Antrim and Newtownabbey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Ards and North Down","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Armagh City, Banbridge and Craigavon","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Belfast","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Causeway Coast and Glens","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Derry City and Strabane","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Fermanagh and Omagh","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Lisburn and Castlereagh","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Mid and East Antrim","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Newry, Mourne and Down","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northumberland and Tyne and Wear","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northumberland and Tyne and Wear","Sunderland","Outside London","35","30","24940","25560"
"In post","2021","Asian","Northumberland and Tyne and Wear","Tyneside","Outside London","250","230","28730","25190"
"In post","2021","Asian","Outer London - East and North East","Barking & Dagenham and Havering","London","140","130","30720","31060"
"In post","2021","Asian","Outer London - East and North East","Bexley and Greenwich","London","105","100","30500","31060"
"In post","2021","Asian","Outer London - East and North East","Enfield","London","70","60","30170","31060"
"In post","2021","Asian","Outer London - East and North East","Redbridge and Waltham Forest","London","385","345","28870","30780"
"In post","2021","Asian","Outer London - South","Bromley","London","20","20","[c]","[c]"
"In post","2021","Asian","Outer London - South","Croydon","London","1610","1500","34290","29570"
"In post","2021","Asian","Outer London - South","Merton, Kingston upon Thames and Sutton","London","75","70","30150","31060"
"In post","2021","Asian","Outer London - West and North West","Barnet","London","400","375","37740","32090"
"In post","2021","Asian","Outer London - West and North West","Brent","London","140","125","29920","31060"
"In post","2021","Asian","Outer London - West and North West","Ealing","London","195","175","31380","31060"
"In post","2021","Asian","Outer London - West and North West","Harrow and Hillingdon","London","1240","1135","29850","29080"
"In post","2021","Asian","Outer London - West and North West","Hounslow and Richmond upon Thames","London","655","605","29820","29080"
"In post","2021","Asian","Overseas","Overseas","Overseas","150","150","46340","41410"
"In post","2021","Asian","Shropshire and Staffordshire","Shropshire CC","Outside London","10","10","[c]","[c]"
"In post","2021","Asian","Shropshire and Staffordshire","Staffordshire CC","Outside London","150","145","32080","27570"
"In post","2021","Asian","Shropshire and Staffordshire","Stoke-on-Trent","Outside London","45","40","24430","21560"
"In post","2021","Asian","Shropshire and Staffordshire","Telford and Wrekin","Outside London","95","90","35200","27570"
"In post","2021","Asian","South Yorkshire","Barnsley, Doncaster and Rotherham","Outside London","25","25","[c]","[c]"
"In post","2021","Asian","South Yorkshire","Sheffield","Outside London","385","360","28040","24890"
"In post","2021","Asian","Southern Scotland","Dumfries and Galloway","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Southern Scotland","East Ayrshire and North Ayrshire mainland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Southern Scotland","Scottish Borders","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Southern Scotland","South Ayrshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Southern Scotland","South Lanarkshire","Outside London","45","40","34550","28140"
"In post","2021","Asian","Surrey, East and West Sussex","Brighton and Hove","Outside London","15","15","[c]","[c]"
"In post","2021","Asian","Surrey, East and West Sussex","East Surrey","Outside London","40","35","30460","29290"
"In post","2021","Asian","Surrey, East and West Sussex","East Sussex CC","Outside London","15","15","[c]","[c]"
"In post","2021","Asian","Surrey, East and West Sussex","West Surrey","Outside London","150","140","30640","29290"
"In post","2021","Asian","Surrey, East and West Sussex","West Sussex (North East)","Outside London","85","75","28030","27390"
"In post","2021","Asian","Surrey, East and West Sussex","West Sussex (South West)","Outside London","10","10","[c]","[c]"
"In post","2021","Asian","Tees Valley and Durham","Darlington","Outside London","15","15","[c]","[c]"
"In post","2021","Asian","Tees Valley and Durham","Durham CC","Outside London","55","45","25090","21430"
"In post","2021","Asian","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","Outside London","20","20","[c]","[c]"
"In post","2021","Asian","Tees Valley and Durham","South Teesside","Outside London","25","20","[c]","[c]"
"In post","2021","Asian","Unknown","Unknown","Unknown","170","150","29630","27570"
"In post","2021","Asian","West Central Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","10","10","[c]","[c]"
"In post","2021","Asian","West Central Scotland","Glasgow City","Outside London","200","185","28810","25390"
"In post","2021","Asian","West Central Scotland","Inverclyde, East Renfrewshire and Renfrewshire","Outside London","10","10","[c]","[c]"
"In post","2021","Asian","West Central Scotland","North Lanarkshire","Outside London","15","10","[c]","[c]"
"In post","2021","Asian","West Midlands","Birmingham","Outside London","2435","2265","27080","25560"
"In post","2021","Asian","West Midlands","Coventry","Outside London","425","400","33600","29730"
"In post","2021","Asian","West Midlands","Dudley","Outside London","90","85","24040","21010"
"In post","2021","Asian","West Midlands","Sandwell","Outside London","95","85","26350","27570"
"In post","2021","Asian","West Midlands","Solihull","Outside London","265","245","26770","25310"
"In post","2021","Asian","West Midlands","Walsall","Outside London","105","100","24580","21010"
"In post","2021","Asian","West Midlands","Wolverhampton","Outside London","160","145","24590","23970"
"In post","2021","Asian","West Wales and The Valleys","Bridgend and Neath Port Talbot","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","West Wales and The Valleys","Central Valleys","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","West Wales and The Valleys","Conwy and Denbighshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","West Wales and The Valleys","Gwent Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","West Wales and The Valleys","Gwynedd","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","West Wales and The Valleys","Isle of Anglesey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","West Wales and The Valleys","South West Wales","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","West Wales and The Valleys","Swansea","Outside London","70","65","28870","21590"
"In post","2021","Asian","West Yorkshire","Bradford","Outside London","685","610","25130","21440"
"In post","2021","Asian","West Yorkshire","Calderdale and Kirklees","Outside London","145","130","26460","27570"
"In post","2021","Asian","West Yorkshire","Leeds","Outside London","935","875","29860","27570"
"In post","2021","Asian","West Yorkshire","Wakefield","Outside London","35","30","30320","27570"
"In post","2021","Black","Bedfordshire and Hertfordshire","Bedford","Outside London","30","30","28150","27570"
"In post","2021","Black","Bedfordshire and Hertfordshire","Central Bedfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Black","Bedfordshire and Hertfordshire","Hertfordshire","Outside London","150","145","32870","29700"
"In post","2021","Black","Bedfordshire and Hertfordshire","Luton","Outside London","45","45","27570","27570"
"In post","2021","Black","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Outside London","85","85","32390","29290"
"In post","2021","Black","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","Outside London","50","50","29180","27570"
"In post","2021","Black","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Outside London","90","90","29200","27570"
"In post","2021","Black","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Outside London","50","50","30390","27570"
"In post","2021","Black","Cheshire","Cheshire East","Outside London","5","5","[c]","[c]"
"In post","2021","Black","Cheshire","Cheshire West and Chester","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cheshire","Warrington","Outside London","25","20","[c]","[c]"
"In post","2021","Black","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cumbria","East Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cumbria","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Black","Derbyshire and Nottinghamshire","Derby","Outside London","35","30","25630","27020"
"In post","2021","Black","Derbyshire and Nottinghamshire","East Derbyshire","Outside London","5","5","[c]","[c]"
"In post","2021","Black","Derbyshire and Nottinghamshire","North Nottinghamshire","Outside London","5","5","[c]","[c]"
"In post","2021","Black","Derbyshire and Nottinghamshire","Nottingham","Outside London","235","220","27240","25560"
"In post","2021","Black","Derbyshire and Nottinghamshire","South and West Derbyshire","Outside London","15","15","[c]","[c]"
"In post","2021","Black","Derbyshire and Nottinghamshire","South Nottinghamshire","Outside London","15","15","[c]","[c]"
"In post","2021","Black","Devon","Devon CC","Outside London","15","10","[c]","[c]"
"In post","2021","Black","Devon","Plymouth","Outside London","10","10","[c]","[c]"
"In post","2021","Black","Devon","Torbay","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Black","Dorset and Somerset","Bournemouth and Poole","Outside London","5","5","[c]","[c]"
"In post","2021","Black","Dorset and Somerset","Dorset CC","Outside London","5","5","[c]","[c]"
"In post","2021","Black","Dorset and Somerset","Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Anglia","Breckland and South Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Anglia","Cambridgeshire CC","Outside London","50","45","38530","31530"
"In post","2021","Black","East Anglia","North and West Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Anglia","Norwich and East Norfolk","Outside London","10","10","[c]","[c]"
"In post","2021","Black","East Anglia","Peterborough","Outside London","30","30","26140","21890"
"In post","2021","Black","East Anglia","Suffolk","Outside London","25","25","[c]","[c]"
"In post","2021","Black","East Wales","Cardiff and Vale of Glamorgan","Outside London","105","95","27870","25560"
"In post","2021","Black","East Wales","Flintshire and Wrexham","Outside London","10","10","[c]","[c]"
"In post","2021","Black","East Wales","Monmouthshire and Newport","Outside London","45","45","32880","29540"
"In post","2021","Black","East Wales","Powys","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2021","Black","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Outside London","10","10","[c]","[c]"
"In post","2021","Black","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Black","Eastern Scotland","Angus and Dundee City","Outside London","10","10","[c]","[c]"
"In post","2021","Black","Eastern Scotland","City of Edinburgh","Outside London","70","65","35030","31230"
"In post","2021","Black","Eastern Scotland","Clackmannanshire and Fife","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Black","Eastern Scotland","East Lothian and Midlothian","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Black","Eastern Scotland","Falkirk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Black","Eastern Scotland","Perth and Kinross and Stirling","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Black","Eastern Scotland","West Lothian","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Black","Essex","Essex Haven Gateway","Outside London","20","20","[c]","[c]"
"In post","2021","Black","Essex","Essex Thames Gateway","Outside London","70","65","26680","24180"
"In post","2021","Black","Essex","Heart of Essex","Outside London","40","40","32190","29290"
"In post","2021","Black","Essex","Southend-on-Sea","Outside London","30","30","31410","29290"
"In post","2021","Black","Essex","Thurrock","Outside London","30","30","29550","29290"
"In post","2021","Black","Essex","West Essex","Outside London","50","50","30940","29290"
"In post","2021","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","265","260","33950","33000"
"In post","2021","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Outside London","125","120","30580","27570"
"In post","2021","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","Outside London","20","15","[c]","[c]"
"In post","2021","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Outside London","10","10","[c]","[c]"
"In post","2021","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Outside London","70","70","34110","32960"
"In post","2021","Black","Greater Manchester","Greater Manchester North East","Outside London","35","30","26130","27570"
"In post","2021","Black","Greater Manchester","Greater Manchester North West","Outside London","15","15","[c]","[c]"
"In post","2021","Black","Greater Manchester","Greater Manchester South East","Outside London","30","30","23480","21010"
"In post","2021","Black","Greater Manchester","Greater Manchester South West","Outside London","165","160","27300","25560"
"In post","2021","Black","Greater Manchester","Manchester","Outside London","270","255","30140","27570"
"In post","2021","Black","Hampshire and Isle of Wight","Central Hampshire","Outside London","45","45","32150","30140"
"In post","2021","Black","Hampshire and Isle of Wight","Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Black","Hampshire and Isle of Wight","North Hampshire","Outside London","30","25","[c]","[c]"
"In post","2021","Black","Hampshire and Isle of Wight","Portsmouth","Outside London","25","25","[c]","[c]"
"In post","2021","Black","Hampshire and Isle of Wight","South Hampshire","Outside London","50","40","25950","23520"
"In post","2021","Black","Hampshire and Isle of Wight","Southampton","Outside London","15","15","[c]","[c]"
"In post","2021","Black","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Black","Herefordshire, Worcestershire and Warwickshire","Warwickshire","Outside London","30","25","[c]","[c]"
"In post","2021","Black","Herefordshire, Worcestershire and Warwickshire","Worcestershire","Outside London","35","35","27810","26630"
"In post","2021","Black","Highlands and Islands","Caithness and Sutherland and Ross and Cromarty","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Black","Highlands and Islands","Inverness and Nairn and Moray, Badenoch and Strathspey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Black","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Black","Highlands and Islands","Na h-Eileanan Siar","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Black","Highlands and Islands","Orkney Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Black","Highlands and Islands","Shetland Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Black","Inner London - East","Hackney and Newham","London","575","540","30180","31060"
"In post","2021","Black","Inner London - East","Haringey and Islington","London","390","375","30650","31060"
"In post","2021","Black","Inner London - East","Lambeth","London","570","545","35810","31880"
"In post","2021","Black","Inner London - East","Lewisham and Southwark","London","410","400","30990","31060"
"In post","2021","Black","Inner London - East","Tower Hamlets","London","590","580","38000","34430"
"In post","2021","Black","Inner London - West","Camden and City of London","London","460","440","30330","28780"
"In post","2021","Black","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","London","210","200","31130","31060"
"In post","2021","Black","Inner London - West","Wandsworth","London","230","215","31250","31060"
"In post","2021","Black","Inner London - West","Westminster","London","3435","3370","38590","34710"
"In post","2021","Black","Kent","East Kent","Outside London","40","40","32870","29290"
"In post","2021","Black","Kent","Kent Thames Gateway","Outside London","60","60","30400","29290"
"In post","2021","Black","Kent","Medway","Outside London","55","50","31470","29290"
"In post","2021","Black","Kent","Mid Kent","Outside London","25","20","[c]","[c]"
"In post","2021","Black","Kent","West Kent","Outside London","5","5","[c]","[c]"
"In post","2021","Black","Lancashire","Blackburn with Darwen","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Black","Lancashire","Blackpool","Outside London","15","15","[c]","[c]"
"In post","2021","Black","Lancashire","Chorley and West Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Black","Lancashire","East Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Black","Lancashire","Lancaster and Wyre","Outside London","5","5","[c]","[c]"
"In post","2021","Black","Lancashire","Mid Lancashire","Outside London","30","25","[c]","[c]"
"In post","2021","Black","Leicestershire, Rutland and Northamptonshire","Leicester","Outside London","75","70","26330","22850"
"In post","2021","Black","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","Outside London","35","30","29320","27380"
"In post","2021","Black","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","Outside London","15","15","[c]","[c]"
"In post","2021","Black","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","Outside London","50","45","24820","22920"
"In post","2021","Black","Lincolnshire","Lincolnshire","Outside London","20","20","[c]","[c]"
"In post","2021","Black","Merseyside","East Merseyside","Outside London","5","5","[c]","[c]"
"In post","2021","Black","Merseyside","Liverpool","Outside London","70","65","28670","24890"
"In post","2021","Black","Merseyside","Sefton","Outside London","30","30","27770","27570"
"In post","2021","Black","Merseyside","Wirral","Outside London","5","5","[c]","[c]"
"In post","2021","Black","North Eastern Scotland","Aberdeen City and Aberdeenshire","Outside London","15","10","[c]","[c]"
"In post","2021","Black","North Yorkshire","North Yorkshire CC","Outside London","10","10","[c]","[c]"
"In post","2021","Black","North Yorkshire","York","Outside London","25","25","[c]","[c]"
