"Status","Year","Age","Parent_department","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Northern Ireland Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","Outside London","Unknown","15","15","[c]","[c]"
"In post","2021","Unknown","Welsh Government","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Government","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Government","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Attorney General's Departments","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Attorney General's Departments","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Attorney General's Departments","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Attorney General's Departments","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Cabinet Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Cabinet Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Cabinet Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department for Environment, Food and Rural Affairs","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department for Environment, Food and Rural Affairs","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department for Environment, Food and Rural Affairs","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department for Transport","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department for Transport","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department for Transport","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department for Work and Pensions","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department for Work and Pensions","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department for Work and Pensions","Outside London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department for Work and Pensions","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department for Work and Pensions","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department of Health and Social Care","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department of Health and Social Care","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department of Health and Social Care","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department of Health and Social Care","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Foreign, Commonwealth and Development Office","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Foreign, Commonwealth and Development Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Foreign, Commonwealth and Development Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","HM Revenue and Customs","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","HM Revenue and Customs","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","HM Revenue and Customs","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","HM Revenue and Customs","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","HM Revenue and Customs","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","HM Revenue and Customs","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","16-19","HM Revenue and Customs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","HM Revenue and Customs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","HM Revenue and Customs","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","HM Treasury","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","HM Treasury","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Home Office","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Home Office","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Home Office","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Home Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Ministry of Defence","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Ministry of Defence","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Ministry of Defence","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Ministry of Defence","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Ministry of Defence","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Ministry of Defence","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Ministry of Justice","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Ministry of Justice","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Ministry of Justice","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Ministry of Justice","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Ministry of Justice","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Ministry of Justice","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Scotland Office","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Scotland Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Scottish Government","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Scottish Government","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Scottish Government","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Scottish Government","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","United Kingdom Statistics Authority","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","United Kingdom Statistics Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","United Kingdom Statistics Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Attorney General's Departments","London","Heterosexual / straight","30","[c]","30180","26970"
"Leaver CS","2021","20-29","Attorney General's Departments","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Attorney General's Departments","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Attorney General's Departments","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Attorney General's Departments","Outside London","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Attorney General's Departments","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Attorney General's Departments","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Attorney General's Departments","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cabinet Office","London","Heterosexual / straight","30","[c]","30750","27910"
"Leaver CS","2021","20-29","Cabinet Office","London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cabinet Office","London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cabinet Office","London","Unknown","35","[c]","29530","24490"
"Leaver CS","2021","20-29","Cabinet Office","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cabinet Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cabinet Office","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cabinet Office","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cabinet Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cabinet Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cabinet Office","Unknown","Unknown","35","[c]","29910","28000"
"Leaver CS","2021","20-29","Chancellor's other departments","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chancellor's other departments","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chancellor's other departments","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Charity Commission","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Charity Commission","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Charity Commission","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Charity Commission","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Charity Commission","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Charity Commission","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Competition and Markets Authority","London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Competition and Markets Authority","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Competition and Markets Authority","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Competition and Markets Authority","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Competition and Markets Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy","London","Heterosexual / straight","30","[c]","29700","27920"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy","London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy","London","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Outside London","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Digital, Culture, Media and Sport","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Digital, Culture, Media and Sport","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Digital, Culture, Media and Sport","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education","London","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education","London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education","London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education","London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education","Outside London","Heterosexual / straight","40","[c]","30630","29730"
"Leaver CS","2021","20-29","Department for Education","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
