"Status","Year","Function_of_post","Parent_department","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Security","Cabinet Office","Glasgow City","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","Cabinet Office","Glasgow City","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Cabinet Office","Gloucestershire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Cabinet Office","Greater Manchester South East","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Cabinet Office","Greater Manchester South East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","Cabinet Office","Greater Manchester South East","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Security","Cabinet Office","Lancaster and Wyre","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","Cabinet Office","Lancaster and Wyre","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Cabinet Office","Leeds","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Cabinet Office","Liverpool","AA/AO","15","15","21290","21260"
"In post","2021","Security","Cabinet Office","Liverpool","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","Cabinet Office","Liverpool","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Cabinet Office","Manchester","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Security","Cabinet Office","Medway","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","Cabinet Office","Milton Keynes","AA/AO","35","30","20900","20920"
"In post","2021","Security","Cabinet Office","Milton Keynes","EO","10","10","26630","26670"
"In post","2021","Security","Cabinet Office","Milton Keynes","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","Cabinet Office","Milton Keynes","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Security","Cabinet Office","Milton Keynes","SEO/HEO","45","40","34570","33940"
"In post","2021","Security","Cabinet Office","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Cabinet Office","Oxfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Cabinet Office","Plymouth","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Cabinet Office","Portsmouth","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Security","Cabinet Office","Tower Hamlets","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","Cabinet Office","Tower Hamlets","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Cabinet Office","Tyneside","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Cabinet Office","Tyneside","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Cabinet Office","Unknown","AA/AO","15","15","20860","20800"
"In post","2021","Security","Cabinet Office","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Cabinet Office","Unknown","G6/G7","5","5","[c]","[c]"
"In post","2021","Security","Cabinet Office","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Security","Cabinet Office","Unknown","SEO/HEO","35","35","34380","33400"
"In post","2021","Security","Cabinet Office","West Cumbria","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Security","Cabinet Office","Westminster","EO","35","35","26650","27500"
"In post","2021","Security","Cabinet Office","Westminster","G6/G7","55","55","58280","54700"
"In post","2021","Security","Cabinet Office","Westminster","SCS level","10","10","87510","84310"
"In post","2021","Security","Cabinet Office","Westminster","SEO/HEO","70","70","36730","35590"
"In post","2021","Security","Cabinet Office","Wiltshire","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Security","Cabinet Office","York","AA/AO","170","160","20910","20920"
"In post","2021","Security","Cabinet Office","York","EO","90","85","26700","26670"
"In post","2021","Security","Cabinet Office","York","G6/G7","15","15","62750","54540"
"In post","2021","Security","Cabinet Office","York","SEO/HEO","155","150","35440","33300"
"In post","2021","Security","Chancellor's other departments","Blackpool","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Chancellor's other departments","Camden and City of London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Chancellor's other departments","Camden and City of London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Chancellor's other departments","Camden and City of London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Chancellor's other departments","Durham CC","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Chancellor's other departments","Durham CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","Chancellor's other departments","Durham CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Charity Commission","Sefton","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Charity Commission","Westminster","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","Competition and Markets Authority","Tower Hamlets","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Competition and Markets Authority","Tower Hamlets","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","Competition and Markets Authority","Tower Hamlets","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Department for Business, Energy and Industrial Strategy","Cardiff and Vale of Glamorgan","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Department for Business, Energy and Industrial Strategy","Cardiff and Vale of Glamorgan","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Department for Business, Energy and Industrial Strategy","Cardiff and Vale of Glamorgan","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Department for Business, Energy and Industrial Strategy","Monmouthshire and Newport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","Department for Business, Energy and Industrial Strategy","Westminster","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Department for Business, Energy and Industrial Strategy","Westminster","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Department for Business, Energy and Industrial Strategy","Westminster","G6/G7","5","5","[c]","[c]"
"In post","2021","Security","Department for Business, Energy and Industrial Strategy","Westminster","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Security","Department for Business, Energy and Industrial Strategy","Westminster","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Security","Department for Digital, Culture, Media and Sport","Westminster","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","Department for Digital, Culture, Media and Sport","Westminster","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Security","Department for Digital, Culture, Media and Sport","Westminster","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Department for Education","Coventry","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Department for Education","Coventry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","Department for Education","Darlington","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Department for Education","Darlington","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","Department for Education","Darlington","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Department for Education","Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Department for Education","Manchester","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","Department for Education","Manchester","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Security","Department for Education","Nottingham","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Department for Education","Nottingham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Department for Education","Sheffield","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Department for Education","Sheffield","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Department for Education","Westminster","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Department for Education","Westminster","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","Department for International Trade","Westminster","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Department for International Trade","Westminster","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Department for International Trade","Westminster","G6/G7","10","10","[c]","[c]"
"In post","2021","Security","Department for International Trade","Westminster","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Security","Department for International Trade","Westminster","SEO/HEO","10","10","36470","35560"
"In post","2021","Security","Department for Transport","Bristol, City of","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Department for Transport","Nottingham","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Department for Transport","Nottingham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","Department for Transport","Nottingham","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Security","Department for Transport","Swansea","AA/AO","65","60","25220","25390"
"In post","2021","Security","Department for Transport","Swansea","EO","15","15","27230","26580"
"In post","2021","Security","Department for Transport","Swansea","G6/G7","5","5","[c]","[c]"
"In post","2021","Security","Department for Transport","Swansea","SEO/HEO","30","30","36200","33350"
"In post","2021","Security","Department for Transport","Tyneside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Department for Work and Pensions","Sefton","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","ESTYN","Cardiff and Vale of Glamorgan","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Security","ESTYN","Cardiff and Vale of Glamorgan","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Food Standards Agency","Westminster","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Food Standards Agency","York","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Foreign, Commonwealth and Development Office","Milton Keynes","AA/AO","55","55","23330","22850"
"In post","2021","Security","Foreign, Commonwealth and Development Office","Milton Keynes","EO","40","40","27830","27330"
"In post","2021","Security","Foreign, Commonwealth and Development Office","Milton Keynes","G6/G7","25","25","61450","57430"
"In post","2021","Security","Foreign, Commonwealth and Development Office","Milton Keynes","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Security","Foreign, Commonwealth and Development Office","Milton Keynes","SEO/HEO","90","80","39180","37870"
"In post","2021","Security","Foreign, Commonwealth and Development Office","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Foreign, Commonwealth and Development Office","Overseas","G6/G7","15","15","56770","55020"
"In post","2021","Security","Foreign, Commonwealth and Development Office","Overseas","SCS level","5","5","[c]","[c]"
"In post","2021","Security","Foreign, Commonwealth and Development Office","Overseas","SEO/HEO","90","90","34530","34350"
"In post","2021","Security","Foreign, Commonwealth and Development Office","South Lanarkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Foreign, Commonwealth and Development Office","South Lanarkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Foreign, Commonwealth and Development Office","Westminster","AA/AO","40","40","29770","28000"
"In post","2021","Security","Foreign, Commonwealth and Development Office","Westminster","EO","40","40","32180","32300"
"In post","2021","Security","Foreign, Commonwealth and Development Office","Westminster","G6/G7","60","60","62870","61590"
"In post","2021","Security","Foreign, Commonwealth and Development Office","Westminster","SCS level","5","5","[c]","[c]"
"In post","2021","Security","Foreign, Commonwealth and Development Office","Westminster","SEO/HEO","90","90","38900","38600"
"In post","2021","Security","HM Revenue and Customs","Belfast","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","HM Revenue and Customs","Belfast","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","HM Revenue and Customs","Belfast","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","HM Revenue and Customs","Bradford","EO","5","5","[c]","[c]"
"In post","2021","Security","HM Revenue and Customs","Bradford","G6/G7","5","5","[c]","[c]"
"In post","2021","Security","HM Revenue and Customs","Bradford","SEO/HEO","10","10","36380","38630"
"In post","2021","Security","HM Revenue and Customs","Bristol, City of","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","HM Revenue and Customs","Bristol, City of","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","HM Revenue and Customs","Bristol, City of","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","HM Revenue and Customs","Camden and City of London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","HM Revenue and Customs","Camden and City of London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Security","HM Revenue and Customs","Cardiff and Vale of Glamorgan","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Security","HM Revenue and Customs","Cardiff and Vale of Glamorgan","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","HM Revenue and Customs","Cardiff and Vale of Glamorgan","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","HM Revenue and Customs","City of Edinburgh","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","HM Revenue and Customs","Croydon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","HM Revenue and Customs","Croydon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","HM Revenue and Customs","Dudley","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","HM Revenue and Customs","Greater Manchester South West","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","HM Revenue and Customs","Greater Manchester South West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","HM Revenue and Customs","Greater Manchester South West","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Security","HM Revenue and Customs","Greater Manchester South West","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Security","HM Revenue and Customs","Hackney and Newham","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","HM Revenue and Customs","Hackney and Newham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","HM Revenue and Customs","Leeds","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Security","HM Revenue and Customs","Leeds","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","HM Revenue and Customs","Liverpool","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","HM Revenue and Customs","Liverpool","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","HM Revenue and Customs","Mid Lancashire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Security","HM Revenue and Customs","Mid Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","HM Revenue and Customs","Mid Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","HM Revenue and Customs","Mid Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","HM Revenue and Customs","Nottingham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","HM Revenue and Customs","Nottingham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","HM Revenue and Customs","Sefton","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Security","HM Revenue and Customs","Southend-on-Sea","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Security","HM Revenue and Customs","Southend-on-Sea","EO","5","5","[c]","[c]"
"In post","2021","Security","HM Revenue and Customs","Southend-on-Sea","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","HM Revenue and Customs","Southend-on-Sea","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","HM Revenue and Customs","Sunderland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","HM Revenue and Customs","Telford and Wrekin","EO","15","10","26070","25560"
"In post","2021","Security","HM Revenue and Customs","Telford and Wrekin","G6/G7","10","10","54190","52580"
"In post","2021","Security","HM Revenue and Customs","Telford and Wrekin","SEO/HEO","25","25","35680","38630"
"In post","2021","Security","HM Revenue and Customs","Tower Hamlets","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","HM Revenue and Customs","Tower Hamlets","G6/G7","5","5","[c]","[c]"
"In post","2021","Security","HM Revenue and Customs","Tower Hamlets","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","HM Revenue and Customs","Tyneside","G6/G7","10","10","[c]","[c]"
"In post","2021","Security","HM Revenue and Customs","Tyneside","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Security","HM Revenue and Customs","West Sussex (South West)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","HM Revenue and Customs","Westminster","G6/G7","5","5","[c]","[c]"
"In post","2021","Security","HM Revenue and Customs","Westminster","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","HM Treasury","Camden and City of London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","HM Treasury","Camden and City of London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","HM Treasury","Camden and City of London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Ministry of Defence","Aberdeen City and Aberdeenshire","AA/AO","85","80","39720","44070"
"In post","2021","Security","Ministry of Defence","Aberdeen City and Aberdeenshire","EO","10","10","[c]","[c]"
"In post","2021","Security","Ministry of Defence","Aberdeen City and Aberdeenshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Ministry of Defence","Antrim and Newtownabbey","AA/AO","70","70","20810","20310"
"In post","2021","Security","Ministry of Defence","Antrim and Newtownabbey","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Ministry of Defence","Ards and North Down","AA/AO","90","90","20890","20310"
"In post","2021","Security","Ministry of Defence","Ards and North Down","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Ministry of Defence","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","85","85","23030","19560"
"In post","2021","Security","Ministry of Defence","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","10","10","[c]","[c]"
"In post","2021","Security","Ministry of Defence","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","Ministry of Defence","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","10","10","43800","44540"
"In post","2021","Security","Ministry of Defence","Belfast","AA/AO","15","15","20360","20310"
"In post","2021","Security","Ministry of Defence","Berkshire","AA/AO","525","520","32470","28750"
"In post","2021","Security","Ministry of Defence","Berkshire","EO","80","80","44340","45920"
"In post","2021","Security","Ministry of Defence","Berkshire","SEO/HEO","25","25","56850","56300"
"In post","2021","Security","Ministry of Defence","Birmingham","AA/AO","20","20","19720","19560"
"In post","2021","Security","Ministry of Defence","Birmingham","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Ministry of Defence","Birmingham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Ministry of Defence","Bournemouth and Poole","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Ministry of Defence","Breckland and South Norfolk","AA/AO","5","5","[c]","[c]"
"In post","2021","Security","Ministry of Defence","Bristol, City of","AA/AO","5","5","[c]","[c]"
"In post","2021","Security","Ministry of Defence","Bristol, City of","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Ministry of Defence","Buckinghamshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Ministry of Defence","Buckinghamshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Ministry of Defence","Caithness and Sutherland and Ross and Cromarty","AA/AO","15","15","27320","26610"
"In post","2021","Security","Ministry of Defence","Caithness and Sutherland and Ross and Cromarty","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Ministry of Defence","Cambridgeshire CC","AA/AO","30","30","29220","25680"
"In post","2021","Security","Ministry of Defence","Cambridgeshire CC","EO","5","5","[c]","[c]"
"In post","2021","Security","Ministry of Defence","Cambridgeshire CC","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Security","Ministry of Defence","Camden and City of London","AA/AO","25","25","39050","41580"
"In post","2021","Security","Ministry of Defence","Camden and City of London","EO","5","5","[c]","[c]"
"In post","2021","Security","Ministry of Defence","Camden and City of London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Ministry of Defence","Cardiff and Vale of Glamorgan","AA/AO","30","30","20420","19560"
"In post","2021","Security","Ministry of Defence","Cardiff and Vale of Glamorgan","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Ministry of Defence","Causeway Coast and Glens","AA/AO","60","60","20380","20310"
"In post","2021","Security","Ministry of Defence","Causeway Coast and Glens","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Ministry of Defence","Central Bedfordshire","AA/AO","30","30","19750","19560"
"In post","2021","Security","Ministry of Defence","Central Bedfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Ministry of Defence","Central Hampshire","AA/AO","65","65","25620","20060"
"In post","2021","Security","Ministry of Defence","Central Hampshire","EO","10","10","[c]","[c]"
"In post","2021","Security","Ministry of Defence","Central Hampshire","G6/G7","5","5","[c]","[c]"
"In post","2021","Security","Ministry of Defence","Central Hampshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Security","Ministry of Defence","Central Hampshire","SEO/HEO","10","10","35240","35310"
"In post","2021","Security","Ministry of Defence","City of Edinburgh","AA/AO","15","15","19930","20060"
"In post","2021","Security","Ministry of Defence","City of Edinburgh","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Ministry of Defence","Clackmannanshire and Fife","AA/AO","45","45","26100","20060"
"In post","2021","Security","Ministry of Defence","Clackmannanshire and Fife","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Ministry of Defence","Conwy and Denbighshire","AA/AO","5","5","[c]","[c]"
"In post","2021","Security","Ministry of Defence","Conwy and Denbighshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Ministry of Defence","Cornwall and Isles of Scilly","AA/AO","40","40","20760","19560"
"In post","2021","Security","Ministry of Defence","Cornwall and Isles of Scilly","EO","10","10","26890","26670"
"In post","2021","Security","Ministry of Defence","Derby","AA/AO","35","35","31480","28890"
"In post","2021","Security","Ministry of Defence","Derby","EO","5","5","[c]","[c]"
"In post","2021","Security","Ministry of Defence","Derby","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Ministry of Defence","Devon CC","AA/AO","30","25","19950","19560"
"In post","2021","Security","Ministry of Defence","Devon CC","EO","55","55","19760","19120"
"In post","2021","Security","Ministry of Defence","Dorset CC","AA/AO","55","55","20660","19560"
"In post","2021","Security","Ministry of Defence","Dorset CC","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Ministry of Defence","Dorset CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Ministry of Defence","Dumfries and Galloway","AA/AO","10","10","19700","19560"
"In post","2021","Security","Ministry of Defence","East Ayrshire and North Ayrshire mainland","AA/AO","30","30","27450","21030"
"In post","2021","Security","Ministry of Defence","East Ayrshire and North Ayrshire mainland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Ministry of Defence","East Cumbria","AA/AO","45","45","24900","20060"
"In post","2021","Security","Ministry of Defence","East Cumbria","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Ministry of Defence","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","AA/AO","905","880","28790","25680"
"In post","2021","Security","Ministry of Defence","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","EO","100","100","40390","43920"
"In post","2021","Security","Ministry of Defence","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","Ministry of Defence","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","SEO/HEO","40","40","49660","54300"
"In post","2021","Security","Ministry of Defence","East Kent","AA/AO","20","20","19790","19560"
"In post","2021","Security","Ministry of Defence","East Kent","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Ministry of Defence","East Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Ministry of Defence","East Riding of Yorkshire","AA/AO","40","40","33380","39070"
"In post","2021","Security","Ministry of Defence","East Riding of Yorkshire","EO","5","5","[c]","[c]"
"In post","2021","Security","Ministry of Defence","East Sussex CC","AA/AO","5","5","[c]","[c]"
"In post","2021","Security","Ministry of Defence","Essex Haven Gateway","AA/AO","120","115","31200","30890"
"In post","2021","Security","Ministry of Defence","Essex Haven Gateway","EO","50","50","42410","43920"
"In post","2021","Security","Ministry of Defence","Essex Haven Gateway","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","Ministry of Defence","Essex Haven Gateway","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Security","Ministry of Defence","Essex Haven Gateway","SEO/HEO","35","35","58280","54600"
"In post","2021","Security","Ministry of Defence","Fermanagh and Omagh","AA/AO","15","15","20390","20310"
"In post","2021","Security","Ministry of Defence","Flintshire and Wrexham","AA/AO","15","15","19850","19560"
"In post","2021","Security","Ministry of Defence","Glasgow City","AA/AO","25","25","20180","20060"
"In post","2021","Security","Ministry of Defence","Glasgow City","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Ministry of Defence","Glasgow City","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Ministry of Defence","Gloucestershire","AA/AO","70","70","31720","39070"
"In post","2021","Security","Ministry of Defence","Gloucestershire","EO","5","5","[c]","[c]"
"In post","2021","Security","Ministry of Defence","Gloucestershire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Ministry of Defence","Greater Manchester North East","AA/AO","5","5","[c]","[c]"
"In post","2021","Security","Ministry of Defence","Greater Manchester South East","AA/AO","10","10","19700","19560"
"In post","2021","Security","Ministry of Defence","Greater Manchester South East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Ministry of Defence","Harrow and Hillingdon","AA/AO","15","15","27600","22900"
"In post","2021","Security","Ministry of Defence","Harrow and Hillingdon","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Ministry of Defence","Herefordshire, County of","AA/AO","70","70","34690","39070"
"In post","2021","Security","Ministry of Defence","Herefordshire, County of","EO","10","10","40310","43920"
"In post","2021","Security","Ministry of Defence","Herefordshire, County of","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Ministry of Defence","Hertfordshire","AA/AO","35","35","23080","22650"
"In post","2021","Security","Ministry of Defence","Hertfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Ministry of Defence","Hertfordshire","SEO/HEO","10","10","42130","43700"
"In post","2021","Security","Ministry of Defence","Hounslow and Richmond upon Thames","AA/AO","20","20","21750","21150"
"In post","2021","Security","Ministry of Defence","Hounslow and Richmond upon Thames","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Ministry of Defence","Hounslow and Richmond upon Thames","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Ministry of Defence","Inverness and Nairn and Moray, Badenoch and Strathspey","AA/AO","15","15","19590","19560"
"In post","2021","Security","Ministry of Defence","Isle of Anglesey","AA/AO","10","10","20040","19560"
"In post","2021","Security","Ministry of Defence","Lancaster and Wyre","AA/AO","5","5","[c]","[c]"
"In post","2021","Security","Ministry of Defence","Leicestershire CC and Rutland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Ministry of Defence","Lincolnshire","AA/AO","50","50","19770","19560"
"In post","2021","Security","Ministry of Defence","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Ministry of Defence","Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Ministry of Defence","Lisburn and Castlereagh","AA/AO","55","55","21050","20310"
"In post","2021","Security","Ministry of Defence","Lisburn and Castlereagh","EO","10","10","[c]","[c]"
"In post","2021","Security","Ministry of Defence","Lisburn and Castlereagh","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Ministry of Defence","Liverpool","AA/AO","20","20","19940","20060"
"In post","2021","Security","Ministry of Defence","Liverpool","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Ministry of Defence","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","AA/AO","10","10","19710","19560"
