"Status","Year","Age","Organisation","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","40-49","Department for Education (excl. agencies)","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Education (excl. agencies)","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for International Development","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for International Development","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for International Development","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for International Development","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for International Development","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for International Development","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for International Trade","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for International Trade","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for International Trade","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for International Trade","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Transport (excl. agencies)","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Transport (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Transport (excl. agencies)","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Transport (excl. agencies)","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Work and Pensions (excl. agencies)","London","Female","45","[c]","37070","31060"
"Leaver CS","2021","40-49","Department for Work and Pensions (excl. agencies)","London","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Work and Pensions (excl. agencies)","Outside London","Female","260","[c]","24410","21010"
"Leaver CS","2021","40-49","Department for Work and Pensions (excl. agencies)","Outside London","Male","195","[c]","25660","21010"
"Leaver CS","2021","40-49","Department for Work and Pensions (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Work and Pensions (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department of Health and Social Care (excl. agencies)","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department of Health and Social Care (excl. agencies)","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department of Health and Social Care (excl. agencies)","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department of Health and Social Care (excl. agencies)","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Disclosure Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Disclosure Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Driver and Vehicle Licensing Agency","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Driver and Vehicle Licensing Agency","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Driver and Vehicle Standards Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Driver and Vehicle Standards Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Driver and Vehicle Standards Agency","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Driver and Vehicle Standards Agency","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Education and Skills Funding Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Education and Skills Funding Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Education and Skills Funding Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Education and Skills Funding Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Education and Skills Funding Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Education Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Education Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","FCDO Services","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","FCDO Services","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Food Standards Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Food Standards Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Food Standards Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Food Standards Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Food Standards Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Food Standards Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Foreign and Commonwealth Office (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Foreign and Commonwealth Office (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Foreign and Commonwealth Office (excl. agencies)","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Foreign and Commonwealth Office (excl. agencies)","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Forestry and Land Scotland","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Forestry and Land Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Government Actuary's Department","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Government Actuary's Department","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Government Internal Audit Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Government Internal Audit Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Government Internal Audit Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Government Internal Audit Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Government Legal Department","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Government Legal Department","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Government Legal Department","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Government Legal Department","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Health and Safety Executive","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Health and Safety Executive","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Courts and Tribunals Service","London","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Courts and Tribunals Service","London","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Courts and Tribunals Service","Outside London","Female","70","[c]","23760","20000"
"Leaver CS","2021","40-49","HM Courts and Tribunals Service","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Land Registry","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Land Registry","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Land Registry","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Land Registry","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Prison and Probation Service","London","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Prison and Probation Service","London","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Prison and Probation Service","Outside London","Female","235","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Prison and Probation Service","Outside London","Male","250","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Revenue and Customs (excl. agencies)","London","Female","35","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Revenue and Customs (excl. agencies)","London","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Revenue and Customs (excl. agencies)","Outside London","Female","345","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Revenue and Customs (excl. agencies)","Outside London","Male","180","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Revenue and Customs (excl. agencies)","Unknown","Female","40","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Revenue and Customs (excl. agencies)","Unknown","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Treasury (excl. agencies)","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Treasury (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Home Office (incl. agencies)","London","Female","40","[c]","42140","35300"
"Leaver CS","2021","40-49","Home Office (incl. agencies)","London","Male","40","[c]","44900","36760"
"Leaver CS","2021","40-49","Home Office (incl. agencies)","Outside London","Female","50","[c]","23990","24110"
"Leaver CS","2021","40-49","Home Office (incl. agencies)","Outside London","Male","40","[c]","24850","24110"
"Leaver CS","2021","40-49","Home Office (incl. agencies)","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Home Office (incl. agencies)","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Home Office (incl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Home Office (incl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Insolvency Service","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Insolvency Service","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Insolvency Service","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Insolvency Service","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal Aid Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal Aid Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal Aid Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal Aid Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Maritime and Coastguard Agency","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Maritime and Coastguard Agency","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Medicines and Healthcare Products Regulatory Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Medicines and Healthcare Products Regulatory Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Medicines and Healthcare Products Regulatory Agency","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Met Office","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Met Office","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Met Office","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Met Office","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Ministry of Defence (excl. agencies)","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Ministry of Defence (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Ministry of Defence (excl. agencies)","Outside London","Female","125","[c]","31930","26950"
"Leaver CS","2021","40-49","Ministry of Defence (excl. agencies)","Outside London","Male","110","[c]","33890","32160"
"Leaver CS","2021","40-49","Ministry of Defence (excl. agencies)","Overseas","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Ministry of Defence (excl. agencies)","Overseas","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Ministry of Defence (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Ministry of Defence (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Ministry of Justice (excl. agencies)","London","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Ministry of Justice (excl. agencies)","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Ministry of Justice (excl. agencies)","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Ministry of Justice (excl. agencies)","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","National Crime Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","National Crime Agency","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","National Crime Agency","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","National Crime Agency","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","National Crime Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","National Crime Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","National Infrastructure Commission","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","National Infrastructure Commission","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","National Records of Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","National Records of Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","National Savings and Investments","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","National Savings and Investments","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Northern Ireland Office","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Northern Ireland Office","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Office for Standards in Education, Children's Services and Skills","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Office for Standards in Education, Children's Services and Skills","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Office for Standards in Education, Children's Services and Skills","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Office for Standards in Education, Children's Services and Skills","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Office of Gas and Electricity Markets","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Office of Gas and Electricity Markets","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Office of Gas and Electricity Markets","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Office of Gas and Electricity Markets","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Office of Qualifications and Examinations Regulation","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Office of Qualifications and Examinations Regulation","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Office of Rail and Road","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Office of Rail and Road","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Office of the Public Guardian","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Office of the Public Guardian","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Planning Inspectorate","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Planning Inspectorate","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Public Health England","London","Female","30","[c]","42680","40470"
"Leaver CS","2021","40-49","Public Health England","London","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Public Health England","Outside London","Female","55","[c]","40330","38730"
"Leaver CS","2021","40-49","Public Health England","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Registers of Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Registers of Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Royal Fleet Auxiliary","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Royal Fleet Auxiliary","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Rural Payments Agency","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Rural Payments Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Scotland Office (incl. Office of the Advocate General for Scotland)","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Scotland Office (incl. Office of the Advocate General for Scotland)","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Scottish Courts and Tribunals Service","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Scottish Courts and Tribunals Service","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Scottish Government (excl. agencies)","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Scottish Government (excl. agencies)","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Scottish Prison Service","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Scottish Prison Service","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Scottish Public Pensions Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Scottish Public Pensions Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Serious Fraud Office","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Serious Fraud Office","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Social Security Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Social Security Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Student Awards Agency for Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Student Awards Agency for Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Submarine Delivery Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Submarine Delivery Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","The National Archives","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","The National Archives","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","UK Export Finance","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","UK Export Finance","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","UK Hydrographic Office","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","UK Hydrographic Office","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","UK Intellectual Property Office","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","UK Intellectual Property Office","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","United Kingdom Statistics Authority","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","United Kingdom Statistics Authority","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","United Kingdom Statistics Authority","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","United Kingdom Statistics Authority","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Valuation Office Agency","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Valuation Office Agency","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Vehicle Certification Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Vehicle Certification Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Veterinary Medicines Directorate","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Veterinary Medicines Directorate","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Wales Office","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Wales Office","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Water Services Regulation Authority","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Water Services Regulation Authority","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Water Services Regulation Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Water Services Regulation Authority","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Welsh Government (excl. agencies)","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Welsh Government (excl. agencies)","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Welsh Revenue Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Welsh Revenue Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Wilton Park","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Wilton Park","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Accountant in Bankruptcy","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Accountant in Bankruptcy","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Advisory, Conciliation and Arbitration Service","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Advisory, Conciliation and Arbitration Service","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Advisory, Conciliation and Arbitration Service","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Advisory, Conciliation and Arbitration Service","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Animal and Plant Health Agency","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Animal and Plant Health Agency","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Cabinet Office (excl. agencies)","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Cabinet Office (excl. agencies)","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Cabinet Office (excl. agencies)","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Cabinet Office (excl. agencies)","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Cabinet Office (excl. agencies)","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Cabinet Office (excl. agencies)","Unknown","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Charity Commission","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Charity Commission","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Charity Commission","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Charity Commission","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Companies House","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Companies House","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Competition and Markets Authority","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Competition and Markets Authority","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Competition and Markets Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Competition and Markets Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Criminal Injuries Compensation Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Criminal Injuries Compensation Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Crown Commercial Service","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Crown Commercial Service","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Crown Office and Procurator Fiscal Service","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Crown Office and Procurator Fiscal Service","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Crown Prosecution Service","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Crown Prosecution Service","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Crown Prosecution Service","Outside London","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Crown Prosecution Service","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Crown Prosecution Service Inspectorate","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Crown Prosecution Service Inspectorate","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Defence Electronics and Components Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Defence Electronics and Components Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Defence Equipment and Support","London","Female","[c]","[c]","[c]","[c]"
