"Status","Year","Age","Parent_department","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","50-59","Ministry of Defence","Commercial","Undeclared","90","90","41840","39310"
"In post","2021","50-59","Ministry of Defence","Commercial","Unknown","20","20","[c]","[c]"
"In post","2021","50-59","Ministry of Defence","Communications","Heterosexual / straight","120","120","34950","30970"
"In post","2021","50-59","Ministry of Defence","Communications","LGBO","5","5","[c]","[c]"
"In post","2021","50-59","Ministry of Defence","Communications","Undeclared","30","30","32930","29200"
"In post","2021","50-59","Ministry of Defence","Communications","Unknown","20","20","[c]","[c]"
"In post","2021","50-59","Ministry of Defence","Corporate Finance","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","50-59","Ministry of Defence","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Defence","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Defence","Digital, Data and Technology","Heterosexual / straight","320","315","37300","33300"
"In post","2021","50-59","Ministry of Defence","Digital, Data and Technology","LGBO","10","10","[c]","[c]"
"In post","2021","50-59","Ministry of Defence","Digital, Data and Technology","Undeclared","75","75","34900","33770"
"In post","2021","50-59","Ministry of Defence","Digital, Data and Technology","Unknown","30","30","39170","35900"
"In post","2021","50-59","Ministry of Defence","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Defence","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Defence","Finance","Heterosexual / straight","530","520","40040","33630"
"In post","2021","50-59","Ministry of Defence","Finance","LGBO","10","10","[c]","[c]"
"In post","2021","50-59","Ministry of Defence","Finance","Undeclared","115","110","41520","36460"
"In post","2021","50-59","Ministry of Defence","Finance","Unknown","35","30","35570","29200"
"In post","2021","50-59","Ministry of Defence","Human Resources","Heterosexual / straight","565","540","32010","26670"
"In post","2021","50-59","Ministry of Defence","Human Resources","LGBO","15","15","[c]","[c]"
"In post","2021","50-59","Ministry of Defence","Human Resources","Undeclared","80","75","32060","26930"
"In post","2021","50-59","Ministry of Defence","Human Resources","Unknown","40","35","31380","29200"
"In post","2021","50-59","Ministry of Defence","Intelligence Analysis","Heterosexual / straight","145","145","39030","36300"
"In post","2021","50-59","Ministry of Defence","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Defence","Intelligence Analysis","Undeclared","40","40","35880","34610"
"In post","2021","50-59","Ministry of Defence","Intelligence Analysis","Unknown","10","10","[c]","[c]"
"In post","2021","50-59","Ministry of Defence","Internal Audit","Heterosexual / straight","55","55","40070","36460"
"In post","2021","50-59","Ministry of Defence","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Defence","Internal Audit","Undeclared","15","15","[c]","[c]"
"In post","2021","50-59","Ministry of Defence","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Defence","Knowledge and Information Management","Heterosexual / straight","255","250","35250","33300"
"In post","2021","50-59","Ministry of Defence","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Defence","Knowledge and Information Management","Undeclared","65","60","39080","34640"
"In post","2021","50-59","Ministry of Defence","Knowledge and Information Management","Unknown","10","10","[c]","[c]"
"In post","2021","50-59","Ministry of Defence","Legal","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","50-59","Ministry of Defence","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Defence","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Defence","Medicine","Heterosexual / straight","350","320","49590","38490"
"In post","2021","50-59","Ministry of Defence","Medicine","LGBO","5","5","[c]","[c]"
"In post","2021","50-59","Ministry of Defence","Medicine","Undeclared","60","55","49480","38490"
"In post","2021","50-59","Ministry of Defence","Medicine","Unknown","65","55","48040","37890"
"In post","2021","50-59","Ministry of Defence","Operational Delivery","Heterosexual / straight","420","405","33480","29290"
"In post","2021","50-59","Ministry of Defence","Operational Delivery","LGBO","10","10","[c]","[c]"
"In post","2021","50-59","Ministry of Defence","Operational Delivery","Undeclared","70","70","34460","29290"
"In post","2021","50-59","Ministry of Defence","Operational Delivery","Unknown","75","75","33560","29290"
"In post","2021","50-59","Ministry of Defence","Operational Research","Heterosexual / straight","85","80","50590","47140"
"In post","2021","50-59","Ministry of Defence","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Defence","Operational Research","Undeclared","15","15","[c]","[c]"
"In post","2021","50-59","Ministry of Defence","Operational Research","Unknown","15","15","[c]","[c]"
"In post","2021","50-59","Ministry of Defence","Other","Heterosexual / straight","4390","4285","26910","22080"
"In post","2021","50-59","Ministry of Defence","Other","LGBO","75","75","25870","21690"
"In post","2021","50-59","Ministry of Defence","Other","Undeclared","715","695","27070","22920"
"In post","2021","50-59","Ministry of Defence","Other","Unknown","880","875","37940","33570"
"In post","2021","50-59","Ministry of Defence","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Defence","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Defence","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Defence","Policy","Heterosexual / straight","210","205","41250","36240"
"In post","2021","50-59","Ministry of Defence","Policy","LGBO","5","5","[c]","[c]"
"In post","2021","50-59","Ministry of Defence","Policy","Undeclared","65","65","43750","40580"
"In post","2021","50-59","Ministry of Defence","Policy","Unknown","15","15","[c]","[c]"
"In post","2021","50-59","Ministry of Defence","Project Delivery","Heterosexual / straight","1945","1910","43040","40580"
"In post","2021","50-59","Ministry of Defence","Project Delivery","LGBO","35","35","39630","40000"
"In post","2021","50-59","Ministry of Defence","Project Delivery","Undeclared","380","375","42940","40580"
"In post","2021","50-59","Ministry of Defence","Project Delivery","Unknown","120","115","44170","40580"
"In post","2021","50-59","Ministry of Defence","Property","Heterosexual / straight","860","850","33140","33300"
"In post","2021","50-59","Ministry of Defence","Property","LGBO","10","10","[c]","[c]"
"In post","2021","50-59","Ministry of Defence","Property","Undeclared","140","135","35700","33300"
"In post","2021","50-59","Ministry of Defence","Property","Unknown","70","70","27300","18800"
"In post","2021","50-59","Ministry of Defence","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Defence","Psychology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Defence","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Defence","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Defence","Science and Engineering","Heterosexual / straight","1540","1530","39970","39950"
"In post","2021","50-59","Ministry of Defence","Science and Engineering","LGBO","25","25","[c]","[c]"
"In post","2021","50-59","Ministry of Defence","Science and Engineering","Undeclared","405","400","39200","37320"
"In post","2021","50-59","Ministry of Defence","Science and Engineering","Unknown","220","220","42660","45630"
"In post","2021","50-59","Ministry of Defence","Security","Heterosexual / straight","1845","1825","30080","22270"
"In post","2021","50-59","Ministry of Defence","Security","LGBO","35","35","30320","22650"
"In post","2021","50-59","Ministry of Defence","Security","Undeclared","305","300","33850","39070"
"In post","2021","50-59","Ministry of Defence","Security","Unknown","165","165","31580","36820"
"In post","2021","50-59","Ministry of Defence","Statistics","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","50-59","Ministry of Defence","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Defence","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Defence","Unknown","Heterosexual / straight","405","405","38020","33300"
"In post","2021","50-59","Ministry of Defence","Unknown","LGBO","10","10","[c]","[c]"
"In post","2021","50-59","Ministry of Defence","Unknown","Undeclared","110","110","36010","34000"
"In post","2021","50-59","Ministry of Defence","Unknown","Unknown","50","50","39780","36460"
"In post","2021","50-59","Ministry of Defence","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Defence","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","Communications","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","Finance","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","Human Resources","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","Knowledge and Information Management","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","Operational Delivery","Heterosexual / straight","140","140","39450","34690"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","Operational Delivery","LGBO","10","10","[c]","[c]"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","Operational Delivery","Undeclared","15","15","[c]","[c]"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","Operational Delivery","Unknown","40","35","32190","22560"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","Planning","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","Planning Inspectors","Heterosexual / straight","95","90","58790","58810"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","Planning Inspectors","Undeclared","10","10","[c]","[c]"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","Planning Inspectors","Unknown","15","10","[c]","[c]"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","Policy","Heterosexual / straight","170","165","52230","53130"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","Policy","LGBO","15","15","[c]","[c]"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","Policy","Undeclared","25","25","[c]","[c]"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","Policy","Unknown","10","10","[c]","[c]"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","Project Delivery","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","Project Delivery","Undeclared","5","5","[c]","[c]"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","Statistics","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Justice","Commercial","Heterosexual / straight","265","260","51740","51150"
"In post","2021","50-59","Ministry of Justice","Commercial","LGBO","10","10","[c]","[c]"
"In post","2021","50-59","Ministry of Justice","Commercial","Undeclared","30","30","49250","47430"
"In post","2021","50-59","Ministry of Justice","Commercial","Unknown","30","30","[c]","[c]"
"In post","2021","50-59","Ministry of Justice","Communications","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","50-59","Ministry of Justice","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Justice","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Justice","Digital, Data and Technology","Heterosexual / straight","160","155","45920","42530"
"In post","2021","50-59","Ministry of Justice","Digital, Data and Technology","LGBO","5","5","[c]","[c]"
"In post","2021","50-59","Ministry of Justice","Digital, Data and Technology","Undeclared","30","30","[c]","[c]"
"In post","2021","50-59","Ministry of Justice","Digital, Data and Technology","Unknown","30","30","[c]","[c]"
"In post","2021","50-59","Ministry of Justice","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Justice","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Justice","Finance","Heterosexual / straight","205","200","42910","39420"
"In post","2021","50-59","Ministry of Justice","Finance","LGBO","5","5","[c]","[c]"
"In post","2021","50-59","Ministry of Justice","Finance","Undeclared","30","30","[c]","[c]"
"In post","2021","50-59","Ministry of Justice","Finance","Unknown","20","20","[c]","[c]"
"In post","2021","50-59","Ministry of Justice","Human Resources","Heterosexual / straight","235","230","45280","43960"
"In post","2021","50-59","Ministry of Justice","Human Resources","LGBO","10","10","[c]","[c]"
"In post","2021","50-59","Ministry of Justice","Human Resources","Undeclared","35","35","45550","40690"
"In post","2021","50-59","Ministry of Justice","Human Resources","Unknown","20","20","[c]","[c]"
"In post","2021","50-59","Ministry of Justice","Intelligence Analysis","Heterosexual / straight","100","95","32170","28330"
"In post","2021","50-59","Ministry of Justice","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Justice","Intelligence Analysis","Undeclared","10","10","[c]","[c]"
"In post","2021","50-59","Ministry of Justice","Intelligence Analysis","Unknown","20","20","[c]","[c]"
"In post","2021","50-59","Ministry of Justice","Internal Audit","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","50-59","Ministry of Justice","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Justice","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Justice","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Justice","Knowledge and Information Management","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","50-59","Ministry of Justice","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Justice","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Justice","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Justice","Legal","Heterosexual / straight","295","275","47640","45100"
"In post","2021","50-59","Ministry of Justice","Legal","LGBO","15","15","[c]","[c]"
"In post","2021","50-59","Ministry of Justice","Legal","Undeclared","115","105","46840","45100"
"In post","2021","50-59","Ministry of Justice","Legal","Unknown","55","50","46000","45100"
"In post","2021","50-59","Ministry of Justice","Operational Delivery","Heterosexual / straight","13105","12340","29500","26850"
"In post","2021","50-59","Ministry of Justice","Operational Delivery","LGBO","555","530","30600","30720"
"In post","2021","50-59","Ministry of Justice","Operational Delivery","Undeclared","2025","1895","29470","27380"
"In post","2021","50-59","Ministry of Justice","Operational Delivery","Unknown","2995","2795","29220","31650"
"In post","2021","50-59","Ministry of Justice","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Justice","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Justice","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Justice","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Justice","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Justice","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Justice","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Justice","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Justice","Policy","Heterosexual / straight","205","200","42570","36800"
"In post","2021","50-59","Ministry of Justice","Policy","LGBO","10","10","[c]","[c]"
"In post","2021","50-59","Ministry of Justice","Policy","Undeclared","30","30","50840","52000"
"In post","2021","50-59","Ministry of Justice","Policy","Unknown","50","50","42230","32080"
"In post","2021","50-59","Ministry of Justice","Project Delivery","Heterosexual / straight","95","95","46420","43960"
"In post","2021","50-59","Ministry of Justice","Project Delivery","LGBO","5","5","[c]","[c]"
"In post","2021","50-59","Ministry of Justice","Project Delivery","Undeclared","15","15","[c]","[c]"
"In post","2021","50-59","Ministry of Justice","Project Delivery","Unknown","10","10","[c]","[c]"
"In post","2021","50-59","Ministry of Justice","Property","Heterosexual / straight","60","60","40420","33220"
"In post","2021","50-59","Ministry of Justice","Property","LGBO","5","5","[c]","[c]"
"In post","2021","50-59","Ministry of Justice","Property","Undeclared","15","15","[c]","[c]"
"In post","2021","50-59","Ministry of Justice","Property","Unknown","10","10","[c]","[c]"
"In post","2021","50-59","Ministry of Justice","Psychology","Heterosexual / straight","105","105","38330","27460"
"In post","2021","50-59","Ministry of Justice","Psychology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Justice","Psychology","Undeclared","10","10","[c]","[c]"
"In post","2021","50-59","Ministry of Justice","Psychology","Unknown","15","10","[c]","[c]"
"In post","2021","50-59","Ministry of Justice","Security","Heterosexual / straight","120","120","41400","38160"
"In post","2021","50-59","Ministry of Justice","Security","LGBO","5","5","[c]","[c]"
"In post","2021","50-59","Ministry of Justice","Security","Undeclared","25","25","[c]","[c]"
"In post","2021","50-59","Ministry of Justice","Security","Unknown","40","40","48950","42100"
"In post","2021","50-59","Ministry of Justice","Social Research","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","50-59","Ministry of Justice","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Justice","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Justice","Statistics","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","50-59","Ministry of Justice","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Justice","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Justice","Unknown","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","50-59","Ministry of Justice","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Justice","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Justice","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","50-59","National Crime Agency","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","National Crime Agency","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","National Crime Agency","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","National Crime Agency","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","National Crime Agency","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","National Crime Agency","Digital, Data and Technology","Heterosexual / straight","55","55","44890","45480"
"In post","2021","50-59","National Crime Agency","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","National Crime Agency","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","National Crime Agency","Digital, Data and Technology","Unknown","10","10","[c]","[c]"
"In post","2021","50-59","National Crime Agency","Finance","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","50-59","National Crime Agency","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","National Crime Agency","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","National Crime Agency","Human Resources","Heterosexual / straight","30","30","46670","41050"
"In post","2021","50-59","National Crime Agency","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","National Crime Agency","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","National Crime Agency","Human Resources","Unknown","5","5","[c]","[c]"
"In post","2021","50-59","National Crime Agency","Legal","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","50-59","National Crime Agency","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","National Crime Agency","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","National Crime Agency","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","National Crime Agency","Operational Delivery","Heterosexual / straight","980","965","44170","40650"
"In post","2021","50-59","National Crime Agency","Operational Delivery","LGBO","20","20","[c]","[c]"
"In post","2021","50-59","National Crime Agency","Operational Delivery","Undeclared","80","80","42100","40170"
"In post","2021","50-59","National Crime Agency","Operational Delivery","Unknown","275","270","42680","40170"
"In post","2021","50-59","National Crime Agency","Project Delivery","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","50-59","National Crime Agency","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","National Crime Agency","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","National Crime Agency","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","National Crime Agency","Property","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","50-59","National Crime Agency","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","National Crime Agency","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","National Crime Agency","Security","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","50-59","National Crime Agency","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","National Crime Agency","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Northern Ireland Office","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Northern Ireland Office","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Northern Ireland Office","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Northern Ireland Office","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Northern Ireland Office","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Northern Ireland Office","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Northern Ireland Office","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Northern Ireland Office","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Northern Ireland Office","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Northern Ireland Office","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Northern Ireland Office","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Northern Ireland Office","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Northern Ireland Office","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Northern Ireland Office","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Northern Ireland Office","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Northern Ireland Office","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Northern Ireland Office","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Northern Ireland Office","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Northern Ireland Office","Policy","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","50-59","Northern Ireland Office","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Northern Ireland Office","Policy","Unknown","5","5","[c]","[c]"
"In post","2021","50-59","Northern Ireland Office","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Northern Ireland Office","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Northern Ireland Office","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Northern Ireland Office","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Northern Ireland Office","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Northern Ireland Office","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Office for Standards in Education","Commercial","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","50-59","Office for Standards in Education","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Office for Standards in Education","Communications","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","50-59","Office for Standards in Education","Communications","LGBO","[c]","[c]","[c]","[c]"
