"Status","Year","Organisation","Profession_of_post","Region_ITL1","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","HM Revenue and Customs (excl. agencies)","Statistics","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Statistics","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Statistics","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tax","East Midlands (England)","AA/AO","265","250","20160","20140"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tax","East Midlands (England)","EO","330","310","25900","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tax","East Midlands (England)","G6/G7","220","210","55490","52580"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tax","East Midlands (England)","SCS level","5","5","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tax","East Midlands (England)","SEO/HEO","560","530","33920","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tax","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tax","East of England","EO","100","85","27430","28130"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tax","East of England","G6/G7","30","30","56440","53290"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tax","East of England","SEO/HEO","130","120","34770","34170"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tax","London","AA/AO","65","60","24770","24120"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tax","London","EO","455","425","30930","30700"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tax","London","G6/G7","500","470","63010","59160"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tax","London","SCS level","30","25","84490","82660"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tax","London","SEO/HEO","1190","1135","38650","36590"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tax","North East (England)","AA/AO","665","630","20190","20140"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tax","North East (England)","EO","665","640","25720","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tax","North East (England)","G6/G7","205","195","54610","52580"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tax","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tax","North East (England)","SEO/HEO","620","590","33330","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tax","North West (England)","AA/AO","1035","965","20210","20140"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tax","North West (England)","EO","520","485","25650","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tax","North West (England)","G6/G7","530","505","55690","52580"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tax","North West (England)","SCS level","10","10","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tax","North West (England)","SEO/HEO","1195","1135","33860","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tax","Northern Ireland","AA/AO","135","125","20140","20140"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tax","Northern Ireland","EO","130","120","26240","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tax","Northern Ireland","G6/G7","100","100","54430","52580"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tax","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tax","Northern Ireland","SEO/HEO","265","250","34030","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tax","Scotland","AA/AO","625","600","20170","20140"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tax","Scotland","EO","360","310","26500","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tax","Scotland","G6/G7","265","255","55120","52580"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tax","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tax","Scotland","SEO/HEO","825","775","33620","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tax","South East (England)","AA/AO","110","105","20330","20140"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tax","South East (England)","EO","135","115","27610","28130"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tax","South East (England)","G6/G7","70","65","57790","53450"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tax","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tax","South East (England)","SEO/HEO","265","240","34880","35000"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tax","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tax","South West (England)","EO","75","65","26660","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tax","South West (England)","G6/G7","165","155","56420","52580"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tax","South West (England)","SCS level","5","5","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tax","South West (England)","SEO/HEO","320","305","33910","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tax","Wales","AA/AO","360","335","20170","20140"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tax","Wales","EO","530","505","25660","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tax","Wales","G6/G7","155","150","54400","52580"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tax","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tax","Wales","SEO/HEO","605","580","33280","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tax","West Midlands (England)","AA/AO","190","180","20210","20140"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tax","West Midlands (England)","EO","300","275","26200","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tax","West Midlands (England)","G6/G7","220","210","56030","52580"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tax","West Midlands (England)","SCS level","5","5","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tax","West Midlands (England)","SEO/HEO","595","565","34190","31870"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tax","Yorkshire and The Humber","AA/AO","335","320","20160","20140"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tax","Yorkshire and The Humber","EO","455","435","25760","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tax","Yorkshire and The Humber","G6/G7","225","210","55150","52580"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tax","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tax","Yorkshire and The Humber","SEO/HEO","560","535","33250","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","East Midlands (England)","AA/AO","45","40","20260","20140"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","East Midlands (England)","EO","90","85","25740","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","East Midlands (England)","G6/G7","20","20","53670","52580"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","East Midlands (England)","SCS level","5","5","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","East Midlands (England)","SEO/HEO","160","160","33110","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","East of England","EO","10","10","25580","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","East of England","SEO/HEO","20","20","35100","33060"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","London","AA/AO","55","55","24070","24120"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","London","EO","95","95","29510","29570"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","London","G6/G7","325","315","62120","59160"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","London","SCS level","55","55","94350","81350"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","London","SEO/HEO","255","250","38400","36160"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","North East (England)","AA/AO","320","295","20170","20140"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","North East (England)","EO","170","165","25400","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","North East (England)","G6/G7","35","35","54880","52580"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","North East (England)","SCS level","5","5","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","North East (England)","SEO/HEO","140","140","33650","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","North West (England)","AA/AO","375","350","20210","20140"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","North West (England)","EO","220","220","24910","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","North West (England)","G6/G7","65","60","55440","52580"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","North West (England)","SCS level","10","10","83720","74500"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","North West (England)","SEO/HEO","255","250","33170","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","Northern Ireland","AA/AO","45","45","20190","20140"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","Northern Ireland","EO","25","25","24960","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","Northern Ireland","SEO/HEO","35","35","32030","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","Scotland","AA/AO","205","190","20190","20140"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","Scotland","EO","45","45","24890","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","Scotland","G6/G7","15","15","54850","52580"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","Scotland","SCS level","5","5","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","Scotland","SEO/HEO","40","40","32550","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","South East (England)","AA/AO","35","30","20260","20140"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","South East (England)","EO","25","25","25370","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","South East (England)","G6/G7","15","15","52070","52580"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","South East (England)","SEO/HEO","35","30","35550","33060"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","South West (England)","AA/AO","35","35","20200","20140"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","South West (England)","EO","30","25","25760","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","South West (England)","G6/G7","20","20","56900","52930"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","South West (England)","SEO/HEO","65","60","32070","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","Wales","AA/AO","175","170","20190","20140"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","Wales","EO","60","60","25290","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","Wales","G6/G7","15","15","56430","52680"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","Wales","SEO/HEO","75","75","32140","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","West Midlands (England)","AA/AO","85","80","20170","20140"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","West Midlands (England)","EO","70","70","25360","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","West Midlands (England)","G6/G7","30","30","53040","52580"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","West Midlands (England)","SCS level","5","5","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","West Midlands (England)","SEO/HEO","130","130","33440","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","Yorkshire and The Humber","AA/AO","195","180","20160","20140"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","Yorkshire and The Humber","EO","100","100","25090","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","Yorkshire and The Humber","G6/G7","30","25","55270","52580"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","Yorkshire and The Humber","SCS level","5","5","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","Yorkshire and The Humber","SEO/HEO","75","75","33240","31810"
"In post","2021","HM Treasury (excl. agencies)","Commercial","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Commercial","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Communications","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Communications","London","G6/G7","10","10","57770","57380"
"In post","2021","HM Treasury (excl. agencies)","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Communications","London","SEO/HEO","25","25","38660","37860"
"In post","2021","HM Treasury (excl. agencies)","Corporate Finance","London","G6/G7","5","5","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Digital, Data and Technology","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Digital, Data and Technology","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Digital, Data and Technology","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Digital, Data and Technology","London","G6/G7","10","10","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Digital, Data and Technology","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Digital, Data and Technology","London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Economics","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Economics","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Economics","London","AA/AO","15","15","22500","22500"
"In post","2021","HM Treasury (excl. agencies)","Economics","London","EO","15","15","24300","24300"
"In post","2021","HM Treasury (excl. agencies)","Economics","London","G6/G7","55","55","58160","55840"
"In post","2021","HM Treasury (excl. agencies)","Economics","London","SCS level","10","10","87770","75240"
"In post","2021","HM Treasury (excl. agencies)","Economics","London","SEO/HEO","70","70","32560","32320"
"In post","2021","HM Treasury (excl. agencies)","Finance","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Finance","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Finance","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Finance","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Finance","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Finance","London","EO","15","15","25290","24300"
"In post","2021","HM Treasury (excl. agencies)","Finance","London","G6/G7","40","35","62240","62500"
"In post","2021","HM Treasury (excl. agencies)","Finance","London","SCS level","5","5","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Finance","London","SEO/HEO","20","15","39930","37950"
"In post","2021","HM Treasury (excl. agencies)","Human Resources","East of England","AA/AO","10","10","20680","20600"
"In post","2021","HM Treasury (excl. agencies)","Human Resources","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Human Resources","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Human Resources","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Human Resources","London","AA/AO","5","5","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Human Resources","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Human Resources","London","G6/G7","35","35","59170","58870"
"In post","2021","HM Treasury (excl. agencies)","Human Resources","London","SCS level","5","5","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Human Resources","London","SEO/HEO","15","15","37560","37900"
"In post","2021","HM Treasury (excl. agencies)","Knowledge and Information Management","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Knowledge and Information Management","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Operational Delivery","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Operational Delivery","East of England","EO","10","10","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Operational Delivery","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Operational Delivery","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Operational Delivery","London","AA/AO","15","15","23260","23660"
"In post","2021","HM Treasury (excl. agencies)","Operational Delivery","London","EO","90","90","28260","27040"
"In post","2021","HM Treasury (excl. agencies)","Operational Delivery","London","G6/G7","10","10","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Operational Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Operational Delivery","London","SEO/HEO","25","25","38250","38000"
"In post","2021","HM Treasury (excl. agencies)","Operational Research","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Operational Research","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Operational Research","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Operational Research","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Policy","East of England","EO","10","10","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Policy","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Policy","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Policy","London","AA/AO","10","10","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Policy","London","EO","55","50","26690","26750"
"In post","2021","HM Treasury (excl. agencies)","Policy","London","G6/G7","640","625","57970","55070"
"In post","2021","HM Treasury (excl. agencies)","Policy","London","SCS level","115","110","83300","77000"
"In post","2021","HM Treasury (excl. agencies)","Policy","London","SEO/HEO","525","520","33720","32320"
"In post","2021","HM Treasury (excl. agencies)","Project Delivery","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Project Delivery","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Project Delivery","London","G6/G7","10","10","59150","57860"
"In post","2021","HM Treasury (excl. agencies)","Project Delivery","London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Statistics","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Statistics","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Statistics","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Statistics","London","G6/G7","5","5","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Statistics","London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Tax","London","G6/G7","30","25","60470","59700"
"In post","2021","HM Treasury (excl. agencies)","Tax","London","SCS level","15","15","88390","79410"
"In post","2021","HM Treasury (excl. agencies)","Tax","London","SEO/HEO","15","15","36200","37900"
"In post","2021","HM Treasury (excl. agencies)","Unknown","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Commercial","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Commercial","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Commercial","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Commercial","London","G6/G7","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Commercial","London","SEO/HEO","45","40","42010","43180"
"In post","2021","Home Office (incl. agencies)","Commercial","North East (England)","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Commercial","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Commercial","North West (England)","SEO/HEO","15","15","37750","39030"
"In post","2021","Home Office (incl. agencies)","Commercial","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Commercial","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Commercial","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Commercial","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Commercial","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Commercial","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Commercial","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Commercial","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Communications","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Communications","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Communications","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Communications","London","G6/G7","55","55","60670","57680"
"In post","2021","Home Office (incl. agencies)","Communications","London","SCS level","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Communications","London","SEO/HEO","90","90","41590","42170"
"In post","2021","Home Office (incl. agencies)","Communications","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Communications","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Communications","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Communications","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Communications","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Communications","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Communications","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Communications","Yorkshire and The Humber","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Counter Fraud","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Counter Fraud","East of England","EO","10","10","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Counter Fraud","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Counter Fraud","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Counter Fraud","London","EO","20","15","29340","29080"
"In post","2021","Home Office (incl. agencies)","Counter Fraud","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Counter Fraud","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Counter Fraud","London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Counter Fraud","North East (England)","AA/AO","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Counter Fraud","North East (England)","EO","20","20","25250","25310"
"In post","2021","Home Office (incl. agencies)","Counter Fraud","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Counter Fraud","North East (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Counter Fraud","North West (England)","AA/AO","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Counter Fraud","North West (England)","EO","15","10","25230","25310"
"In post","2021","Home Office (incl. agencies)","Counter Fraud","North West (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Counter Fraud","Northern Ireland","AA/AO","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Counter Fraud","Northern Ireland","EO","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Counter Fraud","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Counter Fraud","Scotland","AA/AO","20","20","21100","21430"
"In post","2021","Home Office (incl. agencies)","Counter Fraud","Scotland","EO","30","25","25270","25310"
"In post","2021","Home Office (incl. agencies)","Counter Fraud","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Counter Fraud","Scotland","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Counter Fraud","Wales","EO","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Counter Fraud","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Digital, Data and Technology","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Digital, Data and Technology","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Digital, Data and Technology","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Digital, Data and Technology","London","EO","30","30","29580","29080"
"In post","2021","Home Office (incl. agencies)","Digital, Data and Technology","London","G6/G7","375","370","64350","61980"
"In post","2021","Home Office (incl. agencies)","Digital, Data and Technology","London","SCS level","25","25","112290","112780"
"In post","2021","Home Office (incl. agencies)","Digital, Data and Technology","London","SEO/HEO","420","415","41680","41970"
"In post","2021","Home Office (incl. agencies)","Digital, Data and Technology","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Digital, Data and Technology","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Digital, Data and Technology","North West (England)","EO","40","40","25500","24890"
"In post","2021","Home Office (incl. agencies)","Digital, Data and Technology","North West (England)","G6/G7","70","70","60500","58770"
"In post","2021","Home Office (incl. agencies)","Digital, Data and Technology","North West (England)","SCS level","[c]","[c]","[c]","[c]"
