"Status","Year","Organisation","Profession_of_post","Region_ITL1","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Home Office (incl. agencies)","Digital, Data and Technology","North West (England)","SEO/HEO","160","155","37000","37460"
"In post","2021","Home Office (incl. agencies)","Digital, Data and Technology","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Digital, Data and Technology","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Digital, Data and Technology","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Digital, Data and Technology","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Digital, Data and Technology","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Digital, Data and Technology","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Digital, Data and Technology","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Digital, Data and Technology","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Digital, Data and Technology","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Digital, Data and Technology","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Digital, Data and Technology","Yorkshire and The Humber","G6/G7","40","40","57510","56280"
"In post","2021","Home Office (incl. agencies)","Digital, Data and Technology","Yorkshire and The Humber","SEO/HEO","40","40","37230","37460"
"In post","2021","Home Office (incl. agencies)","Economics","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Economics","London","G6/G7","40","40","65410","63430"
"In post","2021","Home Office (incl. agencies)","Economics","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Economics","London","SEO/HEO","65","65","34700","35050"
"In post","2021","Home Office (incl. agencies)","Economics","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Economics","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Finance","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Finance","London","AA/AO","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Finance","London","EO","25","25","29460","29370"
"In post","2021","Home Office (incl. agencies)","Finance","London","G6/G7","65","60","63660","61460"
"In post","2021","Home Office (incl. agencies)","Finance","London","SCS level","15","15","97070","93350"
"In post","2021","Home Office (incl. agencies)","Finance","London","SEO/HEO","85","85","40650","41970"
"In post","2021","Home Office (incl. agencies)","Finance","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Finance","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Finance","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Finance","North West (England)","EO","10","10","25400","25130"
"In post","2021","Home Office (incl. agencies)","Finance","North West (England)","G6/G7","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Finance","North West (England)","SEO/HEO","30","30","34470","32740"
"In post","2021","Home Office (incl. agencies)","Finance","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Finance","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Finance","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Finance","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Finance","Yorkshire and The Humber","AA/AO","10","10","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Finance","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Finance","Yorkshire and The Humber","G6/G7","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Finance","Yorkshire and The Humber","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Human Resources","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Human Resources","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Human Resources","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Human Resources","London","AA/AO","15","15","25630","25630"
"In post","2021","Home Office (incl. agencies)","Human Resources","London","EO","65","60","30400","29880"
"In post","2021","Home Office (incl. agencies)","Human Resources","London","G6/G7","115","110","61890","57680"
"In post","2021","Home Office (incl. agencies)","Human Resources","London","SCS level","15","15","90720","85850"
"In post","2021","Home Office (incl. agencies)","Human Resources","London","SEO/HEO","180","170","39120","37510"
"In post","2021","Home Office (incl. agencies)","Human Resources","North East (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Human Resources","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Human Resources","North West (England)","EO","20","20","26630","27370"
"In post","2021","Home Office (incl. agencies)","Human Resources","North West (England)","G6/G7","15","15","54910","52340"
"In post","2021","Home Office (incl. agencies)","Human Resources","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Human Resources","North West (England)","SEO/HEO","50","45","33590","30980"
"In post","2021","Home Office (incl. agencies)","Human Resources","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Human Resources","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Human Resources","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Human Resources","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Human Resources","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Human Resources","South East (England)","EO","15","15","28350","27760"
"In post","2021","Home Office (incl. agencies)","Human Resources","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Human Resources","South East (England)","SEO/HEO","10","10","34670","33900"
"In post","2021","Home Office (incl. agencies)","Human Resources","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Human Resources","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Human Resources","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Human Resources","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Human Resources","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Human Resources","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Human Resources","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Human Resources","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Human Resources","Yorkshire and The Humber","G6/G7","10","10","59380","60260"
"In post","2021","Home Office (incl. agencies)","Human Resources","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Human Resources","Yorkshire and The Humber","SEO/HEO","20","15","34750","34610"
"In post","2021","Home Office (incl. agencies)","Intelligence Analysis","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Intelligence Analysis","East Midlands (England)","EO","30","30","25570","24890"
"In post","2021","Home Office (incl. agencies)","Intelligence Analysis","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Intelligence Analysis","East Midlands (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Intelligence Analysis","East of England","EO","65","60","26490","26920"
"In post","2021","Home Office (incl. agencies)","Intelligence Analysis","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Intelligence Analysis","East of England","SEO/HEO","10","10","33000","32440"
"In post","2021","Home Office (incl. agencies)","Intelligence Analysis","London","AA/AO","30","30","25520","25630"
"In post","2021","Home Office (incl. agencies)","Intelligence Analysis","London","EO","235","215","29650","29080"
"In post","2021","Home Office (incl. agencies)","Intelligence Analysis","London","G6/G7","20","20","60680","57740"
"In post","2021","Home Office (incl. agencies)","Intelligence Analysis","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Intelligence Analysis","London","SEO/HEO","125","125","38290","36620"
"In post","2021","Home Office (incl. agencies)","Intelligence Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Intelligence Analysis","North East (England)","EO","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Intelligence Analysis","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Intelligence Analysis","North West (England)","AA/AO","20","15","21430","21430"
"In post","2021","Home Office (incl. agencies)","Intelligence Analysis","North West (England)","EO","190","185","25710","25310"
"In post","2021","Home Office (incl. agencies)","Intelligence Analysis","North West (England)","G6/G7","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Intelligence Analysis","North West (England)","SEO/HEO","65","65","32730","31340"
"In post","2021","Home Office (incl. agencies)","Intelligence Analysis","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Intelligence Analysis","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Intelligence Analysis","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Intelligence Analysis","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Intelligence Analysis","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Intelligence Analysis","Scotland","EO","25","20","25790","25310"
"In post","2021","Home Office (incl. agencies)","Intelligence Analysis","Scotland","SEO/HEO","15","15","34180","33300"
"In post","2021","Home Office (incl. agencies)","Intelligence Analysis","South East (England)","AA/AO","15","10","21430","21430"
"In post","2021","Home Office (incl. agencies)","Intelligence Analysis","South East (England)","EO","210","195","26460","27000"
"In post","2021","Home Office (incl. agencies)","Intelligence Analysis","South East (England)","G6/G7","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Intelligence Analysis","South East (England)","SEO/HEO","75","70","33030","31510"
"In post","2021","Home Office (incl. agencies)","Intelligence Analysis","South West (England)","EO","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Intelligence Analysis","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Intelligence Analysis","Wales","EO","15","15","25530","25130"
"In post","2021","Home Office (incl. agencies)","Intelligence Analysis","Wales","SEO/HEO","10","10","32440","31060"
"In post","2021","Home Office (incl. agencies)","Intelligence Analysis","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Intelligence Analysis","West Midlands (England)","EO","20","15","25900","25100"
"In post","2021","Home Office (incl. agencies)","Intelligence Analysis","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Intelligence Analysis","West Midlands (England)","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Intelligence Analysis","Yorkshire and The Humber","AA/AO","10","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Intelligence Analysis","Yorkshire and The Humber","EO","90","85","25690","25260"
"In post","2021","Home Office (incl. agencies)","Intelligence Analysis","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Intelligence Analysis","Yorkshire and The Humber","SEO/HEO","40","40","32810","30980"
"In post","2021","Home Office (incl. agencies)","Knowledge and Information Management","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Knowledge and Information Management","London","AA/AO","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Knowledge and Information Management","London","EO","15","10","28010","29030"
"In post","2021","Home Office (incl. agencies)","Knowledge and Information Management","London","G6/G7","15","15","61750","58290"
"In post","2021","Home Office (incl. agencies)","Knowledge and Information Management","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Knowledge and Information Management","London","SEO/HEO","40","35","39440","38560"
"In post","2021","Home Office (incl. agencies)","Knowledge and Information Management","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
