"Status","Year","Region_ITL1","Region_ITL2","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Unknown","Unknown","45","40","27650","27260"
"In post","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","AA/AO","Heterosexual / straight","1850","1655","21880","21010"
"In post","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","AA/AO","LGBO","95","90","22410","21010"
"In post","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","AA/AO","Undeclared","265","240","22150","21010"
"In post","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","AA/AO","Unknown","705","625","21940","21010"
"In post","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","EO","Heterosexual / straight","1190","1110","27240","27570"
"In post","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","EO","LGBO","85","85","27380","27570"
"In post","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","EO","Undeclared","180","165","27340","27570"
"In post","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","EO","Unknown","370","330","27550","27570"
"In post","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","G6/G7","Heterosexual / straight","150","140","57920","55610"
"In post","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","G6/G7","Unknown","25","25","[c]","[c]"
"In post","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Heterosexual / straight","670","635","36810","35310"
"In post","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","SEO/HEO","LGBO","35","35","36750","33840"
"In post","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Undeclared","90","85","36580","35300"
"In post","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Unknown","150","140","35850","33840"
"In post","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Unknown","Heterosexual / straight","290","265","29660","30210"
"In post","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Unknown","LGBO","10","5","[c]","[c]"
"In post","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Unknown","Undeclared","35","30","30270","30880"
"In post","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Unknown","Unknown","30","25","[c]","[c]"
"In post","2021","East Midlands (England)","Lincolnshire","AA/AO","Heterosexual / straight","985","925","22160","21010"
"In post","2021","East Midlands (England)","Lincolnshire","AA/AO","LGBO","35","35","24390","21070"
"In post","2021","East Midlands (England)","Lincolnshire","AA/AO","Undeclared","125","115","21940","21010"
"In post","2021","East Midlands (England)","Lincolnshire","AA/AO","Unknown","145","135","22540","21010"
"In post","2021","East Midlands (England)","Lincolnshire","EO","Heterosexual / straight","535","505","27930","27570"
"In post","2021","East Midlands (England)","Lincolnshire","EO","LGBO","25","25","[c]","[c]"
"In post","2021","East Midlands (England)","Lincolnshire","EO","Undeclared","80","75","27350","26890"
"In post","2021","East Midlands (England)","Lincolnshire","EO","Unknown","110","95","27710","27570"
"In post","2021","East Midlands (England)","Lincolnshire","G6/G7","Heterosexual / straight","55","55","58770","55610"
"In post","2021","East Midlands (England)","Lincolnshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Lincolnshire","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2021","East Midlands (England)","Lincolnshire","G6/G7","Unknown","15","10","[c]","[c]"
"In post","2021","East Midlands (England)","Lincolnshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Lincolnshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Lincolnshire","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Lincolnshire","SEO/HEO","Heterosexual / straight","420","410","36240","34430"
"In post","2021","East Midlands (England)","Lincolnshire","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2021","East Midlands (England)","Lincolnshire","SEO/HEO","Undeclared","70","70","38110","36460"
"In post","2021","East Midlands (England)","Lincolnshire","SEO/HEO","Unknown","65","60","36300","35900"
"In post","2021","East Midlands (England)","Lincolnshire","Unknown","Heterosexual / straight","105","100","31320","30480"
"In post","2021","East Midlands (England)","Lincolnshire","Unknown","LGBO","10","10","[c]","[c]"
"In post","2021","East Midlands (England)","Lincolnshire","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2021","East Midlands (England)","Lincolnshire","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","East of England","Bedfordshire and Hertfordshire","AA/AO","Heterosexual / straight","875","820","24300","22650"
"In post","2021","East of England","Bedfordshire and Hertfordshire","AA/AO","LGBO","50","45","26190","26320"
"In post","2021","East of England","Bedfordshire and Hertfordshire","AA/AO","Undeclared","105","100","23930","22430"
"In post","2021","East of England","Bedfordshire and Hertfordshire","AA/AO","Unknown","235","215","24740","22980"
"In post","2021","East of England","Bedfordshire and Hertfordshire","EO","Heterosexual / straight","1150","1065","28890","29290"
"In post","2021","East of England","Bedfordshire and Hertfordshire","EO","LGBO","55","55","28930","29290"
"In post","2021","East of England","Bedfordshire and Hertfordshire","EO","Undeclared","145","135","29490","29290"
"In post","2021","East of England","Bedfordshire and Hertfordshire","EO","Unknown","255","230","29380","29290"
"In post","2021","East of England","Bedfordshire and Hertfordshire","G6/G7","Heterosexual / straight","220","210","60690","59730"
"In post","2021","East of England","Bedfordshire and Hertfordshire","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2021","East of England","Bedfordshire and Hertfordshire","G6/G7","Undeclared","30","30","60640","58940"
"In post","2021","East of England","Bedfordshire and Hertfordshire","G6/G7","Unknown","70","65","59270","56560"
"In post","2021","East of England","Bedfordshire and Hertfordshire","SCS level","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","East of England","Bedfordshire and Hertfordshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Bedfordshire and Hertfordshire","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Bedfordshire and Hertfordshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Bedfordshire and Hertfordshire","SEO/HEO","Heterosexual / straight","725","700","38570","37640"
"In post","2021","East of England","Bedfordshire and Hertfordshire","SEO/HEO","LGBO","25","25","[c]","[c]"
"In post","2021","East of England","Bedfordshire and Hertfordshire","SEO/HEO","Undeclared","110","105","38930","37920"
"In post","2021","East of England","Bedfordshire and Hertfordshire","SEO/HEO","Unknown","150","140","38820","39000"
"In post","2021","East of England","Bedfordshire and Hertfordshire","Unknown","Heterosexual / straight","215","200","28900","28200"
"In post","2021","East of England","Bedfordshire and Hertfordshire","Unknown","LGBO","20","15","[c]","[c]"
"In post","2021","East of England","Bedfordshire and Hertfordshire","Unknown","Undeclared","20","20","[c]","[c]"
"In post","2021","East of England","Bedfordshire and Hertfordshire","Unknown","Unknown","45","40","23920","22920"
"In post","2021","East of England","East Anglia","AA/AO","Heterosexual / straight","3420","3150","23250","21430"
"In post","2021","East of England","East Anglia","AA/AO","LGBO","170","165","23540","21550"
"In post","2021","East of England","East Anglia","AA/AO","Undeclared","425","390","23240","21430"
"In post","2021","East of England","East Anglia","AA/AO","Unknown","945","845","23800","21500"
"In post","2021","East of England","East Anglia","EO","Heterosexual / straight","2245","2085","27480","27570"
"In post","2021","East of England","East Anglia","EO","LGBO","110","110","26790","27570"
"In post","2021","East of England","East Anglia","EO","Undeclared","330","305","27740","27570"
"In post","2021","East of England","East Anglia","EO","Unknown","600","545","27670","27570"
"In post","2021","East of England","East Anglia","G6/G7","Heterosexual / straight","500","480","59330","55580"
"In post","2021","East of England","East Anglia","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2021","East of England","East Anglia","G6/G7","Undeclared","60","60","58080","55380"
"In post","2021","East of England","East Anglia","G6/G7","Unknown","155","145","55510","53430"
"In post","2021","East of England","East Anglia","SCS level","Heterosexual / straight","40","40","100270","102500"
"In post","2021","East of England","East Anglia","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","East Anglia","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2021","East of England","East Anglia","SCS level","Unknown","20","20","[c]","[c]"
"In post","2021","East of England","East Anglia","SEO/HEO","Heterosexual / straight","2050","1960","36300","34290"
"In post","2021","East of England","East Anglia","SEO/HEO","LGBO","75","75","35460","34800"
"In post","2021","East of England","East Anglia","SEO/HEO","Undeclared","355","335","36460","33900"
"In post","2021","East of England","East Anglia","SEO/HEO","Unknown","455","430","34880","33840"
"In post","2021","East of England","East Anglia","Unknown","Heterosexual / straight","390","360","29550","30210"
"In post","2021","East of England","East Anglia","Unknown","LGBO","20","20","[c]","[c]"
"In post","2021","East of England","East Anglia","Unknown","Undeclared","50","45","31140","32690"
"In post","2021","East of England","East Anglia","Unknown","Unknown","30","25","26230","24020"
"In post","2021","East of England","Essex","AA/AO","Heterosexual / straight","1000","915","23850","21780"
"In post","2021","East of England","Essex","AA/AO","LGBO","60","55","24240","24180"
"In post","2021","East of England","Essex","AA/AO","Undeclared","160","140","23730","21440"
"In post","2021","East of England","Essex","AA/AO","Unknown","395","350","23290","21590"
"In post","2021","East of England","Essex","EO","Heterosexual / straight","1590","1450","28720","29290"
"In post","2021","East of England","Essex","EO","LGBO","85","80","29110","29290"
"In post","2021","East of England","Essex","EO","Undeclared","230","205","28550","27850"
"In post","2021","East of England","Essex","EO","Unknown","375","340","28630","29290"
"In post","2021","East of England","Essex","G6/G7","Heterosexual / straight","195","185","58490","53430"
"In post","2021","East of England","Essex","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2021","East of England","Essex","G6/G7","Undeclared","25","25","[c]","[c]"
"In post","2021","East of England","Essex","G6/G7","Unknown","65","60","59060","53460"
"In post","2021","East of England","Essex","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","East of England","Essex","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Essex","SCS level","Unknown","10","10","[c]","[c]"
"In post","2021","East of England","Essex","SEO/HEO","Heterosexual / straight","765","715","36890","35120"
"In post","2021","East of England","Essex","SEO/HEO","LGBO","35","35","36070","35000"
"In post","2021","East of England","Essex","SEO/HEO","Undeclared","135","125","37580","36370"
"In post","2021","East of England","Essex","SEO/HEO","Unknown","210","195","35890","35000"
"In post","2021","East of England","Essex","Unknown","Heterosexual / straight","205","190","28160","24800"
"In post","2021","East of England","Essex","Unknown","LGBO","10","10","[c]","[c]"
"In post","2021","East of England","Essex","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2021","East of England","Essex","Unknown","Unknown","20","15","[c]","[c]"
"In post","2021","London","Inner London - East","AA/AO","Heterosexual / straight","1505","1405","25770","25110"
"In post","2021","London","Inner London - East","AA/AO","LGBO","95","95","26250","25110"
"In post","2021","London","Inner London - East","AA/AO","Undeclared","220","205","25010","24670"
"In post","2021","London","Inner London - East","AA/AO","Unknown","900","805","26340","25110"
"In post","2021","London","Inner London - East","EO","Heterosexual / straight","2870","2730","30840","31060"
"In post","2021","London","Inner London - East","EO","LGBO","215","210","30550","31060"
"In post","2021","London","Inner London - East","EO","Undeclared","400","380","30340","31060"
"In post","2021","London","Inner London - East","EO","Unknown","990","925","30910","31060"
"In post","2021","London","Inner London - East","G6/G7","Heterosexual / straight","2405","2310","61420","59160"
"In post","2021","London","Inner London - East","G6/G7","LGBO","185","185","61310","59160"
"In post","2021","London","Inner London - East","G6/G7","Undeclared","355","335","62310","59910"
"In post","2021","London","Inner London - East","G6/G7","Unknown","815","785","62560","59260"
"In post","2021","London","Inner London - East","SCS level","Heterosexual / straight","420","390","98540","96250"
"In post","2021","London","Inner London - East","SCS level","LGBO","25","25","[c]","[c]"
"In post","2021","London","Inner London - East","SCS level","Undeclared","55","50","92400","90500"
"In post","2021","London","Inner London - East","SCS level","Unknown","170","160","101670","92330"
"In post","2021","London","Inner London - East","SEO/HEO","Heterosexual / straight","3150","3040","39700","40000"
"In post","2021","London","Inner London - East","SEO/HEO","LGBO","220","215","39050","37860"
"In post","2021","London","Inner London - East","SEO/HEO","Undeclared","415","400","39730","39970"
"In post","2021","London","Inner London - East","SEO/HEO","Unknown","1090","1060","39190","38950"
"In post","2021","London","Inner London - East","Unknown","Heterosexual / straight","530","515","33310","32090"
"In post","2021","London","Inner London - East","Unknown","LGBO","45","45","33650","34100"
"In post","2021","London","Inner London - East","Unknown","Undeclared","65","65","37100","35310"
"In post","2021","London","Inner London - East","Unknown","Unknown","55","55","29470","26810"
"In post","2021","London","Inner London - West","AA/AO","Heterosexual / straight","2870","2730","25540","24490"
"In post","2021","London","Inner London - West","AA/AO","LGBO","165","160","26130","24590"
"In post","2021","London","Inner London - West","AA/AO","Undeclared","370","345","25330","24490"
"In post","2021","London","Inner London - West","AA/AO","Unknown","1090","1030","25610","24370"
"In post","2021","London","Inner London - West","EO","Heterosexual / straight","5135","4995","29320","29270"
"In post","2021","London","Inner London - West","EO","LGBO","415","410","28890","28500"
"In post","2021","London","Inner London - West","EO","Undeclared","635","615","29530","29500"
"In post","2021","London","Inner London - West","EO","Unknown","1690","1635","29200","29230"
"In post","2021","London","Inner London - West","G6/G7","Heterosexual / straight","14165","13680","60080","58030"
"In post","2021","London","Inner London - West","G6/G7","LGBO","1380","1355","58970","57430"
"In post","2021","London","Inner London - West","G6/G7","Undeclared","1830","1775","60760","59050"
"In post","2021","London","Inner London - West","G6/G7","Unknown","4330","4180","60300","58130"
"In post","2021","London","Inner London - West","SCS level","Heterosexual / straight","2610","2530","88990","79710"
"In post","2021","London","Inner London - West","SCS level","LGBO","220","215","86140","78000"
"In post","2021","London","Inner London - West","SCS level","Undeclared","245","240","86720","79460"
"In post","2021","London","Inner London - West","SCS level","Unknown","815","790","91580","80000"
"In post","2021","London","Inner London - West","SEO/HEO","Heterosexual / straight","14225","13970","38400","37660"
"In post","2021","London","Inner London - West","SEO/HEO","LGBO","1425","1415","37600","36800"
"In post","2021","London","Inner London - West","SEO/HEO","Undeclared","1885","1855","38690","38160"
"In post","2021","London","Inner London - West","SEO/HEO","Unknown","5410","5330","36330","35590"
"In post","2021","London","Inner London - West","Unknown","Heterosexual / straight","165","160","37740","35040"
"In post","2021","London","Inner London - West","Unknown","LGBO","15","15","[c]","[c]"
"In post","2021","London","Inner London - West","Unknown","Undeclared","25","20","[c]","[c]"
"In post","2021","London","Inner London - West","Unknown","Unknown","30","30","[c]","[c]"
"In post","2021","London","Outer London - East and North East","AA/AO","Heterosexual / straight","840","790","26540","25110"
"In post","2021","London","Outer London - East and North East","AA/AO","LGBO","40","40","28570","28650"
"In post","2021","London","Outer London - East and North East","AA/AO","Undeclared","125","110","26130","24590"
"In post","2021","London","Outer London - East and North East","AA/AO","Unknown","420","380","26670","25110"
"In post","2021","London","Outer London - East and North East","EO","Heterosexual / straight","1085","1020","31270","31060"
"In post","2021","London","Outer London - East and North East","EO","LGBO","55","55","31580","31060"
"In post","2021","London","Outer London - East and North East","EO","Undeclared","160","145","31140","31060"
"In post","2021","London","Outer London - East and North East","EO","Unknown","410","375","31120","31060"
"In post","2021","London","Outer London - East and North East","G6/G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","London","Outer London - East and North East","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","London","Outer London - East and North East","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","London","Outer London - East and North East","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2021","London","Outer London - East and North East","SEO/HEO","Heterosexual / straight","215","205","40090","38440"
"In post","2021","London","Outer London - East and North East","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2021","London","Outer London - East and North East","SEO/HEO","Undeclared","35","30","39140","38900"
"In post","2021","London","Outer London - East and North East","SEO/HEO","Unknown","75","70","38740","37750"
"In post","2021","London","Outer London - East and North East","Unknown","Heterosexual / straight","235","225","33400","34100"
"In post","2021","London","Outer London - East and North East","Unknown","LGBO","10","10","[c]","[c]"
"In post","2021","London","Outer London - East and North East","Unknown","Undeclared","15","10","[c]","[c]"
"In post","2021","London","Outer London - East and North East","Unknown","Unknown","25","25","[c]","[c]"
"In post","2021","London","Outer London - South","AA/AO","Heterosexual / straight","1400","1265","24290","25630"
"In post","2021","London","Outer London - South","AA/AO","LGBO","40","40","24170","25110"
"In post","2021","London","Outer London - South","AA/AO","Undeclared","210","185","24380","25630"
"In post","2021","London","Outer London - South","AA/AO","Unknown","360","340","23770","24120"
"In post","2021","London","Outer London - South","EO","Heterosexual / straight","2240","2110","29890","29370"
"In post","2021","London","Outer London - South","EO","LGBO","95","90","29810","29570"
"In post","2021","London","Outer London - South","EO","Undeclared","355","330","29990","29570"
"In post","2021","London","Outer London - South","EO","Unknown","530","500","30310","30330"
"In post","2021","London","Outer London - South","G6/G7","Heterosexual / straight","1180","1140","63480","61030"
"In post","2021","London","Outer London - South","G6/G7","LGBO","65","65","62010","59910"
"In post","2021","London","Outer London - South","G6/G7","Undeclared","175","170","64020","61260"
"In post","2021","London","Outer London - South","G6/G7","Unknown","175","175","63300","59960"
"In post","2021","London","Outer London - South","SCS level","Heterosexual / straight","60","60","89950","82690"
"In post","2021","London","Outer London - South","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","London","Outer London - South","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","London","Outer London - South","SCS level","Unknown","10","10","[c]","[c]"
"In post","2021","London","Outer London - South","SEO/HEO","Heterosexual / straight","2600","2510","39460","37710"
"In post","2021","London","Outer London - South","SEO/HEO","LGBO","95","90","39130","37380"
"In post","2021","London","Outer London - South","SEO/HEO","Undeclared","410","395","39990","39240"
"In post","2021","London","Outer London - South","SEO/HEO","Unknown","560","545","38000","36160"
"In post","2021","London","Outer London - South","Unknown","Heterosexual / straight","150","140","34060","32090"
"In post","2021","London","Outer London - South","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","London","Outer London - South","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2021","London","Outer London - South","Unknown","Unknown","15","15","[c]","[c]"
"In post","2021","London","Outer London - West and North West","AA/AO","Heterosexual / straight","1345","1230","25670","25110"
"In post","2021","London","Outer London - West and North West","AA/AO","LGBO","60","60","26420","25630"
"In post","2021","London","Outer London - West and North West","AA/AO","Undeclared","210","190","24710","25110"
"In post","2021","London","Outer London - West and North West","AA/AO","Unknown","450","410","25710","24670"
"In post","2021","London","Outer London - West and North West","EO","Heterosexual / straight","2915","2670","29860","30110"
"In post","2021","London","Outer London - West and North West","EO","LGBO","115","110","30390","31060"
"In post","2021","London","Outer London - West and North West","EO","Undeclared","460","405","30000","30410"
"In post","2021","London","Outer London - West and North West","EO","Unknown","530","490","30170","31060"
"In post","2021","London","Outer London - West and North West","G6/G7","Heterosexual / straight","320","310","59460","57680"
"In post","2021","London","Outer London - West and North West","G6/G7","LGBO","20","20","[c]","[c]"
"In post","2021","London","Outer London - West and North West","G6/G7","Undeclared","70","70","60000","59000"
"In post","2021","London","Outer London - West and North West","G6/G7","Unknown","145","140","58610","55120"
"In post","2021","London","Outer London - West and North West","SCS level","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","London","Outer London - West and North West","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","London","Outer London - West and North West","SCS level","Undeclared","10","5","[c]","[c]"
"In post","2021","London","Outer London - West and North West","SCS level","Unknown","20","20","[c]","[c]"
"In post","2021","London","Outer London - West and North West","SEO/HEO","Heterosexual / straight","1425","1365","37890","36650"
"In post","2021","London","Outer London - West and North West","SEO/HEO","LGBO","70","70","36490","36070"
"In post","2021","London","Outer London - West and North West","SEO/HEO","Undeclared","260","245","38480","36950"
"In post","2021","London","Outer London - West and North West","SEO/HEO","Unknown","350","335","39230","38930"
"In post","2021","London","Outer London - West and North West","Unknown","Heterosexual / straight","205","200","32600","29210"
"In post","2021","London","Outer London - West and North West","Unknown","LGBO","10","10","[c]","[c]"
"In post","2021","London","Outer London - West and North West","Unknown","Undeclared","20","20","[c]","[c]"
"In post","2021","London","Outer London - West and North West","Unknown","Unknown","20","20","[c]","[c]"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","AA/AO","Heterosexual / straight","4965","4220","20720","21010"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","AA/AO","LGBO","275","250","20670","21010"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","AA/AO","Undeclared","625","525","20830","21010"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","AA/AO","Unknown","3140","2580","20670","20640"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","EO","Heterosexual / straight","3585","3250","26590","27570"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","EO","LGBO","180","175","26440","27570"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","EO","Undeclared","340","310","26700","27370"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","EO","Unknown","1425","1305","26290","25560"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","G6/G7","Heterosexual / straight","1170","1135","54410","52580"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","G6/G7","LGBO","55","55","52540","52580"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","G6/G7","Undeclared","120","115","54990","52580"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","G6/G7","Unknown","330","320","54880","52580"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","SCS level","Heterosexual / straight","70","70","88830","79460"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","SCS level","Unknown","15","15","[c]","[c]"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","SEO/HEO","Heterosexual / straight","3195","3015","34400","32250"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","SEO/HEO","LGBO","175","175","33640","31990"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","SEO/HEO","Undeclared","330","310","35080","33830"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","SEO/HEO","Unknown","1015","965","33990","31990"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","Unknown","Heterosexual / straight","290","275","28870","28200"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","Unknown","LGBO","10","10","[c]","[c]"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","Unknown","Undeclared","25","25","[c]","[c]"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","Unknown","Unknown","15","15","[c]","[c]"
"In post","2021","North East (England)","Tees Valley and Durham","AA/AO","Heterosexual / straight","3020","2685","22670","21430"
"In post","2021","North East (England)","Tees Valley and Durham","AA/AO","LGBO","150","140","23040","21430"
"In post","2021","North East (England)","Tees Valley and Durham","AA/AO","Undeclared","330","290","23060","21380"
"In post","2021","North East (England)","Tees Valley and Durham","AA/AO","Unknown","1180","1040","23600","21100"
"In post","2021","North East (England)","Tees Valley and Durham","EO","Heterosexual / straight","1620","1465","27500","27570"
"In post","2021","North East (England)","Tees Valley and Durham","EO","LGBO","65","65","27900","27570"
"In post","2021","North East (England)","Tees Valley and Durham","EO","Undeclared","210","190","27310","27280"
"In post","2021","North East (England)","Tees Valley and Durham","EO","Unknown","480","425","27610","27570"
"In post","2021","North East (England)","Tees Valley and Durham","G6/G7","Heterosexual / straight","270","265","55650","52070"
"In post","2021","North East (England)","Tees Valley and Durham","G6/G7","LGBO","15","15","[c]","[c]"
"In post","2021","North East (England)","Tees Valley and Durham","G6/G7","Undeclared","30","30","60890","57060"
"In post","2021","North East (England)","Tees Valley and Durham","G6/G7","Unknown","45","40","57370","55610"
"In post","2021","North East (England)","Tees Valley and Durham","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","North East (England)","Tees Valley and Durham","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Tees Valley and Durham","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Tees Valley and Durham","SCS level","Unknown","5","5","[c]","[c]"
