"Status","Year","Profession_of_post","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Economics","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Economics","G7","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Economics","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","HEO","Female","100","[c]","32940","32620"
"New entrant CS","2021","Economics","HEO","Male","190","[c]","32960","32790"
"New entrant CS","2021","Economics","SEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Economics","SEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","AA","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","AA","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","AO","Female","50","[c]","20810","20800"
"New entrant CS","2021","Finance","AO","Male","30","[c]","20960","20920"
"New entrant CS","2021","Finance","EO","Female","105","[c]","25180","26270"
"New entrant CS","2021","Finance","EO","Male","75","[c]","24210","25000"
"New entrant CS","2021","Finance","G6","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Finance","G6","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","G7","Female","30","[c]","53720","53390"
"New entrant CS","2021","Finance","G7","Male","45","[c]","57170","57540"
"New entrant CS","2021","Finance","HEO","Female","95","[c]","33020","32790"
"New entrant CS","2021","Finance","HEO","Male","80","[c]","33230","32790"
"New entrant CS","2021","Finance","SCS level","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SCS level","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SEO","Female","80","[c]","40740","40180"
"New entrant CS","2021","Finance","SEO","Male","65","[c]","40520","40180"
"New entrant CS","2021","Finance","Unknown","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AA","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AO","Female","105","[c]","21090","20920"
"New entrant CS","2021","Human Resources","AO","Male","35","[c]","21000","20920"
"New entrant CS","2021","Human Resources","EO","Female","125","[c]","25800","26180"
"New entrant CS","2021","Human Resources","EO","Male","55","[c]","26120","26910"
"New entrant CS","2021","Human Resources","G6","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G6","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G7","Female","55","[c]","53610","53360"
"New entrant CS","2021","Human Resources","G7","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HEO","Female","115","[c]","32100","31810"
"New entrant CS","2021","Human Resources","HEO","Male","50","[c]","32020","32000"
"New entrant CS","2021","Human Resources","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO","Female","65","[c]","39390","38650"
"New entrant CS","2021","Human Resources","SEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","G7","Female","30","[c]","72970","75500"
"New entrant CS","2021","Inspector of Education and Training","G7","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","SEO","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","SEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","EO","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","EO","Male","45","[c]","26430","26350"
"New entrant CS","2021","Intelligence Analysis","G6","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","G6","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","G7","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","HEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","AO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","EO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","HEO","Female","30","[c]","31870","31800"
"New entrant CS","2021","International Trade","HEO","Male","35","[c]","32000","31800"
"New entrant CS","2021","International Trade","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","SEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","SEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","AO","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","EO","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","EO","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","HEO","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","HEO","Male","30","[c]","31490","31800"
"New entrant CS","2021","Knowledge and Information Management","SEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","SEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","EO","Female","90","[c]","26810","25560"
"New entrant CS","2021","Legal","EO","Male","60","[c]","26790","25560"
"New entrant CS","2021","Legal","G6","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Legal","G6","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Legal","G7","Female","235","[c]","52570","50970"
"New entrant CS","2021","Legal","G7","Male","155","[c]","52280","50520"
"New entrant CS","2021","Legal","HEO","Female","180","[c]","34710","38000"
"New entrant CS","2021","Legal","HEO","Male","90","[c]","34490","38000"
"New entrant CS","2021","Legal","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","SEO","Female","55","[c]","35010","33550"
"New entrant CS","2021","Legal","SEO","Male","30","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","AO","Female","45","[c]","21610","21240"
"New entrant CS","2021","Medicine","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","EO","Female","45","[c]","30080","30620"
"New entrant CS","2021","Medicine","EO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","G6","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","G6","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","G7","Female","50","[c]","66960","69160"
"New entrant CS","2021","Medicine","G7","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","HEO","Female","65","[c]","35180","34390"
"New entrant CS","2021","Medicine","HEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","SCS level","Female","35","[c]","92070","84460"
"New entrant CS","2021","Medicine","SCS level","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","SEO","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","SEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","AA","Female","1080","[c]","19680","20600"
"New entrant CS","2021","Operational Delivery","AA","Male","755","[c]","19890","20600"
"New entrant CS","2021","Operational Delivery","AO","Female","4095","[c]","21840","21300"
"New entrant CS","2021","Operational Delivery","AO","Male","3495","[c]","22910","22350"
"New entrant CS","2021","Operational Delivery","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","EO","Female","1525","[c]","26510","25230"
"New entrant CS","2021","Operational Delivery","EO","Male","1210","[c]","27000","25560"
"New entrant CS","2021","Operational Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","G6","Female","35","[c]","67950","66290"
"New entrant CS","2021","Operational Delivery","G6","Male","35","[c]","66990","65310"
"New entrant CS","2021","Operational Delivery","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","G7","Female","160","[c]","52870","52610"
"New entrant CS","2021","Operational Delivery","G7","Male","165","[c]","54380","52850"
"New entrant CS","2021","Operational Delivery","HEO","Female","700","[c]","32010","31370"
"New entrant CS","2021","Operational Delivery","HEO","Male","515","[c]","33110","31810"
"New entrant CS","2021","Operational Delivery","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","SCS level","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","SCS level","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","SEO","Female","465","[c]","38860","38680"
"New entrant CS","2021","Operational Delivery","SEO","Male","295","[c]","40030","38890"
"New entrant CS","2021","Operational Delivery","SEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Unknown","Female","1135","[c]","22850","22920"
"New entrant CS","2021","Operational Delivery","Unknown","Male","315","[c]","23550","22920"
"New entrant CS","2021","Operational Research","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","EO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","HEO","Female","35","[c]","34210","34020"
"New entrant CS","2021","Operational Research","HEO","Male","35","[c]","34070","34710"
"New entrant CS","2021","Operational Research","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","SEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Other","AA","Female","115","[c]","19470","19560"
"New entrant CS","2021","Other","AA","Male","115","[c]","19250","18760"
"New entrant CS","2021","Other","AO","Female","305","[c]","21240","20920"
"New entrant CS","2021","Other","AO","Male","165","[c]","21750","20920"
"New entrant CS","2021","Other","EO","Female","300","[c]","25560","26350"
"New entrant CS","2021","Other","EO","Male","335","[c]","25550","26350"
"New entrant CS","2021","Other","G6","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Other","G6","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Other","G7","Female","30","[c]","56440","57430"
"New entrant CS","2021","Other","G7","Male","45","[c]","58120","57160"
"New entrant CS","2021","Other","HEO","Female","120","[c]","32990","33000"
"New entrant CS","2021","Other","HEO","Male","130","[c]","32100","33000"
"New entrant CS","2021","Other","SCS level","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Other","SCS level","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Other","SEO","Female","55","[c]","40370","40450"
"New entrant CS","2021","Other","SEO","Male","55","[c]","39940","40000"
"New entrant CS","2021","Other","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Unknown","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Planning","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Planning","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","AO","Female","60","[c]","21460","21020"
"New entrant CS","2021","Policy","AO","Male","30","[c]","21720","20920"
"New entrant CS","2021","Policy","EO","Female","380","[c]","26500","27270"
"New entrant CS","2021","Policy","EO","Male","215","[c]","26340","26750"
"New entrant CS","2021","Policy","G6","Female","50","[c]","65610","64600"
"New entrant CS","2021","Policy","G6","Male","60","[c]","66410","65000"
"New entrant CS","2021","Policy","G7","Female","245","[c]","53610","53360"
"New entrant CS","2021","Policy","G7","Male","230","[c]","53630","53360"
"New entrant CS","2021","Policy","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","HEO","Female","825","[c]","32570","32790"
"New entrant CS","2021","Policy","HEO","Male","675","[c]","32580","32790"
"New entrant CS","2021","Policy","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","SCS level","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Policy","SCS level","Male","35","[c]","97460","85580"
"New entrant CS","2021","Policy","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","SEO","Female","260","[c]","39330","39600"
"New entrant CS","2021","Policy","SEO","Male","215","[c]","39500","40050"
"New entrant CS","2021","Policy","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","AO","Female","30","[c]","21890","20920"
"New entrant CS","2021","Project Delivery","AO","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","EO","Female","145","[c]","24950","26180"
"New entrant CS","2021","Project Delivery","EO","Male","90","[c]","25210","26270"
"New entrant CS","2021","Project Delivery","G6","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","G6","Male","30","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","G7","Female","55","[c]","52480","52580"
"New entrant CS","2021","Project Delivery","G7","Male","85","[c]","53150","53130"
"New entrant CS","2021","Project Delivery","HEO","Female","165","[c]","32580","33000"
"New entrant CS","2021","Project Delivery","HEO","Male","165","[c]","32670","33000"
"New entrant CS","2021","Project Delivery","SCS level","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","SCS level","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","SEO","Female","140","[c]","39760","40000"
"New entrant CS","2021","Project Delivery","SEO","Male","160","[c]","40000","40000"
"New entrant CS","2021","Project Delivery","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Male","35","[c]","41020","40500"
"New entrant CS","2021","Property","AA","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Property","AA","Male","30","[c]","18050","18410"
"New entrant CS","2021","Property","AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Property","AO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Property","EO","Female","55","[c]","25390","25000"
"New entrant CS","2021","Property","EO","Male","75","[c]","25670","24920"
"New entrant CS","2021","Property","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","G6","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Property","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","G7","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Property","G7","Male","30","[c]","53640","53420"
"New entrant CS","2021","Property","HEO","Female","45","[c]","31420","30330"
"New entrant CS","2021","Property","HEO","Male","95","[c]","31810","33000"
"New entrant CS","2021","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SCS level","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","SEO","Female","30","[c]","40730","40940"
"New entrant CS","2021","Property","SEO","Male","45","[c]","40180","40000"
"New entrant CS","2021","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","AO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","EO","Female","55","[c]","24910","24620"
"New entrant CS","2021","Psychology","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","HEO","Female","40","[c]","28060","27700"
"New entrant CS","2021","Psychology","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","SEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","AA","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","AA","Male","30","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","AO","Female","100","[c]","22050","21570"
"New entrant CS","2021","Science and Engineering","AO","Male","90","[c]","21710","21150"
"New entrant CS","2021","Science and Engineering","EO","Female","120","[c]","25620","26370"
"New entrant CS","2021","Science and Engineering","EO","Male","180","[c]","24510","26370"
"New entrant CS","2021","Science and Engineering","G6","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","G6","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","G7","Female","40","[c]","51710","52610"
"New entrant CS","2021","Science and Engineering","G7","Male","30","[c]","52370","51300"
"New entrant CS","2021","Science and Engineering","HEO","Female","195","[c]","31040","31370"
"New entrant CS","2021","Science and Engineering","HEO","Male","150","[c]","30610","30820"
"New entrant CS","2021","Science and Engineering","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","SEO","Female","145","[c]","39370","38890"
"New entrant CS","2021","Science and Engineering","SEO","Male","110","[c]","40940","40580"
"New entrant CS","2021","Science and Engineering","Unknown","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Unknown","Male","80","[c]","32200","27770"
"New entrant CS","2021","Security","AA","Female","55","[c]","20000","19560"
"New entrant CS","2021","Security","AA","Male","170","[c]","20060","19560"
"New entrant CS","2021","Security","AO","Female","50","[c]","25030","23880"
"New entrant CS","2021","Security","AO","Male","275","[c]","29060","25540"
"New entrant CS","2021","Security","EO","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Security","EO","Male","60","[c]","27580","25900"
"New entrant CS","2021","Security","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Security","G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Security","HEO","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Security","HEO","Male","30","[c]","31410","31390"
"New entrant CS","2021","Security","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","SEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Security","SEO","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","HEO","Female","95","[c]","31580","31810"
"New entrant CS","2021","Social Research","HEO","Male","40","[c]","31830","32170"
"New entrant CS","2021","Social Research","HEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","SEO","Female","35","[c]","39490","39310"
"New entrant CS","2021","Social Research","SEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","AO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","EO","Female","45","[c]","26270","26720"
"New entrant CS","2021","Statistics","EO","Male","45","[c]","27370","27850"
"New entrant CS","2021","Statistics","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","HEO","Female","85","[c]","31870","31810"
"New entrant CS","2021","Statistics","HEO","Male","80","[c]","33220","32540"
"New entrant CS","2021","Statistics","HEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","SEO","Female","30","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","SEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","SEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Tax","AO","Female","1160","[c]","20190","20140"
"New entrant CS","2021","Tax","AO","Male","1040","[c]","20180","20140"
"New entrant CS","2021","Tax","EO","Female","335","[c]","25590","25560"
"New entrant CS","2021","Tax","EO","Male","435","[c]","25650","25560"
"New entrant CS","2021","Tax","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","HEO","Female","120","[c]","32560","31810"
"New entrant CS","2021","Tax","HEO","Male","145","[c]","32570","31810"
"New entrant CS","2021","Tax","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA","Female","205","[c]","20170","20060"
"New entrant CS","2021","Unknown","AA","Male","165","[c]","20410","20060"
"New entrant CS","2021","Unknown","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AO","Female","3280","[c]","21660","21010"
"New entrant CS","2021","Unknown","AO","Male","2895","[c]","21540","21010"
"New entrant CS","2021","Unknown","EO","Female","7175","[c]","28510","27570"
"New entrant CS","2021","Unknown","EO","Male","4430","[c]","28420","27570"
