"Status","Year","Function_of_post","Region_london","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Commercial","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Overseas","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Overseas","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Overseas","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","London","EO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","London","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","London","G6/G7","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","London","G6/G7","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","London","SEO/HEO","Female","55","[c]","38110","37830"
"Leaver Dept.","2021","Communications","London","SEO/HEO","Male","35","[c]","37960","35250"
"Leaver Dept.","2021","Communications","Outside London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Outside London","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Outside London","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Outside London","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","London","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","London","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","London","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","London","G6/G7","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","London","G6/G7","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","London","SCS level","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","London","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","London","SEO/HEO","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Outside London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Outside London","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Outside London","EO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Outside London","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Outside London","G6/G7","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Outside London","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Outside London","SEO/HEO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Outside London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","London","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","London","G6/G7","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","London","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","London","SCS level","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","London","SCS level","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","London","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","London","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Outside London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Outside London","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Outside London","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Outside London","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Outside London","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Outside London","SEO/HEO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Outside London","SEO/HEO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Outside London","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Outside London","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Outside London","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Outside London","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Outside London","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","London","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","London","EO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","London","EO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","London","G6/G7","Female","40","[c]","58340","57230"
"Leaver Dept.","2021","Human Resources","London","G6/G7","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","London","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","London","SEO/HEO","Female","70","[c]","34160","33090"
"Leaver Dept.","2021","Human Resources","London","SEO/HEO","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Outside London","AA/AO","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Outside London","AA/AO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Outside London","EO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Outside London","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Outside London","G6/G7","Female","30","[c]","55710","54250"
"Leaver Dept.","2021","Human Resources","Outside London","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Outside London","SEO/HEO","Female","60","[c]","35610","34630"
"Leaver Dept.","2021","Human Resources","Outside London","SEO/HEO","Male","40","[c]","36530","35020"
"Leaver Dept.","2021","Human Resources","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Outside London","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Outside London","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","London","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","London","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","London","EO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","London","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","London","G6/G7","Female","40","[c]","59090","58020"
"Leaver Dept.","2021","Legal","London","G6/G7","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","London","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","London","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Outside London","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Outside London","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Outside London","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Outside London","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Outside London","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Outside London","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","London","AA/AO","Female","65","[c]","23010","22680"
"Leaver Dept.","2021","No function","London","AA/AO","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","London","EO","Female","165","[c]","27630","27310"
"Leaver Dept.","2021","No function","London","EO","Male","105","[c]","27540","27470"
"Leaver Dept.","2021","No function","London","G6/G7","Female","345","[c]","55950","54280"
"Leaver Dept.","2021","No function","London","G6/G7","Male","325","[c]","56330","53910"
"Leaver Dept.","2021","No function","London","SCS level","Female","75","[c]","86520","76540"
"Leaver Dept.","2021","No function","London","SCS level","Male","40","[c]","94260","90880"
"Leaver Dept.","2021","No function","London","SEO/HEO","Female","485","[c]","36030","34550"
"Leaver Dept.","2021","No function","London","SEO/HEO","Male","420","[c]","35590","34240"
"Leaver Dept.","2021","No function","London","Unknown","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","London","Unknown","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Outside London","AA/AO","Female","330","[c]","19960","19930"
"Leaver Dept.","2021","No function","Outside London","AA/AO","Male","250","[c]","20430","19930"
"Leaver Dept.","2021","No function","Outside London","EO","Female","140","[c]","23990","23250"
"Leaver Dept.","2021","No function","Outside London","EO","Male","90","[c]","24300","24050"
"Leaver Dept.","2021","No function","Outside London","G6/G7","Female","45","[c]","51720","51480"
"Leaver Dept.","2021","No function","Outside London","G6/G7","Male","45","[c]","54570","52180"
"Leaver Dept.","2021","No function","Outside London","SCS level","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Outside London","SEO/HEO","Female","175","[c]","33150","31860"
"Leaver Dept.","2021","No function","Outside London","SEO/HEO","Male","130","[c]","33300","31560"
"Leaver Dept.","2021","No function","Outside London","Unknown","Female","45","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Outside London","Unknown","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Overseas","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Overseas","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Overseas","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Overseas","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","G6/G7","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","G6/G7","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","SCS level","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","SEO/HEO","Female","300","[c]","31600","32000"
"Leaver Dept.","2021","No function","Unknown","SEO/HEO","Male","240","[c]","31530","32000"
"Leaver Dept.","2021","Project Delivery","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","London","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","London","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","London","G6/G7","Female","35","[c]","60190","59730"
"Leaver Dept.","2021","Project Delivery","London","G6/G7","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","London","SCS level","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","London","SEO/HEO","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","London","SEO/HEO","Male","35","[c]","37040","36800"
"Leaver Dept.","2021","Project Delivery","Outside London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Outside London","EO","Female","35","[c]","23450","23520"
"Leaver Dept.","2021","Project Delivery","Outside London","EO","Male","30","[c]","23020","23520"
"Leaver Dept.","2021","Project Delivery","Outside London","G6/G7","Female","30","[c]","58810","56730"
"Leaver Dept.","2021","Project Delivery","Outside London","G6/G7","Male","40","[c]","52720","52520"
"Leaver Dept.","2021","Project Delivery","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Outside London","SEO/HEO","Female","90","[c]","32530","32430"
"Leaver Dept.","2021","Project Delivery","Outside London","SEO/HEO","Male","110","[c]","34200","33300"
"Leaver Dept.","2021","Project Delivery","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Overseas","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Overseas","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Overseas","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","London","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","London","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Outside London","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Outside London","AA/AO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Outside London","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Outside London","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Outside London","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Outside London","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Outside London","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Outside London","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","London","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","London","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Outside London","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Outside London","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Outside London","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Outside London","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","London","AA/AO","Female","50","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","London","AA/AO","Male","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","London","EO","Female","205","[c]","29760","29640"
