"Status","Year","Disability","Organisation","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Department for Transport (excl. agencies)","London","EO","20","20","[c]","[c]"
"In post","2021","Unknown","Department for Transport (excl. agencies)","London","G6/G7","70","70","58610","54760"
"In post","2021","Unknown","Department for Transport (excl. agencies)","London","SCS level","5","5","[c]","[c]"
"In post","2021","Unknown","Department for Transport (excl. agencies)","London","SEO/HEO","90","90","39130","37660"
"In post","2021","Unknown","Department for Transport (excl. agencies)","Outside London","EO","10","10","[c]","[c]"
"In post","2021","Unknown","Department for Transport (excl. agencies)","Outside London","G6/G7","15","15","[c]","[c]"
"In post","2021","Unknown","Department for Transport (excl. agencies)","Outside London","SEO/HEO","20","20","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","London","AA/AO","35","35","24920","25110"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","London","EO","355","345","31080","31060"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","London","G6/G7","60","55","61150","58880"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","London","SCS level","15","15","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","London","SEO/HEO","90","90","38570","36650"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Outside London","AA/AO","850","790","21100","21010"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Outside London","EO","1520","1460","27720","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Outside London","G6/G7","65","65","58230","57160"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Outside London","SCS level","10","10","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Outside London","SEO/HEO","145","140","34730","34290"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","EO","30","30","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","G6/G7","10","10","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Unknown","Department of Health and Social Care (excl. agencies)","London","AA/AO","15","15","[c]","[c]"
"In post","2021","Unknown","Department of Health and Social Care (excl. agencies)","London","EO","260","255","27310","27270"
"In post","2021","Unknown","Department of Health and Social Care (excl. agencies)","London","G6/G7","675","665","58270","53360"
"In post","2021","Unknown","Department of Health and Social Care (excl. agencies)","London","SCS level","140","140","91980","81390"
"In post","2021","Unknown","Department of Health and Social Care (excl. agencies)","London","SEO/HEO","740","730","35870","32790"
"In post","2021","Unknown","Department of Health and Social Care (excl. agencies)","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2021","Unknown","Department of Health and Social Care (excl. agencies)","Outside London","EO","70","70","23780","23440"
"In post","2021","Unknown","Department of Health and Social Care (excl. agencies)","Outside London","G6/G7","240","235","54190","49530"
"In post","2021","Unknown","Department of Health and Social Care (excl. agencies)","Outside London","SCS level","30","30","85250","79280"
"In post","2021","Unknown","Department of Health and Social Care (excl. agencies)","Outside London","SEO/HEO","335","325","32730","30320"
"In post","2021","Unknown","Disclosure Scotland","Outside London","AA/AO","85","80","22170","22230"
"In post","2021","Unknown","Disclosure Scotland","Outside London","EO","30","30","29910","29190"
"In post","2021","Unknown","Disclosure Scotland","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2021","Unknown","Disclosure Scotland","Outside London","SEO/HEO","20","20","[c]","[c]"
"In post","2021","Unknown","Driver and Vehicle Licensing Agency","Outside London","AA/AO","540","475","20530","21590"
"In post","2021","Unknown","Driver and Vehicle Licensing Agency","Outside London","EO","55","50","26580","26470"
"In post","2021","Unknown","Driver and Vehicle Licensing Agency","Outside London","G6/G7","30","25","[c]","[c]"
"In post","2021","Unknown","Driver and Vehicle Licensing Agency","Outside London","SEO/HEO","50","50","37850","37600"
"In post","2021","Unknown","Driver and Vehicle Standards Agency","London","AA/AO","10","10","[c]","[c]"
"In post","2021","Unknown","Driver and Vehicle Standards Agency","London","EO","45","45","30680","30470"
"In post","2021","Unknown","Driver and Vehicle Standards Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Driver and Vehicle Standards Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Driver and Vehicle Standards Agency","Outside London","AA/AO","230","230","24160","21590"
"In post","2021","Unknown","Driver and Vehicle Standards Agency","Outside London","EO","425","415","27130","26470"
"In post","2021","Unknown","Driver and Vehicle Standards Agency","Outside London","G6/G7","15","15","[c]","[c]"
"In post","2021","Unknown","Driver and Vehicle Standards Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Driver and Vehicle Standards Agency","Outside London","SEO/HEO","95","95","35510","32230"
"In post","2021","Unknown","Education and Skills Funding Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Education and Skills Funding Agency","London","G6/G7","10","10","[c]","[c]"
"In post","2021","Unknown","Education and Skills Funding Agency","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Education and Skills Funding Agency","London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Unknown","Education and Skills Funding Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Education and Skills Funding Agency","Outside London","EO","30","30","25230","25000"
"In post","2021","Unknown","Education and Skills Funding Agency","Outside London","G6/G7","25","25","[c]","[c]"
"In post","2021","Unknown","Education and Skills Funding Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Education and Skills Funding Agency","Outside London","SEO/HEO","100","95","33970","36500"
"In post","2021","Unknown","Education Scotland","Outside London","AA/AO","25","25","[c]","[c]"
"In post","2021","Unknown","Education Scotland","Outside London","EO","10","10","[c]","[c]"
"In post","2021","Unknown","Education Scotland","Outside London","G6/G7","100","95","68570","71160"
"In post","2021","Unknown","Education Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Education Scotland","Outside London","SEO/HEO","35","35","42360","46190"
"In post","2021","Unknown","ESTYN","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","FCDO Services","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","FCDO Services","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","FCDO Services","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","FCDO Services","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","FCDO Services","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Unknown","FCDO Services","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Unknown","FCDO Services","Outside London","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Unknown","FCDO Services","Overseas","EO","5","5","[c]","[c]"
"In post","2021","Unknown","FCDO Services","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","FCDO Services","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Food Standards Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Food Standards Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Food Standards Scotland","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","Unknown","Food Standards Scotland","Outside London","EO","40","40","28400","29190"
"In post","2021","Unknown","Food Standards Scotland","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Unknown","Food Standards Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Food Standards Scotland","Outside London","SEO/HEO","75","70","36960","33620"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","London","AA/AO","40","40","25900","25430"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","London","EO","80","80","30600","30630"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","London","G6/G7","410","395","58740","57400"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","London","SCS level","55","55","87040","78200"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","London","SEO/HEO","265","260","38410","38600"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","AA/AO","30","30","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","EO","45","40","25690","26120"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","G6/G7","95","95","52430","51850"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","SEO/HEO","140","135","36250","33930"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","EO","5","5","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","G6/G7","230","230","58750","56900"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","SCS level","40","40","82250","75640"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","SEO/HEO","80","80","36940","35860"
"In post","2021","Unknown","Forestry and Land Scotland","Outside London","AA/AO","20","20","[c]","[c]"
"In post","2021","Unknown","Forestry and Land Scotland","Outside London","EO","15","15","[c]","[c]"
"In post","2021","Unknown","Forestry and Land Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Forestry and Land Scotland","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Unknown","Government Actuary's Department","London","AA/AO","5","5","[c]","[c]"
"In post","2021","Unknown","Government Actuary's Department","London","EO","5","5","[c]","[c]"
"In post","2021","Unknown","Government Actuary's Department","London","G6/G7","20","15","[c]","[c]"
"In post","2021","Unknown","Government Actuary's Department","London","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Unknown","Government Actuary's Department","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Internal Audit Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Legal Department","London","AA/AO","10","10","[c]","[c]"
"In post","2021","Unknown","Government Legal Department","London","EO","40","40","27950","27580"
"In post","2021","Unknown","Government Legal Department","London","G6/G7","240","215","63050","64710"
"In post","2021","Unknown","Government Legal Department","London","SCS level","25","25","[c]","[c]"
"In post","2021","Unknown","Government Legal Department","London","SEO/HEO","30","30","38840","39510"
"In post","2021","Unknown","Government Legal Department","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Legal Department","Outside London","G6/G7","15","10","[c]","[c]"
"In post","2021","Unknown","Government Legal Department","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Legal Department","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Property Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Property Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Property Agency","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Property Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Property Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Property Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Property Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Health and Safety Executive","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Health and Safety Executive","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Health and Safety Executive","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Health and Safety Executive","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2021","Unknown","Health and Safety Executive","Outside London","EO","10","10","[c]","[c]"
"In post","2021","Unknown","Health and Safety Executive","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Health and Safety Executive","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Health and Safety Executive","Outside London","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Unknown","HM Courts and Tribunals Service","London","AA/AO","470","465","21470","22680"
"In post","2021","Unknown","HM Courts and Tribunals Service","London","EO","55","55","25640","26410"
"In post","2021","Unknown","HM Courts and Tribunals Service","London","G6/G7","20","20","[c]","[c]"
"In post","2021","Unknown","HM Courts and Tribunals Service","London","SEO/HEO","135","135","33790","30850"
"In post","2021","Unknown","HM Courts and Tribunals Service","Outside London","AA/AO","760","720","18780","18880"
"In post","2021","Unknown","HM Courts and Tribunals Service","Outside London","EO","80","80","22230","22570"
"In post","2021","Unknown","HM Courts and Tribunals Service","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2021","Unknown","HM Courts and Tribunals Service","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","HM Courts and Tribunals Service","Outside London","SEO/HEO","100","95","28080","26550"
"In post","2021","Unknown","HM Courts and Tribunals Service","Unknown","AA/AO","5","5","[c]","[c]"
"In post","2021","Unknown","HM Land Registry","London","AA/AO","45","45","25790","25850"
"In post","2021","Unknown","HM Land Registry","London","EO","20","20","[c]","[c]"
"In post","2021","Unknown","HM Land Registry","London","G6/G7","15","15","[c]","[c]"
"In post","2021","Unknown","HM Land Registry","London","SCS level","5","5","[c]","[c]"
"In post","2021","Unknown","HM Land Registry","London","SEO/HEO","30","30","41580","41900"
"In post","2021","Unknown","HM Land Registry","Outside London","AA/AO","1275","1225","22330","22350"
"In post","2021","Unknown","HM Land Registry","Outside London","EO","290","280","27620","27130"
"In post","2021","Unknown","HM Land Registry","Outside London","G6/G7","75","75","59160","57000"
"In post","2021","Unknown","HM Land Registry","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","HM Land Registry","Outside London","SEO/HEO","185","185","38460","38550"
"In post","2021","Unknown","HM Prison and Probation Service","London","AA/AO","585","580","30050","30220"
"In post","2021","Unknown","HM Prison and Probation Service","London","EO","50","50","30430","28960"
"In post","2021","Unknown","HM Prison and Probation Service","London","G6/G7","20","20","[c]","[c]"
"In post","2021","Unknown","HM Prison and Probation Service","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","HM Prison and Probation Service","London","SEO/HEO","60","60","40210","40370"
"In post","2021","Unknown","HM Prison and Probation Service","London","Unknown","90","90","26330","26810"
"In post","2021","Unknown","HM Prison and Probation Service","Outside London","AA/AO","3250","3185","24590","24440"
"In post","2021","Unknown","HM Prison and Probation Service","Outside London","EO","165","160","28170","26850"
"In post","2021","Unknown","HM Prison and Probation Service","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2021","Unknown","HM Prison and Probation Service","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","HM Prison and Probation Service","Outside London","SEO/HEO","150","130","34960","33520"
"In post","2021","Unknown","HM Prison and Probation Service","Outside London","Unknown","620","550","23570","22920"
"In post","2021","Unknown","HM Revenue and Customs (excl. agencies)","London","AA/AO","285","260","24720","24120"
"In post","2021","Unknown","HM Revenue and Customs (excl. agencies)","London","EO","515","485","30450","29570"
"In post","2021","Unknown","HM Revenue and Customs (excl. agencies)","London","G6/G7","475","460","62390","59160"
"In post","2021","Unknown","HM Revenue and Customs (excl. agencies)","London","SCS level","40","35","93910","81200"
"In post","2021","Unknown","HM Revenue and Customs (excl. agencies)","London","SEO/HEO","905","870","38490","36240"
"In post","2021","Unknown","HM Revenue and Customs (excl. agencies)","Outside London","AA/AO","8335","7315","20460","20140"
"In post","2021","Unknown","HM Revenue and Customs (excl. agencies)","Outside London","EO","4120","3870","25630","25560"
"In post","2021","Unknown","HM Revenue and Customs (excl. agencies)","Outside London","G6/G7","890","860","54570","52580"
"In post","2021","Unknown","HM Revenue and Customs (excl. agencies)","Outside London","SCS level","35","30","88030","77860"
"In post","2021","Unknown","HM Revenue and Customs (excl. agencies)","Outside London","SEO/HEO","3770","3625","33500","31810"
"In post","2021","Unknown","HM Treasury (excl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","HM Treasury (excl. agencies)","London","EO","5","5","[c]","[c]"
"In post","2021","Unknown","HM Treasury (excl. agencies)","London","G6/G7","30","30","[c]","[c]"
"In post","2021","Unknown","HM Treasury (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","HM Treasury (excl. agencies)","London","SEO/HEO","20","20","[c]","[c]"
"In post","2021","Unknown","HM Treasury (excl. agencies)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","HM Treasury (excl. agencies)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","HM Treasury (excl. agencies)","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","London","AA/AO","80","75","24880","25630"
"In post","2021","Unknown","Home Office (incl. agencies)","London","EO","250","245","28970","28650"
"In post","2021","Unknown","Home Office (incl. agencies)","London","G6/G7","180","175","60350","57430"
"In post","2021","Unknown","Home Office (incl. agencies)","London","SCS level","10","10","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","London","SEO/HEO","330","325","38620","37210"
"In post","2021","Unknown","Home Office (incl. agencies)","Outside London","AA/AO","490","470","21350","21430"
"In post","2021","Unknown","Home Office (incl. agencies)","Outside London","EO","495","480","25470","24880"
"In post","2021","Unknown","Home Office (incl. agencies)","Outside London","G6/G7","55","55","56840","55630"
"In post","2021","Unknown","Home Office (incl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Outside London","SEO/HEO","105","105","34950","33900"
"In post","2021","Unknown","Home Office (incl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Overseas","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Unknown","EO","5","5","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Insolvency Service","London","AA/AO","10","10","[c]","[c]"
"In post","2021","Unknown","Insolvency Service","London","EO","10","10","[c]","[c]"
"In post","2021","Unknown","Insolvency Service","London","G6/G7","15","15","[c]","[c]"
"In post","2021","Unknown","Insolvency Service","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Insolvency Service","London","SEO/HEO","30","30","36800","35980"
"In post","2021","Unknown","Insolvency Service","Outside London","AA/AO","255","255","20770","20880"
"In post","2021","Unknown","Insolvency Service","Outside London","EO","35","35","24790","24020"
"In post","2021","Unknown","Insolvency Service","Outside London","G6/G7","20","20","[c]","[c]"
"In post","2021","Unknown","Insolvency Service","Outside London","SEO/HEO","135","135","34170","33720"
"In post","2021","Unknown","Legal Aid Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal Aid Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal Aid Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal Aid Agency","Outside London","AA/AO","50","45","19370","18890"
"In post","2021","Unknown","Legal Aid Agency","Outside London","EO","10","10","[c]","[c]"
"In post","2021","Unknown","Legal Aid Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal Aid Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Maritime and Coastguard Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Maritime and Coastguard Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Maritime and Coastguard Agency","Outside London","AA/AO","105","100","24520","26590"
"In post","2021","Unknown","Maritime and Coastguard Agency","Outside London","EO","55","55","29400","30130"
"In post","2021","Unknown","Maritime and Coastguard Agency","Outside London","G6/G7","20","15","[c]","[c]"
"In post","2021","Unknown","Maritime and Coastguard Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Maritime and Coastguard Agency","Outside London","SEO/HEO","75","75","37660","36040"
"In post","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","London","AA/AO","15","15","[c]","[c]"
"In post","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","London","EO","105","105","27830","27400"
"In post","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","London","G6/G7","140","130","58480","53860"
"In post","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","London","SCS level","60","55","90410","86470"
"In post","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","London","SEO/HEO","190","190","37560","40450"
"In post","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Outside London","EO","30","30","27790","27510"
"In post","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Outside London","G6/G7","55","55","59300","53970"
"In post","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Outside London","SEO/HEO","90","90","37880","40450"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","London","AA/AO","175","170","25350","23090"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","London","EO","70","70","31150","30370"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","London","G6/G7","115","105","63770","59730"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","London","SCS level","15","15","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","London","SEO/HEO","230","230","41650","41500"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","London","Unknown","15","15","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Outside London","AA/AO","2770","2670","24500","21030"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Outside London","EO","845","820","28500","26670"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Outside London","G6/G7","295","265","66220","63830"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Outside London","SCS level","15","15","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Outside London","SEO/HEO","1040","1000","38120","37640"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Outside London","Unknown","70","65","42830","40700"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Overseas","EO","20","20","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Overseas","G6/G7","40","40","65480","66180"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Overseas","SEO/HEO","225","225","42900","41600"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Unknown","AA/AO","10","10","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Unknown","EO","15","15","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Unknown","G6/G7","5","5","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Unknown","SEO/HEO","20","20","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Unknown","Unknown","15","15","[c]","[c]"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","London","EO","25","25","[c]","[c]"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","London","G6/G7","65","65","57430","53640"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","London","SCS level","10","10","[c]","[c]"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","London","SEO/HEO","60","60","36600","33990"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","G6/G7","20","20","[c]","[c]"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","SEO/HEO","30","25","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice (excl. agencies)","London","AA/AO","25","25","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice (excl. agencies)","London","EO","80","75","26830","26410"
"In post","2021","Unknown","Ministry of Justice (excl. agencies)","London","G6/G7","175","170","60130","58130"
"In post","2021","Unknown","Ministry of Justice (excl. agencies)","London","SCS level","15","15","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice (excl. agencies)","London","SEO/HEO","285","280","36780","36800"
"In post","2021","Unknown","Ministry of Justice (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice (excl. agencies)","Outside London","AA/AO","20","20","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice (excl. agencies)","Outside London","EO","25","25","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice (excl. agencies)","Outside London","G6/G7","55","50","55610","54900"
"In post","2021","Unknown","Ministry of Justice (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice (excl. agencies)","Outside London","SEO/HEO","80","75","33980","31970"
"In post","2021","Unknown","Ministry of Justice (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","London","AA/AO","80","75","25350","24220"
"In post","2021","Unknown","National Crime Agency","London","EO","445","440","34800","36200"
"In post","2021","Unknown","National Crime Agency","London","G6/G7","100","95","65200","64410"
"In post","2021","Unknown","National Crime Agency","London","SCS level","20","20","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","London","SEO/HEO","440","430","45100","44740"
"In post","2021","Unknown","National Crime Agency","Outside London","AA/AO","165","155","22140","20800"
"In post","2021","Unknown","National Crime Agency","Outside London","EO","1315","1290","32420","32770"
"In post","2021","Unknown","National Crime Agency","Outside London","G6/G7","75","75","61700","60990"
"In post","2021","Unknown","National Crime Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","Outside London","SEO/HEO","775","760","42140","42580"
"In post","2021","Unknown","National Crime Agency","Overseas","EO","[c]","[c]","[c]","[c]"
