"Status","Year","Disability","Organisation","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Animal and Plant Health Agency","Outside London","EO","95","90","26220","25190"
"In post","2021","Declared disabled","Animal and Plant Health Agency","Outside London","G6/G7","20","20","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","Outside London","SEO/HEO","85","80","33410","32560"
"In post","2021","Declared disabled","Attorney General's Office","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Office","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Office","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","London","AA/AO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","London","EO","80","80","27780","27500"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","London","G6/G7","200","195","58560","56340"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","London","SCS level","40","40","90710","76200"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","London","SEO/HEO","140","140","36950","35590"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Outside London","AA/AO","45","40","20870","20800"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Outside London","EO","30","30","25760","25550"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Outside London","G6/G7","30","30","55720","52630"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Outside London","SEO/HEO","80","75","35410","33300"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Unknown","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Outside London","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Companies House","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Outside London","AA/AO","30","30","21650","22490"
"In post","2021","Declared disabled","Companies House","Outside London","EO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Outside London","SEO/HEO","20","15","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","London","G6/G7","15","15","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Criminal Injuries Compensation Authority","Outside London","AA/AO","15","10","[c]","[c]"
"In post","2021","Declared disabled","Criminal Injuries Compensation Authority","Outside London","EO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Criminal Injuries Compensation Authority","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Criminal Injuries Compensation Authority","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Criminal Injuries Compensation Authority","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Outside London","SEO/HEO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Outside London","AA/AO","35","30","21930","22220"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Outside London","EO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Outside London","SEO/HEO","50","50","43920","40970"
"In post","2021","Declared disabled","Crown Prosecution Service","London","AA/AO","30","30","23400","23520"
"In post","2021","Declared disabled","Crown Prosecution Service","London","EO","35","30","29420","30110"
"In post","2021","Declared disabled","Crown Prosecution Service","London","G6/G7","80","75","63760","62660"
"In post","2021","Declared disabled","Crown Prosecution Service","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","London","SEO/HEO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Outside London","AA/AO","125","115","22230","21950"
"In post","2021","Declared disabled","Crown Prosecution Service","Outside London","EO","105","95","27820","28430"
"In post","2021","Declared disabled","Crown Prosecution Service","Outside London","G6/G7","230","210","57330","55610"
"In post","2021","Declared disabled","Crown Prosecution Service","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Outside London","SEO/HEO","80","75","36200","34480"
"In post","2021","Declared disabled","Crown Prosecution Service","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service Inspectorate","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service Inspectorate","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service Inspectorate","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service Inspectorate","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service Inspectorate","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service Inspectorate","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service Inspectorate","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service Inspectorate","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt Management Office","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt Management Office","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt Management Office","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt Management Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Electronics and Components Agency","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Defence Electronics and Components Agency","Outside London","EO","20","15","[c]","[c]"
"In post","2021","Declared disabled","Defence Electronics and Components Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Electronics and Components Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Electronics and Components Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","London","EO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Outside London","EO","275","260","22710","22000"
"In post","2021","Declared disabled","Defence Equipment and Support","Outside London","G6/G7","135","130","56380","55210"
"In post","2021","Declared disabled","Defence Equipment and Support","Outside London","SCS level","10","10","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Outside London","SEO/HEO","645","620","35830","35630"
"In post","2021","Declared disabled","Defence Equipment and Support","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Science and Technology Laboratory","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Science and Technology Laboratory","Outside London","AA/AO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Defence Science and Technology Laboratory","Outside London","EO","35","35","23280","22780"
"In post","2021","Declared disabled","Defence Science and Technology Laboratory","Outside London","G6/G7","165","160","50480","46650"
"In post","2021","Declared disabled","Defence Science and Technology Laboratory","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Science and Technology Laboratory","Outside London","SEO/HEO","240","230","33060","32000"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","AA/AO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","EO","40","40","29200","27690"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","G6/G7","180","175","58700","56340"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SCS level","20","20","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SEO/HEO","190","185","37470","35910"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","EO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","London","EO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","London","G6/G7","45","40","57340","54730"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","London","SCS level","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","London","SEO/HEO","50","50","36290","34210"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","London","EO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","London","G6/G7","65","65","59990","61070"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","London","SCS level","15","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","London","SEO/HEO","75","70","38460","37350"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","Outside London","EO","65","60","25750","26000"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","Outside London","G6/G7","80","75","54700","50630"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","Outside London","SEO/HEO","185","180","34690","36500"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","London","AA/AO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","London","EO","40","40","27840","28170"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","London","G6/G7","70","70","56350","54280"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SCS level","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SEO/HEO","120","115","36360","35890"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","EO","35","35","25430","25100"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","G6/G7","105","105","51930","49360"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","SEO/HEO","185","175","34330","35900"
"In post","2021","Declared disabled","Department for International Trade","London","AA/AO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","London","EO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","London","G6/G7","70","70","56560","52830"
"In post","2021","Declared disabled","Department for International Trade","London","SCS level","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","London","SEO/HEO","60","60","35270","35160"
"In post","2021","Declared disabled","Department for International Trade","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Overseas","G6/G7","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","London","AA/AO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","London","EO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","London","G6/G7","60","60","57970","54760"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","London","SCS level","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","London","SEO/HEO","75","70","39160","36880"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","London","AA/AO","270","235","24290","25110"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","London","EO","955","885","31060","31060"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","London","G6/G7","80","80","60870","56990"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","London","SCS level","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","London","SEO/HEO","220","210","38640","38450"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Outside London","AA/AO","4780","4025","20970","21010"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Outside London","EO","7330","6465","27670","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Outside London","G6/G7","210","195","54080","50550"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Outside London","SEO/HEO","1215","1115","34020","33180"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Unknown","AA/AO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Unknown","EO","85","80","28110","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Unknown","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Unknown","SEO/HEO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care (excl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care (excl. agencies)","London","EO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care (excl. agencies)","London","G6/G7","30","30","60460","62290"
"In post","2021","Declared disabled","Department of Health and Social Care (excl. agencies)","London","SCS level","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care (excl. agencies)","London","SEO/HEO","35","35","36610","34290"
"In post","2021","Declared disabled","Department of Health and Social Care (excl. agencies)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care (excl. agencies)","Outside London","EO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care (excl. agencies)","Outside London","G6/G7","20","20","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care (excl. agencies)","Outside London","SEO/HEO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Disclosure Scotland","Outside London","AA/AO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Disclosure Scotland","Outside London","EO","10","5","[c]","[c]"
"In post","2021","Declared disabled","Disclosure Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Disclosure Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Disclosure Scotland","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Licensing Agency","Outside London","AA/AO","490","390","20280","21590"
"In post","2021","Declared disabled","Driver and Vehicle Licensing Agency","Outside London","EO","90","80","26710","26780"
"In post","2021","Declared disabled","Driver and Vehicle Licensing Agency","Outside London","G6/G7","15","15","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Licensing Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Licensing Agency","Outside London","SEO/HEO","65","60","37490","33350"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","London","EO","45","45","30940","30780"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Outside London","AA/AO","80","75","23370","21590"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Outside London","EO","230","205","27590","26780"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Outside London","SEO/HEO","90","90","35780","33350"
"In post","2021","Declared disabled","Education and Skills Funding Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Education and Skills Funding Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Education and Skills Funding Agency","London","G6/G7","10","10","[c]","[c]"
"In post","2021","Declared disabled","Education and Skills Funding Agency","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Education and Skills Funding Agency","London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Education and Skills Funding Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
