"Status","Year","Disability","Region_ITL2","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Dorset and Somerset","Unknown","35","30","29970","28880"
"In post","2021","Declared disabled","East Anglia","AA","95","90","19780","19560"
"In post","2021","Declared disabled","East Anglia","AO","390","350","23510","21430"
"In post","2021","Declared disabled","East Anglia","EO","430","390","27630","27570"
"In post","2021","Declared disabled","East Anglia","G6","10","10","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","G7","40","40","55840","53500"
"In post","2021","Declared disabled","East Anglia","HEO","215","205","33140","33300"
"In post","2021","Declared disabled","East Anglia","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","SEO","100","95","43030","42080"
"In post","2021","Declared disabled","East Anglia","Unknown","75","65","30910","30550"
"In post","2021","Declared disabled","East Wales","AA","55","50","19490","19560"
"In post","2021","Declared disabled","East Wales","AO","475","415","21280","21010"
"In post","2021","Declared disabled","East Wales","EO","510","470","26910","27570"
"In post","2021","Declared disabled","East Wales","G6","35","30","67880","66270"
"In post","2021","Declared disabled","East Wales","G7","135","130","55320","55440"
"In post","2021","Declared disabled","East Wales","HEO","300","280","32460","31810"
"In post","2021","Declared disabled","East Wales","SCS level","20","20","[c]","[c]"
"In post","2021","Declared disabled","East Wales","SEO","180","170","40660","38980"
"In post","2021","Declared disabled","East Wales","Unknown","75","70","31190","30210"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","AA","30","30","20510","20600"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","AO","155","130","23050","21010"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","EO","220","195","27460","27570"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","HEO","35","30","33880","33760"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","SEO","15","15","[c]","[c]"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","Unknown","40","40","29330","28200"
"In post","2021","Declared disabled","Eastern Scotland","AA","95","85","21350","22230"
"In post","2021","Declared disabled","Eastern Scotland","AO","495","450","22140","21010"
"In post","2021","Declared disabled","Eastern Scotland","EO","635","585","28790","27570"
"In post","2021","Declared disabled","Eastern Scotland","G6","60","55","71120","72380"
"In post","2021","Declared disabled","Eastern Scotland","G7","130","125","56250","56120"
"In post","2021","Declared disabled","Eastern Scotland","HEO","290","275","34290","33620"
"In post","2021","Declared disabled","Eastern Scotland","SCS level","10","10","[c]","[c]"
"In post","2021","Declared disabled","Eastern Scotland","SEO","210","200","43770","44430"
"In post","2021","Declared disabled","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Essex","AA","15","10","[c]","[c]"
"In post","2021","Declared disabled","Essex","AO","195","170","24060","23500"
"In post","2021","Declared disabled","Essex","EO","315","285","29180","29290"
"In post","2021","Declared disabled","Essex","G6","5","5","[c]","[c]"
"In post","2021","Declared disabled","Essex","G7","30","25","[c]","[c]"
"In post","2021","Declared disabled","Essex","HEO","65","60","35470","33900"
"In post","2021","Declared disabled","Essex","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Essex","SEO","40","35","41220","38980"
"In post","2021","Declared disabled","Essex","Unknown","50","45","27750","24800"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","AA","70","65","19480","19560"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","AO","370","335","22030","21010"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","EO","705","640","25960","26910"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","G6","95","90","66740","65610"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","G7","290","280","52470","52580"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","625","600","31640","31990"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","20","20","[c]","[c]"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","595","565","40740","40580"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","230","215","36250","33140"
"In post","2021","Declared disabled","Greater Manchester","AA","50","45","19160","19560"
"In post","2021","Declared disabled","Greater Manchester","AO","620","545","21260","21010"
"In post","2021","Declared disabled","Greater Manchester","EO","695","635","26830","27570"
"In post","2021","Declared disabled","Greater Manchester","G6","30","30","64790","64670"
"In post","2021","Declared disabled","Greater Manchester","G7","140","140","53510","52580"
"In post","2021","Declared disabled","Greater Manchester","HEO","300","285","32180","31810"
"In post","2021","Declared disabled","Greater Manchester","SCS level","10","10","[c]","[c]"
"In post","2021","Declared disabled","Greater Manchester","SEO","175","165","39700","38630"
"In post","2021","Declared disabled","Greater Manchester","Unknown","120","110","30740","31420"
"In post","2021","Declared disabled","Hampshire and Isle of Wight","AA","125","100","19270","19560"
"In post","2021","Declared disabled","Hampshire and Isle of Wight","AO","400","340","21930","21010"
"In post","2021","Declared disabled","Hampshire and Isle of Wight","EO","460","425","27130","27570"
"In post","2021","Declared disabled","Hampshire and Isle of Wight","G6","15","15","[c]","[c]"
"In post","2021","Declared disabled","Hampshire and Isle of Wight","G7","130","125","52490","51490"
"In post","2021","Declared disabled","Hampshire and Isle of Wight","HEO","295","275","32720","33300"
"In post","2021","Declared disabled","Hampshire and Isle of Wight","SCS level","5","5","[c]","[c]"
"In post","2021","Declared disabled","Hampshire and Isle of Wight","SEO","180","170","39850","40000"
"In post","2021","Declared disabled","Hampshire and Isle of Wight","Unknown","65","60","31950","31420"
"In post","2021","Declared disabled","Herefordshire, Worcestershire and Warwickshire","AA","25","25","[c]","[c]"
"In post","2021","Declared disabled","Herefordshire, Worcestershire and Warwickshire","AO","155","135","23330","21010"
"In post","2021","Declared disabled","Herefordshire, Worcestershire and Warwickshire","EO","125","115","27060","27570"
"In post","2021","Declared disabled","Herefordshire, Worcestershire and Warwickshire","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Herefordshire, Worcestershire and Warwickshire","G7","10","10","[c]","[c]"
"In post","2021","Declared disabled","Herefordshire, Worcestershire and Warwickshire","HEO","35","35","32110","31840"
"In post","2021","Declared disabled","Herefordshire, Worcestershire and Warwickshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Herefordshire, Worcestershire and Warwickshire","SEO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Unknown","55","50","29660","29200"
"In post","2021","Declared disabled","Highlands and Islands","AA","15","15","[c]","[c]"
"In post","2021","Declared disabled","Highlands and Islands","AO","45","40","22150","21010"
"In post","2021","Declared disabled","Highlands and Islands","EO","85","80","28510","27570"
"In post","2021","Declared disabled","Highlands and Islands","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Highlands and Islands","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Highlands and Islands","HEO","10","5","[c]","[c]"
"In post","2021","Declared disabled","Highlands and Islands","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Highlands and Islands","SEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Inner London - East","AA","20","15","[c]","[c]"
"In post","2021","Declared disabled","Inner London - East","AO","300","270","25340","25060"
"In post","2021","Declared disabled","Inner London - East","EO","510","480","30870","31060"
"In post","2021","Declared disabled","Inner London - East","G6","55","55","70030","71290"
"In post","2021","Declared disabled","Inner London - East","G7","185","175","57910","58850"
"In post","2021","Declared disabled","Inner London - East","HEO","210","205","36430","36160"
"In post","2021","Declared disabled","Inner London - East","SCS level","30","30","98040","90820"
"In post","2021","Declared disabled","Inner London - East","SEO","140","135","44510","42900"
"In post","2021","Declared disabled","Inner London - East","Unknown","125","120","33830","32090"
"In post","2021","Declared disabled","Inner London - West","AA","65","55","21710","21210"
"In post","2021","Declared disabled","Inner London - West","AO","435","405","25760","24490"
"In post","2021","Declared disabled","Inner London - West","EO","875","845","29580","29560"
"In post","2021","Declared disabled","Inner London - West","G6","485","465","68200","66970"
"In post","2021","Declared disabled","Inner London - West","G7","1135","1100","56550","54960"
"In post","2021","Declared disabled","Inner London - West","HEO","1115","1090","35190","35020"
"In post","2021","Declared disabled","Inner London - West","SCS level","245","240","88470","79370"
"In post","2021","Declared disabled","Inner London - West","SEO","790","765","42680","41820"
"In post","2021","Declared disabled","Inner London - West","Unknown","35","35","36940","36580"
"In post","2021","Declared disabled","Kent","AA","55","50","20270","20670"
"In post","2021","Declared disabled","Kent","AO","270","245","24510","24180"
"In post","2021","Declared disabled","Kent","EO","375","350","28850","29290"
"In post","2021","Declared disabled","Kent","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Kent","G7","25","25","[c]","[c]"
"In post","2021","Declared disabled","Kent","HEO","105","100","34040","33950"
"In post","2021","Declared disabled","Kent","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Kent","SEO","60","60","44010","42300"
"In post","2021","Declared disabled","Kent","Unknown","60","55","30010","28200"
"In post","2021","Declared disabled","Lancashire","AA","65","55","20310","20230"
"In post","2021","Declared disabled","Lancashire","AO","755","660","21590","21010"
"In post","2021","Declared disabled","Lancashire","EO","680","605","27260","27570"
"In post","2021","Declared disabled","Lancashire","G6","15","10","[c]","[c]"
"In post","2021","Declared disabled","Lancashire","G7","50","45","52180","50420"
"In post","2021","Declared disabled","Lancashire","HEO","200","185","32950","32170"
"In post","2021","Declared disabled","Lancashire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Lancashire","SEO","105","95","38420","36900"
"In post","2021","Declared disabled","Lancashire","Unknown","70","65","29310","28200"
"In post","2021","Declared disabled","Leicestershire, Rutland and Northamptonshire","AA","40","40","19460","19600"
"In post","2021","Declared disabled","Leicestershire, Rutland and Northamptonshire","AO","315","270","21410","21010"
"In post","2021","Declared disabled","Leicestershire, Rutland and Northamptonshire","EO","235","210","27050","27570"
"In post","2021","Declared disabled","Leicestershire, Rutland and Northamptonshire","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Leicestershire, Rutland and Northamptonshire","G7","15","15","[c]","[c]"
"In post","2021","Declared disabled","Leicestershire, Rutland and Northamptonshire","HEO","55","55","32960","33300"
"In post","2021","Declared disabled","Leicestershire, Rutland and Northamptonshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Leicestershire, Rutland and Northamptonshire","SEO","25","20","[c]","[c]"
"In post","2021","Declared disabled","Leicestershire, Rutland and Northamptonshire","Unknown","55","50","29640","30210"
"In post","2021","Declared disabled","Lincolnshire","AA","45","45","19520","19560"
"In post","2021","Declared disabled","Lincolnshire","AO","110","95","22670","21130"
"In post","2021","Declared disabled","Lincolnshire","EO","120","110","27710","27570"
"In post","2021","Declared disabled","Lincolnshire","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Lincolnshire","G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","Lincolnshire","HEO","55","55","33140","33300"
"In post","2021","Declared disabled","Lincolnshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Lincolnshire","SEO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Lincolnshire","Unknown","30","30","33450","33030"
"In post","2021","Declared disabled","Merseyside","AA","80","70","18750","17990"
"In post","2021","Declared disabled","Merseyside","AO","825","700","21190","21010"
"In post","2021","Declared disabled","Merseyside","EO","755","665","26700","27570"
"In post","2021","Declared disabled","Merseyside","G6","25","20","[c]","[c]"
"In post","2021","Declared disabled","Merseyside","G7","105","100","53060","52580"
"In post","2021","Declared disabled","Merseyside","HEO","250","235","32330","31940"
"In post","2021","Declared disabled","Merseyside","SCS level","5","5","[c]","[c]"
"In post","2021","Declared disabled","Merseyside","SEO","150","140","39920","38630"
"In post","2021","Declared disabled","Merseyside","Unknown","90","85","30590","30210"
"In post","2021","Declared disabled","North Eastern Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North Eastern Scotland","AO","35","30","23640","21010"
"In post","2021","Declared disabled","North Eastern Scotland","EO","45","40","28020","27570"
"In post","2021","Declared disabled","North Eastern Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North Eastern Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North Eastern Scotland","HEO","25","25","[c]","[c]"
"In post","2021","Declared disabled","North Eastern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North Eastern Scotland","SEO","15","15","[c]","[c]"
"In post","2021","Declared disabled","North Yorkshire","AA","20","15","[c]","[c]"
"In post","2021","Declared disabled","North Yorkshire","AO","110","100","22230","21050"
"In post","2021","Declared disabled","North Yorkshire","EO","110","100","27190","27570"
"In post","2021","Declared disabled","North Yorkshire","G6","10","10","[c]","[c]"
"In post","2021","Declared disabled","North Yorkshire","G7","55","50","55840","54390"
"In post","2021","Declared disabled","North Yorkshire","HEO","75","70","32730","32540"
"In post","2021","Declared disabled","North Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North Yorkshire","SEO","45","45","39470","38290"
"In post","2021","Declared disabled","North Yorkshire","Unknown","35","30","30300","30210"
"In post","2021","Declared disabled","Northern Ireland","AA","35","35","19910","20070"
"In post","2021","Declared disabled","Northern Ireland","AO","110","100","21530","21430"
"In post","2021","Declared disabled","Northern Ireland","EO","85","80","26500","25900"
"In post","2021","Declared disabled","Northern Ireland","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","G7","15","15","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","HEO","55","50","32230","31810"
"In post","2021","Declared disabled","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","SEO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northumberland and Tyne and Wear","AA","70","55","19510","20070"
"In post","2021","Declared disabled","Northumberland and Tyne and Wear","AO","995","835","20850","21010"
"In post","2021","Declared disabled","Northumberland and Tyne and Wear","EO","645","565","26870","27570"
"In post","2021","Declared disabled","Northumberland and Tyne and Wear","G6","20","20","[c]","[c]"
"In post","2021","Declared disabled","Northumberland and Tyne and Wear","G7","85","85","51980","52580"
"In post","2021","Declared disabled","Northumberland and Tyne and Wear","HEO","295","275","31950","31810"
"In post","2021","Declared disabled","Northumberland and Tyne and Wear","SCS level","5","5","[c]","[c]"
"In post","2021","Declared disabled","Northumberland and Tyne and Wear","SEO","125","120","38510","38630"
"In post","2021","Declared disabled","Northumberland and Tyne and Wear","Unknown","80","75","29420","28200"
"In post","2021","Declared disabled","Outer London - East and North East","AA","20","15","[c]","[c]"
"In post","2021","Declared disabled","Outer London - East and North East","AO","120","110","25690","25110"
"In post","2021","Declared disabled","Outer London - East and North East","EO","255","230","31180","31060"
"In post","2021","Declared disabled","Outer London - East and North East","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Outer London - East and North East","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Outer London - East and North East","HEO","30","30","37250","36700"
"In post","2021","Declared disabled","Outer London - East and North East","SEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Outer London - East and North East","Unknown","55","55","32330","28690"
"In post","2021","Declared disabled","Outer London - South","AA","30","25","21350","22210"
"In post","2021","Declared disabled","Outer London - South","AO","175","160","24850","25630"
"In post","2021","Declared disabled","Outer London - South","EO","370","340","29910","29570"
"In post","2021","Declared disabled","Outer London - South","G6","35","35","71430","71290"
"In post","2021","Declared disabled","Outer London - South","G7","90","85","60430","59160"
"In post","2021","Declared disabled","Outer London - South","HEO","190","180","36130","36160"
"In post","2021","Declared disabled","Outer London - South","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Outer London - South","SEO","155","145","44180","43880"
"In post","2021","Declared disabled","Outer London - South","Unknown","35","30","34270","33090"
"In post","2021","Declared disabled","Outer London - West and North West","AA","35","30","22180","22210"
"In post","2021","Declared disabled","Outer London - West and North West","AO","175","160","26060","25110"
"In post","2021","Declared disabled","Outer London - West and North West","EO","425","380","30220","31060"
"In post","2021","Declared disabled","Outer London - West and North West","G6","5","5","[c]","[c]"
"In post","2021","Declared disabled","Outer London - West and North West","G7","20","20","[c]","[c]"
"In post","2021","Declared disabled","Outer London - West and North West","HEO","120","110","36120","36300"
"In post","2021","Declared disabled","Outer London - West and North West","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Outer London - West and North West","SEO","45","40","43660","43360"
"In post","2021","Declared disabled","Outer London - West and North West","Unknown","55","50","34820","35310"
"In post","2021","Declared disabled","Overseas","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","EO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Overseas","G6","35","35","67660","65550"
"In post","2021","Declared disabled","Overseas","G7","60","60","55870","55060"
"In post","2021","Declared disabled","Overseas","HEO","70","70","34510","34290"
"In post","2021","Declared disabled","Overseas","SCS level","10","10","[c]","[c]"
"In post","2021","Declared disabled","Overseas","SEO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Overseas","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Shropshire and Staffordshire","AA","60","60","20530","20600"
"In post","2021","Declared disabled","Shropshire and Staffordshire","AO","320","290","22620","21010"
"In post","2021","Declared disabled","Shropshire and Staffordshire","EO","365","335","27540","27570"
"In post","2021","Declared disabled","Shropshire and Staffordshire","G6","15","10","[c]","[c]"
"In post","2021","Declared disabled","Shropshire and Staffordshire","G7","35","30","56190","53700"
"In post","2021","Declared disabled","Shropshire and Staffordshire","HEO","120","115","33550","33300"
"In post","2021","Declared disabled","Shropshire and Staffordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Shropshire and Staffordshire","SEO","90","85","42520","40580"
"In post","2021","Declared disabled","Shropshire and Staffordshire","Unknown","60","55","31550","31420"
"In post","2021","Declared disabled","South Yorkshire","AA","30","25","19350","19600"
"In post","2021","Declared disabled","South Yorkshire","AO","355","305","21560","21010"
"In post","2021","Declared disabled","South Yorkshire","EO","370","325","26960","27570"
"In post","2021","Declared disabled","South Yorkshire","G6","20","20","[c]","[c]"
"In post","2021","Declared disabled","South Yorkshire","G7","85","85","53420","52070"
"In post","2021","Declared disabled","South Yorkshire","HEO","175","160","32430","31990"
"In post","2021","Declared disabled","South Yorkshire","SCS level","5","5","[c]","[c]"
"In post","2021","Declared disabled","South Yorkshire","SEO","115","105","39170","37460"
"In post","2021","Declared disabled","South Yorkshire","Unknown","70","65","31250","31800"
"In post","2021","Declared disabled","Southern Scotland","AA","10","10","[c]","[c]"
"In post","2021","Declared disabled","Southern Scotland","AO","165","140","21250","21010"
"In post","2021","Declared disabled","Southern Scotland","EO","175","155","26680","27570"
"In post","2021","Declared disabled","Southern Scotland","G6","5","5","[c]","[c]"
"In post","2021","Declared disabled","Southern Scotland","G7","35","30","51820","51960"
"In post","2021","Declared disabled","Southern Scotland","HEO","80","75","33100","33930"
"In post","2021","Declared disabled","Southern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Southern Scotland","SEO","30","30","39410","39540"
"In post","2021","Declared disabled","Surrey, East and West Sussex","AA","45","40","21100","20600"
"In post","2021","Declared disabled","Surrey, East and West Sussex","AO","280","250","23330","21010"
"In post","2021","Declared disabled","Surrey, East and West Sussex","EO","365","325","28110","27570"
"In post","2021","Declared disabled","Surrey, East and West Sussex","G6","5","5","[c]","[c]"
"In post","2021","Declared disabled","Surrey, East and West Sussex","G7","30","30","54440","53980"
"In post","2021","Declared disabled","Surrey, East and West Sussex","HEO","100","95","33900","33370"
"In post","2021","Declared disabled","Surrey, East and West Sussex","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Surrey, East and West Sussex","SEO","50","45","42670","40250"
"In post","2021","Declared disabled","Surrey, East and West Sussex","Unknown","55","50","28820","27260"
"In post","2021","Declared disabled","Tees Valley and Durham","AA","55","50","19420","19850"
"In post","2021","Declared disabled","Tees Valley and Durham","AO","440","375","22530","21010"
"In post","2021","Declared disabled","Tees Valley and Durham","EO","355","310","27530","27570"
"In post","2021","Declared disabled","Tees Valley and Durham","G6","5","5","[c]","[c]"
"In post","2021","Declared disabled","Tees Valley and Durham","G7","20","20","[c]","[c]"
"In post","2021","Declared disabled","Tees Valley and Durham","HEO","90","80","32270","31990"
"In post","2021","Declared disabled","Tees Valley and Durham","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Tees Valley and Durham","SEO","60","60","40340","38110"
"In post","2021","Declared disabled","Tees Valley and Durham","Unknown","65","60","30620","28200"
"In post","2021","Declared disabled","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","AO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Unknown","EO","100","90","27990","27570"
"In post","2021","Declared disabled","Unknown","G6","5","5","[c]","[c]"
"In post","2021","Declared disabled","Unknown","G7","10","10","[c]","[c]"
"In post","2021","Declared disabled","Unknown","HEO","35","35","33400","33220"
