"Status","Year","Disability","Region_ITL2","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Cheshire","Outside London","HEO","40","35","34290","36480"
"In post","2021","Declared disabled","Cheshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire","Outside London","SEO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Cheshire","Outside London","Unknown","35","30","28540","28200"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Outside London","AA","5","5","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Outside London","AO","85","70","20940","21010"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Outside London","EO","75","65","27480","27570"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Outside London","G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Outside London","HEO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Outside London","SEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Outside London","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","Outside London","AA","15","15","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","Outside London","AO","85","75","21320","21050"
"In post","2021","Declared disabled","Cumbria","Outside London","EO","65","60","26450","27570"
"In post","2021","Declared disabled","Cumbria","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","Outside London","G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","Outside London","HEO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","Outside London","SEO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","Outside London","Unknown","25","20","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","Outside London","AA","45","40","19330","20150"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","Outside London","AO","410","365","22090","21010"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","Outside London","EO","540","490","26830","27570"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","Outside London","G6","20","20","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","Outside London","G7","80","75","54100","52580"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","Outside London","HEO","220","210","32400","31860"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","Outside London","SEO","120","115","40860","39420"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","Outside London","Unknown","115","105","29920","28200"
"In post","2021","Declared disabled","Devon","Outside London","AA","60","55","19580","19560"
"In post","2021","Declared disabled","Devon","Outside London","AO","310","260","22270","21010"
"In post","2021","Declared disabled","Devon","Outside London","EO","305","275","27390","27570"
"In post","2021","Declared disabled","Devon","Outside London","G6","10","5","[c]","[c]"
"In post","2021","Declared disabled","Devon","Outside London","G7","25","25","[c]","[c]"
"In post","2021","Declared disabled","Devon","Outside London","HEO","120","115","34030","33300"
"In post","2021","Declared disabled","Devon","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon","Outside London","SEO","70","65","42340","41420"
"In post","2021","Declared disabled","Devon","Outside London","Unknown","55","50","32510","32050"
"In post","2021","Declared disabled","Dorset and Somerset","Outside London","AA","35","35","19680","19560"
"In post","2021","Declared disabled","Dorset and Somerset","Outside London","AO","165","150","22770","21010"
"In post","2021","Declared disabled","Dorset and Somerset","Outside London","EO","205","185","27490","27570"
"In post","2021","Declared disabled","Dorset and Somerset","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","Outside London","G7","10","10","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","Outside London","HEO","90","85","33550","33290"
"In post","2021","Declared disabled","Dorset and Somerset","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","Outside London","SEO","50","45","43660","42510"
"In post","2021","Declared disabled","Dorset and Somerset","Outside London","Unknown","35","30","29970","28880"
"In post","2021","Declared disabled","East Anglia","Outside London","AA","95","90","19780","19560"
"In post","2021","Declared disabled","East Anglia","Outside London","AO","390","350","23510","21430"
"In post","2021","Declared disabled","East Anglia","Outside London","EO","430","390","27630","27570"
"In post","2021","Declared disabled","East Anglia","Outside London","G6","10","10","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","Outside London","G7","40","40","55840","53500"
"In post","2021","Declared disabled","East Anglia","Outside London","HEO","215","205","33140","33300"
"In post","2021","Declared disabled","East Anglia","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","Outside London","SEO","100","95","43030","42080"
"In post","2021","Declared disabled","East Anglia","Outside London","Unknown","75","65","30910","30550"
"In post","2021","Declared disabled","East Wales","Outside London","AA","55","50","19490","19560"
"In post","2021","Declared disabled","East Wales","Outside London","AO","475","415","21280","21010"
"In post","2021","Declared disabled","East Wales","Outside London","EO","510","470","26910","27570"
"In post","2021","Declared disabled","East Wales","Outside London","G6","35","30","67880","66270"
"In post","2021","Declared disabled","East Wales","Outside London","G7","135","130","55320","55440"
"In post","2021","Declared disabled","East Wales","Outside London","HEO","300","280","32460","31810"
"In post","2021","Declared disabled","East Wales","Outside London","SCS level","20","20","[c]","[c]"
"In post","2021","Declared disabled","East Wales","Outside London","SEO","180","170","40660","38980"
"In post","2021","Declared disabled","East Wales","Outside London","Unknown","75","70","31190","30210"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","Outside London","AA","30","30","20510","20600"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","Outside London","AO","155","130","23050","21010"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","Outside London","EO","220","195","27460","27570"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","Outside London","G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","Outside London","HEO","35","30","33880","33760"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","Outside London","SEO","15","15","[c]","[c]"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","Outside London","Unknown","40","40","29330","28200"
"In post","2021","Declared disabled","Eastern Scotland","Outside London","AA","95","85","21350","22230"
"In post","2021","Declared disabled","Eastern Scotland","Outside London","AO","495","450","22140","21010"
"In post","2021","Declared disabled","Eastern Scotland","Outside London","EO","635","585","28790","27570"
"In post","2021","Declared disabled","Eastern Scotland","Outside London","G6","60","55","71120","72380"
"In post","2021","Declared disabled","Eastern Scotland","Outside London","G7","130","125","56250","56120"
"In post","2021","Declared disabled","Eastern Scotland","Outside London","HEO","290","275","34290","33620"
"In post","2021","Declared disabled","Eastern Scotland","Outside London","SCS level","10","10","[c]","[c]"
"In post","2021","Declared disabled","Eastern Scotland","Outside London","SEO","210","200","43770","44430"
"In post","2021","Declared disabled","Eastern Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Essex","Outside London","AA","15","10","[c]","[c]"
"In post","2021","Declared disabled","Essex","Outside London","AO","195","170","24060","23500"
"In post","2021","Declared disabled","Essex","Outside London","EO","315","285","29180","29290"
"In post","2021","Declared disabled","Essex","Outside London","G6","5","5","[c]","[c]"
"In post","2021","Declared disabled","Essex","Outside London","G7","30","25","[c]","[c]"
"In post","2021","Declared disabled","Essex","Outside London","HEO","65","60","35470","33900"
"In post","2021","Declared disabled","Essex","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Essex","Outside London","SEO","40","35","41220","38980"
"In post","2021","Declared disabled","Essex","Outside London","Unknown","50","45","27750","24800"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","AA","70","65","19480","19560"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","AO","370","335","22030","21010"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","EO","705","640","25960","26910"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","G6","95","90","66740","65610"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","G7","290","280","52470","52580"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","HEO","625","600","31640","31990"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SCS level","20","20","[c]","[c]"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SEO","595","565","40740","40580"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Unknown","230","215","36250","33140"
"In post","2021","Declared disabled","Greater Manchester","Outside London","AA","50","45","19160","19560"
"In post","2021","Declared disabled","Greater Manchester","Outside London","AO","620","545","21260","21010"
"In post","2021","Declared disabled","Greater Manchester","Outside London","EO","695","635","26830","27570"
"In post","2021","Declared disabled","Greater Manchester","Outside London","G6","30","30","64790","64670"
"In post","2021","Declared disabled","Greater Manchester","Outside London","G7","140","140","53510","52580"
"In post","2021","Declared disabled","Greater Manchester","Outside London","HEO","300","285","32180","31810"
"In post","2021","Declared disabled","Greater Manchester","Outside London","SCS level","10","10","[c]","[c]"
"In post","2021","Declared disabled","Greater Manchester","Outside London","SEO","175","165","39700","38630"
"In post","2021","Declared disabled","Greater Manchester","Outside London","Unknown","120","110","30740","31420"
"In post","2021","Declared disabled","Hampshire and Isle of Wight","Outside London","AA","125","100","19270","19560"
"In post","2021","Declared disabled","Hampshire and Isle of Wight","Outside London","AO","400","340","21930","21010"
"In post","2021","Declared disabled","Hampshire and Isle of Wight","Outside London","EO","460","425","27130","27570"
"In post","2021","Declared disabled","Hampshire and Isle of Wight","Outside London","G6","15","15","[c]","[c]"
"In post","2021","Declared disabled","Hampshire and Isle of Wight","Outside London","G7","130","125","52490","51490"
"In post","2021","Declared disabled","Hampshire and Isle of Wight","Outside London","HEO","295","275","32720","33300"
"In post","2021","Declared disabled","Hampshire and Isle of Wight","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Declared disabled","Hampshire and Isle of Wight","Outside London","SEO","180","170","39850","40000"
"In post","2021","Declared disabled","Hampshire and Isle of Wight","Outside London","Unknown","65","60","31950","31420"
"In post","2021","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Outside London","AA","25","25","[c]","[c]"
"In post","2021","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Outside London","AO","155","135","23330","21010"
"In post","2021","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Outside London","EO","125","115","27060","27570"
"In post","2021","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Outside London","G7","10","10","[c]","[c]"
"In post","2021","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Outside London","HEO","35","35","32110","31840"
"In post","2021","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Outside London","SEO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Outside London","Unknown","55","50","29660","29200"
"In post","2021","Declared disabled","Highlands and Islands","Outside London","AA","15","15","[c]","[c]"
"In post","2021","Declared disabled","Highlands and Islands","Outside London","AO","45","40","22150","21010"
"In post","2021","Declared disabled","Highlands and Islands","Outside London","EO","85","80","28510","27570"
"In post","2021","Declared disabled","Highlands and Islands","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Highlands and Islands","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Highlands and Islands","Outside London","HEO","10","5","[c]","[c]"
"In post","2021","Declared disabled","Highlands and Islands","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Highlands and Islands","Outside London","SEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Highlands and Islands","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Inner London - East","London","AA","20","15","[c]","[c]"
"In post","2021","Declared disabled","Inner London - East","London","AO","300","270","25340","25060"
"In post","2021","Declared disabled","Inner London - East","London","EO","510","480","30870","31060"
"In post","2021","Declared disabled","Inner London - East","London","G6","55","55","70030","71290"
"In post","2021","Declared disabled","Inner London - East","London","G7","185","175","57910","58850"
"In post","2021","Declared disabled","Inner London - East","London","HEO","210","205","36430","36160"
"In post","2021","Declared disabled","Inner London - East","London","SCS level","30","30","98040","90820"
"In post","2021","Declared disabled","Inner London - East","London","SEO","140","135","44510","42900"
"In post","2021","Declared disabled","Inner London - East","London","Unknown","125","120","33830","32090"
"In post","2021","Declared disabled","Inner London - West","London","AA","65","55","21710","21210"
"In post","2021","Declared disabled","Inner London - West","London","AO","435","405","25760","24490"
"In post","2021","Declared disabled","Inner London - West","London","EO","875","845","29580","29560"
"In post","2021","Declared disabled","Inner London - West","London","G6","485","465","68200","66970"
"In post","2021","Declared disabled","Inner London - West","London","G7","1135","1100","56550","54960"
"In post","2021","Declared disabled","Inner London - West","London","HEO","1115","1090","35190","35020"
"In post","2021","Declared disabled","Inner London - West","London","SCS level","245","240","88470","79370"
"In post","2021","Declared disabled","Inner London - West","London","SEO","790","765","42680","41820"
"In post","2021","Declared disabled","Inner London - West","London","Unknown","35","35","36940","36580"
"In post","2021","Declared disabled","Kent","Outside London","AA","55","50","20270","20670"
"In post","2021","Declared disabled","Kent","Outside London","AO","270","245","24510","24180"
"In post","2021","Declared disabled","Kent","Outside London","EO","375","350","28850","29290"
"In post","2021","Declared disabled","Kent","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Kent","Outside London","G7","25","25","[c]","[c]"
"In post","2021","Declared disabled","Kent","Outside London","HEO","105","100","34040","33950"
"In post","2021","Declared disabled","Kent","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Kent","Outside London","SEO","60","60","44010","42300"
"In post","2021","Declared disabled","Kent","Outside London","Unknown","60","55","30010","28200"
"In post","2021","Declared disabled","Lancashire","Outside London","AA","65","55","20310","20230"
"In post","2021","Declared disabled","Lancashire","Outside London","AO","755","660","21590","21010"
"In post","2021","Declared disabled","Lancashire","Outside London","EO","680","605","27260","27570"
"In post","2021","Declared disabled","Lancashire","Outside London","G6","15","10","[c]","[c]"
"In post","2021","Declared disabled","Lancashire","Outside London","G7","50","45","52180","50420"
"In post","2021","Declared disabled","Lancashire","Outside London","HEO","200","185","32950","32170"
"In post","2021","Declared disabled","Lancashire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Lancashire","Outside London","SEO","105","95","38420","36900"
"In post","2021","Declared disabled","Lancashire","Outside London","Unknown","70","65","29310","28200"
"In post","2021","Declared disabled","Leicestershire, Rutland and Northamptonshire","Outside London","AA","40","40","19460","19600"
"In post","2021","Declared disabled","Leicestershire, Rutland and Northamptonshire","Outside London","AO","315","270","21410","21010"
"In post","2021","Declared disabled","Leicestershire, Rutland and Northamptonshire","Outside London","EO","235","210","27050","27570"
"In post","2021","Declared disabled","Leicestershire, Rutland and Northamptonshire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Leicestershire, Rutland and Northamptonshire","Outside London","G7","15","15","[c]","[c]"
"In post","2021","Declared disabled","Leicestershire, Rutland and Northamptonshire","Outside London","HEO","55","55","32960","33300"
"In post","2021","Declared disabled","Leicestershire, Rutland and Northamptonshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Leicestershire, Rutland and Northamptonshire","Outside London","SEO","25","20","[c]","[c]"
"In post","2021","Declared disabled","Leicestershire, Rutland and Northamptonshire","Outside London","Unknown","55","50","29640","30210"
"In post","2021","Declared disabled","Lincolnshire","Outside London","AA","45","45","19520","19560"
"In post","2021","Declared disabled","Lincolnshire","Outside London","AO","110","95","22670","21130"
"In post","2021","Declared disabled","Lincolnshire","Outside London","EO","120","110","27710","27570"
"In post","2021","Declared disabled","Lincolnshire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Lincolnshire","Outside London","G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","Lincolnshire","Outside London","HEO","55","55","33140","33300"
"In post","2021","Declared disabled","Lincolnshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Lincolnshire","Outside London","SEO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Lincolnshire","Outside London","Unknown","30","30","33450","33030"
"In post","2021","Declared disabled","Merseyside","Outside London","AA","80","70","18750","17990"
"In post","2021","Declared disabled","Merseyside","Outside London","AO","825","700","21190","21010"
"In post","2021","Declared disabled","Merseyside","Outside London","EO","755","665","26700","27570"
"In post","2021","Declared disabled","Merseyside","Outside London","G6","25","20","[c]","[c]"
"In post","2021","Declared disabled","Merseyside","Outside London","G7","105","100","53060","52580"
"In post","2021","Declared disabled","Merseyside","Outside London","HEO","250","235","32330","31940"
"In post","2021","Declared disabled","Merseyside","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Declared disabled","Merseyside","Outside London","SEO","150","140","39920","38630"
"In post","2021","Declared disabled","Merseyside","Outside London","Unknown","90","85","30590","30210"
"In post","2021","Declared disabled","North Eastern Scotland","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North Eastern Scotland","Outside London","AO","35","30","23640","21010"
"In post","2021","Declared disabled","North Eastern Scotland","Outside London","EO","45","40","28020","27570"
"In post","2021","Declared disabled","North Eastern Scotland","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North Eastern Scotland","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North Eastern Scotland","Outside London","HEO","25","25","[c]","[c]"
"In post","2021","Declared disabled","North Eastern Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North Eastern Scotland","Outside London","SEO","15","15","[c]","[c]"
"In post","2021","Declared disabled","North Yorkshire","Outside London","AA","20","15","[c]","[c]"
"In post","2021","Declared disabled","North Yorkshire","Outside London","AO","110","100","22230","21050"
"In post","2021","Declared disabled","North Yorkshire","Outside London","EO","110","100","27190","27570"
"In post","2021","Declared disabled","North Yorkshire","Outside London","G6","10","10","[c]","[c]"
"In post","2021","Declared disabled","North Yorkshire","Outside London","G7","55","50","55840","54390"
"In post","2021","Declared disabled","North Yorkshire","Outside London","HEO","75","70","32730","32540"
"In post","2021","Declared disabled","North Yorkshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North Yorkshire","Outside London","SEO","45","45","39470","38290"
"In post","2021","Declared disabled","North Yorkshire","Outside London","Unknown","35","30","30300","30210"
"In post","2021","Declared disabled","Northern Ireland","Outside London","AA","35","35","19910","20070"
"In post","2021","Declared disabled","Northern Ireland","Outside London","AO","110","100","21530","21430"
"In post","2021","Declared disabled","Northern Ireland","Outside London","EO","85","80","26500","25900"
"In post","2021","Declared disabled","Northern Ireland","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","Outside London","G7","15","15","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","Outside London","HEO","55","50","32230","31810"
"In post","2021","Declared disabled","Northern Ireland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","Outside London","SEO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northumberland and Tyne and Wear","Outside London","AA","70","55","19510","20070"
"In post","2021","Declared disabled","Northumberland and Tyne and Wear","Outside London","AO","995","835","20850","21010"
"In post","2021","Declared disabled","Northumberland and Tyne and Wear","Outside London","EO","645","565","26870","27570"
"In post","2021","Declared disabled","Northumberland and Tyne and Wear","Outside London","G6","20","20","[c]","[c]"
"In post","2021","Declared disabled","Northumberland and Tyne and Wear","Outside London","G7","85","85","51980","52580"
"In post","2021","Declared disabled","Northumberland and Tyne and Wear","Outside London","HEO","295","275","31950","31810"
"In post","2021","Declared disabled","Northumberland and Tyne and Wear","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Declared disabled","Northumberland and Tyne and Wear","Outside London","SEO","125","120","38510","38630"
"In post","2021","Declared disabled","Northumberland and Tyne and Wear","Outside London","Unknown","80","75","29420","28200"
"In post","2021","Declared disabled","Outer London - East and North East","London","AA","20","15","[c]","[c]"
"In post","2021","Declared disabled","Outer London - East and North East","London","AO","120","110","25690","25110"
"In post","2021","Declared disabled","Outer London - East and North East","London","EO","255","230","31180","31060"
"In post","2021","Declared disabled","Outer London - East and North East","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Outer London - East and North East","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Outer London - East and North East","London","HEO","30","30","37250","36700"
"In post","2021","Declared disabled","Outer London - East and North East","London","SEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Outer London - East and North East","London","Unknown","55","55","32330","28690"
"In post","2021","Declared disabled","Outer London - South","London","AA","30","25","21350","22210"
"In post","2021","Declared disabled","Outer London - South","London","AO","175","160","24850","25630"
"In post","2021","Declared disabled","Outer London - South","London","EO","370","340","29910","29570"
"In post","2021","Declared disabled","Outer London - South","London","G6","35","35","71430","71290"
"In post","2021","Declared disabled","Outer London - South","London","G7","90","85","60430","59160"
"In post","2021","Declared disabled","Outer London - South","London","HEO","190","180","36130","36160"
"In post","2021","Declared disabled","Outer London - South","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Outer London - South","London","SEO","155","145","44180","43880"
"In post","2021","Declared disabled","Outer London - South","London","Unknown","35","30","34270","33090"
"In post","2021","Declared disabled","Outer London - West and North West","London","AA","35","30","22180","22210"
"In post","2021","Declared disabled","Outer London - West and North West","London","AO","175","160","26060","25110"
"In post","2021","Declared disabled","Outer London - West and North West","London","EO","425","380","30220","31060"
"In post","2021","Declared disabled","Outer London - West and North West","London","G6","5","5","[c]","[c]"
"In post","2021","Declared disabled","Outer London - West and North West","London","G7","20","20","[c]","[c]"
"In post","2021","Declared disabled","Outer London - West and North West","London","HEO","120","110","36120","36300"
"In post","2021","Declared disabled","Outer London - West and North West","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Outer London - West and North West","London","SEO","45","40","43660","43360"
"In post","2021","Declared disabled","Outer London - West and North West","London","Unknown","55","50","34820","35310"
"In post","2021","Declared disabled","Overseas","Overseas","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","Overseas","EO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Overseas","Overseas","G6","35","35","67660","65550"
"In post","2021","Declared disabled","Overseas","Overseas","G7","60","60","55870","55060"
"In post","2021","Declared disabled","Overseas","Overseas","HEO","70","70","34510","34290"
"In post","2021","Declared disabled","Overseas","Overseas","SCS level","10","10","[c]","[c]"
"In post","2021","Declared disabled","Overseas","Overseas","SEO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Overseas","Overseas","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Shropshire and Staffordshire","Outside London","AA","60","60","20530","20600"
"In post","2021","Declared disabled","Shropshire and Staffordshire","Outside London","AO","320","290","22620","21010"
"In post","2021","Declared disabled","Shropshire and Staffordshire","Outside London","EO","365","335","27540","27570"
"In post","2021","Declared disabled","Shropshire and Staffordshire","Outside London","G6","15","10","[c]","[c]"
"In post","2021","Declared disabled","Shropshire and Staffordshire","Outside London","G7","35","30","56190","53700"
"In post","2021","Declared disabled","Shropshire and Staffordshire","Outside London","HEO","120","115","33550","33300"
"In post","2021","Declared disabled","Shropshire and Staffordshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Shropshire and Staffordshire","Outside London","SEO","90","85","42520","40580"
"In post","2021","Declared disabled","Shropshire and Staffordshire","Outside London","Unknown","60","55","31550","31420"
"In post","2021","Declared disabled","South Yorkshire","Outside London","AA","30","25","19350","19600"
"In post","2021","Declared disabled","South Yorkshire","Outside London","AO","355","305","21560","21010"
"In post","2021","Declared disabled","South Yorkshire","Outside London","EO","370","325","26960","27570"
"In post","2021","Declared disabled","South Yorkshire","Outside London","G6","20","20","[c]","[c]"
"In post","2021","Declared disabled","South Yorkshire","Outside London","G7","85","85","53420","52070"
