"Status","Year","Disability","Function_of_post","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Human Resources","Cabinet Office","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Human Resources","Cabinet Office","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Department for Business, Energy and Industrial Strategy","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Department for Business, Energy and Industrial Strategy","London","15","15","[c]","[c]"
"In post","2021","Unknown","Human Resources","Department for Business, Energy and Industrial Strategy","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Department for Business, Energy and Industrial Strategy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Department for Business, Energy and Industrial Strategy","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Department for Business, Energy and Industrial Strategy","Wales","20","20","[c]","[c]"
"In post","2021","Unknown","Human Resources","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Department for Education","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Department for Education","North East (England)","5","5","[c]","[c]"
"In post","2021","Unknown","Human Resources","Department for Education","North West (England)","10","10","[c]","[c]"
"In post","2021","Unknown","Human Resources","Department for Education","West Midlands (England)","10","10","[c]","[c]"
"In post","2021","Unknown","Human Resources","Department for Education","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2021","Unknown","Human Resources","Department for Environment, Food and Rural Affairs","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Department for Environment, Food and Rural Affairs","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Department for Environment, Food and Rural Affairs","London","5","5","[c]","[c]"
"In post","2021","Unknown","Human Resources","Department for Environment, Food and Rural Affairs","North West (England)","5","5","[c]","[c]"
"In post","2021","Unknown","Human Resources","Department for Environment, Food and Rural Affairs","South East (England)","5","5","[c]","[c]"
"In post","2021","Unknown","Human Resources","Department for Environment, Food and Rural Affairs","South West (England)","10","5","[c]","[c]"
"In post","2021","Unknown","Human Resources","Department for Environment, Food and Rural Affairs","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Department for International Trade","London","25","25","[c]","[c]"
"In post","2021","Unknown","Human Resources","Department for International Trade","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Department for Transport","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Department for Transport","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Department for Transport","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Department for Transport","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Department for Transport","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Department for Transport","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Department for Transport","Wales","10","10","[c]","[c]"
"In post","2021","Unknown","Human Resources","Department for Work and Pensions","North West (England)","10","10","[c]","[c]"
"In post","2021","Unknown","Human Resources","Department of Health and Social Care","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Department of Health and Social Care","London","90","90","37720","32790"
"In post","2021","Unknown","Human Resources","Department of Health and Social Care","Yorkshire and The Humber","30","30","[c]","[c]"
"In post","2021","Unknown","Human Resources","Foreign, Commonwealth and Development Office","London","20","20","[c]","[c]"
"In post","2021","Unknown","Human Resources","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Foreign, Commonwealth and Development Office","Scotland","15","15","[c]","[c]"
"In post","2021","Unknown","Human Resources","Foreign, Commonwealth and Development Office","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","HM Land Registry","East Midlands (England)","20","20","[c]","[c]"
"In post","2021","Unknown","Human Resources","HM Land Registry","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","HM Land Registry","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","HM Revenue and Customs","East Midlands (England)","60","55","34450","31810"
"In post","2021","Unknown","Human Resources","HM Revenue and Customs","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","HM Revenue and Customs","London","40","40","43390","38770"
"In post","2021","Unknown","Human Resources","HM Revenue and Customs","North East (England)","40","35","26190","23500"
"In post","2021","Unknown","Human Resources","HM Revenue and Customs","North West (England)","90","85","29780","25560"
"In post","2021","Unknown","Human Resources","HM Revenue and Customs","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","HM Revenue and Customs","Scotland","40","35","29420","25560"
"In post","2021","Unknown","Human Resources","HM Revenue and Customs","South East (England)","15","15","[c]","[c]"
"In post","2021","Unknown","Human Resources","HM Revenue and Customs","South West (England)","5","5","[c]","[c]"
"In post","2021","Unknown","Human Resources","HM Revenue and Customs","Wales","5","5","[c]","[c]"
"In post","2021","Unknown","Human Resources","HM Revenue and Customs","West Midlands (England)","15","15","[c]","[c]"
"In post","2021","Unknown","Human Resources","HM Revenue and Customs","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2021","Unknown","Human Resources","HM Treasury","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","HM Treasury","London","5","5","[c]","[c]"
"In post","2021","Unknown","Human Resources","Ministry of Defence","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Ministry of Defence","East of England","5","5","[c]","[c]"
"In post","2021","Unknown","Human Resources","Ministry of Defence","London","25","25","[c]","[c]"
"In post","2021","Unknown","Human Resources","Ministry of Defence","North West (England)","75","65","25060","22080"
"In post","2021","Unknown","Human Resources","Ministry of Defence","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Ministry of Defence","Scotland","60","55","24790","21580"
"In post","2021","Unknown","Human Resources","Ministry of Defence","South East (England)","15","10","[c]","[c]"
"In post","2021","Unknown","Human Resources","Ministry of Defence","South West (England)","65","60","30800","26550"
"In post","2021","Unknown","Human Resources","Ministry of Defence","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Ministry of Defence","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Ministry of Housing, Communities and Local Government","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Ministry of Housing, Communities and Local Government","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Ministry of Justice","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Ministry of Justice","London","25","25","[c]","[c]"
"In post","2021","Unknown","Human Resources","Ministry of Justice","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Ministry of Justice","North West (England)","10","10","[c]","[c]"
"In post","2021","Unknown","Human Resources","Ministry of Justice","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Ministry of Justice","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Ministry of Justice","Wales","5","5","[c]","[c]"
"In post","2021","Unknown","Human Resources","Ministry of Justice","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","Unknown","Human Resources","Ministry of Justice","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","National Crime Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","National Crime Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","National Crime Agency","London","30","30","[c]","[c]"
"In post","2021","Unknown","Human Resources","National Crime Agency","North West (England)","20","20","[c]","[c]"
"In post","2021","Unknown","Human Resources","National Crime Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","National Crime Agency","South West (England)","40","40","28130","28840"
"In post","2021","Unknown","Human Resources","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","National Crime Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Office for Standards in Education","North West (England)","5","5","[c]","[c]"
"In post","2021","Unknown","Human Resources","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Office of Gas and Electricity Markets","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Other Cabinet Office Agencies","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Other Cabinet Office Agencies","North West (England)","5","5","[c]","[c]"
"In post","2021","Unknown","Human Resources","Scottish Government","Scotland","130","120","33260","33650"
"In post","2021","Unknown","Human Resources","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","United Kingdom Statistics Authority","London","15","15","[c]","[c]"
"In post","2021","Unknown","Human Resources","United Kingdom Statistics Authority","South East (England)","25","25","[c]","[c]"
"In post","2021","Unknown","Human Resources","United Kingdom Statistics Authority","Wales","45","40","32730","29540"
"In post","2021","Unknown","Human Resources","Water Services Regulation Authority","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Welsh Government","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Foreign, Commonwealth and Development Office","Scotland","10","10","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Foreign, Commonwealth and Development Office","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","HM Land Registry","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","HM Revenue and Customs","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","HM Revenue and Customs","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","HM Revenue and Customs","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","HM Treasury","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","HM Treasury","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Ministry of Defence","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Ministry of Defence","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Ministry of Defence","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Ministry of Defence","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Ministry of Defence","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Ministry of Justice","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Scottish Government","Scotland","10","5","[c]","[c]"
"In post","2021","Unknown","Internal Audit","United Kingdom Statistics Authority","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","Attorney General's Departments","East Midlands (England)","100","95","34370","28430"
"In post","2021","Unknown","Legal","Attorney General's Departments","East of England","90","85","33250","26970"
"In post","2021","Unknown","Legal","Attorney General's Departments","London","715","675","49090","51510"
"In post","2021","Unknown","Legal","Attorney General's Departments","North East (England)","60","55","33740","25700"
"In post","2021","Unknown","Legal","Attorney General's Departments","North West (England)","180","170","37470","38000"
"In post","2021","Unknown","Legal","Attorney General's Departments","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","Attorney General's Departments","South East (England)","205","195","37350","30110"
"In post","2021","Unknown","Legal","Attorney General's Departments","South West (England)","70","65","40810","38000"
"In post","2021","Unknown","Legal","Attorney General's Departments","Wales","65","60","39740","38000"
"In post","2021","Unknown","Legal","Attorney General's Departments","West Midlands (England)","135","130","37780","38000"
"In post","2021","Unknown","Legal","Attorney General's Departments","Yorkshire and The Humber","155","145","36600","35660"
"In post","2021","Unknown","Legal","Cabinet Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","Charity Commission","London","5","5","[c]","[c]"
"In post","2021","Unknown","Legal","Charity Commission","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","Competition and Markets Authority","London","15","15","[c]","[c]"
"In post","2021","Unknown","Legal","Department for Business, Energy and Industrial Strategy","London","10","10","[c]","[c]"
"In post","2021","Unknown","Legal","Department for Business, Energy and Industrial Strategy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","Department for Business, Energy and Industrial Strategy","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","Department for Business, Energy and Industrial Strategy","Wales","5","5","[c]","[c]"
"In post","2021","Unknown","Legal","Department for Education","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","Department for Education","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","Department for Education","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","Department for Education","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","Department for International Trade","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","Department for Work and Pensions","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","Foreign, Commonwealth and Development Office","London","15","15","[c]","[c]"
"In post","2021","Unknown","Legal","Foreign, Commonwealth and Development Office","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","HM Land Registry","East Midlands (England)","10","10","[c]","[c]"
"In post","2021","Unknown","Legal","HM Land Registry","East of England","5","5","[c]","[c]"
"In post","2021","Unknown","Legal","HM Land Registry","London","5","5","[c]","[c]"
"In post","2021","Unknown","Legal","HM Land Registry","North East (England)","5","5","[c]","[c]"
"In post","2021","Unknown","Legal","HM Land Registry","North West (England)","10","10","[c]","[c]"
"In post","2021","Unknown","Legal","HM Land Registry","South West (England)","25","25","[c]","[c]"
"In post","2021","Unknown","Legal","HM Land Registry","Wales","5","5","[c]","[c]"
"In post","2021","Unknown","Legal","HM Land Registry","West Midlands (England)","10","10","[c]","[c]"
"In post","2021","Unknown","Legal","HM Land Registry","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","HM Revenue and Customs","East Midlands (England)","25","25","[c]","[c]"
"In post","2021","Unknown","Legal","HM Revenue and Customs","London","160","150","47500","42300"
"In post","2021","Unknown","Legal","HM Revenue and Customs","North East (England)","5","5","[c]","[c]"
"In post","2021","Unknown","Legal","HM Revenue and Customs","North West (England)","85","75","34700","31810"
"In post","2021","Unknown","Legal","HM Revenue and Customs","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","HM Revenue and Customs","Scotland","15","15","[c]","[c]"
"In post","2021","Unknown","Legal","HM Revenue and Customs","South East (England)","5","5","[c]","[c]"
"In post","2021","Unknown","Legal","HM Revenue and Customs","South West (England)","15","15","[c]","[c]"
"In post","2021","Unknown","Legal","HM Revenue and Customs","Wales","15","10","[c]","[c]"
"In post","2021","Unknown","Legal","HM Revenue and Customs","West Midlands (England)","10","10","[c]","[c]"
"In post","2021","Unknown","Legal","HM Revenue and Customs","Yorkshire and The Humber","30","25","[c]","[c]"
"In post","2021","Unknown","Legal","HM Treasury","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","Ministry of Defence","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","Ministry of Defence","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","Ministry of Justice","East Midlands (England)","5","5","[c]","[c]"
"In post","2021","Unknown","Legal","Ministry of Justice","East of England","5","5","[c]","[c]"
"In post","2021","Unknown","Legal","Ministry of Justice","London","80","75","35820","30850"
"In post","2021","Unknown","Legal","Ministry of Justice","North East (England)","5","5","[c]","[c]"
"In post","2021","Unknown","Legal","Ministry of Justice","North West (England)","5","5","[c]","[c]"
"In post","2021","Unknown","Legal","Ministry of Justice","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","Ministry of Justice","South East (England)","10","10","[c]","[c]"
"In post","2021","Unknown","Legal","Ministry of Justice","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","Ministry of Justice","Wales","5","5","[c]","[c]"
"In post","2021","Unknown","Legal","Ministry of Justice","West Midlands (England)","20","20","[c]","[c]"
"In post","2021","Unknown","Legal","Ministry of Justice","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2021","Unknown","Legal","National Crime Agency","London","30","30","53690","59160"
"In post","2021","Unknown","Legal","National Crime Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","Office for Standards in Education","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","Office of Gas and Electricity Markets","London","5","5","[c]","[c]"
"In post","2021","Unknown","Legal","Office of Qualifications and Examinations Regulation","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","Scottish Government","Scotland","1560","1400","27270","22820"
"In post","2021","Unknown","Legal","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","Water Services Regulation Authority","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","Welsh Government","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Attorney General's Departments","London","25","20","[c]","[c]"
"In post","2021","Unknown","No function","Cabinet Office","East Midlands (England)","10","10","[c]","[c]"
"In post","2021","Unknown","No function","Cabinet Office","East of England","10","10","[c]","[c]"
"In post","2021","Unknown","No function","Cabinet Office","London","1555","1550","37080","30860"
"In post","2021","Unknown","No function","Cabinet Office","North East (England)","25","25","[c]","[c]"
"In post","2021","Unknown","No function","Cabinet Office","North West (England)","70","70","29620","28630"
"In post","2021","Unknown","No function","Cabinet Office","Scotland","30","30","[c]","[c]"
"In post","2021","Unknown","No function","Cabinet Office","South East (England)","25","25","[c]","[c]"
"In post","2021","Unknown","No function","Cabinet Office","South West (England)","25","25","[c]","[c]"
"In post","2021","Unknown","No function","Cabinet Office","Unknown","395","395","33370","30860"
"In post","2021","Unknown","No function","Cabinet Office","Wales","40","40","29280","29250"
"In post","2021","Unknown","No function","Cabinet Office","West Midlands (England)","15","15","[c]","[c]"
"In post","2021","Unknown","No function","Cabinet Office","Yorkshire and The Humber","55","55","29470","29250"
"In post","2021","Unknown","No function","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Charity Commission","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Department for Business, Energy and Industrial Strategy","East Midlands (England)","90","85","29310","29540"
"In post","2021","Unknown","No function","Department for Business, Energy and Industrial Strategy","East of England","60","55","27160","24560"
"In post","2021","Unknown","No function","Department for Business, Energy and Industrial Strategy","London","795","780","44570","40050"
"In post","2021","Unknown","No function","Department for Business, Energy and Industrial Strategy","North East (England)","85","80","29130","26380"
"In post","2021","Unknown","No function","Department for Business, Energy and Industrial Strategy","North West (England)","135","120","28000","24250"
"In post","2021","Unknown","No function","Department for Business, Energy and Industrial Strategy","Northern Ireland","10","10","[c]","[c]"
"In post","2021","Unknown","No function","Department for Business, Energy and Industrial Strategy","Scotland","110","105","28880","24250"
"In post","2021","Unknown","No function","Department for Business, Energy and Industrial Strategy","South East (England)","55","50","30470","27500"
"In post","2021","Unknown","No function","Department for Business, Energy and Industrial Strategy","South West (England)","90","85","27390","26000"
"In post","2021","Unknown","No function","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Department for Business, Energy and Industrial Strategy","Wales","545","500","27410","23320"
"In post","2021","Unknown","No function","Department for Business, Energy and Industrial Strategy","West Midlands (England)","160","155","27350","24250"
"In post","2021","Unknown","No function","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","80","75","26870","24250"
"In post","2021","Unknown","No function","Department for Digital, Culture, Media and Sport","London","185","185","47680","51730"
"In post","2021","Unknown","No function","Department for Education","East Midlands (England)","10","10","[c]","[c]"
"In post","2021","Unknown","No function","Department for Education","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Department for Education","London","275","270","43970","40230"
"In post","2021","Unknown","No function","Department for Education","North East (England)","40","40","34020","30320"
"In post","2021","Unknown","No function","Department for Education","North West (England)","100","100","33460","29580"
"In post","2021","Unknown","No function","Department for Education","South West (England)","20","20","[c]","[c]"
"In post","2021","Unknown","No function","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Department for Education","West Midlands (England)","80","75","35160","30090"
"In post","2021","Unknown","No function","Department for Education","Yorkshire and The Humber","85","85","33360","29660"
"In post","2021","Unknown","No function","Department for Environment, Food and Rural Affairs","East Midlands (England)","10","10","[c]","[c]"
"In post","2021","Unknown","No function","Department for Environment, Food and Rural Affairs","East of England","15","15","[c]","[c]"
"In post","2021","Unknown","No function","Department for Environment, Food and Rural Affairs","London","350","340","46710","39420"
"In post","2021","Unknown","No function","Department for Environment, Food and Rural Affairs","North East (England)","10","10","[c]","[c]"
"In post","2021","Unknown","No function","Department for Environment, Food and Rural Affairs","North West (England)","20","20","[c]","[c]"
"In post","2021","Unknown","No function","Department for Environment, Food and Rural Affairs","Scotland","10","10","[c]","[c]"
"In post","2021","Unknown","No function","Department for Environment, Food and Rural Affairs","South East (England)","40","35","28980","27960"
"In post","2021","Unknown","No function","Department for Environment, Food and Rural Affairs","South West (England)","110","105","33560","29920"
"In post","2021","Unknown","No function","Department for Environment, Food and Rural Affairs","Wales","30","25","[c]","[c]"
"In post","2021","Unknown","No function","Department for Environment, Food and Rural Affairs","West Midlands (England)","20","20","[c]","[c]"
"In post","2021","Unknown","No function","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","60","55","35010","30230"
"In post","2021","Unknown","No function","Department for International Trade","London","625","620","44480","38540"
"In post","2021","Unknown","No function","Department for International Trade","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Department for International Trade","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Department for International Trade","Overseas","60","60","55960","53750"
"In post","2021","Unknown","No function","Department for International Trade","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Department for International Trade","South East (England)","5","5","[c]","[c]"
"In post","2021","Unknown","No function","Department for International Trade","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Department for International Trade","West Midlands (England)","10","10","[c]","[c]"
"In post","2021","Unknown","No function","Department for International Trade","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Department for Transport","East Midlands (England)","60","55","29470","26700"
"In post","2021","Unknown","No function","Department for Transport","East of England","65","60","27540","26700"
"In post","2021","Unknown","No function","Department for Transport","London","195","190","41200","35430"
"In post","2021","Unknown","No function","Department for Transport","North East (England)","30","30","25810","26470"
"In post","2021","Unknown","No function","Department for Transport","North West (England)","70","65","27490","26580"
"In post","2021","Unknown","No function","Department for Transport","Northern Ireland","5","5","[c]","[c]"
"In post","2021","Unknown","No function","Department for Transport","Scotland","65","65","29690","26700"
"In post","2021","Unknown","No function","Department for Transport","South East (England)","230","220","31500","26700"
"In post","2021","Unknown","No function","Department for Transport","South West (England)","75","70","27560","26590"
"In post","2021","Unknown","No function","Department for Transport","Wales","665","595","22610","21590"
"In post","2021","Unknown","No function","Department for Transport","West Midlands (England)","75","75","26900","26470"
"In post","2021","Unknown","No function","Department for Transport","Yorkshire and The Humber","105","100","27960","26580"
"In post","2021","Unknown","No function","Department for Work and Pensions","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Department for Work and Pensions","North West (England)","15","15","[c]","[c]"
"In post","2021","Unknown","No function","Department for Work and Pensions","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Department for Work and Pensions","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Department for Work and Pensions","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Department for Work and Pensions","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Department for Work and Pensions","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Department for Work and Pensions","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Department of Health and Social Care","East Midlands (England)","30","30","51090","46460"
"In post","2021","Unknown","No function","Department of Health and Social Care","East of England","90","80","50940","40510"
"In post","2021","Unknown","No function","Department of Health and Social Care","London","1665","1610","50030","44500"
"In post","2021","Unknown","No function","Department of Health and Social Care","North East (England)","30","25","[c]","[c]"
"In post","2021","Unknown","No function","Department of Health and Social Care","North West (England)","110","105","41320","35050"
"In post","2021","Unknown","No function","Department of Health and Social Care","Scotland","15","15","[c]","[c]"
"In post","2021","Unknown","No function","Department of Health and Social Care","South East (England)","170","155","52220","51240"
"In post","2021","Unknown","No function","Department of Health and Social Care","South West (England)","230","210","45930","40560"
"In post","2021","Unknown","No function","Department of Health and Social Care","Wales","5","5","[c]","[c]"
"In post","2021","Unknown","No function","Department of Health and Social Care","West Midlands (England)","135","125","48350","39530"
"In post","2021","Unknown","No function","Department of Health and Social Care","Yorkshire and The Humber","440","425","43500","36820"
"In post","2021","Unknown","No function","ESTYN","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Food Standards Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Food Standards Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Food Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Foreign, Commonwealth and Development Office","London","250","245","47590","41460"
"In post","2021","Unknown","No function","Foreign, Commonwealth and Development Office","Overseas","170","170","55270","55530"
"In post","2021","Unknown","No function","Foreign, Commonwealth and Development Office","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","HM Land Registry","East Midlands (England)","185","175","23530","22350"
"In post","2021","Unknown","No function","HM Land Registry","East of England","60","55","23300","22350"
