"Status","Year","Disability","Function_of_post","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","Grants Management","Department for Environment, Food and Rural Affairs","East of England","45","45","26200","25190"
"In post","2021","Declared non-disabled","Grants Management","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Grants Management","Department for Environment, Food and Rural Affairs","North East (England)","235","215","25380","21050"
"In post","2021","Declared non-disabled","Grants Management","Department for Environment, Food and Rural Affairs","North West (England)","660","590","23960","21050"
"In post","2021","Declared non-disabled","Grants Management","Department for Environment, Food and Rural Affairs","South East (England)","155","145","28560","25340"
"In post","2021","Declared non-disabled","Grants Management","Department for Environment, Food and Rural Affairs","South West (England)","205","185","26770","25190"
"In post","2021","Declared non-disabled","Grants Management","Department for Environment, Food and Rural Affairs","Wales","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Grants Management","Department for Environment, Food and Rural Affairs","West Midlands (England)","130","120","25150","24920"
"In post","2021","Declared non-disabled","Grants Management","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","180","170","26450","24920"
"In post","2021","Declared non-disabled","Grants Management","HM Land Registry","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Attorney General's Departments","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Attorney General's Departments","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Attorney General's Departments","London","85","85","41000","35010"
"In post","2021","Declared non-disabled","Human Resources","Attorney General's Departments","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Attorney General's Departments","North West (England)","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Attorney General's Departments","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Attorney General's Departments","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Attorney General's Departments","Wales","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Attorney General's Departments","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Attorney General's Departments","Yorkshire and The Humber","20","15","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Cabinet Office","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Cabinet Office","London","365","360","46790","41820"
"In post","2021","Declared non-disabled","Human Resources","Cabinet Office","North East (England)","235","220","27560","23850"
"In post","2021","Declared non-disabled","Human Resources","Cabinet Office","North West (England)","70","70","38200","37300"
"In post","2021","Declared non-disabled","Human Resources","Cabinet Office","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Cabinet Office","South East (England)","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Cabinet Office","South West (England)","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Cabinet Office","Unknown","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Cabinet Office","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Cabinet Office","Yorkshire and The Humber","60","55","41570","38420"
"In post","2021","Declared non-disabled","Human Resources","Chancellor's other departments","London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Charity Commission","North West (England)","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Charity Commission","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Competition and Markets Authority","London","30","30","47700","45890"
"In post","2021","Declared non-disabled","Human Resources","Department for Business, Energy and Industrial Strategy","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Department for Business, Energy and Industrial Strategy","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Department for Business, Energy and Industrial Strategy","London","85","85","45760","43160"
"In post","2021","Declared non-disabled","Human Resources","Department for Business, Energy and Industrial Strategy","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Department for Business, Energy and Industrial Strategy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Department for Business, Energy and Industrial Strategy","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Department for Business, Energy and Industrial Strategy","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Department for Business, Energy and Industrial Strategy","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Department for Business, Energy and Industrial Strategy","South West (England)","60","60","38810","33860"
"In post","2021","Declared non-disabled","Human Resources","Department for Business, Energy and Industrial Strategy","Wales","115","110","35050","30170"
"In post","2021","Declared non-disabled","Human Resources","Department for Business, Energy and Industrial Strategy","West Midlands (England)","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Department for Digital, Culture, Media and Sport","London","50","45","49220","37320"
"In post","2021","Declared non-disabled","Human Resources","Department for Digital, Culture, Media and Sport","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Department for Digital, Culture, Media and Sport","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Department for Education","East Midlands (England)","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Department for Education","London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Department for Education","North East (England)","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Department for Education","North West (England)","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Department for Education","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Department for Education","West Midlands (England)","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Department for Education","Yorkshire and The Humber","20","15","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Department for Environment, Food and Rural Affairs","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Department for Environment, Food and Rural Affairs","East of England","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Department for Environment, Food and Rural Affairs","London","40","40","48270","43000"
"In post","2021","Declared non-disabled","Human Resources","Department for Environment, Food and Rural Affairs","North East (England)","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Department for Environment, Food and Rural Affairs","North West (England)","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Department for Environment, Food and Rural Affairs","South East (England)","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Department for Environment, Food and Rural Affairs","South West (England)","45","40","38980","36970"
"In post","2021","Declared non-disabled","Human Resources","Department for Environment, Food and Rural Affairs","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Department for Environment, Food and Rural Affairs","West Midlands (England)","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","30","25","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Department for International Trade","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Department for International Trade","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Department for International Trade","London","70","65","43870","38350"
"In post","2021","Declared non-disabled","Human Resources","Department for International Trade","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Department for International Trade","South East (England)","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Department for International Trade","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Department for International Trade","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Department for Transport","East Midlands (England)","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Department for Transport","East of England","20","15","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Department for Transport","London","55","55","48550","45010"
"In post","2021","Declared non-disabled","Human Resources","Department for Transport","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Department for Transport","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Department for Transport","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Department for Transport","South East (England)","35","30","33510","31040"
"In post","2021","Declared non-disabled","Human Resources","Department for Transport","South West (England)","30","30","39460","38650"
"In post","2021","Declared non-disabled","Human Resources","Department for Transport","Wales","160","150","33100","31380"
"In post","2021","Declared non-disabled","Human Resources","Department for Transport","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Department for Transport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Department for Work and Pensions","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Department for Work and Pensions","North West (England)","50","45","38420","33300"
"In post","2021","Declared non-disabled","Human Resources","Department for Work and Pensions","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Department for Work and Pensions","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Department for Work and Pensions","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Department of Health and Social Care","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Department of Health and Social Care","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Department of Health and Social Care","London","120","115","45850","40450"
"In post","2021","Declared non-disabled","Human Resources","Department of Health and Social Care","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Department of Health and Social Care","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Department of Health and Social Care","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Department of Health and Social Care","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Department of Health and Social Care","Yorkshire and The Humber","10","5","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","ESTYN","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Food Standards Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Food Standards Agency","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Foreign, Commonwealth and Development Office","London","100","100","47210","39580"
"In post","2021","Declared non-disabled","Human Resources","Foreign, Commonwealth and Development Office","Overseas","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Foreign, Commonwealth and Development Office","Scotland","40","40","42870","41260"
"In post","2021","Declared non-disabled","Human Resources","Foreign, Commonwealth and Development Office","South East (England)","35","35","39760","35880"
"In post","2021","Declared non-disabled","Human Resources","HM Land Registry","East Midlands (England)","40","35","39970","36200"
"In post","2021","Declared non-disabled","Human Resources","HM Land Registry","London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","HM Land Registry","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","HM Land Registry","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","HM Land Registry","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","HM Land Registry","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","HM Land Registry","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","HM Revenue and Customs","East Midlands (England)","200","190","38480","31810"
"In post","2021","Declared non-disabled","Human Resources","HM Revenue and Customs","East of England","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","HM Revenue and Customs","London","130","125","51810","47640"
"In post","2021","Declared non-disabled","Human Resources","HM Revenue and Customs","North East (England)","120","110","29780","25560"
"In post","2021","Declared non-disabled","Human Resources","HM Revenue and Customs","North West (England)","280","265","35330","31810"
"In post","2021","Declared non-disabled","Human Resources","HM Revenue and Customs","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","HM Revenue and Customs","Scotland","135","125","29420","25560"
"In post","2021","Declared non-disabled","Human Resources","HM Revenue and Customs","South East (England)","60","50","28570","28130"
"In post","2021","Declared non-disabled","Human Resources","HM Revenue and Customs","South West (England)","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","HM Revenue and Customs","Wales","35","30","36530","32100"
"In post","2021","Declared non-disabled","Human Resources","HM Revenue and Customs","West Midlands (England)","25","20","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","HM Revenue and Customs","Yorkshire and The Humber","50","45","41100","36370"
"In post","2021","Declared non-disabled","Human Resources","HM Treasury","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","HM Treasury","East of England","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","HM Treasury","London","45","45","50960","52840"
"In post","2021","Declared non-disabled","Human Resources","HM Treasury","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","HM Treasury","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Ministry of Defence","East Midlands (England)","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Ministry of Defence","East of England","35","35","32070","30750"
"In post","2021","Declared non-disabled","Human Resources","Ministry of Defence","London","200","195","48570","45200"
"In post","2021","Declared non-disabled","Human Resources","Ministry of Defence","North West (England)","235","215","26090","22080"
"In post","2021","Declared non-disabled","Human Resources","Ministry of Defence","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Ministry of Defence","Overseas","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Ministry of Defence","Scotland","310","295","24520","21580"
"In post","2021","Declared non-disabled","Human Resources","Ministry of Defence","South East (England)","155","150","31570","26670"
"In post","2021","Declared non-disabled","Human Resources","Ministry of Defence","South West (England)","525","485","35240","30820"
"In post","2021","Declared non-disabled","Human Resources","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Ministry of Defence","Wales","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Ministry of Defence","West Midlands (England)","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Ministry of Defence","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Ministry of Housing, Communities and Local Government","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Ministry of Housing, Communities and Local Government","London","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Ministry of Housing, Communities and Local Government","North West (England)","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Ministry of Housing, Communities and Local Government","South West (England)","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Ministry of Housing, Communities and Local Government","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Ministry of Housing, Communities and Local Government","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Ministry of Justice","East Midlands (England)","30","30","41280","43430"
"In post","2021","Declared non-disabled","Human Resources","Ministry of Justice","East of England","30","30","38500","31340"
"In post","2021","Declared non-disabled","Human Resources","Ministry of Justice","London","225","220","46260","40880"
"In post","2021","Declared non-disabled","Human Resources","Ministry of Justice","North East (England)","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Ministry of Justice","North West (England)","45","45","38510","33610"
"In post","2021","Declared non-disabled","Human Resources","Ministry of Justice","Scotland","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Ministry of Justice","South East (England)","50","50","43320","43870"
"In post","2021","Declared non-disabled","Human Resources","Ministry of Justice","South West (England)","30","30","44130","45180"
"In post","2021","Declared non-disabled","Human Resources","Ministry of Justice","Wales","55","55","34830","30990"
"In post","2021","Declared non-disabled","Human Resources","Ministry of Justice","West Midlands (England)","105","100","38970","33770"
"In post","2021","Declared non-disabled","Human Resources","Ministry of Justice","Yorkshire and The Humber","55","55","37510","31420"
"In post","2021","Declared non-disabled","Human Resources","National Crime Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","National Crime Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","National Crime Agency","London","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","National Crime Agency","North West (England)","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","National Crime Agency","South East (England)","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","National Crime Agency","South West (England)","20","15","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","National Crime Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","National Crime Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Northern Ireland Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Office for Standards in Education","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Office for Standards in Education","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Office for Standards in Education","North West (England)","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Office for Standards in Education","South West (England)","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Office for Standards in Education","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Office of Gas and Electricity Markets","London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Office of Gas and Electricity Markets","Scotland","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Office of Qualifications and Examinations Regulation","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Office of Rail and Road","London","10","5","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Office of Rail and Road","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Other Cabinet Office Agencies","East of England","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Other Cabinet Office Agencies","London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Other Cabinet Office Agencies","North West (England)","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Other Cabinet Office Agencies","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Other Cabinet Office Agencies","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Other Cabinet Office Agencies","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Scotland Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Scotland Office","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Scottish Government","Scotland","145","140","34770","34150"
"In post","2021","Declared non-disabled","Human Resources","The National Archives","London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","UK Export Finance","London","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","United Kingdom Statistics Authority","London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","United Kingdom Statistics Authority","South East (England)","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","United Kingdom Statistics Authority","Wales","70","65","37910","36030"
"In post","2021","Declared non-disabled","Human Resources","Wales Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Wales Office","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Water Services Regulation Authority","West Midlands (England)","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Welsh Government","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Department for Business, Energy and Industrial Strategy","South West (England)","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Department for Education","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Department for Environment, Food and Rural Affairs","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Department for Transport","South East (England)","15","10","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Food Standards Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Food Standards Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Food Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Foreign, Commonwealth and Development Office","London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Foreign, Commonwealth and Development Office","Scotland","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Foreign, Commonwealth and Development Office","South East (England)","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","HM Land Registry","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","HM Land Registry","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","HM Revenue and Customs","East Midlands (England)","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","HM Revenue and Customs","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","HM Revenue and Customs","London","15","10","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","HM Revenue and Customs","North East (England)","15","10","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","HM Revenue and Customs","North West (England)","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","HM Revenue and Customs","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","HM Revenue and Customs","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","HM Revenue and Customs","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","HM Treasury","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","HM Treasury","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","HM Treasury","London","100","95","55320","53710"
"In post","2021","Declared non-disabled","Internal Audit","HM Treasury","North East (England)","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","HM Treasury","North West (England)","30","25","45910","43860"
"In post","2021","Declared non-disabled","Internal Audit","HM Treasury","Scotland","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","HM Treasury","South East (England)","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","HM Treasury","South West (England)","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","HM Treasury","Wales","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","HM Treasury","West Midlands (England)","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","HM Treasury","Yorkshire and The Humber","40","40","47370","48780"
"In post","2021","Declared non-disabled","Internal Audit","Ministry of Defence","East of England","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Ministry of Defence","London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Ministry of Defence","North West (England)","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Ministry of Defence","Scotland","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Ministry of Defence","South East (England)","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Ministry of Defence","South West (England)","35","35","41820","41140"
"In post","2021","Declared non-disabled","Internal Audit","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Ministry of Defence","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Ministry of Justice","East Midlands (England)","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Ministry of Justice","East of England","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Ministry of Justice","London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Ministry of Justice","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Ministry of Justice","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Ministry of Justice","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Ministry of Justice","South West (England)","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Ministry of Justice","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Ministry of Justice","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Ministry of Justice","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","United Kingdom Statistics Authority","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Attorney General's Departments","East Midlands (England)","245","225","41970","48080"
"In post","2021","Declared non-disabled","Legal","Attorney General's Departments","East of England","330","290","42280","36240"
"In post","2021","Declared non-disabled","Legal","Attorney General's Departments","London","2735","2555","51480","51520"
