"Status","Year","Age","Organisation","Parent_department","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Southern Scotland","695","590","26100","21440"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Surrey, East and West Sussex","275","250","33020","31810"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Tees Valley and Durham","150","135","25480","21440"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","West Central Scotland","965","835","29130","25560"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","West Midlands","790","735","32990","31810"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","West Wales and The Valleys","25","20","25990","21440"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","West Yorkshire","1220","1120","32490","28130"
"In post","2021","50-59","HM Treasury (excl. agencies)","HM Treasury","East Anglia","15","15","29800","23750"
"In post","2021","50-59","HM Treasury (excl. agencies)","HM Treasury","Inner London - West","125","120","52110","43330"
"In post","2021","50-59","Home Office (incl. agencies)","Home Office","Bedfordshire and Hertfordshire","100","85","30510","27370"
"In post","2021","50-59","Home Office (incl. agencies)","Home Office","Berkshire, Buckinghamshire and Oxfordshire","25","25","29060","25630"
"In post","2021","50-59","Home Office (incl. agencies)","Home Office","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Home Office","Devon","50","45","30420","27370"
"In post","2021","50-59","Home Office (incl. agencies)","Home Office","Dorset and Somerset","50","45","28250","27370"
"In post","2021","50-59","Home Office (incl. agencies)","Home Office","East Anglia","255","240","26540","24890"
"In post","2021","50-59","Home Office (incl. agencies)","Home Office","East Wales","145","135","27360","25310"
"In post","2021","50-59","Home Office (incl. agencies)","Home Office","East Yorkshire and Northern Lincolnshire","90","85","27520","26920"
"In post","2021","50-59","Home Office (incl. agencies)","Home Office","Eastern Scotland","45","40","29450","26410"
"In post","2021","50-59","Home Office (incl. agencies)","Home Office","Essex","295","265","28830","27370"
"In post","2021","50-59","Home Office (incl. agencies)","Home Office","Gloucestershire, Wiltshire and Bath/Bristol area","60","55","28070","26120"
"In post","2021","50-59","Home Office (incl. agencies)","Home Office","Greater Manchester","380","365","31780","27370"
"In post","2021","50-59","Home Office (incl. agencies)","Home Office","Hampshire and Isle of Wight","195","190","30160","27370"
"In post","2021","50-59","Home Office (incl. agencies)","Home Office","Herefordshire, Worcestershire and Warwickshire","30","30","24730","21430"
"In post","2021","50-59","Home Office (incl. agencies)","Home Office","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Home Office","Inner London - East","130","125","35010","30460"
"In post","2021","50-59","Home Office (incl. agencies)","Home Office","Inner London - West","855","825","50020","44120"
"In post","2021","50-59","Home Office (incl. agencies)","Home Office","Kent","795","705","29030","27370"
"In post","2021","50-59","Home Office (incl. agencies)","Home Office","Leicestershire, Rutland and Northamptonshire","55","55","28790","27240"
"In post","2021","50-59","Home Office (incl. agencies)","Home Office","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Home Office","Merseyside","1195","1095","27540","25040"
"In post","2021","50-59","Home Office (incl. agencies)","Home Office","North Eastern Scotland","15","15","26490","25310"
"In post","2021","50-59","Home Office (incl. agencies)","Home Office","Northern Ireland","125","115","28080","25580"
"In post","2021","50-59","Home Office (incl. agencies)","Home Office","Northumberland and Tyne and Wear","75","75","28810","27310"
"In post","2021","50-59","Home Office (incl. agencies)","Home Office","Outer London - South","1675","1600","39000","35070"
"In post","2021","50-59","Home Office (incl. agencies)","Home Office","Outer London - West and North West","920","830","33690","30500"
"In post","2021","50-59","Home Office (incl. agencies)","Home Office","Overseas","85","85","28270","27370"
"In post","2021","50-59","Home Office (incl. agencies)","Home Office","Shropshire and Staffordshire","10","10","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Home Office","South Yorkshire","575","535","28050","25040"
"In post","2021","50-59","Home Office (incl. agencies)","Home Office","Southern Scotland","5","5","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Home Office","Surrey, East and West Sussex","255","225","29680","28350"
"In post","2021","50-59","Home Office (incl. agencies)","Home Office","Tees Valley and Durham","280","245","25200","21430"
"In post","2021","50-59","Home Office (incl. agencies)","Home Office","Unknown","5","5","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Home Office","West Central Scotland","225","210","28800","25580"
"In post","2021","50-59","Home Office (incl. agencies)","Home Office","West Midlands","220","205","29940","27370"
"In post","2021","50-59","Home Office (incl. agencies)","Home Office","West Wales and The Valleys","30","30","26960","26090"
"In post","2021","50-59","Home Office (incl. agencies)","Home Office","West Yorkshire","175","165","30020","26160"
"In post","2021","50-59","Insolvency Service","Department for Business, Energy and Industrial Strategy","Bedfordshire and Hertfordshire","10","10","39570","38510"
"In post","2021","50-59","Insolvency Service","Department for Business, Energy and Industrial Strategy","Berkshire, Buckinghamshire and Oxfordshire","5","5","[c]","[c]"
"In post","2021","50-59","Insolvency Service","Department for Business, Energy and Industrial Strategy","Derbyshire and Nottinghamshire","20","20","33280","29190"
"In post","2021","50-59","Insolvency Service","Department for Business, Energy and Industrial Strategy","Devon","25","25","31320","27800"
"In post","2021","50-59","Insolvency Service","Department for Business, Energy and Industrial Strategy","East Anglia","25","25","34940","34050"
"In post","2021","50-59","Insolvency Service","Department for Business, Energy and Industrial Strategy","East Wales","15","15","29450","26860"
"In post","2021","50-59","Insolvency Service","Department for Business, Energy and Industrial Strategy","Eastern Scotland","20","20","29230","26290"
"In post","2021","50-59","Insolvency Service","Department for Business, Energy and Industrial Strategy","Essex","10","10","[c]","[c]"
"In post","2021","50-59","Insolvency Service","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","15","15","41510","43200"
"In post","2021","50-59","Insolvency Service","Department for Business, Energy and Industrial Strategy","Greater Manchester","50","50","37160","35070"
"In post","2021","50-59","Insolvency Service","Department for Business, Energy and Industrial Strategy","Hampshire and Isle of Wight","10","10","37090","39490"
"In post","2021","50-59","Insolvency Service","Department for Business, Energy and Industrial Strategy","Inner London - East","80","80","47180","43480"
"In post","2021","50-59","Insolvency Service","Department for Business, Energy and Industrial Strategy","Kent","10","10","29490","26290"
"In post","2021","50-59","Insolvency Service","Department for Business, Energy and Industrial Strategy","Lancashire","15","15","34040","30420"
"In post","2021","50-59","Insolvency Service","Department for Business, Energy and Industrial Strategy","Merseyside","15","15","33950","32060"
"In post","2021","50-59","Insolvency Service","Department for Business, Energy and Industrial Strategy","Northumberland and Tyne and Wear","15","15","30600","27510"
"In post","2021","50-59","Insolvency Service","Department for Business, Energy and Industrial Strategy","Outer London - South","25","25","35260","29320"
"In post","2021","50-59","Insolvency Service","Department for Business, Energy and Industrial Strategy","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Insolvency Service","Department for Business, Energy and Industrial Strategy","West Midlands","130","125","31780","26410"
"In post","2021","50-59","Insolvency Service","Department for Business, Energy and Industrial Strategy","West Yorkshire","25","25","38510","40950"
"In post","2021","50-59","Institute for Apprenticeships and Technical Education","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Institute for Apprenticeships and Technical Education","Department for Education","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Institute for Apprenticeships and Technical Education","Department for Education","Inner London - West","30","30","60550","58800"
"In post","2021","50-59","Institute for Apprenticeships and Technical Education","Department for Education","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Institute for Apprenticeships and Technical Education","Department for Education","West Midlands","20","20","45380","49960"
"In post","2021","50-59","Legal Aid Agency","Ministry of Justice","Derbyshire and Nottinghamshire","30","30","31710","25180"
"In post","2021","50-59","Legal Aid Agency","Ministry of Justice","East Anglia","5","5","[c]","[c]"
"In post","2021","50-59","Legal Aid Agency","Ministry of Justice","East Wales","10","10","28060","27540"
"In post","2021","50-59","Legal Aid Agency","Ministry of Justice","Gloucestershire, Wiltshire and Bath/Bristol area","15","15","30900","23840"
"In post","2021","50-59","Legal Aid Agency","Ministry of Justice","Greater Manchester","20","20","33250","30670"
"In post","2021","50-59","Legal Aid Agency","Ministry of Justice","Inner London - West","45","45","46380","45380"
"In post","2021","50-59","Legal Aid Agency","Ministry of Justice","Kent","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Legal Aid Agency","Ministry of Justice","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Legal Aid Agency","Ministry of Justice","Merseyside","35","30","26060","20650"
"In post","2021","50-59","Legal Aid Agency","Ministry of Justice","Northumberland and Tyne and Wear","60","55","24120","21170"
"In post","2021","50-59","Legal Aid Agency","Ministry of Justice","Surrey, East and West Sussex","10","10","[c]","[c]"
"In post","2021","50-59","Legal Aid Agency","Ministry of Justice","Tees Valley and Durham","5","5","[c]","[c]"
"In post","2021","50-59","Legal Aid Agency","Ministry of Justice","West Midlands","30","30","31330","22570"
"In post","2021","50-59","Legal Aid Agency","Ministry of Justice","West Wales and The Valleys","5","5","[c]","[c]"
"In post","2021","50-59","Legal Aid Agency","Ministry of Justice","West Yorkshire","10","10","25040","21790"
"In post","2021","50-59","Maritime and Coastguard Agency","Department for Transport","Cornwall and Isles of Scilly","10","10","31950","31780"
"In post","2021","50-59","Maritime and Coastguard Agency","Department for Transport","Devon","15","15","41680","37350"
"In post","2021","50-59","Maritime and Coastguard Agency","Department for Transport","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Maritime and Coastguard Agency","Department for Transport","East Wales","15","15","32400","26410"
"In post","2021","50-59","Maritime and Coastguard Agency","Department for Transport","East Yorkshire and Northern Lincolnshire","20","20","45410","43480"
"In post","2021","50-59","Maritime and Coastguard Agency","Department for Transport","Essex","10","10","[c]","[c]"
"In post","2021","50-59","Maritime and Coastguard Agency","Department for Transport","Hampshire and Isle of Wight","135","135","43170","41090"
"In post","2021","50-59","Maritime and Coastguard Agency","Department for Transport","Highlands and Islands","15","15","34920","36180"
"In post","2021","50-59","Maritime and Coastguard Agency","Department for Transport","Kent","5","5","[c]","[c]"
"In post","2021","50-59","Maritime and Coastguard Agency","Department for Transport","Merseyside","5","5","[c]","[c]"
"In post","2021","50-59","Maritime and Coastguard Agency","Department for Transport","North Eastern Scotland","15","15","34100","29170"
"In post","2021","50-59","Maritime and Coastguard Agency","Department for Transport","Northern Ireland","10","10","34460","33820"
"In post","2021","50-59","Maritime and Coastguard Agency","Department for Transport","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Maritime and Coastguard Agency","Department for Transport","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Maritime and Coastguard Agency","Department for Transport","West Central Scotland","10","10","40980","36180"
"In post","2021","50-59","Maritime and Coastguard Agency","Department for Transport","West Wales and The Valleys","15","15","30770","31700"
"In post","2021","50-59","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Bedfordshire and Hertfordshire","70","70","48430","43090"
"In post","2021","50-59","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Inner London - East","240","230","53690","51520"
"In post","2021","50-59","Met Office","Department for Business, Energy and Industrial Strategy","Bedfordshire and Hertfordshire","5","5","[c]","[c]"
"In post","2021","50-59","Met Office","Department for Business, Energy and Industrial Strategy","Berkshire, Buckinghamshire and Oxfordshire","10","10","44340","39840"
"In post","2021","50-59","Met Office","Department for Business, Energy and Industrial Strategy","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Met Office","Department for Business, Energy and Industrial Strategy","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Met Office","Department for Business, Energy and Industrial Strategy","Devon","415","405","45150","42870"
"In post","2021","50-59","Met Office","Department for Business, Energy and Industrial Strategy","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Met Office","Department for Business, Energy and Industrial Strategy","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Met Office","Department for Business, Energy and Industrial Strategy","Eastern Scotland","10","10","[c]","[c]"
"In post","2021","50-59","Met Office","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Met Office","Department for Business, Energy and Industrial Strategy","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Met Office","Department for Business, Energy and Industrial Strategy","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Met Office","Department for Business, Energy and Industrial Strategy","Highlands and Islands","10","10","[c]","[c]"
"In post","2021","50-59","Met Office","Department for Business, Energy and Industrial Strategy","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Met Office","Department for Business, Energy and Industrial Strategy","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Met Office","Department for Business, Energy and Industrial Strategy","Lincolnshire","10","10","39600","38440"
"In post","2021","50-59","Met Office","Department for Business, Energy and Industrial Strategy","North Eastern Scotland","10","10","41300","43650"
"In post","2021","50-59","Met Office","Department for Business, Energy and Industrial Strategy","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Met Office","Department for Business, Energy and Industrial Strategy","Northern Ireland","10","10","[c]","[c]"
"In post","2021","50-59","Met Office","Department for Business, Energy and Industrial Strategy","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Met Office","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Met Office","Department for Business, Energy and Industrial Strategy","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Met Office","Department for Business, Energy and Industrial Strategy","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Met Office","Department for Business, Energy and Industrial Strategy","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Met Office","Department for Business, Energy and Industrial Strategy","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Ministry of Defence","Bedfordshire and Hertfordshire","215","210","35370","33300"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Ministry of Defence","Berkshire, Buckinghamshire and Oxfordshire","840","825","33800","33300"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Ministry of Defence","Cheshire","30","30","29750","26800"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Ministry of Defence","Cornwall and Isles of Scilly","210","200","24730","21580"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Ministry of Defence","Cumbria","50","50","30480","26800"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Ministry of Defence","Derbyshire and Nottinghamshire","85","85","27640","22080"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Ministry of Defence","Devon","480","470","30340","26670"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Ministry of Defence","Dorset and Somerset","410","400","28570","26670"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Ministry of Defence","East Anglia","865","850","29700","26670"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Ministry of Defence","East Wales","225","220","25930","21580"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Ministry of Defence","East Yorkshire and Northern Lincolnshire","235","230","26430","26670"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Ministry of Defence","Eastern Scotland","305","300","29050","22080"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Ministry of Defence","Essex","250","245","36930","33300"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","1895","1860","37340","33630"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Ministry of Defence","Greater Manchester","145","135","27170","22080"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Ministry of Defence","Hampshire and Isle of Wight","1820","1785","33650","33300"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Ministry of Defence","Herefordshire, Worcestershire and Warwickshire","190","190","27730","22080"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Ministry of Defence","Highlands and Islands","150","145","25920","20920"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Ministry of Defence","Inner London - East","25","25","24830","24110"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Ministry of Defence","Inner London - West","830","825","43180","39000"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Ministry of Defence","Kent","120","115","28140","22500"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Ministry of Defence","Lancashire","225","210","29060","26670"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Ministry of Defence","Leicestershire, Rutland and Northamptonshire","140","140","28460","22080"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Ministry of Defence","Lincolnshire","390","385","26340","21130"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Ministry of Defence","Merseyside","195","185","27310","22080"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Ministry of Defence","North Eastern Scotland","35","35","42680","44070"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Ministry of Defence","North Yorkshire","645","630","29210","26670"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Ministry of Defence","Northern Ireland","435","430","24980","21670"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Ministry of Defence","Northumberland and Tyne and Wear","80","75","23820","21130"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Ministry of Defence","Outer London - East and North East","50","50","34750","33200"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Ministry of Defence","Outer London - South","5","5","[c]","[c]"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Ministry of Defence","Outer London - West and North West","185","180","34260","31750"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Ministry of Defence","Overseas","240","240","42770","40120"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Ministry of Defence","Shropshire and Staffordshire","615","600","31730","29670"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Ministry of Defence","South Yorkshire","10","10","[c]","[c]"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Ministry of Defence","Southern Scotland","40","35","27590","21580"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Ministry of Defence","Surrey, East and West Sussex","120","115","25050","21580"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Ministry of Defence","Tees Valley and Durham","15","15","21670","21580"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","80","75","32590","27370"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Ministry of Defence","West Central Scotland","955","925","31320","26930"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Ministry of Defence","West Midlands","90","90","32360","26670"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Ministry of Defence","West Wales and The Valleys","85","80","24660","21580"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Ministry of Defence","West Yorkshire","20","20","21980","21130"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Bedfordshire and Hertfordshire","20","15","40990","35780"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Cheshire","20","20","44340","39620"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Cornwall and Isles of Scilly","10","10","[c]","[c]"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Derbyshire and Nottinghamshire","15","15","44470","36340"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Devon","15","15","38610","36340"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","East Anglia","10","10","[c]","[c]"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Greater Manchester","5","5","[c]","[c]"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Inner London - West","315","310","51030","53130"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Merseyside","5","5","[c]","[c]"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Northumberland and Tyne and Wear","15","15","42070","36340"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","South Yorkshire","5","5","[c]","[c]"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Surrey, East and West Sussex","10","10","[c]","[c]"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","West Midlands","25","25","42150","42900"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","West Yorkshire","15","15","44650","37250"
"In post","2021","50-59","Ministry of Justice (excl. agencies)","Ministry of Justice","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Justice (excl. agencies)","Ministry of Justice","Berkshire, Buckinghamshire and Oxfordshire","10","10","[c]","[c]"
"In post","2021","50-59","Ministry of Justice (excl. agencies)","Ministry of Justice","Cheshire","10","10","41090","42450"
"In post","2021","50-59","Ministry of Justice (excl. agencies)","Ministry of Justice","Cumbria","5","5","[c]","[c]"
"In post","2021","50-59","Ministry of Justice (excl. agencies)","Ministry of Justice","Derbyshire and Nottinghamshire","20","20","43250","42140"
"In post","2021","50-59","Ministry of Justice (excl. agencies)","Ministry of Justice","Devon","10","10","47780","45850"
"In post","2021","50-59","Ministry of Justice (excl. agencies)","Ministry of Justice","Dorset and Somerset","10","10","38590","31340"
"In post","2021","50-59","Ministry of Justice (excl. agencies)","Ministry of Justice","East Anglia","25","25","44390","43870"
"In post","2021","50-59","Ministry of Justice (excl. agencies)","Ministry of Justice","East Wales","15","15","39570","32920"
"In post","2021","50-59","Ministry of Justice (excl. agencies)","Ministry of Justice","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Justice (excl. agencies)","Ministry of Justice","Essex","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Justice (excl. agencies)","Ministry of Justice","Gloucestershire, Wiltshire and Bath/Bristol area","20","20","39530","31970"
"In post","2021","50-59","Ministry of Justice (excl. agencies)","Ministry of Justice","Greater Manchester","25","25","42400","43250"
"In post","2021","50-59","Ministry of Justice (excl. agencies)","Ministry of Justice","Hampshire and Isle of Wight","10","10","[c]","[c]"
"In post","2021","50-59","Ministry of Justice (excl. agencies)","Ministry of Justice","Herefordshire, Worcestershire and Warwickshire","50","50","34420","30810"
"In post","2021","50-59","Ministry of Justice (excl. agencies)","Ministry of Justice","Inner London - East","230","225","45950","40720"
"In post","2021","50-59","Ministry of Justice (excl. agencies)","Ministry of Justice","Inner London - West","475","470","47860","43990"
"In post","2021","50-59","Ministry of Justice (excl. agencies)","Ministry of Justice","Kent","15","15","40190","39680"
"In post","2021","50-59","Ministry of Justice (excl. agencies)","Ministry of Justice","Lancashire","10","10","[c]","[c]"
"In post","2021","50-59","Ministry of Justice (excl. agencies)","Ministry of Justice","Leicestershire, Rutland and Northamptonshire","20","20","34980","32820"
"In post","2021","50-59","Ministry of Justice (excl. agencies)","Ministry of Justice","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Justice (excl. agencies)","Ministry of Justice","Merseyside","20","20","42240","34040"
"In post","2021","50-59","Ministry of Justice (excl. agencies)","Ministry of Justice","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Justice (excl. agencies)","Ministry of Justice","Northumberland and Tyne and Wear","10","10","[c]","[c]"
"In post","2021","50-59","Ministry of Justice (excl. agencies)","Ministry of Justice","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Justice (excl. agencies)","Ministry of Justice","Outer London - South","25","25","52280","53880"
"In post","2021","50-59","Ministry of Justice (excl. agencies)","Ministry of Justice","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Justice (excl. agencies)","Ministry of Justice","Shropshire and Staffordshire","50","50","27890","24850"
"In post","2021","50-59","Ministry of Justice (excl. agencies)","Ministry of Justice","South Yorkshire","20","20","50300","54180"
"In post","2021","50-59","Ministry of Justice (excl. agencies)","Ministry of Justice","Surrey, East and West Sussex","10","10","[c]","[c]"
"In post","2021","50-59","Ministry of Justice (excl. agencies)","Ministry of Justice","Tees Valley and Durham","20","20","46280","41100"
"In post","2021","50-59","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Justice (excl. agencies)","Ministry of Justice","West Central Scotland","10","10","[c]","[c]"
"In post","2021","50-59","Ministry of Justice (excl. agencies)","Ministry of Justice","West Midlands","25","25","45660","43960"
"In post","2021","50-59","Ministry of Justice (excl. agencies)","Ministry of Justice","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Justice (excl. agencies)","Ministry of Justice","West Yorkshire","60","55","39210","35130"
"In post","2021","50-59","National Crime Agency","National Crime Agency","Bedfordshire and Hertfordshire","45","40","41200","41860"
"In post","2021","50-59","National Crime Agency","National Crime Agency","Berkshire, Buckinghamshire and Oxfordshire","45","40","41620","39820"
"In post","2021","50-59","National Crime Agency","National Crime Agency","Cheshire","285","280","40570","39630"
"In post","2021","50-59","National Crime Agency","National Crime Agency","Derbyshire and Nottinghamshire","20","20","41260","37750"
"In post","2021","50-59","National Crime Agency","National Crime Agency","Devon","15","15","39540","39880"
"In post","2021","50-59","National Crime Agency","National Crime Agency","East Anglia","5","5","[c]","[c]"
"In post","2021","50-59","National Crime Agency","National Crime Agency","Essex","[c]","[c]","[c]","[c]"
"In post","2021","50-59","National Crime Agency","National Crime Agency","Gloucestershire, Wiltshire and Bath/Bristol area","80","80","40840","39730"
"In post","2021","50-59","National Crime Agency","National Crime Agency","Hampshire and Isle of Wight","25","25","38500","36630"
"In post","2021","50-59","National Crime Agency","National Crime Agency","Inner London - East","345","340","49520","47130"
"In post","2021","50-59","National Crime Agency","National Crime Agency","Kent","80","80","44080","43510"
"In post","2021","50-59","National Crime Agency","National Crime Agency","Lancashire","20","20","40430","36630"
"In post","2021","50-59","National Crime Agency","National Crime Agency","Leicestershire, Rutland and Northamptonshire","25","25","41150","43800"
"In post","2021","50-59","National Crime Agency","National Crime Agency","Lincolnshire","10","10","[c]","[c]"
"In post","2021","50-59","National Crime Agency","National Crime Agency","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","50-59","National Crime Agency","National Crime Agency","North Yorkshire","10","10","[c]","[c]"
"In post","2021","50-59","National Crime Agency","National Crime Agency","Northern Ireland","50","50","41160","39340"
"In post","2021","50-59","National Crime Agency","National Crime Agency","Northumberland and Tyne and Wear","35","35","38120","36410"
"In post","2021","50-59","National Crime Agency","National Crime Agency","Outer London - South","35","35","42910","40900"
