"Status","Year","Organisation","Parent_department","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Teaching Regulation Agency","Department for Education","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Department for Education","HEO","Female","10","10","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Department for Education","HEO","Male","5","5","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Department for Education","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Department for Education","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Department for Education","SEO","Female","5","5","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Department for Education","SEO","Male","5","5","[c]","[c]"
"In post","2021","The National Archives","The National Archives","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","The National Archives","AA","Male","10","5","[c]","[c]"
"In post","2021","The National Archives","The National Archives","AO","Female","35","30","21910","21520"
"In post","2021","The National Archives","The National Archives","AO","Male","50","45","21350","20950"
"In post","2021","The National Archives","The National Archives","EO","Female","45","40","25150","24020"
"In post","2021","The National Archives","The National Archives","EO","Male","35","35","26050","25070"
"In post","2021","The National Archives","The National Archives","G6","Female","10","10","[c]","[c]"
"In post","2021","The National Archives","The National Archives","G6","Male","15","15","[c]","[c]"
"In post","2021","The National Archives","The National Archives","G7","Female","40","40","48560","47830"
"In post","2021","The National Archives","The National Archives","G7","Male","25","25","[c]","[c]"
"In post","2021","The National Archives","The National Archives","HEO","Female","80","75","30370","30000"
"In post","2021","The National Archives","The National Archives","HEO","Male","50","50","32130","30540"
"In post","2021","The National Archives","The National Archives","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","The National Archives","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","The National Archives","SEO","Female","75","70","39170","36800"
"In post","2021","The National Archives","The National Archives","SEO","Male","70","70","41780","39710"
"In post","2021","Transport Scotland","Scottish Government","AA","Female","20","20","[c]","[c]"
"In post","2021","Transport Scotland","Scottish Government","AA","Male","10","10","[c]","[c]"
"In post","2021","Transport Scotland","Scottish Government","AO","Female","15","15","[c]","[c]"
"In post","2021","Transport Scotland","Scottish Government","AO","Male","15","15","[c]","[c]"
"In post","2021","Transport Scotland","Scottish Government","EO","Female","25","20","[c]","[c]"
"In post","2021","Transport Scotland","Scottish Government","EO","Male","15","15","[c]","[c]"
"In post","2021","Transport Scotland","Scottish Government","G6","Female","15","15","[c]","[c]"
"In post","2021","Transport Scotland","Scottish Government","G6","Male","35","35","72190","73940"
"In post","2021","Transport Scotland","Scottish Government","G7","Female","30","30","55090","55480"
"In post","2021","Transport Scotland","Scottish Government","G7","Male","55","55","59710","61010"
"In post","2021","Transport Scotland","Scottish Government","HEO","Female","50","45","33240","33620"
"In post","2021","Transport Scotland","Scottish Government","HEO","Male","55","55","33840","33620"
"In post","2021","Transport Scotland","Scottish Government","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","Scottish Government","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","Scottish Government","SEO","Female","55","55","44140","44100"
"In post","2021","Transport Scotland","Scottish Government","SEO","Male","90","90","45350","46600"
"In post","2021","UK Export Finance","UK Export Finance","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","UK Export Finance","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","UK Export Finance","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","UK Export Finance","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","UK Export Finance","EO","Female","25","20","[c]","[c]"
"In post","2021","UK Export Finance","UK Export Finance","EO","Male","20","20","[c]","[c]"
"In post","2021","UK Export Finance","UK Export Finance","G6","Female","15","15","[c]","[c]"
"In post","2021","UK Export Finance","UK Export Finance","G6","Male","30","30","76460","77490"
"In post","2021","UK Export Finance","UK Export Finance","G7","Female","20","20","[c]","[c]"
"In post","2021","UK Export Finance","UK Export Finance","G7","Male","55","55","62790","60380"
"In post","2021","UK Export Finance","UK Export Finance","HEO","Female","35","35","35070","33500"
"In post","2021","UK Export Finance","UK Export Finance","HEO","Male","40","35","34610","33320"
"In post","2021","UK Export Finance","UK Export Finance","SCS level","Female","10","10","[c]","[c]"
"In post","2021","UK Export Finance","UK Export Finance","SCS level","Male","20","20","[c]","[c]"
"In post","2021","UK Export Finance","UK Export Finance","SEO","Female","50","50","46180","44740"
"In post","2021","UK Export Finance","UK Export Finance","SEO","Male","75","75","47360","47150"
"In post","2021","UK Hydrographic Office","Ministry of Defence","AO","Female","30","30","20400","20170"
"In post","2021","UK Hydrographic Office","Ministry of Defence","AO","Male","50","50","20330","20170"
"In post","2021","UK Hydrographic Office","Ministry of Defence","EO","Female","90","80","27550","26740"
"In post","2021","UK Hydrographic Office","Ministry of Defence","EO","Male","135","130","27470","26740"
"In post","2021","UK Hydrographic Office","Ministry of Defence","G6","Female","5","5","[c]","[c]"
"In post","2021","UK Hydrographic Office","Ministry of Defence","G6","Male","10","10","[c]","[c]"
"In post","2021","UK Hydrographic Office","Ministry of Defence","G7","Female","15","15","[c]","[c]"
"In post","2021","UK Hydrographic Office","Ministry of Defence","G7","Male","35","35","54550","53720"
"In post","2021","UK Hydrographic Office","Ministry of Defence","HEO","Female","95","85","33500","33290"
"In post","2021","UK Hydrographic Office","Ministry of Defence","HEO","Male","200","195","33660","33290"
"In post","2021","UK Hydrographic Office","Ministry of Defence","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Ministry of Defence","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Ministry of Defence","SEO","Female","55","50","42780","42510"
"In post","2021","UK Hydrographic Office","Ministry of Defence","SEO","Male","120","120","43070","42510"
"In post","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","AO","Female","110","100","21000","21140"
"In post","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","AO","Male","80","75","20690","21140"
"In post","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","EO","Female","270","245","25110","23320"
"In post","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","EO","Male","205","200","26170","26860"
"In post","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","G6","Female","25","25","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","G6","Male","30","30","67400","66440"
"In post","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","G7","Female","90","80","58010","57730"
"In post","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","G7","Male","200","190","59290","59720"
"In post","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","HEO","Female","85","80","31570","30630"
"In post","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","HEO","Male","75","75","33970","31500"
"In post","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","SCS level","Female","5","5","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","SCS level","Male","20","20","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","SEO","Female","115","110","40700","40640"
"In post","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","SEO","Male","200","195","42290","40800"
"In post","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","EO","Female","10","10","[c]","[c]"
"In post","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","G6","Female","15","15","[c]","[c]"
"In post","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","G6","Male","15","15","[c]","[c]"
"In post","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","G7","Female","30","30","52160","53380"
"In post","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","G7","Male","45","45","53240","53380"
"In post","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","HEO","Female","30","30","[c]","[c]"
"In post","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","HEO","Male","20","20","[c]","[c]"
"In post","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","SCS level","Female","5","5","[c]","[c]"
"In post","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","SCS level","Male","5","5","[c]","[c]"
"In post","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","SEO","Female","40","40","40340","40050"
"In post","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","SEO","Male","30","30","39930","40050"
"In post","2021","UK Supreme Court","UK Supreme Court","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","UK Supreme Court","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","UK Supreme Court","EO","Female","15","10","[c]","[c]"
"In post","2021","UK Supreme Court","UK Supreme Court","EO","Male","5","5","[c]","[c]"
"In post","2021","UK Supreme Court","UK Supreme Court","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","UK Supreme Court","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","UK Supreme Court","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","UK Supreme Court","G7","Male","5","5","[c]","[c]"
"In post","2021","UK Supreme Court","UK Supreme Court","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","UK Supreme Court","HEO","Male","5","5","[c]","[c]"
"In post","2021","UK Supreme Court","UK Supreme Court","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","UK Supreme Court","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","UK Supreme Court","SEO","Female","5","5","[c]","[c]"
"In post","2021","UK Supreme Court","UK Supreme Court","SEO","Male","5","5","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","AA","Female","250","145","19580","18320"
"In post","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","AA","Male","120","75","20270","19130"
"In post","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","AO","Female","580","445","19520","19520"
"In post","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","AO","Male","505","370","19640","19520"
"In post","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","EO","Female","505","465","23920","23050"
"In post","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","EO","Male","260","255","24070","23050"
"In post","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","EO","Unknown","10","10","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","G6","Female","70","65","60320","57720"
"In post","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","G6","Male","105","105","61020","59020"
"In post","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","G7","Female","375","355","50490","49120"
"In post","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","G7","Male","365","360","51320","50090"
"In post","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","G7","Unknown","5","5","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","HEO","Female","725","685","30400","29540"
"In post","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","HEO","Male","515","505","30630","29540"
"In post","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","HEO","Unknown","20","20","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","SCS level","Female","35","35","82890","75670"
"In post","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","SCS level","Male","50","50","86380","76660"
"In post","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","SEO","Female","570","540","37150","36960"
"In post","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","SEO","Male","460","455","37070","36480"
"In post","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","SEO","Unknown","15","15","[c]","[c]"
"In post","2021","Valuation Office Agency","HM Revenue and Customs","AA","Female","90","75","19940","19850"
"In post","2021","Valuation Office Agency","HM Revenue and Customs","AA","Male","55","50","19970","19850"
"In post","2021","Valuation Office Agency","HM Revenue and Customs","AO","Female","455","395","21600","21100"
"In post","2021","Valuation Office Agency","HM Revenue and Customs","AO","Male","245","240","21480","21100"
"In post","2021","Valuation Office Agency","HM Revenue and Customs","EO","Female","535","470","27020","26000"
"In post","2021","Valuation Office Agency","HM Revenue and Customs","EO","Male","425","405","26730","26000"
"In post","2021","Valuation Office Agency","HM Revenue and Customs","G6","Female","20","20","[c]","[c]"
"In post","2021","Valuation Office Agency","HM Revenue and Customs","G6","Male","45","45","69250","68610"
"In post","2021","Valuation Office Agency","HM Revenue and Customs","G7","Female","125","120","56130","54990"
"In post","2021","Valuation Office Agency","HM Revenue and Customs","G7","Male","205","195","56750","55930"
"In post","2021","Valuation Office Agency","HM Revenue and Customs","HEO","Female","295","275","32760","32110"
"In post","2021","Valuation Office Agency","HM Revenue and Customs","HEO","Male","370","355","33300","32550"
"In post","2021","Valuation Office Agency","HM Revenue and Customs","SCS level","Female","10","10","[c]","[c]"
"In post","2021","Valuation Office Agency","HM Revenue and Customs","SCS level","Male","10","10","[c]","[c]"
"In post","2021","Valuation Office Agency","HM Revenue and Customs","SEO","Female","290","265","43170","42660"
"In post","2021","Valuation Office Agency","HM Revenue and Customs","SEO","Male","360","345","44050","44520"
"In post","2021","Vehicle Certification Agency","Department for Transport","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Department for Transport","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Department for Transport","AO","Female","30","25","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Department for Transport","AO","Male","15","15","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Department for Transport","EO","Female","20","20","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Department for Transport","EO","Male","25","25","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Department for Transport","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Department for Transport","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Department for Transport","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Department for Transport","G7","Male","10","10","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Department for Transport","HEO","Female","10","10","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Department for Transport","HEO","Male","50","45","38180","37790"
"In post","2021","Vehicle Certification Agency","Department for Transport","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Department for Transport","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Department for Transport","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Department for Transport","SEO","Male","30","30","47720","46280"
"In post","2021","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","AO","Female","20","20","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","EO","Female","15","15","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","EO","Male","15","15","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","G6","Male","10","10","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","G7","Female","25","25","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","G7","Male","25","25","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","HEO","Female","15","15","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","HEO","Male","10","10","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","SEO","Female","20","20","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","SEO","Male","5","5","[c]","[c]"
"In post","2021","Wales Office","Wales Office","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Wales Office","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Wales Office","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Wales Office","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Wales Office","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Wales Office","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Wales Office","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Wales Office","G7","Male","10","10","[c]","[c]"
"In post","2021","Wales Office","Wales Office","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Wales Office","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Wales Office","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Wales Office","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Wales Office","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Wales Office","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Water Services Regulation Authority","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Water Services Regulation Authority","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Water Services Regulation Authority","EO","Female","25","25","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Water Services Regulation Authority","EO","Male","10","10","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Water Services Regulation Authority","G6","Female","15","15","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Water Services Regulation Authority","G6","Male","15","15","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Water Services Regulation Authority","G7","Female","20","20","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Water Services Regulation Authority","G7","Male","20","20","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Water Services Regulation Authority","HEO","Female","50","45","43160","42540"
"In post","2021","Water Services Regulation Authority","Water Services Regulation Authority","HEO","Male","40","40","41690","41070"
"In post","2021","Water Services Regulation Authority","Water Services Regulation Authority","SCS level","Female","5","5","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Water Services Regulation Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Water Services Regulation Authority","SEO","Female","15","15","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Water Services Regulation Authority","SEO","Male","30","30","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","Welsh Government","AO","Female","610","545","23340","23830"
"In post","2021","Welsh Government (excl. agencies)","Welsh Government","AO","Male","350","335","23370","23830"
"In post","2021","Welsh Government (excl. agencies)","Welsh Government","EO","Female","575","525","28710","28850"
"In post","2021","Welsh Government (excl. agencies)","Welsh Government","EO","Male","435","425","28700","28850"
"In post","2021","Welsh Government (excl. agencies)","Welsh Government","G6","Female","80","80","72870","74730"
"In post","2021","Welsh Government (excl. agencies)","Welsh Government","G6","Male","105","100","73550","74730"
"In post","2021","Welsh Government (excl. agencies)","Welsh Government","G7","Female","460","435","58750","60830"
"In post","2021","Welsh Government (excl. agencies)","Welsh Government","G7","Male","385","380","59350","60830"
"In post","2021","Welsh Government (excl. agencies)","Welsh Government","HEO","Female","930","860","36710","37410"
"In post","2021","Welsh Government (excl. agencies)","Welsh Government","HEO","Male","515","505","36660","37410"
"In post","2021","Welsh Government (excl. agencies)","Welsh Government","SCS level","Female","75","75","86850","81350"
"In post","2021","Welsh Government (excl. agencies)","Welsh Government","SCS level","Male","95","95","92210","82210"
"In post","2021","Welsh Government (excl. agencies)","Welsh Government","SEO","Female","645","605","46340","47000"
"In post","2021","Welsh Government (excl. agencies)","Welsh Government","SEO","Male","445","435","46310","47000"
"In post","2021","Welsh Revenue Authority","Welsh Government","AO","Female","5","5","[c]","[c]"
"In post","2021","Welsh Revenue Authority","Welsh Government","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","Welsh Government","EO","Female","10","10","[c]","[c]"
"In post","2021","Welsh Revenue Authority","Welsh Government","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","Welsh Government","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","Welsh Government","G6","Male","5","5","[c]","[c]"
"In post","2021","Welsh Revenue Authority","Welsh Government","G7","Female","10","10","[c]","[c]"
"In post","2021","Welsh Revenue Authority","Welsh Government","G7","Male","5","5","[c]","[c]"
"In post","2021","Welsh Revenue Authority","Welsh Government","HEO","Female","5","5","[c]","[c]"
"In post","2021","Welsh Revenue Authority","Welsh Government","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","Welsh Government","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","Welsh Government","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","Welsh Government","SEO","Female","10","10","[c]","[c]"
"In post","2021","Welsh Revenue Authority","Welsh Government","SEO","Male","5","5","[c]","[c]"
"In post","2021","Wilton Park","Foreign, Commonwealth and Development Office","AA","Female","5","5","[c]","[c]"
"In post","2021","Wilton Park","Foreign, Commonwealth and Development Office","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","Foreign, Commonwealth and Development Office","AO","Female","10","10","[c]","[c]"
"In post","2021","Wilton Park","Foreign, Commonwealth and Development Office","AO","Male","10","10","[c]","[c]"
"In post","2021","Wilton Park","Foreign, Commonwealth and Development Office","EO","Female","20","20","[c]","[c]"
"In post","2021","Wilton Park","Foreign, Commonwealth and Development Office","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","Foreign, Commonwealth and Development Office","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","Foreign, Commonwealth and Development Office","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","Foreign, Commonwealth and Development Office","G7","Female","5","5","[c]","[c]"
"In post","2021","Wilton Park","Foreign, Commonwealth and Development Office","G7","Male","5","5","[c]","[c]"
"In post","2021","Wilton Park","Foreign, Commonwealth and Development Office","HEO","Female","10","10","[c]","[c]"
"In post","2021","Wilton Park","Foreign, Commonwealth and Development Office","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","Foreign, Commonwealth and Development Office","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","Foreign, Commonwealth and Development Office","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Scottish Government","AA","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Scottish Government","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Scottish Government","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Scottish Government","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Scottish Government","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Scottish Government","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Scottish Government","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Scottish Government","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","AO","Female","45","[c]","22390","21050"
"Leaver CS","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","AO","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","HEO","Female","5","[c]","[c]","[c]"
