"Status","Year","Age","Parent_department","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Office of Rail and Road","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office of Rail and Road","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office of Rail and Road","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other Cabinet Office Agencies","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","20-29","Other Cabinet Office Agencies","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other Cabinet Office Agencies","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other Cabinet Office Agencies","EO","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","20-29","Other Cabinet Office Agencies","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other Cabinet Office Agencies","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other Cabinet Office Agencies","EO","Unknown","20","20","[c]","[c]"
"In post","2021","20-29","Other Cabinet Office Agencies","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other Cabinet Office Agencies","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other Cabinet Office Agencies","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","20-29","Other Cabinet Office Agencies","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other Cabinet Office Agencies","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other Cabinet Office Agencies","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other Cabinet Office Agencies","HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","20-29","Other Cabinet Office Agencies","HEO","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","Other Cabinet Office Agencies","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other Cabinet Office Agencies","HEO","Unknown","20","20","[c]","[c]"
"In post","2021","20-29","Other Cabinet Office Agencies","SEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","20-29","Other Cabinet Office Agencies","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other Cabinet Office Agencies","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other Cabinet Office Agencies","SEO","Unknown","15","15","[c]","[c]"
"In post","2021","20-29","Scotland Office","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scotland Office","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scotland Office","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scotland Office","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scotland Office","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scotland Office","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scotland Office","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scotland Office","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scotland Office","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scotland Office","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scotland Office","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scotland Office","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scotland Office","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scotland Office","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scotland Office","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scotland Office","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scotland Office","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scotland Office","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scottish Government","AA","Heterosexual / straight","220","210","21100","21150"
"In post","2021","20-29","Scottish Government","AA","LGBO","35","35","20920","20060"
"In post","2021","20-29","Scottish Government","AA","Undeclared","30","30","20480","20070"
"In post","2021","20-29","Scottish Government","AA","Unknown","215","205","20630","20270"
"In post","2021","20-29","Scottish Government","AO","Heterosexual / straight","410","395","22940","22220"
"In post","2021","20-29","Scottish Government","AO","LGBO","45","45","23240","23340"
"In post","2021","20-29","Scottish Government","AO","Undeclared","140","135","22110","22820"
"In post","2021","20-29","Scottish Government","AO","Unknown","455","445","23240","22920"
"In post","2021","20-29","Scottish Government","EO","Heterosexual / straight","540","535","27690","27150"
"In post","2021","20-29","Scottish Government","EO","LGBO","60","60","27710","27150"
"In post","2021","20-29","Scottish Government","EO","Undeclared","80","80","28130","29190"
"In post","2021","20-29","Scottish Government","EO","Unknown","320","315","28850","28410"
"In post","2021","20-29","Scottish Government","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scottish Government","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scottish Government","G7","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","20-29","Scottish Government","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scottish Government","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scottish Government","G7","Unknown","15","15","[c]","[c]"
"In post","2021","20-29","Scottish Government","HEO","Heterosexual / straight","325","320","32430","32140"
"In post","2021","20-29","Scottish Government","HEO","LGBO","65","65","32930","32140"
"In post","2021","20-29","Scottish Government","HEO","Undeclared","30","30","[c]","[c]"
"In post","2021","20-29","Scottish Government","HEO","Unknown","185","180","32920","30650"
"In post","2021","20-29","Scottish Government","SEO","Heterosexual / straight","200","195","39390","38540"
"In post","2021","20-29","Scottish Government","SEO","LGBO","25","25","[c]","[c]"
"In post","2021","20-29","Scottish Government","SEO","Undeclared","20","20","[c]","[c]"
"In post","2021","20-29","Scottish Government","SEO","Unknown","30","30","40820","39500"
"In post","2021","20-29","Scottish Government","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scottish Government","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scottish Government","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","The National Archives","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","The National Archives","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","The National Archives","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","The National Archives","AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","20-29","The National Archives","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","The National Archives","AO","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","The National Archives","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","20-29","The National Archives","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","The National Archives","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","The National Archives","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","The National Archives","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","The National Archives","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","The National Archives","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","The National Archives","HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","20-29","The National Archives","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","The National Archives","HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","The National Archives","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","The National Archives","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","The National Archives","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","The National Archives","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","The National Archives","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","UK Export Finance","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","UK Export Finance","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","UK Export Finance","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","20-29","UK Export Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","UK Export Finance","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","20-29","UK Export Finance","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","UK Export Finance","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","UK Export Finance","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","UK Export Finance","HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","20-29","UK Export Finance","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","UK Export Finance","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","UK Export Finance","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","20-29","UK Export Finance","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","UK Export Finance","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","UK Supreme Court","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","UK Supreme Court","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","UK Supreme Court","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","UK Supreme Court","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","UK Supreme Court","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","UK Supreme Court","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","20-29","UK Supreme Court","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","UK Supreme Court","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","United Kingdom Statistics Authority","AA","Heterosexual / straight","25","15","[c]","[c]"
"In post","2021","20-29","United Kingdom Statistics Authority","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","United Kingdom Statistics Authority","AA","Unknown","15","10","[c]","[c]"
"In post","2021","20-29","United Kingdom Statistics Authority","AO","Heterosexual / straight","70","65","19420","19130"
"In post","2021","20-29","United Kingdom Statistics Authority","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","United Kingdom Statistics Authority","AO","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","United Kingdom Statistics Authority","AO","Unknown","75","75","19380","19130"
"In post","2021","20-29","United Kingdom Statistics Authority","EO","Heterosexual / straight","105","105","23500","23050"
"In post","2021","20-29","United Kingdom Statistics Authority","EO","LGBO","25","25","[c]","[c]"
"In post","2021","20-29","United Kingdom Statistics Authority","EO","Undeclared","10","10","[c]","[c]"
"In post","2021","20-29","United Kingdom Statistics Authority","EO","Unknown","80","80","23450","23050"
"In post","2021","20-29","United Kingdom Statistics Authority","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","United Kingdom Statistics Authority","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","United Kingdom Statistics Authority","G7","Heterosexual / straight","40","40","49850","49100"
"In post","2021","20-29","United Kingdom Statistics Authority","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","United Kingdom Statistics Authority","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","United Kingdom Statistics Authority","G7","Unknown","20","20","[c]","[c]"
"In post","2021","20-29","United Kingdom Statistics Authority","HEO","Heterosexual / straight","280","280","30560","29540"
"In post","2021","20-29","United Kingdom Statistics Authority","HEO","LGBO","35","35","30430","29540"
"In post","2021","20-29","United Kingdom Statistics Authority","HEO","Undeclared","15","15","[c]","[c]"
"In post","2021","20-29","United Kingdom Statistics Authority","HEO","Unknown","165","165","30170","29540"
"In post","2021","20-29","United Kingdom Statistics Authority","SEO","Heterosexual / straight","145","145","36940","37020"
"In post","2021","20-29","United Kingdom Statistics Authority","SEO","LGBO","20","20","[c]","[c]"
"In post","2021","20-29","United Kingdom Statistics Authority","SEO","Undeclared","10","10","[c]","[c]"
"In post","2021","20-29","United Kingdom Statistics Authority","SEO","Unknown","65","65","36720","36030"
"In post","2021","20-29","Wales Office","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Wales Office","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Wales Office","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Wales Office","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Wales Office","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Wales Office","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Wales Office","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Wales Office","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Wales Office","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Wales Office","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Water Services Regulation Authority","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Water Services Regulation Authority","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Water Services Regulation Authority","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Water Services Regulation Authority","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Water Services Regulation Authority","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Water Services Regulation Authority","EO","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Water Services Regulation Authority","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","20-29","Water Services Regulation Authority","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Water Services Regulation Authority","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Water Services Regulation Authority","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Welsh Government","AO","Heterosexual / straight","230","225","22950","23830"
"In post","2021","20-29","Welsh Government","AO","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","Welsh Government","AO","Undeclared","15","15","[c]","[c]"
"In post","2021","20-29","Welsh Government","AO","Unknown","35","35","21750","20500"
"In post","2021","20-29","Welsh Government","EO","Heterosexual / straight","120","120","28340","28850"
"In post","2021","20-29","Welsh Government","EO","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","Welsh Government","EO","Undeclared","10","10","[c]","[c]"
"In post","2021","20-29","Welsh Government","EO","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Welsh Government","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","20-29","Welsh Government","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Welsh Government","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Welsh Government","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Welsh Government","HEO","Heterosexual / straight","65","65","33520","34490"
"In post","2021","20-29","Welsh Government","HEO","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","Welsh Government","HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Welsh Government","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Welsh Government","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","20-29","Welsh Government","SEO","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","Welsh Government","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Welsh Government","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Attorney General's Departments","AO","Heterosexual / straight","155","135","22360","21950"
"In post","2021","30-39","Attorney General's Departments","AO","LGBO","10","10","[c]","[c]"
"In post","2021","30-39","Attorney General's Departments","AO","Undeclared","5","5","[c]","[c]"
"In post","2021","30-39","Attorney General's Departments","AO","Unknown","30","30","22140","21950"
"In post","2021","30-39","Attorney General's Departments","EO","Heterosexual / straight","225","205","27210","26970"
"In post","2021","30-39","Attorney General's Departments","EO","LGBO","20","20","[c]","[c]"
"In post","2021","30-39","Attorney General's Departments","EO","Undeclared","10","10","[c]","[c]"
"In post","2021","30-39","Attorney General's Departments","EO","Unknown","60","55","27850","27580"
"In post","2021","30-39","Attorney General's Departments","G6","Heterosexual / straight","150","140","65370","64680"
"In post","2021","30-39","Attorney General's Departments","G6","LGBO","10","10","[c]","[c]"
"In post","2021","30-39","Attorney General's Departments","G6","Undeclared","15","15","[c]","[c]"
"In post","2021","30-39","Attorney General's Departments","G6","Unknown","75","70","65730","65630"
"In post","2021","30-39","Attorney General's Departments","G7","Heterosexual / straight","785","740","52120","51250"
"In post","2021","30-39","Attorney General's Departments","G7","LGBO","50","50","53060","51250"
"In post","2021","30-39","Attorney General's Departments","G7","Undeclared","50","50","52890","51510"
"In post","2021","30-39","Attorney General's Departments","G7","Unknown","135","125","53240","52040"
"In post","2021","30-39","Attorney General's Departments","HEO","Heterosexual / straight","215","205","35770","36110"
"In post","2021","30-39","Attorney General's Departments","HEO","LGBO","10","10","[c]","[c]"
"In post","2021","30-39","Attorney General's Departments","HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","30-39","Attorney General's Departments","HEO","Unknown","40","40","34930","33100"
"In post","2021","30-39","Attorney General's Departments","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","30-39","Attorney General's Departments","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Attorney General's Departments","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Attorney General's Departments","SEO","Heterosexual / straight","70","70","39800","39750"
"In post","2021","30-39","Attorney General's Departments","SEO","LGBO","5","5","[c]","[c]"
"In post","2021","30-39","Attorney General's Departments","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Attorney General's Departments","SEO","Unknown","20","20","[c]","[c]"
"In post","2021","30-39","Attorney General's Departments","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Attorney General's Departments","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Attorney General's Departments","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Cabinet Office","AO","Heterosexual / straight","50","45","21320","20800"
"In post","2021","30-39","Cabinet Office","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Cabinet Office","AO","Undeclared","5","5","[c]","[c]"
"In post","2021","30-39","Cabinet Office","AO","Unknown","25","25","[c]","[c]"
"In post","2021","30-39","Cabinet Office","EO","Heterosexual / straight","115","105","26780","27500"
"In post","2021","30-39","Cabinet Office","EO","LGBO","15","15","[c]","[c]"
"In post","2021","30-39","Cabinet Office","EO","Undeclared","10","10","[c]","[c]"
"In post","2021","30-39","Cabinet Office","EO","Unknown","35","30","27310","27500"
"In post","2021","30-39","Cabinet Office","G6","Heterosexual / straight","150","150","66810","65590"
"In post","2021","30-39","Cabinet Office","G6","LGBO","15","15","[c]","[c]"
"In post","2021","30-39","Cabinet Office","G6","Undeclared","15","15","[c]","[c]"
"In post","2021","30-39","Cabinet Office","G6","Unknown","100","100","72020","66440"
"In post","2021","30-39","Cabinet Office","G7","Heterosexual / straight","500","495","55500","54700"
"In post","2021","30-39","Cabinet Office","G7","LGBO","55","55","56110","54700"
"In post","2021","30-39","Cabinet Office","G7","Undeclared","60","60","55940","54700"
"In post","2021","30-39","Cabinet Office","G7","Unknown","205","205","54830","54700"
"In post","2021","30-39","Cabinet Office","HEO","Heterosexual / straight","245","245","34660","34550"
"In post","2021","30-39","Cabinet Office","HEO","LGBO","25","25","[c]","[c]"
"In post","2021","30-39","Cabinet Office","HEO","Undeclared","25","25","[c]","[c]"
"In post","2021","30-39","Cabinet Office","HEO","Unknown","235","230","31990","32000"
"In post","2021","30-39","Cabinet Office","SCS level","Heterosexual / straight","70","70","79040","72550"
"In post","2021","30-39","Cabinet Office","SCS level","LGBO","10","10","[c]","[c]"
"In post","2021","30-39","Cabinet Office","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2021","30-39","Cabinet Office","SCS level","Unknown","130","130","74400","70000"
"In post","2021","30-39","Cabinet Office","SEO","Heterosexual / straight","150","150","40460","40600"
"In post","2021","30-39","Cabinet Office","SEO","LGBO","20","20","[c]","[c]"
"In post","2021","30-39","Cabinet Office","SEO","Undeclared","15","15","[c]","[c]"
"In post","2021","30-39","Cabinet Office","SEO","Unknown","70","70","40450","40600"
"In post","2021","30-39","Chancellor's other departments","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chancellor's other departments","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chancellor's other departments","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chancellor's other departments","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chancellor's other departments","G6","Heterosexual / straight","35","35","80300","72470"
"In post","2021","30-39","Chancellor's other departments","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chancellor's other departments","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chancellor's other departments","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chancellor's other departments","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","30-39","Chancellor's other departments","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chancellor's other departments","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chancellor's other departments","HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","30-39","Chancellor's other departments","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chancellor's other departments","HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","30-39","Chancellor's other departments","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chancellor's other departments","SEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","30-39","Chancellor's other departments","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chancellor's other departments","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Charity Commission","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Charity Commission","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Charity Commission","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","30-39","Charity Commission","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Charity Commission","EO","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Charity Commission","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Charity Commission","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Charity Commission","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Charity Commission","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","30-39","Charity Commission","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Charity Commission","G7","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Charity Commission","HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","30-39","Charity Commission","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Charity Commission","HEO","Unknown","10","10","[c]","[c]"
"In post","2021","30-39","Charity Commission","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Charity Commission","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Charity Commission","SEO","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","30-39","Charity Commission","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Charity Commission","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Charity Commission","SEO","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Competition and Markets Authority","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Competition and Markets Authority","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Competition and Markets Authority","EO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","30-39","Competition and Markets Authority","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Competition and Markets Authority","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Competition and Markets Authority","G6","Heterosexual / straight","75","75","76380","75140"
"In post","2021","30-39","Competition and Markets Authority","G6","LGBO","5","5","[c]","[c]"
"In post","2021","30-39","Competition and Markets Authority","G6","Undeclared","5","5","[c]","[c]"
"In post","2021","30-39","Competition and Markets Authority","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Competition and Markets Authority","G7","Heterosexual / straight","90","90","57310","56360"
"In post","2021","30-39","Competition and Markets Authority","G7","LGBO","5","5","[c]","[c]"
"In post","2021","30-39","Competition and Markets Authority","G7","Undeclared","5","5","[c]","[c]"
"In post","2021","30-39","Competition and Markets Authority","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Competition and Markets Authority","HEO","Heterosexual / straight","35","35","35030","34870"
"In post","2021","30-39","Competition and Markets Authority","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Competition and Markets Authority","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Competition and Markets Authority","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","30-39","Competition and Markets Authority","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Competition and Markets Authority","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Competition and Markets Authority","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","30-39","Competition and Markets Authority","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Competition and Markets Authority","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department for Business, Energy and Industrial Strategy","AA","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","30-39","Department for Business, Energy and Industrial Strategy","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department for Business, Energy and Industrial Strategy","AA","Unknown","10","10","[c]","[c]"
"In post","2021","30-39","Department for Business, Energy and Industrial Strategy","AO","Heterosexual / straight","125","115","21410","20880"
"In post","2021","30-39","Department for Business, Energy and Industrial Strategy","AO","LGBO","5","5","[c]","[c]"
"In post","2021","30-39","Department for Business, Energy and Industrial Strategy","AO","Undeclared","15","15","[c]","[c]"
"In post","2021","30-39","Department for Business, Energy and Industrial Strategy","AO","Unknown","120","110","21580","20880"
"In post","2021","30-39","Department for Business, Energy and Industrial Strategy","EO","Heterosexual / straight","190","180","26290","25460"
"In post","2021","30-39","Department for Business, Energy and Industrial Strategy","EO","LGBO","25","25","[c]","[c]"
"In post","2021","30-39","Department for Business, Energy and Industrial Strategy","EO","Undeclared","15","15","[c]","[c]"
"In post","2021","30-39","Department for Business, Energy and Industrial Strategy","EO","Unknown","215","205","25400","24500"
