"Status","Year","Function_of_post","Profession_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Legal","Operational Delivery","Outside London","EO","1440","1315","27850","28430"
"In post","2021","Legal","Operational Delivery","Outside London","G6/G7","110","110","58880","55420"
"In post","2021","Legal","Operational Delivery","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Legal","Operational Delivery","Outside London","SEO/HEO","570","545","34840","33310"
"In post","2021","Legal","Operational Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Other","London","AA/AO","40","35","23770","23800"
"In post","2021","Legal","Other","London","EO","200","190","27530","27350"
"In post","2021","Legal","Other","London","G6/G7","20","20","57870","57350"
"In post","2021","Legal","Other","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Other","London","SEO/HEO","80","80","33460","31640"
"In post","2021","Legal","Other","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Other","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Legal","Other","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Other","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Legal","Policy","London","AA/AO","5","5","[c]","[c]"
"In post","2021","Legal","Policy","London","EO","10","10","28410","27780"
"In post","2021","Legal","Policy","London","G6/G7","25","25","65420","65130"
"In post","2021","Legal","Policy","London","SCS level","5","5","[c]","[c]"
"In post","2021","Legal","Policy","London","SEO/HEO","10","10","38200","38410"
"In post","2021","Legal","Policy","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Policy","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Policy","Outside London","SEO/HEO","10","10","36450","35230"
"In post","2021","Legal","Project Delivery","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Project Delivery","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Tax","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Tax","London","G6/G7","15","15","61120","59160"
"In post","2021","Legal","Tax","London","SEO/HEO","15","15","37570","36160"
"In post","2021","Legal","Tax","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Tax","Outside London","EO","15","15","26920","28130"
"In post","2021","Legal","Tax","Outside London","G6/G7","65","65","53620","52580"
"In post","2021","Legal","Tax","Outside London","SEO/HEO","230","220","34270","31810"
"In post","2021","Legal","Unknown","London","AA/AO","5","5","[c]","[c]"
"In post","2021","Legal","Unknown","London","EO","10","10","[c]","[c]"
"In post","2021","Legal","Unknown","London","G6/G7","50","50","62620","59160"
"In post","2021","Legal","Unknown","London","SCS level","55","55","88640","80020"
"In post","2021","Legal","Unknown","London","SEO/HEO","20","20","39860","41760"
"In post","2021","Legal","Unknown","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","Legal","Unknown","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Legal","Unknown","Outside London","G6/G7","10","10","59870","64670"
"In post","2021","Legal","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","Outside London","SEO/HEO","35","35","31980","31810"
"In post","2021","No function","Commercial","London","EO","10","10","[c]","[c]"
"In post","2021","No function","Commercial","London","G6/G7","55","55","62580","65210"
"In post","2021","No function","Commercial","London","SCS level","5","5","[c]","[c]"
"In post","2021","No function","Commercial","London","SEO/HEO","40","40","37930","35240"
"In post","2021","No function","Commercial","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Commercial","Outside London","EO","20","20","25230","25000"
"In post","2021","No function","Commercial","Outside London","G6/G7","45","45","53700","50630"
"In post","2021","No function","Commercial","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","No function","Commercial","Outside London","SEO/HEO","105","100","34560","36500"
"In post","2021","No function","Communications","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Communications","London","EO","20","20","27200","26410"
"In post","2021","No function","Communications","London","G6/G7","35","35","54030","53380"
"In post","2021","No function","Communications","London","SCS level","5","5","[c]","[c]"
"In post","2021","No function","Communications","London","SEO/HEO","30","30","38110","38540"
"In post","2021","No function","Communications","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Communications","Outside London","EO","10","10","[c]","[c]"
"In post","2021","No function","Communications","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2021","No function","Communications","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","No function","Communications","Outside London","SEO/HEO","15","15","31260","31000"
"In post","2021","No function","Corporate Finance","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Corporate Finance","London","G6/G7","15","15","56710","54650"
"In post","2021","No function","Corporate Finance","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","No function","Corporate Finance","London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","No function","Corporate Finance","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","No function","Counter Fraud","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Counter Fraud","London","G6/G7","5","5","[c]","[c]"
"In post","2021","No function","Counter Fraud","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","No function","Counter Fraud","London","SEO/HEO","25","25","39620","40410"
"In post","2021","No function","Counter Fraud","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Counter Fraud","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","No function","Counter Fraud","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Digital, Data and Technology","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Digital, Data and Technology","London","EO","10","10","[c]","[c]"
"In post","2021","No function","Digital, Data and Technology","London","G6/G7","30","30","62130","61450"
"In post","2021","No function","Digital, Data and Technology","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","No function","Digital, Data and Technology","London","SEO/HEO","40","40","37780","38020"
"In post","2021","No function","Digital, Data and Technology","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","No function","Digital, Data and Technology","Outside London","EO","35","35","24960","25490"
"In post","2021","No function","Digital, Data and Technology","Outside London","G6/G7","25","25","55100","51510"
"In post","2021","No function","Digital, Data and Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","No function","Digital, Data and Technology","Outside London","SEO/HEO","75","75","34550","33690"
"In post","2021","No function","Digital, Data and Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Economics","London","AA/AO","10","10","26060","25950"
"In post","2021","No function","Economics","London","EO","25","25","27070","25170"
"In post","2021","No function","Economics","London","G6/G7","200","195","59250","57850"
"In post","2021","No function","Economics","London","SCS level","20","20","85000","81750"
"In post","2021","No function","Economics","London","SEO/HEO","155","155","35470","34320"
"In post","2021","No function","Economics","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Economics","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Economics","Outside London","G6/G7","30","25","52130","51340"
"In post","2021","No function","Economics","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","No function","Economics","Outside London","SEO/HEO","25","25","33940","32090"
"In post","2021","No function","Economics","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Finance","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Finance","London","EO","15","15","29210","29500"
"In post","2021","No function","Finance","London","G6/G7","75","70","59730","56670"
"In post","2021","No function","Finance","London","SCS level","5","5","[c]","[c]"
"In post","2021","No function","Finance","London","SEO/HEO","80","80","38060","37660"
"In post","2021","No function","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Finance","Outside London","AA/AO","25","20","20260","20100"
"In post","2021","No function","Finance","Outside London","EO","25","25","25550","26000"
"In post","2021","No function","Finance","Outside London","G6/G7","60","55","56800","50630"
"In post","2021","No function","Finance","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","No function","Finance","Outside London","SEO/HEO","120","115","35180","36500"
"In post","2021","No function","Human Resources","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Human Resources","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Human Resources","London","G6/G7","20","20","60390","60350"
"In post","2021","No function","Human Resources","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","No function","Human Resources","London","SEO/HEO","10","10","36160","35340"
"In post","2021","No function","Human Resources","Outside London","AA/AO","10","10","19370","19940"
"In post","2021","No function","Human Resources","Outside London","EO","5","5","[c]","[c]"
"In post","2021","No function","Human Resources","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","No function","Human Resources","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","No function","Inspector of Education and Training","London","G6/G7","125","125","75690","75500"
"In post","2021","No function","Inspector of Education and Training","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","No function","Inspector of Education and Training","London","SEO/HEO","100","95","50850","51360"
"In post","2021","No function","Inspector of Education and Training","Outside London","G6/G7","385","375","75240","75500"
"In post","2021","No function","Inspector of Education and Training","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","No function","Inspector of Education and Training","Outside London","SEO/HEO","235","230","51080","51360"
"In post","2021","No function","Intelligence Analysis","London","AA/AO","5","5","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","London","EO","35","30","31930","30320"
"In post","2021","No function","Intelligence Analysis","London","G6/G7","5","5","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","London","SEO/HEO","35","35","40070","38980"
"In post","2021","No function","Intelligence Analysis","Outside London","AA/AO","10","10","20870","20890"
"In post","2021","No function","Intelligence Analysis","Outside London","EO","320","310","28360","27380"
"In post","2021","No function","Intelligence Analysis","Outside London","G6/G7","10","10","61420","63200"
"In post","2021","No function","Intelligence Analysis","Outside London","SEO/HEO","60","55","35800","32990"
"In post","2021","No function","Intelligence Analysis","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Internal Audit","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","No function","International Trade","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","London","EO","70","65","27740","26510"
"In post","2021","No function","International Trade","London","G6/G7","455","450","55450","52810"
"In post","2021","No function","International Trade","London","SCS level","85","80","84460","75570"
"In post","2021","No function","International Trade","London","SEO/HEO","460","455","35810","35560"
"In post","2021","No function","International Trade","Outside London","EO","30","30","24950","25560"
"In post","2021","No function","International Trade","Outside London","G6/G7","55","55","53740","51970"
"In post","2021","No function","International Trade","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","No function","International Trade","Outside London","SEO/HEO","145","140","33510","31810"
"In post","2021","No function","International Trade","Overseas","G6/G7","85","85","57660","56750"
"In post","2021","No function","International Trade","Overseas","SCS level","25","25","90850","89840"
"In post","2021","No function","International Trade","Overseas","SEO/HEO","50","50","37660","38300"
"In post","2021","No function","Knowledge and Information Management","London","AA/AO","30","30","24360","23530"
"In post","2021","No function","Knowledge and Information Management","London","EO","75","70","28450","28460"
"In post","2021","No function","Knowledge and Information Management","London","G6/G7","125","115","59200","56390"
"In post","2021","No function","Knowledge and Information Management","London","SCS level","10","10","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","London","SEO/HEO","195","190","36900","36800"
"In post","2021","No function","Knowledge and Information Management","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Outside London","AA/AO","65","65","21060","20230"
