"Status","Year","Profession_of_post","Region_ITL1","Region_ITL2","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Counter Fraud","Yorkshire and The Humber","North Yorkshire","G6","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Yorkshire and The Humber","North Yorkshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Yorkshire and The Humber","North Yorkshire","HEO","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Yorkshire and The Humber","North Yorkshire","SEO","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Yorkshire and The Humber","South Yorkshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Yorkshire and The Humber","West Yorkshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Yorkshire and The Humber","West Yorkshire","HEO","15","15","34570","34050"
"In post","2021","Counter Fraud","Yorkshire and The Humber","West Yorkshire","SEO","10","10","42650","42290"
"In post","2021","Digital, Data and Technology","East Midlands (England)","Derbyshire and Nottinghamshire","AO","5","5","[c]","[c]"
"In post","2021","Digital, Data and Technology","East Midlands (England)","Derbyshire and Nottinghamshire","EO","35","35","26230","26350"
"In post","2021","Digital, Data and Technology","East Midlands (England)","Derbyshire and Nottinghamshire","G6","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","East Midlands (England)","Derbyshire and Nottinghamshire","G7","25","25","55920","55320"
"In post","2021","Digital, Data and Technology","East Midlands (England)","Derbyshire and Nottinghamshire","HEO","45","45","31670","31810"
"In post","2021","Digital, Data and Technology","East Midlands (England)","Derbyshire and Nottinghamshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","East Midlands (England)","Derbyshire and Nottinghamshire","SEO","60","60","42010","41990"
"In post","2021","Digital, Data and Technology","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","AO","15","15","21140","20800"
"In post","2021","Digital, Data and Technology","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","EO","20","20","28290","28840"
"In post","2021","Digital, Data and Technology","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","HEO","25","25","37560","38450"
"In post","2021","Digital, Data and Technology","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","SEO","10","10","44050","46030"
"In post","2021","Digital, Data and Technology","East Midlands (England)","Lincolnshire","AO","10","10","21190","21130"
"In post","2021","Digital, Data and Technology","East Midlands (England)","Lincolnshire","EO","5","5","[c]","[c]"
"In post","2021","Digital, Data and Technology","East Midlands (England)","Lincolnshire","G6","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","East Midlands (England)","Lincolnshire","HEO","10","10","[c]","[c]"
"In post","2021","Digital, Data and Technology","East Midlands (England)","Lincolnshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","East of England","Bedfordshire and Hertfordshire","AA","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","East of England","Bedfordshire and Hertfordshire","AO","5","5","[c]","[c]"
"In post","2021","Digital, Data and Technology","East of England","Bedfordshire and Hertfordshire","EO","20","20","29740","29670"
"In post","2021","Digital, Data and Technology","East of England","Bedfordshire and Hertfordshire","G6","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","East of England","Bedfordshire and Hertfordshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","East of England","Bedfordshire and Hertfordshire","HEO","30","30","38770","37720"
"In post","2021","Digital, Data and Technology","East of England","Bedfordshire and Hertfordshire","SEO","10","10","41340","41650"
"In post","2021","Digital, Data and Technology","East of England","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","East of England","East Anglia","AO","5","5","[c]","[c]"
"In post","2021","Digital, Data and Technology","East of England","East Anglia","EO","45","45","25570","26200"
"In post","2021","Digital, Data and Technology","East of England","East Anglia","G6","5","5","[c]","[c]"
"In post","2021","Digital, Data and Technology","East of England","East Anglia","G7","25","25","49480","48370"
"In post","2021","Digital, Data and Technology","East of England","East Anglia","HEO","60","60","31870","31730"
"In post","2021","Digital, Data and Technology","East of England","East Anglia","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","East of England","East Anglia","SEO","25","20","39760","39110"
"In post","2021","Digital, Data and Technology","East of England","Essex","AA","10","5","[c]","[c]"
"In post","2021","Digital, Data and Technology","East of England","Essex","AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","East of England","Essex","EO","40","35","26490","25560"
"In post","2021","Digital, Data and Technology","East of England","Essex","G6","10","10","62660","64670"
"In post","2021","Digital, Data and Technology","East of England","Essex","G7","25","25","52220","52580"
"In post","2021","Digital, Data and Technology","East of England","Essex","HEO","100","95","32660","31810"
"In post","2021","Digital, Data and Technology","East of England","Essex","SCS level","5","5","[c]","[c]"
"In post","2021","Digital, Data and Technology","East of England","Essex","SEO","70","65","39450","38630"
"In post","2021","Digital, Data and Technology","London","Inner London - East","AO","15","15","24430","24220"
"In post","2021","Digital, Data and Technology","London","Inner London - East","EO","85","85","30100","29640"
"In post","2021","Digital, Data and Technology","London","Inner London - East","G6","65","60","74480","71700"
"In post","2021","Digital, Data and Technology","London","Inner London - East","G7","185","180","60130","59160"
"In post","2021","Digital, Data and Technology","London","Inner London - East","HEO","105","100","35740","35040"
"In post","2021","Digital, Data and Technology","London","Inner London - East","SCS level","25","20","97110","1e+05"
"In post","2021","Digital, Data and Technology","London","Inner London - East","SEO","155","155","43280","41950"
"In post","2021","Digital, Data and Technology","London","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","London","Inner London - West","AA","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","London","Inner London - West","AO","20","20","26540","24900"
"In post","2021","Digital, Data and Technology","London","Inner London - West","EO","150","150","29320","29500"
"In post","2021","Digital, Data and Technology","London","Inner London - West","G6","135","135","69660","68940"
"In post","2021","Digital, Data and Technology","London","Inner London - West","G7","595","585","59590","58100"
"In post","2021","Digital, Data and Technology","London","Inner London - West","HEO","360","355","34840","34710"
"In post","2021","Digital, Data and Technology","London","Inner London - West","SCS level","90","90","93570","87910"
"In post","2021","Digital, Data and Technology","London","Inner London - West","SEO","435","430","43180","42460"
"In post","2021","Digital, Data and Technology","London","Inner London - West","Unknown","10","10","38310","36360"
"In post","2021","Digital, Data and Technology","London","Outer London - East and North East","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","London","Outer London - East and North East","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","London","Outer London - South","AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","London","Outer London - South","EO","20","20","30550","29570"
"In post","2021","Digital, Data and Technology","London","Outer London - South","G6","55","55","74730","74220"
"In post","2021","Digital, Data and Technology","London","Outer London - South","G7","185","185","60820","60910"
"In post","2021","Digital, Data and Technology","London","Outer London - South","HEO","120","115","36530","36160"
"In post","2021","Digital, Data and Technology","London","Outer London - South","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","London","Outer London - South","SEO","195","195","44260","44470"
"In post","2021","Digital, Data and Technology","London","Outer London - West and North West","AO","10","10","[c]","[c]"
"In post","2021","Digital, Data and Technology","London","Outer London - West and North West","EO","30","30","28110","29020"
"In post","2021","Digital, Data and Technology","London","Outer London - West and North West","G6","10","10","71690","73140"
"In post","2021","Digital, Data and Technology","London","Outer London - West and North West","G7","50","50","57920","57710"
"In post","2021","Digital, Data and Technology","London","Outer London - West and North West","HEO","70","70","35260","35200"
"In post","2021","Digital, Data and Technology","London","Outer London - West and North West","SEO","105","105","45020","44960"
"In post","2021","Digital, Data and Technology","North East (England)","Northumberland and Tyne and Wear","AO","10","5","[c]","[c]"
"In post","2021","Digital, Data and Technology","North East (England)","Northumberland and Tyne and Wear","EO","55","55","26170","25560"
"In post","2021","Digital, Data and Technology","North East (England)","Northumberland and Tyne and Wear","G6","35","35","62800","64670"
"In post","2021","Digital, Data and Technology","North East (England)","Northumberland and Tyne and Wear","G7","110","110","50890","52580"
"In post","2021","Digital, Data and Technology","North East (England)","Northumberland and Tyne and Wear","HEO","165","155","31710","31810"
"In post","2021","Digital, Data and Technology","North East (England)","Northumberland and Tyne and Wear","SCS level","10","10","[c]","[c]"
"In post","2021","Digital, Data and Technology","North East (England)","Northumberland and Tyne and Wear","SEO","175","170","37910","38630"
"In post","2021","Digital, Data and Technology","North East (England)","Northumberland and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","North East (England)","Tees Valley and Durham","AO","5","5","[c]","[c]"
"In post","2021","Digital, Data and Technology","North East (England)","Tees Valley and Durham","EO","25","20","26400","26000"
"In post","2021","Digital, Data and Technology","North East (England)","Tees Valley and Durham","G6","5","5","[c]","[c]"
"In post","2021","Digital, Data and Technology","North East (England)","Tees Valley and Durham","G7","20","20","50780","50400"
"In post","2021","Digital, Data and Technology","North East (England)","Tees Valley and Durham","HEO","30","30","32450","30900"
"In post","2021","Digital, Data and Technology","North East (England)","Tees Valley and Durham","SEO","45","45","39880","37840"
"In post","2021","Digital, Data and Technology","North East (England)","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","North West (England)","Cheshire","AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","North West (England)","Cheshire","EO","20","20","28730","28840"
"In post","2021","Digital, Data and Technology","North West (England)","Cheshire","G6","10","10","[c]","[c]"
"In post","2021","Digital, Data and Technology","North West (England)","Cheshire","G7","50","50","49910","48370"
"In post","2021","Digital, Data and Technology","North West (England)","Cheshire","HEO","30","30","34410","36740"
"In post","2021","Digital, Data and Technology","North West (England)","Cheshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","North West (England)","Cheshire","SEO","20","20","41410","38580"
"In post","2021","Digital, Data and Technology","North West (England)","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","North West (England)","Cumbria","AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","North West (England)","Cumbria","EO","5","5","[c]","[c]"
"In post","2021","Digital, Data and Technology","North West (England)","Cumbria","G6","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","North West (England)","Cumbria","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","North West (England)","Cumbria","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","North West (England)","Cumbria","SEO","5","5","[c]","[c]"
"In post","2021","Digital, Data and Technology","North West (England)","Greater Manchester","AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","North West (England)","Greater Manchester","EO","50","50","25470","25000"
"In post","2021","Digital, Data and Technology","North West (England)","Greater Manchester","G6","35","35","67630","65000"
"In post","2021","Digital, Data and Technology","North West (England)","Greater Manchester","G7","80","80","53460","52580"
"In post","2021","Digital, Data and Technology","North West (England)","Greater Manchester","HEO","130","125","31700","31810"
"In post","2021","Digital, Data and Technology","North West (England)","Greater Manchester","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","North West (England)","Greater Manchester","SEO","145","140","38930","38630"
"In post","2021","Digital, Data and Technology","North West (England)","Greater Manchester","Unknown","5","5","[c]","[c]"
"In post","2021","Digital, Data and Technology","North West (England)","Lancashire","AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","North West (England)","Lancashire","EO","20","20","27040","26910"
"In post","2021","Digital, Data and Technology","North West (England)","Lancashire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","North West (England)","Lancashire","HEO","25","25","32350","31810"
"In post","2021","Digital, Data and Technology","North West (England)","Lancashire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","North West (England)","Lancashire","SEO","5","5","[c]","[c]"
"In post","2021","Digital, Data and Technology","North West (England)","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","North West (England)","Merseyside","AO","10","5","[c]","[c]"
"In post","2021","Digital, Data and Technology","North West (England)","Merseyside","EO","75","70","26230","26370"
"In post","2021","Digital, Data and Technology","North West (England)","Merseyside","G6","15","15","66440","64440"
"In post","2021","Digital, Data and Technology","North West (England)","Merseyside","G7","60","55","53880","52580"
"In post","2021","Digital, Data and Technology","North West (England)","Merseyside","HEO","105","100","32100","31810"
"In post","2021","Digital, Data and Technology","North West (England)","Merseyside","SCS level","5","5","[c]","[c]"
"In post","2021","Digital, Data and Technology","North West (England)","Merseyside","SEO","105","105","39710","38980"
"In post","2021","Digital, Data and Technology","North West (England)","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Northern Ireland","Northern Ireland","AA","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Northern Ireland","Northern Ireland","EO","5","5","[c]","[c]"
"In post","2021","Digital, Data and Technology","Northern Ireland","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Northern Ireland","Northern Ireland","HEO","10","10","32440","31810"
"In post","2021","Digital, Data and Technology","Northern Ireland","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Overseas","Overseas","EO","10","10","[c]","[c]"
"In post","2021","Digital, Data and Technology","Overseas","Overseas","HEO","10","10","[c]","[c]"
"In post","2021","Digital, Data and Technology","Overseas","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Scotland","Eastern Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Scotland","Eastern Scotland","AO","15","15","23000","22820"
"In post","2021","Digital, Data and Technology","Scotland","Eastern Scotland","EO","70","70","29500","29350"
"In post","2021","Digital, Data and Technology","Scotland","Eastern Scotland","G6","10","10","[c]","[c]"
"In post","2021","Digital, Data and Technology","Scotland","Eastern Scotland","G7","25","25","54790","55420"
"In post","2021","Digital, Data and Technology","Scotland","Eastern Scotland","HEO","55","55","34840","35000"
"In post","2021","Digital, Data and Technology","Scotland","Eastern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Scotland","Eastern Scotland","SEO","50","50","44570","45190"
"In post","2021","Digital, Data and Technology","Scotland","Highlands and Islands","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Scotland","Highlands and Islands","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Scotland","Highlands and Islands","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Scotland","Highlands and Islands","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Scotland","North Eastern Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Scotland","North Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Scotland","North Eastern Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Scotland","North Eastern Scotland","HEO","5","5","[c]","[c]"
"In post","2021","Digital, Data and Technology","Scotland","North Eastern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Scotland","North Eastern Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Scotland","Southern Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Scotland","Southern Scotland","EO","30","25","25840","26120"
"In post","2021","Digital, Data and Technology","Scotland","Southern Scotland","G6","15","15","62580","61980"
"In post","2021","Digital, Data and Technology","Scotland","Southern Scotland","G7","35","35","49280","49650"
"In post","2021","Digital, Data and Technology","Scotland","Southern Scotland","HEO","50","50","33290","33930"
"In post","2021","Digital, Data and Technology","Scotland","Southern Scotland","SCS level","5","5","[c]","[c]"
"In post","2021","Digital, Data and Technology","Scotland","Southern Scotland","SEO","70","70","39830","39630"
"In post","2021","Digital, Data and Technology","Scotland","West Central Scotland","AO","10","10","[c]","[c]"
"In post","2021","Digital, Data and Technology","Scotland","West Central Scotland","EO","25","25","26410","26670"
"In post","2021","Digital, Data and Technology","Scotland","West Central Scotland","G6","5","5","[c]","[c]"
"In post","2021","Digital, Data and Technology","Scotland","West Central Scotland","G7","25","25","54150","55000"
"In post","2021","Digital, Data and Technology","Scotland","West Central Scotland","HEO","55","50","32660","31810"
"In post","2021","Digital, Data and Technology","Scotland","West Central Scotland","SEO","35","35","39710","39000"
"In post","2021","Digital, Data and Technology","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","AO","5","5","[c]","[c]"
"In post","2021","Digital, Data and Technology","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","EO","55","50","29250","27060"
"In post","2021","Digital, Data and Technology","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","G6","10","10","[c]","[c]"
"In post","2021","Digital, Data and Technology","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","G7","50","50","54690","52950"
"In post","2021","Digital, Data and Technology","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","HEO","55","55","33870","34130"
"In post","2021","Digital, Data and Technology","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","SCS level","5","5","[c]","[c]"
"In post","2021","Digital, Data and Technology","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","SEO","60","60","43260","42310"
"In post","2021","Digital, Data and Technology","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Unknown","5","5","[c]","[c]"
"In post","2021","Digital, Data and Technology","South East (England)","Hampshire and Isle of Wight","AO","20","20","21160","20920"
"In post","2021","Digital, Data and Technology","South East (England)","Hampshire and Isle of Wight","EO","100","95","26960","26670"
"In post","2021","Digital, Data and Technology","South East (England)","Hampshire and Isle of Wight","G6","15","15","66660","66430"
"In post","2021","Digital, Data and Technology","South East (England)","Hampshire and Isle of Wight","G7","70","70","52060","50260"
"In post","2021","Digital, Data and Technology","South East (England)","Hampshire and Isle of Wight","HEO","100","95","32650","33020"
"In post","2021","Digital, Data and Technology","South East (England)","Hampshire and Isle of Wight","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","South East (England)","Hampshire and Isle of Wight","SEO","70","70","38310","38690"
"In post","2021","Digital, Data and Technology","South East (England)","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","South East (England)","Kent","AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","South East (England)","Kent","EO","5","5","[c]","[c]"
"In post","2021","Digital, Data and Technology","South East (England)","Kent","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","South East (England)","Kent","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","South East (England)","Kent","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","South East (England)","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","South East (England)","Surrey, East and West Sussex","AO","5","5","[c]","[c]"
"In post","2021","Digital, Data and Technology","South East (England)","Surrey, East and West Sussex","EO","40","35","27180","26430"
"In post","2021","Digital, Data and Technology","South East (England)","Surrey, East and West Sussex","G6","10","10","64890","64670"
"In post","2021","Digital, Data and Technology","South East (England)","Surrey, East and West Sussex","G7","25","20","53510","52580"
"In post","2021","Digital, Data and Technology","South East (England)","Surrey, East and West Sussex","HEO","65","60","32100","31810"
"In post","2021","Digital, Data and Technology","South East (England)","Surrey, East and West Sussex","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","South East (England)","Surrey, East and West Sussex","SEO","50","50","39440","38750"
"In post","2021","Digital, Data and Technology","South West (England)","Cornwall and Isles of Scilly","AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","South West (England)","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","South West (England)","Cornwall and Isles of Scilly","G6","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","South West (England)","Cornwall and Isles of Scilly","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","South West (England)","Cornwall and Isles of Scilly","HEO","5","5","[c]","[c]"
"In post","2021","Digital, Data and Technology","South West (England)","Cornwall and Isles of Scilly","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","South West (England)","Devon","AA","35","35","20210","19730"
"In post","2021","Digital, Data and Technology","South West (England)","Devon","AO","25","20","22310","22350"
"In post","2021","Digital, Data and Technology","South West (England)","Devon","EO","215","205","28780","27130"
"In post","2021","Digital, Data and Technology","South West (England)","Devon","G6","25","25","66490","66180"
"In post","2021","Digital, Data and Technology","South West (England)","Devon","G7","90","90","52520","52460"
"In post","2021","Digital, Data and Technology","South West (England)","Devon","HEO","280","265","36210","38450"
"In post","2021","Digital, Data and Technology","South West (England)","Devon","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","South West (England)","Devon","SEO","210","200","43490","43160"
"In post","2021","Digital, Data and Technology","South West (England)","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","South West (England)","Dorset and Somerset","AO","5","5","[c]","[c]"
"In post","2021","Digital, Data and Technology","South West (England)","Dorset and Somerset","EO","40","40","26630","26740"
"In post","2021","Digital, Data and Technology","South West (England)","Dorset and Somerset","G6","5","5","[c]","[c]"
"In post","2021","Digital, Data and Technology","South West (England)","Dorset and Somerset","G7","25","25","53200","53720"
"In post","2021","Digital, Data and Technology","South West (England)","Dorset and Somerset","HEO","90","90","33550","33290"
"In post","2021","Digital, Data and Technology","South West (England)","Dorset and Somerset","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","South West (England)","Dorset and Somerset","SEO","75","75","43020","42510"
"In post","2021","Digital, Data and Technology","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","AO","25","25","21470","20920"
"In post","2021","Digital, Data and Technology","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","EO","170","165","26350","26600"
"In post","2021","Digital, Data and Technology","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","G6","45","45","65420","63450"
"In post","2021","Digital, Data and Technology","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","G7","225","215","52890","52150"
"In post","2021","Digital, Data and Technology","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","225","215","32160","32780"
"In post","2021","Digital, Data and Technology","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","10","10","98330","92190"
"In post","2021","Digital, Data and Technology","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","300","295","41890","40720"
"In post","2021","Digital, Data and Technology","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","15","15","36030","32580"
"In post","2021","Digital, Data and Technology","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Unknown","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Unknown","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Unknown","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Wales","East Wales","AO","35","35","22380","22830"
"In post","2021","Digital, Data and Technology","Wales","East Wales","EO","230","225","28000","27630"
"In post","2021","Digital, Data and Technology","Wales","East Wales","G6","40","40","63780","63930"
"In post","2021","Digital, Data and Technology","Wales","East Wales","G7","210","205","53950","51640"
"In post","2021","Digital, Data and Technology","Wales","East Wales","HEO","285","280","34490","34850"
"In post","2021","Digital, Data and Technology","Wales","East Wales","SCS level","15","15","83530","76000"
"In post","2021","Digital, Data and Technology","Wales","East Wales","SEO","285","280","41840","42860"
"In post","2021","Digital, Data and Technology","Wales","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Wales","West Wales and The Valleys","AO","60","55","21750","21590"
"In post","2021","Digital, Data and Technology","Wales","West Wales and The Valleys","EO","235","230","27040","26470"
"In post","2021","Digital, Data and Technology","Wales","West Wales and The Valleys","G6","25","25","76630","74710"
"In post","2021","Digital, Data and Technology","Wales","West Wales and The Valleys","G7","120","120","60050","58740"
"In post","2021","Digital, Data and Technology","Wales","West Wales and The Valleys","HEO","215","210","34030","32180"
"In post","2021","Digital, Data and Technology","Wales","West Wales and The Valleys","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Wales","West Wales and The Valleys","SEO","255","250","44410","42520"
"In post","2021","Digital, Data and Technology","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","AO","5","5","[c]","[c]"
"In post","2021","Digital, Data and Technology","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","EO","20","20","26020","26670"
"In post","2021","Digital, Data and Technology","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","G6","10","10","[c]","[c]"
"In post","2021","Digital, Data and Technology","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","G7","5","5","[c]","[c]"
"In post","2021","Digital, Data and Technology","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","HEO","20","20","31720","31690"
"In post","2021","Digital, Data and Technology","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","SEO","10","10","37600","35900"
"In post","2021","Digital, Data and Technology","West Midlands (England)","Shropshire and Staffordshire","AO","15","15","21740","21130"
"In post","2021","Digital, Data and Technology","West Midlands (England)","Shropshire and Staffordshire","EO","40","40","26230","25560"
"In post","2021","Digital, Data and Technology","West Midlands (England)","Shropshire and Staffordshire","G6","30","30","65730","64670"
"In post","2021","Digital, Data and Technology","West Midlands (England)","Shropshire and Staffordshire","G7","75","75","52550","52580"
"In post","2021","Digital, Data and Technology","West Midlands (England)","Shropshire and Staffordshire","HEO","55","55","32830","33000"
"In post","2021","Digital, Data and Technology","West Midlands (England)","Shropshire and Staffordshire","SCS level","5","5","[c]","[c]"
"In post","2021","Digital, Data and Technology","West Midlands (England)","Shropshire and Staffordshire","SEO","75","70","39150","38630"
"In post","2021","Digital, Data and Technology","West Midlands (England)","West Midlands","AO","10","10","[c]","[c]"
"In post","2021","Digital, Data and Technology","West Midlands (England)","West Midlands","EO","60","55","26500","25880"
"In post","2021","Digital, Data and Technology","West Midlands (England)","West Midlands","G6","30","25","66570","63550"
"In post","2021","Digital, Data and Technology","West Midlands (England)","West Midlands","G7","105","105","52970","50630"
"In post","2021","Digital, Data and Technology","West Midlands (England)","West Midlands","HEO","155","150","32310","31810"
"In post","2021","Digital, Data and Technology","West Midlands (England)","West Midlands","SCS level","10","10","[c]","[c]"
"In post","2021","Digital, Data and Technology","West Midlands (England)","West Midlands","SEO","150","145","39550","38590"
"In post","2021","Digital, Data and Technology","West Midlands (England)","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","EO","5","5","[c]","[c]"
"In post","2021","Digital, Data and Technology","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","HEO","5","5","[c]","[c]"
