"Status","Year","Age","Ethnicity","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","20-29","Asian","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Communications","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Communications","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Communications","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Communications","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Communications","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Communications","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Communications","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Communications","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Counter Fraud","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Counter Fraud","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Counter Fraud","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Counter Fraud","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Counter Fraud","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Counter Fraud","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Debt","HM Revenue and Customs","20","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Debt","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Digital, Data & Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Digital, Data & Technology","Cabinet Office","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Digital, Data & Technology","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Digital, Data & Technology","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Digital, Data & Technology","Department for Education","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Digital, Data & Technology","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Digital, Data & Technology","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Digital, Data & Technology","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Digital, Data & Technology","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Digital, Data & Technology","HM Land Registry","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Digital, Data & Technology","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Digital, Data & Technology","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Digital, Data & Technology","Ministry of Defence","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Digital, Data & Technology","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Digital, Data & Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Digital, Data & Technology","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Digital, Data & Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Digital, Data & Technology","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Digital, Data & Technology","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Digital, Data & Technology","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Digital, Data & Technology","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Digital, Data & Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Finance","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Finance","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Finance","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Finance","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Finance","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Finance","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Finance","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Finance","Ministry of Defence","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Finance","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Finance","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Finance","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Finance","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Finance","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Grants Management","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Human Resources","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Human Resources","Cabinet Office","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Human Resources","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Human Resources","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Human Resources","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Human Resources","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Human Resources","Department of Health and Social Care","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Human Resources","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Human Resources","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Human Resources","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Human Resources","Ministry of Defence","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Human Resources","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Human Resources","Ministry of Justice","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Human Resources","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Human Resources","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Human Resources","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Human Resources","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Human Resources","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Human Resources","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Human Resources","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Human Resources","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Internal Audit","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Internal Audit","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Legal","Attorney General's Departments","45","[c]","27680","25480"
"New entrant CS","2021","20-29","Asian","Legal","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Legal","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Legal","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Legal","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Legal","Ministry of Justice","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Legal","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Legal","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Legal","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Legal","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Legal","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Legal","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Legal","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","No function","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","No function","Cabinet Office","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","No function","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","No function","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","No function","Department for Business, Energy and Industrial Strategy","45","[c]","31280","33570"
"New entrant CS","2021","20-29","Asian","No function","Department for Digital, Culture, Media and Sport","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","No function","Department for Education","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","No function","Department for Environment, Food and Rural Affairs","30","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","No function","Department for International Trade","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","No function","Department for Transport","25","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","No function","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","No function","Department of Health and Social Care","115","[c]","26540","26550"
"New entrant CS","2021","20-29","Asian","No function","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","No function","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","No function","HM Land Registry","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","No function","HM Revenue and Customs","65","[c]","21630","20140"
"New entrant CS","2021","20-29","Asian","No function","HM Treasury","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","No function","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","No function","Ministry of Housing, Communities and Local Government","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","No function","Ministry of Justice","135","[c]","23440","22850"
"New entrant CS","2021","20-29","Asian","No function","National Crime Agency","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","No function","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","No function","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","No function","Office of Gas and Electricity Markets","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","No function","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","No function","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","No function","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","No function","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","No function","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","No function","United Kingdom Statistics Authority","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","No function","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","No function","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Project Delivery","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Project Delivery","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Project Delivery","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Project Delivery","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Project Delivery","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Project Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Project Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Project Delivery","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Project Delivery","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Project Delivery","Ministry of Defence","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Project Delivery","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Project Delivery","Ministry of Justice","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Project Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Project Delivery","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Project Delivery","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Project Delivery","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Project Delivery","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Project Delivery","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Property","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Property","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Property","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Property","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Property","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Property","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Property","HM Revenue and Customs","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Property","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Property","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Property","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Security","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Security","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Security","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Security","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Security","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Security","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Security","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Unknown","Department for Work and Pensions","960","[c]","27670","27570"
"New entrant CS","2021","20-29","Asian","Unknown","Department of Health and Social Care","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Unknown","Home Office","40","[c]","27250","26690"
"New entrant CS","2021","20-29","Asian","Unknown","Ministry of Defence","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Unknown","Scottish Government","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Analysis","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Analysis","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Analysis","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Analysis","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Analysis","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Analysis","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Analysis","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Analysis","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Analysis","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Analysis","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Analysis","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Analysis","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Analysis","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Analysis","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Analysis","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Analysis","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Analysis","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Analysis","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Analysis","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Analysis","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Analysis","United Kingdom Statistics Authority","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Analysis","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Commercial","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Commercial","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Commercial","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Commercial","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Commercial","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Commercial","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Commercial","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Commercial","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Commercial","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Commercial","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Commercial","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Commercial","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Commercial","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Commercial","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Commercial","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Commercial","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Commercial","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Communications","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Communications","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Communications","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Communications","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Communications","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Communications","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Communications","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Communications","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Communications","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Communications","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Communications","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Communications","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Communications","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Communications","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Communications","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Communications","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Communications","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Communications","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Communications","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Communications","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Counter Fraud","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Counter Fraud","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Counter Fraud","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Counter Fraud","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
