"Status","Year","Disability","Organisation","Region_ITL1","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","East of England","AA/AO","50","50","26920","27680"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","East of England","EO","155","140","28560","26780"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","East of England","SEO/HEO","45","45","34280","33350"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","London","AA/AO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","London","EO","170","160","31390","30780"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","London","SEO/HEO","40","40","37580","36320"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","North East (England)","AA/AO","110","95","22290","21590"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","North East (England)","EO","90","80","27300","26780"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","North East (England)","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","North East (England)","SEO/HEO","45","45","35050","33350"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","North West (England)","AA/AO","55","55","25830","26580"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","North West (England)","EO","190","175","28010","26780"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","North West (England)","SEO/HEO","45","45","33860","32930"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Scotland","AA/AO","45","45","26240","27680"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Scotland","EO","130","115","28070","26780"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Scotland","SEO/HEO","45","40","34620","33350"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","South East (England)","AA/AO","65","60","26910","27680"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","South East (England)","EO","210","195","29670","26780"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","South East (England)","SEO/HEO","60","55","36080","34800"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","South West (England)","AA/AO","65","60","24760","26580"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","South West (England)","EO","170","155","27610","26780"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","South West (England)","G6/G7","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","South West (England)","SCS level","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","South West (England)","SEO/HEO","135","130","35670","33350"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Wales","AA/AO","110","100","22920","21590"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Wales","EO","135","125","28170","26780"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Wales","G6/G7","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Wales","SEO/HEO","95","90","36850","35040"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","West Midlands (England)","AA/AO","65","60","24660","25840"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","West Midlands (England)","EO","175","165","28440","26780"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","West Midlands (England)","SEO/HEO","40","40","35130","33350"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Yorkshire and The Humber","AA/AO","105","95","24080","21590"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Yorkshire and The Humber","EO","160","145","28010","26780"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Yorkshire and The Humber","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Yorkshire and The Humber","SEO/HEO","45","45","34990","33350"
"In post","2021","Declared non-disabled","Education and Skills Funding Agency","East Midlands (England)","EO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Education and Skills Funding Agency","East Midlands (England)","G6/G7","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Education and Skills Funding Agency","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Education and Skills Funding Agency","East Midlands (England)","SEO/HEO","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Education and Skills Funding Agency","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Education and Skills Funding Agency","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Education and Skills Funding Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Education and Skills Funding Agency","London","EO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Education and Skills Funding Agency","London","G6/G7","115","110","59520","55650"
"In post","2021","Declared non-disabled","Education and Skills Funding Agency","London","SCS level","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Education and Skills Funding Agency","London","SEO/HEO","100","100","39310","40510"
"In post","2021","Declared non-disabled","Education and Skills Funding Agency","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Education and Skills Funding Agency","North East (England)","EO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Education and Skills Funding Agency","North East (England)","G6/G7","45","45","52810","50630"
"In post","2021","Declared non-disabled","Education and Skills Funding Agency","North East (England)","SEO/HEO","100","95","34370","36500"
"In post","2021","Declared non-disabled","Education and Skills Funding Agency","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Education and Skills Funding Agency","North West (England)","EO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Education and Skills Funding Agency","North West (England)","G6/G7","40","40","53520","50630"
"In post","2021","Declared non-disabled","Education and Skills Funding Agency","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Education and Skills Funding Agency","North West (England)","SEO/HEO","85","85","34380","36500"
"In post","2021","Declared non-disabled","Education and Skills Funding Agency","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Education and Skills Funding Agency","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Education and Skills Funding Agency","South West (England)","G6/G7","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Education and Skills Funding Agency","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Education and Skills Funding Agency","South West (England)","SEO/HEO","30","30","34070","33380"
"In post","2021","Declared non-disabled","Education and Skills Funding Agency","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Education and Skills Funding Agency","West Midlands (England)","AA/AO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Education and Skills Funding Agency","West Midlands (England)","EO","35","30","25670","26000"
"In post","2021","Declared non-disabled","Education and Skills Funding Agency","West Midlands (England)","G6/G7","170","165","55170","50630"
"In post","2021","Declared non-disabled","Education and Skills Funding Agency","West Midlands (England)","SCS level","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Education and Skills Funding Agency","West Midlands (England)","SEO/HEO","240","230","34430","36500"
"In post","2021","Declared non-disabled","Education and Skills Funding Agency","Yorkshire and The Humber","AA/AO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Education and Skills Funding Agency","Yorkshire and The Humber","EO","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Education and Skills Funding Agency","Yorkshire and The Humber","G6/G7","80","75","54060","50630"
"In post","2021","Declared non-disabled","Education and Skills Funding Agency","Yorkshire and The Humber","SCS level","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Education and Skills Funding Agency","Yorkshire and The Humber","SEO/HEO","145","140","33910","33640"
"In post","2021","Declared non-disabled","Education Scotland","Scotland","AA/AO","15","10","[c]","[c]"
"In post","2021","Declared non-disabled","Education Scotland","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Education Scotland","Scotland","G6/G7","85","80","68310","71160"
"In post","2021","Declared non-disabled","Education Scotland","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Education Scotland","Scotland","SEO/HEO","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","ESTYN","Wales","AA/AO","10","5","[c]","[c]"
"In post","2021","Declared non-disabled","ESTYN","Wales","EO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","ESTYN","Wales","G6/G7","60","55","73750","74730"
"In post","2021","Declared non-disabled","ESTYN","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","ESTYN","Wales","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","FCDO Services","London","AA/AO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","FCDO Services","London","EO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","FCDO Services","London","G6/G7","45","45","65030","62360"
"In post","2021","Declared non-disabled","FCDO Services","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","FCDO Services","London","SEO/HEO","45","45","43250","44280"
"In post","2021","Declared non-disabled","FCDO Services","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","FCDO Services","Overseas","EO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","FCDO Services","Overseas","G6/G7","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","FCDO Services","Overseas","SEO/HEO","75","75","39430","40330"
"In post","2021","Declared non-disabled","FCDO Services","South East (England)","AA/AO","90","85","23170","22850"
"In post","2021","Declared non-disabled","FCDO Services","South East (England)","EO","135","135","28000","26920"
"In post","2021","Declared non-disabled","FCDO Services","South East (England)","G6/G7","130","115","61540","57990"
"In post","2021","Declared non-disabled","FCDO Services","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","FCDO Services","South East (England)","SEO/HEO","255","250","40110","40590"
"In post","2021","Declared non-disabled","FCDO Services","South East (England)","Unknown","35","35","21990","21600"
"In post","2021","Declared non-disabled","Food Standards Agency","East Midlands (England)","EO","30","30","27150","26750"
"In post","2021","Declared non-disabled","Food Standards Agency","East of England","EO","50","50","27610","26750"
"In post","2021","Declared non-disabled","Food Standards Agency","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","London","EO","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","London","G6/G7","75","70","56420","56130"
"In post","2021","Declared non-disabled","Food Standards Agency","London","SCS level","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","London","SEO/HEO","155","150","37110","37910"
"In post","2021","Declared non-disabled","Food Standards Agency","North East (England)","EO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","North West (England)","EO","30","30","26920","26750"
"In post","2021","Declared non-disabled","Food Standards Agency","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Northern Ireland","EO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Northern Ireland","G6/G7","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Northern Ireland","SEO/HEO","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","South East (England)","EO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","South West (England)","EO","35","35","26890","26750"
"In post","2021","Declared non-disabled","Food Standards Agency","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Wales","EO","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Wales","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Wales","SEO/HEO","40","40","35970","37910"
"In post","2021","Declared non-disabled","Food Standards Agency","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","West Midlands (England)","EO","40","40","27050","26750"
"In post","2021","Declared non-disabled","Food Standards Agency","West Midlands (England)","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","West Midlands (England)","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Yorkshire and The Humber","EO","60","55","27190","26750"
"In post","2021","Declared non-disabled","Food Standards Agency","Yorkshire and The Humber","G6/G7","40","40","54500","52070"
"In post","2021","Declared non-disabled","Food Standards Agency","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Yorkshire and The Humber","SEO/HEO","90","90","34460","32440"
"In post","2021","Declared non-disabled","Food Standards Scotland","Scotland","AA/AO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Scotland","Scotland","EO","35","35","28700","29190"
"In post","2021","Declared non-disabled","Food Standards Scotland","Scotland","G6/G7","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Scotland","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Scotland","Scotland","SEO/HEO","45","45","35920","35110"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","London","AA/AO","150","145","27990","28000"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","London","EO","315","310","31540","30630"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","London","G6/G7","1020","990","61150","59470"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","London","SCS level","200","195","87310","78200"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","London","SEO/HEO","980","960","39180","38600"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","AA/AO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","EO","35","35","27710","28150"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","G6/G7","730","725","59060","57010"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","SCS level","185","185","86210","77820"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","SEO/HEO","580","575","35320","34260"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","AA/AO","20","15","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","EO","60","55","25960","26120"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","G6/G7","190","185","55460","54270"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","SCS level","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","SEO/HEO","235","230","35940","33930"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","South East (England)","AA/AO","100","95","24810","24750"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","South East (England)","EO","55","50","27780","27260"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","South East (England)","G6/G7","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","South East (England)","SEO/HEO","55","50","39730","36520"
"In post","2021","Declared non-disabled","Forestry and Land Scotland","Scotland","AA/AO","430","415","25010","25140"
"In post","2021","Declared non-disabled","Forestry and Land Scotland","Scotland","EO","235","225","31560","30160"
"In post","2021","Declared non-disabled","Forestry and Land Scotland","Scotland","G6/G7","35","35","60730","56800"
"In post","2021","Declared non-disabled","Forestry and Land Scotland","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Forestry and Land Scotland","Scotland","SEO/HEO","205","195","40080","38450"
"In post","2021","Declared non-disabled","Government Actuary's Department","London","AA/AO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Government Actuary's Department","London","EO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Government Actuary's Department","London","G6/G7","80","75","89540","83030"
"In post","2021","Declared non-disabled","Government Actuary's Department","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Actuary's Department","London","SEO/HEO","40","40","42080","41210"
"In post","2021","Declared non-disabled","Government Actuary's Department","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","East of England","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","London","EO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","London","G6/G7","55","50","60680","58450"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","London","SCS level","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","London","SEO/HEO","65","60","44250","45370"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","North East (England)","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","North East (England)","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","North West (England)","G6/G7","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","North West (England)","SEO/HEO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","South East (England)","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","South West (England)","G6/G7","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","South West (England)","SEO/HEO","20","15","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","Wales","G6/G7","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","Wales","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","West Midlands (England)","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","West Midlands (England)","SEO/HEO","15","10","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","Yorkshire and The Humber","G6/G7","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","Yorkshire and The Humber","SEO/HEO","30","30","36620","37740"
"In post","2021","Declared non-disabled","Government Legal Department","London","AA/AO","45","40","23680","23670"
"In post","2021","Declared non-disabled","Government Legal Department","London","EO","235","230","28640","27580"
"In post","2021","Declared non-disabled","Government Legal Department","London","G6/G7","1195","1095","59000","55560"
"In post","2021","Declared non-disabled","Government Legal Department","London","SCS level","135","125","84430","80620"
"In post","2021","Declared non-disabled","Government Legal Department","London","SEO/HEO","185","180","38250","38880"
"In post","2021","Declared non-disabled","Government Legal Department","North West (England)","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Government Legal Department","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Legal Department","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Legal Department","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Legal Department","South West (England)","G6/G7","20","15","[c]","[c]"
"In post","2021","Declared non-disabled","Government Legal Department","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Legal Department","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Legal Department","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Legal Department","Yorkshire and The Humber","G6/G7","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Government Legal Department","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Legal Department","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Property Agency","East Midlands (England)","G6/G7","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Government Property Agency","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Property Agency","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Property Agency","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Property Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Property Agency","London","EO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Government Property Agency","London","G6/G7","30","25","[c]","[c]"
"In post","2021","Declared non-disabled","Government Property Agency","London","SCS level","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Government Property Agency","London","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Government Property Agency","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Property Agency","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Property Agency","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Property Agency","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Property Agency","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Property Agency","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Property Agency","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Property Agency","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Property Agency","South West (England)","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Government Property Agency","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Property Agency","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Property Agency","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Property Agency","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Property Agency","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Property Agency","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Property Agency","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Property Agency","West Midlands (England)","EO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Government Property Agency","West Midlands (England)","G6/G7","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Government Property Agency","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Property Agency","West Midlands (England)","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Government Property Agency","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Property Agency","Yorkshire and The Humber","G6/G7","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Government Property Agency","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Property Agency","Yorkshire and The Humber","SEO/HEO","10","5","[c]","[c]"
"In post","2021","Declared non-disabled","Health and Safety Executive","East Midlands (England)","AA/AO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Health and Safety Executive","East Midlands (England)","EO","60","55","27460","26780"
"In post","2021","Declared non-disabled","Health and Safety Executive","East Midlands (England)","G6/G7","95","85","60530","58330"
"In post","2021","Declared non-disabled","Health and Safety Executive","East Midlands (England)","SCS level","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Health and Safety Executive","East Midlands (England)","SEO/HEO","150","140","39180","39390"
"In post","2021","Declared non-disabled","Health and Safety Executive","East of England","AA/AO","10","10","[c]","[c]"
