"Status","Year","Function_of_post","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Human Resources","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for International Trade","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Transport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Transport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","ESTYN","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","ESTYN","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","FCDO Services","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","FCDO Services","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Forestry and Land Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Forestry and Land Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Government Legal Department","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Government Legal Department","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","HM Prison and Probation Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","HM Prison and Probation Service","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","HM Treasury (excl. agencies)","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","HM Treasury (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Insolvency Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Insolvency Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Medicines and Healthcare Products Regulatory Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Medicines and Healthcare Products Regulatory Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Met Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Met Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Defence (excl. agencies)","Female","50","[c]","32030","22080"
"Leaver CS","2021","Human Resources","Ministry of Defence (excl. agencies)","Male","35","[c]","36560","33300"
"Leaver CS","2021","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Justice (excl. agencies)","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Justice (excl. agencies)","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","National Crime Agency","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office of Gas and Electricity Markets","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Public Health England","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Public Health England","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Scottish Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Scottish Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Scottish Prison Service","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Scottish Prison Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Submarine Delivery Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Submarine Delivery Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","UK Hydrographic Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","UK Hydrographic Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Valuation Office Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Valuation Office Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Water Services Regulation Authority","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Wilton Park","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Wilton Park","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Government Internal Audit Agency","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Government Internal Audit Agency","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","HM Prison and Probation Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","HM Prison and Probation Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Scottish Prison Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Scottish Prison Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","UK Hydrographic Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","UK Hydrographic Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Wilton Park","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Wilton Park","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Attorney General's Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Attorney General's Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Cabinet Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Cabinet Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Competition and Markets Authority","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Crown Office and Procurator Fiscal Service","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Crown Office and Procurator Fiscal Service","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Crown Prosecution Service","Female","145","[c]","41100","39260"
"Leaver CS","2021","Legal","Crown Prosecution Service","Male","105","[c]","47600","55000"
"Leaver CS","2021","Legal","Crown Prosecution Service Inspectorate","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Crown Prosecution Service Inspectorate","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Defence Science and Technology Laboratory","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","FCDO Services","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","FCDO Services","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Government Legal Department","Female","60","[c]","55260","53070"
"Leaver CS","2021","Legal","Government Legal Department","Male","40","[c]","57840","54200"
"Leaver CS","2021","Legal","HM Courts and Tribunals Service","Female","65","[c]","40550","43460"
"Leaver CS","2021","Legal","HM Courts and Tribunals Service","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Legal","HM Land Registry","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Legal","HM Land Registry","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Legal Aid Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Legal Aid Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Ministry of Justice (excl. agencies)","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Ministry of Justice (excl. agencies)","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Office of the Public Guardian","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Office of the Public Guardian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Scottish Courts and Tribunals Service","Female","55","[c]","28260","22820"
"Leaver CS","2021","Legal","Scottish Courts and Tribunals Service","Male","50","[c]","27050","21610"
"Leaver CS","2021","Legal","Serious Fraud Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","UK Supreme Court","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal","UK Supreme Court","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Welsh Revenue Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Welsh Revenue Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Advisory, Conciliation and Arbitration Service","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","No function","Advisory, Conciliation and Arbitration Service","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","No function","Animal and Plant Health Agency","Female","80","[c]","28110","24370"
"Leaver CS","2021","No function","Animal and Plant Health Agency","Male","55","[c]","29210","24920"
"Leaver CS","2021","No function","Cabinet Office (excl. agencies)","Female","65","[c]","37800","28520"
"Leaver CS","2021","No function","Cabinet Office (excl. agencies)","Male","55","[c]","46710","32910"
"Leaver CS","2021","No function","Centre for Environment, Fisheries and Aquaculture Science","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Centre for Environment, Fisheries and Aquaculture Science","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Companies House","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Companies House","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Criminal Injuries Compensation Authority","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Criminal Injuries Compensation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Crown Commercial Service","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Crown Commercial Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Crown Office and Procurator Fiscal Service","Female","40","[c]","23790","22220"
"Leaver CS","2021","No function","Crown Office and Procurator Fiscal Service","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","No function","Defence Science and Technology Laboratory","Female","35","[c]","27450","24560"
"Leaver CS","2021","No function","Defence Science and Technology Laboratory","Male","105","[c]","28220","26480"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","60","[c]","49560","52080"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","95","[c]","54270","52080"
"Leaver CS","2021","No function","Department for Digital, Culture, Media and Sport","Female","35","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Digital, Culture, Media and Sport","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","85","[c]","33940","29490"
"Leaver CS","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","75","[c]","41520","34770"
"Leaver CS","2021","No function","Department for International Trade","Female","40","[c]","35330","18200"
"Leaver CS","2021","No function","Department for International Trade","Male","45","[c]","40200","32250"
"Leaver CS","2021","No function","Department for Transport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Transport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Driver and Vehicle Licensing Agency","Female","145","[c]","20970","21590"
"Leaver CS","2021","No function","Driver and Vehicle Licensing Agency","Male","85","[c]","21470","21590"
"Leaver CS","2021","No function","Driver and Vehicle Standards Agency","Female","65","[c]","25690","25900"
"Leaver CS","2021","No function","Driver and Vehicle Standards Agency","Male","140","[c]","28850","26780"
"Leaver CS","2021","No function","ESTYN","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","ESTYN","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Food Standards Agency","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Food Standards Agency","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Health and Safety Executive","Female","55","[c]","36600","30820"
"Leaver CS","2021","No function","Health and Safety Executive","Male","55","[c]","52030","45240"
"Leaver CS","2021","No function","HM Courts and Tribunals Service","Female","805","[c]","21180","19930"
"Leaver CS","2021","No function","HM Courts and Tribunals Service","Male","440","[c]","21090","20100"
"Leaver CS","2021","No function","HM Land Registry","Female","115","[c]","27390","27130"
"Leaver CS","2021","No function","HM Land Registry","Male","80","[c]","27840","27130"
"Leaver CS","2021","No function","HM Prison and Probation Service","Female","1885","[c]","28690","25850"
"Leaver CS","2021","No function","HM Prison and Probation Service","Male","2220","[c]","36630","31650"
"Leaver CS","2021","No function","HM Treasury (excl. agencies)","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Treasury (excl. agencies)","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","No function","Insolvency Service","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","No function","Insolvency Service","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","No function","Institute for Apprenticeships and Technical Education","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Institute for Apprenticeships and Technical Education","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Legal Aid Agency","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","No function","Legal Aid Agency","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Maritime and Coastguard Agency","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","No function","Maritime and Coastguard Agency","Male","60","[c]","41610","38850"
"Leaver CS","2021","No function","Medicines and Healthcare Products Regulatory Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Medicines and Healthcare Products Regulatory Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","35","[c]","48200","45210"
"Leaver CS","2021","No function","Ministry of Justice (excl. agencies)","Female","35","[c]","33530","30850"
"Leaver CS","2021","No function","Ministry of Justice (excl. agencies)","Male","35","[c]","[c]","[c]"
"Leaver CS","2021","No function","National Crime Agency","Female","45","[c]","39090","36800"
"Leaver CS","2021","No function","National Crime Agency","Male","110","[c]","44940","41290"
"Leaver CS","2021","No function","National Infrastructure Commission","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","National Infrastructure Commission","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","National Savings and Investments","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office for Standards in Education, Children's Services and Skills","Female","70","[c]","50870","51360"
"Leaver CS","2021","No function","Office for Standards in Education, Children's Services and Skills","Male","35","[c]","58200","75500"
"Leaver CS","2021","No function","Office of Gas and Electricity Markets","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Gas and Electricity Markets","Male","35","[c]","44080","36430"
"Leaver CS","2021","No function","Office of Qualifications and Examinations Regulation","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Rail and Road","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of the Public Guardian","Female","30","[c]","21790","20370"
"Leaver CS","2021","No function","Office of the Public Guardian","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","No function","Planning Inspectorate","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Planning Inspectorate","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","No function","Public Health England","Female","490","[c]","37560","32330"
"Leaver CS","2021","No function","Public Health England","Male","205","[c]","47170","37890"
"Leaver CS","2021","No function","Registers of Scotland","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Registers of Scotland","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Scottish Prison Service","Female","65","[c]","27450","25870"
"Leaver CS","2021","No function","Scottish Prison Service","Male","130","[c]","34500","33650"
"Leaver CS","2021","No function","Serious Fraud Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","The National Archives","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","The National Archives","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","UK Hydrographic Office","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","UK Hydrographic Office","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","No function","UK Intellectual Property Office","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","UK Intellectual Property Office","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","United Kingdom Statistics Authority","Female","85","[c]","24730","19520"
"Leaver CS","2021","No function","United Kingdom Statistics Authority","Male","90","[c]","24310","19520"
"Leaver CS","2021","No function","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Vehicle Certification Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Vehicle Certification Agency","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Wales Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Wales Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Water Services Regulation Authority","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Advisory, Conciliation and Arbitration Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Advisory, Conciliation and Arbitration Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Animal and Plant Health Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Animal and Plant Health Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Cabinet Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Cabinet Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Competition and Markets Authority","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Competition and Markets Authority","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Defence Electronics and Components Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Defence Electronics and Components Agency","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Defence Equipment and Support","Female","105","[c]","30820","27550"
"Leaver CS","2021","Project Delivery","Defence Equipment and Support","Male","280","[c]","35220","32660"
"Leaver CS","2021","Project Delivery","Defence Science and Technology Laboratory","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Defence Science and Technology Laboratory","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for International Development","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for International Development","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","FCDO Services","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","FCDO Services","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Forestry and Land Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Forestry and Land Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Government Actuary's Department","Female","[c]","[c]","[c]","[c]"
