"Status","Year","Ethnicity","Region_ITL3","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Aberdeen City and Aberdeenshire","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Aberdeen City and Aberdeenshire","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Aberdeen City and Aberdeenshire","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Asian","Aberdeen City and Aberdeenshire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Aberdeen City and Aberdeenshire","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Aberdeen City and Aberdeenshire","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Aberdeen City and Aberdeenshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Aberdeen City and Aberdeenshire","Outside London","SEO","10","10","[c]","[c]"
"In post","2021","Asian","Angus and Dundee City","Outside London","AA","5","5","[c]","[c]"
"In post","2021","Asian","Angus and Dundee City","Outside London","AO","20","20","[c]","[c]"
"In post","2021","Asian","Angus and Dundee City","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Asian","Angus and Dundee City","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Angus and Dundee City","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Angus and Dundee City","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Angus and Dundee City","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Angus and Dundee City","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Antrim and Newtownabbey","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Antrim and Newtownabbey","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Antrim and Newtownabbey","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Antrim and Newtownabbey","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Antrim and Newtownabbey","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Antrim and Newtownabbey","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ards and North Down","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ards and North Down","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ards and North Down","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ards and North Down","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ards and North Down","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ards and North Down","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Armagh City, Banbridge and Craigavon","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Armagh City, Banbridge and Craigavon","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Barking & Dagenham and Havering","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Barking & Dagenham and Havering","London","AO","15","15","[c]","[c]"
"In post","2021","Asian","Barking & Dagenham and Havering","London","EO","110","100","30840","31060"
"In post","2021","Asian","Barking & Dagenham and Havering","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Barking & Dagenham and Havering","London","HEO","5","5","[c]","[c]"
"In post","2021","Asian","Barking & Dagenham and Havering","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Barking & Dagenham and Havering","London","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Barnet","London","AA","15","10","[c]","[c]"
"In post","2021","Asian","Barnet","London","AO","70","65","24280","23930"
"In post","2021","Asian","Barnet","London","EO","120","110","30230","31060"
"In post","2021","Asian","Barnet","London","G6","5","5","[c]","[c]"
"In post","2021","Asian","Barnet","London","G7","45","45","57890","55930"
"In post","2021","Asian","Barnet","London","HEO","65","65","34900","33350"
"In post","2021","Asian","Barnet","London","SCS level","10","10","[c]","[c]"
"In post","2021","Asian","Barnet","London","SEO","60","60","42940","41950"
"In post","2021","Asian","Barnet","London","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Barnsley, Doncaster and Rotherham","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Barnsley, Doncaster and Rotherham","Outside London","AO","5","5","[c]","[c]"
"In post","2021","Asian","Barnsley, Doncaster and Rotherham","Outside London","EO","10","10","[c]","[c]"
"In post","2021","Asian","Barnsley, Doncaster and Rotherham","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Barnsley, Doncaster and Rotherham","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Barnsley, Doncaster and Rotherham","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Barnsley, Doncaster and Rotherham","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Barnsley, Doncaster and Rotherham","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Barnsley, Doncaster and Rotherham","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","AO","10","10","[c]","[c]"
"In post","2021","Asian","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","EO","75","70","24070","24890"
"In post","2021","Asian","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","G6","10","10","[c]","[c]"
"In post","2021","Asian","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","G7","30","30","[c]","[c]"
"In post","2021","Asian","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","HEO","110","105","31140","31950"
"In post","2021","Asian","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","SEO","90","90","41760","41660"
"In post","2021","Asian","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Unknown","35","35","37790","33230"
"In post","2021","Asian","Bedford","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bedford","Outside London","AO","20","20","[c]","[c]"
"In post","2021","Asian","Bedford","Outside London","EO","40","35","26900","27570"
"In post","2021","Asian","Bedford","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bedford","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bedford","Outside London","HEO","5","5","[c]","[c]"
"In post","2021","Asian","Bedford","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bedford","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bedford","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Belfast","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Belfast","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Belfast","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Belfast","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Belfast","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Belfast","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Belfast","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Belfast","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Berkshire","Outside London","AA","5","5","[c]","[c]"
"In post","2021","Asian","Berkshire","Outside London","AO","80","70","24250","23520"
"In post","2021","Asian","Berkshire","Outside London","EO","135","125","29420","29290"
"In post","2021","Asian","Berkshire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Berkshire","Outside London","G7","10","10","[c]","[c]"
"In post","2021","Asian","Berkshire","Outside London","HEO","35","35","35020","35010"
"In post","2021","Asian","Berkshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Berkshire","Outside London","SEO","15","15","[c]","[c]"
"In post","2021","Asian","Berkshire","Outside London","Unknown","15","10","[c]","[c]"
"In post","2021","Asian","Bexley and Greenwich","London","AA","5","5","[c]","[c]"
"In post","2021","Asian","Bexley and Greenwich","London","AO","30","30","27360","26700"
"In post","2021","Asian","Bexley and Greenwich","London","EO","50","45","30620","31060"
"In post","2021","Asian","Bexley and Greenwich","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bexley and Greenwich","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bexley and Greenwich","London","HEO","5","5","[c]","[c]"
"In post","2021","Asian","Bexley and Greenwich","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bexley and Greenwich","London","Unknown","10","10","[c]","[c]"
"In post","2021","Asian","Birmingham","Outside London","AA","50","45","18630","17780"
"In post","2021","Asian","Birmingham","Outside London","AO","915","820","20590","20140"
"In post","2021","Asian","Birmingham","Outside London","EO","830","775","26280","27570"
"In post","2021","Asian","Birmingham","Outside London","G6","15","15","[c]","[c]"
"In post","2021","Asian","Birmingham","Outside London","G7","95","90","52140","52580"
"In post","2021","Asian","Birmingham","Outside London","HEO","325","315","31960","31810"
"In post","2021","Asian","Birmingham","Outside London","SCS level","10","10","[c]","[c]"
"In post","2021","Asian","Birmingham","Outside London","SEO","140","135","39230","38630"
"In post","2021","Asian","Birmingham","Outside London","Unknown","65","60","26800","23840"
"In post","2021","Asian","Blackburn with Darwen","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Blackburn with Darwen","Outside London","AO","45","35","20800","21010"
"In post","2021","Asian","Blackburn with Darwen","Outside London","EO","65","60","27500","27570"
"In post","2021","Asian","Blackburn with Darwen","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Blackburn with Darwen","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Blackburn with Darwen","Outside London","HEO","5","5","[c]","[c]"
