"Status","Year","Age","Parent_department","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","60-64","Department for Environment, Food and Rural Affairs","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Environment, Food and Rural Affairs","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for International Trade","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for International Trade","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for International Trade","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for International Trade","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Transport","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Transport","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Transport","Outside London","Female","40","[c]","23180","21590"
"Leaver CS","2021","60-64","Department for Transport","Outside London","Male","65","[c]","35950","27750"
"Leaver CS","2021","60-64","Department for Work and Pensions","London","Female","30","[c]","32400","30330"
"Leaver CS","2021","60-64","Department for Work and Pensions","London","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Work and Pensions","Outside London","Female","585","[c]","27030","26890"
"Leaver CS","2021","60-64","Department for Work and Pensions","Outside London","Male","265","[c]","30600","27570"
"Leaver CS","2021","60-64","Department for Work and Pensions","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Work and Pensions","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department of Health and Social Care","London","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department of Health and Social Care","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department of Health and Social Care","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department of Health and Social Care","Outside London","Female","35","[c]","53490","42480"
"Leaver CS","2021","60-64","Department of Health and Social Care","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department of Health and Social Care","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","ESTYN","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","ESTYN","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Food Standards Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Food Standards Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Food Standards Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Food Standards Agency","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Foreign, Commonwealth and Development Office","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Foreign, Commonwealth and Development Office","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Foreign, Commonwealth and Development Office","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Foreign, Commonwealth and Development Office","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Foreign, Commonwealth and Development Office","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Foreign, Commonwealth and Development Office","Overseas","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","HM Land Registry","Outside London","Female","35","[c]","32650","27130"
"Leaver CS","2021","60-64","HM Land Registry","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","60-64","HM Revenue and Customs","London","Female","70","[c]","[c]","[c]"
"Leaver CS","2021","60-64","HM Revenue and Customs","London","Male","80","[c]","[c]","[c]"
"Leaver CS","2021","60-64","HM Revenue and Customs","Outside London","Female","610","[c]","[c]","[c]"
"Leaver CS","2021","60-64","HM Revenue and Customs","Outside London","Male","425","[c]","[c]","[c]"
"Leaver CS","2021","60-64","HM Revenue and Customs","Unknown","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","HM Revenue and Customs","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","HM Treasury","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","HM Treasury","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","HM Treasury","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","HM Treasury","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Home Office","London","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Home Office","London","Male","35","[c]","43870","39460"
"Leaver CS","2021","60-64","Home Office","Outside London","Female","50","[c]","25280","23070"
"Leaver CS","2021","60-64","Home Office","Outside London","Male","55","[c]","27150","27240"
"Leaver CS","2021","60-64","Home Office","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Home Office","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Ministry of Defence","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Ministry of Defence","London","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Ministry of Defence","Outside London","Female","200","[c]","29720","26330"
"Leaver CS","2021","60-64","Ministry of Defence","Outside London","Male","430","[c]","35240","33300"
"Leaver CS","2021","60-64","Ministry of Defence","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Ministry of Defence","Overseas","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Ministry of Defence","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Ministry of Defence","Unknown","Male","40","[c]","42140","36580"
"Leaver CS","2021","60-64","Ministry of Housing, Communities and Local Government","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Ministry of Housing, Communities and Local Government","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Ministry of Housing, Communities and Local Government","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Ministry of Housing, Communities and Local Government","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Ministry of Justice","London","Female","45","[c]","37990","25310"
"Leaver CS","2021","60-64","Ministry of Justice","London","Male","50","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Ministry of Justice","Outside London","Female","280","[c]","23780","20100"
"Leaver CS","2021","60-64","Ministry of Justice","Outside London","Male","300","[c]","26070","20510"
"Leaver CS","2021","60-64","Ministry of Justice","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Ministry of Justice","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","National Crime Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","National Crime Agency","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","National Crime Agency","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","National Crime Agency","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","National Crime Agency","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","National Crime Agency","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","National Crime Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","National Crime Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Office for Standards in Education","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Office for Standards in Education","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Office for Standards in Education","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Office for Standards in Education","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Office of Gas and Electricity Markets","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Office of Gas and Electricity Markets","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Office of Gas and Electricity Markets","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Office of Gas and Electricity Markets","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Office of Qualifications and Examinations Regulation","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Office of Qualifications and Examinations Regulation","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Office of Rail and Road","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Office of Rail and Road","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Office of Rail and Road","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Office of Rail and Road","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other Cabinet Office Agencies","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other Cabinet Office Agencies","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scotland Office","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scotland Office","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scottish Government","Outside London","Female","80","[c]","41350","35110"
"Leaver CS","2021","60-64","Scottish Government","Outside London","Male","120","[c]","42630","35110"
"Leaver CS","2021","60-64","The National Archives","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","The National Archives","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","UK Export Finance","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","UK Export Finance","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","UK Supreme Court","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","UK Supreme Court","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","United Kingdom Statistics Authority","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","United Kingdom Statistics Authority","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Water Services Regulation Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Water Services Regulation Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Welsh Government","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Welsh Government","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","65+","Attorney General's Departments","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Attorney General's Departments","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Attorney General's Departments","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Attorney General's Departments","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","Cabinet Office","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Cabinet Office","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Cabinet Office","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Cabinet Office","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Charity Commission","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Charity Commission","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Competition and Markets Authority","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Competition and Markets Authority","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Business, Energy and Industrial Strategy","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Business, Energy and Industrial Strategy","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Business, Energy and Industrial Strategy","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Business, Energy and Industrial Strategy","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Digital, Culture, Media and Sport","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Digital, Culture, Media and Sport","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Education","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Education","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Education","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Education","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Environment, Food and Rural Affairs","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Environment, Food and Rural Affairs","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Environment, Food and Rural Affairs","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Environment, Food and Rural Affairs","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for International Trade","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for International Trade","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Transport","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Transport","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Transport","Outside London","Female","40","[c]","22180","21590"
"Leaver CS","2021","65+","Department for Transport","Outside London","Male","80","[c]","32240","26780"
"Leaver CS","2021","65+","Department for Work and Pensions","London","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Work and Pensions","London","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Work and Pensions","Outside London","Female","490","[c]","24690","24500"
"Leaver CS","2021","65+","Department for Work and Pensions","Outside London","Male","255","[c]","26870","26120"
"Leaver CS","2021","65+","Department for Work and Pensions","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Work and Pensions","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department of Health and Social Care","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department of Health and Social Care","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department of Health and Social Care","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department of Health and Social Care","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department of Health and Social Care","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department of Health and Social Care","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","ESTYN","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","ESTYN","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Food Standards Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Food Standards Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Food Standards Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Food Standards Agency","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Foreign, Commonwealth and Development Office","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Foreign, Commonwealth and Development Office","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Foreign, Commonwealth and Development Office","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Foreign, Commonwealth and Development Office","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","Foreign, Commonwealth and Development Office","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Foreign, Commonwealth and Development Office","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Land Registry","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Land Registry","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Revenue and Customs","London","Female","60","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Revenue and Customs","London","Male","55","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Revenue and Customs","Outside London","Female","370","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Revenue and Customs","Outside London","Male","240","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Revenue and Customs","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Revenue and Customs","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Treasury","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Treasury","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Home Office","London","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","65+","Home Office","London","Male","45","[c]","33140","29390"
"Leaver CS","2021","65+","Home Office","Outside London","Female","60","[c]","23630","21430"
"Leaver CS","2021","65+","Home Office","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","65+","Home Office","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Home Office","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Defence","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Defence","London","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Defence","Outside London","Female","140","[c]","26260","21580"
"Leaver CS","2021","65+","Ministry of Defence","Outside London","Male","365","[c]","30460","28910"
"Leaver CS","2021","65+","Ministry of Defence","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Defence","Overseas","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Defence","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Defence","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Housing, Communities and Local Government","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Housing, Communities and Local Government","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Housing, Communities and Local Government","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Housing, Communities and Local Government","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Justice","London","Female","50","[c]","26000","23500"
"Leaver CS","2021","65+","Ministry of Justice","London","Male","45","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Justice","Outside London","Female","265","[c]","20900","20100"
"Leaver CS","2021","65+","Ministry of Justice","Outside London","Male","335","[c]","22030","19990"
"Leaver CS","2021","65+","National Crime Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","National Crime Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","National Crime Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","National Crime Agency","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","National Crime Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","National Crime Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Office for Standards in Education","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Office for Standards in Education","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Office for Standards in Education","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Office for Standards in Education","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Office of Qualifications and Examinations Regulation","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Office of Qualifications and Examinations Regulation","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Office of Rail and Road","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Office of Rail and Road","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Office of Rail and Road","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Office of Rail and Road","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other Cabinet Office Agencies","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other Cabinet Office Agencies","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Scottish Government","Outside London","Female","40","[c]","32410","24910"
"Leaver CS","2021","65+","Scottish Government","Outside London","Male","75","[c]","35020","31910"
"Leaver CS","2021","65+","The National Archives","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","The National Archives","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","UK Export Finance","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","UK Export Finance","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","UK Supreme Court","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","UK Supreme Court","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","United Kingdom Statistics Authority","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","United Kingdom Statistics Authority","Outside London","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","65+","Welsh Government","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Welsh Government","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for International Trade","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for International Trade","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Work and Pensions","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Work and Pensions","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","London","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","London","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","United Kingdom Statistics Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","United Kingdom Statistics Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Cabinet Office","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Cabinet Office","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Department for Transport","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Department for Transport","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Department for Work and Pensions","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Department for Work and Pensions","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","HM Revenue and Customs","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","HM Revenue and Customs","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Home Office","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Home Office","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Ministry of Defence","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Ministry of Defence","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Ministry of Justice","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Ministry of Justice","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Ministry of Justice","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Ministry of Justice","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Attorney General's Departments","London","Female","35","[c]","30390","27350"
"Leaver Dept.","2021","20-29","Attorney General's Departments","London","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Attorney General's Departments","Outside London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Attorney General's Departments","Outside London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Cabinet Office","London","Female","165","[c]","34590","32910"
"Leaver Dept.","2021","20-29","Cabinet Office","London","Male","110","[c]","36310","34240"
"Leaver Dept.","2021","20-29","Cabinet Office","Outside London","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Cabinet Office","Outside London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Cabinet Office","Unknown","Female","255","[c]","31720","32000"
"Leaver Dept.","2021","20-29","Cabinet Office","Unknown","Male","190","[c]","32120","32000"
"Leaver Dept.","2021","20-29","Chancellor's other departments","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chancellor's other departments","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Charity Commission","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Charity Commission","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Charity Commission","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Charity Commission","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Competition and Markets Authority","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Competition and Markets Authority","London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Competition and Markets Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Competition and Markets Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Business, Energy and Industrial Strategy","London","Female","95","[c]","38540","33640"
"Leaver Dept.","2021","20-29","Department for Business, Energy and Industrial Strategy","London","Male","85","[c]","37570","33570"
