"Status","Year","Age","Organisation","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","20-29","Scottish Courts and Tribunals Service","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scottish Courts and Tribunals Service","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scottish Courts and Tribunals Service","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scottish Courts and Tribunals Service","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scottish Courts and Tribunals Service","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scottish Courts and Tribunals Service","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scottish Courts and Tribunals Service","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scottish Courts and Tribunals Service","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scottish Courts and Tribunals Service","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scottish Courts and Tribunals Service","Operational Delivery","Undeclared","35","[c]","21520","20850"
"New entrant CS","2021","20-29","Scottish Forestry","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scottish Forestry","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scottish Forestry","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scottish Government (excl. agencies)","Unknown","Heterosexual / straight","75","[c]","28830","26160"
"New entrant CS","2021","20-29","Scottish Government (excl. agencies)","Unknown","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scottish Government (excl. agencies)","Unknown","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scottish Government (excl. agencies)","Unknown","Unknown","140","[c]","29470","30650"
"New entrant CS","2021","20-29","Scottish Prison Service","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scottish Prison Service","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scottish Prison Service","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scottish Prison Service","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scottish Prison Service","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scottish Prison Service","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scottish Prison Service","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scottish Prison Service","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scottish Prison Service","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scottish Prison Service","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scottish Prison Service","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scottish Prison Service","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scottish Prison Service","Operational Delivery","Unknown","85","[c]","21350","20810"
"New entrant CS","2021","20-29","Scottish Prison Service","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scottish Prison Service","Other","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scottish Prison Service","Other","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scottish Prison Service","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scottish Prison Service","Psychology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scottish Prison Service","Psychology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Serious Fraud Office","Counter Fraud","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Serious Fraud Office","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Serious Fraud Office","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Serious Fraud Office","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Serious Fraud Office","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Serious Fraud Office","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Serious Fraud Office","Policy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Social Security Scotland","Unknown","Heterosexual / straight","55","[c]","23340","20060"
"New entrant CS","2021","20-29","Social Security Scotland","Unknown","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Social Security Scotland","Unknown","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Social Security Scotland","Unknown","Unknown","30","[c]","23560","20060"
"New entrant CS","2021","20-29","Standards and Testing Agency","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Standards and Testing Agency","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Standards and Testing Agency","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Standards and Testing Agency","Policy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Standards and Testing Agency","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Student Awards Agency for Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Student Awards Agency for Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Student Awards Agency for Scotland","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Submarine Delivery Agency","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Submarine Delivery Agency","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Submarine Delivery Agency","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Submarine Delivery Agency","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Submarine Delivery Agency","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Submarine Delivery Agency","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Submarine Delivery Agency","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Submarine Delivery Agency","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Submarine Delivery Agency","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Submarine Delivery Agency","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Submarine Delivery Agency","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Submarine Delivery Agency","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Submarine Delivery Agency","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Submarine Delivery Agency","Project Delivery","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Submarine Delivery Agency","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Submarine Delivery Agency","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Submarine Delivery Agency","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Submarine Delivery Agency","Science and Engineering","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Submarine Delivery Agency","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Submarine Delivery Agency","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Submarine Delivery Agency","Science and Engineering","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Teaching Regulation Agency","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Teaching Regulation Agency","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","The National Archives","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","The National Archives","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","The National Archives","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","The National Archives","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","The National Archives","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","The National Archives","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","The National Archives","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","The National Archives","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","The National Archives","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","The National Archives","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","The National Archives","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","The National Archives","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","The National Archives","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","The National Archives","Other","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Transport Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Transport Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Transport Scotland","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Export Finance","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Export Finance","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Export Finance","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Export Finance","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Export Finance","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Export Finance","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Export Finance","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Export Finance","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Export Finance","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Export Finance","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Export Finance","Operational Delivery","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Export Finance","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Export Finance","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Hydrographic Office","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Hydrographic Office","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Hydrographic Office","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Hydrographic Office","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Hydrographic Office","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Hydrographic Office","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Hydrographic Office","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Hydrographic Office","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Hydrographic Office","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Hydrographic Office","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Hydrographic Office","Operational Delivery","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Hydrographic Office","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Hydrographic Office","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Hydrographic Office","Operational Delivery","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Intellectual Property Office","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Intellectual Property Office","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Intellectual Property Office","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Intellectual Property Office","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Intellectual Property Office","Economics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Intellectual Property Office","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Intellectual Property Office","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Intellectual Property Office","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Intellectual Property Office","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Intellectual Property Office","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Intellectual Property Office","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Intellectual Property Office","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Intellectual Property Office","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Intellectual Property Office","Operational Delivery","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Intellectual Property Office","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Intellectual Property Office","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Intellectual Property Office","Operational Delivery","Unknown","45","[c]","23120","23320"
"New entrant CS","2021","20-29","UK Intellectual Property Office","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Intellectual Property Office","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Intellectual Property Office","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Intellectual Property Office","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Intellectual Property Office","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Intellectual Property Office","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Intellectual Property Office","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Space Agency","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Space Agency","Policy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Space Agency","Policy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Space Agency","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Space Agency","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Space Agency","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Space Agency","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Supreme Court","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Supreme Court","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Supreme Court","Legal","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Supreme Court","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Supreme Court","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Supreme Court","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Supreme Court","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Supreme Court","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Digital, Data and Technology","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Digital, Data and Technology","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Economics","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Economics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Economics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Economics","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Operational Delivery","Heterosexual / straight","95","[c]","26680","23050"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Operational Delivery","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Operational Delivery","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Operational Delivery","Unknown","50","[c]","26260","26050"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Operational Research","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Policy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Project Delivery","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Social Research","Heterosexual / straight","70","[c]","31220","32540"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Social Research","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Social Research","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Statistics","Heterosexual / straight","55","[c]","30300","29540"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Statistics","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Statistics","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Valuation Office Agency","Operational Delivery","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Valuation Office Agency","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Valuation Office Agency","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Valuation Office Agency","Operational Delivery","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Valuation Office Agency","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Valuation Office Agency","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Valuation Office Agency","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Valuation Office Agency","Property","Heterosexual / straight","40","[c]","28250","27880"
"New entrant CS","2021","20-29","Valuation Office Agency","Property","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Valuation Office Agency","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Valuation Office Agency","Property","Unknown","30","[c]","27040","24500"
"New entrant CS","2021","20-29","Valuation Office Agency","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Valuation Office Agency","Statistics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Valuation Office Agency","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Vehicle Certification Agency","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Vehicle Certification Agency","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Vehicle Certification Agency","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Vehicle Certification Agency","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Vehicle Certification Agency","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Vehicle Certification Agency","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Vehicle Certification Agency","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Vehicle Certification Agency","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Vehicle Certification Agency","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Veterinary Medicines Directorate","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Veterinary Medicines Directorate","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Veterinary Medicines Directorate","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Veterinary Medicines Directorate","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Wales Office","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Wales Office","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Wales Office","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Wales Office","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Wales Office","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Wales Office","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Wales Office","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Wales Office","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Wales Office","Policy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Water Services Regulation Authority","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Water Services Regulation Authority","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Water Services Regulation Authority","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Water Services Regulation Authority","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Water Services Regulation Authority","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Water Services Regulation Authority","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Water Services Regulation Authority","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Water Services Regulation Authority","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Water Services Regulation Authority","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Water Services Regulation Authority","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
