"Status","Year","Disability","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Declared disabled","Eastern Scotland","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Essex","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","70","[c]","32980","31980"
"Leaver Dept.","2021","Declared disabled","Greater Manchester","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Hampshire and Isle of Wight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Herefordshire, Worcestershire and Warwickshire","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Inner London - East","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Inner London - West","340","[c]","42740","37640"
"Leaver Dept.","2021","Declared disabled","Kent","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Lancashire","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Leicestershire, Rutland and Northamptonshire","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Merseyside","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","North Yorkshire","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Northumberland and Tyne and Wear","45","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Outer London - South","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Outer London - West and North West","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Overseas","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Shropshire and Staffordshire","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","South Yorkshire","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Southern Scotland","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Surrey, East and West Sussex","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Tees Valley and Durham","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","50","[c]","33710","32000"
"Leaver Dept.","2021","Declared disabled","West Central Scotland","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","West Midlands","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","West Wales and The Valleys","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","West Yorkshire","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Bedfordshire and Hertfordshire","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Cheshire","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Cornwall and Isles of Scilly","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Cumbria","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Derbyshire and Nottinghamshire","100","[c]","27500","23740"
"Leaver Dept.","2021","Declared non-disabled","Devon","60","[c]","28450","25600"
"Leaver Dept.","2021","Declared non-disabled","Dorset and Somerset","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","East Anglia","65","[c]","30090","30390"
"Leaver Dept.","2021","Declared non-disabled","East Wales","225","[c]","33880","30130"
"Leaver Dept.","2021","Declared non-disabled","East Yorkshire and Northern Lincolnshire","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Eastern Scotland","110","[c]","31120","27570"
"Leaver Dept.","2021","Declared non-disabled","Essex","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","445","[c]","35480","32270"
"Leaver Dept.","2021","Declared non-disabled","Greater Manchester","280","[c]","29300","27570"
"Leaver Dept.","2021","Declared non-disabled","Hampshire and Isle of Wight","100","[c]","36500","31350"
"Leaver Dept.","2021","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Highlands and Islands","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Inner London - East","305","[c]","45370","40480"
"Leaver Dept.","2021","Declared non-disabled","Inner London - West","2520","[c]","45610","40310"
"Leaver Dept.","2021","Declared non-disabled","Kent","50","[c]","28920","29290"
"Leaver Dept.","2021","Declared non-disabled","Lancashire","115","[c]","32970","27570"
"Leaver Dept.","2021","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","45","[c]","22810","21010"
"Leaver Dept.","2021","Declared non-disabled","Lincolnshire","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Merseyside","245","[c]","28540","24890"
"Leaver Dept.","2021","Declared non-disabled","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","North Yorkshire","35","[c]","38800","32220"
"Leaver Dept.","2021","Declared non-disabled","Northern Ireland","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Northumberland and Tyne and Wear","270","[c]","27000","24920"
"Leaver Dept.","2021","Declared non-disabled","Outer London - East and North East","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Outer London - South","165","[c]","38370","32000"
"Leaver Dept.","2021","Declared non-disabled","Outer London - West and North West","70","[c]","31750","29780"
"Leaver Dept.","2021","Declared non-disabled","Overseas","60","[c]","51500","52700"
"Leaver Dept.","2021","Declared non-disabled","Shropshire and Staffordshire","60","[c]","25980","21170"
"Leaver Dept.","2021","Declared non-disabled","South Yorkshire","115","[c]","34300","30830"
"Leaver Dept.","2021","Declared non-disabled","Southern Scotland","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Surrey, East and West Sussex","55","[c]","27080","25960"
"Leaver Dept.","2021","Declared non-disabled","Tees Valley and Durham","110","[c]","26050","24200"
"Leaver Dept.","2021","Declared non-disabled","Unknown","235","[c]","38270","32000"
"Leaver Dept.","2021","Declared non-disabled","West Central Scotland","210","[c]","27780","26890"
"Leaver Dept.","2021","Declared non-disabled","West Midlands","245","[c]","28520","24890"
"Leaver Dept.","2021","Declared non-disabled","West Wales and The Valleys","130","[c]","28500","26470"
"Leaver Dept.","2021","Declared non-disabled","West Yorkshire","190","[c]","32760","27570"
"Leaver Dept.","2021","Undeclared","Bedfordshire and Hertfordshire","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Derbyshire and Nottinghamshire","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","East Anglia","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","East Wales","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Eastern Scotland","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Greater Manchester","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Hampshire and Isle of Wight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Inner London - East","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Inner London - West","245","[c]","44600","42410"
"Leaver Dept.","2021","Undeclared","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Lancashire","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Leicestershire, Rutland and Northamptonshire","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Merseyside","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","North Yorkshire","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Northumberland and Tyne and Wear","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Outer London - South","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Outer London - West and North West","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Overseas","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Shropshire and Staffordshire","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","South Yorkshire","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Surrey, East and West Sussex","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Tees Valley and Durham","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","West Central Scotland","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","West Midlands","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","West Wales and The Valleys","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","West Yorkshire","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Berkshire, Buckinghamshire and Oxfordshire","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Cheshire","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Cumbria","35","[c]","23160","20430"
"Leaver Dept.","2021","Unknown","Derbyshire and Nottinghamshire","55","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Devon","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Dorset and Somerset","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","East Anglia","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","East Wales","130","[c]","35510","30950"
"Leaver Dept.","2021","Unknown","East Yorkshire and Northern Lincolnshire","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Eastern Scotland","70","[c]","33370","29190"
"Leaver Dept.","2021","Unknown","Essex","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","125","[c]","37870","36490"
"Leaver Dept.","2021","Unknown","Greater Manchester","115","[c]","30230","24300"
"Leaver Dept.","2021","Unknown","Hampshire and Isle of Wight","60","[c]","29240","25860"
"Leaver Dept.","2021","Unknown","Herefordshire, Worcestershire and Warwickshire","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Inner London - East","125","[c]","47080","43380"
"Leaver Dept.","2021","Unknown","Inner London - West","1375","[c]","43160","38650"
"Leaver Dept.","2021","Unknown","Kent","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Lancashire","45","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Leicestershire, Rutland and Northamptonshire","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Merseyside","65","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","North Yorkshire","60","[c]","34300","32860"
"Leaver Dept.","2021","Unknown","Northern Ireland","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Northumberland and Tyne and Wear","120","[c]","31150","29600"
"Leaver Dept.","2021","Unknown","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Outer London - South","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Outer London - West and North West","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Overseas","45","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Shropshire and Staffordshire","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","South Yorkshire","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Southern Scotland","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Surrey, East and West Sussex","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Tees Valley and Durham","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","400","[c]","34040","32000"
"Leaver Dept.","2021","Unknown","West Central Scotland","60","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","West Midlands","95","[c]","28580","22570"
"Leaver Dept.","2021","Unknown","West Wales and The Valleys","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","West Yorkshire","110","[c]","32690","27570"
"New entrant CS","2021","Declared disabled","Bedfordshire and Hertfordshire","70","[c]","25520","27570"
"New entrant CS","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","80","[c]","26880","27570"
"New entrant CS","2021","Declared disabled","Cheshire","60","[c]","26640","27570"
"New entrant CS","2021","Declared disabled","Cornwall and Isles of Scilly","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Cumbria","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Derbyshire and Nottinghamshire","100","[c]","26650","27570"
"New entrant CS","2021","Declared disabled","Devon","70","[c]","24280","23820"
"New entrant CS","2021","Declared disabled","Dorset and Somerset","40","[c]","24620","25770"
"New entrant CS","2021","Declared disabled","East Anglia","120","[c]","25770","27570"
"New entrant CS","2021","Declared disabled","East Wales","115","[c]","28040","27570"
"New entrant CS","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","35","[c]","26050","27570"
"New entrant CS","2021","Declared disabled","Eastern Scotland","145","[c]","28670","27570"
"New entrant CS","2021","Declared disabled","Essex","65","[c]","27610","29290"
"New entrant CS","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","235","[c]","27990","27570"
"New entrant CS","2021","Declared disabled","Greater Manchester","180","[c]","26920","27570"
"New entrant CS","2021","Declared disabled","Hampshire and Isle of Wight","140","[c]","26660","27570"
"New entrant CS","2021","Declared disabled","Herefordshire, Worcestershire and Warwickshire","35","[c]","26970","27570"
"New entrant CS","2021","Declared disabled","Highlands and Islands","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Inner London - East","215","[c]","32300","31060"
"New entrant CS","2021","Declared disabled","Inner London - West","505","[c]","34650","32540"
"New entrant CS","2021","Declared disabled","Kent","80","[c]","27960","29290"
"New entrant CS","2021","Declared disabled","Lancashire","125","[c]","23240","21010"
"New entrant CS","2021","Declared disabled","Leicestershire, Rutland and Northamptonshire","65","[c]","24550","27570"
"New entrant CS","2021","Declared disabled","Lincolnshire","30","[c]","28320","27570"
"New entrant CS","2021","Declared disabled","Merseyside","70","[c]","24420","24710"
"New entrant CS","2021","Declared disabled","North Eastern Scotland","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","North Yorkshire","50","[c]","29710","27570"
"New entrant CS","2021","Declared disabled","Northern Ireland","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Northumberland and Tyne and Wear","190","[c]","25530","21010"
"New entrant CS","2021","Declared disabled","Outer London - East and North East","75","[c]","29980","31060"
"New entrant CS","2021","Declared disabled","Outer London - South","55","[c]","31670","31060"
"New entrant CS","2021","Declared disabled","Outer London - West and North West","95","[c]","29430","31060"
"New entrant CS","2021","Declared disabled","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Shropshire and Staffordshire","90","[c]","25410","27570"
"New entrant CS","2021","Declared disabled","South Yorkshire","90","[c]","26660","25000"
"New entrant CS","2021","Declared disabled","Southern Scotland","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Surrey, East and West Sussex","100","[c]","27450","27570"
"New entrant CS","2021","Declared disabled","Tees Valley and Durham","50","[c]","22910","21010"
"New entrant CS","2021","Declared disabled","Unknown","55","[c]","29730","27570"
"New entrant CS","2021","Declared disabled","West Central Scotland","105","[c]","24320","21010"
"New entrant CS","2021","Declared disabled","West Midlands","140","[c]","27730","27570"
"New entrant CS","2021","Declared disabled","West Wales and The Valleys","65","[c]","23100","21050"
"New entrant CS","2021","Declared disabled","West Yorkshire","175","[c]","26820","27570"
"New entrant CS","2021","Declared non-disabled","Bedfordshire and Hertfordshire","495","[c]","27500","27570"
"New entrant CS","2021","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","760","[c]","28730","27570"
"New entrant CS","2021","Declared non-disabled","Cheshire","310","[c]","26550","27570"
"New entrant CS","2021","Declared non-disabled","Cornwall and Isles of Scilly","125","[c]","26130","27570"
"New entrant CS","2021","Declared non-disabled","Cumbria","95","[c]","28060","23540"
"New entrant CS","2021","Declared non-disabled","Derbyshire and Nottinghamshire","700","[c]","27290","27570"
"New entrant CS","2021","Declared non-disabled","Devon","645","[c]","26280","22850"
"New entrant CS","2021","Declared non-disabled","Dorset and Somerset","325","[c]","25570","25990"
"New entrant CS","2021","Declared non-disabled","East Anglia","900","[c]","26930","27570"
"New entrant CS","2021","Declared non-disabled","East Wales","875","[c]","26670","23050"
"New entrant CS","2021","Declared non-disabled","East Yorkshire and Northern Lincolnshire","210","[c]","24500","22920"
"New entrant CS","2021","Declared non-disabled","Eastern Scotland","870","[c]","27930","26160"
"New entrant CS","2021","Declared non-disabled","Essex","460","[c]","27400","29290"
"New entrant CS","2021","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","2065","[c]","30570","27570"
"New entrant CS","2021","Declared non-disabled","Greater Manchester","1375","[c]","28210","27570"
"New entrant CS","2021","Declared non-disabled","Hampshire and Isle of Wight","1030","[c]","28290","27570"
"New entrant CS","2021","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","300","[c]","25650","22850"
"New entrant CS","2021","Declared non-disabled","Highlands and Islands","150","[c]","24690","21710"
"New entrant CS","2021","Declared non-disabled","Inner London - East","1980","[c]","35240","31060"
"New entrant CS","2021","Declared non-disabled","Inner London - West","3730","[c]","37320","33570"
"New entrant CS","2021","Declared non-disabled","Kent","635","[c]","27240","29290"
"New entrant CS","2021","Declared non-disabled","Lancashire","800","[c]","23350","21010"
"New entrant CS","2021","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","485","[c]","24700","22920"
"New entrant CS","2021","Declared non-disabled","Lincolnshire","185","[c]","26380","25190"
"New entrant CS","2021","Declared non-disabled","Merseyside","525","[c]","25840","24880"
"New entrant CS","2021","Declared non-disabled","North Eastern Scotland","100","[c]","28210","27570"
"New entrant CS","2021","Declared non-disabled","North Yorkshire","370","[c]","30470","27570"
"New entrant CS","2021","Declared non-disabled","Northern Ireland","125","[c]","24240","20140"
"New entrant CS","2021","Declared non-disabled","Northumberland and Tyne and Wear","1390","[c]","25030","21010"
"New entrant CS","2021","Declared non-disabled","Outer London - East and North East","605","[c]","29400","31060"
"New entrant CS","2021","Declared non-disabled","Outer London - South","440","[c]","31090","31060"
"New entrant CS","2021","Declared non-disabled","Outer London - West and North West","950","[c]","30860","31060"
"New entrant CS","2021","Declared non-disabled","Overseas","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Shropshire and Staffordshire","615","[c]","25730","24620"
"New entrant CS","2021","Declared non-disabled","South Yorkshire","475","[c]","26150","22850"
"New entrant CS","2021","Declared non-disabled","Southern Scotland","245","[c]","24860","25140"
"New entrant CS","2021","Declared non-disabled","Surrey, East and West Sussex","875","[c]","26830","27570"
"New entrant CS","2021","Declared non-disabled","Tees Valley and Durham","365","[c]","22360","21010"
"New entrant CS","2021","Declared non-disabled","Unknown","280","[c]","29740","27570"
"New entrant CS","2021","Declared non-disabled","West Central Scotland","860","[c]","27300","23540"
"New entrant CS","2021","Declared non-disabled","West Midlands","960","[c]","28420","27570"
"New entrant CS","2021","Declared non-disabled","West Wales and The Valleys","585","[c]","24760","21590"
"New entrant CS","2021","Declared non-disabled","West Yorkshire","1135","[c]","27410","27570"
"New entrant CS","2021","Undeclared","Bedfordshire and Hertfordshire","20","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","40","[c]","31520","27570"
"New entrant CS","2021","Undeclared","Cheshire","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Cornwall and Isles of Scilly","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Derbyshire and Nottinghamshire","40","[c]","29980","27570"
"New entrant CS","2021","Undeclared","Devon","30","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Dorset and Somerset","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","East Anglia","55","[c]","29230","26350"
"New entrant CS","2021","Undeclared","East Wales","35","[c]","27450","27570"
"New entrant CS","2021","Undeclared","East Yorkshire and Northern Lincolnshire","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Eastern Scotland","35","[c]","26380","26160"
"New entrant CS","2021","Undeclared","Essex","25","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","105","[c]","33500","28340"
"New entrant CS","2021","Undeclared","Greater Manchester","80","[c]","27610","26180"
"New entrant CS","2021","Undeclared","Hampshire and Isle of Wight","65","[c]","30410","26670"
"New entrant CS","2021","Undeclared","Herefordshire, Worcestershire and Warwickshire","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Inner London - East","170","[c]","39750","32330"
"New entrant CS","2021","Undeclared","Inner London - West","445","[c]","37500","33570"
"New entrant CS","2021","Undeclared","Kent","35","[c]","28210","29290"
"New entrant CS","2021","Undeclared","Lancashire","40","[c]","22470","21010"
"New entrant CS","2021","Undeclared","Leicestershire, Rutland and Northamptonshire","25","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Lincolnshire","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Merseyside","20","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","North Yorkshire","30","[c]","29520","27570"
"New entrant CS","2021","Undeclared","Northern Ireland","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Northumberland and Tyne and Wear","75","[c]","25160","21590"
"New entrant CS","2021","Undeclared","Outer London - East and North East","30","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Outer London - South","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Outer London - West and North West","50","[c]","35030","31060"
"New entrant CS","2021","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Shropshire and Staffordshire","25","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","South Yorkshire","35","[c]","26110","21430"
"New entrant CS","2021","Undeclared","Southern Scotland","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Surrey, East and West Sussex","60","[c]","26600","27570"
"New entrant CS","2021","Undeclared","Tees Valley and Durham","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","West Central Scotland","25","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","West Midlands","80","[c]","30380","27570"
"New entrant CS","2021","Undeclared","West Wales and The Valleys","25","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","West Yorkshire","70","[c]","27520","27570"
"New entrant CS","2021","Unknown","Bedfordshire and Hertfordshire","230","[c]","26660","26130"
"New entrant CS","2021","Unknown","Berkshire, Buckinghamshire and Oxfordshire","375","[c]","28860","26970"
"New entrant CS","2021","Unknown","Cheshire","290","[c]","29490","28840"
"New entrant CS","2021","Unknown","Cornwall and Isles of Scilly","35","[c]","30760","27570"
"New entrant CS","2021","Unknown","Cumbria","35","[c]","29140","26350"
"New entrant CS","2021","Unknown","Derbyshire and Nottinghamshire","470","[c]","27170","25000"
"New entrant CS","2021","Unknown","Devon","315","[c]","26730","22850"
"New entrant CS","2021","Unknown","Dorset and Somerset","140","[c]","26260","22850"
"New entrant CS","2021","Unknown","East Anglia","335","[c]","26040","22850"
"New entrant CS","2021","Unknown","East Wales","905","[c]","26770","23050"
"New entrant CS","2021","Unknown","East Yorkshire and Northern Lincolnshire","185","[c]","24390","22350"
"New entrant CS","2021","Unknown","Eastern Scotland","1040","[c]","29800","24880"
"New entrant CS","2021","Unknown","Essex","245","[c]","28020","24910"
"New entrant CS","2021","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","800","[c]","30040","27540"
"New entrant CS","2021","Unknown","Greater Manchester","1040","[c]","27870","25000"
"New entrant CS","2021","Unknown","Hampshire and Isle of Wight","640","[c]","29540","26590"
"New entrant CS","2021","Unknown","Herefordshire, Worcestershire and Warwickshire","60","[c]","24880","21050"
"New entrant CS","2021","Unknown","Highlands and Islands","30","[c]","27360","21010"
"New entrant CS","2021","Unknown","Inner London - East","970","[c]","35710","31060"
"New entrant CS","2021","Unknown","Inner London - West","3660","[c]","38460","32790"
"New entrant CS","2021","Unknown","Kent","395","[c]","25500","24880"
"New entrant CS","2021","Unknown","Lancashire","325","[c]","24270","21010"
"New entrant CS","2021","Unknown","Leicestershire, Rutland and Northamptonshire","300","[c]","24440","22350"
"New entrant CS","2021","Unknown","Lincolnshire","55","[c]","27460","22700"
"New entrant CS","2021","Unknown","Merseyside","625","[c]","26630","22350"
"New entrant CS","2021","Unknown","North Eastern Scotland","80","[c]","27640","23960"
"New entrant CS","2021","Unknown","North Yorkshire","110","[c]","26500","23540"
"New entrant CS","2021","Unknown","Northern Ireland","215","[c]","23920","20140"
"New entrant CS","2021","Unknown","Northumberland and Tyne and Wear","900","[c]","24400","21010"
"New entrant CS","2021","Unknown","Outer London - East and North East","220","[c]","27650","30150"
"New entrant CS","2021","Unknown","Outer London - South","560","[c]","34800","30600"
"New entrant CS","2021","Unknown","Outer London - West and North West","340","[c]","28280","28650"
"New entrant CS","2021","Unknown","Overseas","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Shropshire and Staffordshire","320","[c]","25510","22850"
"New entrant CS","2021","Unknown","South Yorkshire","435","[c]","28360","25000"
"New entrant CS","2021","Unknown","Southern Scotland","200","[c]","22200","20140"
"New entrant CS","2021","Unknown","Surrey, East and West Sussex","315","[c]","27200","25770"
"New entrant CS","2021","Unknown","Tees Valley and Durham","280","[c]","25360","22350"
"New entrant CS","2021","Unknown","Unknown","545","[c]","37300","28000"
"New entrant CS","2021","Unknown","West Central Scotland","535","[c]","27360","23540"
