"Status","Year","Disability","Function_of_post","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Digital, Data & Technology","Department of Health and Social Care","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Department of Health and Social Care","HEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Department of Health and Social Care","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Food Standards Agency","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Food Standards Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Food Standards Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Foreign, Commonwealth and Development Office","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Foreign, Commonwealth and Development Office","EO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Foreign, Commonwealth and Development Office","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Foreign, Commonwealth and Development Office","G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Foreign, Commonwealth and Development Office","HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Foreign, Commonwealth and Development Office","SEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","HM Land Registry","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","HM Land Registry","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","HM Land Registry","EO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","HM Land Registry","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","HM Land Registry","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","HM Land Registry","HEO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","HM Land Registry","SEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","HM Revenue and Customs","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","HM Revenue and Customs","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","HM Revenue and Customs","EO","35","30","27050","25560"
"In post","2021","Declared disabled","Digital, Data & Technology","HM Revenue and Customs","G6","15","15","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","HM Revenue and Customs","G7","25","25","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","HM Revenue and Customs","HEO","75","70","32740","31810"
"In post","2021","Declared disabled","Digital, Data & Technology","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","HM Revenue and Customs","SEO","50","45","38950","38630"
"In post","2021","Declared disabled","Digital, Data & Technology","HM Treasury","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","HM Treasury","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","HM Treasury","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","HM Treasury","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","HM Treasury","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Ministry of Defence","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Ministry of Defence","AO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Ministry of Defence","EO","55","55","26950","26670"
"In post","2021","Declared disabled","Digital, Data & Technology","Ministry of Defence","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Ministry of Defence","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Ministry of Defence","HEO","30","30","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Ministry of Defence","SEO","20","15","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Ministry of Defence","Unknown","15","10","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Ministry of Justice","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Ministry of Justice","EO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Ministry of Justice","G7","35","35","61390","60770"
"In post","2021","Declared disabled","Digital, Data & Technology","Ministry of Justice","HEO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Ministry of Justice","SEO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","National Crime Agency","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","National Crime Agency","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","National Crime Agency","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","National Crime Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","National Crime Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Northern Ireland Office","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Office for Standards in Education","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Office for Standards in Education","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Office for Standards in Education","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Office for Standards in Education","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Office for Standards in Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Office for Standards in Education","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Office of Gas and Electricity Markets","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Office of Gas and Electricity Markets","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Office of Gas and Electricity Markets","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Office of Gas and Electricity Markets","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Office of Rail and Road","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Office of Rail and Road","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Office of Rail and Road","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Office of Rail and Road","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Office of Rail and Road","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Other Cabinet Office Agencies","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Other Cabinet Office Agencies","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Other Cabinet Office Agencies","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Other Cabinet Office Agencies","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Other Cabinet Office Agencies","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Other Cabinet Office Agencies","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Scottish Government","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Scottish Government","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Scottish Government","EO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Scottish Government","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Scottish Government","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","The National Archives","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","The National Archives","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","The National Archives","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","The National Archives","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","The National Archives","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","The National Archives","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","UK Export Finance","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","UK Export Finance","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","UK Export Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","UK Export Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","United Kingdom Statistics Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","United Kingdom Statistics Authority","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","United Kingdom Statistics Authority","G7","10","10","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","United Kingdom Statistics Authority","HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","United Kingdom Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","United Kingdom Statistics Authority","SEO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Water Services Regulation Authority","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Water Services Regulation Authority","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Water Services Regulation Authority","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Water Services Regulation Authority","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Water Services Regulation Authority","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Welsh Government","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Welsh Government","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Welsh Government","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Welsh Government","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Attorney General's Departments","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Attorney General's Departments","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Attorney General's Departments","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Attorney General's Departments","HEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Finance","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Attorney General's Departments","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Cabinet Office","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Cabinet Office","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Cabinet Office","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Cabinet Office","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Cabinet Office","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Chancellor's other departments","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Chancellor's other departments","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Chancellor's other departments","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Chancellor's other departments","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Chancellor's other departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Chancellor's other departments","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Charity Commission","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Charity Commission","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Charity Commission","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Charity Commission","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Competition and Markets Authority","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Competition and Markets Authority","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Competition and Markets Authority","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Competition and Markets Authority","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department for Business, Energy and Industrial Strategy","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department for Business, Energy and Industrial Strategy","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department for Business, Energy and Industrial Strategy","HEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department for Digital, Culture, Media and Sport","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department for Digital, Culture, Media and Sport","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department for Digital, Culture, Media and Sport","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department for Education","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department for Education","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department for Education","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department for Education","G7","10","10","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department for Education","HEO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department for Education","SEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department for Environment, Food and Rural Affairs","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department for Environment, Food and Rural Affairs","G6","5","5","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department for Environment, Food and Rural Affairs","G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department for Environment, Food and Rural Affairs","HEO","10","5","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department for Environment, Food and Rural Affairs","SEO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department for International Trade","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department for International Trade","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department for International Trade","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department for International Trade","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department for International Trade","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department for Transport","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department for Transport","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department for Transport","EO","10","5","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department for Transport","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department for Transport","G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department for Transport","HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department for Transport","SEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department for Work and Pensions","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department for Work and Pensions","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department for Work and Pensions","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department for Work and Pensions","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department of Health and Social Care","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department of Health and Social Care","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department of Health and Social Care","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department of Health and Social Care","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department of Health and Social Care","HEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department of Health and Social Care","SEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Finance","ESTYN","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","ESTYN","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Food Standards Agency","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Food Standards Agency","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Food Standards Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Food Standards Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Foreign, Commonwealth and Development Office","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Foreign, Commonwealth and Development Office","EO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Finance","Foreign, Commonwealth and Development Office","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Foreign, Commonwealth and Development Office","G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","Finance","Foreign, Commonwealth and Development Office","HEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Finance","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Foreign, Commonwealth and Development Office","SEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Finance","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","HM Land Registry","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","HM Land Registry","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","HM Land Registry","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","HM Land Registry","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","HM Land Registry","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","HM Revenue and Customs","AA","10","5","[c]","[c]"
"In post","2021","Declared disabled","Finance","HM Revenue and Customs","AO","85","65","20840","21400"
"In post","2021","Declared disabled","Finance","HM Revenue and Customs","EO","35","30","26570","25560"
"In post","2021","Declared disabled","Finance","HM Revenue and Customs","G6","5","5","[c]","[c]"
"In post","2021","Declared disabled","Finance","HM Revenue and Customs","G7","25","25","[c]","[c]"
"In post","2021","Declared disabled","Finance","HM Revenue and Customs","HEO","40","35","32650","31810"
"In post","2021","Declared disabled","Finance","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","HM Revenue and Customs","SEO","30","30","39440","38630"
"In post","2021","Declared disabled","Finance","HM Treasury","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","HM Treasury","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","HM Treasury","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","HM Treasury","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","HM Treasury","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Ministry of Defence","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Ministry of Defence","AO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Finance","Ministry of Defence","EO","65","60","25510","26670"
"In post","2021","Declared disabled","Finance","Ministry of Defence","G6","10","10","[c]","[c]"
"In post","2021","Declared disabled","Finance","Ministry of Defence","G7","20","20","[c]","[c]"
"In post","2021","Declared disabled","Finance","Ministry of Defence","HEO","55","50","33560","33300"
"In post","2021","Declared disabled","Finance","Ministry of Defence","SCS level","5","5","[c]","[c]"
"In post","2021","Declared disabled","Finance","Ministry of Defence","SEO","35","30","43540","40820"
