"Status","Year","Parent_department","Profession_of_post","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department for Transport","Operational Delivery","Kent","East Kent","95","90","31110","30580"
"In post","2021","Department for Transport","Operational Delivery","Kent","Kent Thames Gateway","10","10","37720","39130"
"In post","2021","Department for Transport","Operational Delivery","Kent","Medway","30","25","28190","26780"
"In post","2021","Department for Transport","Operational Delivery","Kent","Mid Kent","40","40","33350","35030"
"In post","2021","Department for Transport","Operational Delivery","Kent","West Kent","10","10","27260","26780"
"In post","2021","Department for Transport","Operational Delivery","Lancashire","Blackburn with Darwen","30","25","28460","27230"
"In post","2021","Department for Transport","Operational Delivery","Lancashire","Blackpool","5","5","[c]","[c]"
"In post","2021","Department for Transport","Operational Delivery","Lancashire","Chorley and West Lancashire","5","5","[c]","[c]"
"In post","2021","Department for Transport","Operational Delivery","Lancashire","East Lancashire","5","5","[c]","[c]"
"In post","2021","Department for Transport","Operational Delivery","Lancashire","Lancaster and Wyre","5","5","[c]","[c]"
"In post","2021","Department for Transport","Operational Delivery","Lancashire","Mid Lancashire","55","50","28770","27680"
"In post","2021","Department for Transport","Operational Delivery","Leicestershire, Rutland and Northamptonshire","Leicester","15","15","27510","26780"
"In post","2021","Department for Transport","Operational Delivery","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","60","55","28730","26700"
"In post","2021","Department for Transport","Operational Delivery","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","30","30","29100","27680"
"In post","2021","Department for Transport","Operational Delivery","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","15","15","27040","26780"
"In post","2021","Department for Transport","Operational Delivery","Lincolnshire","Lincolnshire","40","35","27930","26780"
"In post","2021","Department for Transport","Operational Delivery","Merseyside","East Merseyside","55","55","29450","27680"
"In post","2021","Department for Transport","Operational Delivery","Merseyside","Liverpool","25","20","26990","26700"
"In post","2021","Department for Transport","Operational Delivery","Merseyside","Sefton","25","25","40070","35610"
"In post","2021","Department for Transport","Operational Delivery","Merseyside","Wirral","15","10","28290","26780"
"In post","2021","Department for Transport","Operational Delivery","North Eastern Scotland","Aberdeen City and Aberdeenshire","75","70","32820","27680"
"In post","2021","Department for Transport","Operational Delivery","North Yorkshire","North Yorkshire CC","30","25","28080","26780"
"In post","2021","Department for Transport","Operational Delivery","North Yorkshire","York","10","10","[c]","[c]"
"In post","2021","Department for Transport","Operational Delivery","Northern Ireland","Ards and North Down","40","35","37650","31780"
"In post","2021","Department for Transport","Operational Delivery","Northumberland and Tyne and Wear","Northumberland","10","10","[c]","[c]"
"In post","2021","Department for Transport","Operational Delivery","Northumberland and Tyne and Wear","Sunderland","5","5","[c]","[c]"
"In post","2021","Department for Transport","Operational Delivery","Northumberland and Tyne and Wear","Tyneside","215","195","26170","21590"
"In post","2021","Department for Transport","Operational Delivery","Outer London - East and North East","Barking & Dagenham and Havering","15","15","31650","30780"
"In post","2021","Department for Transport","Operational Delivery","Outer London - East and North East","Bexley and Greenwich","60","55","33440","31680"
"In post","2021","Department for Transport","Operational Delivery","Outer London - East and North East","Enfield","20","15","30960","30780"
"In post","2021","Department for Transport","Operational Delivery","Outer London - East and North East","Redbridge and Waltham Forest","45","45","31370","30700"
"In post","2021","Department for Transport","Operational Delivery","Outer London - South","Bromley","10","10","31100","30700"
"In post","2021","Department for Transport","Operational Delivery","Outer London - South","Croydon","5","5","[c]","[c]"
"In post","2021","Department for Transport","Operational Delivery","Outer London - South","Merton, Kingston upon Thames and Sutton","45","45","32420","30780"
"In post","2021","Department for Transport","Operational Delivery","Outer London - West and North West","Barnet","30","30","32210","30780"
"In post","2021","Department for Transport","Operational Delivery","Outer London - West and North West","Ealing","10","10","31220","30740"
"In post","2021","Department for Transport","Operational Delivery","Outer London - West and North West","Harrow and Hillingdon","75","70","32400","30780"
"In post","2021","Department for Transport","Operational Delivery","Outer London - West and North West","Hounslow and Richmond upon Thames","15","10","30840","30470"
"In post","2021","Department for Transport","Operational Delivery","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Operational Delivery","Shropshire and Staffordshire","Shropshire CC","20","15","28640","26780"
"In post","2021","Department for Transport","Operational Delivery","Shropshire and Staffordshire","Staffordshire CC","125","115","27640","26780"
"In post","2021","Department for Transport","Operational Delivery","Shropshire and Staffordshire","Stoke-on-Trent","20","20","28960","26780"
"In post","2021","Department for Transport","Operational Delivery","Shropshire and Staffordshire","Telford and Wrekin","15","15","28540","27680"
"In post","2021","Department for Transport","Operational Delivery","South Yorkshire","Barnsley, Doncaster and Rotherham","55","55","27410","26780"
"In post","2021","Department for Transport","Operational Delivery","South Yorkshire","Sheffield","35","30","28560","26780"
"In post","2021","Department for Transport","Operational Delivery","Southern Scotland","Dumfries and Galloway","5","5","[c]","[c]"
"In post","2021","Department for Transport","Operational Delivery","Southern Scotland","East Ayrshire and North Ayrshire mainland","20","20","29680","27680"
"In post","2021","Department for Transport","Operational Delivery","Southern Scotland","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Operational Delivery","Southern Scotland","South Ayrshire","5","5","[c]","[c]"
"In post","2021","Department for Transport","Operational Delivery","Southern Scotland","South Lanarkshire","5","5","[c]","[c]"
"In post","2021","Department for Transport","Operational Delivery","Surrey, East and West Sussex","East Surrey","25","25","35570","38890"
"In post","2021","Department for Transport","Operational Delivery","Surrey, East and West Sussex","East Sussex CC","50","45","28070","26780"
"In post","2021","Department for Transport","Operational Delivery","Surrey, East and West Sussex","West Surrey","45","45","31360","30780"
"In post","2021","Department for Transport","Operational Delivery","Surrey, East and West Sussex","West Sussex (North East)","20","20","27520","26780"
"In post","2021","Department for Transport","Operational Delivery","Surrey, East and West Sussex","West Sussex (South West)","35","35","28550","26780"
"In post","2021","Department for Transport","Operational Delivery","Tees Valley and Durham","Darlington","35","30","29100","27680"
"In post","2021","Department for Transport","Operational Delivery","Tees Valley and Durham","Durham CC","5","5","[c]","[c]"
"In post","2021","Department for Transport","Operational Delivery","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Operational Delivery","Tees Valley and Durham","South Teesside","10","10","28210","26780"
"In post","2021","Department for Transport","Operational Delivery","West Central Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","40","40","29470","27680"
"In post","2021","Department for Transport","Operational Delivery","West Central Scotland","Glasgow City","25","20","27460","26780"
"In post","2021","Department for Transport","Operational Delivery","West Central Scotland","Inverclyde, East Renfrewshire and Renfrewshire","50","50","44290","46160"
"In post","2021","Department for Transport","Operational Delivery","West Central Scotland","North Lanarkshire","5","5","[c]","[c]"
"In post","2021","Department for Transport","Operational Delivery","West Midlands","Birmingham","85","80","27790","26700"
"In post","2021","Department for Transport","Operational Delivery","West Midlands","Dudley","20","20","28460","26780"
"In post","2021","Department for Transport","Operational Delivery","West Midlands","Sandwell","20","15","28360","26780"
"In post","2021","Department for Transport","Operational Delivery","West Midlands","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Operational Delivery","West Midlands","Wolverhampton","10","10","28890","26700"
"In post","2021","Department for Transport","Operational Delivery","West Wales and The Valleys","Bridgend and Neath Port Talbot","5","5","[c]","[c]"
"In post","2021","Department for Transport","Operational Delivery","West Wales and The Valleys","Central Valleys","20","20","29620","28620"
"In post","2021","Department for Transport","Operational Delivery","West Wales and The Valleys","Conwy and Denbighshire","5","5","[c]","[c]"
"In post","2021","Department for Transport","Operational Delivery","West Wales and The Valleys","Gwynedd","15","15","29050","26780"
"In post","2021","Department for Transport","Operational Delivery","West Wales and The Valleys","Isle of Anglesey","30","30","30860","31700"
"In post","2021","Department for Transport","Operational Delivery","West Wales and The Valleys","South West Wales","40","40","29850","27300"
"In post","2021","Department for Transport","Operational Delivery","West Wales and The Valleys","Swansea","4655","3995","21930","21590"
"In post","2021","Department for Transport","Operational Delivery","West Yorkshire","Bradford","20","20","27800","26780"
"In post","2021","Department for Transport","Operational Delivery","West Yorkshire","Calderdale and Kirklees","20","20","27270","26780"
"In post","2021","Department for Transport","Operational Delivery","West Yorkshire","Leeds","130","120","25680","26130"
"In post","2021","Department for Transport","Operational Delivery","West Yorkshire","Wakefield","50","45","28730","26780"
"In post","2021","Department for Transport","Operational Research","Derbyshire and Nottinghamshire","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Operational Research","Derbyshire and Nottinghamshire","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Operational Research","Derbyshire and Nottinghamshire","Nottingham","5","5","[c]","[c]"
"In post","2021","Department for Transport","Operational Research","Devon","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Operational Research","East Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Operational Research","Eastern Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Operational Research","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","15","15","34330","31860"
"In post","2021","Department for Transport","Operational Research","Greater Manchester","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Operational Research","Greater Manchester","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Operational Research","Hampshire and Isle of Wight","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Operational Research","Herefordshire, Worcestershire and Warwickshire","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Operational Research","Inner London - West","Westminster","20","20","44510","42470"
"In post","2021","Department for Transport","Operational Research","Kent","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Operational Research","Kent","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Operational Research","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Operational Research","Outer London - South","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Operational Research","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Operational Research","Surrey, East and West Sussex","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Operational Research","West Midlands","Birmingham","5","5","[c]","[c]"
"In post","2021","Department for Transport","Operational Research","West Yorkshire","Leeds","10","10","[c]","[c]"
"In post","2021","Department for Transport","Other","Derbyshire and Nottinghamshire","Derby","25","25","61970","77220"
"In post","2021","Department for Transport","Other","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Other","Devon","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Other","East Anglia","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Other","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Other","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","5","5","[c]","[c]"
"In post","2021","Department for Transport","Other","Greater Manchester","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Other","Hampshire and Isle of Wight","North Hampshire","70","65","64980","77220"
"In post","2021","Department for Transport","Other","Hampshire and Isle of Wight","Southampton","35","30","59530","75230"
"In post","2021","Department for Transport","Other","Inner London - East","Lewisham and Southwark","80","60","33070","32740"
"In post","2021","Department for Transport","Other","Inner London - West","Westminster","210","205","38180","30720"
"In post","2021","Department for Transport","Other","Lincolnshire","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Other","North Eastern Scotland","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Other","Northumberland and Tyne and Wear","Tyneside","10","10","24900","26700"
"In post","2021","Department for Transport","Other","Surrey, East and West Sussex","East Sussex CC","15","15","26130","21590"
"In post","2021","Department for Transport","Other","Surrey, East and West Sussex","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Other","Tees Valley and Durham","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Other","West Midlands","Birmingham","15","15","29050","20900"
"In post","2021","Department for Transport","Other","West Wales and The Valleys","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Other","West Wales and The Valleys","Swansea","55","55","34320","31860"
"In post","2021","Department for Transport","Other","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Policy","Bedfordshire and Hertfordshire","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Policy","Cumbria","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Policy","Derbyshire and Nottinghamshire","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Policy","Derbyshire and Nottinghamshire","Nottingham","15","15","37220","33350"
"In post","2021","Department for Transport","Policy","Devon","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Policy","Devon","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Policy","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Policy","East Anglia","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Policy","East Anglia","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Policy","Eastern Scotland","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Policy","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","10","10","[c]","[c]"
"In post","2021","Department for Transport","Policy","Greater Manchester","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Policy","Hampshire and Isle of Wight","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Policy","Hampshire and Isle of Wight","South Hampshire","20","20","32350","33730"
"In post","2021","Department for Transport","Policy","Hampshire and Isle of Wight","Southampton","175","170","39320","39040"
"In post","2021","Department for Transport","Policy","Herefordshire, Worcestershire and Warwickshire","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Policy","Inner London - West","Westminster","895","880","48950","45990"
"In post","2021","Department for Transport","Policy","Kent","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Policy","Kent","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Policy","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Policy","Lincolnshire","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Policy","Merseyside","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Policy","Merseyside","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Policy","North Eastern Scotland","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Policy","North Yorkshire","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Policy","North Yorkshire","York","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Policy","Northern Ireland","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Policy","Northumberland and Tyne and Wear","Sunderland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Policy","Northumberland and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Policy","Outer London - East and North East","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Policy","Outer London - West and North West","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Policy","Shropshire and Staffordshire","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Policy","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Policy","Shropshire and Staffordshire","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Policy","South Yorkshire","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Policy","Surrey, East and West Sussex","East Sussex CC","10","10","[c]","[c]"
"In post","2021","Department for Transport","Policy","Surrey, East and West Sussex","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Policy","Tees Valley and Durham","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Policy","West Central Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Policy","West Midlands","Birmingham","30","30","32630","30730"
"In post","2021","Department for Transport","Policy","West Wales and The Valleys","Swansea","145","135","30800","26780"
"In post","2021","Department for Transport","Policy","West Yorkshire","Leeds","25","25","39490","38650"
"In post","2021","Department for Transport","Policy","West Yorkshire","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Project Delivery","Derbyshire and Nottinghamshire","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Project Delivery","Derbyshire and Nottinghamshire","Nottingham","20","15","41830","40600"
"In post","2021","Department for Transport","Project Delivery","East Anglia","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Project Delivery","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","25","25","36870","36410"
"In post","2021","Department for Transport","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Project Delivery","Hampshire and Isle of Wight","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Project Delivery","Hampshire and Isle of Wight","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Project Delivery","Hampshire and Isle of Wight","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Project Delivery","Herefordshire, Worcestershire and Warwickshire","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Project Delivery","Inner London - East","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Project Delivery","Inner London - West","Westminster","435","430","54310","54650"
"In post","2021","Department for Transport","Project Delivery","Kent","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Project Delivery","Lincolnshire","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Project Delivery","Merseyside","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Project Delivery","Northumberland and Tyne and Wear","Tyneside","10","10","37380","39060"
"In post","2021","Department for Transport","Project Delivery","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Project Delivery","Surrey, East and West Sussex","East Sussex CC","5","5","[c]","[c]"
"In post","2021","Department for Transport","Project Delivery","West Midlands","Birmingham","15","15","40120","38650"
"In post","2021","Department for Transport","Project Delivery","West Wales and The Valleys","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Project Delivery","West Wales and The Valleys","Swansea","105","105","39590","39040"
"In post","2021","Department for Transport","Project Delivery","West Yorkshire","Leeds","15","15","32990","30730"
"In post","2021","Department for Transport","Property","Derbyshire and Nottinghamshire","Nottingham","20","20","33030","31210"
"In post","2021","Department for Transport","Property","East Anglia","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Property","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Property","Eastern Scotland","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Property","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","20","20","32750","31440"
"In post","2021","Department for Transport","Property","Greater Manchester","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Property","Hampshire and Isle of Wight","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Property","Hampshire and Isle of Wight","Southampton","15","15","33480","26780"
"In post","2021","Department for Transport","Property","Inner London - West","Westminster","15","15","50920","49560"
"In post","2021","Department for Transport","Property","Northumberland and Tyne and Wear","Tyneside","5","5","[c]","[c]"
"In post","2021","Department for Transport","Property","Outer London - West and North West","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Property","Surrey, East and West Sussex","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Property","West Wales and The Valleys","Swansea","65","60","29290","26780"
"In post","2021","Department for Transport","Science and Engineering","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","45","40","38740","38150"
"In post","2021","Department for Transport","Science and Engineering","Inner London - West","Westminster","60","55","49510","45130"
"In post","2021","Department for Transport","Science and Engineering","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","40","40","39820","38150"
"In post","2021","Department for Transport","Science and Engineering","Overseas","Overseas","10","10","[c]","[c]"
"In post","2021","Department for Transport","Science and Engineering","Surrey, East and West Sussex","East Surrey","5","5","[c]","[c]"
"In post","2021","Department for Transport","Science and Engineering","Surrey, East and West Sussex","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Security","Inner London - West","Westminster","170","165","44960","43360"
"In post","2021","Department for Transport","Security","Surrey, East and West Sussex","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Security","West Wales and The Valleys","Swansea","120","115","30490","26350"
"In post","2021","Department for Transport","Social Research","Inner London - West","Westminster","40","40","47930","43360"
"In post","2021","Department for Transport","Social Research","Surrey, East and West Sussex","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Statistics","Inner London - West","Westminster","115","110","45560","42890"
"In post","2021","Department for Transport","Statistics","Surrey, East and West Sussex","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Statistics","Surrey, East and West Sussex","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Statistics","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Unknown","Hampshire and Isle of Wight","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Unknown","Inner London - West","Westminster","195","190","53240","45200"
"In post","2021","Department for Transport","Unknown","Surrey, East and West Sussex","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Unknown","Surrey, East and West Sussex","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Unknown","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Unknown","West Wales and The Valleys","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Unknown","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Commercial","Derbyshire and Nottinghamshire","South and West Derbyshire","15","15","49070","45870"
"In post","2021","Department for Work and Pensions","Commercial","Merseyside","Sefton","15","15","40160","33050"
"In post","2021","Department for Work and Pensions","Commercial","South Yorkshire","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Commercial","Surrey, East and West Sussex","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Communications","Inner London - East","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Communications","Merseyside","Sefton","30","30","43530","39390"
"In post","2021","Department for Work and Pensions","Digital, Data and Technology","Derbyshire and Nottinghamshire","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Digital, Data and Technology","Merseyside","Sefton","50","45","38530","31710"
"In post","2021","Department for Work and Pensions","Digital, Data and Technology","North Yorkshire","York","5","5","[c]","[c]"
"In post","2021","Department for Work and Pensions","Digital, Data and Technology","South Yorkshire","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Economics","Inner London - East","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Economics","Merseyside","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Finance","Derbyshire and Nottinghamshire","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Finance","Merseyside","Sefton","20","20","51880","53430"
"In post","2021","Department for Work and Pensions","Finance","North Yorkshire","York","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Human Resources","Derbyshire and Nottinghamshire","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Human Resources","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Human Resources","Merseyside","Sefton","35","35","46620","44120"
"In post","2021","Department for Work and Pensions","Human Resources","North Yorkshire","York","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Knowledge and Information Management","Merseyside","Sefton","20","20","31810","29750"
"In post","2021","Department for Work and Pensions","Legal","Bedfordshire and Hertfordshire","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Legal","Merseyside","Sefton","20","20","48900","55700"
"In post","2021","Department for Work and Pensions","Operational Delivery","Bedfordshire and Hertfordshire","Bedford","60","55","42950","45100"
"In post","2021","Department for Work and Pensions","Operational Delivery","Cheshire","Cheshire East","30","30","41040","43330"
"In post","2021","Department for Work and Pensions","Operational Delivery","Cumbria","East Cumbria","10","10","39640","36570"
"In post","2021","Department for Work and Pensions","Operational Delivery","Derbyshire and Nottinghamshire","South and West Derbyshire","70","65","35400","28430"
"In post","2021","Department for Work and Pensions","Operational Delivery","Derbyshire and Nottinghamshire","South Nottinghamshire","55","50","48000","43830"
"In post","2021","Department for Work and Pensions","Operational Delivery","Devon","Plymouth","30","25","41330","41480"
"In post","2021","Department for Work and Pensions","Operational Delivery","East Anglia","Norwich and East Norfolk","25","25","41220","40230"
"In post","2021","Department for Work and Pensions","Operational Delivery","East Wales","Cardiff and Vale of Glamorgan","70","65","40450","41480"
"In post","2021","Department for Work and Pensions","Operational Delivery","East Wales","Flintshire and Wrexham","15","15","40940","46320"
"In post","2021","Department for Work and Pensions","Operational Delivery","Eastern Scotland","City of Edinburgh","45","45","44190","46320"
"In post","2021","Department for Work and Pensions","Operational Delivery","Essex","Heart of Essex","40","40","47790","45710"
"In post","2021","Department for Work and Pensions","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","50","50","46820","46320"
"In post","2021","Department for Work and Pensions","Operational Delivery","Hampshire and Isle of Wight","North Hampshire","40","40","42700","40230"
"In post","2021","Department for Work and Pensions","Operational Delivery","Highlands and Islands","Inverness and Nairn and Moray, Badenoch and Strathspey","5","5","[c]","[c]"
"In post","2021","Department for Work and Pensions","Operational Delivery","Inner London - East","Tower Hamlets","120","115","46330","44610"
"In post","2021","Department for Work and Pensions","Operational Delivery","Inner London - West","Westminster","10","10","51490","36080"
"In post","2021","Department for Work and Pensions","Operational Delivery","Kent","Mid Kent","20","15","40380","42140"
"In post","2021","Department for Work and Pensions","Operational Delivery","Merseyside","Sefton","485","460","39210","31710"
"In post","2021","Department for Work and Pensions","Operational Delivery","North Eastern Scotland","Aberdeen City and Aberdeenshire","105","105","77580","90550"
"In post","2021","Department for Work and Pensions","Operational Delivery","North Yorkshire","York","45","45","28330","26370"
"In post","2021","Department for Work and Pensions","Operational Delivery","Northumberland and Tyne and Wear","Tyneside","70","65","42270","43830"
