"Status","Year","Age","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","65+","Revenue Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Royal Fleet Auxiliary","Other","20","20","38430","33430"
"In post","2021","65+","Rural Payments Agency","Operational Delivery","40","35","23570","21050"
"In post","2021","65+","Rural Payments Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","65+","Scotland Office (incl. Office of the Advocate General for Scotland)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","65+","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Scottish Courts and Tribunals Service","Communications","[c]","[c]","[c]","[c]"
"In post","2021","65+","Scottish Courts and Tribunals Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","65+","Scottish Courts and Tribunals Service","Legal","[c]","[c]","[c]","[c]"
"In post","2021","65+","Scottish Courts and Tribunals Service","Operational Delivery","55","40","22980","22820"
"In post","2021","65+","Scottish Forestry","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Scottish Government (excl. agencies)","Unknown","120","95","40930","35110"
"In post","2021","65+","Scottish Housing Regulator","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Scottish Prison Service","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","65+","Scottish Prison Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","65+","Scottish Prison Service","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","65+","Scottish Prison Service","Operational Delivery","40","25","31920","33650"
"In post","2021","65+","Scottish Prison Service","Other","20","15","35550","37600"
"In post","2021","65+","Scottish Prison Service","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","65+","Scottish Public Pensions Agency","Unknown","10","10","24430","24110"
"In post","2021","65+","Serious Fraud Office","Counter Fraud","5","5","[c]","[c]"
"In post","2021","65+","Serious Fraud Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","65+","Social Security Scotland","Unknown","10","5","[c]","[c]"
"In post","2021","65+","Standards and Testing Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","65+","Student Awards Agency for Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Submarine Delivery Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","65+","Submarine Delivery Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","65+","Submarine Delivery Agency","Project Delivery","15","15","41380","39860"
"In post","2021","65+","Submarine Delivery Agency","Science and Engineering","20","20","43670","41970"
"In post","2021","65+","Teaching Regulation Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","65+","The National Archives","Commercial","5","5","[c]","[c]"
"In post","2021","65+","The National Archives","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","65+","The National Archives","Finance","[c]","[c]","[c]","[c]"
"In post","2021","65+","The National Archives","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","65+","The National Archives","Operational Delivery","10","5","[c]","[c]"
"In post","2021","65+","The National Archives","Other","[c]","[c]","[c]","[c]"
"In post","2021","65+","Transport Scotland","Unknown","5","5","[c]","[c]"
"In post","2021","65+","UK Export Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","65+","UK Export Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","65+","UK Export Finance","Operational Delivery","5","5","[c]","[c]"
"In post","2021","65+","UK Hydrographic Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","65+","UK Hydrographic Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","65+","UK Hydrographic Office","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","65+","UK Hydrographic Office","Operational Delivery","20","15","30800","29290"
"In post","2021","65+","UK Intellectual Property Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","65+","UK Intellectual Property Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","65+","UK Intellectual Property Office","Operational Delivery","20","10","26600","23320"
"In post","2021","65+","UK Intellectual Property Office","Science and Engineering","5","5","[c]","[c]"
"In post","2021","65+","UK Space Agency","Policy","[c]","[c]","[c]","[c]"
"In post","2021","65+","UK Space Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","65+","UK Supreme Court","Legal","[c]","[c]","[c]","[c]"
"In post","2021","65+","UK Supreme Court","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","65+","United Kingdom Statistics Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","65+","United Kingdom Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2021","65+","United Kingdom Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","65+","United Kingdom Statistics Authority","Operational Delivery","225","140","22070","19520"
"In post","2021","65+","United Kingdom Statistics Authority","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","65+","United Kingdom Statistics Authority","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","65+","United Kingdom Statistics Authority","Property","[c]","[c]","[c]","[c]"
"In post","2021","65+","United Kingdom Statistics Authority","Security","[c]","[c]","[c]","[c]"
"In post","2021","65+","United Kingdom Statistics Authority","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","65+","United Kingdom Statistics Authority","Statistics","5","5","[c]","[c]"
"In post","2021","65+","Valuation Office Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","65+","Valuation Office Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","65+","Valuation Office Agency","Operational Delivery","20","20","22340","21100"
"In post","2021","65+","Valuation Office Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","65+","Valuation Office Agency","Property","70","50","36070","31140"
"In post","2021","65+","Vehicle Certification Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","65+","Vehicle Certification Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","65+","Veterinary Medicines Directorate","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","65+","Veterinary Medicines Directorate","Policy","[c]","[c]","[c]","[c]"
"In post","2021","65+","Veterinary Medicines Directorate","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","65+","Welsh Government (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","65+","Welsh Government (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","65+","Welsh Government (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"In post","2021","65+","Welsh Government (excl. agencies)","Finance","10","5","39740","26340"
"In post","2021","65+","Welsh Government (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","65+","Welsh Government (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","65+","Welsh Government (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","65+","Welsh Government (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"In post","2021","65+","Welsh Government (excl. agencies)","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","65+","Welsh Government (excl. agencies)","Operational Delivery","75","55","34680","28850"
"In post","2021","65+","Welsh Government (excl. agencies)","Other","15","10","47510","37410"
"In post","2021","65+","Welsh Government (excl. agencies)","Policy","35","30","42650","37410"
"In post","2021","65+","Welsh Government (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","65+","Welsh Government (excl. agencies)","Property","5","5","[c]","[c]"
"In post","2021","65+","Welsh Government (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","65+","Welsh Government (excl. agencies)","Social Research","5","5","[c]","[c]"
"In post","2021","65+","Welsh Government (excl. agencies)","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","65+","Welsh Revenue Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","65+","Wilton Park","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","65+","Wilton Park","Policy","[c]","[c]","[c]","[c]"
"In post","2021","65+","Wilton Park","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Animal and Plant Health Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Defence Electronics and Components Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","Other","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","25","20","28480","27570"
"In post","2021","Unknown","Department of Health and Social Care (excl. agencies)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department of Health and Social Care (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","Other","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","Policy","10","10","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","Property","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Revenue Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Animal and Plant Health Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Animal and Plant Health Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Centre for Environment, Fisheries and Aquaculture Science","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Crown Office and Procurator Fiscal Service","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Crown Prosecution Service","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Defence Equipment and Support","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Defence Equipment and Support","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Defence Equipment and Support","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department for Work and Pensions (excl. agencies)","Unknown","20","[c]","21500","21010"
"Leaver CS","2021","16-19","Driver and Vehicle Licensing Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Driver and Vehicle Standards Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Foreign and Commonwealth Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Forestry and Land Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","HM Courts and Tribunals Service","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2021","16-19","HM Prison and Probation Service","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","HM Revenue and Customs (excl. agencies)","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","16-19","HM Treasury (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Home Office (incl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Home Office (incl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Home Office (incl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Ministry of Defence (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Public Health England","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Public Health England","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Registers of Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Registers of Scotland","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Royal Fleet Auxiliary","Other","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Scottish Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Submarine Delivery Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","United Kingdom Statistics Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Valuation Office Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Advisory, Conciliation and Arbitration Service","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Animal and Plant Health Agency","Operational Delivery","30","[c]","22570","21050"
"Leaver CS","2021","20-29","Animal and Plant Health Agency","Science and Engineering","20","[c]","23910","24370"
"Leaver CS","2021","20-29","Attorney General's Office","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Attorney General's Office","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cabinet Office (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cabinet Office (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cabinet Office (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cabinet Office (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cabinet Office (excl. agencies)","Unknown","135","[c]","29000","26000"
"Leaver CS","2021","20-29","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Charity Commission","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Companies House","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Companies House","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Companies House","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Companies House","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Competition and Markets Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Competition and Markets Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Competition and Markets Authority","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Competition and Markets Authority","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Competition and Markets Authority","Project Delivery","10","[c]","33250","27150"
"Leaver CS","2021","20-29","Criminal Injuries Compensation Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Crown Commercial Service","Commercial","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Crown Commercial Service","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Crown Office and Procurator Fiscal Service","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Crown Office and Procurator Fiscal Service","Operational Delivery","15","[c]","21360","21490"
"Leaver CS","2021","20-29","Crown Prosecution Service","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Crown Prosecution Service","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Crown Prosecution Service","Legal","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Crown Prosecution Service","Operational Delivery","40","[c]","22400","21950"
"Leaver CS","2021","20-29","Crown Prosecution Service","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Debt Management Office","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Defence Equipment and Support","Commercial","15","[c]","23450","23000"
"Leaver CS","2021","20-29","Defence Equipment and Support","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Defence Equipment and Support","Finance","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Defence Equipment and Support","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Defence Equipment and Support","Other","20","[c]","20620","19040"
"Leaver CS","2021","20-29","Defence Equipment and Support","Project Delivery","25","[c]","25150","25550"
"Leaver CS","2021","20-29","Defence Equipment and Support","Science and Engineering","40","[c]","26360","26940"
"Leaver CS","2021","20-29","Defence Science and Technology Laboratory","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Defence Science and Technology Laboratory","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Defence Science and Technology Laboratory","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Defence Science and Technology Laboratory","Operational Research","15","[c]","19750","17180"
"Leaver CS","2021","20-29","Defence Science and Technology Laboratory","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Defence Science and Technology Laboratory","Science and Engineering","80","[c]","20840","17180"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","20","[c]","28490","24300"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","25","[c]","35020","33570"
"Leaver CS","2021","20-29","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Digital, Culture, Media and Sport","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Digital, Culture, Media and Sport","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Digital, Culture, Media and Sport","Policy","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education (excl. agencies)","Communications","20","[c]","26550","28500"
"Leaver CS","2021","20-29","Department for Education (excl. agencies)","Digital, Data and Technology","10","[c]","35010","33350"
"Leaver CS","2021","20-29","Department for Education (excl. agencies)","Finance","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education (excl. agencies)","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education (excl. agencies)","Policy","40","[c]","37510","35040"
"Leaver CS","2021","20-29","Department for Education (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","75","[c]","25450","24370"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for International Development","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for International Development","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for International Trade","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for International Trade","Economics","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for International Trade","International Trade","25","[c]","23900","18200"
"Leaver CS","2021","20-29","Department for International Trade","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for International Trade","Other","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for International Trade","Policy","10","[c]","20830","18200"
"Leaver CS","2021","20-29","Department for International Trade","Statistics","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Transport (excl. agencies)","Unknown","40","[c]","28740","28820"
"Leaver CS","2021","20-29","Department for Work and Pensions (excl. agencies)","Unknown","655","[c]","24870","21010"
"Leaver CS","2021","20-29","Department of Health and Social Care (excl. agencies)","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Disclosure Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Driver and Vehicle Licensing Agency","Digital, Data and Technology","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Driver and Vehicle Licensing Agency","Operational Delivery","55","[c]","20430","21590"
"Leaver CS","2021","20-29","Driver and Vehicle Licensing Agency","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Driver and Vehicle Standards Agency","Operational Delivery","15","[c]","23910","21590"
"Leaver CS","2021","20-29","Education and Skills Funding Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Education and Skills Funding Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Education and Skills Funding Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Education and Skills Funding Agency","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Education and Skills Funding Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","FCDO Services","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","FCDO Services","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","FCDO Services","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","FCDO Services","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","FCDO Services","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Food Standards Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Food Standards Agency","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Food Standards Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Food Standards Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Foreign and Commonwealth Office (excl. agencies)","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Forestry and Land Scotland","Unknown","10","[c]","24930","22920"
"Leaver CS","2021","20-29","Government Actuary's Department","Other","10","[c]","26800","23030"
"Leaver CS","2021","20-29","Government Legal Department","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Government Legal Department","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Government Legal Department","Other","10","[c]","26810","26950"
"Leaver CS","2021","20-29","Health and Safety Executive","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Health and Safety Executive","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Health and Safety Executive","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Courts and Tribunals Service","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Courts and Tribunals Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Courts and Tribunals Service","Legal","10","[c]","29160","30850"
"Leaver CS","2021","20-29","HM Courts and Tribunals Service","Operational Delivery","310","[c]","20840","19930"
"Leaver CS","2021","20-29","HM Courts and Tribunals Service","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Land Registry","Digital, Data and Technology","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
