"Status","Year","Organisation","Parent_department","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","AA/AO","Male","25","25","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","EO","Female","145","140","27880","27510"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","EO","Male","75","70","27700","27400"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","G6/G7","Female","240","230","58600","53910"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","G6/G7","Male","190","185","60300","54470"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SCS level","Female","75","70","86040","83700"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SCS level","Male","65","65","88990","85370"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SEO/HEO","Female","305","295","38060","40450"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SEO/HEO","Male","185","185","38150","40450"
"In post","2021","Met Office","Department for Business, Energy and Industrial Strategy","AA/AO","Female","55","55","23740","21280"
"In post","2021","Met Office","Department for Business, Energy and Industrial Strategy","AA/AO","Male","45","45","23090","21630"
"In post","2021","Met Office","Department for Business, Energy and Industrial Strategy","EO","Female","90","85","25630","25630"
"In post","2021","Met Office","Department for Business, Energy and Industrial Strategy","EO","Male","100","100","26690","26630"
"In post","2021","Met Office","Department for Business, Energy and Industrial Strategy","G6/G7","Female","180","170","50850","48080"
"In post","2021","Met Office","Department for Business, Energy and Industrial Strategy","G6/G7","Male","375","360","52960","49860"
"In post","2021","Met Office","Department for Business, Energy and Industrial Strategy","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Department for Business, Energy and Industrial Strategy","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Met Office","Department for Business, Energy and Industrial Strategy","SEO/HEO","Female","460","420","36970","37420"
"In post","2021","Met Office","Department for Business, Energy and Industrial Strategy","SEO/HEO","Male","780","760","38110","39650"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","AA/AO","Female","6850","6390","21540","21030"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","AA/AO","Male","8765","8610","23920","20920"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","EO","Female","3265","3110","27850","26670"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","EO","Male","3995","3940","29220","26930"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","G6/G7","Female","1115","1045","63010","59730"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","G6/G7","Male","1515","1470","62990","59730"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","SCS level","Female","110","105","85510","78520"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","SCS level","Male","180","180","90530","82480"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","SEO/HEO","Female","5095","4875","37690","36460"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","SEO/HEO","Male","6335","6240","39000","38410"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","Female","105","100","39870","40620"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","Male","370","365","39700","35480"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","AA/AO","Female","30","25","25230","26870"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","AA/AO","Male","30","30","25730","26870"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","EO","Female","145","140","28030","27850"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","EO","Male","125","120","28860","27850"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","G6/G7","Female","505","485","56430","53130"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","G6/G7","Male","490","485","57280","53650"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","SCS level","Female","70","65","83060","76260"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","SCS level","Male","65","65","87420","78420"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","SEO/HEO","Female","540","520","35910","34830"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","SEO/HEO","Male","505","500","36600","36340"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","AA/AO","Female","165","155","21070","20890"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","AA/AO","Male","105","105","21520","21710"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","EO","Female","455","435","26010","26410"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","EO","Male","305","300","26010","26410"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","G6/G7","Female","725","695","58310","57780"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","G6/G7","Male","715","705","60060","59180"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","SCS level","Female","80","75","86520","80690"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","SCS level","Male","70","70","91600","86690"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","SEO/HEO","Female","1605","1560","36280","35820"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","SEO/HEO","Male","1070","1055","37170","36800"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","Female","20","20","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","Male","25","25","[c]","[c]"
"In post","2021","National Crime Agency","National Crime Agency","AA/AO","Female","200","180","23570","24220"
"In post","2021","National Crime Agency","National Crime Agency","AA/AO","Male","125","125","24050","24220"
"In post","2021","National Crime Agency","National Crime Agency","EO","Female","1255","1210","32730","32770"
"In post","2021","National Crime Agency","National Crime Agency","EO","Male","1210","1200","34240","34520"
"In post","2021","National Crime Agency","National Crime Agency","G6/G7","Female","125","120","62490","59160"
"In post","2021","National Crime Agency","National Crime Agency","G6/G7","Male","245","245","65730","64410"
"In post","2021","National Crime Agency","National Crime Agency","SCS level","Female","10","10","[c]","[c]"
"In post","2021","National Crime Agency","National Crime Agency","SCS level","Male","20","20","[c]","[c]"
"In post","2021","National Crime Agency","National Crime Agency","SEO/HEO","Female","860","820","43010","43630"
"In post","2021","National Crime Agency","National Crime Agency","SEO/HEO","Male","1435","1420","45600","44090"
"In post","2021","National Infrastructure Commission","HM Treasury","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","HM Treasury","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","HM Treasury","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","HM Treasury","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","HM Treasury","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","National Infrastructure Commission","HM Treasury","G6/G7","Male","15","15","[c]","[c]"
"In post","2021","National Infrastructure Commission","HM Treasury","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","HM Treasury","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","HM Treasury","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","National Infrastructure Commission","HM Treasury","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","National Records of Scotland","Scottish Government","AA/AO","Female","80","70","22620","22230"
"In post","2021","National Records of Scotland","Scottish Government","AA/AO","Male","80","75","22510","22230"
"In post","2021","National Records of Scotland","Scottish Government","EO","Female","30","30","28110","28170"
"In post","2021","National Records of Scotland","Scottish Government","EO","Male","30","30","[c]","[c]"
"In post","2021","National Records of Scotland","Scottish Government","G6/G7","Female","30","25","[c]","[c]"
"In post","2021","National Records of Scotland","Scottish Government","G6/G7","Male","25","20","[c]","[c]"
"In post","2021","National Records of Scotland","Scottish Government","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","National Records of Scotland","Scottish Government","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","National Records of Scotland","Scottish Government","SEO/HEO","Female","95","90","38070","35110"
"In post","2021","National Records of Scotland","Scottish Government","SEO/HEO","Male","70","65","39670","39110"
"In post","2021","National Savings and Investments","Chancellor's other departments","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","National Savings and Investments","Chancellor's other departments","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Chancellor's other departments","EO","Female","10","10","[c]","[c]"
"In post","2021","National Savings and Investments","Chancellor's other departments","EO","Male","5","5","[c]","[c]"
"In post","2021","National Savings and Investments","Chancellor's other departments","G6/G7","Female","30","30","[c]","[c]"
"In post","2021","National Savings and Investments","Chancellor's other departments","G6/G7","Male","45","45","58850","57120"
"In post","2021","National Savings and Investments","Chancellor's other departments","SCS level","Female","5","5","[c]","[c]"
"In post","2021","National Savings and Investments","Chancellor's other departments","SCS level","Male","10","10","[c]","[c]"
"In post","2021","National Savings and Investments","Chancellor's other departments","SEO/HEO","Female","50","50","41850","42400"
"In post","2021","National Savings and Investments","Chancellor's other departments","SEO/HEO","Male","35","35","39630","40290"
"In post","2021","Northern Ireland Office","Northern Ireland Office","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","Northern Ireland Office","Northern Ireland Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Northern Ireland Office","EO","Female","15","15","[c]","[c]"
"In post","2021","Northern Ireland Office","Northern Ireland Office","EO","Male","10","10","[c]","[c]"
"In post","2021","Northern Ireland Office","Northern Ireland Office","G6/G7","Female","25","25","[c]","[c]"
"In post","2021","Northern Ireland Office","Northern Ireland Office","G6/G7","Male","20","20","[c]","[c]"
"In post","2021","Northern Ireland Office","Northern Ireland Office","SCS level","Female","10","10","[c]","[c]"
"In post","2021","Northern Ireland Office","Northern Ireland Office","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Northern Ireland Office","Northern Ireland Office","SEO/HEO","Female","40","35","33690","34990"
"In post","2021","Northern Ireland Office","Northern Ireland Office","SEO/HEO","Male","30","30","36520","36800"
"In post","2021","Office for Budget Responsibility","HM Treasury","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","HM Treasury","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","HM Treasury","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","HM Treasury","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","HM Treasury","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Office for Budget Responsibility","HM Treasury","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Office for Budget Responsibility","HM Treasury","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","HM Treasury","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","HM Treasury","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","Office for Budget Responsibility","HM Treasury","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","AA/AO","Female","160","140","21230","21160"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","AA/AO","Male","70","65","21300","21160"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","EO","Female","120","110","26190","25880"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","EO","Male","85","85","26440","25880"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","G6/G7","Female","350","345","72590","75500"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","G6/G7","Male","235","230","73740","75500"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","SCS level","Female","15","15","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","SCS level","Male","15","15","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","SEO/HEO","Female","540","515","44350","51360"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","SEO/HEO","Male","195","190","39650","39850"
"In post","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","AA/AO","Female","30","30","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","AA/AO","Male","25","25","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","EO","Female","135","135","26110","25610"
"In post","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","EO","Male","130","130","25540","25300"
"In post","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G6/G7","Female","185","180","58890","57140"
"In post","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G6/G7","Male","255","250","61440","61000"
"In post","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SCS level","Female","20","20","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SCS level","Male","25","25","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SEO/HEO","Female","170","165","36590","35880"
"In post","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SEO/HEO","Male","205","205","36380","35720"
"In post","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","EO","Female","25","20","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","EO","Male","5","5","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","G6/G7","Female","50","50","52800","48350"
"In post","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","G6/G7","Male","45","45","53320","49420"
"In post","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SCS level","Female","10","10","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SCS level","Male","10","10","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SEO/HEO","Female","70","65","36100","36540"
"In post","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SEO/HEO","Male","45","45","36260","36120"
"In post","2021","Office of Rail and Road","Office of Rail and Road","AA/AO","Female","10","10","[c]","[c]"
"In post","2021","Office of Rail and Road","Office of Rail and Road","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","Office of Rail and Road","Office of Rail and Road","EO","Female","15","15","[c]","[c]"
"In post","2021","Office of Rail and Road","Office of Rail and Road","EO","Male","10","10","[c]","[c]"
"In post","2021","Office of Rail and Road","Office of Rail and Road","G6/G7","Female","60","55","60990","58700"
"In post","2021","Office of Rail and Road","Office of Rail and Road","G6/G7","Male","120","115","62930","62490"
"In post","2021","Office of Rail and Road","Office of Rail and Road","SCS level","Female","5","5","[c]","[c]"
"In post","2021","Office of Rail and Road","Office of Rail and Road","SCS level","Male","10","10","[c]","[c]"
"In post","2021","Office of Rail and Road","Office of Rail and Road","SEO/HEO","Female","45","45","38770","38130"
"In post","2021","Office of Rail and Road","Office of Rail and Road","SEO/HEO","Male","50","50","40650","42670"
"In post","2021","Office of the Public Guardian","Ministry of Justice","AA/AO","Female","475","420","19770","19930"
"In post","2021","Office of the Public Guardian","Ministry of Justice","AA/AO","Male","380","355","19740","19930"
"In post","2021","Office of the Public Guardian","Ministry of Justice","EO","Female","210","195","22320","22570"
"In post","2021","Office of the Public Guardian","Ministry of Justice","EO","Male","155","150","22320","22570"
"In post","2021","Office of the Public Guardian","Ministry of Justice","G6/G7","Female","15","15","[c]","[c]"
"In post","2021","Office of the Public Guardian","Ministry of Justice","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Office of the Public Guardian","Ministry of Justice","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Ministry of Justice","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Ministry of Justice","SEO/HEO","Female","95","85","28280","26560"
"In post","2021","Office of the Public Guardian","Ministry of Justice","SEO/HEO","Male","75","75","28860","26560"
"In post","2021","Office of the Scottish Charity Regulator","Scottish Government","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","Scottish Government","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","Scottish Government","EO","Female","5","5","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","Scottish Government","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","Scottish Government","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","Scottish Government","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","Scottish Government","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","Scottish Government","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","Scottish Government","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","Scottish Government","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","AA/AO","Female","105","90","21400","21270"
"In post","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","AA/AO","Male","70","65","21720","21270"
"In post","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","EO","Female","45","40","26760","26050"
"In post","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","EO","Male","55","50","26720","26050"
"In post","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","G6/G7","Female","155","135","57620","58810"
"In post","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","G6/G7","Male","270","240","58290","58810"
"In post","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","SEO/HEO","Female","80","75","36150","34860"
"In post","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","SEO/HEO","Male","75","75","36830","34860"
"In post","2021","Public Health England","Department of Health and Social Care","AA/AO","Female","665","570","21270","21020"
"In post","2021","Public Health England","Department of Health and Social Care","AA/AO","Male","240","225","20960","20150"
"In post","2021","Public Health England","Department of Health and Social Care","EO","Female","705","645","25990","25800"
"In post","2021","Public Health England","Department of Health and Social Care","EO","Male","215","200","26000","26410"
"In post","2021","Public Health England","Department of Health and Social Care","G6/G7","Female","1185","1100","57580","54230"
"In post","2021","Public Health England","Department of Health and Social Care","G6/G7","Male","690","675","59480","55930"
"In post","2021","Public Health England","Department of Health and Social Care","SCS level","Female","270","225","107470","103660"
"In post","2021","Public Health England","Department of Health and Social Care","SCS level","Male","205","180","109670","106760"
"In post","2021","Public Health England","Department of Health and Social Care","SEO/HEO","Female","1970","1765","36190","36330"
"In post","2021","Public Health England","Department of Health and Social Care","SEO/HEO","Male","755","725","36900","37220"
"In post","2021","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","EO","Female","5","5","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","EO","Male","5","5","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2021","Registers of Scotland","Scottish Government","AA/AO","Female","170","155","24010","24130"
"In post","2021","Registers of Scotland","Scottish Government","AA/AO","Male","185","180","24020","24130"
"In post","2021","Registers of Scotland","Scottish Government","EO","Female","190","175","30030","30080"
"In post","2021","Registers of Scotland","Scottish Government","EO","Male","165","160","30080","30080"
"In post","2021","Registers of Scotland","Scottish Government","G6/G7","Female","30","30","[c]","[c]"
"In post","2021","Registers of Scotland","Scottish Government","G6/G7","Male","30","30","[c]","[c]"
"In post","2021","Registers of Scotland","Scottish Government","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Scottish Government","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Scottish Government","SEO/HEO","Female","190","185","38810","36780"
"In post","2021","Registers of Scotland","Scottish Government","SEO/HEO","Male","200","200","39490","36780"
"In post","2021","Revenue Scotland","Scottish Government","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Revenue Scotland","Scottish Government","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Revenue Scotland","Scottish Government","EO","Female","5","5","[c]","[c]"
"In post","2021","Revenue Scotland","Scottish Government","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Revenue Scotland","Scottish Government","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Revenue Scotland","Scottish Government","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Revenue Scotland","Scottish Government","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Revenue Scotland","Scottish Government","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Revenue Scotland","Scottish Government","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2021","Revenue Scotland","Scottish Government","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2021","Royal Fleet Auxiliary","Ministry of Defence","Unknown","Female","165","165","33120","32700"
"In post","2021","Royal Fleet Auxiliary","Ministry of Defence","Unknown","Male","1670","1670","38060","34460"
"In post","2021","Rural Payments Agency","Department for Environment, Food and Rural Affairs","AA/AO","Female","580","490","21000","21050"
"In post","2021","Rural Payments Agency","Department for Environment, Food and Rural Affairs","AA/AO","Male","395","385","21010","21050"
"In post","2021","Rural Payments Agency","Department for Environment, Food and Rural Affairs","EO","Female","360","315","25520","25190"
"In post","2021","Rural Payments Agency","Department for Environment, Food and Rural Affairs","EO","Male","260","255","25490","25190"
"In post","2021","Rural Payments Agency","Department for Environment, Food and Rural Affairs","G6/G7","Female","50","50","53150","49770"
"In post","2021","Rural Payments Agency","Department for Environment, Food and Rural Affairs","G6/G7","Male","50","50","52570","50000"
"In post","2021","Rural Payments Agency","Department for Environment, Food and Rural Affairs","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Department for Environment, Food and Rural Affairs","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Rural Payments Agency","Department for Environment, Food and Rural Affairs","SEO/HEO","Female","245","220","32760","31070"
"In post","2021","Rural Payments Agency","Department for Environment, Food and Rural Affairs","SEO/HEO","Male","225","215","33400","31830"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","EO","Female","5","5","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","G6/G7","Female","30","25","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","G6/G7","Male","20","20","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","SCS level","Female","10","5","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Scottish Government","AA/AO","Female","625","540","21870","22820"
"In post","2021","Scottish Courts and Tribunals Service","Scottish Government","AA/AO","Male","290","270","21290","20850"
"In post","2021","Scottish Courts and Tribunals Service","Scottish Government","EO","Female","340","305","28650","29350"
"In post","2021","Scottish Courts and Tribunals Service","Scottish Government","EO","Male","150","145","28520","29350"
"In post","2021","Scottish Courts and Tribunals Service","Scottish Government","G6/G7","Female","35","35","57440","55420"
"In post","2021","Scottish Courts and Tribunals Service","Scottish Government","G6/G7","Male","25","25","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Scottish Government","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Scottish Government","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Scottish Government","SEO/HEO","Female","205","190","37800","35230"
"In post","2021","Scottish Courts and Tribunals Service","Scottish Government","SEO/HEO","Male","115","115","38100","35230"
"In post","2021","Scottish Courts and Tribunals Service","Scottish Government","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Scottish Government","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Fiscal Commission","Scottish Government","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Fiscal Commission","Scottish Government","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Fiscal Commission","Scottish Government","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Fiscal Commission","Scottish Government","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Fiscal Commission","Scottish Government","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Fiscal Commission","Scottish Government","SCS level","Male","[c]","[c]","[c]","[c]"
