"Status","Year","Function_of_post","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Human Resources","Department of Health and Social Care (excl. agencies)","Human Resources","50","[c]","30060","27270"
"New entrant CS","2021","Human Resources","Driver and Vehicle Licensing Agency","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Driver and Vehicle Standards Agency","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Education and Skills Funding Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Food Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Forestry and Land Scotland","Unknown","25","[c]","20770","19160"
"New entrant CS","2021","Human Resources","Government Actuary's Department","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Government Internal Audit Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Government Legal Department","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Government Property Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Health and Safety Executive","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Health and Safety Executive","Operational Delivery","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Courts and Tribunals Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Courts and Tribunals Service","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Land Registry","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Prison and Probation Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Human Resources","40","[c]","41010","31810"
"New entrant CS","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Treasury (excl. agencies)","Human Resources","15","[c]","38860","37900"
"New entrant CS","2021","Human Resources","HM Treasury (excl. agencies)","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Insolvency Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Institute for Apprenticeships and Technical Education","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Maritime and Coastguard Agency","Human Resources","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Medicines and Healthcare Products Regulatory Agency","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Met Office","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Defence (excl. agencies)","Human Resources","105","[c]","26790","20920"
"New entrant CS","2021","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","Human Resources","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Justice (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Justice (excl. agencies)","Human Resources","20","[c]","32430","30850"
"New entrant CS","2021","Human Resources","Ministry of Justice (excl. agencies)","Operational Delivery","25","[c]","33500","29790"
"New entrant CS","2021","Human Resources","National Crime Agency","Human Resources","30","[c]","33040","32130"
"New entrant CS","2021","Human Resources","Office for Standards in Education, Children's Services and Skills","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Gas and Electricity Markets","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Rail and Road","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Planning Inspectorate","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Public Health England","Human Resources","35","[c]","34590","29440"
"New entrant CS","2021","Human Resources","Registers of Scotland","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Scottish Courts and Tribunals Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Scottish Prison Service","Human Resources","10","[c]","21090","20810"
"New entrant CS","2021","Human Resources","Scottish Prison Service","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Submarine Delivery Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Submarine Delivery Agency","Operational Delivery","20","[c]","26540","21000"
"New entrant CS","2021","Human Resources","Submarine Delivery Agency","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","The National Archives","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Export Finance","Human Resources","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Hydrographic Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Intellectual Property Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Space Agency","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","United Kingdom Statistics Authority","Human Resources","25","[c]","35360","29540"
"New entrant CS","2021","Human Resources","United Kingdom Statistics Authority","Policy","10","[c]","31170","31040"
"New entrant CS","2021","Human Resources","Vehicle Certification Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Wales Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Water Services Regulation Authority","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Welsh Revenue Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Food Standards Agency","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Government Internal Audit Agency","Internal Audit","25","[c]","48230","43160"
"New entrant CS","2021","Internal Audit","Government Internal Audit Agency","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","HM Prison and Probation Service","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","HM Revenue and Customs (excl. agencies)","Internal Audit","5","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Ministry of Defence (excl. agencies)","Internal Audit","10","[c]","34960","33000"
"New entrant CS","2021","Internal Audit","United Kingdom Statistics Authority","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Attorney General's Office","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Companies House","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Competition and Markets Authority","Legal","20","[c]","53840","53530"
"New entrant CS","2021","Legal","Competition and Markets Authority","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Office and Procurator Fiscal Service","Legal","30","[c]","33550","33550"
"New entrant CS","2021","Legal","Crown Prosecution Service","Legal","345","[c]","44830","48080"
"New entrant CS","2021","Legal","Crown Prosecution Service","Operational Delivery","350","[c]","21520","20120"
"New entrant CS","2021","Legal","Department for Education (excl. agencies)","Legal","5","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Department for International Trade","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Government Legal Department","Legal","185","[c]","47230","50500"
"New entrant CS","2021","Legal","Government Legal Department","Other","60","[c]","27170","26950"
"New entrant CS","2021","Legal","HM Courts and Tribunals Service","Legal","145","[c]","27710","26550"
"New entrant CS","2021","Legal","HM Land Registry","Legal","30","[c]","50880","57000"
"New entrant CS","2021","Legal","HM Revenue and Customs (excl. agencies)","Legal","30","[c]","48340","52580"
"New entrant CS","2021","Legal","HM Revenue and Customs (excl. agencies)","Operational Delivery","10","[c]","[c]","[c]"
"New entrant CS","2021","Legal","HM Revenue and Customs (excl. agencies)","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Insolvency Service","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Institute for Apprenticeships and Technical Education","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Legal Aid Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Ministry of Defence (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Ministry of Justice (excl. agencies)","Legal","10","[c]","52520","55490"
"New entrant CS","2021","Legal","Ministry of Justice (excl. agencies)","Operational Delivery","20","[c]","27720","26410"
"New entrant CS","2021","Legal","National Crime Agency","Legal","15","[c]","52350","59160"
"New entrant CS","2021","Legal","Office for Standards in Education, Children's Services and Skills","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Office of Gas and Electricity Markets","Legal","10","[c]","48080","51000"
"New entrant CS","2021","Legal","Office of Rail and Road","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Office of the Public Guardian","Operational Delivery","10","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Registers of Scotland","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Scottish Courts and Tribunals Service","Legal","5","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Scottish Courts and Tribunals Service","Operational Delivery","80","[c]","21840","20850"
"New entrant CS","2021","Legal","Serious Fraud Office","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","UK Export Finance","Legal","5","[c]","[c]","[c]"
"New entrant CS","2021","Legal","UK Supreme Court","Legal","10","[c]","37230","37230"
"New entrant CS","2021","Legal","UK Supreme Court","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Welsh Revenue Authority","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Advisory, Conciliation and Arbitration Service","Operational Delivery","145","[c]","25640","24250"
"New entrant CS","2021","No function","Animal and Plant Health Agency","Operational Delivery","390","[c]","24520","24370"
"New entrant CS","2021","No function","Animal and Plant Health Agency","Science and Engineering","55","[c]","27530","24370"
"New entrant CS","2021","No function","Animal and Plant Health Agency","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Animal and Plant Health Agency","Veterinarian","20","[c]","32360","35900"
"New entrant CS","2021","No function","Cabinet Office (excl. agencies)","Other","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Cabinet Office (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Cabinet Office (excl. agencies)","Unknown","895","[c]","32120","28000"
"New entrant CS","2021","No function","Centre for Environment, Fisheries and Aquaculture Science","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Charity Commission","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Companies House","Operational Delivery","20","[c]","21720","19850"
"New entrant CS","2021","No function","Companies House","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Criminal Injuries Compensation Authority","Operational Delivery","20","[c]","26060","26550"
"New entrant CS","2021","No function","Crown Commercial Service","Operational Delivery","55","[c]","31760","27770"
"New entrant CS","2021","No function","Crown Office and Procurator Fiscal Service","Operational Delivery","110","[c]","22090","20760"
"New entrant CS","2021","No function","Crown Office and Procurator Fiscal Service","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Defence Science and Technology Laboratory","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Defence Science and Technology Laboratory","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Defence Science and Technology Laboratory","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Defence Science and Technology Laboratory","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Defence Science and Technology Laboratory","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Defence Science and Technology Laboratory","Science and Engineering","125","[c]","29790","28650"
"New entrant CS","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","75","[c]","37350","33570"
"New entrant CS","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","510","[c]","38190","33570"
"New entrant CS","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Department for Digital, Culture, Media and Sport","Policy","255","[c]","37600","34020"
"New entrant CS","2021","No function","Department for Education (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Department for Education (excl. agencies)","Finance","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Department for Education (excl. agencies)","Operational Delivery","45","[c]","30760","28500"
"New entrant CS","2021","No function","Department for Education (excl. agencies)","Policy","195","[c]","35710","32940"
"New entrant CS","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","40","[c]","32510","31500"
"New entrant CS","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","20","[c]","28290","29180"
"New entrant CS","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Research","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","585","[c]","36460","32560"
"New entrant CS","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Science and Engineering","10","[c]","33140","29920"
"New entrant CS","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Department for International Trade","Communications","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Department for International Trade","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Department for International Trade","International Trade","140","[c]","33280","31800"
"New entrant CS","2021","No function","Department for International Trade","Knowledge and Information Management","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Department for International Trade","Operational Delivery","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Department for International Trade","Other","20","[c]","40350","30060"
"New entrant CS","2021","No function","Department for International Trade","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Department for International Trade","Policy","35","[c]","32510","31800"
"New entrant CS","2021","No function","Department for International Trade","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Department for Transport (excl. agencies)","Commercial","30","[c]","44020","34710"
"New entrant CS","2021","No function","Department for Transport (excl. agencies)","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Department for Transport (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Department for Transport (excl. agencies)","Finance","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Department for Transport (excl. agencies)","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Department for Transport (excl. agencies)","Operational Delivery","10","[c]","29630","29970"
"New entrant CS","2021","No function","Department for Transport (excl. agencies)","Other","60","[c]","35020","29970"
"New entrant CS","2021","No function","Department for Transport (excl. agencies)","Policy","140","[c]","35200","34710"
"New entrant CS","2021","No function","Department for Transport (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Department for Transport (excl. agencies)","Science and Engineering","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Department for Transport (excl. agencies)","Security","10","[c]","32560","34710"
"New entrant CS","2021","No function","Department for Transport (excl. agencies)","Unknown","25","[c]","49020","48770"
"New entrant CS","2021","No function","Department of Health and Social Care (excl. agencies)","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Department of Health and Social Care (excl. agencies)","Operational Delivery","30","[c]","34180","31390"
"New entrant CS","2021","No function","Department of Health and Social Care (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Department of Health and Social Care (excl. agencies)","Policy","595","[c]","39320","32790"
"New entrant CS","2021","No function","Department of Health and Social Care (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Department of Health and Social Care (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Driver and Vehicle Licensing Agency","Medicine","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Driver and Vehicle Licensing Agency","Operational Delivery","240","[c]","20000","18060"
"New entrant CS","2021","No function","Driver and Vehicle Licensing Agency","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Driver and Vehicle Standards Agency","Operational Delivery","190","[c]","25560","26130"
"New entrant CS","2021","No function","Driver and Vehicle Standards Agency","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Education and Skills Funding Agency","Commercial","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Education and Skills Funding Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Education and Skills Funding Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Education and Skills Funding Agency","Operational Delivery","45","[c]","32160","29360"
"New entrant CS","2021","No function","Education and Skills Funding Agency","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","ESTYN","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","ESTYN","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Food Standards Agency","Operational Delivery","25","[c]","31370","30350"
"New entrant CS","2021","No function","Food Standards Agency","Policy","20","[c]","35120","32350"
"New entrant CS","2021","No function","Food Standards Agency","Science and Engineering","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Food Standards Agency","Veterinarian","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Government Legal Department","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Health and Safety Executive","Operational Delivery","105","[c]","35860","31660"
"New entrant CS","2021","No function","Health and Safety Executive","Science and Engineering","60","[c]","26710","26370"
"New entrant CS","2021","No function","HM Courts and Tribunals Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","HM Courts and Tribunals Service","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","HM Courts and Tribunals Service","Operational Delivery","1920","[c]","20660","19930"
"New entrant CS","2021","No function","HM Courts and Tribunals Service","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","HM Courts and Tribunals Service","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","HM Courts and Tribunals Service","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","HM Land Registry","Operational Delivery","520","[c]","22820","22350"
"New entrant CS","2021","No function","HM Land Registry","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","HM Prison and Probation Service","Intelligence Analysis","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","HM Prison and Probation Service","Operational Delivery","5485","[c]","23730","22850"
"New entrant CS","2021","No function","HM Prison and Probation Service","Policy","20","[c]","24000","21980"
"New entrant CS","2021","No function","HM Prison and Probation Service","Psychology","115","[c]","26540","24620"
"New entrant CS","2021","No function","HM Prison and Probation Service","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","No function","HM Revenue and Customs (excl. agencies)","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","HM Revenue and Customs (excl. agencies)","Operational Delivery","220","[c]","21250","20140"
"New entrant CS","2021","No function","HM Revenue and Customs (excl. agencies)","Tax","1685","[c]","21780","20140"
"New entrant CS","2021","No function","HM Revenue and Customs (excl. agencies)","Unknown","235","[c]","24300","20140"
"New entrant CS","2021","No function","HM Treasury (excl. agencies)","Economics","35","[c]","31400","28500"
"New entrant CS","2021","No function","HM Treasury (excl. agencies)","Operational Delivery","30","[c]","26940","26750"
"New entrant CS","2021","No function","HM Treasury (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","HM Treasury (excl. agencies)","Policy","255","[c]","33060","28500"
"New entrant CS","2021","No function","HM Treasury (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","HM Treasury (excl. agencies)","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Insolvency Service","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Insolvency Service","Operational Delivery","175","[c]","22230","20880"
"New entrant CS","2021","No function","Insolvency Service","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Institute for Apprenticeships and Technical Education","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Institute for Apprenticeships and Technical Education","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Institute for Apprenticeships and Technical Education","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Institute for Apprenticeships and Technical Education","Operational Delivery","30","[c]","38910","36570"
"New entrant CS","2021","No function","Legal Aid Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Legal Aid Agency","Operational Delivery","55","[c]","19750","18880"
"New entrant CS","2021","No function","Maritime and Coastguard Agency","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Maritime and Coastguard Agency","Operational Delivery","105","[c]","29850","26590"
"New entrant CS","2021","No function","Maritime and Coastguard Agency","Policy","35","[c]","37190","38650"
"New entrant CS","2021","No function","Medicines and Healthcare Products Regulatory Agency","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Met Office","Science and Engineering","20","[c]","24390","24660"
"New entrant CS","2021","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Delivery","35","[c]","31040","27850"
"New entrant CS","2021","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","Planning","15","[c]","37610","31700"
"New entrant CS","2021","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","Policy","150","[c]","40380","33210"
"New entrant CS","2021","No function","Ministry of Justice (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Ministry of Justice (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Ministry of Justice (excl. agencies)","Operational Delivery","185","[c]","31890","30850"
"New entrant CS","2021","No function","Ministry of Justice (excl. agencies)","Other","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Ministry of Justice (excl. agencies)","Policy","20","[c]","34730","30850"
"New entrant CS","2021","No function","Ministry of Justice (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","National Crime Agency","Operational Delivery","890","[c]","33510","32770"
"New entrant CS","2021","No function","National Infrastructure Commission","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","National Infrastructure Commission","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","National Infrastructure Commission","Policy","10","[c]","42980","42000"
"New entrant CS","2021","No function","National Savings and Investments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","National Savings and Investments","Other","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Northern Ireland Office","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Northern Ireland Office","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Northern Ireland Office","Policy","10","[c]","43500","38460"
"New entrant CS","2021","No function","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","90","[c]","63580","70500"
"New entrant CS","2021","No function","Office for Standards in Education, Children's Services and Skills","Operational Delivery","10","[c]","23360","21160"
"New entrant CS","2021","No function","Office for Standards in Education, Children's Services and Skills","Other","10","[c]","25580","25620"
"New entrant CS","2021","No function","Office for Standards in Education, Children's Services and Skills","Policy","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office of Gas and Electricity Markets","Digital, Data and Technology","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office of Gas and Electricity Markets","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office of Gas and Electricity Markets","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office of Gas and Electricity Markets","Other","195","[c]","29520","25000"
"New entrant CS","2021","No function","Office of Gas and Electricity Markets","Policy","20","[c]","31400","33200"
"New entrant CS","2021","No function","Office of Qualifications and Examinations Regulation","Communications","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office of Qualifications and Examinations Regulation","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office of Qualifications and Examinations Regulation","Operational Delivery","20","[c]","47450","31000"
"New entrant CS","2021","No function","Office of Qualifications and Examinations Regulation","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office of Qualifications and Examinations Regulation","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office of Qualifications and Examinations Regulation","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office of Rail and Road","Operational Delivery","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office of Rail and Road","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office of Rail and Road","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office of the Public Guardian","Operational Delivery","20","[c]","25660","21170"
"New entrant CS","2021","No function","Planning Inspectorate","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Planning Inspectorate","Operational Delivery","60","[c]","25820","21270"
"New entrant CS","2021","No function","Planning Inspectorate","Planning Inspectors","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Public Health England","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Public Health England","Knowledge and Information Management","40","[c]","34310","32330"
"New entrant CS","2021","No function","Public Health England","Medicine","85","[c]","77520","82100"
"New entrant CS","2021","No function","Public Health England","Operational Delivery","1280","[c]","32890","28590"
"New entrant CS","2021","No function","Public Health England","Science and Engineering","525","[c]","33150","31370"
"New entrant CS","2021","No function","Registers of Scotland","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Scottish Prison Service","Operational Delivery","205","[c]","21370","20810"
"New entrant CS","2021","No function","Scottish Prison Service","Other","20","[c]","23210","18980"
"New entrant CS","2021","No function","Scottish Prison Service","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Serious Fraud Office","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Serious Fraud Office","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Serious Fraud Office","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Standards and Testing Agency","Operational Delivery","10","[c]","[c]","[c]"
