"Status","Year","Organisation","Region_ITL3","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Advisory, Conciliation and Arbitration Service","Manchester","EO","Female","35","30","24750","24250"
"In post","2021","Advisory, Conciliation and Arbitration Service","Manchester","EO","Male","30","30","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Manchester","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Manchester","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Manchester","SEO/HEO","Female","40","35","34100","34500"
"In post","2021","Advisory, Conciliation and Arbitration Service","Manchester","SEO/HEO","Male","30","30","34400","34500"
"In post","2021","Advisory, Conciliation and Arbitration Service","North Hampshire","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","North Hampshire","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","North Hampshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","North Hampshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","North Hampshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","North Hampshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","North Hampshire","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","North Hampshire","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Nottingham","AA/AO","Female","10","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Nottingham","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Nottingham","EO","Female","15","15","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Nottingham","EO","Male","15","15","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Nottingham","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Nottingham","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Nottingham","SEO/HEO","Female","30","25","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Nottingham","SEO/HEO","Male","20","15","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Suffolk","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Suffolk","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Suffolk","EO","Female","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Suffolk","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Suffolk","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Suffolk","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Suffolk","SEO/HEO","Female","20","15","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Suffolk","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Tyneside","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Tyneside","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Tyneside","EO","Female","45","40","24430","24250"
"In post","2021","Advisory, Conciliation and Arbitration Service","Tyneside","EO","Male","20","20","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Tyneside","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Tyneside","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Tyneside","SEO/HEO","Female","45","40","33910","30990"
"In post","2021","Advisory, Conciliation and Arbitration Service","Tyneside","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Westminster","AA/AO","Female","10","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Westminster","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Westminster","EO","Female","20","20","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Westminster","EO","Male","15","15","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Westminster","G6/G7","Female","15","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Westminster","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Westminster","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Westminster","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Westminster","SEO/HEO","Female","70","65","40270","38670"
"In post","2021","Advisory, Conciliation and Arbitration Service","Westminster","SEO/HEO","Male","60","60","42890","43750"
"In post","2021","Animal and Plant Health Agency","Aberdeen City and Aberdeenshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Aberdeen City and Aberdeenshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Aberdeen City and Aberdeenshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Aberdeen City and Aberdeenshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Aberdeen City and Aberdeenshire","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Aberdeen City and Aberdeenshire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Berkshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Berkshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Berkshire","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Berkshire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Bristol, City of","AA/AO","Female","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Bristol, City of","AA/AO","Male","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Bristol, City of","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Bristol, City of","EO","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Bristol, City of","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Bristol, City of","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Bristol, City of","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Bristol, City of","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Caithness and Sutherland and Ross and Cromarty","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Caithness and Sutherland and Ross and Cromarty","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Caithness and Sutherland and Ross and Cromarty","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Caithness and Sutherland and Ross and Cromarty","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cambridgeshire CC","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cambridgeshire CC","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cambridgeshire CC","EO","Female","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cambridgeshire CC","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cambridgeshire CC","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cambridgeshire CC","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cambridgeshire CC","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cambridgeshire CC","SEO/HEO","Male","10","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cardiff and Vale of Glamorgan","AA/AO","Female","35","35","21050","21050"
"In post","2021","Animal and Plant Health Agency","Cardiff and Vale of Glamorgan","AA/AO","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cardiff and Vale of Glamorgan","EO","Female","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cardiff and Vale of Glamorgan","EO","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cardiff and Vale of Glamorgan","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cardiff and Vale of Glamorgan","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cardiff and Vale of Glamorgan","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cardiff and Vale of Glamorgan","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Central Hampshire","EO","Female","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Central Hampshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Central Hampshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Central Hampshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Central Hampshire","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Central Hampshire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cheshire East","EO","Female","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cheshire East","EO","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cheshire East","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cheshire East","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cheshire East","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cheshire East","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","City of Edinburgh","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","City of Edinburgh","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cornwall and Isles of Scilly","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cornwall and Isles of Scilly","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cornwall and Isles of Scilly","EO","Female","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cornwall and Isles of Scilly","EO","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cornwall and Isles of Scilly","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cornwall and Isles of Scilly","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cornwall and Isles of Scilly","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cornwall and Isles of Scilly","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Devon CC","AA/AO","Female","75","70","21100","21050"
"In post","2021","Animal and Plant Health Agency","Devon CC","AA/AO","Male","30","30","21090","21050"
"In post","2021","Animal and Plant Health Agency","Devon CC","EO","Female","30","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Devon CC","EO","Male","20","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Devon CC","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Devon CC","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Devon CC","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Devon CC","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Devon CC","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Devon CC","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Dorset CC","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Dorset CC","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Dorset CC","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Dorset CC","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Dorset CC","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Dorset CC","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Dumfries and Galloway","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Dumfries and Galloway","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Dumfries and Galloway","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Dumfries and Galloway","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Cumbria","AA/AO","Female","60","55","21100","21050"
"In post","2021","Animal and Plant Health Agency","East Cumbria","AA/AO","Male","40","40","21050","21050"
"In post","2021","Animal and Plant Health Agency","East Cumbria","EO","Female","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Cumbria","EO","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Cumbria","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Cumbria","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Cumbria","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Cumbria","SEO/HEO","Male","10","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Kent","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Kent","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Kent","EO","Female","20","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Kent","EO","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Kent","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Kent","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Lothian and Midlothian","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Lothian and Midlothian","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Lothian and Midlothian","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Lothian and Midlothian","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Lothian and Midlothian","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Lothian and Midlothian","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Lothian and Midlothian","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Lothian and Midlothian","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Riding of Yorkshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Riding of Yorkshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Riding of Yorkshire","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Riding of Yorkshire","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Gloucestershire","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Gloucestershire","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Gloucestershire","EO","Female","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Gloucestershire","EO","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Gloucestershire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Gloucestershire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Gloucestershire","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Gloucestershire","SEO/HEO","Male","10","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Gwynedd","AA/AO","Female","25","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Gwynedd","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Gwynedd","EO","Female","10","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Gwynedd","EO","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Gwynedd","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Gwynedd","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Gwynedd","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Gwynedd","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Harrow and Hillingdon","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Harrow and Hillingdon","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Harrow and Hillingdon","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Harrow and Hillingdon","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Harrow and Hillingdon","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Harrow and Hillingdon","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Harrow and Hillingdon","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Harrow and Hillingdon","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Heart of Essex","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Heart of Essex","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Heart of Essex","EO","Female","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Heart of Essex","EO","Male","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Heart of Essex","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Heart of Essex","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Heart of Essex","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Heart of Essex","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Hertfordshire","EO","Female","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Hertfordshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Hertfordshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Hertfordshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Hertfordshire","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Hertfordshire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Hounslow and Richmond upon Thames","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Hounslow and Richmond upon Thames","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Hounslow and Richmond upon Thames","EO","Female","20","20","[c]","[c]"
