"Status","Year","Organisation","Region_ITL3","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Accountant in Bankruptcy","East Ayrshire and North Ayrshire mainland","AA/AO","Female","20","15","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","East Ayrshire and North Ayrshire mainland","AA/AO","Male","10","10","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","East Ayrshire and North Ayrshire mainland","EO","Female","30","25","28930","29190"
"In post","2021","Accountant in Bankruptcy","East Ayrshire and North Ayrshire mainland","EO","Male","10","10","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","East Ayrshire and North Ayrshire mainland","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","East Ayrshire and North Ayrshire mainland","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","East Ayrshire and North Ayrshire mainland","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","East Ayrshire and North Ayrshire mainland","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","East Ayrshire and North Ayrshire mainland","SEO/HEO","Female","25","20","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","East Ayrshire and North Ayrshire mainland","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","Glasgow City","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","Glasgow City","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","Glasgow City","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","Glasgow City","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Birmingham","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Birmingham","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Birmingham","EO","Female","20","20","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Birmingham","EO","Male","10","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Birmingham","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Birmingham","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Birmingham","SEO/HEO","Female","30","30","34400","31340"
"In post","2021","Advisory, Conciliation and Arbitration Service","Birmingham","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Bristol, City of","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Bristol, City of","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Bristol, City of","EO","Female","10","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Bristol, City of","EO","Male","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Bristol, City of","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Bristol, City of","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Bristol, City of","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Bristol, City of","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Cardiff and Vale of Glamorgan","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Cardiff and Vale of Glamorgan","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Cardiff and Vale of Glamorgan","EO","Female","20","20","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Cardiff and Vale of Glamorgan","EO","Male","15","15","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Cardiff and Vale of Glamorgan","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Cardiff and Vale of Glamorgan","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Cardiff and Vale of Glamorgan","SEO/HEO","Female","35","30","33740","31640"
"In post","2021","Advisory, Conciliation and Arbitration Service","Cardiff and Vale of Glamorgan","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Glasgow City","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Glasgow City","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Glasgow City","EO","Female","25","20","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Glasgow City","EO","Male","20","20","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Glasgow City","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Glasgow City","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Glasgow City","SEO/HEO","Female","25","20","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Glasgow City","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Leeds","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Leeds","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Leeds","EO","Female","15","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Leeds","EO","Male","10","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Leeds","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Leeds","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Leeds","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Leeds","SEO/HEO","Male","20","15","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Manchester","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Manchester","AA/AO","Male","[c]","[c]","[c]","[c]"
