"Status","Year","Function_of_post","Region_ITL3","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","Buckinghamshire CC","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Buckinghamshire CC","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Cambridgeshire CC","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Cambridgeshire CC","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Cambridgeshire CC","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Cambridgeshire CC","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Cambridgeshire CC","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Cambridgeshire CC","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Camden and City of London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Camden and City of London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Camden and City of London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Camden and City of London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Camden and City of London","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Analysis","Camden and City of London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Camden and City of London","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Camden and City of London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Camden and City of London","G6/G7","Heterosexual / straight","90","80","87430","81270"
"In post","2021","Analysis","Camden and City of London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Camden and City of London","G6/G7","Undeclared","15","10","[c]","[c]"
"In post","2021","Analysis","Camden and City of London","G6/G7","Unknown","25","25","[c]","[c]"
"In post","2021","Analysis","Camden and City of London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Camden and City of London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Camden and City of London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Camden and City of London","SEO/HEO","Heterosexual / straight","45","40","41470","41210"
"In post","2021","Analysis","Camden and City of London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Camden and City of London","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Analysis","Camden and City of London","SEO/HEO","Unknown","20","20","[c]","[c]"
"In post","2021","Analysis","Cardiff and Vale of Glamorgan","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Cardiff and Vale of Glamorgan","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Cardiff and Vale of Glamorgan","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Cardiff and Vale of Glamorgan","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Cardiff and Vale of Glamorgan","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Cardiff and Vale of Glamorgan","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Analysis","Cardiff and Vale of Glamorgan","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Central Hampshire","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Central Hampshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Central Hampshire","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Central Hampshire","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Analysis","Central Hampshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Central Hampshire","G6/G7","Heterosexual / straight","120","115","49140","46130"
"In post","2021","Analysis","Central Hampshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Central Hampshire","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2021","Analysis","Central Hampshire","G6/G7","Unknown","20","20","[c]","[c]"
"In post","2021","Analysis","Central Hampshire","SEO/HEO","Heterosexual / straight","130","125","33910","37320"
"In post","2021","Analysis","Central Hampshire","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2021","Analysis","Central Hampshire","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2021","Analysis","Central Hampshire","SEO/HEO","Unknown","20","20","[c]","[c]"
"In post","2021","Analysis","Central Valleys","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Central Valleys","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Central Valleys","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Central Valleys","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Central Valleys","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Central Valleys","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Central Valleys","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Central Valleys","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Central Valleys","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Cheshire East","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Cheshire East","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","City of Edinburgh","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","City of Edinburgh","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","City of Edinburgh","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","City of Edinburgh","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","City of Edinburgh","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","City of Edinburgh","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","City of Edinburgh","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Analysis","City of Edinburgh","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","City of Edinburgh","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","City of Edinburgh","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","City of Edinburgh","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Analysis","City of Edinburgh","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","City of Edinburgh","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","City of Edinburgh","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Cornwall and Isles of Scilly","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Cornwall and Isles of Scilly","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Cornwall and Isles of Scilly","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Cornwall and Isles of Scilly","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Cornwall and Isles of Scilly","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Cornwall and Isles of Scilly","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Coventry","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Coventry","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Coventry","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Coventry","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Coventry","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Coventry","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Coventry","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Croydon","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Croydon","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Croydon","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Croydon","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Analysis","Croydon","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Croydon","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Croydon","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Croydon","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Croydon","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Analysis","Croydon","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Croydon","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Croydon","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2021","Analysis","Darlington","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Darlington","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Darlington","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Analysis","Darlington","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Darlington","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Darlington","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Analysis","Darlington","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Darlington","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Devon CC","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Devon CC","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Devon CC","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Devon CC","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Devon CC","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Dorset CC","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Analysis","Dorset CC","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Dorset CC","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2021","Analysis","Dorset CC","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Analysis","Dorset CC","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Dorset CC","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Dorset CC","EO","Unknown","20","15","[c]","[c]"
"In post","2021","Analysis","Dorset CC","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Analysis","Dorset CC","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Dorset CC","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2021","Analysis","Dorset CC","SEO/HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Analysis","Dorset CC","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Dorset CC","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Analysis","Dorset CC","SEO/HEO","Unknown","25","25","[c]","[c]"
"In post","2021","Analysis","Durham CC","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Durham CC","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Cumbria","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Cumbria","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Cumbria","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Cumbria","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Cumbria","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Cumbria","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Analysis","East Cumbria","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Cumbria","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Derbyshire","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Derbyshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Kent","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Kent","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Merseyside","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Merseyside","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Merseyside","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Merseyside","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Merseyside","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Merseyside","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Riding of Yorkshire","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Riding of Yorkshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Sussex CC","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Sussex CC","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Sussex CC","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Sussex CC","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Sussex CC","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Sussex CC","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Sussex CC","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Flintshire and Wrexham","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Flintshire and Wrexham","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Flintshire and Wrexham","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Flintshire and Wrexham","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Glasgow City","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Glasgow City","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Glasgow City","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Glasgow City","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Glasgow City","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Glasgow City","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Glasgow City","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Glasgow City","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Glasgow City","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Analysis","Glasgow City","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Glasgow City","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Greater Manchester North East","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Greater Manchester North East","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Greater Manchester North West","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Greater Manchester North West","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Greater Manchester South West","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Greater Manchester South West","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Greater Manchester South West","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Greater Manchester South West","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Greater Manchester South West","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Hackney and Newham","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Hackney and Newham","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Hackney and Newham","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Analysis","Hackney and Newham","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Hackney and Newham","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Inverness and Nairn and Moray, Badenoch and Strathspey","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Inverness and Nairn and Moray, Badenoch and Strathspey","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Inverness and Nairn and Moray, Badenoch and Strathspey","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Leeds","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Analysis","Leeds","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Leeds","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Leeds","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Leeds","EO","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","Analysis","Leeds","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Leeds","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Leeds","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Leeds","G6/G7","Heterosexual / straight","45","45","52930","51420"
"In post","2021","Analysis","Leeds","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Leeds","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Leeds","G6/G7","Unknown","15","10","[c]","[c]"
"In post","2021","Analysis","Leeds","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Leeds","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Leeds","SEO/HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Analysis","Leeds","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2021","Analysis","Leeds","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Leeds","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2021","Analysis","Leicester","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Leicester","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Leicestershire CC and Rutland","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Leicestershire CC and Rutland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lincolnshire","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lincolnshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lincolnshire","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lincolnshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lincolnshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lincolnshire","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lincolnshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Liverpool","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Liverpool","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Liverpool","AA/AO","Unknown","[c]","[c]","[c]","[c]"
