"Status","Year","Disability","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Declared disabled","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Inspector of Education and Training","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Intelligence Analysis","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Intelligence Analysis","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Intelligence Analysis","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Internal Audit","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","International Trade","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","International Trade","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","International Trade","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","International Trade","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Medicine","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Medicine","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Medicine","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Medicine","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Operational Delivery","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Operational Delivery","AO","55","[c]","20950","20650"
"Leaver Dept.","2021","Declared disabled","Operational Delivery","EO","50","[c]","24810","25040"
"Leaver Dept.","2021","Declared disabled","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Operational Delivery","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Operational Delivery","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Operational Delivery","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Operational Research","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Operational Research","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Operational Research","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Operational Research","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Operational Research","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Operational Research","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Planning","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Planning","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Planning","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Planning","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Planning","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Planning","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Planning Inspectors","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Policy","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Policy","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Policy","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Policy","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Policy","G7","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Policy","HEO","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Policy","SEO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Property","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Property","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Property","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Property","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Property","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Psychology","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Psychology","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Psychology","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Science and Engineering","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Security","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Security","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Security","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Security","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Security","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Security","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Security","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Social Research","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Social Research","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Social Research","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Social Research","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Social Research","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Statistics","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Statistics","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Statistics","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Statistics","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Statistics","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Tax","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","AO","85","[c]","21030","21010"
"Leaver Dept.","2021","Declared disabled","Unknown","EO","130","[c]","27730","27570"
"Leaver Dept.","2021","Declared disabled","Unknown","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","G7","50","[c]","53840","53230"
"Leaver Dept.","2021","Declared disabled","Unknown","HEO","105","[c]","33330","32320"
"Leaver Dept.","2021","Declared disabled","Unknown","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","SEO","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","SEO","35","[c]","40120","41150"
"Leaver Dept.","2021","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Communications","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Communications","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Communications","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Communications","G7","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Communications","HEO","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Communications","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Communications","SEO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Corporate Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Digital, Data and Technology","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Digital, Data and Technology","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Digital, Data and Technology","G7","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Digital, Data and Technology","HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Digital, Data and Technology","SEO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Economics","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Economics","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Economics","G7","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Economics","HEO","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Economics","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Economics","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Finance","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Finance","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Finance","G7","45","[c]","55640","53760"
"Leaver Dept.","2021","Declared non-disabled","Finance","HEO","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Finance","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Finance","SEO","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Human Resources","AO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Human Resources","EO","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Human Resources","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Human Resources","G7","35","[c]","55500","56380"
"Leaver Dept.","2021","Declared non-disabled","Human Resources","HEO","60","[c]","31220","31030"
"Leaver Dept.","2021","Declared non-disabled","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Human Resources","SEO","35","[c]","41790","39720"
"Leaver Dept.","2021","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Inspector of Education and Training","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Intelligence Analysis","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Intelligence Analysis","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Intelligence Analysis","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Intelligence Analysis","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Intelligence Analysis","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Internal Audit","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Internal Audit","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","International Trade","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","International Trade","G7","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","International Trade","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","International Trade","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Knowledge and Information Management","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Knowledge and Information Management","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Knowledge and Information Management","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Legal","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Legal","G6","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Legal","G7","35","[c]","55140","51940"
"Leaver Dept.","2021","Declared non-disabled","Legal","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Legal","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Legal","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Medicine","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Medicine","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Medicine","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Medicine","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Operational Delivery","AA","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Operational Delivery","AO","460","[c]","21000","21010"
"Leaver Dept.","2021","Declared non-disabled","Operational Delivery","EO","325","[c]","25400","24890"
"Leaver Dept.","2021","Declared non-disabled","Operational Delivery","G6","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Operational Delivery","G7","75","[c]","54260","53600"
"Leaver Dept.","2021","Declared non-disabled","Operational Delivery","HEO","185","[c]","31410","30850"
"Leaver Dept.","2021","Declared non-disabled","Operational Delivery","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Operational Delivery","SEO","75","[c]","40280","39440"
"Leaver Dept.","2021","Declared non-disabled","Operational Delivery","Unknown","45","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Operational Research","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Operational Research","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Operational Research","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Operational Research","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Operational Research","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Operational Research","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other","AO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other","EO","60","[c]","26720","27350"
"Leaver Dept.","2021","Declared non-disabled","Other","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other","G7","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other","HEO","45","[c]","30600","31180"
"Leaver Dept.","2021","Declared non-disabled","Other","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other","SEO","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Planning","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Planning","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Planning","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Planning","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Planning","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Planning","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Planning Inspectors","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Policy","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Policy","AO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Policy","EO","85","[c]","27510","27310"
"Leaver Dept.","2021","Declared non-disabled","Policy","G6","80","[c]","64240","64190"
"Leaver Dept.","2021","Declared non-disabled","Policy","G7","240","[c]","53770","53380"
"Leaver Dept.","2021","Declared non-disabled","Policy","HEO","240","[c]","33520","33210"
"Leaver Dept.","2021","Declared non-disabled","Policy","SCS level","65","[c]","82930","76510"
"Leaver Dept.","2021","Declared non-disabled","Policy","SEO","145","[c]","40580","40220"
"Leaver Dept.","2021","Declared non-disabled","Policy","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Project Delivery","EO","40","[c]","24290","25260"
"Leaver Dept.","2021","Declared non-disabled","Project Delivery","G6","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Project Delivery","G7","50","[c]","53920","54540"
"Leaver Dept.","2021","Declared non-disabled","Project Delivery","HEO","80","[c]","30210","30880"
"Leaver Dept.","2021","Declared non-disabled","Project Delivery","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Project Delivery","SEO","65","[c]","40050","40580"
"Leaver Dept.","2021","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Property","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Property","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Property","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Property","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Property","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Property","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Psychology","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Psychology","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Psychology","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Psychology","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Science and Engineering","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Science and Engineering","G6","5","[c]","[c]","[c]"
