"Status","Year","Disability","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Planning","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Planning","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Planning","HEO","5","5","[c]","[c]"
"In post","2021","Unknown","Planning","SEO","5","5","[c]","[c]"
"In post","2021","Unknown","Planning Inspectors","G6","35","30","63510","58810"
"In post","2021","Unknown","Planning Inspectors","G7","30","30","49080","47660"
"In post","2021","Unknown","Policy","AA","5","5","[c]","[c]"
"In post","2021","Unknown","Policy","AO","120","115","23130","23060"
"In post","2021","Unknown","Policy","EO","550","540","27630","27500"
"In post","2021","Unknown","Policy","G6","550","530","66550","66230"
"In post","2021","Unknown","Policy","G7","1465","1430","54320","53380"
"In post","2021","Unknown","Policy","HEO","1335","1315","33370","32940"
"In post","2021","Unknown","Policy","SCS level","280","270","88810","79590"
"In post","2021","Unknown","Policy","SEO","965","945","40400","40220"
"In post","2021","Unknown","Policy","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Project Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","AO","50","45","21610","21440"
"In post","2021","Unknown","Project Delivery","EO","255","245","26600","26670"
"In post","2021","Unknown","Project Delivery","G6","145","140","67120","64700"
"In post","2021","Unknown","Project Delivery","G7","460","450","53170","53110"
"In post","2021","Unknown","Project Delivery","HEO","545","525","33440","33300"
"In post","2021","Unknown","Project Delivery","SCS level","45","45","96160","89830"
"In post","2021","Unknown","Project Delivery","SEO","590","570","40440","40000"
"In post","2021","Unknown","Project Delivery","Unknown","60","60","45200","41760"
"In post","2021","Unknown","Property","AA","215","205","18100","17230"
"In post","2021","Unknown","Property","AO","50","45","21720","21100"
"In post","2021","Unknown","Property","EO","250","235","26580","25930"
"In post","2021","Unknown","Property","G6","30","30","66190","64670"
"In post","2021","Unknown","Property","G7","95","90","53040","52580"
"In post","2021","Unknown","Property","HEO","215","210","33000","33300"
"In post","2021","Unknown","Property","SCS level","10","10","[c]","[c]"
"In post","2021","Unknown","Property","SEO","170","165","41950","41060"
"In post","2021","Unknown","Psychology","AA","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","AO","15","15","[c]","[c]"
"In post","2021","Unknown","Psychology","EO","60","55","29260","28930"
"In post","2021","Unknown","Psychology","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","G7","15","15","[c]","[c]"
"In post","2021","Unknown","Psychology","HEO","30","30","30250","29060"
"In post","2021","Unknown","Psychology","SEO","30","25","[c]","[c]"
"In post","2021","Unknown","Science and Engineering","AA","50","45","19270","19260"
"In post","2021","Unknown","Science and Engineering","AO","195","180","22060","22500"
"In post","2021","Unknown","Science and Engineering","EO","335","325","24970","25750"
"In post","2021","Unknown","Science and Engineering","G6","130","125","70710","69690"
"In post","2021","Unknown","Science and Engineering","G7","530","510","52620","52390"
"In post","2021","Unknown","Science and Engineering","HEO","415","395","32140","31780"
"In post","2021","Unknown","Science and Engineering","SCS level","25","20","[c]","[c]"
"In post","2021","Unknown","Science and Engineering","SEO","545","520","40580","40580"
"In post","2021","Unknown","Science and Engineering","Unknown","120","115","36890","32790"
"In post","2021","Unknown","Security","AA","475","465","20190","19560"
"In post","2021","Unknown","Security","AO","920","910","33560","39070"
"In post","2021","Unknown","Security","EO","165","160","31170","28130"
"In post","2021","Unknown","Security","G6","10","10","[c]","[c]"
"In post","2021","Unknown","Security","G7","50","50","52640","52580"
"In post","2021","Unknown","Security","HEO","95","90","35220","33300"
"In post","2021","Unknown","Security","SCS level","5","5","[c]","[c]"
"In post","2021","Unknown","Security","SEO","80","80","42820","42150"
"In post","2021","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Social Research","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Social Research","EO","10","10","[c]","[c]"
"In post","2021","Unknown","Social Research","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Social Research","G7","30","30","51940","49120"
"In post","2021","Unknown","Social Research","HEO","130","125","30460","29540"
"In post","2021","Unknown","Social Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Social Research","SEO","95","95","38200","37020"
"In post","2021","Unknown","Statistics","AA","5","5","[c]","[c]"
"In post","2021","Unknown","Statistics","AO","10","10","[c]","[c]"
"In post","2021","Unknown","Statistics","EO","45","45","26620","25960"
"In post","2021","Unknown","Statistics","G6","20","15","[c]","[c]"
"In post","2021","Unknown","Statistics","G7","80","75","52540","52530"
"In post","2021","Unknown","Statistics","HEO","130","125","32050","31810"
"In post","2021","Unknown","Statistics","SCS level","10","10","[c]","[c]"
"In post","2021","Unknown","Statistics","SEO","120","115","38740","37020"
"In post","2021","Unknown","Tax","AO","2265","2155","20210","20140"
"In post","2021","Unknown","Tax","EO","1500","1425","26270","25560"
"In post","2021","Unknown","Tax","G6","85","80","66880","64670"
"In post","2021","Unknown","Tax","G7","300","290","53890","52580"
"In post","2021","Unknown","Tax","HEO","1350","1295","33050","31810"
"In post","2021","Unknown","Tax","SCS level","5","5","[c]","[c]"
"In post","2021","Unknown","Tax","SEO","320","305","39430","38630"
"In post","2021","Unknown","Unknown","AA","590","555","21640","22230"
"In post","2021","Unknown","Unknown","AO","2180","2045","21680","21010"
"In post","2021","Unknown","Unknown","EO","3330","3210","27880","27570"
"In post","2021","Unknown","Unknown","G6","785","770","72820","71290"
"In post","2021","Unknown","Unknown","G7","1600","1555","55680","54700"
"In post","2021","Unknown","Unknown","HEO","3475","3425","31780","31980"
"In post","2021","Unknown","Unknown","SCS level","595","585","88210","74870"
"In post","2021","Unknown","Unknown","SEO","1305","1260","42760","42190"
"In post","2021","Unknown","Unknown","Unknown","15","10","[c]","[c]"
"In post","2021","Unknown","Veterinarian","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinarian","G7","5","5","[c]","[c]"
"In post","2021","Unknown","Veterinarian","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinarian","SEO","30","30","39040","36970"
"Leaver CS","2021","Declared disabled","Commercial","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Corporate Finance","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Corporate Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Corporate Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Corporate Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data and Technology","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data and Technology","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data and Technology","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data and Technology","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data and Technology","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Economics","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Economics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Economics","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Economics","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Economics","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Economics","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Economics","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Inspector of Education and Training","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Inspector of Education and Training","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Inspector of Education and Training","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Inspector of Education and Training","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Intelligence Analysis","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Intelligence Analysis","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Intelligence Analysis","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Intelligence Analysis","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Intelligence Analysis","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","International Trade","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","International Trade","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","International Trade","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","International Trade","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","International Trade","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Knowledge and Information Management","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","G7","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Medicine","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Medicine","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Medicine","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Medicine","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Medicine","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Medicine","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Medicine","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Medicine","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Delivery","AA","115","[c]","17880","17480"
"Leaver CS","2021","Declared disabled","Operational Delivery","AO","350","[c]","21090","21100"
"Leaver CS","2021","Declared disabled","Operational Delivery","EO","150","[c]","27720","26780"
"Leaver CS","2021","Declared disabled","Operational Delivery","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Delivery","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Delivery","HEO","45","[c]","33780","32960"
"Leaver CS","2021","Declared disabled","Operational Delivery","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Delivery","SEO","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Delivery","Unknown","130","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Research","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Research","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Research","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Research","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Research","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Research","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other","AA","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other","AO","40","[c]","21570","21130"
"Leaver CS","2021","Declared disabled","Other","EO","45","[c]","27030","26930"
"Leaver CS","2021","Declared disabled","Other","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other","HEO","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other","SEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Planning","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Planning","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Planning","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Planning","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Planning","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Planning Inspectors","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Planning Inspectors","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Planning Inspectors","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Planning Inspectors","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Planning Inspectors","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Planning Inspectors","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Planning Inspectors","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Policy","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Policy","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Policy","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Policy","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Policy","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Policy","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Policy","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Psychology","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Psychology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Psychology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Psychology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Science and Engineering","AA","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Science and Engineering","AO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Science and Engineering","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Science and Engineering","HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Science and Engineering","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","AA","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","AO","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Social Research","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Social Research","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Social Research","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Social Research","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Social Research","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Statistics","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Statistics","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Statistics","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Statistics","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Statistics","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Statistics","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Statistics","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","AA","45","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","AO","580","[c]","21180","21010"
"Leaver CS","2021","Declared disabled","Unknown","EO","525","[c]","27900","27570"
"Leaver CS","2021","Declared disabled","Unknown","G6","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","G7","60","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","HEO","160","[c]","33440","33550"
"Leaver CS","2021","Declared disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","SEO","80","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Veterinarian","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Veterinarian","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Veterinarian","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","G7","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","HEO","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","SEO","40","[c]","40530","40330"
"Leaver CS","2021","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","AO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","G7","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","HEO","45","[c]","33710","32970"
"Leaver CS","2021","Declared non-disabled","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","SEO","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Corporate Finance","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Corporate Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Corporate Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Corporate Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","EO","5","[c]","[c]","[c]"
