"Status","Year","Age","Function_of_post","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","60-64","Unknown","Department for Work and Pensions","Wales","55","[c]","26150","26890"
"Leaver CS","2021","60-64","Unknown","Department for Work and Pensions","West Midlands (England)","80","[c]","26890","26510"
"Leaver CS","2021","60-64","Unknown","Department for Work and Pensions","Yorkshire and The Humber","100","[c]","30380","27570"
"Leaver CS","2021","60-64","Unknown","Department of Health and Social Care","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Department of Health and Social Care","London","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Department of Health and Social Care","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Foreign, Commonwealth and Development Office","London","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Foreign, Commonwealth and Development Office","Overseas","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Foreign, Commonwealth and Development Office","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","HM Revenue and Customs","East Midlands (England)","70","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","HM Revenue and Customs","East of England","95","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","HM Revenue and Customs","London","140","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","HM Revenue and Customs","North East (England)","165","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","HM Revenue and Customs","North West (England)","110","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","HM Revenue and Customs","Northern Ireland","25","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","HM Revenue and Customs","Scotland","115","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","HM Revenue and Customs","South East (England)","55","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","HM Revenue and Customs","South West (England)","25","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","HM Revenue and Customs","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","HM Revenue and Customs","Wales","95","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","HM Revenue and Customs","West Midlands (England)","105","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","HM Revenue and Customs","Yorkshire and The Humber","130","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Home Office","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Home Office","East of England","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Home Office","London","55","[c]","40890","35390"
"Leaver CS","2021","60-64","Unknown","Home Office","North East (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Home Office","North West (England)","25","[c]","27660","25560"
"Leaver CS","2021","60-64","Unknown","Home Office","Northern Ireland","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Home Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Home Office","Scotland","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Home Office","South East (England)","20","[c]","28810","27910"
"Leaver CS","2021","60-64","Unknown","Home Office","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Home Office","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Home Office","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Home Office","Yorkshire and The Humber","15","[c]","24600","24310"
"Leaver CS","2021","60-64","Unknown","Ministry of Defence","East Midlands (England)","25","[c]","31490","29200"
"Leaver CS","2021","60-64","Unknown","Ministry of Defence","East of England","25","[c]","28980","26020"
"Leaver CS","2021","60-64","Unknown","Ministry of Defence","London","15","[c]","44600","39420"
"Leaver CS","2021","60-64","Unknown","Ministry of Defence","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Ministry of Defence","North West (England)","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Ministry of Defence","Northern Ireland","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Ministry of Defence","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Ministry of Defence","Scotland","15","[c]","33840","22080"
"Leaver CS","2021","60-64","Unknown","Ministry of Defence","South East (England)","65","[c]","28930","26670"
"Leaver CS","2021","60-64","Unknown","Ministry of Defence","South West (England)","75","[c]","32490","28410"
"Leaver CS","2021","60-64","Unknown","Ministry of Defence","Unknown","40","[c]","41680","36580"
"Leaver CS","2021","60-64","Unknown","Ministry of Defence","Wales","10","[c]","29400","29940"
"Leaver CS","2021","60-64","Unknown","Ministry of Defence","West Midlands (England)","15","[c]","31050","25580"
"Leaver CS","2021","60-64","Unknown","Ministry of Defence","Yorkshire and The Humber","25","[c]","25360","26670"
"Leaver CS","2021","60-64","Unknown","Scotland Office","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Scottish Government","Scotland","105","[c]","48860","46600"
"Leaver CS","2021","60-64","Unknown","Welsh Government","Wales","40","[c]","56290","57290"
"Leaver CS","2021","65+","Analysis","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Analysis","Department for Environment, Food and Rural Affairs","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Analysis","Ministry of Defence","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Analysis","United Kingdom Statistics Authority","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Commercial","Department for Environment, Food and Rural Affairs","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Commercial","Department for Environment, Food and Rural Affairs","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Commercial","Foreign, Commonwealth and Development Office","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Commercial","Foreign, Commonwealth and Development Office","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Commercial","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Commercial","Ministry of Defence","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Commercial","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Commercial","Ministry of Defence","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Commercial","Ministry of Defence","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Commercial","Ministry of Justice","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Commercial","Other Cabinet Office Agencies","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Commercial","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Communications","Department for Environment, Food and Rural Affairs","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Communications","Department for Environment, Food and Rural Affairs","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Communications","Department for Transport","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Communications","Ministry of Defence","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Communications","Ministry of Defence","London","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Communications","Ministry of Defence","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Communications","Ministry of Defence","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Communications","Ministry of Defence","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Counter Fraud","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Counter Fraud","Department for Business, Energy and Industrial Strategy","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Counter Fraud","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Counter Fraud","Department for Business, Energy and Industrial Strategy","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Counter Fraud","Department for Business, Energy and Industrial Strategy","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Digital, Data & Technology","Department for Transport","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Digital, Data & Technology","Department for Transport","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Digital, Data & Technology","Department for Transport","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Digital, Data & Technology","Department for Work and Pensions","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Digital, Data & Technology","Foreign, Commonwealth and Development Office","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Digital, Data & Technology","HM Land Registry","South West (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Digital, Data & Technology","Ministry of Defence","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Digital, Data & Technology","Ministry of Defence","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Digital, Data & Technology","Ministry of Defence","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Digital, Data & Technology","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Digital, Data & Technology","Ministry of Justice","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Digital, Data & Technology","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Finance","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Finance","Department for Environment, Food and Rural Affairs","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Finance","Department for Environment, Food and Rural Affairs","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Finance","Department for Transport","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Finance","Department of Health and Social Care","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Finance","Food Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Finance","Ministry of Defence","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Finance","Ministry of Defence","North West (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Finance","Ministry of Defence","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Finance","Ministry of Defence","South West (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Finance","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Finance","Ministry of Justice","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Finance","Ministry of Justice","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Finance","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Grants Management","Department for Environment, Food and Rural Affairs","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Grants Management","Department for Environment, Food and Rural Affairs","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Grants Management","Department for Environment, Food and Rural Affairs","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Grants Management","Department for Environment, Food and Rural Affairs","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Grants Management","Department for Environment, Food and Rural Affairs","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Grants Management","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Human Resources","Attorney General's Departments","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Human Resources","Cabinet Office","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Human Resources","Department for Business, Energy and Industrial Strategy","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Human Resources","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Human Resources","Foreign, Commonwealth and Development Office","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Human Resources","HM Revenue and Customs","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Human Resources","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Human Resources","Ministry of Defence","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Human Resources","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Human Resources","Ministry of Defence","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Human Resources","Ministry of Defence","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Human Resources","Ministry of Defence","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Human Resources","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Human Resources","Ministry of Justice","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Human Resources","Ministry of Justice","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Human Resources","Office for Standards in Education","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Internal Audit","Ministry of Defence","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Internal Audit","Ministry of Justice","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Internal Audit","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","Attorney General's Departments","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","Attorney General's Departments","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","Attorney General's Departments","London","15","[c]","47060","43120"
"Leaver CS","2021","65+","Legal","Attorney General's Departments","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","Attorney General's Departments","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","Attorney General's Departments","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","Attorney General's Departments","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","Attorney General's Departments","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","Attorney General's Departments","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","Attorney General's Departments","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","Foreign, Commonwealth and Development Office","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","HM Land Registry","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","HM Land Registry","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","HM Land Registry","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","Ministry of Justice","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","Ministry of Justice","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","Ministry of Justice","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","Ministry of Justice","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","Ministry of Justice","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","Scottish Government","Scotland","25","[c]","32490","21830"
"Leaver CS","2021","65+","Legal","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Cabinet Office","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Department for Business, Energy and Industrial Strategy","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Department for Business, Energy and Industrial Strategy","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Department for Business, Energy and Industrial Strategy","London","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Department for Business, Energy and Industrial Strategy","North West (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Department for Business, Energy and Industrial Strategy","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Department for Business, Energy and Industrial Strategy","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Department for Business, Energy and Industrial Strategy","Wales","10","[c]","32410","24540"
"Leaver CS","2021","65+","No function","Department for Business, Energy and Industrial Strategy","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Department for Environment, Food and Rural Affairs","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Department for Environment, Food and Rural Affairs","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Department for Environment, Food and Rural Affairs","London","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Department for Environment, Food and Rural Affairs","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Department for Environment, Food and Rural Affairs","South East (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Department for Environment, Food and Rural Affairs","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Department for Environment, Food and Rural Affairs","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Department for Environment, Food and Rural Affairs","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Department for Transport","East Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Department for Transport","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Department for Transport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Department for Transport","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Department for Transport","North West (England)","15","[c]","31270","26680"
"Leaver CS","2021","65+","No function","Department for Transport","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Department for Transport","Scotland","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Department for Transport","South East (England)","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Department for Transport","South West (England)","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Department for Transport","Wales","45","[c]","21990","21170"
"Leaver CS","2021","65+","No function","Department for Transport","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Department for Transport","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Department for Work and Pensions","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Department for Work and Pensions","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Department for Work and Pensions","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Department for Work and Pensions","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Department for Work and Pensions","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Department for Work and Pensions","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Department of Health and Social Care","East of England","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Department of Health and Social Care","London","15","[c]","55490","38890"
"Leaver CS","2021","65+","No function","Department of Health and Social Care","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Department of Health and Social Care","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Department of Health and Social Care","South West (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Department of Health and Social Care","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Department of Health and Social Care","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","ESTYN","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Food Standards Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Food Standards Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Food Standards Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Food Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","HM Land Registry","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","HM Land Registry","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","HM Land Registry","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","HM Land Registry","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","HM Land Registry","South West (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","HM Land Registry","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","HM Land Registry","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","HM Land Registry","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Ministry of Defence","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Ministry of Defence","South West (England)","10","[c]","40470","34310"
"Leaver CS","2021","65+","No function","Ministry of Housing, Communities and Local Government","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Ministry of Housing, Communities and Local Government","South West (England)","15","[c]","48550","54140"
"Leaver CS","2021","65+","No function","Ministry of Justice","East Midlands (England)","65","[c]","19930","19830"
"Leaver CS","2021","65+","No function","Ministry of Justice","East of England","75","[c]","21370","19840"
"Leaver CS","2021","65+","No function","Ministry of Justice","London","85","[c]","24040","23200"
"Leaver CS","2021","65+","No function","Ministry of Justice","North East (England)","35","[c]","18920","19570"
"Leaver CS","2021","65+","No function","Ministry of Justice","North West (England)","110","[c]","20070","17780"
"Leaver CS","2021","65+","No function","Ministry of Justice","Scotland","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Ministry of Justice","South East (England)","85","[c]","20060","19170"
"Leaver CS","2021","65+","No function","Ministry of Justice","South West (England)","50","[c]","19800","19930"
"Leaver CS","2021","65+","No function","Ministry of Justice","Wales","30","[c]","21610","20100"
"Leaver CS","2021","65+","No function","Ministry of Justice","West Midlands (England)","60","[c]","20620","20100"
"Leaver CS","2021","65+","No function","Ministry of Justice","Yorkshire and The Humber","70","[c]","19670","20100"
"Leaver CS","2021","65+","No function","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","National Crime Agency","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","National Crime Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","National Crime Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Office for Standards in Education","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Office for Standards in Education","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Office for Standards in Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Office for Standards in Education","North West (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Office for Standards in Education","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Office for Standards in Education","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Office of Qualifications and Examinations Regulation","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Office of Rail and Road","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Other Cabinet Office Agencies","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Scottish Government","Scotland","30","[c]","30870","33650"
"Leaver CS","2021","65+","No function","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","United Kingdom Statistics Authority","South East (England)","35","[c]","20140","19520"
"Leaver CS","2021","65+","No function","United Kingdom Statistics Authority","Wales","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Department for Business, Energy and Industrial Strategy","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Department for Environment, Food and Rural Affairs","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Department for Environment, Food and Rural Affairs","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Department for Transport","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Food Standards Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Foreign, Commonwealth and Development Office","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Foreign, Commonwealth and Development Office","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Ministry of Defence","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Ministry of Defence","East of England","5","[c]","[c]","[c]"
