"Status","Year","Disability","Profession_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Digital, Data and Technology","London","SCS level","25","25","[c]","[c]"
"In post","2021","Unknown","Digital, Data and Technology","London","SEO","205","205","43420","41970"
"In post","2021","Unknown","Digital, Data and Technology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data and Technology","Outside London","AA","25","25","[c]","[c]"
"In post","2021","Unknown","Digital, Data and Technology","Outside London","AO","85","85","22040","21590"
"In post","2021","Unknown","Digital, Data and Technology","Outside London","EO","520","510","27080","26470"
"In post","2021","Unknown","Digital, Data and Technology","Outside London","G6","95","90","65630","64670"
"In post","2021","Unknown","Digital, Data and Technology","Outside London","G7","380","370","53200","52580"
"In post","2021","Unknown","Digital, Data and Technology","Outside London","HEO","610","595","33260","31810"
"In post","2021","Unknown","Digital, Data and Technology","Outside London","SCS level","25","25","[c]","[c]"
"In post","2021","Unknown","Digital, Data and Technology","Outside London","SEO","590","580","40020","38630"
"In post","2021","Unknown","Digital, Data and Technology","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Digital, Data and Technology","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data and Technology","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Economics","London","AO","10","10","[c]","[c]"
"In post","2021","Unknown","Economics","London","EO","25","25","[c]","[c]"
"In post","2021","Unknown","Economics","London","G6","40","40","69840","68950"
"In post","2021","Unknown","Economics","London","G7","115","110","55850","54760"
"In post","2021","Unknown","Economics","London","HEO","190","185","34210","33570"
"In post","2021","Unknown","Economics","London","SCS level","5","5","[c]","[c]"
"In post","2021","Unknown","Economics","London","SEO","25","25","[c]","[c]"
"In post","2021","Unknown","Economics","Outside London","AO","25","25","[c]","[c]"
"In post","2021","Unknown","Economics","Outside London","EO","15","15","[c]","[c]"
"In post","2021","Unknown","Economics","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Economics","Outside London","G7","25","25","[c]","[c]"
"In post","2021","Unknown","Economics","Outside London","HEO","35","35","30910","29540"
"In post","2021","Unknown","Economics","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Economics","Outside London","SEO","15","10","[c]","[c]"
"In post","2021","Unknown","Economics","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Economics","Overseas","G7","10","10","[c]","[c]"
"In post","2021","Unknown","Finance","London","AO","5","5","[c]","[c]"
"In post","2021","Unknown","Finance","London","EO","55","55","28750","28500"
"In post","2021","Unknown","Finance","London","G6","35","35","70100","71290"
"In post","2021","Unknown","Finance","London","G7","80","80","57520","56730"
"In post","2021","Unknown","Finance","London","HEO","115","110","34310","32790"
"In post","2021","Unknown","Finance","London","SCS level","20","20","[c]","[c]"
"In post","2021","Unknown","Finance","London","SEO","105","105","42110","40650"
"In post","2021","Unknown","Finance","Outside London","AA","25","20","[c]","[c]"
"In post","2021","Unknown","Finance","Outside London","AO","225","190","21200","20640"
"In post","2021","Unknown","Finance","Outside London","EO","180","175","25700","25560"
"In post","2021","Unknown","Finance","Outside London","G6","50","45","65300","64670"
"In post","2021","Unknown","Finance","Outside London","G7","130","125","52770","52590"
"In post","2021","Unknown","Finance","Outside London","HEO","195","190","32400","31810"
"In post","2021","Unknown","Finance","Outside London","SCS level","15","15","[c]","[c]"
"In post","2021","Unknown","Finance","Outside London","SEO","175","170","41000","40000"
"In post","2021","Unknown","Finance","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Finance","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","London","AO","10","10","[c]","[c]"
"In post","2021","Unknown","Human Resources","London","EO","80","75","28500","27270"
"In post","2021","Unknown","Human Resources","London","G6","20","20","[c]","[c]"
"In post","2021","Unknown","Human Resources","London","G7","60","55","56240","55810"
"In post","2021","Unknown","Human Resources","London","HEO","95","95","34820","33820"
"In post","2021","Unknown","Human Resources","London","SCS level","10","10","[c]","[c]"
"In post","2021","Unknown","Human Resources","London","SEO","50","50","42630","42540"
"In post","2021","Unknown","Human Resources","Outside London","AA","20","15","[c]","[c]"
"In post","2021","Unknown","Human Resources","Outside London","AO","190","175","21670","21130"
"In post","2021","Unknown","Human Resources","Outside London","EO","220","210","26840","26670"
"In post","2021","Unknown","Human Resources","Outside London","G6","20","20","[c]","[c]"
"In post","2021","Unknown","Human Resources","Outside London","G7","80","80","52080","52580"
"In post","2021","Unknown","Human Resources","Outside London","HEO","190","180","32420","31810"
"In post","2021","Unknown","Human Resources","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Outside London","SEO","105","100","39480","38630"
"In post","2021","Unknown","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Inspector of Education and Training","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Inspector of Education and Training","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Inspector of Education and Training","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Inspector of Education and Training","London","SEO","20","20","[c]","[c]"
"In post","2021","Unknown","Inspector of Education and Training","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Inspector of Education and Training","Outside London","G7","10","10","[c]","[c]"
"In post","2021","Unknown","Inspector of Education and Training","Outside London","SEO","35","30","51210","51360"
"In post","2021","Unknown","Intelligence Analysis","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","London","EO","30","25","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","London","G6","50","50","67270","66230"
"In post","2021","Unknown","Intelligence Analysis","London","G7","85","85","54360","53360"
"In post","2021","Unknown","Intelligence Analysis","London","HEO","45","45","35960","36160"
"In post","2021","Unknown","Intelligence Analysis","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","London","SEO","35","30","44130","45200"
"In post","2021","Unknown","Intelligence Analysis","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","Outside London","EO","55","55","25990","25560"
"In post","2021","Unknown","Intelligence Analysis","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","Outside London","G7","20","20","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","Outside London","HEO","45","45","32850","33000"
"In post","2021","Unknown","Intelligence Analysis","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","Outside London","SEO","10","10","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Outside London","G7","5","5","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Outside London","HEO","10","10","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Outside London","SEO","15","15","[c]","[c]"
"In post","2021","Unknown","International Trade","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","International Trade","London","EO","25","25","[c]","[c]"
"In post","2021","Unknown","International Trade","London","G6","30","30","62950","62170"
"In post","2021","Unknown","International Trade","London","G7","140","140","52370","51970"
"In post","2021","Unknown","International Trade","London","HEO","105","105","32600","32120"
"In post","2021","Unknown","International Trade","London","SCS level","20","20","[c]","[c]"
"In post","2021","Unknown","International Trade","London","SEO","100","100","38380","38540"
"In post","2021","Unknown","International Trade","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Unknown","International Trade","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","International Trade","Outside London","G7","5","5","[c]","[c]"
"In post","2021","Unknown","International Trade","Outside London","HEO","25","25","[c]","[c]"
"In post","2021","Unknown","International Trade","Outside London","SEO","15","15","[c]","[c]"
"In post","2021","Unknown","International Trade","Overseas","G6","5","5","[c]","[c]"
"In post","2021","Unknown","International Trade","Overseas","G7","20","20","[c]","[c]"
"In post","2021","Unknown","International Trade","Overseas","HEO","15","15","[c]","[c]"
"In post","2021","Unknown","International Trade","Overseas","SCS level","10","10","[c]","[c]"
"In post","2021","Unknown","International Trade","Overseas","SEO","5","5","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","London","AO","10","10","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","London","EO","30","30","28750","29200"
"In post","2021","Unknown","Knowledge and Information Management","London","G6","10","10","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","London","G7","30","25","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","London","HEO","30","30","33620","33450"
"In post","2021","Unknown","Knowledge and Information Management","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","London","SEO","35","30","43010","41990"
"In post","2021","Unknown","Knowledge and Information Management","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","Outside London","AO","25","25","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","Outside London","EO","50","45","25600","26170"
"In post","2021","Unknown","Knowledge and Information Management","Outside London","G6","10","10","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","Outside London","G7","30","25","52200","51230"
"In post","2021","Unknown","Knowledge and Information Management","Outside London","HEO","30","30","32280","31780"
"In post","2021","Unknown","Knowledge and Information Management","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","Outside London","SEO","45","45","40190","39440"
"In post","2021","Unknown","Knowledge and Information Management","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","London","AO","10","10","[c]","[c]"
"In post","2021","Unknown","Legal","London","EO","155","150","30090","29570"
"In post","2021","Unknown","Legal","London","G6","200","185","70180","69480"
"In post","2021","Unknown","Legal","London","G7","320","300","56360","55490"
"In post","2021","Unknown","Legal","London","HEO","190","185","36670","36160"
"In post","2021","Unknown","Legal","London","SCS level","40","40","93650","80850"
"In post","2021","Unknown","Legal","London","SEO","65","65","40510","41760"
"In post","2021","Unknown","Legal","Outside London","AO","70","60","20880","20140"
"In post","2021","Unknown","Legal","Outside London","EO","435","425","26200","25560"
"In post","2021","Unknown","Legal","Outside London","G6","30","30","68500","67250"
"In post","2021","Unknown","Legal","Outside London","G7","470","430","53820","53350"
"In post","2021","Unknown","Legal","Outside London","HEO","365","355","33660","32100"
"In post","2021","Unknown","Legal","Outside London","SCS level","10","10","[c]","[c]"
"In post","2021","Unknown","Legal","Outside London","SEO","120","115","39410","38630"
"In post","2021","Unknown","Legal","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Medicine","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Medicine","London","EO","10","10","[c]","[c]"
"In post","2021","Unknown","Medicine","London","G6","20","15","[c]","[c]"
"In post","2021","Unknown","Medicine","London","G7","25","25","[c]","[c]"
"In post","2021","Unknown","Medicine","London","HEO","10","10","[c]","[c]"
"In post","2021","Unknown","Medicine","London","SCS level","75","70","111150","108710"
"In post","2021","Unknown","Medicine","London","SEO","15","15","[c]","[c]"
"In post","2021","Unknown","Medicine","Outside London","AA","50","45","18800","18760"
"In post","2021","Unknown","Medicine","Outside London","AO","60","55","22580","22640"
"In post","2021","Unknown","Medicine","Outside London","EO","60","55","30360","30620"
"In post","2021","Unknown","Medicine","Outside London","G6","25","20","[c]","[c]"
"In post","2021","Unknown","Medicine","Outside London","G7","100","85","76270","79040"
"In post","2021","Unknown","Medicine","Outside London","HEO","115","100","36100","37890"
"In post","2021","Unknown","Medicine","Outside London","SCS level","65","65","121690","118860"
"In post","2021","Unknown","Medicine","Outside London","SEO","50","45","42530","41720"
"In post","2021","Unknown","Medicine","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Medicine","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Medicine","Overseas","G7","5","5","[c]","[c]"
"In post","2021","Unknown","Medicine","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Medicine","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Medicine","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Operational Delivery","London","AA","205","200","21310","20330"
"In post","2021","Unknown","Operational Delivery","London","AO","1445","1400","26170","24630"
"In post","2021","Unknown","Operational Delivery","London","EO","1060","1025","31270","30350"
"In post","2021","Unknown","Operational Delivery","London","G6","110","105","74000","69880"
"In post","2021","Unknown","Operational Delivery","London","G7","260","255","56820","55490"
"In post","2021","Unknown","Operational Delivery","London","HEO","645","630","37580","36590"
"In post","2021","Unknown","Operational Delivery","London","SCS level","60","60","105840","95930"
"In post","2021","Unknown","Operational Delivery","London","SEO","360","350","44070","43750"
"In post","2021","Unknown","Operational Delivery","London","Unknown","95","90","26460","26810"
"In post","2021","Unknown","Operational Delivery","Outside London","AA","2010","1740","19780","20070"
"In post","2021","Unknown","Operational Delivery","Outside London","AO","13930","12710","22140","21440"
"In post","2021","Unknown","Operational Delivery","Outside London","EO","7745","7325","28610","27660"
"In post","2021","Unknown","Operational Delivery","Outside London","G6","145","140","68110","66660"
"In post","2021","Unknown","Operational Delivery","Outside London","G7","445","435","52880","52580"
"In post","2021","Unknown","Operational Delivery","Outside London","HEO","2705","2560","34330","32890"
"In post","2021","Unknown","Operational Delivery","Outside London","SCS level","35","35","99110","93000"
"In post","2021","Unknown","Operational Delivery","Outside London","SEO","900","860","41130","39580"
"In post","2021","Unknown","Operational Delivery","Outside London","Unknown","645","575","24080","22920"
"In post","2021","Unknown","Operational Delivery","Overseas","EO","10","10","[c]","[c]"
"In post","2021","Unknown","Operational Delivery","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Operational Delivery","Overseas","G7","10","10","[c]","[c]"
"In post","2021","Unknown","Operational Delivery","Overseas","HEO","5","5","[c]","[c]"
"In post","2021","Unknown","Operational Delivery","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Operational Delivery","Overseas","SEO","40","40","66830","64560"
"In post","2021","Unknown","Operational Delivery","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Operational Delivery","Unknown","AO","5","5","[c]","[c]"
"In post","2021","Unknown","Operational Delivery","Unknown","EO","10","10","[c]","[c]"
"In post","2021","Unknown","Operational Delivery","Unknown","G7","5","5","[c]","[c]"
"In post","2021","Unknown","Operational Delivery","Unknown","HEO","30","30","42140","43480"
"In post","2021","Unknown","Operational Delivery","Unknown","SEO","15","15","[c]","[c]"
"In post","2021","Unknown","Operational Research","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Operational Research","London","EO","5","5","[c]","[c]"
"In post","2021","Unknown","Operational Research","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Operational Research","London","G7","20","20","[c]","[c]"
"In post","2021","Unknown","Operational Research","London","HEO","25","25","[c]","[c]"
"In post","2021","Unknown","Operational Research","London","SEO","15","15","[c]","[c]"
"In post","2021","Unknown","Operational Research","Outside London","AO","5","5","[c]","[c]"
"In post","2021","Unknown","Operational Research","Outside London","EO","10","10","[c]","[c]"
"In post","2021","Unknown","Operational Research","Outside London","G6","5","5","[c]","[c]"
"In post","2021","Unknown","Operational Research","Outside London","G7","25","25","[c]","[c]"
"In post","2021","Unknown","Operational Research","Outside London","HEO","20","20","[c]","[c]"
"In post","2021","Unknown","Operational Research","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Operational Research","Outside London","SEO","25","25","[c]","[c]"
"In post","2021","Unknown","Other","London","AA","25","25","[c]","[c]"
"In post","2021","Unknown","Other","London","AO","75","75","24430","24590"
"In post","2021","Unknown","Other","London","EO","250","240","27800","28650"
"In post","2021","Unknown","Other","London","G6","85","75","69990","67170"
"In post","2021","Unknown","Other","London","G7","115","110","54780","54470"
"In post","2021","Unknown","Other","London","HEO","150","145","33570","33100"
"In post","2021","Unknown","Other","London","SCS level","35","35","92260","87250"
"In post","2021","Unknown","Other","London","SEO","105","105","41830","41520"
"In post","2021","Unknown","Other","Outside London","AA","425","400","19600","19550"
"In post","2021","Unknown","Other","Outside London","AO","730","695","22640","21160"
"In post","2021","Unknown","Other","Outside London","EO","625","605","26860","26670"
"In post","2021","Unknown","Other","Outside London","G6","25","25","[c]","[c]"
"In post","2021","Unknown","Other","Outside London","G7","90","85","54680","53110"
"In post","2021","Unknown","Other","Outside London","HEO","275","265","34080","33300"
"In post","2021","Unknown","Other","Outside London","SCS level","10","10","[c]","[c]"
"In post","2021","Unknown","Other","Outside London","SEO","195","175","42160","42260"
"In post","2021","Unknown","Other","Outside London","Unknown","50","45","43610","41060"
"In post","2021","Unknown","Other","Overseas","EO","5","5","[c]","[c]"
"In post","2021","Unknown","Other","Overseas","G6","20","20","[c]","[c]"
"In post","2021","Unknown","Other","Overseas","G7","25","25","[c]","[c]"
"In post","2021","Unknown","Other","Overseas","HEO","185","185","43240","41600"
"In post","2021","Unknown","Other","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other","Unknown","Unknown","1835","1835","37620","34460"
"In post","2021","Unknown","Planning","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Planning","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Planning","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Planning","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Planning","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Planning","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Planning","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Planning Inspectors","Outside London","G6","35","30","63510","58810"
"In post","2021","Unknown","Planning Inspectors","Outside London","G7","30","30","49080","47660"
"In post","2021","Unknown","Policy","London","AO","65","65","24170","23510"
"In post","2021","Unknown","Policy","London","EO","390","385","28460","27850"
"In post","2021","Unknown","Policy","London","G6","430","415","67090","66230"
"In post","2021","Unknown","Policy","London","G7","1070","1050","55040","53420"
"In post","2021","Unknown","Policy","London","HEO","945","935","34140","33570"
"In post","2021","Unknown","Policy","London","SCS level","210","200","90620","80000"
"In post","2021","Unknown","Policy","London","SEO","650","640","41190","40650"
"In post","2021","Unknown","Policy","London","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Policy","Outside London","AA","5","5","[c]","[c]"
"In post","2021","Unknown","Policy","Outside London","AO","50","45","21750","21580"
"In post","2021","Unknown","Policy","Outside London","EO","150","150","25490","25000"
"In post","2021","Unknown","Policy","Outside London","G6","75","75","63950","62400"
"In post","2021","Unknown","Policy","Outside London","G7","280","270","51310","49860"
"In post","2021","Unknown","Policy","Outside London","HEO","345","335","30940","29860"
"In post","2021","Unknown","Policy","Outside London","SCS level","35","35","83670","78640"
"In post","2021","Unknown","Policy","Outside London","SEO","295","285","38610","36820"
"In post","2021","Unknown","Policy","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","Overseas","G6","45","45","65670","64840"
"In post","2021","Unknown","Policy","Overseas","G7","110","110","55030","54810"
"In post","2021","Unknown","Policy","Overseas","HEO","45","45","35510","34770"
"In post","2021","Unknown","Policy","Overseas","SCS level","35","35","83580","74870"
"In post","2021","Unknown","Policy","Overseas","SEO","20","20","[c]","[c]"
"In post","2021","Unknown","Policy","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","London","EO","55","55","29060","28760"
"In post","2021","Unknown","Project Delivery","London","G6","45","45","70730","69800"
"In post","2021","Unknown","Project Delivery","London","G7","145","145","55990","56620"
"In post","2021","Unknown","Project Delivery","London","HEO","140","135","36100","36160"
"In post","2021","Unknown","Project Delivery","London","SCS level","35","30","99610","97750"
"In post","2021","Unknown","Project Delivery","London","SEO","115","115","42760","41950"
"In post","2021","Unknown","Project Delivery","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Outside London","AO","45","45","21380","21280"
"In post","2021","Unknown","Project Delivery","Outside London","EO","200","190","25910","26350"
"In post","2021","Unknown","Project Delivery","Outside London","G6","95","90","65370","64670"
"In post","2021","Unknown","Project Delivery","Outside London","G7","305","300","51680","52580"
"In post","2021","Unknown","Project Delivery","Outside London","HEO","400","385","32470","32010"
"In post","2021","Unknown","Project Delivery","Outside London","SCS level","15","15","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Outside London","SEO","465","450","39800","39330"
"In post","2021","Unknown","Project Delivery","Outside London","Unknown","60","55","45240","41760"
"In post","2021","Unknown","Project Delivery","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Overseas","G7","10","10","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Overseas","HEO","5","5","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Overseas","SEO","5","5","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","London","AA","10","10","[c]","[c]"
"In post","2021","Unknown","Property","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","London","EO","50","45","29190","29450"
"In post","2021","Unknown","Property","London","G6","10","10","[c]","[c]"
"In post","2021","Unknown","Property","London","G7","20","20","[c]","[c]"
"In post","2021","Unknown","Property","London","HEO","45","40","36200","36150"
"In post","2021","Unknown","Property","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","London","SEO","30","30","44770","45250"
"In post","2021","Unknown","Property","Outside London","AA","205","195","18040","17230"
"In post","2021","Unknown","Property","Outside London","AO","50","45","21420","21100"
"In post","2021","Unknown","Property","Outside London","EO","195","185","25930","25860"
"In post","2021","Unknown","Property","Outside London","G6","20","20","[c]","[c]"
"In post","2021","Unknown","Property","Outside London","G7","70","70","51590","50130"
"In post","2021","Unknown","Property","Outside London","HEO","170","165","32180","32100"
"In post","2021","Unknown","Property","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Outside London","SEO","135","130","41300","40580"
"In post","2021","Unknown","Property","Overseas","EO","5","5","[c]","[c]"
"In post","2021","Unknown","Property","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","Outside London","AO","15","15","[c]","[c]"
"In post","2021","Unknown","Psychology","Outside London","EO","55","55","29380","30930"
"In post","2021","Unknown","Psychology","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","Outside London","G7","15","15","[c]","[c]"
"In post","2021","Unknown","Psychology","Outside London","HEO","30","30","30210","29060"
"In post","2021","Unknown","Psychology","Outside London","SEO","25","25","[c]","[c]"
"In post","2021","Unknown","Science and Engineering","London","AA","15","10","[c]","[c]"
"In post","2021","Unknown","Science and Engineering","London","AO","15","10","[c]","[c]"
"In post","2021","Unknown","Science and Engineering","London","EO","30","25","[c]","[c]"
"In post","2021","Unknown","Science and Engineering","London","G6","35","35","72160","71050"
"In post","2021","Unknown","Science and Engineering","London","G7","90","90","56230","55130"
"In post","2021","Unknown","Science and Engineering","London","HEO","55","50","35680","35300"
"In post","2021","Unknown","Science and Engineering","London","SCS level","15","15","[c]","[c]"
"In post","2021","Unknown","Science and Engineering","London","SEO","90","90","43540","43690"
"In post","2021","Unknown","Science and Engineering","London","Unknown","10","10","[c]","[c]"
