"Status","Year","Age","Region_ITL2","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","30-39","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Female","895","830","31620","29290"
"In post","2021","30-39","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Male","940","935","33330","31810"
"In post","2021","30-39","Cheshire","Outside London","Female","460","430","30680","29180"
"In post","2021","30-39","Cheshire","Outside London","Male","380","380","31890","30640"
"In post","2021","30-39","Cornwall and Isles of Scilly","Outside London","Female","155","130","26190","22640"
"In post","2021","30-39","Cornwall and Isles of Scilly","Outside London","Male","90","90","25200","26590"
"In post","2021","30-39","Cumbria","Outside London","Female","215","180","26240","24920"
"In post","2021","30-39","Cumbria","Outside London","Male","140","140","29360","25830"
"In post","2021","30-39","Derbyshire and Nottinghamshire","Outside London","Female","1375","1230","29750","27570"
"In post","2021","30-39","Derbyshire and Nottinghamshire","Outside London","Male","1095","1080","30170","27570"
"In post","2021","30-39","Devon","Outside London","Female","915","800","29670","27570"
"In post","2021","30-39","Devon","Outside London","Male","885","875","32440","31660"
"In post","2021","30-39","Dorset and Somerset","Outside London","Female","425","380","28920","27570"
"In post","2021","30-39","Dorset and Somerset","Outside London","Male","435","430","29220","27570"
"In post","2021","30-39","East Anglia","Outside London","Female","1235","1095","29220","27570"
"In post","2021","30-39","East Anglia","Outside London","Male","1065","1055","30080","28910"
"In post","2021","30-39","East Wales","Outside London","Female","2630","2400","31730","28850"
"In post","2021","30-39","East Wales","Outside London","Male","2340","2315","32170","29540"
"In post","2021","30-39","East Wales","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","30-39","East Yorkshire and Northern Lincolnshire","Outside London","Female","425","365","26980","26300"
"In post","2021","30-39","East Yorkshire and Northern Lincolnshire","Outside London","Male","395","390","27640","26670"
"In post","2021","30-39","Eastern Scotland","Outside London","Female","2495","2310","34030","30650"
"In post","2021","30-39","Eastern Scotland","Outside London","Male","1985","1970","33950","30980"
"In post","2021","30-39","Essex","Outside London","Female","500","445","29530","29290"
"In post","2021","30-39","Essex","Outside London","Male","360","355","30050","29290"
"In post","2021","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Female","3350","3035","34240","32770"
"In post","2021","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Male","3250","3235","37100","36180"
"In post","2021","30-39","Greater Manchester","Outside London","Female","2205","2040","30700","27570"
"In post","2021","30-39","Greater Manchester","Outside London","Male","2185","2170","31410","27570"
"In post","2021","30-39","Hampshire and Isle of Wight","Outside London","Female","1390","1255","31900","29540"
"In post","2021","30-39","Hampshire and Isle of Wight","Outside London","Male","1260","1245","34140","31810"
"In post","2021","30-39","Hampshire and Isle of Wight","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Herefordshire, Worcestershire and Warwickshire","Outside London","Female","380","340","27270","26670"
"In post","2021","30-39","Herefordshire, Worcestershire and Warwickshire","Outside London","Male","340","335","26830","25400"
"In post","2021","30-39","Highlands and Islands","Outside London","Female","175","160","28460","27570"
"In post","2021","30-39","Highlands and Islands","Outside London","Male","150","150","29010","27570"
"In post","2021","30-39","Inner London - East","London","Female","2240","2100","41900","37460"
"In post","2021","30-39","Inner London - East","London","Male","1795","1775","44490","40170"
"In post","2021","30-39","Inner London - West","London","Female","8440","8085","49150","51830"
"In post","2021","30-39","Inner London - West","London","Male","7400","7350","49770","52290"
"In post","2021","30-39","Inner London - West","London","Unknown","10","10","[c]","[c]"
"In post","2021","30-39","Kent","Outside London","Female","835","750","28510","27850"
"In post","2021","30-39","Kent","Outside London","Male","815","810","29540","29290"
"In post","2021","30-39","Lancashire","Outside London","Female","1220","1080","26800","26830"
"In post","2021","30-39","Lancashire","Outside London","Male","1075","1055","26670","26300"
"In post","2021","30-39","Leicestershire, Rutland and Northamptonshire","Outside London","Female","760","665","26830","25310"
"In post","2021","30-39","Leicestershire, Rutland and Northamptonshire","Outside London","Male","560","550","27490","26810"
"In post","2021","30-39","Lincolnshire","Outside London","Female","230","215","26960","26070"
"In post","2021","30-39","Lincolnshire","Outside London","Male","215","215","28530","27150"
"In post","2021","30-39","Merseyside","Outside London","Female","2350","2095","27970","25310"
"In post","2021","30-39","Merseyside","Outside London","Male","1830","1810","28680","25560"
"In post","2021","30-39","North Eastern Scotland","Outside London","Female","235","215","32190","30360"
"In post","2021","30-39","North Eastern Scotland","Outside London","Male","190","190","34860","31570"
"In post","2021","30-39","North Yorkshire","Outside London","Female","435","395","32540","30560"
"In post","2021","30-39","North Yorkshire","Outside London","Male","350","345","33120","30230"
"In post","2021","30-39","Northern Ireland","Outside London","Female","390","355","28700","25560"
"In post","2021","30-39","Northern Ireland","Outside London","Male","440","435","27620","25560"
"In post","2021","30-39","Northumberland and Tyne and Wear","Outside London","Female","2435","2150","27510","25560"
"In post","2021","30-39","Northumberland and Tyne and Wear","Outside London","Male","1985","1955","29790","27130"
"In post","2021","30-39","Outer London - East and North East","London","Female","400","370","30490","31060"
"In post","2021","30-39","Outer London - East and North East","London","Male","325","320","31880","31060"
"In post","2021","30-39","Outer London - South","London","Female","1090","1010","36770","33900"
"In post","2021","30-39","Outer London - South","London","Male","860","855","39500","36160"
"In post","2021","30-39","Outer London - West and North West","London","Female","965","900","32840","31060"
"In post","2021","30-39","Outer London - West and North West","London","Male","795","790","32660","31060"
"In post","2021","30-39","Overseas","Overseas","Female","450","450","47480","51500"
"In post","2021","30-39","Overseas","Overseas","Male","615","610","46880","50580"
"In post","2021","30-39","Shropshire and Staffordshire","Outside London","Female","835","765","28670","27380"
"In post","2021","30-39","Shropshire and Staffordshire","Outside London","Male","665","660","29490","27380"
"In post","2021","30-39","South Yorkshire","Outside London","Female","1220","1070","30590","27570"
"In post","2021","30-39","South Yorkshire","Outside London","Male","1020","1005","31950","27570"
"In post","2021","30-39","Southern Scotland","Outside London","Female","725","655","30110","27570"
"In post","2021","30-39","Southern Scotland","Outside London","Male","535","530","29980","27150"
"In post","2021","30-39","Surrey, East and West Sussex","Outside London","Female","825","730","29700","27570"
"In post","2021","30-39","Surrey, East and West Sussex","Outside London","Male","575","570","30480","29290"
"In post","2021","30-39","Tees Valley and Durham","Outside London","Female","1005","890","26900","25040"
"In post","2021","30-39","Tees Valley and Durham","Outside London","Male","785","775","27460","26300"
"In post","2021","30-39","Unknown","Unknown","Female","230","215","35420","30940"
"In post","2021","30-39","Unknown","Unknown","Male","550","550","37140","32700"
"In post","2021","30-39","West Central Scotland","Outside London","Female","1970","1800","30240","27570"
"In post","2021","30-39","West Central Scotland","Outside London","Male","1870","1855","31280","28400"
"In post","2021","30-39","West Midlands","Outside London","Female","2320","2090","29490","27570"
"In post","2021","30-39","West Midlands","Outside London","Male","1775","1750","30520","27570"
"In post","2021","30-39","West Wales and The Valleys","Outside London","Female","2225","1925","26290","23830"
"In post","2021","30-39","West Wales and The Valleys","Outside London","Male","1460","1440","28290","26380"
"In post","2021","30-39","West Yorkshire","Outside London","Female","1940","1735","30710","27570"
"In post","2021","30-39","West Yorkshire","Outside London","Male","1710","1685","31120","27570"
"In post","2021","40-49","Bedfordshire and Hertfordshire","Outside London","Female","580","520","34220","29570"
"In post","2021","40-49","Bedfordshire and Hertfordshire","Outside London","Male","435","430","34910","31380"
"In post","2021","40-49","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Female","1075","980","34100","29290"
"In post","2021","40-49","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Male","1005","1000","35840","33520"
"In post","2021","40-49","Cheshire","Outside London","Female","525","485","32590","30640"
"In post","2021","40-49","Cheshire","Outside London","Male","355","355","34800","32920"
"In post","2021","40-49","Cornwall and Isles of Scilly","Outside London","Female","220","190","27230","27570"
"In post","2021","40-49","Cornwall and Isles of Scilly","Outside London","Male","150","150","28910","26750"
"In post","2021","40-49","Cumbria","Outside London","Female","400","335","27580","25190"
"In post","2021","40-49","Cumbria","Outside London","Male","235","235","30270","27100"
"In post","2021","40-49","Derbyshire and Nottinghamshire","Outside London","Female","1710","1520","32300","27940"
"In post","2021","40-49","Derbyshire and Nottinghamshire","Outside London","Male","1210","1190","33420","31380"
"In post","2021","40-49","Devon","Outside London","Female","1110","955","31400","27570"
"In post","2021","40-49","Devon","Outside London","Male","1115","1100","35940","33280"
"In post","2021","40-49","Dorset and Somerset","Outside London","Female","585","515","29520","27570"
"In post","2021","40-49","Dorset and Somerset","Outside London","Male","560","555","33010","31650"
"In post","2021","40-49","East Anglia","Outside London","Female","1555","1360","30790","27570"
"In post","2021","40-49","East Anglia","Outside London","Male","1395","1380","32260","30210"
"In post","2021","40-49","East Wales","Outside London","Female","2605","2355","34770","30130"
"In post","2021","40-49","East Wales","Outside London","Male","2090","2060","38020","32220"
"In post","2021","40-49","East Yorkshire and Northern Lincolnshire","Outside London","Female","550","480","27470","27370"
"In post","2021","40-49","East Yorkshire and Northern Lincolnshire","Outside London","Male","445","435","30040","27570"
"In post","2021","40-49","Eastern Scotland","Outside London","Female","2670","2415","36840","30650"
"In post","2021","40-49","Eastern Scotland","Outside London","Male","2040","2015","38230","33650"
"In post","2021","40-49","Essex","Outside London","Female","790","695","30340","29290"
"In post","2021","40-49","Essex","Outside London","Male","530","525","32890","29510"
"In post","2021","40-49","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Female","3250","2940","37440","33630"
"In post","2021","40-49","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Male","3380","3345","42200","40280"
"In post","2021","40-49","Greater Manchester","Outside London","Female","2500","2275","32400","27570"
"In post","2021","40-49","Greater Manchester","Outside London","Male","2055","2025","33720","28200"
"In post","2021","40-49","Hampshire and Isle of Wight","Outside London","Female","1710","1525","33280","29540"
"In post","2021","40-49","Hampshire and Isle of Wight","Outside London","Male","1510","1475","36610","33300"
"In post","2021","40-49","Hampshire and Isle of Wight","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Herefordshire, Worcestershire and Warwickshire","Outside London","Female","515","465","29690","27570"
"In post","2021","40-49","Herefordshire, Worcestershire and Warwickshire","Outside London","Male","395","390","30640","28200"
"In post","2021","40-49","Highlands and Islands","Outside London","Female","255","230","28810","27570"
"In post","2021","40-49","Highlands and Islands","Outside London","Male","195","195","32060","29350"
"In post","2021","40-49","Inner London - East","London","Female","2275","2070","44700","39800"
"In post","2021","40-49","Inner London - East","London","Male","1725","1705","47680","41760"
"In post","2021","40-49","Inner London - West","London","Female","6960","6425","52860","53380"
"In post","2021","40-49","Inner London - West","London","Male","5985","5940","55000","54400"
"In post","2021","40-49","Inner London - West","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Kent","Outside London","Female","1010","905","29900","27850"
"In post","2021","40-49","Kent","Outside London","Male","1005","995","30960","29290"
"In post","2021","40-49","Lancashire","Outside London","Female","2305","2015","28860","27570"
"In post","2021","40-49","Lancashire","Outside London","Male","1515","1475","29720","27570"
"In post","2021","40-49","Leicestershire, Rutland and Northamptonshire","Outside London","Female","920","800","28530","26930"
"In post","2021","40-49","Leicestershire, Rutland and Northamptonshire","Outside London","Male","560","545","29580","27570"
"In post","2021","40-49","Lincolnshire","Outside London","Female","310","285","27640","25800"
"In post","2021","40-49","Lincolnshire","Outside London","Male","265","260","30500","27570"
"In post","2021","40-49","Merseyside","Outside London","Female","2835","2505","29090","26160"
"In post","2021","40-49","Merseyside","Outside London","Male","1835","1810","31890","27570"
"In post","2021","40-49","North Eastern Scotland","Outside London","Female","220","205","37760","30650"
"In post","2021","40-49","North Eastern Scotland","Outside London","Male","225","225","43150","35330"
"In post","2021","40-49","North Yorkshire","Outside London","Female","635","590","35890","31660"
"In post","2021","40-49","North Yorkshire","Outside London","Male","515","510","37270","33300"
"In post","2021","40-49","Northern Ireland","Outside London","Female","465","420","28620","25560"
"In post","2021","40-49","Northern Ireland","Outside London","Male","525","515","27590","25310"
"In post","2021","40-49","Northumberland and Tyne and Wear","Outside London","Female","3125","2705","28750","25560"
"In post","2021","40-49","Northumberland and Tyne and Wear","Outside London","Male","2220","2180","31890","27570"
"In post","2021","40-49","Outer London - East and North East","London","Female","465","420","30290","31060"
"In post","2021","40-49","Outer London - East and North East","London","Male","295","290","32020","31060"
"In post","2021","40-49","Outer London - South","London","Female","1410","1285","38830","35070"
"In post","2021","40-49","Outer London - South","London","Male","1125","1120","41880","36300"
"In post","2021","40-49","Outer London - West and North West","London","Female","1170","1050","34640","31060"
"In post","2021","40-49","Outer London - West and North West","London","Male","885","870","35420","31060"
"In post","2021","40-49","Overseas","Overseas","Female","500","495","51950","54390"
"In post","2021","40-49","Overseas","Overseas","Male","675","675","52300","53760"
"In post","2021","40-49","Shropshire and Staffordshire","Outside London","Female","1080","980","31120","27570"
"In post","2021","40-49","Shropshire and Staffordshire","Outside London","Male","740","730","32260","29670"
"In post","2021","40-49","South Yorkshire","Outside London","Female","1375","1185","32910","27570"
"In post","2021","40-49","South Yorkshire","Outside London","Male","1045","1025","35530","31650"
"In post","2021","40-49","Southern Scotland","Outside London","Female","760","670","30540","27570"
"In post","2021","40-49","Southern Scotland","Outside London","Male","540","530","32890","28130"
