"Status","Year","Parent_department","Profession_of_post","Region_ITL1","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Attorney General's Departments","Finance","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Yorkshire and The Humber","Outside London","35","30","33770","30130"
"In post","2021","Attorney General's Departments","Human Resources","East Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","London","London","115","110","42000","35770"
"In post","2021","Attorney General's Departments","Human Resources","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","North West (England)","Outside London","40","40","36930","30810"
"In post","2021","Attorney General's Departments","Human Resources","South East (England)","Outside London","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Wales","Outside London","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","West Midlands (England)","Outside London","10","10","37160","35230"
"In post","2021","Attorney General's Departments","Human Resources","Yorkshire and The Humber","Outside London","30","30","41810","38180"
"In post","2021","Attorney General's Departments","Knowledge and Information Management","London","London","15","15","43820","32650"
"In post","2021","Attorney General's Departments","Legal","East Midlands (England)","Outside London","210","195","51100","51470"
"In post","2021","Attorney General's Departments","Legal","East of England","Outside London","235","215","53510","54770"
"In post","2021","Attorney General's Departments","Legal","London","London","2725","2540","60120","61000"
"In post","2021","Attorney General's Departments","Legal","North East (England)","Outside London","155","145","51930","54200"
"In post","2021","Attorney General's Departments","Legal","North West (England)","Outside London","445","420","53040","54200"
"In post","2021","Attorney General's Departments","Legal","Overseas","Overseas","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","South East (England)","Outside London","345","325","56190","56560"
"In post","2021","Attorney General's Departments","Legal","South West (England)","Outside London","185","170","52840","54200"
"In post","2021","Attorney General's Departments","Legal","Wales","Outside London","190","170","52480","53350"
"In post","2021","Attorney General's Departments","Legal","West Midlands (England)","Outside London","280","260","53280","53350"
"In post","2021","Attorney General's Departments","Legal","Yorkshire and The Humber","Outside London","475","435","55050","55610"
"In post","2021","Attorney General's Departments","Operational Delivery","East Midlands (England)","Outside London","190","175","25840","23470"
"In post","2021","Attorney General's Departments","Operational Delivery","East of England","Outside London","230","205","27200","25820"
"In post","2021","Attorney General's Departments","Operational Delivery","London","London","795","745","29530","27440"
"In post","2021","Attorney General's Departments","Operational Delivery","North East (England)","Outside London","170","150","25580","23470"
"In post","2021","Attorney General's Departments","Operational Delivery","North West (England)","Outside London","465","430","26750","25820"
"In post","2021","Attorney General's Departments","Operational Delivery","South East (England)","Outside London","330","305","27580","26970"
"In post","2021","Attorney General's Departments","Operational Delivery","South West (England)","Outside London","125","120","26250","25480"
"In post","2021","Attorney General's Departments","Operational Delivery","Wales","Outside London","150","145","27630","25480"
"In post","2021","Attorney General's Departments","Operational Delivery","West Midlands (England)","Outside London","255","240","25590","25480"
"In post","2021","Attorney General's Departments","Operational Delivery","Yorkshire and The Humber","Outside London","345","315","26160","23470"
"In post","2021","Attorney General's Departments","Other","London","London","420","405","32540","27580"
"In post","2021","Attorney General's Departments","Other","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Other","South West (England)","Outside London","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Other","Yorkshire and The Humber","Outside London","10","10","34820","27000"
"In post","2021","Attorney General's Departments","Policy","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Policy","London","London","75","75","49350","54760"
"In post","2021","Attorney General's Departments","Policy","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Policy","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Policy","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Policy","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Project Delivery","London","London","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Property","London","London","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Security","London","London","25","20","37080","32080"
"In post","2021","Attorney General's Departments","Security","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Security","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Security","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Security","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Security","Yorkshire and The Humber","Outside London","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","London","London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Communications","London","London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Digital, Data and Technology","London","London","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Finance","London","London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Human Resources","London","London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Human Resources","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Human Resources","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Knowledge and Information Management","London","London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Operational Delivery","London","London","15","15","40110","37300"
"In post","2021","Cabinet Office","Operational Delivery","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Operational Delivery","North West (England)","Outside London","10","10","[c]","[c]"
"In post","2021","Cabinet Office","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Other","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Other","London","London","35","35","45790","38430"
"In post","2021","Cabinet Office","Other","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Other","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Other","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Policy","London","London","30","25","54580","54700"
"In post","2021","Cabinet Office","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","East Midlands (England)","Outside London","25","25","48110","39190"
"In post","2021","Cabinet Office","Unknown","East of England","Outside London","115","110","46980","38500"
"In post","2021","Cabinet Office","Unknown","London","London","6410","6325","49820","42270"
"In post","2021","Cabinet Office","Unknown","North East (England)","Outside London","415","385","29410","24570"
"In post","2021","Cabinet Office","Unknown","North West (England)","Outside London","440","435","46940","49700"
"In post","2021","Cabinet Office","Unknown","Northern Ireland","Outside London","10","10","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","Scotland","Outside London","80","80","48190","49700"
"In post","2021","Cabinet Office","Unknown","South East (England)","Outside London","220","210","42660","33950"
"In post","2021","Cabinet Office","Unknown","South West (England)","Outside London","185","185","53730","49700"
"In post","2021","Cabinet Office","Unknown","Unknown","Unknown","595","590","36190","32000"
"In post","2021","Cabinet Office","Unknown","Wales","Outside London","65","65","38410","30370"
"In post","2021","Cabinet Office","Unknown","West Midlands (England)","Outside London","50","50","62730","52530"
"In post","2021","Cabinet Office","Unknown","Yorkshire and The Humber","Outside London","735","700","36340","33030"
"In post","2021","Chancellor's other departments","Commercial","London","London","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Commercial","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Communications","London","London","20","20","46450","44800"
"In post","2021","Chancellor's other departments","Communications","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Communications","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Counter Fraud","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Digital, Data and Technology","London","London","10","10","[c]","[c]"
"In post","2021","Chancellor's other departments","Digital, Data and Technology","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Finance","London","London","40","40","49790","46090"
"In post","2021","Chancellor's other departments","Human Resources","London","London","20","20","43440","43760"
"In post","2021","Chancellor's other departments","Knowledge and Information Management","London","London","5","5","[c]","[c]"
"In post","2021","Chancellor's other departments","Other","London","London","250","235","64530","56030"
"In post","2021","Chancellor's other departments","Other","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Other","North West (England)","Outside London","10","10","50350","49940"
"In post","2021","Chancellor's other departments","Other","Scotland","Outside London","15","15","61850","44360"
"In post","2021","Chancellor's other departments","Project Delivery","London","London","5","5","[c]","[c]"
"In post","2021","Chancellor's other departments","Project Delivery","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Project Delivery","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Property","London","London","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Security","London","London","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Security","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Security","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Social Research","London","London","5","5","[c]","[c]"
"In post","2021","Charity Commission","Commercial","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","London","London","10","5","[c]","[c]"
"In post","2021","Charity Commission","Communications","North West (England)","Outside London","5","5","[c]","[c]"
"In post","2021","Charity Commission","Communications","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Corporate Finance","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Counter Fraud","London","London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Counter Fraud","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data and Technology","London","London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data and Technology","North West (England)","Outside London","40","40","37310","37910"
"In post","2021","Charity Commission","Digital, Data and Technology","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Finance","North West (England)","Outside London","5","5","[c]","[c]"
"In post","2021","Charity Commission","Finance","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Human Resources","North West (England)","Outside London","10","10","[c]","[c]"
"In post","2021","Charity Commission","Human Resources","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Intelligence Analysis","London","London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Intelligence Analysis","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","International Trade","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Knowledge and Information Management","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Legal","London","London","10","10","53100","52600"
"In post","2021","Charity Commission","Legal","North West (England)","Outside London","10","10","51150","51830"
"In post","2021","Charity Commission","Legal","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Legal","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Operational Delivery","London","London","10","10","[c]","[c]"
"In post","2021","Charity Commission","Operational Delivery","North West (England)","Outside London","40","40","30870","29160"
"In post","2021","Charity Commission","Operational Delivery","South West (England)","Outside London","5","5","[c]","[c]"
"In post","2021","Charity Commission","Operational Delivery","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Other","London","London","5","5","[c]","[c]"
"In post","2021","Charity Commission","Other","North West (England)","Outside London","10","10","29050","26800"
"In post","2021","Charity Commission","Other","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Policy","London","London","5","5","[c]","[c]"
"In post","2021","Charity Commission","Policy","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Policy","South West (England)","Outside London","5","5","[c]","[c]"
"In post","2021","Charity Commission","Project Delivery","London","London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Project Delivery","North West (England)","Outside London","10","10","32950","29160"
"In post","2021","Charity Commission","Project Delivery","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Security","London","London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Security","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Unknown","London","London","30","30","40550","31770"
"In post","2021","Charity Commission","Unknown","North West (England)","Outside London","160","150","31070","29160"
"In post","2021","Charity Commission","Unknown","South West (England)","Outside London","25","25","35270","29550"
"In post","2021","Charity Commission","Unknown","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Commercial","London","London","10","10","[c]","[c]"
"In post","2021","Competition and Markets Authority","Communications","London","London","35","35","48650","42290"
"In post","2021","Competition and Markets Authority","Corporate Finance","London","London","15","15","46260","43490"
"In post","2021","Competition and Markets Authority","Digital, Data and Technology","London","London","65","60","57200","55860"
"In post","2021","Competition and Markets Authority","Digital, Data and Technology","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Economics","London","London","90","85","63040","59890"
"In post","2021","Competition and Markets Authority","Economics","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Human Resources","London","London","35","35","50820","45980"
"In post","2021","Competition and Markets Authority","Intelligence Analysis","London","London","30","30","53750","46940"
"In post","2021","Competition and Markets Authority","Intelligence Analysis","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Knowledge and Information Management","London","London","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","Legal","London","London","120","115","70510","72430"
"In post","2021","Competition and Markets Authority","Legal","Scotland","Outside London","10","10","[c]","[c]"
"In post","2021","Competition and Markets Authority","Policy","London","London","25","25","66900","63370"
"In post","2021","Competition and Markets Authority","Policy","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Project Delivery","London","London","340","330","61130","56630"
"In post","2021","Competition and Markets Authority","Project Delivery","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Project Delivery","Scotland","Outside London","30","30","55930","55860"
"In post","2021","Competition and Markets Authority","Project Delivery","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Property","London","London","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Property","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Security","London","London","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Statistics","London","London","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Commercial","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Commercial","London","London","25","25","46910","45210"
"In post","2021","Department for Business, Energy and Industrial Strategy","Commercial","North West (England)","Outside London","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Commercial","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Commercial","Scotland","Outside London","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Commercial","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Commercial","South West (England)","Outside London","180","170","43100","40140"
"In post","2021","Department for Business, Energy and Industrial Strategy","Commercial","Wales","Outside London","20","20","42460","41920"
"In post","2021","Department for Business, Energy and Industrial Strategy","Commercial","West Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Communications","London","London","160","155","47520","45100"
"In post","2021","Department for Business, Energy and Industrial Strategy","Communications","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Communications","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Communications","South West (England)","Outside London","35","35","38610","37930"
"In post","2021","Department for Business, Energy and Industrial Strategy","Communications","Wales","Outside London","45","45","35410","30720"
"In post","2021","Department for Business, Energy and Industrial Strategy","Communications","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Corporate Finance","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Counter Fraud","East Midlands (England)","Outside London","15","10","34950","36060"
"In post","2021","Department for Business, Energy and Industrial Strategy","Counter Fraud","East of England","Outside London","20","20","39630","38510"
"In post","2021","Department for Business, Energy and Industrial Strategy","Counter Fraud","London","London","45","40","42990","43150"
"In post","2021","Department for Business, Energy and Industrial Strategy","Counter Fraud","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Counter Fraud","North West (England)","Outside London","70","65","39560","39490"
"In post","2021","Department for Business, Energy and Industrial Strategy","Counter Fraud","Scotland","Outside London","10","10","37200","35230"
"In post","2021","Department for Business, Energy and Industrial Strategy","Counter Fraud","South East (England)","Outside London","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Counter Fraud","South West (England)","Outside London","15","15","40940","39490"
"In post","2021","Department for Business, Energy and Industrial Strategy","Counter Fraud","Wales","Outside London","10","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Counter Fraud","West Midlands (England)","Outside London","50","50","38100","38810"
"In post","2021","Department for Business, Energy and Industrial Strategy","Counter Fraud","Yorkshire and The Humber","Outside London","20","20","39680","39490"
"In post","2021","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","London","London","155","150","46580","42920"
"In post","2021","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","North East (England)","Outside London","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Scotland","Outside London","15","15","42330","33860"
"In post","2021","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","South West (England)","Outside London","340","335","37450","34170"
"In post","2021","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Wales","Outside London","460","450","41170","38950"
"In post","2021","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","West Midlands (England)","Outside London","40","40","42370","41060"
"In post","2021","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Yorkshire and The Humber","Outside London","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Economics","London","London","300","295","46710","39640"
"In post","2021","Department for Business, Energy and Industrial Strategy","Economics","Wales","Outside London","10","10","48610","50140"
"In post","2021","Department for Business, Energy and Industrial Strategy","Finance","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Finance","London","London","200","195","52030","53600"
"In post","2021","Department for Business, Energy and Industrial Strategy","Finance","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Finance","North West (England)","Outside London","15","15","40820","42610"
"In post","2021","Department for Business, Energy and Industrial Strategy","Finance","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Finance","South West (England)","Outside London","40","40","43390","41870"
"In post","2021","Department for Business, Energy and Industrial Strategy","Finance","Wales","Outside London","85","75","32870","27460"
"In post","2021","Department for Business, Energy and Industrial Strategy","Finance","West Midlands (England)","Outside London","10","10","36740","41060"
"In post","2021","Department for Business, Energy and Industrial Strategy","Human Resources","East Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Human Resources","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Human Resources","London","London","140","140","49120","46050"
"In post","2021","Department for Business, Energy and Industrial Strategy","Human Resources","North East (England)","Outside London","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Human Resources","North West (England)","Outside London","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Human Resources","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Human Resources","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Human Resources","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Human Resources","South West (England)","Outside London","70","65","38930","33690"
"In post","2021","Department for Business, Energy and Industrial Strategy","Human Resources","Wales","Outside London","160","145","35240","30530"
"In post","2021","Department for Business, Energy and Industrial Strategy","Human Resources","West Midlands (England)","Outside London","20","20","39230","39490"
"In post","2021","Department for Business, Energy and Industrial Strategy","Human Resources","Yorkshire and The Humber","Outside London","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","London","London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Internal Audit","South West (England)","Outside London","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Internal Audit","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","London","London","15","15","46170","42330"
"In post","2021","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","Wales","Outside London","25","25","34190","30360"
"In post","2021","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","West Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Legal","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Legal","London","London","25","25","58810","55260"
