"Status","Year","Disability","Region_ITL1","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","North West (England)","AA/AO","Heterosexual / straight","1880","1635","21150","21010"
"In post","2021","Declared disabled","North West (England)","AA/AO","LGBO","165","155","21670","21010"
"In post","2021","Declared disabled","North West (England)","AA/AO","Undeclared","265","230","21270","21010"
"In post","2021","Declared disabled","North West (England)","AA/AO","Unknown","310","255","21320","21010"
"In post","2021","Declared disabled","North West (England)","EO","Heterosexual / straight","1735","1555","26970","27570"
"In post","2021","Declared disabled","North West (England)","EO","LGBO","160","155","26730","27570"
"In post","2021","Declared disabled","North West (England)","EO","Undeclared","240","210","27010","27570"
"In post","2021","Declared disabled","North West (England)","EO","Unknown","220","195","27350","27570"
"In post","2021","Declared disabled","North West (England)","G6/G7","Heterosexual / straight","310","295","55640","52580"
"In post","2021","Declared disabled","North West (England)","G6/G7","LGBO","25","25","[c]","[c]"
"In post","2021","Declared disabled","North West (England)","G6/G7","Undeclared","35","35","53340","52580"
"In post","2021","Declared disabled","North West (England)","G6/G7","Unknown","25","25","[c]","[c]"
"In post","2021","Declared disabled","North West (England)","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","North West (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North West (England)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North West (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North West (England)","SEO/HEO","Heterosexual / straight","1000","940","35170","33730"
"In post","2021","Declared disabled","North West (England)","SEO/HEO","LGBO","100","95","34480","33190"
"In post","2021","Declared disabled","North West (England)","SEO/HEO","Undeclared","110","105","35420","35000"
"In post","2021","Declared disabled","North West (England)","SEO/HEO","Unknown","70","65","34880","33840"
"In post","2021","Declared disabled","North West (England)","Unknown","Heterosexual / straight","270","250","30470","30210"
"In post","2021","Declared disabled","North West (England)","Unknown","LGBO","25","25","[c]","[c]"
"In post","2021","Declared disabled","North West (England)","Unknown","Undeclared","35","30","31310","31420"
"In post","2021","Declared disabled","North West (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","AA/AO","Heterosexual / straight","110","100","21040","20920"
"In post","2021","Declared disabled","Northern Ireland","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","AA/AO","Undeclared","15","10","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","AA/AO","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","EO","Heterosexual / straight","65","60","26510","25900"
"In post","2021","Declared disabled","Northern Ireland","EO","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","EO","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","EO","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","SEO/HEO","Heterosexual / straight","65","65","34330","31870"
"In post","2021","Declared disabled","Northern Ireland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","G6/G7","Heterosexual / straight","65","65","60980","58850"
"In post","2021","Declared disabled","Overseas","G6/G7","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Overseas","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Overseas","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Overseas","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","SEO/HEO","Heterosexual / straight","65","65","36530","34770"
"In post","2021","Declared disabled","Overseas","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Overseas","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","Overseas","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Overseas","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","AA/AO","Heterosexual / straight","1095","955","21530","21010"
"In post","2021","Declared disabled","Scotland","AA/AO","LGBO","135","130","21300","21010"
"In post","2021","Declared disabled","Scotland","AA/AO","Undeclared","165","145","21790","21010"
"In post","2021","Declared disabled","Scotland","AA/AO","Unknown","215","185","22540","21440"
"In post","2021","Declared disabled","Scotland","EO","Heterosexual / straight","1060","960","27780","27570"
"In post","2021","Declared disabled","Scotland","EO","LGBO","100","95","27250","27570"
"In post","2021","Declared disabled","Scotland","EO","Undeclared","120","110","27620","27570"
"In post","2021","Declared disabled","Scotland","EO","Unknown","205","185","30470","30160"
"In post","2021","Declared disabled","Scotland","G6/G7","Heterosexual / straight","225","215","58990","56610"
"In post","2021","Declared disabled","Scotland","G6/G7","LGBO","40","40","59430","56300"
"In post","2021","Declared disabled","Scotland","G6/G7","Undeclared","25","25","[c]","[c]"
"In post","2021","Declared disabled","Scotland","G6/G7","Unknown","20","20","[c]","[c]"
"In post","2021","Declared disabled","Scotland","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Scotland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","SEO/HEO","Heterosexual / straight","740","705","37800","36100"
"In post","2021","Declared disabled","Scotland","SEO/HEO","LGBO","125","120","35100","33270"
"In post","2021","Declared disabled","Scotland","SEO/HEO","Undeclared","70","65","37650","35230"
"In post","2021","Declared disabled","Scotland","SEO/HEO","Unknown","105","95","39190","38630"
"In post","2021","Declared disabled","Scotland","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","AA/AO","Heterosexual / straight","1105","990","23020","21430"
"In post","2021","Declared disabled","South East (England)","AA/AO","LGBO","125","120","24150","22430"
"In post","2021","Declared disabled","South East (England)","AA/AO","Undeclared","150","130","22740","21070"
"In post","2021","Declared disabled","South East (England)","AA/AO","Unknown","130","105","22730","21350"
"In post","2021","Declared disabled","South East (England)","EO","Heterosexual / straight","1110","1020","28140","27570"
"In post","2021","Declared disabled","South East (England)","EO","LGBO","120","115","28560","27570"
"In post","2021","Declared disabled","South East (England)","EO","Undeclared","175","160","28010","27570"
"In post","2021","Declared disabled","South East (England)","EO","Unknown","95","80","28850","27570"
"In post","2021","Declared disabled","South East (England)","G6/G7","Heterosexual / straight","215","205","54680","53350"
"In post","2021","Declared disabled","South East (England)","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","G6/G7","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","G6/G7","Unknown","20","20","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","SEO/HEO","Heterosexual / straight","785","745","36460","35120"
"In post","2021","Declared disabled","South East (England)","SEO/HEO","LGBO","80","80","35810","34490"
"In post","2021","Declared disabled","South East (England)","SEO/HEO","Undeclared","105","100","37140","35010"
"In post","2021","Declared disabled","South East (England)","SEO/HEO","Unknown","50","45","36560","36030"
"In post","2021","Declared disabled","South East (England)","Unknown","Heterosexual / straight","215","200","30310","30210"
"In post","2021","Declared disabled","South East (England)","Unknown","LGBO","20","20","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","Unknown","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South West (England)","AA/AO","Heterosexual / straight","785","700","21520","21010"
"In post","2021","Declared disabled","South West (England)","AA/AO","LGBO","90","85","22670","21010"
"In post","2021","Declared disabled","South West (England)","AA/AO","Undeclared","135","120","22120","21010"
"In post","2021","Declared disabled","South West (England)","AA/AO","Unknown","90","75","22080","21010"
"In post","2021","Declared disabled","South West (England)","EO","Heterosexual / straight","945","860","26640","27570"
"In post","2021","Declared disabled","South West (England)","EO","LGBO","105","100","26060","27570"
"In post","2021","Declared disabled","South West (England)","EO","Undeclared","145","130","26890","27130"
"In post","2021","Declared disabled","South West (England)","EO","Unknown","100","85","26770","27570"
"In post","2021","Declared disabled","South West (England)","G6/G7","Heterosexual / straight","320","310","55980","54540"
"In post","2021","Declared disabled","South West (England)","G6/G7","LGBO","30","25","[c]","[c]"
"In post","2021","Declared disabled","South West (England)","G6/G7","Undeclared","60","60","55960","54540"
"In post","2021","Declared disabled","South West (England)","G6/G7","Unknown","25","25","[c]","[c]"
"In post","2021","Declared disabled","South West (England)","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Declared disabled","South West (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South West (England)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South West (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South West (England)","SEO/HEO","Heterosexual / straight","1165","1110","36390","35900"
"In post","2021","Declared disabled","South West (England)","SEO/HEO","LGBO","115","110","33640","32390"
"In post","2021","Declared disabled","South West (England)","SEO/HEO","Undeclared","185","175","37030","37320"
"In post","2021","Declared disabled","South West (England)","SEO/HEO","Unknown","110","105","36240","34900"
"In post","2021","Declared disabled","South West (England)","Unknown","Heterosexual / straight","260","245","34660","32710"
"In post","2021","Declared disabled","South West (England)","Unknown","LGBO","20","20","[c]","[c]"
"In post","2021","Declared disabled","South West (England)","Unknown","Undeclared","40","40","38690","37170"
"In post","2021","Declared disabled","South West (England)","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Unknown","AA/AO","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Declared disabled","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","EO","Heterosexual / straight","70","65","27950","27570"
"In post","2021","Declared disabled","Unknown","EO","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Unknown","EO","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Unknown","EO","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Unknown","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","SEO/HEO","Heterosexual / straight","40","40","35380","34290"
"In post","2021","Declared disabled","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wales","AA/AO","Heterosexual / straight","945","815","20970","21010"
"In post","2021","Declared disabled","Wales","AA/AO","LGBO","85","80","20660","21010"
"In post","2021","Declared disabled","Wales","AA/AO","Undeclared","295","235","20470","21010"
"In post","2021","Declared disabled","Wales","AA/AO","Unknown","95","75","21270","21010"
"In post","2021","Declared disabled","Wales","EO","Heterosexual / straight","740","670","27060","27570"
"In post","2021","Declared disabled","Wales","EO","LGBO","80","75","26950","27570"
"In post","2021","Declared disabled","Wales","EO","Undeclared","125","110","27270","27460"
"In post","2021","Declared disabled","Wales","EO","Unknown","70","60","26970","27570"
"In post","2021","Declared disabled","Wales","G6/G7","Heterosexual / straight","155","145","58090","57270"
"In post","2021","Declared disabled","Wales","G6/G7","LGBO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Wales","G6/G7","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","Wales","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Wales","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","Wales","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wales","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wales","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wales","SEO/HEO","Heterosexual / straight","525","490","35970","35000"
"In post","2021","Declared disabled","Wales","SEO/HEO","LGBO","65","60","34950","33350"
"In post","2021","Declared disabled","Wales","SEO/HEO","Undeclared","75","70","37420","37410"
"In post","2021","Declared disabled","Wales","SEO/HEO","Unknown","35","30","34240","33140"
"In post","2021","Declared disabled","Wales","Unknown","Heterosexual / straight","160","150","30000","28500"
"In post","2021","Declared disabled","Wales","Unknown","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Wales","Unknown","Undeclared","20","15","[c]","[c]"
"In post","2021","Declared disabled","Wales","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","West Midlands (England)","AA/AO","Heterosexual / straight","850","755","21530","21010"
"In post","2021","Declared disabled","West Midlands (England)","AA/AO","LGBO","95","95","21930","21010"
"In post","2021","Declared disabled","West Midlands (England)","AA/AO","Undeclared","130","115","22060","21010"
"In post","2021","Declared disabled","West Midlands (England)","AA/AO","Unknown","105","85","21230","21010"
"In post","2021","Declared disabled","West Midlands (England)","EO","Heterosexual / straight","950","860","27010","27570"
"In post","2021","Declared disabled","West Midlands (England)","EO","LGBO","85","75","26840","27570"
"In post","2021","Declared disabled","West Midlands (England)","EO","Undeclared","130","110","27460","27570"
"In post","2021","Declared disabled","West Midlands (England)","EO","Unknown","105","95","27600","27570"
"In post","2021","Declared disabled","West Midlands (England)","G6/G7","Heterosexual / straight","140","135","56200","52970"
"In post","2021","Declared disabled","West Midlands (England)","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","West Midlands (England)","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","West Midlands (England)","G6/G7","Unknown","20","15","[c]","[c]"
"In post","2021","Declared disabled","West Midlands (England)","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","West Midlands (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","West Midlands (England)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","West Midlands (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","West Midlands (England)","SEO/HEO","Heterosexual / straight","545","515","35840","34290"
"In post","2021","Declared disabled","West Midlands (England)","SEO/HEO","LGBO","55","55","33590","31990"
"In post","2021","Declared disabled","West Midlands (England)","SEO/HEO","Undeclared","60","60","35570","33840"
"In post","2021","Declared disabled","West Midlands (England)","SEO/HEO","Unknown","45","40","36070","35000"
"In post","2021","Declared disabled","West Midlands (England)","Unknown","Heterosexual / straight","215","195","30730","30210"
