"Status","Year","Disability","Ethnicity","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Asian","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Scotland","AO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Asian","Scotland","EO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Scotland","HEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","South East (England)","AA","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","South East (England)","AO","35","30","23620","22000"
"In post","2021","Declared disabled","Asian","South East (England)","EO","45","40","28540","29290"
"In post","2021","Declared disabled","Asian","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","South East (England)","G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","South East (England)","HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","South East (England)","SEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","South East (England)","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","South West (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","South West (England)","AO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","South West (England)","EO","20","15","[c]","[c]"
"In post","2021","Declared disabled","Asian","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","South West (England)","HEO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Asian","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","South West (England)","SEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Unknown","EO","20","15","[c]","[c]"
"In post","2021","Declared disabled","Asian","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Wales","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Wales","AO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","Wales","EO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","West Midlands (England)","AA","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","West Midlands (England)","AO","135","120","20750","20880"
"In post","2021","Declared disabled","Asian","West Midlands (England)","EO","160","150","26970","27570"
"In post","2021","Declared disabled","Asian","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","West Midlands (England)","G7","10","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","West Midlands (England)","HEO","35","35","31730","31810"
"In post","2021","Declared disabled","Asian","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","West Midlands (England)","SEO","30","30","37970","38310"
"In post","2021","Declared disabled","Asian","West Midlands (England)","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","Asian","Yorkshire and The Humber","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Yorkshire and The Humber","AO","60","50","21450","21010"
"In post","2021","Declared disabled","Asian","Yorkshire and The Humber","EO","75","70","26650","27570"
"In post","2021","Declared disabled","Asian","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Yorkshire and The Humber","G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Yorkshire and The Humber","HEO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Asian","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Yorkshire and The Humber","SEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Yorkshire and The Humber","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","East Midlands (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","East Midlands (England)","AO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Black","East Midlands (England)","EO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Black","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","East Midlands (England)","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","Black","East of England","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","East of England","AO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Black","East of England","EO","40","40","29040","29290"
"In post","2021","Declared disabled","Black","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","East of England","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","East of England","HEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","East of England","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","East of England","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","London","AA","30","25","22060","22210"
"In post","2021","Declared disabled","Black","London","AO","250","230","25370","25110"
"In post","2021","Declared disabled","Black","London","EO","465","440","30320","31060"
"In post","2021","Declared disabled","Black","London","G6","15","15","[c]","[c]"
"In post","2021","Declared disabled","Black","London","G7","80","75","57090","55560"
"In post","2021","Declared disabled","Black","London","HEO","170","165","35540","35400"
"In post","2021","Declared disabled","Black","London","SCS level","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","London","SEO","95","95","42330","41950"
"In post","2021","Declared disabled","Black","London","Unknown","100","95","33770","32090"
"In post","2021","Declared disabled","Black","North East (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","North East (England)","AO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","North East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","North West (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","North West (England)","AO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Black","North West (England)","EO","25","20","[c]","[c]"
"In post","2021","Declared disabled","Black","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","North West (England)","HEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","North West (England)","SEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Northern Ireland","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Northern Ireland","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Overseas","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Scotland","EO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","South East (England)","AA","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","South East (England)","AO","20","15","[c]","[c]"
"In post","2021","Declared disabled","Black","South East (England)","EO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Black","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","South East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","South East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","South East (England)","SEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","South East (England)","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","South West (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","South West (England)","AO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","South West (England)","EO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Black","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","South West (England)","HEO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Black","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","South West (England)","SEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","South West (England)","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Wales","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Wales","AO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","West Midlands (England)","AA","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","West Midlands (England)","AO","40","35","21880","21010"
"In post","2021","Declared disabled","Black","West Midlands (England)","EO","50","45","26770","27570"
"In post","2021","Declared disabled","Black","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","West Midlands (England)","HEO","20","15","[c]","[c]"
"In post","2021","Declared disabled","Black","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","West Midlands (England)","SEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","West Midlands (England)","Unknown","30","30","30490","28200"
"In post","2021","Declared disabled","Black","Yorkshire and The Humber","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Yorkshire and The Humber","AO","20","15","[c]","[c]"
"In post","2021","Declared disabled","Black","Yorkshire and The Humber","EO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Black","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Yorkshire and The Humber","G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Yorkshire and The Humber","HEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Yorkshire and The Humber","SEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Yorkshire and The Humber","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Chinese","East Midlands (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","East of England","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","East of England","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","East of England","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","East of England","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","East of England","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","London","AO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Chinese","London","EO","15","10","[c]","[c]"
"In post","2021","Declared disabled","Chinese","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","London","HEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Chinese","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","North East (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","North East (England)","AO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Chinese","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","North East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","North West (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","North West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","North West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Northern Ireland","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Northern Ireland","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Overseas","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Scotland","SCS level","[c]","[c]","[c]","[c]"
