"Status","Year","Function_of_post","Region_ITL3","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Finance","Portsmouth","Outside London","EO","30","30","26920","26670"
"In post","2021","Finance","Portsmouth","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2021","Finance","Portsmouth","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Portsmouth","Outside London","SEO/HEO","60","60","39670","40580"
"In post","2021","Finance","Powys","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Sefton","Outside London","AA/AO","10","10","20450","20070"
"In post","2021","Finance","Sefton","Outside London","EO","10","10","25890","25650"
"In post","2021","Finance","Sefton","Outside London","G6/G7","15","15","56030","53850"
"In post","2021","Finance","Sefton","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Sefton","Outside London","SEO/HEO","20","20","38130","38630"
"In post","2021","Finance","Sheffield","Outside London","EO","10","10","25520","25000"
"In post","2021","Finance","Sheffield","Outside London","G6/G7","35","30","53240","50620"
"In post","2021","Finance","Sheffield","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Sheffield","Outside London","SEO/HEO","40","40","34710","36500"
"In post","2021","Finance","Shropshire CC","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Shropshire CC","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Shropshire CC","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Shropshire CC","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Solihull","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Finance","Solihull","Outside London","SEO/HEO","10","10","36410","37310"
"In post","2021","Finance","Somerset","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Somerset","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Finance","Somerset","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Somerset","Outside London","SEO/HEO","10","10","37520","36230"
"In post","2021","Finance","South and West Derbyshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","South and West Derbyshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","South Hampshire","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Finance","South Hampshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","South Hampshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Finance","South Hampshire","Outside London","SEO/HEO","15","10","36760","33300"
"In post","2021","Finance","South Lanarkshire","Outside London","AA/AO","20","20","21070","21490"
"In post","2021","Finance","South Lanarkshire","Outside London","EO","25","25","25800","26120"
"In post","2021","Finance","South Lanarkshire","Outside London","G6/G7","40","40","53900","52410"
"In post","2021","Finance","South Lanarkshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Finance","South Lanarkshire","Outside London","SEO/HEO","50","50","35080","33930"
"In post","2021","Finance","South Nottinghamshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","South Nottinghamshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","South Nottinghamshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","South Nottinghamshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","South Teesside","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","South Teesside","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","South Teesside","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","South West Wales","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Southampton","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Southampton","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Finance","Southampton","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Finance","Southampton","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Southampton","Outside London","SEO/HEO","15","15","36290","39040"
"In post","2021","Finance","Southend-on-Sea","Outside London","AA/AO","65","55","20700","20140"
"In post","2021","Finance","Southend-on-Sea","Outside London","EO","40","40","26510","25560"
"In post","2021","Finance","Southend-on-Sea","Outside London","G6/G7","15","15","54110","52580"
"In post","2021","Finance","Southend-on-Sea","Outside London","SEO/HEO","75","70","35150","35000"
"In post","2021","Finance","Staffordshire CC","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","Finance","Staffordshire CC","Outside London","EO","25","25","26240","26670"
"In post","2021","Finance","Staffordshire CC","Outside London","G6/G7","10","10","57880","57540"
"In post","2021","Finance","Staffordshire CC","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Staffordshire CC","Outside London","SEO/HEO","30","30","39940","39870"
"In post","2021","Finance","Suffolk","Outside London","AA/AO","15","10","21380","21130"
"In post","2021","Finance","Suffolk","Outside London","EO","10","10","26430","26670"
"In post","2021","Finance","Suffolk","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Finance","Suffolk","Outside London","SEO/HEO","10","10","37120","37170"
"In post","2021","Finance","Sunderland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Sunderland","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Finance","Sunderland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Sunderland","Outside London","SEO/HEO","20","20","34690","31810"
"In post","2021","Finance","Swansea","Outside London","AA/AO","40","40","20300","21590"
"In post","2021","Finance","Swansea","Outside London","EO","35","35","26490","26470"
"In post","2021","Finance","Swansea","Outside London","G6/G7","30","30","53730","52240"
"In post","2021","Finance","Swansea","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Swansea","Outside London","SEO/HEO","85","85","37530","38650"
"In post","2021","Finance","Swindon","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Swindon","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Swindon","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Swindon","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Finance","Telford and Wrekin","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Telford and Wrekin","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Finance","Telford and Wrekin","Outside London","G6/G7","25","20","55630","52580"
"In post","2021","Finance","Telford and Wrekin","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Telford and Wrekin","Outside London","SEO/HEO","35","35","36210","38630"
"In post","2021","Finance","Tower Hamlets","London","AA/AO","10","10","24250","23920"
"In post","2021","Finance","Tower Hamlets","London","EO","45","45","28470","27940"
"In post","2021","Finance","Tower Hamlets","London","G6/G7","115","115","62570","60300"
"In post","2021","Finance","Tower Hamlets","London","SCS level","15","15","93700","95540"
"In post","2021","Finance","Tower Hamlets","London","SEO/HEO","145","140","40020","40450"
"In post","2021","Finance","Tyneside","Outside London","AA/AO","50","40","20260","20070"
"In post","2021","Finance","Tyneside","Outside London","EO","40","35","26380","25560"
"In post","2021","Finance","Tyneside","Outside London","G6/G7","70","65","54480","52580"
"In post","2021","Finance","Tyneside","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Tyneside","Outside London","SEO/HEO","165","160","35140","35000"
"In post","2021","Finance","Wakefield","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Finance","Wakefield","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Wakefield","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Warrington","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Finance","Warrington","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Finance","Warrington","Outside London","SEO/HEO","15","15","35840","35900"
"In post","2021","Finance","Warwickshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Warwickshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","West Cumbria","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","West Cumbria","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","West Cumbria","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Finance","West Kent","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","West Lothian","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","West Northamptonshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","West Northamptonshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Finance","West Northamptonshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","West Surrey","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","West Surrey","Outside London","EO","10","10","[c]","[c]"
"In post","2021","Finance","West Surrey","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","West Surrey","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Finance","West Sussex (North East)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","West Sussex (North East)","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","West Sussex (North East)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","West Sussex (North East)","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","West Sussex (South West)","Outside London","AA/AO","75","65","21050","21440"
"In post","2021","Finance","West Sussex (South West)","Outside London","EO","45","40","26630","25560"
"In post","2021","Finance","West Sussex (South West)","Outside London","G6/G7","25","25","55510","52580"
"In post","2021","Finance","West Sussex (South West)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Finance","West Sussex (South West)","Outside London","SEO/HEO","90","85","34940","32730"
"In post","2021","Finance","Westminster","London","AA/AO","55","50","23730","23690"
"In post","2021","Finance","Westminster","London","EO","210","200","28220","28000"
"In post","2021","Finance","Westminster","London","G6/G7","695","680","61030","59530"
"In post","2021","Finance","Westminster","London","SCS level","140","135","91660","85800"
"In post","2021","Finance","Westminster","London","SEO/HEO","815","800","39020","38590"
"In post","2021","Finance","Westminster","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Wiltshire","Outside London","AA/AO","20","20","20850","20920"
"In post","2021","Finance","Wiltshire","Outside London","EO","65","60","26300","26670"
"In post","2021","Finance","Wiltshire","Outside London","G6/G7","50","50","56840","56500"
"In post","2021","Finance","Wiltshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Wiltshire","Outside London","SEO/HEO","110","105","37440","36330"
"In post","2021","Finance","Wirral","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Wirral","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Wirral","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Wolverhampton","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Worcestershire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Worcestershire","Outside London","G6/G7","10","10","55960","52360"
"In post","2021","Finance","Worcestershire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Worcestershire","Outside London","SEO/HEO","15","15","36830","37410"
"In post","2021","Finance","York","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2021","Finance","York","Outside London","EO","20","20","26470","26670"
"In post","2021","Finance","York","Outside London","G6/G7","40","35","56030","53130"
"In post","2021","Finance","York","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Finance","York","Outside London","SEO/HEO","60","55","35270","36750"
"In post","2021","Grants Management","Berkshire","Outside London","AA/AO","70","65","21050","21050"
"In post","2021","Grants Management","Berkshire","Outside London","EO","30","25","25580","25440"
"In post","2021","Grants Management","Berkshire","Outside London","G6/G7","15","15","53670","52290"
"In post","2021","Grants Management","Berkshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Berkshire","Outside London","SEO/HEO","40","40","33870","31900"
"In post","2021","Grants Management","Bristol, City of","Outside London","AA/AO","10","10","21050","21050"
"In post","2021","Grants Management","Bristol, City of","Outside London","EO","10","10","25610","25190"
"In post","2021","Grants Management","Bristol, City of","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Bristol, City of","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Grants Management","Cambridgeshire CC","Outside London","AA/AO","15","15","21050","21050"
"In post","2021","Grants Management","Cambridgeshire CC","Outside London","EO","15","15","25740","26200"
"In post","2021","Grants Management","Cambridgeshire CC","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Cambridgeshire CC","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Grants Management","Cheshire East","Outside London","AA/AO","45","40","20910","21050"
"In post","2021","Grants Management","Cheshire East","Outside London","EO","40","35","25520","25190"
"In post","2021","Grants Management","Cheshire East","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Cheshire East","Outside London","SEO/HEO","15","10","32000","30230"
"In post","2021","Grants Management","Cornwall and Isles of Scilly","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Grants Management","Cornwall and Isles of Scilly","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Devon CC","Outside London","AA/AO","80","70","21020","21050"
"In post","2021","Grants Management","Devon CC","Outside London","EO","55","50","25860","25900"
"In post","2021","Grants Management","Devon CC","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Grants Management","Devon CC","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Devon CC","Outside London","SEO/HEO","40","40","32090","30640"
"In post","2021","Grants Management","East Cumbria","Outside London","AA/AO","130","115","21050","21050"
"In post","2021","Grants Management","East Cumbria","Outside London","EO","55","50","25690","25770"
"In post","2021","Grants Management","East Cumbria","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Grants Management","East Cumbria","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","East Cumbria","Outside London","SEO/HEO","35","30","32910","30810"
"In post","2021","Grants Management","East Riding of Yorkshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","East Riding of Yorkshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","East Sussex CC","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Gwynedd","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","Grants Management","Gwynedd","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Heart of Essex","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Heart of Essex","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Kingston upon Hull, City of","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Leeds","Outside London","AA/AO","25","25","21050","21050"
"In post","2021","Grants Management","Leeds","Outside London","EO","10","10","25210","25190"
"In post","2021","Grants Management","Leeds","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Leeds","Outside London","SEO/HEO","10","10","33350","31180"
"In post","2021","Grants Management","Lincolnshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Lincolnshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Mid Kent","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Mid Kent","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Mid Lancashire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","North Northamptonshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","North Northamptonshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","North Yorkshire CC","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Grants Management","North Yorkshire CC","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Grants Management","Northumberland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Northumberland","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Norwich and East Norfolk","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Nottingham","Outside London","AA/AO","25","25","21050","21050"
"In post","2021","Grants Management","Nottingham","Outside London","EO","20","20","25520","25600"
"In post","2021","Grants Management","Nottingham","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Nottingham","Outside London","SEO/HEO","15","15","31790","31040"
"In post","2021","Grants Management","Oxfordshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Oxfordshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Peterborough","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Shropshire CC","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Grants Management","Shropshire CC","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Somerset","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2021","Grants Management","Somerset","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Grants Management","Somerset","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","South Hampshire","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Grants Management","South Hampshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Tyneside","Outside London","AA/AO","135","120","21050","21050"
"In post","2021","Grants Management","Tyneside","Outside London","EO","70","65","25400","25190"
"In post","2021","Grants Management","Tyneside","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Grants Management","Tyneside","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Tyneside","Outside London","SEO/HEO","45","45","32440","30990"
"In post","2021","Grants Management","West Cumbria","Outside London","AA/AO","295","255","20960","21050"
"In post","2021","Grants Management","West Cumbria","Outside London","EO","80","70","25240","25100"
"In post","2021","Grants Management","West Cumbria","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Grants Management","West Cumbria","Outside London","SEO/HEO","40","35","32520","30970"
"In post","2021","Grants Management","West Surrey","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","West Surrey","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Westminster","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Wiltshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Worcestershire","Outside London","AA/AO","60","55","20950","21050"
"In post","2021","Grants Management","Worcestershire","Outside London","EO","45","45","25540","25190"
"In post","2021","Grants Management","Worcestershire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Worcestershire","Outside London","SEO/HEO","25","20","32040","30610"
"In post","2021","Grants Management","York","Outside London","AA/AO","45","45","21050","21050"
"In post","2021","Grants Management","York","Outside London","EO","55","50","25210","24920"
"In post","2021","Grants Management","York","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Grants Management","York","Outside London","SEO/HEO","20","20","32440","30370"
"In post","2021","Human Resources","Aberdeen City and Aberdeenshire","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","Human Resources","Aberdeen City and Aberdeenshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Aberdeen City and Aberdeenshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Aberdeen City and Aberdeenshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Antrim and Newtownabbey","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Antrim and Newtownabbey","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Antrim and Newtownabbey","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Barnet","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Barnet","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Barnet","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Barnet","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Barnsley, Doncaster and Rotherham","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Barnsley, Doncaster and Rotherham","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Human Resources","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","AA/AO","110","100","21110","20920"
"In post","2021","Human Resources","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","EO","90","80","24470","25480"
"In post","2021","Human Resources","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","G6/G7","60","60","59200","55440"
"In post","2021","Human Resources","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","SCS level","10","10","96280","92160"
"In post","2021","Human Resources","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","SEO/HEO","160","150","35480","35000"
"In post","2021","Human Resources","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Unknown","195","185","37910","32710"
"In post","2021","Human Resources","Bedford","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Bedford","Outside London","EO","15","15","31610","31780"
"In post","2021","Human Resources","Bedford","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Bedford","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Human Resources","Belfast","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Belfast","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Human Resources","Belfast","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Berkshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Berkshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Berkshire","Outside London","G6/G7","15","15","53030","51250"
"In post","2021","Human Resources","Berkshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Berkshire","Outside London","SEO/HEO","15","15","35050","35030"
"In post","2021","Human Resources","Bexley and Greenwich","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Bexley and Greenwich","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Birmingham","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Birmingham","Outside London","EO","15","15","25640","26340"
"In post","2021","Human Resources","Birmingham","Outside London","G6/G7","30","30","54520","53100"
"In post","2021","Human Resources","Birmingham","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Birmingham","Outside London","SEO/HEO","60","55","37430","38090"
"In post","2021","Human Resources","Blackburn with Darwen","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Blackpool","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Blackpool","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Blackpool","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Bournemouth and Poole","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Bradford","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Bradford","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Human Resources","Bradford","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Bradford","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Bradford","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Human Resources","Brent","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Bridgend and Neath Port Talbot","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Brighton and Hove","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Brighton and Hove","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Bristol, City of","Outside London","AA/AO","10","10","21270","21590"
"In post","2021","Human Resources","Bristol, City of","Outside London","EO","10","10","26420","26260"
"In post","2021","Human Resources","Bristol, City of","Outside London","G6/G7","45","45","55010","52630"
"In post","2021","Human Resources","Bristol, City of","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Bristol, City of","Outside London","SEO/HEO","85","80","35900","36520"
"In post","2021","Human Resources","Buckinghamshire CC","Outside London","AA/AO","20","20","22690","22920"
"In post","2021","Human Resources","Buckinghamshire CC","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Human Resources","Buckinghamshire CC","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Human Resources","Buckinghamshire CC","Outside London","SEO/HEO","15","15","40500","42580"
"In post","2021","Human Resources","Caithness and Sutherland and Ross and Cromarty","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Caithness and Sutherland and Ross and Cromarty","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Calderdale and Kirklees","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Calderdale and Kirklees","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Cambridgeshire CC","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Cambridgeshire CC","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Cambridgeshire CC","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Human Resources","Cambridgeshire CC","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Cambridgeshire CC","Outside London","SEO/HEO","15","15","40530","40000"
"In post","2021","Human Resources","Camden and City of London","London","AA/AO","5","5","[c]","[c]"
"In post","2021","Human Resources","Camden and City of London","London","EO","10","10","31240","32520"
"In post","2021","Human Resources","Camden and City of London","London","G6/G7","5","5","[c]","[c]"
"In post","2021","Human Resources","Camden and City of London","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Camden and City of London","London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Human Resources","Cardiff and Vale of Glamorgan","Outside London","AA/AO","25","20","21600","22180"
"In post","2021","Human Resources","Cardiff and Vale of Glamorgan","Outside London","EO","45","45","25470","24900"
"In post","2021","Human Resources","Cardiff and Vale of Glamorgan","Outside London","G6/G7","40","40","56290","52850"
"In post","2021","Human Resources","Cardiff and Vale of Glamorgan","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Human Resources","Cardiff and Vale of Glamorgan","Outside London","SEO/HEO","75","70","35880","35000"
"In post","2021","Human Resources","Cardiff and Vale of Glamorgan","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Central Bedfordshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
