"Status","Year","Ethnicity","Function_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Analysis","Heterosexual / straight","360","355","42360","38630"
"In post","2021","Asian","Analysis","LGBO","15","15","[c]","[c]"
"In post","2021","Asian","Analysis","Undeclared","20","20","[c]","[c]"
"In post","2021","Asian","Analysis","Unknown","30","30","42560","37820"
"In post","2021","Asian","Commercial","Heterosexual / straight","240","235","41840","36780"
"In post","2021","Asian","Commercial","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","Commercial","Undeclared","10","10","[c]","[c]"
"In post","2021","Asian","Commercial","Unknown","20","20","[c]","[c]"
"In post","2021","Asian","Communications","Heterosexual / straight","420","415","32730","30720"
"In post","2021","Asian","Communications","LGBO","15","15","[c]","[c]"
"In post","2021","Asian","Communications","Undeclared","25","25","[c]","[c]"
"In post","2021","Asian","Communications","Unknown","45","40","31450","31810"
"In post","2021","Asian","Counter Fraud","Heterosexual / straight","460","445","32850","31810"
"In post","2021","Asian","Counter Fraud","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Undeclared","20","20","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Unknown","120","115","30510","29570"
"In post","2021","Asian","Debt","Heterosexual / straight","215","190","23030","21020"
"In post","2021","Asian","Debt","LGBO","10","10","[c]","[c]"
"In post","2021","Asian","Debt","Undeclared","30","25","[c]","[c]"
"In post","2021","Asian","Debt","Unknown","95","80","25950","25560"
"In post","2021","Asian","Digital, Data & Technology","Heterosexual / straight","640","630","41290","36760"
"In post","2021","Asian","Digital, Data & Technology","LGBO","25","20","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Undeclared","35","35","39910","36500"
"In post","2021","Asian","Digital, Data & Technology","Unknown","105","105","40850","39020"
"In post","2021","Asian","Finance","Heterosexual / straight","625","605","38850","35850"
"In post","2021","Asian","Finance","LGBO","10","10","[c]","[c]"
"In post","2021","Asian","Finance","Undeclared","40","40","37130","34360"
"In post","2021","Asian","Finance","Unknown","70","65","33130","30390"
"In post","2021","Asian","Grants Management","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Asian","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Heterosexual / straight","420","405","36950","33290"
"In post","2021","Asian","Human Resources","LGBO","10","10","[c]","[c]"
"In post","2021","Asian","Human Resources","Undeclared","20","20","[c]","[c]"
"In post","2021","Asian","Human Resources","Unknown","25","25","[c]","[c]"
"In post","2021","Asian","Internal Audit","Heterosexual / straight","65","65","46560","44020"
"In post","2021","Asian","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Heterosexual / straight","930","870","42260","40800"
"In post","2021","Asian","Legal","LGBO","25","25","[c]","[c]"
"In post","2021","Asian","Legal","Undeclared","35","35","41220","41220"
"In post","2021","Asian","Legal","Unknown","155","135","44160","44860"
"In post","2021","Asian","No function","Heterosexual / straight","7685","7230","32530","28880"
"In post","2021","Asian","No function","LGBO","230","215","32720","27710"
"In post","2021","Asian","No function","Undeclared","505","460","31070","26880"
"In post","2021","Asian","No function","Unknown","900","825","33370","28130"
"In post","2021","Asian","Project Delivery","Heterosexual / straight","985","960","41250","38080"
"In post","2021","Asian","Project Delivery","LGBO","25","25","[c]","[c]"
"In post","2021","Asian","Project Delivery","Undeclared","40","40","42990","41710"
"In post","2021","Asian","Project Delivery","Unknown","85","80","44890","39650"
"In post","2021","Asian","Property","Heterosexual / straight","240","225","35400","31030"
"In post","2021","Asian","Property","LGBO","10","10","[c]","[c]"
"In post","2021","Asian","Property","Undeclared","25","20","[c]","[c]"
"In post","2021","Asian","Property","Unknown","40","35","30140","28000"
"In post","2021","Asian","Security","Heterosexual / straight","195","190","32040","30500"
"In post","2021","Asian","Security","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","Security","Undeclared","10","10","[c]","[c]"
"In post","2021","Asian","Security","Unknown","15","15","[c]","[c]"
"In post","2021","Asian","Unknown","Heterosexual / straight","10235","9490","30030","27570"
"In post","2021","Asian","Unknown","LGBO","180","165","29020","27570"
"In post","2021","Asian","Unknown","Undeclared","840","740","28330","27570"
"In post","2021","Asian","Unknown","Unknown","1480","1245","27850","27570"
"In post","2021","Black","Analysis","Heterosexual / straight","145","140","39160","36160"
"In post","2021","Black","Analysis","LGBO","10","10","[c]","[c]"
"In post","2021","Black","Analysis","Undeclared","5","5","[c]","[c]"
"In post","2021","Black","Analysis","Unknown","20","20","[c]","[c]"
"In post","2021","Black","Commercial","Heterosexual / straight","155","150","41030","37260"
"In post","2021","Black","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Commercial","Undeclared","10","10","[c]","[c]"
"In post","2021","Black","Commercial","Unknown","20","20","[c]","[c]"
"In post","2021","Black","Communications","Heterosexual / straight","165","160","33180","29720"
"In post","2021","Black","Communications","LGBO","5","5","[c]","[c]"
"In post","2021","Black","Communications","Undeclared","10","10","[c]","[c]"
"In post","2021","Black","Communications","Unknown","25","25","[c]","[c]"
"In post","2021","Black","Counter Fraud","Heterosexual / straight","195","190","31470","29570"
"In post","2021","Black","Counter Fraud","LGBO","5","5","[c]","[c]"
"In post","2021","Black","Counter Fraud","Undeclared","10","10","[c]","[c]"
"In post","2021","Black","Counter Fraud","Unknown","40","35","30650","29570"
"In post","2021","Black","Debt","Heterosexual / straight","100","95","24990","24120"
"In post","2021","Black","Debt","LGBO","5","5","[c]","[c]"
"In post","2021","Black","Debt","Undeclared","5","5","[c]","[c]"
"In post","2021","Black","Debt","Unknown","40","35","26450","25630"
"In post","2021","Black","Digital, Data & Technology","Heterosexual / straight","315","315","38940","35960"
"In post","2021","Black","Digital, Data & Technology","LGBO","10","10","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","Undeclared","10","10","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","Unknown","35","35","40310","38300"
"In post","2021","Black","Finance","Heterosexual / straight","315","310","39940","36820"
"In post","2021","Black","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Undeclared","10","10","[c]","[c]"
"In post","2021","Black","Finance","Unknown","25","20","[c]","[c]"
"In post","2021","Black","Grants Management","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","Black","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Heterosexual / straight","275","270","37810","34370"
"In post","2021","Black","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Undeclared","10","10","[c]","[c]"
"In post","2021","Black","Human Resources","Unknown","15","15","[c]","[c]"
"In post","2021","Black","Internal Audit","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Black","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","Heterosexual / straight","515","500","40320","33930"
"In post","2021","Black","Legal","LGBO","15","15","[c]","[c]"
"In post","2021","Black","Legal","Undeclared","25","25","[c]","[c]"
"In post","2021","Black","Legal","Unknown","90","85","44950","43460"
"In post","2021","Black","No function","Heterosexual / straight","4880","4715","32080","29750"
"In post","2021","Black","No function","LGBO","130","125","32950","28030"
"In post","2021","Black","No function","Undeclared","295","280","32260","30220"
"In post","2021","Black","No function","Unknown","515","485","32730","30200"
"In post","2021","Black","Project Delivery","Heterosexual / straight","600","590","38890","36440"
"In post","2021","Black","Project Delivery","LGBO","10","10","[c]","[c]"
"In post","2021","Black","Project Delivery","Undeclared","25","25","[c]","[c]"
"In post","2021","Black","Project Delivery","Unknown","30","30","39700","35510"
"In post","2021","Black","Property","Heterosexual / straight","115","110","36450","33740"
"In post","2021","Black","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Undeclared","10","10","[c]","[c]"
"In post","2021","Black","Property","Unknown","15","15","[c]","[c]"
"In post","2021","Black","Security","Heterosexual / straight","100","100","30760","27630"
"In post","2021","Black","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","Undeclared","5","5","[c]","[c]"
"In post","2021","Black","Security","Unknown","10","10","[c]","[c]"
"In post","2021","Black","Unknown","Heterosexual / straight","5040","4805","30650","29290"
"In post","2021","Black","Unknown","LGBO","120","115","30410","29540"
"In post","2021","Black","Unknown","Undeclared","345","315","30060","28850"
"In post","2021","Black","Unknown","Unknown","655","590","29240","30330"
"In post","2021","Chinese","Analysis","Heterosexual / straight","45","45","46380","42890"
"In post","2021","Chinese","Analysis","LGBO","5","5","[c]","[c]"
"In post","2021","Chinese","Analysis","Undeclared","5","5","[c]","[c]"
"In post","2021","Chinese","Analysis","Unknown","10","10","[c]","[c]"
"In post","2021","Chinese","Commercial","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Chinese","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Chinese","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","Unknown","5","5","[c]","[c]"
"In post","2021","Chinese","Debt","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Chinese","Debt","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Debt","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","Heterosexual / straight","45","40","43950","38160"
"In post","2021","Chinese","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","Unknown","5","5","[c]","[c]"
"In post","2021","Chinese","Finance","Heterosexual / straight","40","40","41000","34530"
"In post","2021","Chinese","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","Unknown","5","5","[c]","[c]"
"In post","2021","Chinese","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Chinese","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","Heterosexual / straight","45","40","46310","51560"
"In post","2021","Chinese","Legal","LGBO","5","5","[c]","[c]"
"In post","2021","Chinese","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","Unknown","5","5","[c]","[c]"
"In post","2021","Chinese","No function","Heterosexual / straight","330","320","36170","32030"
"In post","2021","Chinese","No function","LGBO","20","20","[c]","[c]"
"In post","2021","Chinese","No function","Undeclared","40","40","37120","34020"
"In post","2021","Chinese","No function","Unknown","60","55","40890","35610"
"In post","2021","Chinese","Project Delivery","Heterosexual / straight","35","35","45320","41980"
"In post","2021","Chinese","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Chinese","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Security","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Chinese","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Heterosexual / straight","290","275","31850","28670"
"In post","2021","Chinese","Unknown","LGBO","20","15","[c]","[c]"
"In post","2021","Chinese","Unknown","Undeclared","30","30","33640","31020"
"In post","2021","Chinese","Unknown","Unknown","40","35","34790","27570"
"In post","2021","Mixed","Analysis","Heterosexual / straight","150","145","43160","38510"
"In post","2021","Mixed","Analysis","LGBO","20","20","[c]","[c]"
"In post","2021","Mixed","Analysis","Undeclared","5","5","[c]","[c]"
"In post","2021","Mixed","Analysis","Unknown","15","15","[c]","[c]"
"In post","2021","Mixed","Commercial","Heterosexual / straight","75","75","41050","36260"
"In post","2021","Mixed","Commercial","LGBO","10","5","[c]","[c]"
"In post","2021","Mixed","Commercial","Undeclared","5","5","[c]","[c]"
"In post","2021","Mixed","Commercial","Unknown","5","5","[c]","[c]"
"In post","2021","Mixed","Communications","Heterosexual / straight","125","125","36790","32900"
"In post","2021","Mixed","Communications","LGBO","10","10","[c]","[c]"
"In post","2021","Mixed","Communications","Undeclared","10","10","[c]","[c]"
"In post","2021","Mixed","Communications","Unknown","15","15","[c]","[c]"
"In post","2021","Mixed","Counter Fraud","Heterosexual / straight","95","90","34600","31000"
"In post","2021","Mixed","Counter Fraud","LGBO","10","10","[c]","[c]"
"In post","2021","Mixed","Counter Fraud","Undeclared","15","15","[c]","[c]"
"In post","2021","Mixed","Counter Fraud","Unknown","15","15","[c]","[c]"
"In post","2021","Mixed","Debt","Heterosexual / straight","25","20","[c]","[c]"
