"Status","Year","Age","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Aberdeen City and Aberdeenshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Angus and Dundee City","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Barking & Dagenham and Havering","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Barnet","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Barnsley, Doncaster and Rotherham","Outside London","10","10","[c]","[c]"
"In post","2021","16-19","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","105","105","18130","17780"
"In post","2021","16-19","Bedford","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Belfast","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Berkshire","Outside London","10","10","[c]","[c]"
"In post","2021","16-19","Bexley and Greenwich","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Birmingham","Outside London","25","25","20770","20140"
"In post","2021","16-19","Blackburn with Darwen","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Blackpool","Outside London","15","15","21010","21010"
"In post","2021","16-19","Bradford","Outside London","10","10","[c]","[c]"
"In post","2021","16-19","Breckland and South Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Brent","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Bridgend and Neath Port Talbot","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Brighton and Hove","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Bristol, City of","Outside London","15","15","22140","21950"
"In post","2021","16-19","Buckinghamshire CC","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Calderdale and Kirklees","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cambridgeshire CC","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Camden and City of London","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cardiff and Vale of Glamorgan","Outside London","35","35","20570","20140"
"In post","2021","16-19","Central Bedfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Central Hampshire","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Central Valleys","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Cheshire East","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cheshire West and Chester","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chorley and West Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","City of Edinburgh","Outside London","80","80","21190","21150"
"In post","2021","16-19","Clackmannanshire and Fife","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Coventry","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Croydon","London","10","10","[c]","[c]"
"In post","2021","16-19","Derby","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Devon CC","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Dudley","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Dumfries and Galloway","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Durham CC","Outside London","10","10","21810","21100"
"In post","2021","16-19","Ealing","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Ayrshire and North Ayrshire mainland","Outside London","10","10","18000","16780"
"In post","2021","16-19","East Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Kent","Outside London","30","30","21530","21430"
"In post","2021","16-19","East Riding of Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Sussex CC","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Enfield","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Essex Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
