"Status","Year","Ethnicity","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Other ethnicity","Project Delivery","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Project Delivery","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Project Delivery","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Project Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Project Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Project Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Project Delivery","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Project Delivery","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Project Delivery","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Project Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Project Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Project Delivery","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Project Delivery","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Project Delivery","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Project Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Project Delivery","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Project Delivery","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Property","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Property","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Property","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Property","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Property","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Property","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Property","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Property","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Property","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Property","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Property","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Property","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Property","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Property","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Property","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Property","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Property","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Security","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Security","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Security","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Security","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Security","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Security","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Security","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Security","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Security","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Department for Work and Pensions","20","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Department of Health and Social Care","5","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","HM Revenue and Customs","10","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Home Office","10","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Ministry of Defence","5","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Analysis","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Analysis","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Analysis","Department for International Trade","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Analysis","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Analysis","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Analysis","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Analysis","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Analysis","United Kingdom Statistics Authority","30","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Analysis","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","Ministry of Defence","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Counter Fraud","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","United Kingdom Statistics Authority","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Internal Audit","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Legal","Attorney General's Departments","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Legal","Ministry of Justice","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Legal","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Legal","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","Department for International Trade","35","[c]","20460","18200"
"Leaver CS","2021","Undeclared","No function","Department for Transport","45","[c]","28430","26780"
"Leaver CS","2021","Undeclared","No function","Department for Work and Pensions","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","Department of Health and Social Care","75","[c]","33030","34530"
"Leaver CS","2021","Undeclared","No function","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","HM Land Registry","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","Ministry of Defence","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","Ministry of Justice","105","[c]","23890","20260"
"Leaver CS","2021","Undeclared","No function","National Crime Agency","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","Office of Gas and Electricity Markets","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","Scottish Government","20","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","United Kingdom Statistics Authority","65","[c]","23800","19130"
"Leaver CS","2021","Undeclared","Project Delivery","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Project Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Project Delivery","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Project Delivery","Ministry of Defence","35","[c]","39190","39420"
"Leaver CS","2021","Undeclared","Project Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Project Delivery","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Property","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Property","HM Revenue and Customs","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Property","Ministry of Defence","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Property","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Security","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Security","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Security","Ministry of Defence","25","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Department for Business, Energy and Industrial Strategy","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Department for Work and Pensions","180","[c]","26320","26120"
"Leaver CS","2021","Undeclared","Unknown","Department of Health and Social Care","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","HM Revenue and Customs","315","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Home Office","85","[c]","32410","29080"
"Leaver CS","2021","Undeclared","Unknown","Ministry of Defence","70","[c]","31370","26670"
"Leaver CS","2021","Undeclared","Unknown","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Analysis","Chancellor's other departments","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Analysis","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Analysis","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Analysis","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Analysis","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Analysis","Ministry of Justice","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Analysis","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Cabinet Office","50","[c]","81240","69000"
"Leaver CS","2021","Unknown","Commercial","Department for Environment, Food and Rural Affairs","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Ministry of Justice","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Cabinet Office","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Department for Environment, Food and Rural Affairs","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Department for International Trade","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Ministry of Defence","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Ministry of Housing, Communities and Local Government","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Counter Fraud","Attorney General's Departments","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Counter Fraud","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Counter Fraud","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Cabinet Office","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Department for Transport","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","HM Land Registry","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Ministry of Defence","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Ministry of Justice","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Department for Environment, Food and Rural Affairs","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Ministry of Defence","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Ministry of Justice","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Grants Management","Department for Environment, Food and Rural Affairs","90","[c]","24950","21050"
"Leaver CS","2021","Unknown","Human Resources","Cabinet Office","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Department for Environment, Food and Rural Affairs","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Ministry of Defence","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Internal Audit","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Internal Audit","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Attorney General's Departments","55","[c]","50180","55000"
"Leaver CS","2021","Unknown","Legal","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","HM Land Registry","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Ministry of Justice","30","[c]","30600","30850"
"Leaver CS","2021","Unknown","Legal","Scottish Government","105","[c]","28210","22820"
"Leaver CS","2021","Unknown","Legal","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Cabinet Office","65","[c]","42400","29250"
"Leaver CS","2021","Unknown","No function","Department for Business, Energy and Industrial Strategy","105","[c]","35190","25380"
"Leaver CS","2021","Unknown","No function","Department for Digital, Culture, Media and Sport","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Department for Environment, Food and Rural Affairs","285","[c]","33600","26520"
"Leaver CS","2021","Unknown","No function","Department for International Trade","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Department for Transport","95","[c]","23710","21590"
"Leaver CS","2021","Unknown","No function","Department for Work and Pensions","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Department of Health and Social Care","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","HM Land Registry","35","[c]","24280","22350"
"Leaver CS","2021","Unknown","No function","Ministry of Defence","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Ministry of Housing, Communities and Local Government","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Ministry of Justice","1425","[c]","21610","19930"
"Leaver CS","2021","Unknown","No function","National Crime Agency","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Office for Standards in Education","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Scottish Government","120","[c]","30080","33650"
"Leaver CS","2021","Unknown","No function","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Department for Environment, Food and Rural Affairs","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Foreign, Commonwealth and Development Office","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Ministry of Defence","90","[c]","28700","26800"
"Leaver CS","2021","Unknown","Project Delivery","Ministry of Justice","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","Department for Environment, Food and Rural Affairs","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","HM Revenue and Customs","105","[c]","27290","24500"
