"Status","Year","Age","Region_ITL1","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Yorkshire and The Humber","North and North East Lincolnshire","Unknown","15","15","22510","22920"
"In post","2021","20-29","Yorkshire and The Humber","North Yorkshire CC","AA/AO","70","65","22840","21010"
"In post","2021","20-29","Yorkshire and The Humber","North Yorkshire CC","EO","40","40","26550","26970"
"In post","2021","20-29","Yorkshire and The Humber","North Yorkshire CC","SEO/HEO","20","20","33890","33300"
"In post","2021","20-29","Yorkshire and The Humber","North Yorkshire CC","Unknown","10","10","25370","22920"
"In post","2021","20-29","Yorkshire and The Humber","Sheffield","AA/AO","320","310","21070","21430"
"In post","2021","20-29","Yorkshire and The Humber","Sheffield","EO","305","300","25720","25000"
"In post","2021","20-29","Yorkshire and The Humber","Sheffield","G6/G7","50","50","52800","50400"
"In post","2021","20-29","Yorkshire and The Humber","Sheffield","SEO/HEO","300","295","33140","31990"
"In post","2021","20-29","Yorkshire and The Humber","Sheffield","Unknown","25","25","23400","22920"
"In post","2021","20-29","Yorkshire and The Humber","Wakefield","AA/AO","140","135","23020","22850"
"In post","2021","20-29","Yorkshire and The Humber","Wakefield","EO","55","55","27970","27570"
"In post","2021","20-29","Yorkshire and The Humber","Wakefield","SEO/HEO","15","15","30700","29590"
"In post","2021","20-29","Yorkshire and The Humber","Wakefield","Unknown","10","10","23650","22920"
"In post","2021","20-29","Yorkshire and The Humber","York","AA/AO","135","135","21210","20920"
"In post","2021","20-29","Yorkshire and The Humber","York","EO","125","125","26040","26370"
"In post","2021","20-29","Yorkshire and The Humber","York","G6/G7","5","5","[c]","[c]"
"In post","2021","20-29","Yorkshire and The Humber","York","SEO/HEO","105","105","32120","30730"
"In post","2021","20-29","Yorkshire and The Humber","York","Unknown","20","20","24470","22920"
"In post","2021","30-39","East Midlands (England)","Derby","AA/AO","95","80","22540","21010"
"In post","2021","30-39","East Midlands (England)","Derby","EO","60","55","27160","27570"
"In post","2021","30-39","East Midlands (England)","Derby","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East Midlands (England)","Derby","SEO/HEO","10","5","[c]","[c]"
"In post","2021","30-39","East Midlands (England)","Derby","Unknown","35","30","28840","30210"
"In post","2021","30-39","East Midlands (England)","East Derbyshire","AA/AO","10","5","[c]","[c]"
"In post","2021","30-39","East Midlands (England)","East Derbyshire","EO","40","35","27540","27570"
"In post","2021","30-39","East Midlands (England)","East Derbyshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East Midlands (England)","East Derbyshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East Midlands (England)","East Derbyshire","Unknown","10","10","28380","29810"
"In post","2021","30-39","East Midlands (England)","Leicester","AA/AO","225","195","21460","21010"
"In post","2021","30-39","East Midlands (England)","Leicester","EO","160","150","26850","27570"
"In post","2021","30-39","East Midlands (England)","Leicester","G6/G7","25","25","52730","49580"
"In post","2021","30-39","East Midlands (England)","Leicester","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East Midlands (England)","Leicester","SEO/HEO","65","60","32260","31810"
"In post","2021","30-39","East Midlands (England)","Leicester","Unknown","35","30","28810","28200"
"In post","2021","30-39","East Midlands (England)","Leicestershire CC and Rutland","AA/AO","225","210","23500","22850"
"In post","2021","30-39","East Midlands (England)","Leicestershire CC and Rutland","EO","130","125","27870","27380"
"In post","2021","30-39","East Midlands (England)","Leicestershire CC and Rutland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East Midlands (England)","Leicestershire CC and Rutland","SEO/HEO","125","120","36520","36910"
"In post","2021","30-39","East Midlands (England)","Leicestershire CC and Rutland","Unknown","15","15","32530","31420"
"In post","2021","30-39","East Midlands (England)","Lincolnshire","AA/AO","220","210","23340","21710"
"In post","2021","30-39","East Midlands (England)","Lincolnshire","EO","115","110","27600","27570"
"In post","2021","30-39","East Midlands (England)","Lincolnshire","G6/G7","10","10","52050","48520"
"In post","2021","30-39","East Midlands (England)","Lincolnshire","SEO/HEO","80","75","35920","33650"
"In post","2021","30-39","East Midlands (England)","Lincolnshire","Unknown","25","25","32040","32650"
"In post","2021","30-39","East Midlands (England)","North Northamptonshire","AA/AO","50","35","21130","21010"
"In post","2021","30-39","East Midlands (England)","North Northamptonshire","EO","45","45","27850","27570"
"In post","2021","30-39","East Midlands (England)","North Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East Midlands (England)","North Northamptonshire","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","East Midlands (England)","North Nottinghamshire","AA/AO","85","80","24560","25380"
"In post","2021","30-39","East Midlands (England)","North Nottinghamshire","EO","60","55","28370","27570"
"In post","2021","30-39","East Midlands (England)","North Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East Midlands (England)","North Nottinghamshire","SEO/HEO","40","40","38060","37280"
"In post","2021","30-39","East Midlands (England)","North Nottinghamshire","Unknown","25","25","32170","30880"
"In post","2021","30-39","East Midlands (England)","Nottingham","AA/AO","395","365","21270","20140"
"In post","2021","30-39","East Midlands (England)","Nottingham","EO","445","425","25510","25560"
"In post","2021","30-39","East Midlands (England)","Nottingham","G6/G7","170","165","53910","52580"
"In post","2021","30-39","East Midlands (England)","Nottingham","SCS level","5","5","[c]","[c]"
"In post","2021","30-39","East Midlands (England)","Nottingham","SEO/HEO","570","550","33930","31810"
"In post","2021","30-39","East Midlands (England)","Nottingham","Unknown","40","35","27080","28200"
"In post","2021","30-39","East Midlands (England)","South and West Derbyshire","AA/AO","75","70","24360","23240"
"In post","2021","30-39","East Midlands (England)","South and West Derbyshire","EO","65","55","27870","27570"
"In post","2021","30-39","East Midlands (England)","South and West Derbyshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East Midlands (England)","South and West Derbyshire","SEO/HEO","65","60","35560","32590"
"In post","2021","30-39","East Midlands (England)","South and West Derbyshire","Unknown","15","15","32990","35600"
"In post","2021","30-39","East Midlands (England)","South Nottinghamshire","AA/AO","60","55","24610","23970"
"In post","2021","30-39","East Midlands (England)","South Nottinghamshire","EO","40","35","27950","27380"
"In post","2021","30-39","East Midlands (England)","South Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East Midlands (England)","South Nottinghamshire","SEO/HEO","50","45","36760","35100"
"In post","2021","30-39","East Midlands (England)","South Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East Midlands (England)","West Northamptonshire","AA/AO","115","105","22280","21710"
"In post","2021","30-39","East Midlands (England)","West Northamptonshire","EO","45","45","26570","27570"
"In post","2021","30-39","East Midlands (England)","West Northamptonshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East Midlands (England)","West Northamptonshire","SEO/HEO","25","25","34370","36410"
"In post","2021","30-39","East Midlands (England)","West Northamptonshire","Unknown","25","25","27500","27260"
"In post","2021","30-39","East of England","Bedford","AA/AO","65","60","25370","23490"
"In post","2021","30-39","East of England","Bedford","EO","55","50","27470","27570"
"In post","2021","30-39","East of England","Bedford","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East of England","Bedford","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East of England","Bedford","SEO/HEO","30","30","35870","34290"
"In post","2021","30-39","East of England","Bedford","Unknown","20","15","28780","30210"
"In post","2021","30-39","East of England","Breckland and South Norfolk","AA/AO","70","65","24960","25110"
"In post","2021","30-39","East of England","Breckland and South Norfolk","EO","30","30","28470","27570"
"In post","2021","30-39","East of England","Breckland and South Norfolk","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East of England","Breckland and South Norfolk","SEO/HEO","25","20","36600","36010"
"In post","2021","30-39","East of England","Cambridgeshire CC","AA/AO","235","225","26570","28400"
"In post","2021","30-39","East of England","Cambridgeshire CC","EO","125","120","27760","27380"
"In post","2021","30-39","East of England","Cambridgeshire CC","G6/G7","40","40","57360","54540"
"In post","2021","30-39","East of England","Cambridgeshire CC","SCS level","5","5","[c]","[c]"
"In post","2021","30-39","East of England","Cambridgeshire CC","SEO/HEO","240","235","36140","33300"
"In post","2021","30-39","East of England","Cambridgeshire CC","Unknown","25","25","30390","30210"
"In post","2021","30-39","East of England","Central Bedfordshire","AA/AO","20","20","21260","20920"
"In post","2021","30-39","East of England","Central Bedfordshire","EO","15","15","28030","26670"
"In post","2021","30-39","East of England","Central Bedfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East of England","Central Bedfordshire","SEO/HEO","20","20","36570","36350"
"In post","2021","30-39","East of England","Essex Haven Gateway","AA/AO","50","45","25120","22130"
"In post","2021","30-39","East of England","Essex Haven Gateway","EO","85","80","28590","27370"
"In post","2021","30-39","East of England","Essex Haven Gateway","G6/G7","5","5","[c]","[c]"
"In post","2021","30-39","East of England","Essex Haven Gateway","SEO/HEO","40","35","35930","33300"
"In post","2021","30-39","East of England","Essex Haven Gateway","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","East of England","Essex Thames Gateway","AA/AO","50","40","24130","24180"
"In post","2021","30-39","East of England","Essex Thames Gateway","EO","60","55","28980","29290"
"In post","2021","30-39","East of England","Essex Thames Gateway","SEO/HEO","10","10","32470","35120"
"In post","2021","30-39","East of England","Essex Thames Gateway","Unknown","20","20","27770","27500"
"In post","2021","30-39","East of England","Heart of Essex","AA/AO","85","75","26680","28380"
"In post","2021","30-39","East of England","Heart of Essex","EO","65","65","28740","29290"
"In post","2021","30-39","East of England","Heart of Essex","G6/G7","20","20","54540","51120"
"In post","2021","30-39","East of England","Heart of Essex","SEO/HEO","40","35","35180","34810"
"In post","2021","30-39","East of England","Heart of Essex","Unknown","20","20","30350","31420"
"In post","2021","30-39","East of England","Hertfordshire","AA/AO","130","125","26740","26420"
"In post","2021","30-39","East of England","Hertfordshire","EO","170","160","29710","29290"
"In post","2021","30-39","East of England","Hertfordshire","G6/G7","70","70","56480","54630"
"In post","2021","30-39","East of England","Hertfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East of England","Hertfordshire","SEO/HEO","165","160","38710","39800"
"In post","2021","30-39","East of England","Hertfordshire","Unknown","40","35","30980","30880"
"In post","2021","30-39","East of England","Luton","AA/AO","25","20","20330","19930"
"In post","2021","30-39","East of England","Luton","EO","35","35","26470","27470"
"In post","2021","30-39","East of England","Luton","SEO/HEO","10","10","32430","30980"
"In post","2021","30-39","East of England","Luton","Unknown","30","25","27370","25080"
"In post","2021","30-39","East of England","North and West Norfolk","AA/AO","100","90","24820","23240"
"In post","2021","30-39","East of England","North and West Norfolk","EO","20","15","28000","27570"
"In post","2021","30-39","East of England","North and West Norfolk","SEO/HEO","25","25","33520","31950"
"In post","2021","30-39","East of England","North and West Norfolk","Unknown","10","10","[c]","[c]"
"In post","2021","30-39","East of England","Norwich and East Norfolk","AA/AO","130","120","22410","21550"
"In post","2021","30-39","East of England","Norwich and East Norfolk","EO","85","75","27200","27570"
"In post","2021","30-39","East of England","Norwich and East Norfolk","G6/G7","30","25","51190","48910"
"In post","2021","30-39","East of England","Norwich and East Norfolk","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East of England","Norwich and East Norfolk","SEO/HEO","65","65","34360","34800"
"In post","2021","30-39","East of England","Norwich and East Norfolk","Unknown","20","20","28430","28260"
"In post","2021","30-39","East of England","Peterborough","AA/AO","120","100","21320","21430"
"In post","2021","30-39","East of England","Peterborough","EO","60","55","26480","26180"
"In post","2021","30-39","East of England","Peterborough","G6/G7","15","15","54870","52580"
"In post","2021","30-39","East of England","Peterborough","SEO/HEO","55","55","33820","31990"
"In post","2021","30-39","East of England","Peterborough","Unknown","20","15","28430","30210"
"In post","2021","30-39","East of England","Southend-on-Sea","AA/AO","30","25","22420","23630"
"In post","2021","30-39","East of England","Southend-on-Sea","EO","45","40","27030","25560"
"In post","2021","30-39","East of England","Southend-on-Sea","G6/G7","15","15","55420","52580"
"In post","2021","30-39","East of England","Southend-on-Sea","SEO/HEO","50","50","33660","31810"
"In post","2021","30-39","East of England","Suffolk","AA/AO","285","260","24270","21430"
"In post","2021","30-39","East of England","Suffolk","EO","200","185","27280","27380"
"In post","2021","30-39","East of England","Suffolk","G6/G7","20","15","50790","48080"
"In post","2021","30-39","East of England","Suffolk","SEO/HEO","200","195","33920","31810"
"In post","2021","30-39","East of England","Suffolk","Unknown","30","30","29640","30210"
"In post","2021","30-39","East of England","Thurrock","AA/AO","10","10","21660","21430"
"In post","2021","30-39","East of England","Thurrock","EO","50","50","26550","25310"
"In post","2021","30-39","East of England","Thurrock","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","East of England","West Essex","AA/AO","10","10","21730","21500"
"In post","2021","30-39","East of England","West Essex","EO","55","50","26930","26190"
"In post","2021","30-39","East of England","West Essex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East of England","West Essex","SEO/HEO","30","25","33270","31460"
"In post","2021","30-39","East of England","West Essex","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","London","Barking & Dagenham and Havering","AA/AO","15","10","23100","22450"
"In post","2021","30-39","London","Barking & Dagenham and Havering","EO","70","65","30930","31060"
"In post","2021","30-39","London","Barking & Dagenham and Havering","SEO/HEO","10","5","[c]","[c]"
"In post","2021","30-39","London","Barking & Dagenham and Havering","Unknown","10","5","[c]","[c]"
"In post","2021","30-39","London","Barnet","AA/AO","35","30","23570","23530"
"In post","2021","30-39","London","Barnet","EO","80","75","29380","30500"
"In post","2021","30-39","London","Barnet","G6/G7","65","65","56770","53860"
"In post","2021","30-39","London","Barnet","SCS level","5","5","[c]","[c]"
"In post","2021","30-39","London","Barnet","SEO/HEO","150","145","37620","38700"
"In post","2021","30-39","London","Barnet","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","London","Bexley and Greenwich","AA/AO","215","210","29550","31050"
"In post","2021","30-39","London","Bexley and Greenwich","EO","100","95","33110","31060"
"In post","2021","30-39","London","Bexley and Greenwich","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","London","Bexley and Greenwich","SEO/HEO","45","45","41480","39670"
"In post","2021","30-39","London","Bexley and Greenwich","Unknown","30","25","33640","34100"
"In post","2021","30-39","London","Brent","AA/AO","25","20","22800","22680"
"In post","2021","30-39","London","Brent","EO","45","45","30660","31060"
"In post","2021","30-39","London","Brent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","London","Brent","SEO/HEO","10","10","[c]","[c]"
"In post","2021","30-39","London","Brent","Unknown","15","15","31620","28690"
"In post","2021","30-39","London","Bromley","AA/AO","25","20","22050","22080"
"In post","2021","30-39","London","Bromley","EO","30","25","31070","31060"
"In post","2021","30-39","London","Bromley","SEO/HEO","10","10","[c]","[c]"
"In post","2021","30-39","London","Bromley","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","London","Camden and City of London","AA/AO","115","110","23060","22680"
"In post","2021","30-39","London","Camden and City of London","EO","205","200","29050","29570"
"In post","2021","30-39","London","Camden and City of London","G6/G7","155","150","65430","59160"
"In post","2021","30-39","London","Camden and City of London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","London","Camden and City of London","SEO/HEO","245","240","38410","36160"
"In post","2021","30-39","London","Camden and City of London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","London","Croydon","AA/AO","240","215","24450","25060"
"In post","2021","30-39","London","Croydon","EO","465","440","29340","29080"
"In post","2021","30-39","London","Croydon","G6/G7","330","325","61980","59160"
"In post","2021","30-39","London","Croydon","SCS level","10","10","[c]","[c]"
"In post","2021","30-39","London","Croydon","SEO/HEO","720","700","38740","36400"
"In post","2021","30-39","London","Croydon","Unknown","20","15","35520","34100"
"In post","2021","30-39","London","Ealing","AA/AO","5","5","[c]","[c]"
"In post","2021","30-39","London","Ealing","EO","60","55","31010","31060"
"In post","2021","30-39","London","Ealing","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","London","Ealing","Unknown","10","10","[c]","[c]"
"In post","2021","30-39","London","Enfield","AA/AO","5","5","[c]","[c]"
"In post","2021","30-39","London","Enfield","EO","45","45","31040","31060"
"In post","2021","30-39","London","Enfield","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","London","Enfield","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","London","Hackney and Newham","AA/AO","60","45","23850","25060"
"In post","2021","30-39","London","Hackney and Newham","EO","170","160","30600","31060"
"In post","2021","30-39","London","Hackney and Newham","G6/G7","65","65","62450","59160"
"In post","2021","30-39","London","Hackney and Newham","SEO/HEO","115","115","37910","36160"
"In post","2021","30-39","London","Hackney and Newham","Unknown","45","45","30430","27730"
"In post","2021","30-39","London","Haringey and Islington","AA/AO","150","140","28670","28040"
"In post","2021","30-39","London","Haringey and Islington","EO","110","100","30720","31060"
"In post","2021","30-39","London","Haringey and Islington","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","London","Haringey and Islington","SEO/HEO","35","35","39510","35320"
"In post","2021","30-39","London","Haringey and Islington","Unknown","35","35","32800","34100"
"In post","2021","30-39","London","Harrow and Hillingdon","AA/AO","105","100","25440","25630"
"In post","2021","30-39","London","Harrow and Hillingdon","EO","395","380","29050","29080"
"In post","2021","30-39","London","Harrow and Hillingdon","G6/G7","10","10","61500","57680"
"In post","2021","30-39","London","Harrow and Hillingdon","SEO/HEO","105","105","36570","35200"
"In post","2021","30-39","London","Harrow and Hillingdon","Unknown","10","10","33570","27730"
"In post","2021","30-39","London","Hounslow and Richmond upon Thames","AA/AO","190","180","28890","30720"
"In post","2021","30-39","London","Hounslow and Richmond upon Thames","EO","210","205","30260","29250"
"In post","2021","30-39","London","Hounslow and Richmond upon Thames","G6/G7","20","20","50090","46620"
"In post","2021","30-39","London","Hounslow and Richmond upon Thames","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","London","Hounslow and Richmond upon Thames","SEO/HEO","185","185","36460","35200"
"In post","2021","30-39","London","Hounslow and Richmond upon Thames","Unknown","10","10","32620","34700"
"In post","2021","30-39","London","Kensington & Chelsea and Hammersmith & Fulham","AA/AO","115","110","31430","33260"
"In post","2021","30-39","London","Kensington & Chelsea and Hammersmith & Fulham","EO","65","65","31930","31060"
"In post","2021","30-39","London","Kensington & Chelsea and Hammersmith & Fulham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","London","Kensington & Chelsea and Hammersmith & Fulham","SEO/HEO","15","15","43830","43240"
"In post","2021","30-39","London","Kensington & Chelsea and Hammersmith & Fulham","Unknown","10","10","34460","35310"
"In post","2021","30-39","London","Lambeth","AA/AO","95","90","29180","30220"
"In post","2021","30-39","London","Lambeth","EO","280","265","33110","32260"
"In post","2021","30-39","London","Lambeth","G6/G7","220","210","58470","57460"
"In post","2021","30-39","London","Lambeth","SCS level","20","15","91880","88390"
"In post","2021","30-39","London","Lambeth","SEO/HEO","465","445","41030","40910"
"In post","2021","30-39","London","Lambeth","Unknown","15","15","31460","27730"
"In post","2021","30-39","London","Lewisham and Southwark","AA/AO","35","35","24610","25110"
"In post","2021","30-39","London","Lewisham and Southwark","EO","170","165","30070","31060"
"In post","2021","30-39","London","Lewisham and Southwark","G6/G7","5","5","[c]","[c]"
"In post","2021","30-39","London","Lewisham and Southwark","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","London","Lewisham and Southwark","SEO/HEO","45","45","37880","35620"
"In post","2021","30-39","London","Lewisham and Southwark","Unknown","75","75","32130","32580"
"In post","2021","30-39","London","Merton, Kingston upon Thames and Sutton","AA/AO","20","15","22530","22080"
"In post","2021","30-39","London","Merton, Kingston upon Thames and Sutton","EO","65","65","31100","31060"
"In post","2021","30-39","London","Merton, Kingston upon Thames and Sutton","SEO/HEO","10","10","36280","35690"
"In post","2021","30-39","London","Merton, Kingston upon Thames and Sutton","Unknown","15","15","30260","26810"
"In post","2021","30-39","London","Redbridge and Waltham Forest","AA/AO","45","40","24090","25110"
"In post","2021","30-39","London","Redbridge and Waltham Forest","EO","95","90","30610","31060"
"In post","2021","30-39","London","Redbridge and Waltham Forest","SEO/HEO","15","15","34960","36650"
"In post","2021","30-39","London","Redbridge and Waltham Forest","Unknown","25","25","29690","26810"
"In post","2021","30-39","London","Tower Hamlets","AA/AO","55","50","23490","23490"
"In post","2021","30-39","London","Tower Hamlets","EO","195","185","28900","29100"
"In post","2021","30-39","London","Tower Hamlets","G6/G7","890","870","60710","59140"
"In post","2021","30-39","London","Tower Hamlets","SCS level","60","60","89480","87540"
"In post","2021","30-39","London","Tower Hamlets","SEO/HEO","600","590","38160","37650"
"In post","2021","30-39","London","Tower Hamlets","Unknown","15","15","31850","27730"
"In post","2021","30-39","London","Wandsworth","AA/AO","130","130","31220","33260"
"In post","2021","30-39","London","Wandsworth","EO","40","35","34250","35480"
"In post","2021","30-39","London","Wandsworth","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","London","Wandsworth","SEO/HEO","10","10","44590","42740"
"In post","2021","30-39","London","Wandsworth","Unknown","15","15","34510","35040"
"In post","2021","30-39","London","Westminster","AA/AO","280","260","24460","23520"
"In post","2021","30-39","London","Westminster","EO","970","935","28840","28620"
"In post","2021","30-39","London","Westminster","G6/G7","7680","7470","58660","57400"
"In post","2021","30-39","London","Westminster","SCS level","835","810","78000","74240"
"In post","2021","30-39","London","Westminster","SEO/HEO","4930","4840","38630","38720"
"In post","2021","30-39","London","Westminster","Unknown","25","20","40770","41060"
"In post","2021","30-39","North East (England)","Darlington","AA/AO","15","15","20760","21000"
"In post","2021","30-39","North East (England)","Darlington","EO","35","30","26010","26000"
"In post","2021","30-39","North East (England)","Darlington","G6/G7","35","35","53210","50270"
"In post","2021","30-39","North East (England)","Darlington","SEO/HEO","90","85","34520","36500"
"In post","2021","30-39","North East (England)","Darlington","Unknown","15","15","25000","22920"
"In post","2021","30-39","North East (England)","Durham CC","AA/AO","690","625","22960","21430"
"In post","2021","30-39","North East (England)","Durham CC","EO","225","210","27490","27130"
"In post","2021","30-39","North East (England)","Durham CC","G6/G7","15","15","56820","55870"
"In post","2021","30-39","North East (England)","Durham CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","North East (England)","Durham CC","SEO/HEO","125","125","35910","36410"
"In post","2021","30-39","North East (England)","Durham CC","Unknown","30","30","30220","31150"
"In post","2021","30-39","North East (England)","Hartlepool and Stockton-on-Tees","AA/AO","160","150","23060","22850"
"In post","2021","30-39","North East (England)","Hartlepool and Stockton-on-Tees","EO","120","115","27990","27570"
"In post","2021","30-39","North East (England)","Hartlepool and Stockton-on-Tees","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","North East (England)","Hartlepool and Stockton-on-Tees","SEO/HEO","30","30","36580","34290"
"In post","2021","30-39","North East (England)","Hartlepool and Stockton-on-Tees","Unknown","15","15","30350","30210"
"In post","2021","30-39","North East (England)","Northumberland","AA/AO","10","5","[c]","[c]"
"In post","2021","30-39","North East (England)","Northumberland","EO","40","35","27360","27570"
"In post","2021","30-39","North East (England)","Northumberland","SEO/HEO","10","10","[c]","[c]"
"In post","2021","30-39","North East (England)","Northumberland","Unknown","10","10","[c]","[c]"
"In post","2021","30-39","North East (England)","South Teesside","AA/AO","75","65","20490","21010"
"In post","2021","30-39","North East (England)","South Teesside","EO","55","55","26570","27570"
"In post","2021","30-39","North East (England)","South Teesside","G6/G7","10","10","[c]","[c]"
"In post","2021","30-39","North East (England)","South Teesside","SEO/HEO","15","15","33170","31990"
"In post","2021","30-39","North East (England)","South Teesside","Unknown","25","25","27010","24320"
"In post","2021","30-39","North East (England)","Sunderland","AA/AO","350","295","20520","20140"
"In post","2021","30-39","North East (England)","Sunderland","EO","295","275","26690","27570"
"In post","2021","30-39","North East (England)","Sunderland","G6/G7","15","15","54320","52580"
"In post","2021","30-39","North East (England)","Sunderland","SEO/HEO","100","95","32690","31810"
"In post","2021","30-39","North East (England)","Sunderland","Unknown","10","10","23990","22920"
"In post","2021","30-39","North East (England)","Tyneside","AA/AO","1145","1005","20600","20880"
"In post","2021","30-39","North East (England)","Tyneside","EO","930","885","25790","25560"
"In post","2021","30-39","North East (England)","Tyneside","G6/G7","335","330","52920","52580"
"In post","2021","30-39","North East (England)","Tyneside","SCS level","5","5","[c]","[c]"
"In post","2021","30-39","North East (England)","Tyneside","SEO/HEO","1110","1070","33830","31900"
"In post","2021","30-39","North East (England)","Tyneside","Unknown","65","60","26960","23840"
"In post","2021","30-39","North West (England)","Blackburn with Darwen","AA/AO","35","30","20650","21010"
"In post","2021","30-39","North West (England)","Blackburn with Darwen","EO","50","45","27430","27570"
"In post","2021","30-39","North West (England)","Blackburn with Darwen","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","North West (England)","Blackburn with Darwen","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","North West (England)","Blackburn with Darwen","Unknown","15","15","27750","29200"
"In post","2021","30-39","North West (England)","Blackpool","AA/AO","240","225","20920","21010"
"In post","2021","30-39","North West (England)","Blackpool","EO","295","275","27490","27570"
"In post","2021","30-39","North West (England)","Blackpool","G6/G7","30","30","53240","50850"
"In post","2021","30-39","North West (England)","Blackpool","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","North West (England)","Blackpool","SEO/HEO","110","105","33620","31990"
"In post","2021","30-39","North West (England)","Blackpool","Unknown","15","15","29150","30210"
"In post","2021","30-39","North West (England)","Cheshire East","AA/AO","55","50","24510","24120"
"In post","2021","30-39","North West (England)","Cheshire East","EO","45","40","27180","27570"
"In post","2021","30-39","North West (England)","Cheshire East","G6/G7","5","5","[c]","[c]"
"In post","2021","30-39","North West (England)","Cheshire East","SEO/HEO","30","30","35710","36410"
"In post","2021","30-39","North West (England)","Cheshire East","Unknown","10","10","31050","31420"
"In post","2021","30-39","North West (England)","Cheshire West and Chester","AA/AO","25","25","20990","21010"
"In post","2021","30-39","North West (England)","Cheshire West and Chester","EO","25","25","27480","27570"
"In post","2021","30-39","North West (England)","Cheshire West and Chester","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","North West (England)","Cheshire West and Chester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","North West (England)","Cheshire West and Chester","Unknown","15","15","32220","32690"
"In post","2021","30-39","North West (England)","Chorley and West Lancashire","AA/AO","165","155","25030","25300"
"In post","2021","30-39","North West (England)","Chorley and West Lancashire","EO","75","70","29650","27570"
"In post","2021","30-39","North West (England)","Chorley and West Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","North West (England)","Chorley and West Lancashire","SEO/HEO","60","60","37640","38150"
"In post","2021","30-39","North West (England)","Chorley and West Lancashire","Unknown","15","15","31910","32100"
"In post","2021","30-39","North West (England)","East Cumbria","AA/AO","55","45","21520","21050"
"In post","2021","30-39","North West (England)","East Cumbria","EO","40","35","24580","25010"
"In post","2021","30-39","North West (England)","East Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","North West (England)","East Cumbria","SEO/HEO","30","30","34060","36210"
"In post","2021","30-39","North West (England)","East Cumbria","Unknown","10","5","[c]","[c]"
"In post","2021","30-39","North West (England)","East Lancashire","AA/AO","20","15","20460","21010"
"In post","2021","30-39","North West (England)","East Lancashire","EO","60","55","27210","27570"
"In post","2021","30-39","North West (England)","East Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","North West (England)","East Lancashire","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","North West (England)","East Lancashire","Unknown","20","20","27540","28200"
"In post","2021","30-39","North West (England)","East Merseyside","AA/AO","30","25","20640","20450"
