"Status","Year","Region_london","Responsibility_level_ungrouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Female","Unknown","165","165","33120","32700"
"In post","2021","Unknown","Unknown","Male","Heterosexual / straight","55","55","28370","27370"
"In post","2021","Unknown","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","Unknown","Unknown","Male","Unknown","1680","1680","38020","34460"
"In post","2021","Unknown","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","AA","Female","Heterosexual / straight","55","[c]","20880","21770"
"Leaver CS","2021","London","AA","Female","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","London","AA","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","AA","Female","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2021","London","AA","Male","Heterosexual / straight","70","[c]","20830","21770"
"Leaver CS","2021","London","AA","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","AA","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","London","AA","Male","Unknown","65","[c]","[c]","[c]"
"Leaver CS","2021","London","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","AA","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","AO","Female","Heterosexual / straight","265","[c]","23760","24300"
"Leaver CS","2021","London","AO","Female","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2021","London","AO","Female","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2021","London","AO","Female","Unknown","285","[c]","21990","22680"
"Leaver CS","2021","London","AO","Male","Heterosexual / straight","200","[c]","24720","25110"
"Leaver CS","2021","London","AO","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","London","AO","Male","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2021","London","AO","Male","Unknown","195","[c]","22760","22680"
"Leaver CS","2021","London","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","EO","Female","Heterosexual / straight","275","[c]","28750","28650"
"Leaver CS","2021","London","EO","Female","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","London","EO","Female","Undeclared","40","[c]","28250","27830"
"Leaver CS","2021","London","EO","Female","Unknown","310","[c]","28240","30300"
"Leaver CS","2021","London","EO","Male","Heterosexual / straight","200","[c]","29200","29080"
"Leaver CS","2021","London","EO","Male","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2021","London","EO","Male","Undeclared","35","[c]","29140","29500"
"Leaver CS","2021","London","EO","Male","Unknown","245","[c]","28770","30140"
"Leaver CS","2021","London","EO","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","London","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","EO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","G6","Female","Heterosexual / straight","65","[c]","69880","70100"
"Leaver CS","2021","London","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","G6","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","London","G6","Female","Unknown","60","[c]","69800","67000"
"Leaver CS","2021","London","G6","Male","Heterosexual / straight","65","[c]","70860","69950"
"Leaver CS","2021","London","G6","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","London","G6","Male","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","London","G6","Male","Unknown","60","[c]","71600","71740"
"Leaver CS","2021","London","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","G6","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","G6","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","G7","Female","Heterosexual / straight","195","[c]","56940","55000"
"Leaver CS","2021","London","G7","Female","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","London","G7","Female","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2021","London","G7","Female","Unknown","120","[c]","56580","55000"
"Leaver CS","2021","London","G7","Male","Heterosexual / straight","185","[c]","57490","56320"
"Leaver CS","2021","London","G7","Male","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2021","London","G7","Male","Undeclared","45","[c]","59410","57570"
"Leaver CS","2021","London","G7","Male","Unknown","150","[c]","56130","55470"
"Leaver CS","2021","London","G7","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","London","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","G7","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","London","HEO","Female","Heterosexual / straight","185","[c]","33780","33470"
"Leaver CS","2021","London","HEO","Female","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2021","London","HEO","Female","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2021","London","HEO","Female","Unknown","185","[c]","33060","33120"
"Leaver CS","2021","London","HEO","Male","Heterosexual / straight","180","[c]","35050","34770"
"Leaver CS","2021","London","HEO","Male","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2021","London","HEO","Male","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2021","London","HEO","Male","Unknown","195","[c]","32710","32910"
"Leaver CS","2021","London","HEO","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","London","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","HEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","SCS level","Female","Heterosexual / straight","60","[c]","91700","84580"
"Leaver CS","2021","London","SCS level","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","London","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","SCS level","Female","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2021","London","SCS level","Male","Heterosexual / straight","80","[c]","103540","95620"
"Leaver CS","2021","London","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","SCS level","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","London","SCS level","Male","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2021","London","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","SCS level","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","SCS level","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","London","SEO","Female","Heterosexual / straight","140","[c]","42420","41190"
"Leaver CS","2021","London","SEO","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","London","SEO","Female","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2021","London","SEO","Female","Unknown","85","[c]","41730","40050"
"Leaver CS","2021","London","SEO","Male","Heterosexual / straight","135","[c]","43210","42990"
"Leaver CS","2021","London","SEO","Male","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","London","SEO","Male","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2021","London","SEO","Male","Unknown","110","[c]","39940","40390"
"Leaver CS","2021","London","SEO","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","London","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","SEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","SEO","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","London","Unknown","Female","Heterosexual / straight","45","[c]","[c]","[c]"
"Leaver CS","2021","London","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Unknown","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","London","Unknown","Female","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2021","London","Unknown","Male","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","London","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Unknown","Male","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","London","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outside London","AA","Female","Heterosexual / straight","380","[c]","18420","18040"
"Leaver CS","2021","Outside London","AA","Female","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2021","Outside London","AA","Female","Undeclared","70","[c]","18410","18060"
"Leaver CS","2021","Outside London","AA","Female","Unknown","350","[c]","19100","18850"
"Leaver CS","2021","Outside London","AA","Male","Heterosexual / straight","445","[c]","18570","18740"
"Leaver CS","2021","Outside London","AA","Male","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2021","Outside London","AA","Male","Undeclared","75","[c]","19260","19560"
"Leaver CS","2021","Outside London","AA","Male","Unknown","350","[c]","19130","19130"
"Leaver CS","2021","Outside London","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outside London","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outside London","AO","Female","Heterosexual / straight","2015","[c]","21030","21010"
"Leaver CS","2021","Outside London","AO","Female","LGBO","150","[c]","20960","21010"
"Leaver CS","2021","Outside London","AO","Female","Undeclared","315","[c]","21340","21010"
"Leaver CS","2021","Outside London","AO","Female","Unknown","2595","[c]","20940","21010"
"Leaver CS","2021","Outside London","AO","Male","Heterosexual / straight","1760","[c]","22350","21010"
"Leaver CS","2021","Outside London","AO","Male","LGBO","90","[c]","21390","21010"
"Leaver CS","2021","Outside London","AO","Male","Undeclared","235","[c]","23020","21010"
"Leaver CS","2021","Outside London","AO","Male","Unknown","1690","[c]","21890","21010"
"Leaver CS","2021","Outside London","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outside London","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outside London","EO","Female","Heterosexual / straight","1120","[c]","26630","27130"
"Leaver CS","2021","Outside London","EO","Female","LGBO","55","[c]","26810","27570"
"Leaver CS","2021","Outside London","EO","Female","Undeclared","190","[c]","27190","27130"
"Leaver CS","2021","Outside London","EO","Female","Unknown","1315","[c]","26780","27570"
"Leaver CS","2021","Outside London","EO","Male","Heterosexual / straight","1050","[c]","27360","27370"
"Leaver CS","2021","Outside London","EO","Male","LGBO","65","[c]","27020","27570"
"Leaver CS","2021","Outside London","EO","Male","Undeclared","195","[c]","28160","27550"
"Leaver CS","2021","Outside London","EO","Male","Unknown","985","[c]","27290","27570"
"Leaver CS","2021","Outside London","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outside London","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outside London","EO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outside London","G6","Female","Heterosexual / straight","75","[c]","71600","70210"
"Leaver CS","2021","Outside London","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outside London","G6","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Outside London","G6","Female","Unknown","75","[c]","71540","71010"
"Leaver CS","2021","Outside London","G6","Male","Heterosexual / straight","110","[c]","73890","72050"
"Leaver CS","2021","Outside London","G6","Male","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Outside London","G6","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Outside London","G6","Male","Unknown","100","[c]","69510","69160"
"Leaver CS","2021","Outside London","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outside London","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outside London","G6","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outside London","G7","Female","Heterosexual / straight","195","[c]","54770","54230"
"Leaver CS","2021","Outside London","G7","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outside London","G7","Female","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2021","Outside London","G7","Female","Unknown","180","[c]","54520","54950"
"Leaver CS","2021","Outside London","G7","Male","Heterosexual / straight","265","[c]","55800","55410"
"Leaver CS","2021","Outside London","G7","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Outside London","G7","Male","Undeclared","40","[c]","57880","57130"
"Leaver CS","2021","Outside London","G7","Male","Unknown","230","[c]","55510","55280"
"Leaver CS","2021","Outside London","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outside London","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outside London","G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outside London","HEO","Female","Heterosexual / straight","470","[c]","32610","32910"
"Leaver CS","2021","Outside London","HEO","Female","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2021","Outside London","HEO","Female","Undeclared","80","[c]","33180","33300"
"Leaver CS","2021","Outside London","HEO","Female","Unknown","545","[c]","32580","32440"
"Leaver CS","2021","Outside London","HEO","Male","Heterosexual / straight","580","[c]","33560","33300"
"Leaver CS","2021","Outside London","HEO","Male","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","Outside London","HEO","Male","Undeclared","120","[c]","34480","33790"
"Leaver CS","2021","Outside London","HEO","Male","Unknown","510","[c]","33650","33190"
"Leaver CS","2021","Outside London","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outside London","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outside London","HEO","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Outside London","SCS level","Female","Heterosexual / straight","35","[c]","95380","97740"
"Leaver CS","2021","Outside London","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outside London","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outside London","SCS level","Female","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Outside London","SCS level","Male","Heterosexual / straight","55","[c]","97810","96300"
"Leaver CS","2021","Outside London","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outside London","SCS level","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Outside London","SCS level","Male","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Outside London","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outside London","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outside London","SEO","Female","Heterosexual / straight","370","[c]","40900","40580"
"Leaver CS","2021","Outside London","SEO","Female","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","Outside London","SEO","Female","Undeclared","65","[c]","42830","42200"
"Leaver CS","2021","Outside London","SEO","Female","Unknown","280","[c]","40930","39860"
"Leaver CS","2021","Outside London","SEO","Male","Heterosexual / straight","440","[c]","42410","41340"
"Leaver CS","2021","Outside London","SEO","Male","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2021","Outside London","SEO","Male","Undeclared","85","[c]","44200","43910"
"Leaver CS","2021","Outside London","SEO","Male","Unknown","335","[c]","41750","40050"
"Leaver CS","2021","Outside London","SEO","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Outside London","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outside London","SEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outside London","Unknown","Female","Heterosexual / straight","315","[c]","[c]","[c]"
"Leaver CS","2021","Outside London","Unknown","Female","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","Outside London","Unknown","Female","Undeclared","35","[c]","[c]","[c]"
"Leaver CS","2021","Outside London","Unknown","Female","Unknown","75","[c]","[c]","[c]"
"Leaver CS","2021","Outside London","Unknown","Male","Heterosexual / straight","130","[c]","39850","35530"
"Leaver CS","2021","Outside London","Unknown","Male","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","Outside London","Unknown","Male","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2021","Outside London","Unknown","Male","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2021","Outside London","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outside London","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","AO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","AO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","AO","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","AO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","AO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","AO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","EO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","EO","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","EO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","EO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","G6","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","G6","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","G6","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","G6","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","G6","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","G6","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","G6","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","G7","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","G7","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","G7","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","G7","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","G7","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","G7","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","HEO","Female","Heterosexual / straight","30","[c]","35480","36960"
"Leaver CS","2021","Overseas","HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","HEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","HEO","Female","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","HEO","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","HEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","HEO","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","SCS level","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","SEO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","SEO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","SEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","SEO","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","SEO","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","SEO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","SEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","SEO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AO","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AO","Female","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AO","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AO","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Female","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
