"Status","Year","Age","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","40-49","Plymouth","Unknown","45","45","39660","39100"
"In post","2021","40-49","Portsmouth","AA/AO","225","195","24180","21010"
"In post","2021","40-49","Portsmouth","EO","265","250","27500","26670"
"In post","2021","40-49","Portsmouth","G6/G7","65","60","60130","54540"
"In post","2021","40-49","Portsmouth","SCS level","10","10","[c]","[c]"
"In post","2021","40-49","Portsmouth","SEO/HEO","215","210","35770","33300"
"In post","2021","40-49","Portsmouth","Unknown","20","20","36890","33510"
"In post","2021","40-49","Powys","AA/AO","45","40","21040","20920"
"In post","2021","40-49","Powys","EO","50","45","27400","27570"
"In post","2021","40-49","Powys","G6/G7","5","5","[c]","[c]"
"In post","2021","40-49","Powys","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Powys","SEO/HEO","40","40","38600","37410"
"In post","2021","40-49","Powys","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Redbridge and Waltham Forest","AA/AO","70","55","24120","25110"
"In post","2021","40-49","Redbridge and Waltham Forest","EO","115","105","30650","31060"
"In post","2021","40-49","Redbridge and Waltham Forest","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Redbridge and Waltham Forest","SEO/HEO","15","15","37250","36650"
"In post","2021","40-49","Redbridge and Waltham Forest","Unknown","15","15","33210","32090"
"In post","2021","40-49","Sandwell","AA/AO","10","10","20650","21010"
"In post","2021","40-49","Sandwell","EO","75","70","27220","27570"
"In post","2021","40-49","Sandwell","SEO/HEO","5","5","[c]","[c]"
"In post","2021","40-49","Sandwell","Unknown","10","10","26190","22920"
"In post","2021","40-49","Scottish Borders","AA/AO","35","30","23790","24110"
"In post","2021","40-49","Scottish Borders","EO","40","35","28320","28170"
"In post","2021","40-49","Scottish Borders","G6/G7","5","5","[c]","[c]"
"In post","2021","40-49","Scottish Borders","SEO/HEO","30","30","37600","35110"
"In post","2021","40-49","Sefton","AA/AO","435","380","20620","21010"
"In post","2021","40-49","Sefton","EO","395","370","26240","25590"
"In post","2021","40-49","Sefton","G6/G7","160","155","55000","53360"
"In post","2021","40-49","Sefton","SCS level","5","5","[c]","[c]"
"In post","2021","40-49","Sefton","SEO/HEO","415","400","36260","33700"
"In post","2021","40-49","Sefton","Unknown","10","5","[c]","[c]"
"In post","2021","40-49","Sheffield","AA/AO","270","230","20980","21430"
"In post","2021","40-49","Sheffield","EO","400","360","26550","26160"
"In post","2021","40-49","Sheffield","G6/G7","425","410","55620","52280"
"In post","2021","40-49","Sheffield","SCS level","25","25","74770","75000"
"In post","2021","40-49","Sheffield","SEO/HEO","580","545","35010","35310"
"In post","2021","40-49","Sheffield","Unknown","35","30","30330","31420"
"In post","2021","40-49","Shetland Islands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Shetland Islands","EO","5","5","[c]","[c]"
"In post","2021","40-49","Shetland Islands","SEO/HEO","5","5","[c]","[c]"
"In post","2021","40-49","Shropshire CC","AA/AO","90","85","23420","21180"
"In post","2021","40-49","Shropshire CC","EO","80","80","28340","27570"
"In post","2021","40-49","Shropshire CC","G6/G7","5","5","[c]","[c]"
"In post","2021","40-49","Shropshire CC","SEO/HEO","45","40","38660","37890"
"In post","2021","40-49","Shropshire CC","Unknown","15","15","35090","36350"
"In post","2021","40-49","Solihull","AA/AO","45","40","21220","21430"
"In post","2021","40-49","Solihull","EO","110","100","26180","25920"
"In post","2021","40-49","Solihull","G6/G7","20","20","55090","52580"
"In post","2021","40-49","Solihull","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Solihull","SEO/HEO","90","80","34520","32740"
"In post","2021","40-49","Solihull","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Somerset","AA/AO","95","85","20350","20920"
"In post","2021","40-49","Somerset","EO","180","160","27100","27570"
"In post","2021","40-49","Somerset","G6/G7","45","40","56960","53720"
"In post","2021","40-49","Somerset","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Somerset","SEO/HEO","200","190","37100","35340"
"In post","2021","40-49","Somerset","Unknown","15","15","28810","28200"
"In post","2021","40-49","South and West Derbyshire","AA/AO","55","55","26270","25300"
"In post","2021","40-49","South and West Derbyshire","EO","75","70","28080","27570"
"In post","2021","40-49","South and West Derbyshire","G6/G7","30","25","56550","53430"
"In post","2021","40-49","South and West Derbyshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","South and West Derbyshire","SEO/HEO","80","75","38180","37430"
"In post","2021","40-49","South and West Derbyshire","Unknown","10","10","35270","37850"
"In post","2021","40-49","South Ayrshire","AA/AO","20","15","22110","21850"
"In post","2021","40-49","South Ayrshire","EO","45","40","27610","27570"
"In post","2021","40-49","South Ayrshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","South Ayrshire","SEO/HEO","15","15","35130","35910"
"In post","2021","40-49","South Hampshire","AA/AO","170","125","20830","19520"
"In post","2021","40-49","South Hampshire","EO","180","170","26490","26970"
"In post","2021","40-49","South Hampshire","G6/G7","145","140","54020","50520"
"In post","2021","40-49","South Hampshire","SCS level","15","15","86350","83870"
"In post","2021","40-49","South Hampshire","SEO/HEO","250","240","34880","35480"
"In post","2021","40-49","South Hampshire","Unknown","15","15","29090","30440"
"In post","2021","40-49","South Lanarkshire","AA/AO","245","215","20600","20140"
"In post","2021","40-49","South Lanarkshire","EO","150","135","26110","25560"
"In post","2021","40-49","South Lanarkshire","G6/G7","145","140","56420","54270"
"In post","2021","40-49","South Lanarkshire","SCS level","10","10","[c]","[c]"
"In post","2021","40-49","South Lanarkshire","SEO/HEO","230","225","35380","33930"
"In post","2021","40-49","South Nottinghamshire","AA/AO","70","65","24580","22850"
"In post","2021","40-49","South Nottinghamshire","EO","70","65","28990","27570"
"In post","2021","40-49","South Nottinghamshire","G6/G7","10","10","[c]","[c]"
"In post","2021","40-49","South Nottinghamshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","South Nottinghamshire","SEO/HEO","40","40","39200","38160"
"In post","2021","40-49","South Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","South Teesside","AA/AO","100","90","20700","21010"
"In post","2021","40-49","South Teesside","EO","110","100","26780","27570"
"In post","2021","40-49","South Teesside","G6/G7","15","10","53700","55610"
"In post","2021","40-49","South Teesside","SEO/HEO","25","25","33840","32250"
"In post","2021","40-49","South Teesside","Unknown","25","25","29410","28200"
"In post","2021","40-49","South West Wales","AA/AO","95","85","21530","21010"
"In post","2021","40-49","South West Wales","EO","110","100","27520","27570"
"In post","2021","40-49","South West Wales","G6/G7","25","25","56920","60800"
"In post","2021","40-49","South West Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","South West Wales","SEO/HEO","140","135","39000","37410"
"In post","2021","40-49","South West Wales","Unknown","20","20","32530","32690"
"In post","2021","40-49","Southampton","AA/AO","50","45","21020","21010"
"In post","2021","40-49","Southampton","EO","75","70","27000","27370"
"In post","2021","40-49","Southampton","G6/G7","45","45","56580","52270"
"In post","2021","40-49","Southampton","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Southampton","SEO/HEO","85","80","37910","39040"
"In post","2021","40-49","Southampton","Unknown","20","15","29960","28200"
"In post","2021","40-49","Southend-on-Sea","AA/AO","70","60","21240","20880"
"In post","2021","40-49","Southend-on-Sea","EO","80","75","28050","29290"
"In post","2021","40-49","Southend-on-Sea","G6/G7","35","35","55920","52580"
"In post","2021","40-49","Southend-on-Sea","SCS level","5","5","[c]","[c]"
"In post","2021","40-49","Southend-on-Sea","SEO/HEO","115","105","34990","33510"
"In post","2021","40-49","Staffordshire CC","AA/AO","300","280","24120","21710"
"In post","2021","40-49","Staffordshire CC","EO","220","205","28300","27570"
"In post","2021","40-49","Staffordshire CC","G6/G7","50","50","61640","54970"
"In post","2021","40-49","Staffordshire CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Staffordshire CC","SEO/HEO","235","230","38690","38160"
"In post","2021","40-49","Staffordshire CC","Unknown","50","45","33210","34340"
"In post","2021","40-49","Stoke-on-Trent","AA/AO","120","105","19890","19800"
"In post","2021","40-49","Stoke-on-Trent","EO","90","85","26600","27570"
"In post","2021","40-49","Stoke-on-Trent","G6/G7","15","15","54900","54990"
"In post","2021","40-49","Stoke-on-Trent","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Stoke-on-Trent","SEO/HEO","25","25","34290","32680"
"In post","2021","40-49","Stoke-on-Trent","Unknown","20","15","34070","37170"
"In post","2021","40-49","Suffolk","AA/AO","335","300","23220","21430"
"In post","2021","40-49","Suffolk","EO","350","325","27170","27570"
"In post","2021","40-49","Suffolk","G6/G7","55","55","55660","52580"
"In post","2021","40-49","Suffolk","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Suffolk","SEO/HEO","245","235","35020","33300"
"In post","2021","40-49","Suffolk","Unknown","45","40","30380","28670"
"In post","2021","40-49","Sunderland","AA/AO","525","430","20810","21010"
"In post","2021","40-49","Sunderland","EO","360","335","26960","27570"
"In post","2021","40-49","Sunderland","G6/G7","30","30","55850","52580"
"In post","2021","40-49","Sunderland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Sunderland","SEO/HEO","155","150","33470","31990"
"In post","2021","40-49","Sunderland","Unknown","10","10","31250","32690"
"In post","2021","40-49","Swansea","AA/AO","1140","1005","21080","21590"
"In post","2021","40-49","Swansea","EO","400","380","27020","26780"
"In post","2021","40-49","Swansea","G6/G7","165","160","60860","55610"
"In post","2021","40-49","Swansea","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Swansea","SEO/HEO","470","455","38130","38230"
"In post","2021","40-49","Swansea","Unknown","50","50","30350","28880"
"In post","2021","40-49","Swindon","AA/AO","25","20","20150","20100"
"In post","2021","40-49","Swindon","EO","40","35","27190","27570"
"In post","2021","40-49","Swindon","G6/G7","20","20","54360","53380"
"In post","2021","40-49","Swindon","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Swindon","SEO/HEO","25","25","36150","36740"
"In post","2021","40-49","Swindon","Unknown","10","10","[c]","[c]"
"In post","2021","40-49","Telford and Wrekin","AA/AO","95","85","21600","21010"
"In post","2021","40-49","Telford and Wrekin","EO","125","110","26990","27570"
"In post","2021","40-49","Telford and Wrekin","G6/G7","80","80","56630","52580"
"In post","2021","40-49","Telford and Wrekin","SEO/HEO","160","150","36210","38200"
"In post","2021","40-49","Telford and Wrekin","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Thurrock","AA/AO","20","20","22060","21430"
"In post","2021","40-49","Thurrock","EO","50","50","27140","26780"
"In post","2021","40-49","Thurrock","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Thurrock","SEO/HEO","10","10","33470","31690"
"In post","2021","40-49","Torbay","AA/AO","35","25","20710","21010"
"In post","2021","40-49","Torbay","EO","20","15","27150","27570"
"In post","2021","40-49","Torbay","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Torbay","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Torbay","Unknown","10","10","28330","29810"
"In post","2021","40-49","Tower Hamlets","AA/AO","90","75","23700","23500"
"In post","2021","40-49","Tower Hamlets","EO","155","145","29650","29980"
"In post","2021","40-49","Tower Hamlets","G6/G7","785","755","62660","60640"
"In post","2021","40-49","Tower Hamlets","SCS level","180","170","95580","92170"
"In post","2021","40-49","Tower Hamlets","SEO/HEO","470","460","39710","39800"
"In post","2021","40-49","Tower Hamlets","Unknown","15","15","33150","33700"
"In post","2021","40-49","Tyneside","AA/AO","1400","1210","20750","21010"
"In post","2021","40-49","Tyneside","EO","905","840","26230","25920"
"In post","2021","40-49","Tyneside","G6/G7","560","555","54570","52580"
"In post","2021","40-49","Tyneside","SCS level","35","35","85690","76430"
"In post","2021","40-49","Tyneside","SEO/HEO","1185","1140","34750","32610"
"In post","2021","40-49","Tyneside","Unknown","75","70","30010","29200"
"In post","2021","40-49","Unknown","AA/AO","40","35","21900","21010"
"In post","2021","40-49","Unknown","EO","125","120","27890","27570"
"In post","2021","40-49","Unknown","G6/G7","45","45","58290","54700"
"In post","2021","40-49","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","SEO/HEO","100","95","36430","34500"
"In post","2021","40-49","Unknown","Unknown","410","410","39660","34460"
"In post","2021","40-49","Wakefield","AA/AO","150","140","27250","26810"
"In post","2021","40-49","Wakefield","EO","135","125","29320","27570"
"In post","2021","40-49","Wakefield","G6/G7","15","15","61550","59380"
"In post","2021","40-49","Wakefield","SEO/HEO","75","70","39210","38160"
"In post","2021","40-49","Wakefield","Unknown","30","30","32190","32690"
"In post","2021","40-49","Walsall","AA/AO","80","65","20620","21010"
"In post","2021","40-49","Walsall","EO","65","55","27330","27570"
"In post","2021","40-49","Walsall","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Walsall","SEO/HEO","10","10","[c]","[c]"
"In post","2021","40-49","Walsall","Unknown","15","15","29560","28200"
"In post","2021","40-49","Wandsworth","AA/AO","140","130","29920","30220"
"In post","2021","40-49","Wandsworth","EO","35","35","33930","31060"
"In post","2021","40-49","Wandsworth","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Wandsworth","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Wandsworth","SEO/HEO","20","20","42990","43240"
"In post","2021","40-49","Wandsworth","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","Warrington","AA/AO","150","135","23920","21550"
"In post","2021","40-49","Warrington","EO","190","185","31100","30640"
"In post","2021","40-49","Warrington","G6/G7","50","50","56360","55740"
"In post","2021","40-49","Warrington","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Warrington","SEO/HEO","210","210","40120","40210"
"In post","2021","40-49","Warrington","Unknown","15","15","31770","30210"
"In post","2021","40-49","Warwickshire","AA/AO","90","80","21220","21010"
"In post","2021","40-49","Warwickshire","EO","95","85","26120","27570"
"In post","2021","40-49","Warwickshire","G6/G7","10","10","[c]","[c]"
"In post","2021","40-49","Warwickshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Warwickshire","SEO/HEO","60","60","38490","37280"
"In post","2021","40-49","Warwickshire","Unknown","35","30","31310","30510"
"In post","2021","40-49","West Cumbria","AA/AO","165","140","22250","21050"
"In post","2021","40-49","West Cumbria","EO","85","75","27360","27570"
"In post","2021","40-49","West Cumbria","G6/G7","10","10","[c]","[c]"
"In post","2021","40-49","West Cumbria","SEO/HEO","50","45","33460","31820"
"In post","2021","40-49","West Cumbria","Unknown","50","45","41310","39360"
"In post","2021","40-49","West Essex","AA/AO","15","15","20950","21130"
"In post","2021","40-49","West Essex","EO","110","100","27180","27370"
"In post","2021","40-49","West Essex","G6/G7","5","5","[c]","[c]"
"In post","2021","40-49","West Essex","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","West Essex","SEO/HEO","45","45","34050","32140"
"In post","2021","40-49","West Essex","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","West Kent","AA/AO","5","5","[c]","[c]"
"In post","2021","40-49","West Kent","EO","25","25","28090","29290"
"In post","2021","40-49","West Kent","G6/G7","25","25","48380","46130"
"In post","2021","40-49","West Kent","SEO/HEO","15","15","36540","37320"
"In post","2021","40-49","West Lothian","AA/AO","35","35","22580","21010"
"In post","2021","40-49","West Lothian","EO","30","30","28800","27570"
"In post","2021","40-49","West Lothian","G6/G7","10","10","63930","66290"
"In post","2021","40-49","West Lothian","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","West Lothian","SEO/HEO","30","25","40410","40930"
"In post","2021","40-49","West Northamptonshire","AA/AO","95","85","22380","20600"
"In post","2021","40-49","West Northamptonshire","EO","70","65","26750","27570"
"In post","2021","40-49","West Northamptonshire","G6/G7","10","10","[c]","[c]"
"In post","2021","40-49","West Northamptonshire","SEO/HEO","35","35","35750","33530"
"In post","2021","40-49","West Northamptonshire","Unknown","30","25","29970","30210"
"In post","2021","40-49","West Surrey","AA/AO","110","105","26260","24370"
"In post","2021","40-49","West Surrey","EO","120","110","28830","28670"
"In post","2021","40-49","West Surrey","G6/G7","70","65","58240","54910"
"In post","2021","40-49","West Surrey","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","West Surrey","SEO/HEO","130","125","37340","37580"
"In post","2021","40-49","West Surrey","Unknown","20","20","36050","37170"
"In post","2021","40-49","West Sussex (North East)","AA/AO","25","20","23230","22360"
"In post","2021","40-49","West Sussex (North East)","EO","185","165","27690","27570"
"In post","2021","40-49","West Sussex (North East)","G6/G7","15","10","55590","54610"
"In post","2021","40-49","West Sussex (North East)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","West Sussex (North East)","SEO/HEO","70","65","36350","34260"
"In post","2021","40-49","West Sussex (North East)","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","West Sussex (South West)","AA/AO","75","65","21980","21150"
"In post","2021","40-49","West Sussex (South West)","EO","105","95","27180","27570"
"In post","2021","40-49","West Sussex (South West)","G6/G7","30","30","54450","52580"
"In post","2021","40-49","West Sussex (South West)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","West Sussex (South West)","SEO/HEO","85","85","35430","32900"
"In post","2021","40-49","West Sussex (South West)","Unknown","15","15","34060","35020"
"In post","2021","40-49","Westminster","AA/AO","370","335","24820","24100"
"In post","2021","40-49","Westminster","EO","985","940","29400","29500"
"In post","2021","40-49","Westminster","G6/G7","5425","5145","61300","59830"
"In post","2021","40-49","Westminster","SCS level","1690","1630","88010","79590"
"In post","2021","40-49","Westminster","SEO/HEO","3275","3175","39620","39680"
"In post","2021","40-49","Westminster","Unknown","30","30","44290","42400"
"In post","2021","40-49","Wiltshire","AA/AO","190","180","22690","20920"
"In post","2021","40-49","Wiltshire","EO","260","245","26880","26670"
"In post","2021","40-49","Wiltshire","G6/G7","565","545","53750","53090"
"In post","2021","40-49","Wiltshire","SCS level","20","20","86720","82120"
"In post","2021","40-49","Wiltshire","SEO/HEO","660","630","36440","37320"
"In post","2021","40-49","Wiltshire","Unknown","20","20","38070","37510"
"In post","2021","40-49","Wirral","AA/AO","255","210","20970","21010"
"In post","2021","40-49","Wirral","EO","205","190","27430","27570"
"In post","2021","40-49","Wirral","G6/G7","10","10","[c]","[c]"
"In post","2021","40-49","Wirral","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Wirral","SEO/HEO","70","65","35160","33840"
"In post","2021","40-49","Wirral","Unknown","20","15","31490","33510"
"In post","2021","40-49","Wolverhampton","AA/AO","85","70","20380","20180"
"In post","2021","40-49","Wolverhampton","EO","100","95","27190","27570"
"In post","2021","40-49","Wolverhampton","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Wolverhampton","SEO/HEO","10","10","33950","31990"
"In post","2021","40-49","Wolverhampton","Unknown","15","15","28580","28690"
"In post","2021","40-49","Worcestershire","AA/AO","210","190","25000","23180"
"In post","2021","40-49","Worcestershire","EO","120","115","28030","27570"
"In post","2021","40-49","Worcestershire","G6/G7","25","25","54180","50650"
"In post","2021","40-49","Worcestershire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Worcestershire","SEO/HEO","120","120","36720","36520"
"In post","2021","40-49","Worcestershire","Unknown","45","40","31750","32690"
"In post","2021","40-49","York","AA/AO","95","90","21930","21010"
"In post","2021","40-49","York","EO","100","95","26790","26670"
"In post","2021","40-49","York","G6/G7","225","215","56930","54200"
"In post","2021","40-49","York","SCS level","10","10","[c]","[c]"
"In post","2021","40-49","York","SEO/HEO","275","265","36010","36200"
"In post","2021","40-49","York","Unknown","20","20","31100","32690"
"In post","2021","50-59","Aberdeen City and Aberdeenshire","AA/AO","160","145","26020","22230"
"In post","2021","50-59","Aberdeen City and Aberdeenshire","EO","180","170","29920","27570"
"In post","2021","50-59","Aberdeen City and Aberdeenshire","G6/G7","65","60","67500","61010"
"In post","2021","50-59","Aberdeen City and Aberdeenshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Aberdeen City and Aberdeenshire","SEO/HEO","175","170","47860","39580"
"In post","2021","50-59","Angus and Dundee City","AA/AO","295","265","21070","21010"
"In post","2021","50-59","Angus and Dundee City","EO","135","125","27580","27570"
"In post","2021","50-59","Angus and Dundee City","G6/G7","30","30","64160","64060"
"In post","2021","50-59","Angus and Dundee City","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Angus and Dundee City","SEO/HEO","75","75","37270","35000"
"In post","2021","50-59","Antrim and Newtownabbey","AA/AO","70","70","21220","20310"
"In post","2021","50-59","Antrim and Newtownabbey","EO","10","10","[c]","[c]"
"In post","2021","50-59","Antrim and Newtownabbey","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Antrim and Newtownabbey","SEO/HEO","15","15","36640","37130"
"In post","2021","50-59","Ards and North Down","AA/AO","80","80","21230","20310"
"In post","2021","50-59","Ards and North Down","EO","10","10","28440","27420"
"In post","2021","50-59","Ards and North Down","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ards and North Down","SEO/HEO","10","10","39270","36180"
"In post","2021","50-59","Armagh City, Banbridge and Craigavon","AA/AO","5","5","[c]","[c]"
"In post","2021","50-59","Barking & Dagenham and Havering","AA/AO","40","35","22900","22450"
"In post","2021","50-59","Barking & Dagenham and Havering","EO","125","115","30950","31060"
"In post","2021","50-59","Barking & Dagenham and Havering","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Barking & Dagenham and Havering","SEO/HEO","30","25","38770","37850"
"In post","2021","50-59","Barking & Dagenham and Havering","Unknown","15","15","35100","36580"
"In post","2021","50-59","Barnet","AA/AO","65","60","23730","23670"
"In post","2021","50-59","Barnet","EO","120","115","30980","31060"
"In post","2021","50-59","Barnet","G6/G7","95","95","62300","59700"
"In post","2021","50-59","Barnet","SCS level","10","10","112720","116720"
"In post","2021","50-59","Barnet","SEO/HEO","135","135","40950","40510"
"In post","2021","50-59","Barnet","Unknown","10","10","35500","36580"
"In post","2021","50-59","Barnsley, Doncaster and Rotherham","AA/AO","430","380","23260","21010"
"In post","2021","50-59","Barnsley, Doncaster and Rotherham","EO","360","320","28320","27570"
"In post","2021","50-59","Barnsley, Doncaster and Rotherham","G6/G7","15","15","66650","62820"
"In post","2021","50-59","Barnsley, Doncaster and Rotherham","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Barnsley, Doncaster and Rotherham","SEO/HEO","125","120","38300","36480"
"In post","2021","50-59","Barnsley, Doncaster and Rotherham","Unknown","60","55","30290","29200"
"In post","2021","50-59","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","210","195","23960","21430"
"In post","2021","50-59","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","415","385","26760","26790"
"In post","2021","50-59","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","720","715","58710","55870"
"In post","2021","50-59","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS level","90","90","100830","93640"
"In post","2021","50-59","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","1560","1525","38750","40050"
"In post","2021","50-59","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","365","360","50380","46010"
"In post","2021","50-59","Bedford","AA/AO","55","55","24530","22430"
"In post","2021","50-59","Bedford","EO","90","80","27840","27570"
"In post","2021","50-59","Bedford","G6/G7","15","15","60830","54380"
"In post","2021","50-59","Bedford","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Bedford","SEO/HEO","65","65","39310","38030"
"In post","2021","50-59","Bedford","Unknown","15","15","31370","28200"
"In post","2021","50-59","Belfast","AA/AO","185","160","20860","21430"
"In post","2021","50-59","Belfast","EO","215","205","27320","27370"
"In post","2021","50-59","Belfast","G6/G7","80","75","55990","52580"
"In post","2021","50-59","Belfast","SCS level","10","10","[c]","[c]"
"In post","2021","50-59","Belfast","SEO/HEO","260","255","35330","34170"
"In post","2021","50-59","Berkshire","AA/AO","250","240","26700","22450"
"In post","2021","50-59","Berkshire","EO","255","250","31520","29290"
"In post","2021","50-59","Berkshire","G6/G7","95","90","57960","58120"
"In post","2021","50-59","Berkshire","SCS level","10","10","88070","87150"
"In post","2021","50-59","Berkshire","SEO/HEO","250","240","38910","38130"
"In post","2021","50-59","Berkshire","Unknown","35","35","35570","37320"
"In post","2021","50-59","Bexley and Greenwich","AA/AO","215","205","28110","24890"
"In post","2021","50-59","Bexley and Greenwich","EO","175","165","31760","31060"
"In post","2021","50-59","Bexley and Greenwich","G6/G7","10","10","69820","69430"
"In post","2021","50-59","Bexley and Greenwich","SEO/HEO","80","80","41630","40150"
"In post","2021","50-59","Bexley and Greenwich","Unknown","35","35","34870","33950"
"In post","2021","50-59","Birmingham","AA/AO","930","840","21480","20880"
"In post","2021","50-59","Birmingham","EO","895","825","27100","27570"
"In post","2021","50-59","Birmingham","G6/G7","420","410","59100","55880"
"In post","2021","50-59","Birmingham","SCS level","45","40","106490","105000"
"In post","2021","50-59","Birmingham","SEO/HEO","845","815","36600","35000"
"In post","2021","50-59","Birmingham","Unknown","115","105","32820","31420"
"In post","2021","50-59","Blackburn with Darwen","AA/AO","40","35","21120","21010"
"In post","2021","50-59","Blackburn with Darwen","EO","55","50","27410","27570"
"In post","2021","50-59","Blackburn with Darwen","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Blackburn with Darwen","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Blackburn with Darwen","SEO/HEO","20","20","33500","33160"
"In post","2021","50-59","Blackburn with Darwen","Unknown","15","10","27210","24800"
"In post","2021","50-59","Blackpool","AA/AO","545","480","20740","21010"
"In post","2021","50-59","Blackpool","EO","660","595","27370","27570"
"In post","2021","50-59","Blackpool","G6/G7","230","225","55240","52390"
"In post","2021","50-59","Blackpool","SCS level","10","10","76210","75480"
"In post","2021","50-59","Blackpool","SEO/HEO","455","435","34960","34290"
"In post","2021","50-59","Blackpool","Unknown","15","15","29160","23840"
"In post","2021","50-59","Bournemouth and Poole","AA/AO","80","70","20720","20520"
"In post","2021","50-59","Bournemouth and Poole","EO","130","115","27160","27570"
"In post","2021","50-59","Bournemouth and Poole","G6/G7","10","5","[c]","[c]"
"In post","2021","50-59","Bournemouth and Poole","SEO/HEO","35","35","35820","34090"
"In post","2021","50-59","Bournemouth and Poole","Unknown","25","20","31180","24800"
"In post","2021","50-59","Bradford","AA/AO","365","305","20770","21010"
"In post","2021","50-59","Bradford","EO","290","265","26820","27570"
"In post","2021","50-59","Bradford","G6/G7","85","85","55340","52580"
"In post","2021","50-59","Bradford","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Bradford","SEO/HEO","200","190","34670","33160"
"In post","2021","50-59","Bradford","Unknown","25","25","31970","37170"
"In post","2021","50-59","Breckland and South Norfolk","AA/AO","60","55","23940","21710"
"In post","2021","50-59","Breckland and South Norfolk","EO","45","40","29240","27570"
"In post","2021","50-59","Breckland and South Norfolk","G6/G7","5","5","[c]","[c]"
"In post","2021","50-59","Breckland and South Norfolk","SEO/HEO","25","25","38530","36540"
"In post","2021","50-59","Brent","AA/AO","55","50","23850","23500"
"In post","2021","50-59","Brent","EO","85","75","30610","31060"
"In post","2021","50-59","Brent","G6/G7","10","10","64990","62500"
"In post","2021","50-59","Brent","SEO/HEO","45","40","42620","41970"
"In post","2021","50-59","Brent","Unknown","15","15","35280","33410"
"In post","2021","50-59","Bridgend and Neath Port Talbot","AA/AO","65","55","20580","21010"
