"Status","Year","Age","Disability","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Declared disabled","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Herefordshire, Worcestershire and Warwickshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Herefordshire, Worcestershire and Warwickshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Highlands and Islands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Inner London - East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Inner London - East","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Kent","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Lancashire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Leicestershire, Rutland and Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Merseyside","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Merseyside","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","North Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","North Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","North Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Northumberland and Tyne and Wear","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Northumberland and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Outer London - East and North East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Outer London - East and North East","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Outer London - South","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Outer London - South","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Outer London - West and North West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Outer London - West and North West","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Shropshire and Staffordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Shropshire and Staffordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","South Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","South Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","South Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Southern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Southern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Surrey, East and West Sussex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Surrey, East and West Sussex","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Tees Valley and Durham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","West Central Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","West Central Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","West Midlands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","West Wales and The Valleys","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","West Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Bedfordshire and Hertfordshire","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Bedfordshire and Hertfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","15","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","EO","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","Unknown","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Cheshire","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Cheshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Cornwall and Isles of Scilly","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Derbyshire and Nottinghamshire","AA/AO","15","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Derbyshire and Nottinghamshire","EO","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Devon","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Devon","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Dorset and Somerset","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Dorset and Somerset","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","East Anglia","AA/AO","15","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","East Anglia","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","East Wales","AA/AO","30","30","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","East Wales","EO","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","East Yorkshire and Northern Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","East Yorkshire and Northern Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Eastern Scotland","AA/AO","45","45","20900","21010"
"In post","2021","16-19","Declared non-disabled","Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Essex","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","25","20","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","EO","70","70","19320","19040"
"In post","2021","16-19","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Greater Manchester","AA/AO","15","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Greater Manchester","EO","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Hampshire and Isle of Wight","AA/AO","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Highlands and Islands","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Inner London - East","AA/AO","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Inner London - East","EO","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Inner London - West","AA/AO","15","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Inner London - West","EO","40","40","25820","25170"
"In post","2021","16-19","Declared non-disabled","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Kent","AA/AO","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Lancashire","AA/AO","30","30","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","AA/AO","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Merseyside","AA/AO","20","20","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Merseyside","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","North Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","North Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","North Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Northumberland and Tyne and Wear","AA/AO","35","35","20700","21010"
"In post","2021","16-19","Declared non-disabled","Northumberland and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Outer London - East and North East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Outer London - East and North East","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Outer London - South","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Outer London - South","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Outer London - West and North West","AA/AO","10","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Outer London - West and North West","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Shropshire and Staffordshire","AA/AO","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Shropshire and Staffordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","South Yorkshire","AA/AO","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","South Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","South Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Southern Scotland","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Southern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Surrey, East and West Sussex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Surrey, East and West Sussex","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Tees Valley and Durham","AA/AO","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","West Central Scotland","AA/AO","25","25","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","West Central Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","West Midlands","AA/AO","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","West Wales and The Valleys","AA/AO","30","25","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","West Yorkshire","AA/AO","20","20","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","West Yorkshire","EO","5","5","[c]","[c]"
"In post","2021","16-19","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","East Anglia","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","East Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Herefordshire, Worcestershire and Warwickshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Inner London - West","EO","10","10","[c]","[c]"
"In post","2021","16-19","Undeclared","Lancashire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Leicestershire, Rutland and Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Northumberland and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Shropshire and Staffordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","South Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Surrey, East and West Sussex","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","West Central Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","West Wales and The Valleys","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Bedfordshire and Hertfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Cornwall and Isles of Scilly","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Derbyshire and Nottinghamshire","AA/AO","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Devon","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Devon","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Dorset and Somerset","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","East Anglia","AA/AO","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","East Anglia","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","East Wales","AA/AO","30","25","[c]","[c]"
"In post","2021","16-19","Unknown","East Wales","EO","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","East Yorkshire and Northern Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Eastern Scotland","AA/AO","45","45","20890","20810"
"In post","2021","16-19","Unknown","Essex","AA/AO","10","5","[c]","[c]"
"In post","2021","16-19","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","EO","30","30","[c]","[c]"
"In post","2021","16-19","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Greater Manchester","AA/AO","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","Greater Manchester","EO","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Hampshire and Isle of Wight","AA/AO","10","5","[c]","[c]"
"In post","2021","16-19","Unknown","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Highlands and Islands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Inner London - East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Inner London - East","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Inner London - West","AA/AO","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Inner London - West","EO","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Kent","AA/AO","30","30","[c]","[c]"
"In post","2021","16-19","Unknown","Lancashire","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Leicestershire, Rutland and Northamptonshire","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Merseyside","AA/AO","25","25","[c]","[c]"
"In post","2021","16-19","Unknown","Merseyside","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","North Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","North Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Northumberland and Tyne and Wear","AA/AO","35","30","20210","20140"
"In post","2021","16-19","Unknown","Northumberland and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Outer London - East and North East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Outer London - South","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Outer London - South","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Outer London - West and North West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Outer London - West and North West","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Shropshire and Staffordshire","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","South Yorkshire","AA/AO","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Southern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Southern Scotland","EO","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Surrey, East and West Sussex","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Tees Valley and Durham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Unknown","35","35","18640","15940"
"In post","2021","16-19","Unknown","West Central Scotland","AA/AO","25","20","[c]","[c]"
"In post","2021","16-19","Unknown","West Central Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","West Midlands","AA/AO","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","West Wales and The Valleys","AA/AO","25","20","[c]","[c]"
"In post","2021","16-19","Unknown","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","West Yorkshire","AA/AO","35","35","20080","20140"
"In post","2021","16-19","Unknown","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Bedfordshire and Hertfordshire","AA/AO","25","25","[c]","[c]"
"In post","2021","20-29","Declared disabled","Bedfordshire and Hertfordshire","EO","25","25","[c]","[c]"
"In post","2021","20-29","Declared disabled","Bedfordshire and Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Bedfordshire and Hertfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Bedfordshire and Hertfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Bedfordshire and Hertfordshire","Unknown","15","15","[c]","[c]"
"In post","2021","20-29","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","45","45","24790","24750"
"In post","2021","20-29","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","EO","35","35","28050","27570"
"In post","2021","20-29","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","15","15","[c]","[c]"
"In post","2021","20-29","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Unknown","20","15","[c]","[c]"
"In post","2021","20-29","Declared disabled","Cheshire","AA/AO","15","15","[c]","[c]"
"In post","2021","20-29","Declared disabled","Cheshire","EO","20","20","[c]","[c]"
"In post","2021","20-29","Declared disabled","Cheshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Cheshire","SEO/HEO","5","5","[c]","[c]"
"In post","2021","20-29","Declared disabled","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Cornwall and Isles of Scilly","AA/AO","5","5","[c]","[c]"
"In post","2021","20-29","Declared disabled","Cornwall and Isles of Scilly","EO","5","5","[c]","[c]"
"In post","2021","20-29","Declared disabled","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Cumbria","AA/AO","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","Cumbria","EO","5","5","[c]","[c]"
"In post","2021","20-29","Declared disabled","Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Derbyshire and Nottinghamshire","AA/AO","50","45","21140","21010"
"In post","2021","20-29","Declared disabled","Derbyshire and Nottinghamshire","EO","45","45","25340","25560"
